,ALMIB FP Equity_DX_SI_QTY,ALMIB FP Equity_DX_SHORT_INTEREST_VALUE,ALMIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMIB FP Equity_DX_SI_MV,ALMIB FP Equity_DX_DSS,ALMIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMIB FP Equity_DX_SUPPLY_SI_QTY,ALMIB FP Equity_DX_BROKER_SI_QTY,ALMIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALMIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMIB FP Equity_DX_BROKER_SI_MV_INC_x,ALMIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALMIB FP Equity_DX_BROKER_SI_QTY_ADD,ALMIB FP Equity_DX_BROKER_SI_QTY_NEW,ALMIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALMIB FP Equity_DX_BROKER_SI_QTY_INC,ALMIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALMIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMIB FP Equity_DX_BROKER_SI_MV_INC_y,ALMIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMIB FP Equity_DX_BROKER_SI_MV_ADD,ALMIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMIB FP Equity_DX_BROKER_SI_QTY_DEC,ALMIB FP Equity_DX_SUPPLY_SI_MV,ALMIB FP Equity_DX_BROKER_SI_MV_DEC,ALMIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALMIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMIB FP Equity_DX_UTILIZATION_QUANTITY,ALMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMIB FP Equity_DX_BROKER_SI_CON_RATIO,ALMIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279651.0,,0.28,0.0,,0.0,,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,265980.0,,0.27,0.0,,0.0,,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,256680.0,,0.26,0.0,,0.0,,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,251100.0,,0.25,0.0,,0.0,,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,251472.0,,0.25,0.0,,0.0,,0.0
2016-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,252960.0,,0.25,0.0,,0.0,,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,243288.0,,0.24,0.0,,0.0,,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,231663.0,,0.23,0.0,,0.0,,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,256122.0,,0.26,0.0,,0.0,,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,241893.0,,0.24,0.0,,0.0,,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,248682.0,,0.25,0.0,,0.0,,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,258540.0,,0.26,0.0,,0.0,,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,248310.0,,0.25,0.0,,0.0,,0.0
2016-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,248310.0,,0.25,0.0,,0.0,,0.0
2016-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,247380.0,,0.25,0.0,,0.0,,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,242823.0,,0.24,0.0,,0.0,,0.0
2016-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,247194.0,,0.25,0.0,,0.0,,0.0
2016-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,243660.0,,0.24,0.0,,0.0,,0.0
2016-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,237708.0,,0.24,0.0,,0.0,,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,227013.0,,0.23,0.0,,0.0,,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,244497.0,,0.24,0.0,,0.0,,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,236406.0,,0.24,0.0,,0.0,,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,241986.0,,0.24,0.0,,0.0,,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,244590.0,,0.24,0.0,,0.0,,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,245055.0,,0.25,0.0,,0.0,,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,239940.0,,0.24,0.0,,0.0,,0.0
2016-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,245241.0,,0.25,0.0,,0.0,,0.0
2016-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,254820.0,,0.25,0.0,,0.0,,0.0
2016-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,275280.0,,0.27,0.0,,0.0,,0.0
2016-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,289974.0,,0.29,0.0,,0.0,,0.0
2016-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,316200.0,,0.32,0.0,,0.0,,0.0
2016-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,309411.0,,0.31,0.0,,0.0,,0.0
2016-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,298437.0,,0.3,0.0,,0.0,,0.0
2016-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,288393.0,,0.29,0.0,,0.0,,0.0
2016-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,301320.0,,0.3,0.0,,0.0,,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,301320.0,,0.3,0.0,,0.0,,0.0
2016-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,294903.0,,0.3,0.0,,0.0,,0.0
2016-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,285510.0,,0.29,0.0,,0.0,,0.0
2016-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,283557.0,,0.28,0.0,,0.0,,0.0
2016-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279000.0,,0.28,0.0,,0.0,,0.0
2016-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279000.0,,0.28,0.0,,0.0,,0.0
2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279000.0,,0.28,0.0,,0.0,,0.0
2016-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,296391.0,,0.3,0.0,,0.0,,0.0
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,295275.0,,0.3,0.0,,0.0,,0.0
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,288858.0,,0.29,0.0,,0.0,,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,284580.0,,0.28,0.0,,0.0,,0.0
2016-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,292392.0,,0.29,0.0,,0.0,,0.0
2016-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279000.0,,0.28,0.0,,0.0,,0.0
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,280209.0,,0.28,0.0,,0.0,,0.0
2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,296577.0,,0.3,0.0,,0.0,,0.0
2016-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,288300.0,,0.29,0.0,,0.0,,0.0
2016-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,287277.0,,0.29,0.0,,0.0,,0.0
2016-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,288300.0,,0.29,0.0,,0.0,,0.0
2016-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,290160.0,,0.29,0.0,,0.0,,0.0
2016-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,285510.0,,0.29,0.0,,0.0,,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,278070.0,,0.28,0.0,,0.0,,0.0
2016-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,283929.0,,0.28,0.0,,0.0,,0.0
2016-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,296484.0,,0.3,0.0,,0.0,,0.0
2016-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,294159.0,,0.29,0.0,,0.0,,0.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,290532.0,,0.29,0.0,,0.0,,0.0
2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,294345.0,,0.29,0.0,,0.0,,0.0
2016-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,305970.0,,0.31,0.0,,0.0,,0.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,302808.0,,0.3,0.0,,0.0,,0.0
2016-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,303180.0,,0.3,0.0,,0.0,,0.0
2016-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,302250.0,,0.3,0.0,,0.0,,0.0
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,292020.0,,0.29,0.0,,0.0,,0.0
2016-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,286440.0,,0.29,0.0,,0.0,,0.0
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,282348.0,,0.28,0.0,,0.0,,0.0
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,283650.0,,0.28,0.0,,0.0,,0.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,285510.0,,0.29,0.0,,0.0,,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,293880.0,,0.29,0.0,,0.0,,0.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,289881.0,,0.29,0.0,,0.0,,0.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,285045.0,,0.29,0.0,,0.0,,0.0
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,302250.0,,0.3,0.0,,0.0,,0.0
2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,294810.0,,0.3,0.0,,0.0,,0.0
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,272490.0,,0.27,0.0,,0.0,,0.0
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,275001.0,,0.28,0.0,,0.0,,0.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,277140.0,,0.28,0.0,,0.0,,0.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,279837.0,,0.28,0.0,,0.0,,0.0
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,280023.0,,0.28,0.0,,0.0,,0.0
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,281790.0,,0.28,0.0,,0.0,,0.0
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9300.0,282999.0,,0.28,0.0,,0.0,,0.0
2016-05-24,6000.0,180780.0,0.14,0.54,0.1,0.18,0.0,90390.0,3000.0,3000.0,90390.0,,,,,,3000.0,,,,,,,,,0.09,3000.0,,0.09,,,100.0,24.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4878
2016-05-25,6000.0,191040.0,0.14,0.54,0.1,0.18,0.0,95520.0,3000.0,3000.0,95520.0,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4878
2016-05-26,6000.0,191160.0,0.14,0.52,0.1,0.19,0.0,95580.0,3000.0,3000.0,95580.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,24.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4878
2016-05-27,6000.0,187200.0,0.14,0.52,0.1,0.19,0.0,93600.0,3000.0,3000.0,93600.0,,,,,,,,,,,,,,,,,,0.1,,,100.0,24.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4878
2016-05-30,7000.0,216230.0,0.16,0.61,0.12,0.22,0.0,123560.0,3000.0,4000.0,92670.0,,,,,,1000.0,,,,,,,,,0.03,,,0.09,,,100.0,24.39,0.0,0.0,,0.0,100.0,14.54,0.7514,85.46,0.5691
2016-05-31,7000.0,218400.0,0.16,0.61,0.12,0.22,0.0,124800.0,3000.0,4000.0,93600.0,,,,,,,,,,,,,,,,,,0.09,,,100.0,24.39,0.0,0.0,,0.0,100.0,14.29,0.7551,85.71,0.5691
