,URW FP Equity_DX_SI_QTY,URW FP Equity_DX_SHORT_INTEREST_VALUE,URW FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,URW FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,URW FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,URW FP Equity_DX_SI_MV,URW FP Equity_DX_DSS,URW FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY,URW FP Equity_DX_BROKER_SI_QTY,URW FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,URW FP Equity_DX_BROKER_SI_MV_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_x,URW FP Equity_DX_SUPPLY_SI_QTY_INC_x,URW FP Equity_DX_BROKER_SI_MV_INC_x,URW FP Equity_DX_SUPPLY_SI_MV_NEW,URW FP Equity_DX_BROKER_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_NEW,URW FP Equity_DX_SUPPLY_SI_MV_DEC,URW FP Equity_DX_BROKER_SI_QTY_INC,URW FP Equity_DX_SUPPLY_SI_QTY_DEC,URW FP Equity_DX_BROKER_SI_MV_NEW_y,URW FP Equity_DX_SUPPLY_SI_QTY_NEW_y,URW FP Equity_DX_BROKER_SI_MV_INC_y,URW FP Equity_DX_SUPPLY_SI_QTY_INC_y,URW FP Equity_DX_BROKER_SI_MV_ADD,URW FP Equity_DX_SUPPLY_SI_QTY_ADD,URW FP Equity_DX_BROKER_SI_QTY_DEC,URW FP Equity_DX_SUPPLY_SI_MV,URW FP Equity_DX_BROKER_SI_MV_DEC,URW FP Equity_DX_SUPPLY_SI_MV_RMV,URW FP Equity_DX_BROKER_SI_MV_RMV,URW FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,URW FP Equity_DX_UTILIZATION_QUANTITY,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,URW FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,URW FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,URW FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,URW FP Equity_DX_ACTIVE_UTILIZATION_MV,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_2,URW FP Equity_DX_BROKER_SI_CON_RATIO,URW FP Equity_DX_BROKER_SI_MARKET_SHARE_1,URW FP Equity_DX_DEMAND_SUPPLY_RATIO,URW FP Equity_PX_LAST
2017-07-27,2747538.0,578675198.0,2.75,7.52,2.75,598.44,1.0,565234533.5,1459329.0,2683722.0,307357895.69,584.62,,,,,,2683722.0,38.3,,177353.0,584.62,,,,,1459329.0,,316.28,,,,4.93,4.93,28149116.0,5928651496.25,,5965.01,5.04,13.88,0.412,61.36,0.0928,217.0
2017-07-28,2769842.0,573829119.11,2.77,7.61,2.77,601.68,1.0,560628224.81,1458796.0,2706122.0,302219268.69,,7.0,,,0.0,22400.0,,0.12,,540.0,,7.0,,,4.78,,,316.37,,,,4.94,4.94,28097788.0,5821028396.89,,5940.32,5.06,13.82,0.4071,61.01,0.0937,213.45
2017-07-31,2770001.0,568216192.13,2.77,7.78,2.77,598.39,1.0,555112557.1,1458955.0,2706122.0,299278539.82,,,49.0,,,,,0.15,,691.0,,,,49.0,,801.0,,311.26,,,,4.93,4.93,28163164.0,5777169685.65,,5863.7,5.04,13.67,0.4108,61.36,0.0935,211.35
2017-08-01,2669416.0,553801094.87,2.67,7.42,2.67,570.02,1.0,540424391.12,1459554.0,2604938.0,302801288.08,,,1400.0,,,,,0.17,,801.0,,,,1400.0,,,101184.0,308.65,28.8,,,4.92,4.92,28181078.0,5846489213.71,,5849.69,5.01,14.22,0.3894,59.31,0.0901,213.75
2017-08-02,2632618.0,546039167.59,2.64,7.34,2.64,560.08,1.0,540297976.06,1425856.0,2604938.0,295741054.47,,,1696.0,,,,,5.4,,35414.0,,,,1696.0,,20.0,,304.72,,,,4.8,4.8,28294084.0,5868560526.1,,5914.46,4.9,14.64,0.3968,59.79,0.0886,213.7
2017-08-03,2604532.0,541098533.91,2.61,7.25,2.61,558.07,1.0,535357288.27,1422711.0,2576897.0,295572039.92,,,,,,,,0.67,,3145.0,,,,,,,28041.0,304.02,6.01,,,4.79,4.79,28298732.0,5879137747.81,,5921.77,4.88,14.53,0.3993,60.03,0.0876,214.05
2017-08-04,2603197.0,541200175.78,2.61,7.27,2.61,558.44,1.0,535454906.85,1422711.0,2575562.0,295779168.19,,,,,,,,,,,,,,,,,1335.0,304.58,0.15,,,4.79,4.79,28308608.0,5885310879.56,,5948.72,4.87,14.49,0.3986,59.98,0.0876,214.2
2017-08-07,2487778.0,513582882.23,2.49,6.92,2.49,533.76,1.0,506429033.45,1401496.0,2453125.0,289328209.8,,,,,,,,6.36,,29715.0,,,,,,8500.0,122437.0,300.18,26.21,,,4.71,4.71,28340704.0,5850723193.48,,5933.84,4.82,15.16,0.4307,62.88,0.0836,212.7
2017-08-08,2313413.0,477811086.95,2.32,6.45,2.32,496.03,1.0,470522722.26,1402131.0,2278125.0,289595388.79,,,,,,,,,,,,,,,,635.0,175000.0,298.25,37.49,,,4.71,4.71,28343664.0,5854085242.92,,5910.88,4.8,16.21,0.4937,67.75,0.0778,212.8
2017-08-09,2390413.0,491046525.22,2.39,6.67,2.39,510.53,1.0,483797547.83,1479131.0,2355125.0,303847970.16,,,,16.99,,,,,77000.0,,,,16.99,,,77000.0,,314.65,,,,4.97,4.97,28255916.0,5804423490.31,,5883.31,5.08,15.75,0.4615,65.35,0.0804,211.65
2017-08-10,2391483.0,489409427.31,2.39,6.79,2.39,508.71,1.0,481968877.68,1478901.0,2355125.0,302652409.18,,,90.0,,,,,0.28,,1300.0,,,,90.0,,980.0,,312.85,,,,4.99,4.99,28179848.0,5766916708.77,,5834.28,5.09,15.72,0.4646,65.61,0.0806,210.85
2017-08-11,2385483.0,481930229.37,2.39,6.95,2.39,504.59,1.0,475797115.91,1509801.0,2355125.0,305019462.4,,,,,,,,1.27,,6000.0,,,,,,36900.0,,318.0,,,,5.09,5.09,28130684.0,5683137122.53,,5789.07,5.21,15.79,0.4672,65.79,0.0805,208.15
2017-08-14,2385565.0,498849085.25,2.39,7.01,2.39,504.7,1.0,492483731.07,1511283.0,2355125.0,316026661.24,,,1482.0,,,,,,,,,,,1482.0,,,,315.17,,,,5.11,5.11,28083992.0,5872685807.97,,5760.18,5.19,15.58,0.4663,65.77,0.0806,215.45
2017-08-15,2385565.0,500122545.44,2.39,6.96,2.39,507.87,1.0,493740941.8,1395983.0,2355125.0,292661307.22,,,,,,,,24.56,,115300.0,,,,,,,,300.75,,,,4.72,4.72,28204532.0,5912948226.84,,5956.7,4.81,16.03,0.4598,65.13,0.0806,216.0
2017-08-16,2288930.0,484528808.92,2.29,6.81,2.29,481.89,1.0,478219580.96,1376348.0,2259125.0,291350219.14,,,,,,,,20.9,,96635.0,,,,,,,96000.0,297.27,21.72,,,4.65,4.65,28208824.0,5971343769.26,,5966.03,4.75,16.95,0.4972,67.79,0.0774,218.1
2017-08-17,2401896.0,506460304.09,2.41,7.24,2.4,520.1,1.0,500182834.24,1376314.0,2372125.0,290207572.25,,,,24.53,,,,0.01,113000.0,34.0,,,24.53,,,,,300.12,,,,4.65,4.65,28199458.0,5946096780.96,,6013.22,4.75,15.85,0.4604,65.14,0.0812,217.25
2017-08-18,2400776.0,498185140.02,2.4,7.5,2.4,521.89,1.0,492239769.67,1375194.0,2372125.0,285366571.24,,,,,,,,0.2,,1120.0,,,,,,,,298.74,,,,4.66,4.66,28163014.0,5844108352.04,,5973.11,4.76,15.73,0.4651,65.55,0.0813,213.8
2017-08-21,2395776.0,494357238.49,2.4,7.49,2.4,518.37,1.0,489476964.6,1370194.0,2372125.0,282733161.21,,,,,,,,1.07,,5000.0,,,,,,,,292.93,,,,4.64,4.64,28183972.0,5815631581.39,,5886.4,4.74,15.58,0.4702,65.99,0.0811,212.6
2017-08-22,2775644.0,577051610.27,2.78,8.8,2.78,599.12,1.0,484241868.53,1370194.0,2329225.0,284860974.28,,,,,,15000.0,,,,,,,,,3.21,,57900.0,291.32,12.19,,,4.63,4.63,28200634.0,5862863270.8,,5885.21,4.72,13.46,0.5506,72.53,0.0939,214.2
2017-08-23,2775644.0,573280031.12,2.78,9.08,2.78,600.18,1.0,481076889.0,1370194.0,2329225.0,282999137.84,,,,,,,,,,,,,,,,,,293.48,,,,4.63,4.63,28198946.0,5824195264.39,,5902.64,4.74,13.54,0.5505,72.51,0.0939,212.8
2017-08-24,2352876.0,485390840.21,2.36,8.08,2.36,502.9,1.0,480511714.08,889813.0,2329225.0,183565593.64,,,,,,,,104.08,,480381.0,,,,,,,,189.35,,,,3.01,3.01,28679072.0,5916401397.46,,5980.21,3.07,16.09,0.4872,67.24,0.0796,212.55
2017-08-25,2353997.0,484708201.79,2.36,8.32,2.36,499.98,1.0,479838257.74,893234.0,2330346.0,183924552.97,,,,,,3421.0,,,,,,,,,0.72,3421.0,2300.0,189.86,0.52,,,3.02,3.02,28662758.0,5901908068.95,,5950.58,3.09,16.17,0.4859,67.14,0.0796,212.15
2017-08-28,1650497.0,340332091.04,1.65,5.88,1.65,350.23,1.0,336176959.61,889934.0,1630346.0,183504180.32,,,,,,,,0.74,,3500.0,,,,,,200.0,700000.0,188.79,148.86,,,3.01,3.01,28698450.0,5917613602.53,,5951.05,3.07,23.19,0.3536,53.04,0.0558,212.45
2017-08-29,1635497.0,336524773.14,1.64,5.91,1.64,347.1,1.0,332378442.87,889734.0,1615346.0,183074339.18,,,,,,,,0.04,,200.0,,,,,,,15000.0,189.02,3.19,,,3.01,3.01,28651206.0,5895358168.94,,5960.59,3.07,23.22,0.3527,52.93,0.0554,212.0
2017-08-30,1635497.0,337000987.44,1.64,6.06,1.64,347.75,1.0,332848789.73,889734.0,1615346.0,183333406.64,,,,,,,,,,,,,,,,,,188.65,,,,3.06,3.06,28148186.0,5800051285.07,,5867.65,3.11,23.13,0.3523,52.9,0.0563,212.3
2017-08-31,1635597.0,339005940.43,1.64,6.17,1.64,347.0,1.0,334829295.02,889734.0,1615446.0,184412854.39,,,,0.13,,,,,100.0,,,,0.13,,,,,188.89,,,,3.06,3.06,28168682.0,5838449527.74,,5864.47,3.12,23.21,0.3525,52.91,0.0563,213.55
2017-09-01,1609971.0,329787991.06,1.61,6.14,1.61,342.68,1.0,321077129.61,902128.0,1567446.0,184792757.63,,,,,,,,2.12,,9980.0,,,,,,22374.0,48000.0,192.59,10.18,,,3.1,3.1,28158204.0,5767953291.73,,5886.31,3.17,23.65,0.3626,53.66,0.0554,211.05
2017-09-04,1563257.0,320067324.24,1.57,6.09,1.57,332.45,1.0,311360590.18,552414.0,1520732.0,113103393.01,,,286.0,0.0,,,,76.01,1286.0,350000.0,,,0.0,286.0,,,48000.0,116.58,10.16,,,1.89,1.89,28655268.0,5866991130.72,,5928.95,1.93,24.13,0.3858,55.65,0.0535,210.95
2017-09-05,1932258.0,390835726.61,1.93,7.65,1.93,409.6,1.0,280011172.92,552414.0,1384351.0,111736179.68,,,,9.46,,,,,45000.0,,,,9.46,,,,181381.0,116.47,38.68,,,1.89,1.89,28672466.0,5799548550.35,,5921.22,1.93,21.87,0.5588,71.36,0.0661,208.4
2017-09-06,1067266.0,217532122.02,1.07,4.29,1.07,223.94,1.0,208369514.94,554843.0,1022312.0,113089122.28,,,,0.99,,,,,4861.0,,,,0.99,,,2429.0,366900.0,115.68,80.65,,,1.89,1.89,28773524.0,5864672662.51,,5891.59,1.93,38.25,0.3879,48.51,0.0364,210.0
2017-09-07,1079042.0,221922191.96,1.08,4.38,1.08,226.01,1.0,212676685.09,49461.0,1034088.0,10172443.27,,,,0.26,,10527.0,,105.32,1249.0,505382.0,,,0.26,,2.23,,,10.43,,,,0.17,0.17,29282956.0,6022506799.98,,6028.01,0.17,38.58,0.3853,47.97,0.0368,211.9
2017-09-08,1091564.0,225239156.2,1.09,4.47,1.09,230.38,1.0,213379250.83,61983.0,1034088.0,12789903.86,,,,,,,,0.51,,2429.0,,,,,,14951.0,,13.12,,,,0.21,0.21,29275376.0,6040837722.32,,6081.2,0.22,38.17,0.3772,47.39,0.0372,212.6
2017-09-11,597997.0,123655082.4,0.6,2.57,0.6,127.21,0.0,109155727.51,73798.0,527878.0,15260106.27,,,,,,,,0.17,,828.0,,,,,,12643.0,506210.0,15.72,106.31,,,0.25,0.25,29287042.0,6056036387.57,,6116.75,0.26,13.27,0.532,71.04,0.0204,213.05
2017-09-12,587347.0,121196322.59,0.59,2.58,0.59,125.26,0.0,110988624.45,53148.0,537878.0,10966842.69,,,,2.12,,,,4.22,10000.0,20650.0,,,2.12,,,,,11.5,,,,0.18,0.18,29321604.0,6050376655.19,,6124.79,0.19,13.46,0.548,72.37,0.02,212.6
2017-09-13,560269.0,114630088.39,0.56,2.5,0.56,118.96,0.0,110167799.34,26070.0,538459.0,5333877.84,,,,0.13,,,,5.91,581.0,27692.0,,,0.13,,,614.0,,5.54,,,,0.09,0.09,29332674.0,6001415415.54,,6117.28,0.09,14.09,0.6049,76.24,0.0191,210.8
2017-09-14,559703.0,114351314.76,0.56,2.53,0.56,118.0,0.0,110247601.7,25504.0,539617.0,5210649.1,,,,0.19,,,,0.36,1158.0,1724.0,,,0.19,,,1158.0,,5.38,,,,0.09,0.09,29340456.0,5994464419.87,,6064.42,0.09,14.19,0.6051,76.22,0.0191,210.5
2017-09-15,590677.0,119418265.19,0.59,2.68,0.59,124.12,0.0,109189582.32,56478.0,540083.0,11418262.06,,,621.0,0.08,,,,0.0,466.0,5.0,,,0.08,621.0,,30358.0,,11.82,,,,0.19,0.19,29284666.0,5920535267.6,,6028.74,0.2,13.31,0.5446,72.14,0.0201,208.3
2017-09-18,583492.0,117059539.15,0.58,2.45,0.58,121.53,0.0,106909425.14,55820.0,532898.0,11198548.52,,,18421.0,0.43,,,,3.98,2122.0,19079.0,,,0.43,18421.0,,,9307.0,11.62,1.96,,,0.19,0.19,29274354.0,5872989498.05,,5980.04,0.19,13.34,0.5451,72.13,0.0199,206.7
2017-09-19,675492.0,134795299.39,0.68,2.83,0.68,139.85,0.0,121705932.13,70820.0,609898.0,14132222.3,,,6855.0,16.08,,,,,77000.0,,,,16.08,6855.0,,8145.0,,14.65,,,,0.24,0.24,29216244.0,5830139153.44,,5916.75,0.25,11.73,0.4323,63.28,0.0231,205.6
2017-09-20,675492.0,134500270.77,0.68,2.86,0.68,139.41,0.0,121439552.42,70820.0,609898.0,14101290.88,,,,,,,,,,,,,,,,,,14.57,,,,0.24,0.24,29199236.0,5813992094.98,,5904.2,0.25,11.74,0.4307,63.13,0.0231,205.15
2017-09-21,645134.0,128518167.35,0.65,2.75,0.65,132.83,0.0,121498747.91,40363.0,609898.0,8040777.25,,,45.0,,,,,6.27,,30502.0,,,,45.0,,,,8.3,,,,0.14,0.14,29078452.0,5792764542.8,,5861.07,0.14,12.37,0.4725,66.31,0.0222,205.25
2017-09-22,645106.0,128356057.65,0.65,2.74,0.65,132.84,0.0,121350759.18,40335.0,609898.0,8025412.24,,,,,,,,0.01,,28.0,,,,,,,,8.26,,,,0.14,0.14,29078460.0,5785710392.11,,5851.08,0.14,12.35,0.4727,66.32,0.0222,205.0
2017-09-25,645606.0,128674856.46,0.65,2.78,0.65,132.95,0.0,121657597.72,40335.0,610398.0,8039114.16,,,,,,500.0,,,,,,,,,0.1,,,8.28,,,,0.14,0.14,29094256.0,5798736713.59,,5869.21,0.14,12.36,0.471,66.19,0.0222,205.35
2017-09-26,805079.0,160185716.05,0.81,3.56,0.81,167.15,0.0,140809722.64,102509.0,707697.0,20396107.17,,,,,,97799.0,,,,,,,,,20.08,62174.0,500.0,22.43,0.1,,,0.35,0.35,29050764.0,5780199748.32,,5859.71,0.38,21.49,0.3375,52.06,0.0276,205.0
2017-09-27,739007.0,146322174.62,0.74,3.21,0.74,159.66,0.0,137949615.93,43135.0,696721.0,8540659.29,,,250.0,,,,,6.19,,61538.0,,,,250.0,,1914.0,10976.0,16.66,2.35,,,0.15,0.15,29210904.0,5783711109.49,,5864.47,0.28,17.59,0.3504,54.52,0.0253,204.0
2017-09-28,691584.0,136395508.17,0.69,3.01,0.69,141.47,0.0,129119795.18,52500.0,654693.0,10354149.57,,,,3.79,,500.0,,8.93,18760.0,5395.0,,,3.79,,0.1,14760.0,61288.0,10.7,12.59,,,0.18,0.18,29267184.0,5772129537.79,,5845.72,0.18,11.51,0.4171,62.01,0.0236,203.2
2017-09-29,667477.0,133293071.8,0.67,2.87,0.67,136.44,0.0,124746844.29,58405.0,624681.0,11663296.05,,,5683.0,,,,,,,,,,,5683.0,,222.0,30012.0,11.9,6.45,,,0.2,0.2,29204140.0,5831975528.65,,5824.54,0.2,12.19,0.4509,64.59,0.0228,205.75
2017-10-02,676953.0,135053991.96,0.68,2.87,0.68,139.71,0.0,124525832.31,68381.0,624181.0,13642198.24,,7887.0,,,1.62,,,,,,,7887.0,,,,9455.0,500.0,14.05,0.1,1.5,,0.23,0.23,30004636.0,5986007698.1,7366.0,6064.88,0.23,11.89,0.4396,63.8,0.0225,205.55
2017-10-03,676463.0,135645625.29,0.68,2.82,0.68,139.68,0.0,126957614.25,68391.0,633136.0,13713891.16,,26.0,,,0.01,9455.0,,0.0,,16.0,,26.0,,,2.03,,500.0,14.09,0.18,,,0.23,0.23,30062236.0,6028135758.66,,6065.11,0.23,11.95,0.4383,63.69,0.0225,206.6
2017-10-04,668130.0,133358626.49,0.67,2.76,0.67,138.31,0.0,124377832.27,70058.0,623136.0,13983564.06,,,1683.0,,,,,0.0,,16.0,,,,1683.0,,,10000.0,14.43,2.02,,,0.23,0.23,30199086.0,6027732073.29,,6114.07,0.24,12.02,0.45,64.69,0.0221,205.65
2017-10-05,668664.0,134568499.26,0.67,2.71,0.67,138.25,0.0,125536609.28,70592.0,623785.0,14206626.2,,,3194.0,,,3119.0,,0.91,,4468.0,,,,3194.0,0.65,1808.0,2470.0,14.53,0.51,,,0.23,0.23,30228788.0,6083537674.37,,6110.09,0.24,12.13,0.4466,64.43,0.0221,207.35
2017-10-06,661545.0,132140574.06,0.66,2.65,0.66,137.37,0.0,123176200.02,67473.0,616666.0,13477421.72,,,,,,,,0.64,,3119.0,,,,,,,7119.0,13.95,1.48,,,0.22,0.22,30222796.0,6036864632.09,,6135.86,0.23,12.05,0.4539,65.01,0.0218,205.8
2017-10-09,653443.0,130997900.91,0.65,2.59,0.65,135.05,0.0,121897213.16,68720.0,608047.0,13776527.95,,,500.0,0.42,,730.0,,,2000.0,,,,0.42,500.0,0.16,747.0,11349.0,14.15,2.31,,,0.23,0.23,30311792.0,6076706193.02,,6121.92,0.23,11.11,0.4637,65.95,0.0215,206.55
2017-10-10,649999.0,130654452.62,0.65,2.55,0.65,134.67,0.0,121529531.61,69227.0,604603.0,13915122.63,,,507.0,,,556.0,,,,,,,,507.0,0.11,,4000.0,14.31,0.83,,,0.23,0.23,30235060.0,6077463525.49,,6117.31,0.23,11.05,0.464,65.98,0.0214,207.1
2017-10-11,645091.0,129824437.62,0.65,2.53,0.65,133.97,0.0,122296084.93,64319.0,607683.0,12944186.17,,,2234.0,0.68,,,,2.02,3080.0,9796.0,,,0.68,2234.0,,2654.0,,13.32,,,,0.21,0.21,30260812.0,6089982498.1,,6139.57,0.22,11.05,0.4657,66.1,0.0213,207.35
2017-10-12,576814.0,116727525.6,0.58,2.27,0.58,120.0,0.0,116383503.45,31442.0,575114.0,6362790.88,,,2738.0,0.59,,,,7.4,2831.0,35708.0,,,0.59,2738.0,,93.0,35400.0,6.55,7.41,,,0.1,0.1,30329654.0,6137689903.03,,6172.15,0.11,11.42,0.5095,69.85,0.019,208.5
2017-10-13,570400.0,115263464.57,0.57,2.26,0.57,119.21,0.0,114919937.42,31060.0,568700.0,6276443.21,,,10100.0,0.41,,,,2.19,2000.0,10482.0,,,0.41,10100.0,,,8414.0,6.49,1.62,,,0.1,0.1,30369596.0,6136929966.11,,6209.13,0.1,11.48,0.521,70.7,0.0188,208.2
2017-10-16,569203.0,115380678.2,0.57,2.26,0.57,118.9,0.0,114225255.85,35554.0,563503.0,7206997.56,,,494.0,,,,,,,,,,,494.0,,4000.0,5197.0,7.42,1.08,,,0.12,0.12,30406758.0,6163622397.96,,6213.9,0.12,11.59,0.5258,71.03,0.0187,208.85
2017-10-17,473573.0,95697168.14,0.47,1.86,0.47,99.21,0.0,94551404.04,36424.0,467903.0,7360372.43,,,900.0,0.19,,,,0.01,900.0,30.0,,,0.19,900.0,,,96500.0,7.61,20.16,,,0.12,0.12,30419474.0,6147009052.87,,6227.76,0.12,6.69,0.7373,85.51,0.0155,208.2
2017-10-18,449795.0,91132342.77,0.45,1.79,0.45,93.88,0.0,90324542.22,34291.0,445808.0,6947652.08,,,8052.0,1.68,,3132.0,,2.12,8032.0,10185.0,,,1.68,8052.0,0.65,,33259.0,7.12,7.05,,,0.11,0.11,30361300.0,6151460995.73,,6193.45,0.11,3.25,0.8148,90.13,0.0148,208.75
2017-10-19,440554.0,88917962.15,0.44,1.78,0.44,92.06,0.0,88761744.07,33805.0,439780.0,6822935.92,,,1753.0,0.7,,,,0.71,3427.0,3413.0,,,0.7,1753.0,,1174.0,9455.0,7.01,2.07,,,0.11,0.11,30390592.0,6133798601.84,,6204.14,0.11,3.93,0.8397,91.49,0.0145,207.95
2017-10-20,437454.0,87846469.08,0.44,1.75,0.44,91.15,0.0,87846469.08,30705.0,437454.0,6165964.5,,,3295.0,0.71,,,,1.31,3295.0,6395.0,,,0.71,3295.0,,,5621.0,6.42,1.14,,,0.1,0.1,30414280.0,6107584129.01,,6206.05,0.1,3.92,0.8469,91.9,0.0144,206.9
2017-10-23,437606.0,87537207.29,0.44,1.72,0.44,91.41,0.0,87534806.85,32610.0,437594.0,6523192.85,,,1893.0,0.01,,,,,140.0,,,,0.01,1893.0,,12.0,,6.76,,,,0.11,0.11,30410624.0,6083237196.91,,6174.08,0.11,3.93,0.8468,91.89,0.0144,206.1
2017-10-24,490069.0,98816550.93,0.49,1.94,0.49,101.2,0.0,96577965.45,40625.0,478967.0,8191545.23,,,8226.0,0.96,,,,0.39,4793.0,1753.0,,,0.96,8226.0,,1542.0,3132.0,8.36,0.65,,,0.13,0.13,30412212.0,6132258714.82,,6149.34,0.14,8.09,0.6826,82.03,0.0161,207.75
2017-10-25,509557.0,101583843.04,0.51,1.97,0.51,106.01,0.0,98701337.68,56372.0,495098.0,11238162.56,,,4550.0,3.62,,1000.0,,0.62,17016.0,3078.0,,,3.62,4550.0,0.22,14275.0,1885.0,11.65,0.41,,,0.19,0.19,30411892.0,6062828817.13,,6174.7,0.19,8.15,0.636,78.94,0.0167,205.4
2017-10-26,534784.0,108351846.5,0.54,2.05,0.54,110.14,0.0,108295926.52,61026.0,534508.0,12364393.45,,,4378.0,7.37,,3132.0,,,36278.0,,,,7.37,4378.0,0.65,276.0,,12.68,,,,0.2,0.2,30429214.0,6165220957.33,,6164.01,0.21,13.72,0.589,75.15,0.0175,208.75
2017-10-27,568812.0,117537334.82,0.57,2.15,0.57,119.0,0.0,114492545.63,83727.0,554077.0,17301056.29,,,5769.0,4.87,,,,,22701.0,,,,4.87,5769.0,,16932.0,3132.0,17.59,0.65,,,0.27,0.27,30402796.0,6282328102.95,,6249.02,0.28,12.91,0.5271,70.69,0.0187,212.9
2017-10-30,542126.0,111970414.85,0.54,2.11,0.54,115.36,0.0,108927055.81,96741.0,527391.0,19980834.53,,,13026.0,2.71,,,,0.21,13026.0,1012.0,,,2.71,13026.0,,1000.0,39712.0,20.42,8.15,,,0.32,0.32,30600952.0,6320304302.31,,6370.6,0.32,9.71,0.571,74.37,0.0177,212.8
2017-10-31,584425.0,121869651.98,0.59,2.29,0.59,124.43,0.0,118004147.01,119589.0,565888.0,24937793.23,,,19199.0,8.19,,,,,38497.0,,,,8.19,19199.0,,3649.0,,25.45,,,,0.39,0.39,30664392.0,6394419782.09,,6397.87,0.4,12.35,0.5027,68.93,0.019,214.85
2017-11-01,618308.0,127134892.86,0.62,2.41,0.62,132.79,0.0,120755201.32,139241.0,587281.0,28630374.53,,,53.0,5.02,,,,0.25,22393.0,1153.0,,,5.02,53.0,,20752.0,1000.0,29.92,0.21,,,0.45,0.45,30666492.0,6305564823.5,,6445.88,0.46,13.96,0.4577,65.2,0.0201,211.85
2017-11-02,670962.0,139166233.75,0.67,2.57,0.67,142.13,0.0,133868283.78,108835.0,645419.0,22573792.63,,,15890.0,11.71,,3765.0,,10.94,57673.0,50195.0,,,11.71,15890.0,0.8,3899.0,3300.0,22.95,0.7,,,0.35,0.35,30701520.0,6367894022.06,,6376.05,0.36,16.89,0.4077,60.06,0.0218,213.7
2017-11-03,645832.0,135426999.96,0.65,2.46,0.65,138.26,0.0,130067644.49,105923.0,620274.0,22211401.91,,,,2.37,,,,0.62,9647.0,2927.0,,,2.37,,,15.0,34792.0,22.74,6.57,,,0.34,0.34,30620060.0,6420838336.3,,6429.91,0.35,19.07,0.391,57.94,0.021,216.05
2017-11-06,851986.0,179607185.22,0.85,3.21,0.85,184.21,0.0,132107893.26,307812.0,626668.0,64889853.7,,,,0.61,,4265.0,,0.39,2219.0,1857.0,,,0.61,,0.91,203761.0,90.0,66.56,0.0,0.0,,1.0,1.0,30502732.0,6430281525.89,15.0,6457.84,1.02,23.46,0.2804,43.95,0.0277,217.2
2017-11-07,614983.0,129823645.28,0.62,2.3,0.62,133.73,0.0,126194393.56,110935.0,597791.0,23418510.9,,,5773.0,1.12,,,,43.79,4873.0,202650.0,,,1.12,5773.0,,,33750.0,24.1,7.23,,,0.36,0.36,30659208.0,6472195400.56,,6532.24,0.37,20.02,0.4258,60.86,0.02,217.5
2017-11-08,609573.0,130722744.05,0.61,2.28,0.61,132.67,0.0,127610650.07,105525.0,595061.0,22629804.08,,,5379.0,1.18,,,,2.38,5379.0,10904.0,,,1.18,5379.0,,115.0,8109.0,22.95,1.78,,,0.34,0.34,30631628.0,6568943287.77,,6545.19,0.35,20.19,0.4345,61.43,0.0198,220.95
2017-11-09,602350.0,128589144.91,0.6,2.2,0.6,133.09,0.0,125668964.1,86547.0,588671.0,18475976.97,,,44.0,3.42,,,,4.33,12790.0,20057.0,,,3.42,44.0,,1035.0,19180.0,19.06,4.15,,,0.28,0.28,30762524.0,6567156398.38,,6649.46,0.29,22.39,0.4531,62.2,0.0195,219.95
2017-11-10,614964.0,130625411.4,0.62,2.2,0.62,135.37,0.0,130002833.36,91107.0,612033.0,19352172.41,,,14099.0,2.74,,9209.0,,2.37,14153.0,10748.0,,,2.74,14099.0,2.01,1209.0,,20.0,,,,0.3,0.3,30748160.0,6531262073.56,,6621.82,0.3,22.22,0.4489,61.68,0.0199,218.85
2017-11-13,719936.0,152258851.09,0.72,2.57,0.72,157.65,0.0,134681753.44,171349.0,636825.0,36238501.58,,,72.0,5.22,,,,,24792.0,,,,5.22,72.0,,80170.0,,37.41,,,,0.56,0.56,30663504.0,6485006847.23,,6575.53,0.57,19.97,0.345,52.6,0.0233,217.9
2017-11-14,864315.0,182080428.9,0.87,3.07,0.87,188.22,0.0,164540086.93,189211.0,781053.0,39860027.92,,232.0,15040.0,31.88,0.05,,,0.03,149430.0,125.0,,232.0,31.88,15040.0,,2715.0,5202.0,40.97,1.22,,,0.61,0.61,30648492.0,6456547171.4,,6523.56,0.62,17.11,0.2644,43.84,0.028,217.05
2017-11-15,855380.0,180156631.45,0.86,2.99,0.86,185.69,0.0,162629597.2,193425.0,772162.0,40738381.12,,,,1.26,,14084.0,,2.97,5795.0,13665.0,,,1.26,,3.06,17879.0,28770.0,41.92,6.51,,,0.63,0.63,30715312.0,6469133185.09,,6519.34,0.64,16.04,0.2641,44.38,0.0277,217.0
