,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_x,DSY FP Equity_y,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity,DSY FP Equity
2020-09-29,696586.0,112533468.3,0.52,3.34,0.26,111.01,0.0,84932327.7,566476.0,525734.0,91514197.8,,,32881.0,8.3,,12684.0,,0.28,50285.0,3103.0,,,8.3,32881.0,2.04,25909.0,1822.0,90.41,0.0,,,1.65,1.65,33725036.0,5448279565.8,,5398.45,1.65,20.11,0.1245,22.68,0.0203
2020-09-30,834996.0,133390611.0,0.63,4.04,0.32,134.86,0.0,102418121.25,672264.0,641115.0,107394174.0,,,53017.0,22.66,,600.0,,5.58,138405.0,35653.0,,,22.66,53017.0,0.1,88424.0,23624.0,108.48,3.61,,,1.96,1.96,33616524.0,5370239709.0,,5417.28,1.96,18.91,0.1697,33.25,0.0244
2020-10-01,731995.0,117777995.5,0.55,3.53,0.28,116.88,0.0,92040753.3,603778.0,572037.0,97147880.2,0.05,,14362.0,1.43,,,285.0,25.66,10580.0,158081.0,0.05,,1.43,14362.0,,75233.0,79943.0,96.47,13.28,,,1.75,1.75,33892880.0,5453364392.0,,5418.33,1.75,21.55,0.1475,27.29,0.0212
2020-10-02,813096.0,128713096.8,0.61,3.9,0.31,131.15,0.0,103058365.6,694790.0,651032.0,109985257.0,,,13160.0,12.21,,25140.0,,0.13,71999.0,833.0,,,12.21,13160.0,4.22,78685.0,18144.0,111.58,2.9,,,2.02,2.02,33690296.0,5333173856.8,,5402.51,2.02,19.39,0.1557,30.52,0.0236
2020-10-05,838982.0,134572712.8,0.63,4.06,0.32,132.75,0.0,101424288.4,693671.0,632321.0,111264828.4,,,27619.0,1.25,,,,5.22,15590.0,32086.0,,,1.25,27619.0,,3348.0,34301.0,109.83,5.62,,,2.03,2.03,33557472.0,5382618508.8,,5316.56,2.02,18.68,0.1511,29.83,0.0245
2020-10-06,794634.0,124161562.5,0.6,3.83,0.3,127.64,0.0,93310000.0,637427.0,597184.0,99597968.75,,,6949.0,0.14,,3400.0,,20.19,700.0,130590.0,,,0.14,6949.0,0.53,67397.0,39237.0,101.65,4.83,,,1.85,1.85,33900852.0,5297008125.0,,5416.14,1.84,19.54,0.1459,28.31,0.023
2020-10-07,751186.0,116246033.5,0.56,3.55,0.28,117.51,0.0,85709680.25,645703.0,553859.0,99922539.25,,,22814.0,3.32,,,,2.53,21900.0,14538.0,,,3.32,22814.0,,,65225.0,100.65,11.52,,,1.87,1.87,33974460.0,5257547685.0,,5301.0,1.86,20.64,0.1601,29.82,0.0217
2020-10-08,817602.0,129549036.9,0.61,3.79,0.31,127.14,0.0,96503021.8,714033.0,609044.0,113138528.85,,,75210.0,11.24,,,,3.7,71577.0,23421.0,,,11.24,75210.0,,16541.0,16392.0,111.35,2.96,,,2.06,2.06,34021548.0,5390714280.6,,5292.89,2.06,18.84,0.1412,26.02,0.0235
2020-10-09,891449.0,143344999.2,0.67,4.14,0.34,141.58,0.0,96823147.2,751291.0,602134.0,120807592.8,,,28493.0,12.59,,666.0,,17.35,76786.0,115399.0,,,12.59,28493.0,0.11,124164.0,84362.0,119.14,12.3,,,2.18,2.18,33634236.0,5408385148.8,,5331.47,2.19,14.64,0.1002,17.01,0.0259
2020-10-12,949151.0,153904834.65,0.71,4.33,0.36,152.51,0.0,113738982.45,855796.0,701443.0,138767321.4,,,44004.0,16.77,,,,7.68,102805.0,51956.0,,,16.77,44004.0,,112457.0,3496.0,137.83,0.0,,,2.48,2.48,33671568.0,5459844751.2,,5421.59,2.48,16.0,0.1056,17.9,0.0275
2020-10-13,1147061.0,184562114.9,0.86,5.19,0.43,187.71,0.0,144705897.7,856936.0,899353.0,137881002.4,,,4435.0,38.27,,15798.0,,6.76,223840.0,41728.0,,,38.27,4435.0,2.55,38433.0,41728.0,138.7,6.09,,,2.49,2.49,33592652.0,5405057706.8,,5444.85,2.48,13.1,0.1088,21.27,0.0333
2020-10-14,975154.0,156219670.8,0.73,4.38,0.37,159.18,0.0,117717202.8,721546.0,734814.0,115591669.2,,,8367.0,1.13,,,,26.15,7449.0,159490.0,,,1.13,8367.0,,15733.0,171988.0,116.0,27.83,,,2.09,2.09,33725176.0,5402773195.2,,5419.0,2.1,15.34,0.1332,25.86,0.0283
2020-10-15,890333.0,139693247.7,0.67,4.02,0.34,143.82,0.0,103929461.7,671832.0,662393.0,105410440.8,,,27613.0,4.34,,,,12.48,27013.0,77327.0,,,4.34,27613.0,,,99434.0,107.46,17.45,,,1.95,1.95,33709736.0,5289057578.4,,5380.1,1.96,16.65,0.1308,24.09,0.0259
2020-10-16,737314.0,117122328.9,0.55,3.35,0.28,117.88,0.0,95620551.75,562108.0,601955.0,89290855.8,,,47058.0,0.0,,,,25.6,4836.0,157744.0,,,0.0,47058.0,,962.0,65274.0,88.22,10.23,,,1.64,1.64,33783332.0,5366482288.2,,5312.06,1.63,19.9,0.1537,28.9,0.0215
2020-10-19,764653.0,122382712.65,0.57,3.48,0.29,123.48,0.0,97341449.7,546662.0,608194.0,87493253.1,,,14451.0,6.54,,,,6.29,36159.0,41781.0,,,6.54,14451.0,,11884.0,29920.0,86.72,4.87,,,1.59,1.59,33862064.0,5419623343.2,,5378.89,1.59,19.17,0.1727,32.77,0.0222
2020-10-20,822834.0,129514071.6,0.62,3.72,0.31,133.06,0.0,99057014.2,586938.0,629333.0,92384041.2,,,36008.0,5.41,,,,0.78,32296.0,6331.0,,,5.41,36008.0,,10599.0,11157.0,93.57,1.98,,,1.7,1.7,33919456.0,5338922374.4,,5398.48,1.7,17.91,0.1659,31.93,0.0238
2020-10-21,776657.0,121391489.1,0.58,3.5,0.29,122.43,0.0,91804680.6,575259.0,587362.0,89912981.7,,,102805.0,16.01,,,,18.41,102805.0,114484.0,,,16.01,102805.0,,,144776.0,90.42,25.18,,,1.67,1.67,33932220.0,5303605986.0,,5326.65,1.67,18.14,0.1314,19.25,0.0225
2020-10-22,760815.0,116024287.5,0.57,3.42,0.29,118.71,0.0,86924390.0,570586.0,569996.0,87014365.0,,,18871.0,0.57,,12603.0,,6.23,6600.0,39378.0,,,0.57,18871.0,1.97,15834.0,36569.0,89.28,6.07,,,1.65,1.65,33957416.0,5178505940.0,,5286.31,1.66,18.81,0.1348,19.75,0.022
2020-10-23,761106.0,112757853.9,0.57,3.32,0.29,115.08,0.0,84488019.05,627189.0,570287.0,92918050.35,,,34682.0,4.59,,,,3.69,35293.0,22938.0,,,4.59,34682.0,,44859.0,35002.0,95.2,6.01,,,1.82,1.82,33869836.0,5017816203.4,,5124.91,1.82,19.74,0.1304,20.16,0.0221
2020-10-26,860932.0,125308652.6,0.64,3.54,0.32,127.59,0.0,97564202.7,839727.0,670314.0,122222264.85,,,68554.0,14.46,,,,1.32,100027.0,8697.0,,,14.46,68554.0,,152681.0,,124.25,,,,2.44,2.44,33563652.0,4885189548.6,,4957.03,2.45,17.35,0.1253,19.46,0.025
2020-10-27,1038502.0,151777067.3,0.78,4.04,0.39,152.2,0.0,124300282.7,856444.0,850498.0,125169290.6,,,15986.0,26.7,,,,7.64,183872.0,51217.0,,,26.7,15986.0,,52233.0,3688.0,124.97,0.96,0.04,,2.51,2.51,33312256.0,4868586214.4,285.0,4859.24,2.51,14.25,0.1081,16.38,0.0304
2020-10-28,1081487.0,158059325.05,0.81,4.09,0.41,159.42,0.0,124860329.5,829057.0,854330.0,121166680.55,,,9556.0,9.78,,,,12.95,62558.0,88703.0,,,9.78,9556.0,,51760.0,58726.0,121.66,8.63,,,2.43,2.43,33238496.0,4857806190.4,,4872.22,2.44,15.66,0.1132,16.03,0.0317
2020-10-29,1105049.0,163215737.3,0.83,4.02,0.42,163.6,0.0,134380414.0,814650.0,909820.0,120323805.0,,,3933.0,7.64,,11351.0,,3.86,48333.0,26151.0,,,7.64,3933.0,1.67,7811.0,4194.0,119.67,0.58,,,2.38,2.38,33448514.0,4940345517.8,,4912.04,2.38,16.71,0.1183,18.21,0.0323
2020-10-30,1405367.0,205956533.85,1.05,4.99,0.53,208.75,0.0,168090944.85,1040875.0,1146987.0,152540231.25,,,287247.0,37.55,,,,9.99,250469.0,68422.0,,,37.55,287247.0,,7400.0,13302.0,153.74,1.97,,,3.03,3.03,33342644.0,4886364478.2,,4917.7,3.03,14.45,0.1415,26.15,0.0409
2020-11-02,1610259.0,234212171.55,1.21,5.76,0.61,236.7,0.0,181177610.75,1202537.0,1245635.0,174909006.65,,,156410.0,13.68,,,,3.97,101293.0,25808.0,,,13.68,156410.0,,31060.0,2645.0,176.03,0.45,,,3.47,3.47,33422528.0,4861306697.6,,4891.68,3.47,13.51,0.1262,24.59,0.0465
2020-11-03,1966779.0,288723157.2,1.47,6.97,0.74,287.68,0.0,192906356.8,1298862.0,1314076.0,190672941.6,,,58850.0,20.79,,75927.0,,46.67,143179.0,315265.0,,,20.79,58850.0,11.13,352740.0,150665.0,188.61,22.35,,,3.75,3.75,33328042.0,4892556565.6,,4848.46,3.74,20.08,0.1194,21.37,0.0568
2020-11-04,1927665.0,294065295.75,1.44,6.71,0.73,285.5,0.0,195212895.75,1294042.0,1279665.0,197406107.1,,,82297.0,12.96,,,,13.74,75892.0,97172.0,,,12.96,82297.0,,10055.0,110303.0,190.86,16.22,,,3.72,3.72,33499010.0,5110273975.5,,4965.45,3.7,20.54,0.1212,21.7,0.0554
2020-11-05,1983978.0,306722998.8,1.49,6.86,0.75,301.56,0.0,199730522.8,1348648.0,1291918.0,208500980.8,,,16512.0,8.09,,,,1.03,52971.0,15273.0,,,8.09,16512.0,,53367.0,40718.0,205.11,3.18,,,3.87,3.87,33493512.0,5178096955.2,,5109.69,3.86,21.16,0.1246,21.78,0.0569
2020-11-06,1917771.0,295720288.2,1.44,6.62,0.72,295.88,0.0,192438516.0,1315363.0,1247980.0,202828974.6,,,6754.0,2.19,,,,7.42,9904.0,54705.0,,,2.19,6754.0,,14666.0,53842.0,202.82,6.73,,,3.78,3.78,33512228.0,5167585557.6,,5170.49,3.77,22.35,0.1322,22.91,0.0551
2020-11-09,1961145.0,300741585.75,1.47,6.72,0.74,303.73,0.0,198137554.35,1315742.0,1292061.0,201769035.7,,,24126.0,12.66,,,,3.41,76677.0,23747.0,,,12.66,24126.0,,,32596.0,203.46,5.13,,,3.78,3.78,33503434.0,5137751603.9,,5177.66,3.78,21.05,0.1283,22.49,0.0563
2020-11-10,1700724.0,254173201.8,1.27,5.65,0.64,260.92,0.0,168850702.3,1221835.0,1129814.0,182603240.75,,,53463.0,1.29,,,,32.54,10500.0,208778.0,,,1.29,53463.0,,61408.0,172747.0,186.95,27.71,,,3.51,3.51,33579380.0,5018438341.0,,5120.35,3.52,19.04,0.1418,26.35,0.0489
2020-11-11,1575551.0,242949964.2,1.18,5.04,0.59,238.8,0.0,159080430.0,1153920.0,1031650.0,177934464.0,,,58566.0,7.8,,,,23.07,61611.0,143481.0,,,7.8,58566.0,,17000.0,159775.0,173.63,24.42,,,3.33,3.33,33540632.0,5171965454.4,,5055.42,3.32,13.84,0.1388,28.21,0.0454
2020-11-12,1611285.0,246446040.75,1.21,5.1,0.61,247.57,0.0,159213455.45,1129447.0,1040951.0,172748918.65,,285.0,32415.0,11.8,0.04,,,10.88,69649.0,78437.0,,285.0,11.8,32415.0,,21264.0,60348.0,173.2,8.62,,,3.26,3.26,33567960.0,5134219482.0,,5158.91,3.25,15.67,0.1338,26.65,0.0464
2020-11-13,1664676.0,253030752.0,1.25,5.24,0.63,255.07,0.0,154232120.0,1180309.0,1014685.0,179406968.0,,,121937.0,8.8,,,,12.28,58674.0,78547.0,,,8.8,121937.0,,7472.0,84940.0,180.2,13.07,,,3.42,3.42,33367748.0,5071897696.0,,5091.35,3.42,21.56,0.1371,23.05,0.0482
2020-11-16,1549276.0,237039228.0,1.16,4.82,0.58,236.06,0.0,151738668.0,1074381.0,991756.0,164380293.0,,,16583.0,8.78,,,,21.43,59090.0,140170.0,,,8.78,16583.0,,17659.0,82019.0,163.29,13.27,,,3.12,3.12,33407380.0,5111329140.0,,5080.65,3.11,16.07,0.1269,23.45,0.0449
2020-11-17,1586992.0,239635792.0,1.19,4.88,0.6,242.92,0.0,146557580.0,1096020.0,970580.0,165499020.0,,,14032.0,1.4,,,,3.23,6881.0,21022.0,,,1.4,14032.0,,28629.0,28057.0,167.29,3.93,,,3.17,3.17,33456060.0,5051865060.0,,5097.91,3.18,15.83,0.1203,22.02,0.0459
2020-11-18,1403644.0,217845548.8,1.05,4.32,0.53,213.48,0.0,128535864.0,970535.0,828195.0,150627032.0,,,356.0,2.9,,,,27.47,19309.0,180343.0,,,2.9,356.0,,54502.0,161694.0,147.94,25.17,,,2.82,2.82,33421448.0,5187008729.6,,5111.2,2.81,17.82,0.1254,19.82,0.0408
2020-11-19,1468441.0,228929951.9,1.1,4.4,0.55,227.33,0.0,125000464.1,1076529.0,801799.0,167830871.1,,,34186.0,5.93,,,,1.53,33140.0,10714.0,,,5.93,34186.0,,82522.0,59536.0,165.75,7.79,,,3.16,3.16,33032552.0,5149774856.8,,5111.11,3.14,14.64,0.1136,18.42,0.0431
2020-11-20,1445779.0,229228260.45,1.08,4.29,0.55,225.79,0.0,118670235.6,1050325.0,748472.0,166529028.75,,,96998.0,14.3,,,,19.56,89791.0,130096.0,,,14.3,96998.0,,6894.0,143118.0,164.07,22.07,,,3.08,3.08,33013124.0,5234230810.2,,5158.76,3.08,17.6,0.1378,24.78,0.0424
2020-11-23,1679303.0,258276801.4,1.26,4.92,0.63,265.34,0.0,143156424.8,1208905.0,930796.0,185929589.0,,,57674.0,32.82,,,,10.81,201327.0,71264.0,,,32.82,57674.0,,172170.0,19003.0,190.99,2.95,,,3.54,3.54,32941388.0,5066385474.4,,5186.1,3.55,18.6,0.1378,24.99,0.0492
2020-11-24,1766386.0,264957900.0,1.32,5.15,0.67,271.57,0.0,152718150.0,1243884.0,1018121.0,186582600.0,,,17328.0,13.56,,,,20.2,97562.0,120639.0,,,13.56,17328.0,,138290.0,10237.0,189.89,1.73,,,3.65,3.65,32853676.0,4928051400.0,,5011.17,3.65,20.21,0.1364,24.15,0.0518
2020-11-25,1694589.0,258933199.2,1.27,4.92,0.64,255.66,0.0,144858220.0,1293995.0,948025.0,197722436.0,,,82849.0,1.94,,,,7.18,21994.0,48154.0,,,1.94,82849.0,,15416.0,92090.0,194.29,15.34,,,3.79,3.79,32820636.0,5014993180.8,,4935.78,3.79,20.99,0.1366,23.62,0.0497
2020-11-26,1435220.0,220090987.0,1.08,4.14,0.54,219.58,0.0,119028429.8,1205104.0,776188.0,184802698.4,,,2462.0,,,,,24.82,,168186.0,,,,2462.0,,76833.0,171837.0,184.11,25.55,,,3.53,3.53,32899632.0,5045158567.2,,5027.67,3.53,15.17,0.1382,28.04,0.0421
2020-11-27,1368030.0,212455059.0,1.02,3.97,0.52,210.31,0.0,115939680.9,1186852.0,746553.0,184318115.6,,,10902.0,24.39,,,,10.36,153741.0,67958.0,,,24.39,10902.0,,39141.0,183376.0,181.75,28.07,0.05,,3.48,3.48,32877540.0,5105881962.0,337.0,5043.8,3.48,21.84,0.164,27.3,0.0402
2020-11-30,1324930.0,205430396.5,0.99,3.86,0.5,207.52,0.0,112036494.15,1139499.0,722583.0,176679319.95,,,,4.72,,11764.0,,7.46,23113.0,50852.0,,,4.72,,1.91,3499.0,58847.0,177.14,8.23,,,3.34,3.34,32926976.0,5105327628.8,,5114.38,3.35,24.11,0.1708,26.53,0.0389
2020-12-01,1376817.0,211410250.35,1.03,3.87,0.52,214.1,0.0,124893117.05,1205392.0,813371.0,185087941.6,,337.0,52190.0,14.43,0.05,,,6.12,92625.0,37081.0,,337.0,14.43,52190.0,,50447.0,1837.0,185.97,0.28,,,3.53,3.53,32899888.0,5051777802.4,,5072.12,3.54,25.38,0.1764,27.23,0.0404
2020-12-02,1400558.0,213865206.6,1.05,3.92,0.53,215.74,0.0,130965445.5,1224518.0,857665.0,186983898.6,,,17232.0,7.23,,,,7.16,52096.0,45648.0,,,7.23,17232.0,,47542.0,7802.0,187.2,1.51,,,3.59,3.59,32921034.0,5027041891.8,,5034.44,3.59,24.47,0.1746,28.65,0.041
2020-12-03,1309375.0,199221406.25,0.98,3.66,0.49,202.35,0.0,127062899.4,1126548.0,835116.0,171404278.2,,,7870.0,1.53,,31710.0,,25.73,7610.0,168191.0,,,1.53,7870.0,4.82,62351.0,61869.0,171.85,9.22,,,3.3,3.3,33020532.0,5024073943.8,,5027.84,3.31,22.1,0.1847,31.23,0.0383
2020-12-04,1354129.0,207249443.45,1.01,3.86,0.51,209.13,0.0,152186185.8,1308179.0,994356.0,200216795.95,,,156756.0,45.99,,1200.0,,42.49,301606.0,278558.0,,,45.99,156756.0,0.18,303433.0,143566.0,199.43,21.95,,,3.84,3.84,32728604.0,5009112842.2,,4992.96,3.84,27.16,0.1995,31.14,0.0398
2020-12-07,1318224.0,202940584.8,0.99,3.81,0.5,204.49,0.0,154731450.2,1298113.0,1005076.0,199844496.35,,,37358.0,5.68,,,,7.47,35583.0,49290.0,,,5.68,37358.0,,1866.0,24863.0,198.96,3.74,,,3.8,3.8,32828600.0,5053962970.0,,5028.9,3.81,25.9,0.1945,31.95,0.0386
2020-12-08,1459839.0,225983077.2,1.09,4.36,0.55,228.32,0.0,163334124.0,1356432.0,1055130.0,209975673.6,,,57003.0,10.98,,,,2.81,61243.0,18684.0,,,10.98,57003.0,,20000.0,11189.0,209.07,1.64,,,3.98,3.98,32725400.0,5065891920.0,,5036.61,3.99,23.18,0.1861,33.02,0.0428
2020-12-09,1497401.0,230824364.15,1.12,4.51,0.57,235.25,0.0,170470631.25,1398981.0,1105875.0,215652921.15,,,30939.0,10.31,,,,2.64,63928.0,17180.0,,,10.31,30939.0,,28790.0,13183.0,216.59,2.05,,,4.12,4.12,32569600.0,5020603840.0,,5035.56,4.12,26.11,0.1939,32.27,0.0441
2020-12-10,1494968.0,229477588.0,1.12,4.68,0.56,232.31,0.0,174818540.5,1375352.0,1138883.0,211116532.0,,,3701.0,4.82,,,,9.44,43251.0,60184.0,,,4.82,3701.0,,33456.0,10243.0,211.48,1.68,0.09,,4.07,4.07,32440504.0,4979617364.0,602.0,4986.27,4.07,27.69,0.2052,32.85,0.0442
2020-12-11,1779556.0,275564246.6,1.33,5.64,0.67,276.37,0.0,213981640.4,1645441.0,1381864.0,254796538.85,,,4796.0,37.43,,,,0.7,242981.0,4759.0,,,37.43,4796.0,,270052.0,,252.86,,,,4.87,4.87,32175460.0,4982369981.0,,4950.7,4.86,27.64,0.2291,36.6,0.0526
2020-12-14,1491574.0,233133016.2,1.12,4.78,0.56,234.65,0.0,172019559.9,1374335.0,1100573.0,214808560.5,,,3499.0,1.55,,,,43.62,9810.0,285878.0,,,1.55,3499.0,,11273.0,291101.0,213.18,44.39,,,4.05,4.05,32524632.0,5083599981.6,,5042.08,4.06,26.93,0.2078,33.09,0.044
2020-12-15,1640133.0,257746900.95,1.23,5.31,0.62,259.89,0.0,191959825.05,1508607.0,1221507.0,237077590.05,,,89708.0,18.63,,4724.0,,,116210.0,,,,18.63,89708.0,0.73,44564.0,,235.93,,,,4.46,4.46,32352432.0,5084184688.8,,5056.69,4.46,30.19,0.2097,30.87,0.0484
2020-12-16,1664555.0,264581017.25,1.25,5.41,0.63,264.84,0.0,197468512.45,1533142.0,1242331.0,243692920.9,,,24520.0,7.2,,,,3.11,44238.0,21801.0,,,7.2,24520.0,,21816.0,23414.0,241.09,3.36,,,4.5,4.5,32552518.0,5174222736.1,,5120.34,4.5,28.24,0.1958,30.4,0.0488
2020-12-17,1718093.0,273348596.3,1.29,5.63,0.65,275.43,0.0,203107537.3,1650591.0,1276603.0,262609028.1,,,32915.0,4.69,,9417.0,,27.23,24855.0,174025.0,,,4.69,32915.0,1.49,258559.0,,261.87,,,,4.83,4.83,32532380.0,5175901658.0,,5157.05,4.83,27.42,0.1919,30.36,0.0503
2020-12-18,1904064.0,307601539.2,1.43,6.28,0.72,306.26,0.0,225886964.4,1702930.0,1398248.0,275108341.5,,,70269.0,21.48,,,,3.07,130907.0,19244.0,,,21.48,70269.0,,1314.0,9262.0,270.95,0.98,,,4.87,4.87,33263906.0,5373784014.3,,5304.63,4.86,24.52,0.1592,26.97,0.0545
2020-12-21,1718724.0,274738031.4,1.29,5.46,0.65,279.87,0.0,198904871.7,1578317.0,1244322.0,252293972.45,,,32565.0,1.31,,,,43.45,248.0,277714.0,,,1.31,32565.0,,120536.0,154174.0,254.37,23.62,,,4.52,4.52,33344756.0,5330159246.6,,5368.66,4.52,26.52,0.1893,30.07,0.0492
2020-12-22,1741764.0,284342973.0,1.3,5.62,0.66,282.99,0.0,195789969.5,1516005.0,1199326.0,247487816.25,,,84741.0,18.09,,,,25.11,113082.0,155409.0,,,18.09,84741.0,,8356.0,158078.0,243.12,25.98,,,4.32,4.32,33613644.0,5487427383.0,,5405.53,4.3,23.25,0.1819,30.71,0.0496
2020-12-23,1876550.0,309630750.0,1.4,6.22,0.71,309.98,0.0,196528860.0,1651841.0,1191084.0,272553765.0,,,96527.0,16.91,,,,4.15,98056.0,27360.0,,,16.91,96527.0,,66669.0,106298.0,270.1,15.4,,,4.7,4.7,33522140.0,5531153100.0,,5482.47,4.7,24.69,0.1883,30.94,0.0534
2020-12-24,1744538.0,284970282.3,1.31,5.84,0.66,290.55,0.0,189041851.35,1330607.0,1157281.0,217354653.45,,,20988.0,0.51,,,,55.6,2446.0,341706.0,,,0.51,20988.0,,12187.0,36249.0,219.4,4.9,1.97,,3.8,3.8,33694200.0,5503947570.0,12703.0,5544.01,3.81,26.49,0.1918,31.73,0.0498
2020-12-25,1701565.0,277950642.75,1.27,5.85,0.64,282.13,0.0,187277671.35,1298434.0,1146481.0,212099193.9,,,,,,,,5.36,,32173.0,,,,,,,10800.0,212.46,1.77,,,3.71,3.71,33735064.0,5510622704.4,,5520.02,3.71,27.31,0.2015,32.48,0.0486
2020-12-28,1857119.0,311624568.2,1.39,6.38,0.7,307.3,0.0,221673700.2,1325007.0,1321059.0,222336174.6,,,36804.0,29.06,,,,9.96,180678.0,60868.0,,,29.06,36804.0,,50637.0,6100.0,217.22,0.97,,,3.76,3.76,33933352.0,5694016465.6,,5572.21,3.75,31.11,0.2237,32.94,0.0527
2020-12-29,1844462.0,307748484.7,1.38,6.39,0.7,312.23,0.0,220608903.15,1311741.0,1322199.0,218863985.85,,,17357.0,1.95,,,,4.0,8938.0,30623.0,,,1.95,17357.0,,,7798.0,219.55,0.0,,,3.72,3.72,33954708.0,5665343029.8,,5682.32,3.72,31.46,0.2268,33.17,0.0523
2020-12-30,1821840.0,305249292.0,1.36,6.49,0.69,307.16,0.0,221979790.35,1332669.0,1324857.0,223288690.95,,47667.0,36582.0,3.36,7.99,,,10.73,24406.0,63321.0,,47667.0,3.36,36582.0,,,21748.0,222.3,4.02,,,3.77,3.77,33990132.0,5695046616.6,,5665.32,3.78,30.36,0.2253,33.77,0.0516
2020-12-31,1799409.0,298971805.35,1.35,6.55,0.68,306.39,0.0,217209722.65,1376071.0,1307311.0,228634196.65,,,77655.0,0.34,,849.0,,5.71,2073.0,34253.0,,,0.34,77655.0,0.14,,20468.0,231.61,2.52,,,3.9,3.9,33928288.0,5637185051.2,,5694.19,3.91,30.75,0.2236,33.09,0.051
2021-01-01,1790142.0,297432093.3,1.34,6.91,0.68,303.08,0.0,217209722.65,1356804.0,1307311.0,225432984.6,,,,,,,,3.45,,20116.0,,,,,,849.0,,226.17,,,,3.84,3.84,33952044.0,5641132110.6,,5659.75,3.84,31.12,0.2265,33.18,0.0507
2021-01-04,1748782.0,294669767.0,1.31,6.75,0.66,293.08,0.0,215640908.0,1350630.0,1279768.0,227581155.0,,,2000.0,0.24,,,,2.41,2000.0,14298.0,,,0.24,2000.0,,6124.0,29543.0,224.23,7.6,,,3.81,3.81,34064416.0,5739854096.0,,5658.76,3.81,31.26,0.2284,33.38,0.0494
2021-01-05,1713985.0,286321194.25,1.28,6.67,0.65,291.38,0.0,212017855.4,1307068.0,1269188.0,218345709.4,,,1000.0,,,510.0,,6.94,,46164.0,,,,1000.0,0.09,1602.0,11090.0,219.86,0.61,,,3.71,3.71,33959104.0,5672868323.2,,5706.48,3.71,32.03,0.2345,33.68,0.0486
2021-01-06,1691362.0,276960527.5,1.27,6.73,0.64,284.33,0.0,210152328.75,1235238.0,1283373.0,202270222.5,,,1699.0,3.82,,,,16.54,24467.0,96045.0,,,3.82,1699.0,,22516.0,10282.0,205.45,2.49,,,3.5,3.5,34051848.0,5575990110.0,,5651.32,3.51,32.31,0.2343,33.57,0.0479
2021-01-07,1696579.0,276966521.75,1.27,6.74,0.64,281.3,0.0,210255062.25,1233443.0,1287933.0,201359569.75,,,26162.0,3.2,,,,10.22,25886.0,57078.0,,,3.2,26162.0,,29121.0,21326.0,202.09,5.2,,,3.5,3.5,33976972.0,5546740679.0,,5559.83,3.51,31.16,0.2444,36.39,0.0482
2021-01-08,1743386.0,291406969.9,1.31,6.99,0.66,289.38,0.0,227211173.75,1268912.0,1359325.0,212098640.8,,,58648.0,14.8,,6300.0,,36.6,90728.0,223772.0,,,14.8,58648.0,1.06,200593.0,25636.0,208.14,4.19,,,3.6,3.6,33943196.0,5673605211.4,,5578.9,3.6,29.74,0.2672,40.86,0.0495
2021-01-11,1660060.0,276233984.0,1.24,6.7,0.63,280.54,0.0,214472793.6,1191704.0,1288899.0,198299545.6,,,5898.0,7.25,,12416.0,,23.9,42757.0,150901.0,,,7.25,5898.0,2.1,67795.0,125599.0,199.82,17.9,,,3.38,3.38,34029344.0,5662482841.6,,5698.48,3.39,25.56,0.2517,41.61,0.0471
2021-01-12,1644364.0,269264605.0,1.23,6.62,0.62,274.92,0.0,205811643.75,1167023.0,1256865.0,191100016.25,,,51555.0,4.78,,,,15.09,31299.0,88202.0,,,4.78,51555.0,,11966.0,63333.0,193.58,12.09,,,3.32,3.32,34009376.0,5569035320.0,,5625.39,3.33,25.32,0.2374,39.82,0.0467
2021-01-13,1842393.0,302336691.3,1.38,7.34,0.69,304.06,0.0,239553672.3,1362136.0,1459803.0,223526517.6,,,4276.0,41.5,,,,10.02,258054.0,58297.0,,,41.5,4276.0,,249134.0,55116.0,223.35,10.54,,,3.87,3.87,33816912.0,5549355259.2,,5539.0,3.88,20.09,0.2922,49.01,0.0524
2021-01-14,1967502.0,322571952.9,1.47,8.1,0.74,324.96,0.0,263516835.0,1280013.0,1607300.0,209858131.35,,,23452.0,21.74,,225000.0,,71.71,130957.0,437322.0,,,21.74,23452.0,36.92,331747.0,208460.0,210.05,34.22,,,3.69,3.69,33441468.0,5482728678.6,,5485.61,3.69,21.44,0.2038,36.54,0.0567
2021-01-15,2073059.0,337390352.25,1.55,8.76,0.78,342.05,0.0,287340007.5,1238147.0,1765530.0,201508424.25,,,24688.0,30.18,,,,13.69,185262.0,82976.0,,,30.18,24688.0,,16422.0,27032.0,202.86,4.32,,,3.57,3.57,33447056.0,5443508364.0,,5483.44,3.57,20.34,0.1843,33.97,0.0598
