,MLDYX FP Equity_DX_SI_QTY,MLDYX FP Equity_DX_SHORT_INTEREST_VALUE,MLDYX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLDYX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLDYX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLDYX FP Equity_DX_SI_MV,MLDYX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLDYX FP Equity_DX_SUPPLY_SI_QTY,MLDYX FP Equity_DX_BROKER_SI_QTY,MLDYX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLDYX FP Equity_DX_SUPPLY_SI_MV,MLDYX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLDYX FP Equity_DX_UTILIZATION_QUANTITY,MLDYX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLDYX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLDYX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLDYX FP Equity_DX_ACTIVE_UTILIZATION_MV,MLDYX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MLDYX FP Equity_DX_BROKER_SI_CON_RATIO,MLDYX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MLDYX FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-03-31,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-04-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-04-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-04-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-05-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-05-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.47,0.0,,0.0,,
2014-05-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.46,0.0,,0.0,,
2014-05-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.47,0.0,,0.0,,
2014-05-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.46,0.0,,0.0,,
2014-05-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.48,0.0,,0.0,,
2014-05-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.48,0.0,,0.0,,
2014-05-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-28,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-05-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-05-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-05,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.46,0.0,,0.0,,
2014-06-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-12,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-06-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-27,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-06-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-04,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.45,0.0,,0.0,,
2014-07-11,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.44,0.0,,0.0,,
2014-07-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139888.0,,4.43,0.0,,0.0,,
2014-07-15,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.45,0.0,,0.0,,0.0
2014-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.45,0.0,,0.0,,0.0
2014-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.44,0.0,,0.0,,0.0
2014-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139888.0,4168662.4,4.17,0.0,,0.0,,0.0
2014-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4167798.2,4.17,0.0,,0.0,,0.0
2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.18,0.0,,0.0,,0.0
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.19,0.0,,0.0,,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139859.0,4166399.61,4.17,0.0,,0.0,,0.0
2014-09-05,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-08,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-09,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-10,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-11,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-12,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-15,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-16,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-18,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-19,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-23,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-24,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-25,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-26,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-29,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-09-30,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-01,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-02,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-03,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-06,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.15,0.0,,0.0,,
2014-10-07,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-08,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-09,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-10,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-13,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-14,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-15,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-16,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-17,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-20,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-21,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
2014-10-22,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,139859.0,,4.17,0.0,,0.0,,
