,ALI2S FP Equity_DX_SI_QTY,ALI2S FP Equity_DX_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALI2S FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALI2S FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALI2S FP Equity_DX_SI_MV,ALI2S FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALI2S FP Equity_DX_SUPPLY_SI_QTY,ALI2S FP Equity_DX_BROKER_SI_QTY,ALI2S FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALI2S FP Equity_DX_SUPPLY_SI_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_UTILIZATION_QUANTITY,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALI2S FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALI2S FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALI2S FP Equity_DX_ACTIVE_UTILIZATION_MV,ALI2S FP Equity_DX_BROKER_SI_CON_RATIO,ALI2S FP Equity_DX_DEMAND_SUPPLY_RATIO,ALI2S FP Equity_PX_LAST
2015-07-15,,,,,,,,,,,,,,,,,,,,1.55
2015-07-17,,,,,,,,,,,,,,,,,,,,1.82
2015-07-20,,,,,,,,,,,,,,,,,,,,1.8
2015-07-21,,,,,,,,,,,,,,,,,,,,1.8
2015-07-22,,,,,,,,,,,,,,,,,,,,1.8
2015-07-23,,,,,,,,,,,,,,,,,,,,1.85
2015-07-24,,,,,,,,,,,,,,,,,,,,1.85
2015-07-27,,,,,,,,,,,,,,,,,,,,1.9
2015-07-28,,,,,,,,,,,,,,,,,,,,1.79
2015-07-29,,,,,,,,,,,,,,,,,,,,1.64
2015-07-30,,,,,,,,,,,,,,,,,,,,1.89
2015-07-31,,,,,,,,,,,,,,,,,,,,1.88
2015-08-03,,,,,,,,,,,,,,,,,,,,1.87
2015-08-04,,,,,,,,,,,,,,,,,,,,1.8
2015-08-05,,,,,,,,,,,,,,,,,,,,1.84
2015-08-06,,,,,,,,,,,,,,,,,,,,1.88
2015-08-07,,,,,,,,,,,,,,,,,,,,1.88
2015-08-10,,,,,,,,,,,,,,,,,,,,1.88
2015-08-11,,,,,,,,,,,,,,,,,,,,1.8
2015-08-12,,,,,,,,,,,,,,,,,,,,1.97
2015-08-13,,,,,,,,,,,,,,,,,,,,1.85
2015-08-14,,,,,,,,,,,,,,,,,,,,1.85
2015-08-17,,,,,,,,,,,,,,,,,,,,1.75
2015-08-21,,,,,,,,,,,,,,,,,,,,1.76
2015-08-24,,,,,,,,,,,,,,,,,,,,1.7
2015-08-26,,,,,,,,,,,,,,,,,,,,1.92
2015-08-27,,,,,,,,,,,,,,,,,,,,1.78
2015-08-28,,,,,,,,,,,,,,,,,,,,1.92
2015-09-04,,,,,,,,,,,,,,,,,,,,1.84
2015-09-07,,,,,,,,,,,,,,,,,,,,1.91
2015-09-08,,,,,,,,,,,,,,,,,,,,2.0
2015-09-09,,,,,,,,,,,,,,,,,,,,2.0
2015-09-14,,,,,,,,,,,,,,,,,,,,2.01
2015-09-15,,,,,,,,,,,,,,,,,,,,2.02
2015-09-16,,,,,,,,,,,,,,,,,,,,2.06
2015-09-17,,,,,,,,,,,,,,,,,,,,2.15
2015-09-18,,,,,,,,,,,,,,,,,,,,2.14
2015-09-21,,,,,,,,,,,,,,,,,,,,2.14
2015-09-22,,,,,,,,,,,,,,,,,,,,2.12
2015-09-23,,,,,,,,,,,,,,,,,,,,2.0
2015-09-28,,,,,,,,,,,,,,,,,,,,1.95
2015-10-05,,,,,,,,,,,,,,,,,,,,1.96
2015-10-07,,,,,,,,,,,,,,,,,,,,2.24
2015-10-08,,,,,,,,,,,,,,,,,,,,2.22
2015-10-09,,,,,,,,,,,,,,,,,,,,2.03
2015-10-20,,,,,,,,,,,,,,,,,,,,2.15
2015-10-21,,,,,,,,,,,,,,,,,,,,2.16
2015-10-22,,,,,,,,,,,,,,,,,,,,2.0
2015-10-23,,,,,,,,,,,,,,,,,,,,2.11
2015-10-26,,,,,,,,,,,,,,,,,,,,2.16
2015-10-27,,,,,,,,,,,,,,,,,,,,2.15
2015-10-30,,,,,,,,,,,,,,,,,,,,2.16
2015-11-03,,,,,,,,,,,,,,,,,,,,2.15
2015-11-06,,,,,,,,,,,,,,,,,,,,2.15
2015-11-11,,,,,,,,,,,,,,,,,,,,2.15
2015-11-12,,,,,,,,,,,,,,,,,,,,2.24
2015-11-19,,,,,,,,,,,,,,,,,,,,2.16
2015-11-23,,,,,,,,,,,,,,,,,,,,2.25
2015-11-24,,,,,,,,,,,,,,,,,,,,2.0
2015-11-25,,,,,,,,,,,,,,,,,,,,2.0
2015-12-04,,,,,,,,,,,,,,,,,,,,2.0
2015-12-07,,,,,,,,,,,,,,,,,,,,2.0
2015-12-09,,,,,,,,,,,,,,,,,,,,2.14
2015-12-10,,,,,,,,,,,,,,,,,,,,2.15
2015-12-14,,,,,,,,,,,,,,,,,,,,2.15
2015-12-15,,,,,,,,,,,,,,,,,,,,2.15
2015-12-16,,,,,,,,,,,,,,,,,,,,2.15
2015-12-18,,,,,,,,,,,,,,,,,,,,2.22
2015-12-21,,,,,,,,,,,,,,,,,,,,2.2
2015-12-22,,,,,,,,,,,,,,,,,,,,2.2
2015-12-23,,,,,,,,,,,,,,,,,,,,2.06
2016-01-04,,,,,,,,,,,,,,,,,,,,2.25
2016-01-05,,,,,,,,,,,,,,,,,,,,2.3
2016-01-06,,,,,,,,,,,,,,,,,,,,2.5
2016-01-08,,,,,,,,,,,,,,,,,,,,2.5
2016-01-11,,,,,,,,,,,,,,,,,,,,2.49
2016-01-12,,,,,,,,,,,,,,,,,,,,2.49
2016-01-13,,,,,,,,,,,,,,,,,,,,2.49
2016-01-14,,,,,,,,,,,,,,,,,,,,2.49
2016-01-15,,,,,,,,,,,,,,,,,,,,2.47
2016-01-19,,,,,,,,,,,,,,,,,,,,2.3
2016-01-20,,,,,,,,,,,,,,,,,,,,2.3
2016-01-21,,,,,,,,,,,,,,,,,,,,2.25
2016-01-29,,,,,,,,,,,,,,,,,,,,2.33
2016-02-01,,,,,,,,,,,,,,,,,,,,2.44
2016-02-03,,,,,,,,,,,,,,,,,,,,2.49
2016-02-04,,,,,,,,,,,,,,,,,,,,2.45
2016-02-05,,,,,,,,,,,,,,,,,,,,2.49
2016-02-09,,,,,,,,,,,,,,,,,,,,2.5
2016-02-10,,,,,,,,,,,,,,,,,,,,2.46
2016-02-11,,,,,,,,,,,,,,,,,,,,2.46
2016-02-12,,,,,,,,,,,,,,,,,,,,2.46
2016-02-15,,,,,,,,,,,,,,,,,,,,2.46
2016-02-17,,,,,,,,,,,,,,,,,,,,2.47
2016-02-19,,,,,,,,,,,,,,,,,,,,2.5
2016-02-23,,,,,,,,,,,,,,,,,,,,2.52
2016-02-24,,,,,,,,,,,,,,,,,,,,2.53
2016-02-25,,,,,,,,,,,,,,,,,,,,2.53
2016-02-26,,,,,,,,,,,,,,,,,,,,2.53
2016-03-01,,,,,,,,,,,,,,,,,,,,2.56
2016-03-03,,,,,,,,,,,,,,,,,,,,2.52
2016-03-04,,,,,,,,,,,,,,,,,,,,2.52
2016-03-08,,,,,,,,,,,,,,,,,,,,2.74
2016-03-10,,,,,,,,,,,,,,,,,,,,2.58
2016-03-11,,,,,,,,,,,,,,,,,,,,2.55
2016-03-14,,,,,,,,,,,,,,,,,,,,2.55
2016-03-17,,,,,,,,,,,,,,,,,,,,2.55
2016-03-18,,,,,,,,,,,,,,,,,,,,2.7
2016-03-21,,,,,,,,,,,,,,,,,,,,2.73
2016-03-24,,,,,,,,,,,,,,,,,,,,2.73
2016-03-29,,,,,,,,,,,,,,,,,,,,2.73
2016-03-30,,,,,,,,,,,,,,,,,,,,2.6
2016-03-31,,,,,,,,,,,,,,,,,,,,2.73
2016-04-01,,,,,,,,,,,,,,,,,,,,2.55
2016-04-04,,,,,,,,,,,,,,,,,,,,2.56
2016-04-05,,,,,,,,,,,,,,,,,,,,2.75
2016-04-06,,,,,,,,,,,,,,,,,,,,2.75
2016-04-07,,,,,,,,,,,,,,,,,,,,2.75
2016-04-08,,,,,,,,,,,,,,,,,,,,2.79
2016-04-11,,,,,,,,,,,,,,,,,,,,2.8
2016-04-12,,,,,,,,,,,,,,,,,,,,2.8
2016-04-13,,,,,,,,,,,,,,,,,,,,2.8
2016-04-15,,,,,,,,,,,,,,,,,,,,2.8
2016-04-19,,,,,,,,,,,,,,,,,,,,2.8
2016-04-20,,,,,,,,,,,,,,,,,,,,2.96
2016-04-22,,,,,,,,,,,,,,,,,,,,3.0
2016-04-25,,,,,,,,,,,,,,,,,,,,3.36
2016-04-26,,,,,,,,,,,,,,,,,,,,3.26
2016-04-28,,,,,,,,,,,,,,,,,,,,3.25
2016-04-29,,,,,,,,,,,,,,,,,,,,3.25
2016-05-03,,,,,,,,,,,,,,,,,,,,3.25
2016-05-04,,,,,,,,,,,,,,,,,,,,3.25
2016-05-05,,,,,,,,,,,,,,,,,,,,3.0
2016-05-09,,,,,,,,,,,,,,,,,,,,3.0
2016-05-10,,,,,,,,,,,,,,,,,,,,3.0
2016-05-11,,,,,,,,,,,,,,,,,,,,3.1
2016-05-12,,,,,,,,,,,,,,,,,,,,3.1
2016-05-24,,,,,,,,,,,,,,,,,,,,3.0
2016-05-25,,,,,,,,,,,,,,,,,,,,3.0
2016-05-30,,,,,,,,,,,,,,,,,,,,3.02
2016-06-02,,,,,,,,,,,,,,,,,,,,3.04
2016-06-03,,,,,,,,,,,,,,,,,,,,3.05
2016-06-08,,,,,,,,,,,,,,,,,,,,3.15
2016-06-09,,,,,,,,,,,,,,,,,,,,3.15
2016-06-10,,,,,,,,,,,,,,,,,,,,3.15
2016-06-13,,,,,,,,,,,,,,,,,,,,3.15
2016-06-14,,,,,,,,,,,,,,,,,,,,3.15
2016-06-15,,,,,,,,,,,,,,,,,,,,2.53
2016-06-16,,,,,,,,,,,,,,,,,,,,2.75
2016-06-17,,,,,,,,,,,,,,,,,,,,2.81
2016-06-22,,,,,,,,,,,,,,,,,,,,2.82
2016-06-24,,,,,,,,,,,,,,,,,,,,2.99
2016-06-29,,,,,,,,,,,,,,,,,,,,2.99
2016-07-05,,,,,,,,,,,,,,,,,,,,2.82
2016-07-08,,,,,,,,,,,,,,,,,,,,2.82
2016-07-11,,,,,,,,,,,,,,,,,,,,2.99
2016-07-21,,,,,,,,,,,,,,,,,,,,2.82
2016-07-27,,,,,,,,,,,,,,,,,,,,2.93
2016-08-01,,,,,,,,,,,,,,,,,,,,2.83
2016-08-02,,,,,,,,,,,,,,,,,,,,2.82
2016-08-08,,,,,,,,,,,,,,,,,,,,2.82
2016-08-09,,,,,,,,,,,,,,,,,,,,2.82
2016-08-15,,,,,,,,,,,,,,,,,,,,2.82
2016-08-17,,,,,,,,,,,,,,,,,,,,2.83
2016-08-18,,,,,,,,,,,,,,,,,,,,2.76
2016-08-19,,,,,,,,,,,,,,,,,,,,2.76
2016-08-23,,,,,,,,,,,,,,,,,,,,2.52
2016-08-24,,,,,,,,,,,,,,,,,,,,2.31
2016-08-26,,,,,,,,,,,,,,,,,,,,2.55
2016-08-29,,,,,,,,,,,,,,,,,,,,2.56
2016-08-30,,,,,,,,,,,,,,,,,,,,2.56
2016-08-31,,,,,,,,,,,,,,,,,,,,2.56
2016-09-01,,,,,,,,,,,,,,,,,,,,2.52
2016-09-02,,,,,,,,,,,,,,,,,,,,3.0
2016-09-05,,,,,,,,,,,,,,,,,,,,3.28
2016-09-07,,,,,,,,,,,,,,,,,,,,3.0
2016-09-08,,,,,,,,,,,,,,,,,,,,3.0
2016-09-12,,,,,,,,,,,,,,,,,,,,3.0
2016-09-14,,,,,,,,,,,,,,,,,,,,3.05
2016-09-20,,,,,,,,,,,,,,,,,,,,2.91
2016-09-21,,,,,,,,,,,,,,,,,,,,2.72
2016-09-22,,,,,,,,,,,,,,,,,,,,2.8
2016-09-26,,,,,,,,,,,,,,,,,,,,2.8
2016-09-30,,,,,,,,,,,,,,,,,,,,3.07
2016-10-03,,,,,,,,,,,,,,,,,,,,2.76
2016-10-04,,,,,,,,,,,,,,,,,,,,3.07
2016-10-07,,,,,,,,,,,,,,,,,,,,3.2
2016-10-12,,,,,,,,,,,,,,,,,,,,3.22
2016-10-13,,,,,,,,,,,,,,,,,,,,3.28
2016-10-17,,,,,,,,,,,,,,,,,,,,3.29
2016-10-18,,,,,,,,,,,,,,,,,,,,3.42
2016-10-19,,,,,,,,,,,,,,,,,,,,3.42
2016-10-20,,,,,,,,,,,,,,,,,,,,3.42
2016-10-21,,,,,,,,,,,,,,,,,,,,3.43
2016-10-24,,,,,,,,,,,,,,,,,,,,3.43
2016-10-25,,,,,,,,,,,,,,,,,,,,3.5
2016-10-27,,,,,,,,,,,,,,,,,,,,3.5
2016-10-31,,,,,,,,,,,,,,,,,,,,3.2
2016-11-01,,,,,,,,,,,,,,,,,,,,3.4
2016-11-02,,,,,,,,,,,,,,,,,,,,3.0
2016-11-03,,,,,,,,,,,,,,,,,,,,3.0
2016-11-07,,,,,,,,,,,,,,,,,,,,3.0
2016-11-09,,,,,,,,,,,,,,,,,,,,3.48
2016-11-14,,,,,,,,,,,,,,,,,,,,3.46
2016-11-15,,,,,,,,,,,,,,,,,,,,3.4
2016-11-16,,,,,,,,,,,,,,,,,,,,3.4
2016-11-17,,,,,,,,,,,,,,,,,,,,3.4
2016-11-22,,,,,,,,,,,,,,,,,,,,3.33
2016-11-23,,,,,,,,,,,,,,,,,,,,3.04
2016-11-25,,,,,,,,,,,,,,,,,,,,2.9
2016-11-29,,,,,,,,,,,,,,,,,,,,2.9
2016-12-02,,,,,,,,,,,,,,,,,,,,2.76
2016-12-05,,,,,,,,,,,,,,,,,,,,2.8
2016-12-06,,,,,,,,,,,,,,,,,,,,2.9
2016-12-08,,,,,,,,,,,,,,,,,,,,3.1
2016-12-09,,,,,,,,,,,,,,,,,,,,3.1
2016-12-12,,,,,,,,,,,,,,,,,,,,3.05
2016-12-13,,,,,,,,,,,,,,,,,,,,3.2
2016-12-15,,,,,,,,,,,,,,,,,,,,2.9
2016-12-16,,,,,,,,,,,,,,,,,,,,2.9
2016-12-19,,,,,,,,,,,,,,,,,,,,2.9
2016-12-21,,,,,,,,,,,,,,,,,,,,3.07
2016-12-23,,,,,,,,,,,,,,,,,,,,3.09
2016-12-27,,,,,,,,,,,,,,,,,,,,2.9
2016-12-28,,,,,,,,,,,,,,,,,,,,3.2
2016-12-29,,,,,,,,,,,,,,,,,,,,3.2
2016-12-30,,,,,,,,,,,,,,,,,,,,2.9
2017-01-02,,,,,,,,,,,,,,,,,,,,3.06
2017-01-03,,,,,,,,,,,,,,,,,,,,3.2
2017-01-04,,,,,,,,,,,,,,,,,,,,3.3
2017-01-05,,,,,,,,,,,,,,,,,,,,3.4
2017-01-06,,,,,,,,,,,,,,,,,,,,3.39
2017-01-10,,,,,,,,,,,,,,,,,,,,3.37
2017-01-11,,,,,,,,,,,,,,,,,,,,3.4
2017-01-12,,,,,,,,,,,,,,,,,,,,3.4
2017-01-13,,,,,,,,,,,,,,,,,,,,3.35
2017-01-17,,,,,,,,,,,,,,,,,,,,3.35
2017-01-18,,,,,,,,,,,,,,,,,,,,3.4
2017-01-23,,,,,,,,,,,,,,,,,,,,3.22
2017-01-25,,,,,,,,,,,,,,,,,,,,3.4
2017-01-30,,,,,,,,,,,,,,,,,,,,3.49
2017-02-02,,,,,,,,,,,,,,,,,,,,3.5
2017-02-03,,,,,,,,,,,,,,,,,,,,3.49
2017-02-06,,,,,,,,,,,,,,,,,,,,3.5
2017-02-08,,,,,,,,,,,,,,,,,,,,3.6
2017-02-09,,,,,,,,,,,,,,,,,,,,3.6
2017-02-10,,,,,,,,,,,,,,,,,,,,3.6
2017-02-13,,,,,,,,,,,,,,,,,,,,3.6
2017-02-14,,,,,,,,,,,,,,,,,,,,3.4
2017-02-23,,,,,,,,,,,,,,,,,,,,3.45
2017-02-27,,,,,,,,,,,,,,,,,,,,3.47
2017-03-06,,,,,,,,,,,,,,,,,,,,3.55
2017-03-07,,,,,,,,,,,,,,,,,,,,3.54
2017-03-08,,,,,,,,,,,,,,,,,,,,3.23
2017-03-13,,,,,,,,,,,,,,,,,,,,3.4
2017-03-15,,,,,,,,,,,,,,,,,,,,3.23
2017-03-16,,,,,,,,,,,,,,,,,,,,3.36
2017-03-20,,,,,,,,,,,,,,,,,,,,3.35
2017-03-21,,,,,,,,,,,,,,,,,,,,3.35
2017-03-22,,,,,,,,,,,,,,,,,,,,3.23
2017-03-30,,,,,,,,,,,,,,,,,,,,3.3
2017-03-31,,,,,,,,,,,,,,,,,,,,3.29
2017-04-04,,,,,,,,,,,,,,,,,,,,3.31
2017-04-05,,,,,,,,,,,,,,,,,,,,3.22
2017-04-10,,,,,,,,,,,,,,,,,,,,2.8
2017-04-11,,,,,,,,,,,,,,,,,,,,3.09
2017-04-19,,,,,,,,,,,,,,,,,,,,3.15
2017-04-21,,,,,,,,,,,,,,,,,,,,3.0
2017-04-24,,,,,,,,,,,,,,,,,,,,2.81
2017-05-03,,,,,,,,,,,,,,,,,,,,3.09
2017-05-05,,,,,,,,,,,,,,,,,,,,2.9
2017-05-10,,,,,,,,,,,,,,,,,,,,3.42
2017-05-11,,,,,,,,,,,,,,,,,,,,3.38
2017-05-12,,,,,,,,,,,,,,,,,,,,3.25
2017-05-15,,,,,,,,,,,,,,,,,,,,3.24
2017-05-16,,,,,,,,,,,,,,,,,,,,3.24
2017-05-17,,,,,,,,,,,,,,,,,,,,3.25
2017-05-23,,,,,,,,,,,,,,,,,,,,3.25
2017-05-25,,,,,,,,,,,,,,,,,,,,3.24
2017-05-29,,,,,,,,,,,,,,,,,,,,2.94
2017-05-30,,,,,,,,,,,,,,,,,,,,3.15
2017-06-01,,,,,,,,,,,,,,,,,,,,3.14
2017-06-02,,,,,,,,,,,,,,,,,,,,3.11
2017-06-05,,,,,,,,,,,,,,,,,,,,3.17
2017-06-06,,,,,,,,,,,,,,,,,,,,3.15
2017-06-07,,,,,,,,,,,,,,,,,,,,3.15
2017-06-14,,,,,,,,,,,,,,,,,,,,3.25
2017-06-19,,,,,,,,,,,,,,,,,,,,3.38
2017-06-20,,,,,,,,,,,,,,,,,,,,3.18
2017-06-21,,,,,,,,,,,,,,,,,,,,3.22
2017-06-23,,,,,,,,,,,,,,,,,,,,3.22
2017-06-26,,,,,,,,,,,,,,,,,,,,3.22
2017-06-29,,,,,,,,,,,,,,,,,,,,3.23
2017-07-03,,,,,,,,,,,,,,,,,,,,3.29
2017-07-05,,,,,,,,,,,,,,,,,,,,3.29
2017-07-06,,,,,,,,,,,,,,,,,,,,3.29
2017-07-10,,,,,,,,,,,,,,,,,,,,3.3
2017-07-12,,,,,,,,,,,,,,,,,,,,3.19
2017-07-13,,,,,,,,,,,,,,,,,,,,3.24
2017-07-14,,,,,,,,,,,,,,,,,,,,3.23
2017-07-17,,,,,,,,,,,,,,,,,,,,3.23
2017-07-26,,,,,,,,,,,,,,,,,,,,3.18
2017-07-27,,,,,,,,,,,,,,,,,,,,3.23
2017-07-31,,,,,,,,,,,,,,,,,,,,3.16
2017-08-01,,,,,,,,,,,,,,,,,,,,3.36
2017-08-02,,,,,,,,,,,,,,,,,,,,3.38
2017-08-04,,,,,,,,,,,,,,,,,,,,3.38
2017-08-09,,,,,,,,,,,,,,,,,,,,3.38
2017-08-10,,,,,,,,,,,,,,,,,,,,3.34
2017-08-11,,,,,,,,,,,,,,,,,,,,3.38
2017-08-14,,,,,,,,,,,,,,,,,,,,3.38
2017-08-15,,,,,,,,,,,,,,,,,,,,3.24
2017-08-16,,,,,,,,,,,,,,,,,,,,3.38
2017-08-21,,,,,,,,,,,,,,,,,,,,3.49
2017-08-22,,,,,,,,,,,,,,,,,,,,3.3
2017-08-24,,,,,,,,,,,,,,,,,,,,3.29
2017-08-28,,,,,,,,,,,,,,,,,,,,3.36
2017-09-05,,,,,,,,,,,,,,,,,,,,3.32
2017-09-06,,,,,,,,,,,,,,,,,,,,3.5
2017-09-07,,,,,,,,,,,,,,,,,,,,3.33
2017-09-08,,,,,,,,,,,,,,,,,,,,2.97
2017-09-11,,,,,,,,,,,,,,,,,,,,3.31
2017-09-13,,,,,,,,,,,,,,,,,,,,3.01
2017-09-14,,,,,,,,,,,,,,,,,,,,2.97
2017-09-15,,,,,,,,,,,,,,,,,,,,2.75
2017-09-19,,,,,,,,,,,,,,,,,,,,3.1
2017-09-21,,,,,,,,,,,,,,,,,,,,3.0
2017-09-27,,,,,,,,,,,,,,,,,,,,2.76
2017-09-28,,,,,,,,,,,,,,,,,,,,2.99
2017-09-29,,,,,,,,,,,,,,,,,,,,2.99
2017-10-02,,,,,,,,,,,,,,,,,,,,3.2
2017-10-10,,,,,,,,,,,,,,,,,,,,3.0
2017-10-11,,,,,,,,,,,,,,,,,,,,2.76
2017-10-12,,,,,,,,,,,,,,,,,,,,3.0
2017-10-13,,,,,,,,,,,,,,,,,,,,3.0
2017-10-17,,,,,,,,,,,,,,,,,,,,2.77
2017-10-19,,,,,,,,,,,,,,,,,,,,3.0
2017-10-25,,,,,,,,,,,,,,,,,,,,2.99
2017-10-26,,,,,,,,,,,,,,,,,,,,2.98
2017-10-27,,,,,,,,,,,,,,,,,,,,2.98
2017-11-02,,,,,,,,,,,,,,,,,,,,3.0
2017-11-06,,,,,,,,,,,,,,,,,,,,2.78
2017-11-10,,,,,,,,,,,,,,,,,,,,2.81
2017-11-15,,,,,,,,,,,,,,,,,,,,2.81
2017-11-16,,,,,,,,,,,,,,,,,,,,2.92
2017-11-21,,,,,,,,,,,,,,,,,,,,2.78
2017-11-22,,,,,,,,,,,,,,,,,,,,2.78
2017-11-24,,,,,,,,,,,,,,,,,,,,2.78
2017-11-27,,,,,,,,,,,,,,,,,,,,3.0
2017-11-28,,,,,,,,,,,,,,,,,,,,2.99
2017-11-29,,,,,,,,,,,,,,,,,,,,2.99
2017-11-30,,,,,,,,,,,,,,,,,,,,2.77
2017-12-01,,,,,,,,,,,,,,,,,,,,2.8
2017-12-04,,,,,,,,,,,,,,,,,,,,2.8
2017-12-06,,,,,,,,,,,,,,,,,,,,2.8
2017-12-08,,,,,,,,,,,,,,,,,,,,2.8
2017-12-11,,,,,,,,,,,,,,,,,,,,2.8
2017-12-15,,,,,,,,,,,,,,,,,,,,2.8
2017-12-20,,,,,,,,,,,,,,,,,,,,2.85
2017-12-21,,,,,,,,,,,,,,,,,,,,2.85
2017-12-22,,,,,,,,,,,,,,,,,,,,2.81
2017-12-27,,,,,,,,,,,,,,,,,,,,2.77
2017-12-28,,,,,,,,,,,,,,,,,,,,2.77
2017-12-29,,,,,,,,,,,,,,,,,,,,2.77
2018-01-02,,,,,,,,,,,,,,,,,,,,2.8
2018-01-04,,,,,,,,,,,,,,,,,,,,2.86
2018-01-05,,,,,,,,,,,,,,,,,,,,3.02
2018-01-08,,,,,,,,,,,,,,,,,,,,3.26
2018-01-10,,,,,,,,,,,,,,,,,,,,3.02
2018-01-11,,,,,,,,,,,,,,,,,,,,3.26
2018-01-16,,,,,,,,,,,,,,,,,,,,3.06
2018-01-17,,,,,,,,,,,,,,,,,,,,3.2
2018-01-18,,,,,,,,,,,,,,,,,,,,3.02
2018-01-24,,,,,,,,,,,,,,,,,,,,3.0
2018-01-26,,,,,,,,,,,,,,,,,,,,3.2
2018-01-30,,,,,,,,,,,,,,,,,,,,3.2
2018-01-31,,,,,,,,,,,,,,,,,,,,3.02
2018-02-01,,,,,,,,,,,,,,,,,,,,3.44
2018-02-02,,,,,,,,,,,,,,,,,,,,3.2
2018-02-06,,,,,,,,,,,,,,,,,,,,3.02
2018-02-09,,,,,,,,,,,,,,,,,,,,3.12
2018-02-16,,,,,,,,,,,,,,,,,,,,3.4
2018-02-19,,,,,,,,,,,,,,,,,,,,3.3
2018-02-21,,,,,,,,,,,,,,,,,,,,3.24
2018-02-22,,,,,,,,,,,,,,,,,,,,3.4
2018-02-27,,,,,,,,,,,,,,,,,,,,3.2
2018-03-02,,,,,,,,,,,,,,,,,,,,3.2
2018-03-05,,,,,,,,,,,,,,,,,,,,3.2
2018-03-08,,,,,,,,,,,,,,,,,,,,3.02
2018-03-09,,,,,,,,,,,,,,,,,,,,3.2
2018-03-12,,,,,,,,,,,,,,,,,,,,3.2
2018-03-22,,,,,,,,,,,,,,,,,,,,3.0
2018-03-26,,,,,,,,,,,,,,,,,,,,3.0
2018-03-27,,,,,,,,,,,,,,,,,,,,3.0
2018-03-28,,,,,,,,,,,,,,,,,,,,3.0
2018-03-29,,,,,,,,,,,,,,,,,,,,3.0
2018-04-18,,,,,,,,,,,,,,,,,,,,2.9
2018-04-19,,,,,,,,,,,,,,,,,,,,2.94
2018-04-20,,,,,,,,,,,,,,,,,,,,2.94
2018-04-30,,,,,,,,,,,,,,,,,,,,3.16
2018-05-02,,,,,,,,,,,,,,,,,,,,3.16
2018-05-07,,,,,,,,,,,,,,,,,,,,2.76
2018-05-16,,,,,,,,,,,,,,,,,,,,2.76
2018-05-17,,,,,,,,,,,,,,,,,,,,2.78
2018-05-18,,,,,,,,,,,,,,,,,,,,3.16
2018-05-21,,,,,,,,,,,,,,,,,,,,2.8
2018-05-24,,,,,,,,,,,,,,,,,,,,3.0
2018-05-25,,,,,,,,,,,,,,,,,,,,2.8
2018-05-29,,,,,,,,,,,,,,,,,,,,2.76
2018-06-04,,,,,,,,,,,,,,,,,,,,2.76
2018-06-05,,,,,,,,,,,,,,,,,,,,2.86
2018-06-18,,,,,,,,,,,,,,,,,,,,2.86
2018-06-21,,,,,,,,,,,,,,,,,,,,2.84
2018-06-22,,,,,,,,,,,,,,,,,,,,2.82
2018-06-25,,,,,,,,,,,,,,,,,,,,2.82
2018-06-26,,,,,,,,,,,,,,,,,,,,2.78
2018-06-27,,,,,,,,,,,,,,,,,,,,2.96
2018-07-02,,,,,,,,,,,,,,,,,,,,2.76
2018-07-06,,,,,,,,,,,,,,,,,,,,2.8
2018-07-23,,,,,,,,,,,,,,,,,,,,2.8
2018-07-26,,,,,,,,,,,,,,,,,,,,2.76
2018-07-27,,,,,,,,,,,,,,,,,,,,2.76
2018-08-02,,,,,,,,,,,,,,,,,,,,2.78
2018-08-07,,,,,,,,,,,,,,,,,,,,2.76
2018-08-13,,,,,,,,,,,,,,,,,,,,2.7
2018-08-15,,,,,,,,,,,,,,,,,,,,2.7
2018-08-17,,,,,,,,,,,,,,,,,,,,2.64
2018-08-28,,,,,,,,,,,,,,,,,,,,2.5
2018-08-29,,,,,,,,,,,,,,,,,,,,2.48
2018-09-03,,,,,,,,,,,,,,,,,,,,2.48
2018-09-11,,,,,,,,,,,,,,,,,,,,2.74
2018-09-13,,,,,,,,,,,,,,,,,,,,2.8
2018-09-14,,,,,,,,,,,,,,,,,,,,2.7
2018-10-01,,,,,,,,,,,,,,,,,,,,2.62
2018-10-02,,,,,,,,,,,,,,,,,,,,2.7
2018-10-03,,,,,,,,,,,,,,,,,,,,2.74
2018-10-04,,,,,,,,,,,,,,,,,,,,2.74
2018-10-08,,,,,,,,,,,,,,,,,,,,2.74
2018-10-11,,,,,,,,,,,,,,,,,,,,2.6
2018-10-15,,,,,,,,,,,,,,,,,,,,2.6
2018-10-19,,,,,,,,,,,,,,,,,,,,2.56
2018-10-23,,,,,,,,,,,,,,,,,,,,3.0
2018-11-07,,,,,,,,,,,,,,,,,,,,2.4
2018-11-08,,,,,,,,,,,,,,,,,,,,2.68
2018-11-09,,,,,,,,,,,,,,,,,,,,2.7
