,TPXH FP Equity_DX_SI_QTY,TPXH FP Equity_DX_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TPXH FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TPXH FP Equity_DX_SI_MV,TPXH FP Equity_DX_DSS,TPXH FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY,TPXH FP Equity_DX_BROKER_SI_QTY,TPXH FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TPXH FP Equity_DX_BROKER_SI_MV_NEW_x,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_x,TPXH FP Equity_DX_BROKER_SI_MV_INC_x,TPXH FP Equity_DX_BROKER_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_NEW,TPXH FP Equity_DX_SUPPLY_SI_MV_DEC,TPXH FP Equity_DX_BROKER_SI_QTY_INC,TPXH FP Equity_DX_SUPPLY_SI_QTY_DEC,TPXH FP Equity_DX_BROKER_SI_MV_NEW_y,TPXH FP Equity_DX_BROKER_SI_MV_INC_y,TPXH FP Equity_DX_SUPPLY_SI_QTY_INC_y,TPXH FP Equity_DX_BROKER_SI_MV_ADD,TPXH FP Equity_DX_SUPPLY_SI_QTY_ADD,TPXH FP Equity_DX_BROKER_SI_QTY_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV,TPXH FP Equity_DX_BROKER_SI_MV_DEC,TPXH FP Equity_DX_SUPPLY_SI_MV_RMV,TPXH FP Equity_DX_BROKER_SI_MV_RMV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TPXH FP Equity_DX_UTILIZATION_QUANTITY,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TPXH FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TPXH FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TPXH FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TPXH FP Equity_DX_ACTIVE_UTILIZATION_MV,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TPXH FP Equity_DX_BROKER_SI_CON_RATIO,TPXH FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TPXH FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41337.84,,0.04,0.0,,0.0,,0.0
2022-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41337.84,,0.04,0.0,,0.0,,0.0
2022-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41337.84,,0.04,0.0,,0.0,,0.0
2022-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41432.96,,0.04,0.0,,0.0,,0.0
2022-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41657.64,,0.04,0.0,,0.0,,0.0
2022-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41939.23,,0.04,0.0,,0.0,,0.0
2022-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41247.64,,0.04,0.0,,0.0,,0.0
2022-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40508.0,,0.04,0.0,,0.0,,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40301.36,,0.04,0.0,,0.0,,0.0
2022-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40608.04,,0.04,0.0,,0.0,,0.0
2022-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41626.48,,0.04,0.0,,0.0,,0.0
2022-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41797.04,,0.04,0.0,,0.0,,0.0
2022-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41121.36,,0.04,0.0,,0.0,,0.0
2022-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41539.56,,0.04,0.0,,0.0,,0.0
2022-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41182.04,,0.04,0.0,,0.0,,0.0
2022-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41175.48,,0.04,0.0,,0.0,,0.0
2022-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41357.52,,0.04,0.0,,0.0,,0.0
2022-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40353.84,,0.04,0.0,,0.0,,0.0
2022-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40229.2,,0.04,0.0,,0.0,,0.0
2022-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40396.48,,0.04,0.0,,0.0,,0.0
2022-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,39697.84,,0.04,0.0,,0.0,,0.0
2022-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40696.6,,0.04,0.0,,0.0,,0.0
2022-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40499.8,,0.04,0.0,,0.0,,0.0
2022-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40734.32,,0.04,0.0,,0.0,,0.0
2022-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40365.32,,0.04,0.0,,0.0,,0.0
2022-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40266.92,,0.04,0.0,,0.0,,0.0
2022-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40799.92,,0.04,0.0,,0.0,,0.0
2022-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41288.64,,0.04,0.0,,0.0,,0.0
2022-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40498.16,,0.04,0.0,,0.0,,0.0
2022-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,40781.88,,0.04,0.0,,0.0,,0.0
2022-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41106.6,,0.04,0.0,,0.0,,0.0
2022-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41373.92,,0.04,0.0,,0.0,,0.0
2022-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41698.64,,0.04,0.0,,0.0,,0.0
2022-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41391.96,,0.04,0.0,,0.0,,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41928.24,,0.04,0.0,,0.0,,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41977.44,,0.04,0.0,,0.0,,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,41724.88,,0.04,0.0,,0.0,,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,42128.32,,0.04,0.0,,0.0,,0.0
2022-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,164.0,42464.52,,0.04,0.0,,0.0,,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42936.3,,0.04,0.0,,0.0,,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42896.7,,0.04,0.0,,0.0,,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41759.85,,0.04,0.0,,0.0,,0.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40781.4,,0.04,0.0,,0.0,,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40670.85,,0.04,0.0,,0.0,,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40555.35,,0.04,0.0,,0.0,,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,39707.25,,0.04,0.0,,0.0,,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40121.4,,0.04,0.0,,0.0,,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40121.4,,0.04,0.0,,0.0,,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40903.5,,0.04,0.0,,0.0,,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40781.4,,0.04,0.0,,0.0,,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40393.65,,0.04,0.0,,0.0,,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41144.4,,0.04,0.0,,0.0,,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41012.4,,0.04,0.0,,0.0,,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41644.35,,0.04,0.0,,0.0,,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41306.1,,0.04,0.0,,0.0,,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40773.15,,0.04,0.0,,0.0,,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40593.3,,0.04,0.0,,0.0,,0.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40916.7,,0.04,0.0,,0.0,,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40327.65,,0.04,0.0,,0.0,,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40621.35,,0.04,0.0,,0.0,,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41281.35,,0.04,0.0,,0.0,,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41730.15,,0.04,0.0,,0.0,,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41642.7,,0.04,0.0,,0.0,,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41457.9,,0.04,0.0,,0.0,,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41114.7,,0.04,0.0,,0.0,,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41121.3,,0.04,0.0,,0.0,,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41576.7,,0.04,0.0,,0.0,,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41863.8,,0.04,0.0,,0.0,,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41966.1,,0.04,0.0,,0.0,,0.0
2022-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42339.0,,0.04,0.0,,0.0,,0.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42603.0,,0.04,0.0,,0.0,,0.0
2022-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42449.55,,0.04,0.0,,0.0,,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42565.05,,0.04,0.0,,0.0,,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42287.85,,0.04,0.0,,0.0,,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42647.55,,0.04,0.0,,0.0,,0.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42462.75,,0.04,0.0,,0.0,,0.0
2022-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42353.85,,0.04,0.0,,0.0,,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42715.2,,0.04,0.0,,0.0,,0.0
2022-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42296.1,,0.04,0.0,,0.0,,0.0
2022-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42353.85,,0.04,0.0,,0.0,,0.0
2022-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42145.95,,0.04,0.0,,0.0,,0.0
2022-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42378.6,,0.04,0.0,,0.0,,0.0
2022-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42675.6,,0.04,0.0,,0.0,,0.0
2022-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42160.8,,0.04,0.0,,0.0,,0.0
2022-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42533.7,,0.04,0.0,,0.0,,0.0
2022-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42642.6,,0.04,0.0,,0.0,,0.0
2022-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43101.3,,0.04,0.0,,0.0,,0.0
2022-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43244.85,,0.04,0.0,,0.0,,0.0
2022-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43401.6,,0.04,0.0,,0.0,,0.0
2022-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43503.9,,0.04,0.0,,0.0,,0.0
2022-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43606.2,,0.04,0.0,,0.0,,0.0
2022-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43310.85,,0.04,0.0,,0.0,,0.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43154.1,,0.04,0.0,,0.0,,0.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42985.8,,0.04,0.0,,0.0,,0.0
2022-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43152.45,,0.04,0.0,,0.0,,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43187.1,,0.04,0.0,,0.0,,0.0
2022-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42875.25,,0.04,0.0,,0.0,,0.0
2022-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42644.25,,0.04,0.0,,0.0,,0.0
2022-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42741.6,,0.04,0.0,,0.0,,0.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42543.6,,0.04,0.0,,0.0,,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42139.35,,0.04,0.0,,0.0,,0.0
2022-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42406.65,,0.04,0.0,,0.0,,0.0
2022-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42167.4,,0.04,0.0,,0.0,,0.0
2022-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42141.0,,0.04,0.0,,0.0,,0.0
2022-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42046.95,,0.04,0.0,,0.0,,0.0
2022-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42753.15,,0.04,0.0,,0.0,,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42977.55,,0.04,0.0,,0.0,,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,43264.65,,0.04,0.0,,0.0,,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42659.1,,0.04,0.0,,0.0,,0.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42507.3,,0.04,0.0,,0.0,,0.0
2022-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42467.7,,0.04,0.0,,0.0,,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42147.6,,0.04,0.0,,0.0,,0.0
2022-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42231.75,,0.04,0.0,,0.0,,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42139.35,,0.04,0.0,,0.0,,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42027.15,,0.04,0.0,,0.0,,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41419.95,,0.04,0.0,,0.0,,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41030.55,,0.04,0.0,,0.0,,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40779.75,,0.04,0.0,,0.0,,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40657.65,,0.04,0.0,,0.0,,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40814.4,,0.04,0.0,,0.0,,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40855.65,,0.04,0.0,,0.0,,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,40956.3,,0.04,0.0,,0.0,,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41240.1,,0.04,0.0,,0.0,,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42254.85,,0.04,0.0,,0.0,,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,41923.2,,0.04,0.0,,0.0,,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,165.0,42032.1,,0.04,0.0,,0.0,,0.0
