,EGRI FP Equity_DX_SI_QTY,EGRI FP Equity_DX_SHORT_INTEREST_VALUE,EGRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EGRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EGRI FP Equity_DX_SI_MV,EGRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EGRI FP Equity_DX_SUPPLY_SI_QTY,EGRI FP Equity_DX_BROKER_SI_QTY,EGRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EGRI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EGRI FP Equity_DX_BROKER_SI_MV_INC_x,EGRI FP Equity_DX_BROKER_SI_QTY_ADD,EGRI FP Equity_DX_SUPPLY_SI_MV_DEC,EGRI FP Equity_DX_BROKER_SI_QTY_INC,EGRI FP Equity_DX_SUPPLY_SI_QTY_DEC,EGRI FP Equity_DX_BROKER_SI_MV_INC_y,EGRI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EGRI FP Equity_DX_BROKER_SI_MV_ADD,EGRI FP Equity_DX_SUPPLY_SI_QTY_ADD,EGRI FP Equity_DX_BROKER_SI_QTY_DEC,EGRI FP Equity_DX_SUPPLY_SI_MV,EGRI FP Equity_DX_BROKER_SI_MV_DEC,EGRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EGRI FP Equity_DX_UTILIZATION_QUANTITY,EGRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EGRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EGRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EGRI FP Equity_DX_ACTIVE_UTILIZATION_MV,EGRI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EGRI FP Equity_DX_BROKER_SI_CON_RATIO,EGRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EGRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-01-06,7000.0,292740.0,0.73,0.03,0.29,292740.0,0.0,7000.0,0.0,,,7000.0,,,,,,0.29,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0136
2023-01-09,7000.0,294770.0,0.73,0.03,0.29,294770.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0136
2023-01-10,7000.0,292880.0,0.72,0.03,0.29,292880.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0136
2023-01-11,7000.0,295680.0,0.7,0.03,0.29,295680.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0136
2023-01-12,7000.0,297080.0,0.7,0.03,0.3,297080.0,0.0,7000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0136
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7000.0,0.0,0.3,0.0,0.0,515000.0,21841150.0,21.88,0.0,,0.0,,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21836000.0,21.86,0.0,,0.0,,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,22078050.0,21.86,0.0,,0.0,,0.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,22026550.0,22.08,0.0,,0.0,,0.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,22011100.0,22.06,0.0,,0.0,,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,515000.0,21830850.0,22.04,0.0,,0.0,,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21873734.51,21.84,0.0,,0.0,,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21961674.32,21.79,0.0,,0.0,,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21922877.34,21.9,0.0,,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21842696.93,21.88,0.0,,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21822005.21,21.77,0.0,,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21710787.21,21.72,0.0,,0.0,,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21759930.05,21.61,0.0,,0.0,,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21767689.44,21.84,0.0,,0.0,,0.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,22124621.61,21.68,0.0,,0.0,,0.0
2023-02-03,33800.0,1435655.0,4.23,0.12,0.74,1435655.0,16900.0,33800.0,717827.5,,,33800.0,,,,,,0.74,16900.0,,0.72,,3.28,3.27,498100.0,21156797.5,21.25,3.28,2.28,0.9554,97.72,0.0653
2023-02-06,33800.0,1426867.0,4.09,0.12,0.74,1426867.0,16900.0,33800.0,713433.5,,,,,,,,,,,,0.72,,3.28,3.27,498100.0,21027291.5,21.18,3.28,2.3,0.9551,97.7,0.0653
2023-02-07,33800.0,1422135.0,4.19,0.12,1.42,1422135.0,16900.0,33800.0,711067.5,,,,,,,,,,,,0.71,,3.28,3.27,498100.0,20957557.5,20.96,3.28,49.96,0.5,50.04,0.0653
2023-02-08,33800.0,1421797.0,4.3,0.12,1.42,1421797.0,16900.0,33800.0,710898.5,,,,,,,,,,,,0.71,,3.28,3.27,498100.0,20952576.5,20.94,3.28,49.96,0.5,50.04,0.0653
2023-02-09,33800.0,1423318.0,4.44,0.12,1.42,711659.0,16900.0,16900.0,711659.0,,,,,,,,,,,16900.0,0.71,0.71,3.28,3.27,498100.0,20974991.0,20.89,3.28,50.0,0.5,50.0,0.0653
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.71,,16900.0,,,,,16900.0,0.0,0.71,0.0,0.0,517293.0,21718546.61,21.71,0.0,,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21728892.47,21.63,0.0,,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21643539.12,21.65,0.0,,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21534907.59,21.59,0.0,,0.0,,0.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21571118.1,21.41,0.0,,0.0,,0.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,517293.0,21612501.54,21.52,0.0,,0.0,,0.0
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10500434.66,10.44,0.0,,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10443668.74,10.39,0.0,,0.0,,0.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10462590.71,10.33,0.0,,0.0,,0.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10504219.06,10.38,0.0,,0.0,,0.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10449976.06,10.41,0.0,,0.0,,0.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10418439.44,10.36,0.0,,0.0,,0.0
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10383118.41,10.3,0.0,,0.0,,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10331398.35,10.29,0.0,,0.0,,0.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10326352.49,10.25,0.0,,0.0,,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10352843.26,10.24,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10331398.35,10.25,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10371765.23,10.22,0.0,,0.0,,0.0
2023-03-08,32200.0,1326318.0,6.52,0.12,1.34,1326318.0,16100.0,32200.0,663159.0,,,32200.0,,,,,,1.34,16100.0,,0.66,,6.44,6.38,233900.0,9634341.0,9.61,6.44,49.38,0.5001,50.62,0.1276
2023-03-09,32200.0,1325513.0,6.49,0.12,1.34,1325513.0,16100.0,32200.0,662756.5,,,,,,,,,,,,0.66,,6.44,6.38,233900.0,9628493.5,9.64,6.44,49.43,0.5001,50.57,0.1276
2023-03-10,32200.0,1335978.0,6.72,0.12,1.32,1335978.0,16100.0,32200.0,667989.0,,,,,,,,,,,,0.66,,6.44,6.38,233900.0,9704511.0,9.61,6.44,49.99,0.5,50.01,0.1276
2023-03-13,32200.0,1350790.0,6.73,0.12,1.33,1350790.0,16100.0,32200.0,675395.0,,,,,,,,,,,,0.67,,6.44,6.38,233900.0,9812105.0,9.7,6.44,49.81,0.5,50.19,0.1276
2023-03-14,32200.0,1335012.0,6.54,0.13,1.34,1335012.0,16100.0,32200.0,667506.0,,,,,,,,,,,,0.68,,6.44,6.38,233900.0,9697494.0,9.81,6.44,49.54,0.5,50.46,0.1276
2023-03-15,32200.0,1360772.0,6.52,0.13,1.33,1360772.0,16100.0,32200.0,680386.0,,,,,,,,,,,,0.67,,6.44,6.38,233900.0,9884614.0,9.72,6.44,49.83,0.5,50.17,0.1276
2023-03-16,125400.0,5264919.0,27.5,0.49,5.24,5264919.0,62700.0,125400.0,2632459.5,46600.0,3.91,,,93200.0,,3.91,46600.0,,,,2.65,,25.08,24.85,187300.0,7863790.5,7.93,25.08,49.35,0.5001,50.65,0.497
2023-03-17,125400.0,5292507.0,20.54,0.49,5.22,4613006.5,62700.0,109300.0,2646253.5,,,,,,,,,,,16100.0,2.63,0.65,25.08,24.85,187300.0,7904996.5,7.86,25.08,49.64,0.5,50.36,0.497
2023-03-20,93200.0,3936768.0,15.88,0.36,3.89,3936768.0,46600.0,93200.0,1968384.0,,,,0.65,,16100.0,,,,,16100.0,1.97,0.65,18.64,18.47,203400.0,8591616.0,8.59,18.64,49.39,0.5001,50.61,0.3694
2023-03-21,93200.0,3922788.0,13.68,0.36,3.89,3922788.0,46600.0,93200.0,1961394.0,,,,,,,,,,,,1.97,,18.64,18.47,203400.0,8561106.0,8.6,18.64,49.36,0.5001,50.64,0.3694
2023-03-22,46600.0,1953239.0,6.97,0.18,1.97,0.0,46600.0,0.0,1953239.0,,,,,,,,,,,93200.0,1.97,3.88,18.64,18.47,203400.0,8525511.0,8.61,18.64,49.99,1.0,100.0,0.1847
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.96,,46600.0,,,,,,0.0,,0.0,0.0,252293.0,10654333.39,10.44,0.0,,0.0,,0.0
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10668209.51,10.56,0.0,,0.0,,0.0
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10631627.02,10.58,0.0,,0.0,,0.0
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10589998.68,10.54,0.0,,0.0,,0.0
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10591260.14,10.51,0.0,,0.0,,0.0
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10562246.45,10.5,0.0,,0.0,,0.0
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10597567.47,10.45,0.0,,0.0,,0.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10651810.46,10.52,0.0,,0.0,,0.0
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10640457.28,10.56,0.0,,0.0,,0.0
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10687131.48,10.55,0.0,,0.0,,0.0
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10689654.41,10.58,0.0,,0.0,,0.0
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10689654.41,10.6,0.0,,0.0,,0.0
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10689654.41,10.6,0.0,,0.0,,0.0
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10598828.93,10.61,0.0,,0.0,,0.0
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10566030.84,10.5,0.0,,0.0,,0.0
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10574861.1,10.46,0.0,,0.0,,0.0
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10543324.47,10.49,0.0,,0.0,,0.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10520618.1,10.46,0.0,,0.0,,0.0
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10515572.24,10.43,0.0,,0.0,,0.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10497911.73,10.41,0.0,,0.0,,0.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10531971.29,10.41,0.0,,0.0,,0.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10492865.87,10.45,0.0,,0.0,,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10490342.94,10.41,0.0,,0.0,,0.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10555939.12,10.4,0.0,,0.0,,0.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10555939.12,10.46,0.0,,0.0,,0.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10521879.57,10.48,0.0,,0.0,,0.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10612705.05,10.42,0.0,,0.0,,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10612705.05,10.53,0.0,,0.0,,0.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10651810.46,10.52,0.0,,0.0,,0.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10629104.09,10.57,0.0,,0.0,,0.0
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10675778.3,10.52,0.0,,0.0,,0.0
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10611443.58,10.59,0.0,,0.0,,0.0
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10603874.79,10.49,0.0,,0.0,,0.0
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10583691.35,10.52,0.0,,0.0,,0.0
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10605136.26,10.5,0.0,,0.0,,0.0
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10664425.11,10.5,0.0,,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10631627.02,10.57,0.0,,0.0,,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10598828.93,10.53,0.0,,0.0,,0.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10578645.49,10.5,0.0,,0.0,,0.0
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10583691.35,10.48,0.0,,0.0,,0.0
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10509264.91,10.5,0.0,,0.0,,0.0
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10537017.15,10.4,0.0,,0.0,,0.0
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10520618.1,10.45,0.0,,0.0,,0.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10506741.99,10.43,0.0,,0.0,,0.0
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10515572.24,10.41,0.0,,0.0,,0.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10501696.13,10.44,0.0,,0.0,,0.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10465113.64,10.41,0.0,,0.0,,0.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10545847.4,10.37,0.0,,0.0,,0.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10593783.07,10.47,0.0,,0.0,,0.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10624058.23,10.55,0.0,,0.0,,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10668209.51,10.53,0.0,,0.0,,0.0
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10640457.28,10.57,0.0,,0.0,,0.0
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10602613.32,10.55,0.0,,0.0,,0.0
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10592521.61,10.51,0.0,,0.0,,0.0
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10550893.26,10.5,0.0,,0.0,,0.0
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10571076.7,10.45,0.0,,0.0,,0.0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10603874.79,10.48,0.0,,0.0,,0.0
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10602613.32,10.52,0.0,,0.0,,0.0
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10578645.49,10.5,0.0,,0.0,,0.0
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10576122.56,10.46,0.0,,0.0,,0.0
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10540801.54,10.48,0.0,,0.0,,0.0
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10586214.28,10.45,0.0,,0.0,,0.0
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10543324.47,10.5,0.0,,0.0,,0.0
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10605136.26,10.45,0.0,,0.0,,0.0
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10591260.14,10.53,0.0,,0.0,,0.0
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10545847.4,10.5,0.0,,0.0,,0.0
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10640457.28,10.46,0.0,,0.0,,0.0
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10658117.79,10.55,0.0,,0.0,,0.0
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10616489.44,10.56,0.0,,0.0,,0.0
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10641718.74,10.52,0.0,,0.0,,0.0
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10586214.28,10.54,0.0,,0.0,,0.0
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10613966.51,10.5,0.0,,0.0,,0.0
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10592521.61,10.52,0.0,,0.0,,0.0
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,252293.0,10572338.16,10.48,0.0,,0.0,,0.0
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,372293.0,15591630.84,15.51,0.0,,0.0,,0.0
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,372293.0,15442713.64,15.54,0.0,,0.0,,0.0
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,372293.0,15463189.76,15.34,0.0,,0.0,,0.0
