,TKTT FP Equity_DX_SI_QTY,TKTT FP Equity_DX_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TKTT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TKTT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TKTT FP Equity_DX_SI_MV,TKTT FP Equity_DX_DSS,TKTT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY,TKTT FP Equity_DX_BROKER_SI_QTY,TKTT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TKTT FP Equity_DX_BROKER_SI_MV_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TKTT FP Equity_DX_BROKER_SI_MV_INC_x,TKTT FP Equity_DX_SUPPLY_SI_MV_NEW,TKTT FP Equity_DX_BROKER_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_NEW,TKTT FP Equity_DX_SUPPLY_SI_MV_DEC,TKTT FP Equity_DX_BROKER_SI_QTY_INC,TKTT FP Equity_DX_SUPPLY_SI_QTY_DEC,TKTT FP Equity_DX_BROKER_SI_MV_NEW_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TKTT FP Equity_DX_BROKER_SI_MV_INC_y,TKTT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TKTT FP Equity_DX_BROKER_SI_MV_ADD,TKTT FP Equity_DX_SUPPLY_SI_QTY_ADD,TKTT FP Equity_DX_BROKER_SI_QTY_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV,TKTT FP Equity_DX_BROKER_SI_MV_DEC,TKTT FP Equity_DX_SUPPLY_SI_MV_RMV,TKTT FP Equity_DX_BROKER_SI_MV_RMV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TKTT FP Equity_DX_UTILIZATION_QUANTITY,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TKTT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TKTT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TKTT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TKTT FP Equity_DX_ACTIVE_UTILIZATION_MV,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TKTT FP Equity_DX_BROKER_SI_CON_RATIO,TKTT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TKTT FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-05-23,123327.0,3579749.82,0.23,2.01,0.19,3.8,0.0,2994924.12,116627.0,103179.0,3385272.35,,,,,,,,,,,,,,,,,,3.49,,,,3.12,3.12,3615774.0,104953224.69,,107.32,3.15,11.9,0.6029,76.42,0.033
2016-05-24,34837.0,1018611.24,0.06,0.56,0.05,1.05,0.0,429496.81,28137.0,14689.0,822707.59,,,,,,,,2.65,,88490.0,,,,,,,88490.0,0.84,2.75,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.64,0.2817,45.02,0.0093
2016-05-25,34837.0,1020296.56,0.06,0.56,0.05,1.05,0.0,430207.43,28137.0,14689.0,824068.79,,,,,,,,,,,,,,,,,,0.84,,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.61,0.2817,45.04,0.0093
2016-05-26,34837.0,1037823.96,0.06,0.56,0.05,1.06,0.0,437597.84,28137.0,14689.0,838225.24,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.74,0.0,0.0,,0.0,100.0,22.72,0.2833,45.21,0.0092
2016-05-27,34837.0,1016925.91,0.06,0.57,0.05,1.06,0.0,428786.2,28137.0,14689.0,821346.39,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.34,0.2839,45.44,0.0093
2016-05-30,34837.0,1014566.45,0.06,0.56,0.05,1.06,0.0,427791.33,28137.0,14689.0,819440.72,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.38,0.2842,45.46,0.0093
2016-05-31,34837.0,1018105.64,0.06,0.55,0.05,1.06,0.0,429283.63,28137.0,14689.0,822299.23,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.44,0.2842,45.43,0.0093
2016-06-01,34837.0,1058216.41,0.06,0.54,0.05,1.07,0.0,446196.31,28137.0,14689.0,854695.73,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.75,0.0,0.0,,0.0,100.0,23.09,0.2818,44.88,0.0092
2016-06-02,34837.0,1042374.34,0.06,0.53,0.05,1.08,0.0,439516.51,28137.0,14689.0,841900.47,,,,,,,,,,,,,,,,,,0.86,,,,100.0,0.74,0.0,0.0,,0.0,100.0,22.6,0.2797,44.75,0.0092
2016-06-03,36837.0,1097227.46,0.07,0.56,0.06,1.15,0.0,422633.78,30637.0,14189.0,912554.16,,,,,,,,,,,,,,,,2500.0,500.0,0.95,0.02,,,100.0,0.81,0.0,0.0,,0.0,100.0,20.99,0.2587,43.4,0.0098
2016-06-06,34277.0,1021970.2,0.06,0.54,0.05,1.06,0.0,346719.12,28077.0,11629.0,837116.94,,,,,,,,0.08,,2560.0,,,,,,,2560.0,0.86,0.08,,,100.0,0.75,0.0,0.0,,0.0,100.0,22.93,0.2917,46.44,0.0091
2016-06-07,34277.0,1039381.66,0.06,0.54,0.05,1.06,0.0,352626.23,28077.0,11629.0,851379.03,,,,,,,,,,,,,,,,,,0.87,,,,100.0,0.74,0.0,0.0,,0.0,100.0,23.17,0.29,46.13,0.0091
2016-06-08,26129.0,786242.35,0.05,0.4,0.04,0.81,0.0,349925.84,19900.0,11629.0,598806.8,,,,,,,,0.25,,8177.0,,,,,,,,0.62,,,,100.0,0.53,0.0,0.0,,0.0,100.0,30.72,0.2885,41.13,0.0069
2016-06-09,26129.0,766649.49,0.05,0.56,0.04,0.81,0.0,341205.82,19900.0,11629.0,583884.76,,,,,,,,,,,,,,,,,,0.62,,,,100.0,0.53,0.0,0.0,,0.0,100.0,30.07,0.2913,41.99,0.0069
2016-06-10,26129.0,770568.06,0.05,0.59,0.04,0.8,0.0,342949.83,19900.0,11629.0,586869.17,,,,,,,,,,,,,,,,,,0.62,,,,100.0,0.53,0.0,0.0,,0.0,100.0,30.41,0.2924,41.93,0.007
2016-06-13,26129.0,748952.72,0.05,0.65,0.04,0.8,0.0,333329.68,19900.0,11629.0,570406.79,,,,,,,,,,,,,,,,,,0.61,,,,100.0,0.53,0.0,0.0,,0.0,100.0,30.66,0.2901,41.43,0.0069
2016-06-14,25929.0,710982.43,0.05,0.61,0.04,0.77,0.0,313387.26,19900.0,11429.0,545665.1,,,,,,,,,,,,,,,,,200.0,0.6,0.01,,,100.0,0.53,0.0,0.0,,0.0,100.0,29.6,0.2977,43.02,0.0069
2016-06-15,25929.0,733686.7,0.05,0.6,0.04,0.76,0.0,323394.86,19900.0,11429.0,563090.18,,,,,,,,,,,,,,,,,,0.58,,,,100.0,0.53,0.0,0.0,,0.0,100.0,30.95,0.299,42.37,0.0068
2016-06-16,25929.0,728920.06,0.05,0.61,0.04,0.75,0.0,321293.82,19900.0,11429.0,559431.88,,,,,,,,,,,,,,,,,,0.57,,,,100.0,0.53,0.0,0.0,,0.0,100.0,31.2,0.2921,41.13,0.0068
2016-06-17,33637.0,998494.93,0.06,0.8,0.05,1.01,0.0,568070.8,27608.0,19137.0,819527.55,,,1852.0,0.23,,,,,7708.0,,,,0.23,1852.0,,5856.0,,0.8,,,,100.0,0.72,0.0,0.0,,0.0,100.0,30.91,0.2587,30.92,0.0088
2016-06-20,33637.0,1006143.12,0.06,0.71,0.05,1.04,0.0,572422.06,27608.0,19137.0,825804.89,,,,,,,,,,,,,,,,,,0.85,,,,100.0,0.72,0.0,0.0,,0.0,100.0,31.19,0.2601,31.41,0.0087
2016-06-21,41669.0,1222002.99,0.08,0.87,0.07,1.3,0.0,796769.76,27608.0,27169.0,809644.07,,,,0.25,,,,,8032.0,,,,0.25,,,,,0.85,,,,100.0,0.72,0.0,0.0,,0.0,100.0,24.85,0.2397,33.36,0.0108
2016-06-22,46379.0,1378080.07,0.09,0.97,0.07,1.44,0.0,947235.05,27608.0,31879.0,820328.91,,,,0.14,,,,,4710.0,,,,0.14,,,,,0.85,,,,0.72,0.72,3826871.0,113709537.69,,116.24,0.72,22.44,0.2502,36.56,0.012
2016-06-23,49234.0,1476011.96,0.09,1.05,0.08,1.54,0.0,1041308.84,30721.0,34734.0,921001.0,,,,0.11,,,,,3113.0,,,,0.11,,,3113.0,258.0,0.93,0.01,,,0.8,0.8,3822795.0,114605580.25,,116.82,0.79,20.57,0.2699,41.32,0.0128
2016-06-24,48293.0,1356685.77,0.09,1.07,0.08,1.49,0.0,975775.44,29780.0,34734.0,836603.69,,,,,,,,0.02,,941.0,,,,,,,,0.92,,,,0.77,0.77,3823278.0,107406598.44,,118.01,0.78,21.45,0.2854,43.34,0.0125
2016-06-27,222702.0,5795206.56,0.41,4.88,0.35,6.25,0.0,820533.51,201076.0,31532.0,5232449.44,,,7425.0,,,,,0.01,,127.0,,,,7425.0,,163998.0,3202.0,5.62,0.13,,,5.22,5.22,3650503.0,94994292.56,,105.3,5.07,9.44,0.6271,78.33,0.0578
2016-06-28,216663.0,6005962.73,0.4,4.61,0.34,6.06,0.0,762114.13,195037.0,27493.0,5406483.59,,,,,,,,0.18,,6039.0,,,,,,,4039.0,5.44,0.16,,,5.1,5.1,3629095.0,100599591.65,,98.65,5.23,6.93,0.6531,80.2,0.0567
2016-06-29,214196.0,5982134.49,0.4,4.52,0.34,6.15,0.0,698934.14,194570.0,25026.0,5434013.28,,,,,,,,0.01,,467.0,,,,,,,2467.0,5.56,0.06,,,5.09,5.09,3629200.0,101357459.98,,103.2,5.11,6.01,0.6733,81.55,0.056
2016-06-30,198095.0,5645543.99,0.37,4.14,0.31,5.79,0.0,713220.34,178469.0,25026.0,5086219.19,,,,,,,,0.46,,16101.0,,,,,,,,5.2,,,,4.65,4.65,3662194.0,104369506.12,,105.97,4.68,6.45,0.6477,79.86,0.0516
2016-07-01,355272.0,10147302.06,0.66,7.25,0.56,10.71,0.0,5592909.38,178469.0,195816.0,5097443.23,,,,5.27,,,,,170790.0,,,,5.27,,,,,5.25,,,,4.63,4.63,3674676.0,104956335.86,,107.89,4.64,4.49,0.7508,86.37,0.0922
2016-07-04,356812.0,9889208.49,0.66,7.31,0.56,10.67,0.0,5427130.39,180009.0,195816.0,4989032.12,,,326.0,,,,,0.05,,1559.0,,,,326.0,,2773.0,,5.23,,,,4.66,4.66,3685391.0,102142304.51,,108.07,4.62,4.52,0.7446,86.01,0.0923
2016-07-05,353699.0,9585087.8,0.66,7.29,0.56,10.2,0.0,5222166.8,176896.0,192703.0,4793804.03,,,,,,,,0.09,,3113.0,,,,,,,3113.0,4.99,0.11,,,4.56,4.56,3701564.0,100310761.26,,105.94,4.5,3.95,0.755,86.65,0.0912
2016-07-06,344299.0,9296423.37,0.64,7.19,0.54,9.72,0.0,4949367.54,171496.0,183303.0,4630566.52,,,,,,,,0.17,,5400.0,,,,,,,9400.0,4.71,0.27,,,4.43,4.43,3696187.0,99800810.39,,102.04,4.41,3.7,0.7952,88.97,0.089
2016-07-07,364399.0,9957644.46,0.68,7.5,0.57,10.3,0.0,5558233.58,171496.0,203403.0,4686336.12,,,,0.55,,100.0,,,20000.0,,,,0.55,,0.0,,,4.73,,,,4.44,4.44,3693006.0,100915866.27,,101.55,4.45,6.14,0.7186,84.29,0.0943
2016-07-08,226531.0,6372168.62,0.42,4.67,0.36,6.38,0.0,1548098.49,171496.0,55035.0,4824070.12,,,,0.31,,,,,10000.0,,,,0.31,,,,158368.0,4.82,4.6,,,4.44,4.44,3687088.0,103715369.8,,102.8,4.48,12.28,0.5193,69.81,0.0587
2016-07-11,226531.0,6440254.49,0.42,4.7,0.36,6.51,0.0,1564639.75,171496.0,55035.0,4875614.75,,,,,,,,,,,,,,,,,,4.92,,,,4.44,4.44,3690132.0,104910097.07,,105.4,4.46,12.27,0.5187,69.77,0.0587
2016-07-12,223321.0,6448025.61,0.42,4.67,0.35,6.51,0.0,1496361.41,171496.0,51825.0,4951664.2,,,,,,,,,,,,,,,,,3210.0,4.98,0.09,,,4.43,4.43,3699428.0,106814883.07,,106.91,4.45,12.36,0.5314,70.85,0.0577
2016-07-13,376119.0,10982127.82,0.7,8.24,0.59,11.16,0.0,6281278.75,171496.0,215123.0,5007433.8,,,,4.72,,4930.0,,,158368.0,,,,4.72,,0.16,,,5.06,,,,4.41,4.41,3714018.0,108443924.37,,108.95,4.43,7.29,0.6726,81.37,0.0968
2016-07-14,368157.0,10865743.75,0.69,8.26,0.58,10.99,0.0,6114126.15,171496.0,207161.0,5061513.41,,,,,,,,,,,,,,,,,7962.0,5.1,0.24,,,4.4,4.4,3723834.0,109904812.42,,110.45,4.42,7.48,0.7016,83.18,0.0945
2016-07-15,380127.0,10938081.11,0.71,8.88,0.6,11.35,0.0,6089641.21,178996.0,211631.0,5150575.38,,,,0.12,,,,,4570.0,,,,0.12,,,7500.0,100.0,5.3,0.0,,,4.56,4.56,3748483.0,107861875.32,,112.13,4.51,7.83,0.6618,80.67,0.0968
2016-07-18,380127.0,11074807.12,0.71,8.95,0.6,11.28,0.0,6165761.72,178996.0,211631.0,5214957.57,,,,,,,,,,,,,,,,,,5.26,,,,4.55,4.55,3751695.0,109303728.75,,109.95,4.56,7.98,0.6612,80.63,0.0967
2016-07-19,373916.0,11144413.25,0.7,8.91,0.59,11.24,0.0,6122458.97,178996.0,205420.0,5334902.47,,,,,,,,,,,,,,,,,6211.0,5.35,0.19,,,4.56,4.56,3750392.0,111778897.61,,111.49,4.57,8.19,0.6826,82.03,0.0952
2016-07-20,367705.0,11033578.83,0.68,8.98,0.58,11.17,0.0,5977585.85,178996.0,199209.0,5371062.33,,,,,,,,,,,,,,,,,6211.0,5.42,0.18,,,4.59,4.59,3724492.0,111759361.65,,112.54,4.6,6.59,0.7038,83.44,0.0942
2016-07-21,347705.0,10382050.43,0.65,8.57,0.55,10.59,0.0,5350963.82,178996.0,179209.0,5344603.9,,,,,,,,,,,,,,,,,20000.0,5.43,0.6,,,4.59,4.59,3723152.0,111168812.14,,113.08,4.58,4.08,0.7798,88.11,0.0891
2016-07-22,346135.0,10159508.31,0.64,8.6,0.54,10.49,0.0,5213933.57,178996.0,177639.0,5253763.27,,,,,,,,,,,,,,,,,1570.0,5.38,0.05,,,4.58,4.58,3728285.0,109429969.39,,112.83,4.55,4.04,0.7875,88.56,0.0886
2016-07-25,336135.0,9872620.24,0.63,8.35,0.53,10.12,0.0,4923724.65,178996.0,167639.0,5257291.06,,,,,,,,,,,,,,,,,10000.0,5.33,0.3,,,4.58,4.58,3728740.0,109516813.12,,110.94,4.58,2.94,0.8342,91.22,0.086
2016-07-26,336135.0,10000147.79,0.63,8.85,0.53,10.17,0.0,4987325.85,178996.0,167639.0,5325201.05,,,,,,,,,,,,,,,,,,5.37,,,,4.58,4.58,3727750.0,110902021.3,,111.27,4.6,2.93,0.8341,91.21,0.086
2016-07-27,346635.0,10519187.34,0.65,9.23,0.54,10.55,0.0,5087270.61,178996.0,167639.0,5431916.74,,,,,,,,,,,,,,,,,,5.43,,,,4.58,4.58,3728256.0,113139825.25,,112.32,4.61,2.82,0.8381,91.43,0.0887
2016-07-28,186496.0,5605300.89,0.35,4.95,0.29,5.8,0.0,4986179.88,178996.0,165897.0,5379881.81,,,,,,,,,,,,,,,,,1742.0,5.47,0.06,,,4.58,4.58,3731252.0,112146052.29,,113.97,4.58,5.2,0.7329,85.25,0.0477
2016-07-29,175996.0,4996611.99,0.33,4.82,0.28,5.3,0.0,4411796.36,168496.0,155397.0,4783683.34,,,3326.0,,,,,0.42,,13826.0,,,,3326.0,,,10500.0,5.0,0.49,,,4.31,4.31,3744097.0,106296733.71,,112.71,4.25,5.81,0.7147,84.11,0.045
2016-08-01,110596.0,3182378.57,0.21,2.76,0.17,3.2,0.0,2589646.32,103096.0,89997.0,2966567.51,,,,,,,,1.99,,65400.0,,,,,,,65400.0,3.01,2.08,,,2.62,2.62,3827098.0,110124006.78,,110.63,2.65,9.01,0.5739,74.55,0.0281
2016-08-02,176596.0,4996243.83,0.33,4.15,0.28,5.14,0.0,4413458.11,103096.0,155997.0,2916786.07,,,,,,66000.0,,,,,,,,,1.96,,,2.96,,,,2.6,2.6,3865767.0,109370056.55,,112.14,2.58,19.68,0.2923,46.11,0.0445
2016-08-03,296596.0,8446809.55,1.36,6.76,0.47,8.64,0.0,7860167.01,223096.0,275997.0,6353590.15,,,120000.0,3.49,,,,,120000.0,,,,3.49,120000.0,,,,6.46,,,,5.55,5.55,3799242.0,108199279.84,,109.76,5.56,11.76,0.4881,67.79,0.0737
2016-08-04,313710.0,9006850.52,1.44,6.78,0.49,9.16,0.0,8415437.7,256096.0,293111.0,7352709.16,,,,0.53,,,,,17114.0,,,,0.53,,,33000.0,,7.46,,,,6.22,6.22,3858307.0,110774901.63,,111.82,6.26,10.93,0.5111,69.71,0.0762
2016-08-05,310611.0,8864310.48,1.43,6.25,0.49,9.05,0.0,8364890.2,252997.0,293111.0,7220104.75,,,,,,,,0.12,,3099.0,,,,,,,,7.32,,,,6.15,6.15,3863509.0,110257986.07,,112.69,6.1,11.15,0.5198,70.29,0.0755
2016-08-08,320611.0,9072287.59,1.47,6.46,0.5,9.32,0.0,8577092.38,262997.0,303111.0,7441991.76,,,,0.28,,,,,10000.0,,,,0.28,,,10000.0,,7.55,,,,6.34,6.34,3885923.0,109959455.63,,112.31,6.3,10.81,0.532,71.27,0.0773
2016-08-09,320611.0,9241316.81,1.47,6.55,0.5,9.28,0.0,8736895.42,262997.0,303111.0,7580646.32,,,,,,,,,,,,,,,,,,7.68,,,,6.34,6.34,3887859.0,112063955.15,,111.74,6.43,10.4,0.5356,71.57,0.0772
2016-08-10,265997.0,7667118.56,1.22,5.28,0.42,7.69,0.0,7378877.76,206921.0,255997.0,5964307.26,,,,,,,,1.63,,56076.0,,,,,,,47114.0,6.04,1.39,,,4.98,4.98,3948516.0,113812337.31,,114.88,5.0,12.56,0.5002,68.29,0.064
2016-08-11,258497.0,7647082.31,1.19,4.99,0.41,7.53,0.0,7351253.64,206921.0,248497.0,6121316.38,,,,,,,,,,,,,,,,,7500.0,6.22,0.22,,,4.98,4.98,3949067.0,116824722.93,,116.1,5.09,13.16,0.5273,70.15,0.0622
2016-08-12,258497.0,7658545.29,1.19,4.96,0.41,7.54,0.0,7362273.18,206921.0,248497.0,6130492.23,,,,,,,,,,,,,,,,,,6.22,,,,4.98,4.98,3951421.0,117069585.73,,118.44,4.99,13.15,0.5238,69.84,0.0622
2016-08-15,258497.0,7641987.65,1.19,4.9,0.41,7.66,0.0,7346356.07,206921.0,248497.0,6117238.22,,,,,,,,,,,,,,,,,,6.21,,,,4.97,4.97,3953836.0,116887878.37,,118.8,4.97,12.96,0.5277,70.19,0.0621
2016-08-16,258497.0,7641987.65,1.19,4.89,0.41,7.62,0.0,7346356.07,206921.0,248497.0,6117238.22,,,,,,,,,,,,,,,,,,6.2,,,,4.98,4.98,3951935.0,116831678.81,,118.07,4.99,13.0,0.5262,70.06,0.0622
2016-08-17,257035.0,7555706.64,1.18,4.75,0.4,7.56,0.0,7261750.31,206921.0,247035.0,6082573.87,,,,,,,,,,,,,,,,,1462.0,6.17,0.05,,,4.97,4.97,3952919.0,116198557.93,,118.33,4.96,13.09,0.5246,69.92,0.0618
2016-08-18,258035.0,7628329.47,1.19,4.81,0.4,7.56,0.0,7332697.89,206921.0,248035.0,6117238.22,,,,,,1000.0,,,,,,,,,0.03,,,6.2,,,,4.97,4.97,3956848.0,116976922.61,,117.69,5.0,13.09,0.5192,69.53,0.062
2016-08-19,176000.0,5189240.83,0.81,3.3,0.28,5.25,0.0,4894397.6,125886.0,166000.0,3711663.47,,,,,,,,2.43,,81035.0,,,,,,,82035.0,3.77,2.31,,,3.0,3.0,4068938.0,119969881.9,,121.96,2.99,18.85,0.3952,56.66,0.042
2016-08-22,143000.0,4198643.46,0.66,2.67,0.22,4.27,0.0,2936114.31,125886.0,100000.0,3696156.86,,,,,,,,,,,,,,,,,66000.0,3.75,1.98,,,3.0,3.0,4069169.0,119475453.25,,121.73,2.99,23.0,0.5478,70.0,0.0341
2016-08-23,110000.0,3274711.01,0.51,2.05,0.17,3.3,0.0,2977010.01,92886.0,100000.0,2765225.52,,,,,,,,0.98,,33000.0,,,,,,,,2.81,,,,2.21,2.21,4102454.0,122130466.26,,122.83,2.23,9.06,0.8353,90.94,0.0262
2016-08-24,110000.0,3273627.03,0.51,2.06,0.17,3.31,0.0,2976024.57,92886.0,100000.0,2764310.18,,,,,,,,,,,,,,,,,,2.8,,,,2.21,2.21,4112160.0,122378892.04,,124.41,2.2,9.01,0.8361,90.99,0.0262
2016-08-25,110000.0,3213466.0,0.51,2.06,0.17,3.3,0.0,2921332.73,92886.0,100000.0,2713509.12,,,,,,,,,,,,,,,,,,2.76,,,,2.21,2.21,4114171.0,120188623.98,,123.66,2.18,9.15,0.8337,90.85,0.0261
2016-08-26,110000.0,3280672.92,0.51,2.04,0.17,3.33,0.0,2982429.92,92886.0,100000.0,2770259.86,,,,,,,,,,,,,,,,,,2.83,,,,2.21,2.21,4104746.0,122421172.96,,122.86,2.25,9.07,0.8351,90.93,0.0262
2016-08-29,110000.0,3227557.77,0.51,2.03,0.17,3.32,0.0,2934143.43,92886.0,100000.0,2725408.47,,,,,,,,,,,,,,,,,,2.77,,,,2.21,2.21,4109235.0,120570848.84,,124.61,2.17,9.11,0.8345,90.89,0.0262
2016-08-30,110000.0,3387445.19,0.51,2.03,0.17,3.31,0.0,3079495.63,92886.0,100000.0,2860420.31,,,,,,,,,,,,,,,,,,2.89,,,,2.21,2.21,4105612.0,126432141.92,,123.54,2.29,9.14,0.8339,90.86,0.0262
2016-08-31,110000.0,3412376.78,0.51,1.8,0.17,3.31,0.0,3102160.71,92886.0,100000.0,2881473.0,,,,,,,,,,,,,,,,,,2.9,,,,2.21,2.21,4110845.0,127525018.55,,127.97,2.22,9.0,0.8361,91.0,0.0262
2016-09-01,110000.0,3549500.57,0.51,1.74,0.17,3.33,0.0,3226818.7,92886.0,100000.0,2997262.81,,,,,,,,,,,,,,,,,,3.03,,,,2.21,2.21,4110388.0,132634768.45,,129.81,2.28,9.44,0.829,90.56,0.0262
2016-09-02,113507.0,3639734.99,0.52,1.68,0.18,3.47,0.0,3206617.2,96393.0,100000.0,3090954.52,,,,,,,,,,,,,,,,3507.0,,3.14,,,,2.28,2.28,4124458.0,132255579.82,,135.19,2.27,9.44,0.7713,87.25,0.0269
2016-09-05,123498.0,4014872.98,0.57,1.74,0.19,3.8,0.0,3575765.55,106384.0,109991.0,3458503.35,,,,,,9991.0,,,,,,,,,0.33,9991.0,,3.5,,,,2.52,2.52,4115245.0,133785048.75,,134.32,2.54,11.56,0.6588,79.88,0.0293
2016-09-06,131260.0,4291788.89,0.6,1.84,0.21,4.31,0.0,3850152.5,106384.0,117753.0,3478421.98,,,,0.07,,5900.0,,,1862.0,,,,0.07,,0.2,,,3.52,,,,2.52,2.52,4114799.0,134540976.99,,135.1,2.54,11.76,0.5991,76.05,0.0311
2016-09-07,135655.0,4444180.74,0.62,1.9,0.21,4.47,0.0,4001679.18,106384.0,122148.0,3485236.25,,,,0.16,,,,,4395.0,,,,0.16,,,,,3.54,,,,2.52,2.52,4114554.0,134796517.88,,136.57,2.52,13.18,0.5637,73.39,0.0321
2016-09-08,144399.0,4791829.53,0.66,1.97,0.23,4.78,0.0,4343604.53,106384.0,130892.0,3530315.26,,,,0.3,,,,,8744.0,,,,0.3,,,,,3.58,,,,2.65,2.65,3912760.0,129843551.0,,130.24,2.67,15.44,0.5068,68.73,0.0359
2016-09-09,147143.0,4864763.15,0.68,2.0,0.23,4.89,0.0,4360542.75,108128.0,131892.0,3574870.09,,,,0.03,,,,0.44,1000.0,13256.0,,,0.03,,,15000.0,,3.63,,,,2.55,2.55,4126593.0,136431210.16,,139.15,2.54,13.07,0.4867,67.26,0.0347
2016-09-12,147143.0,4811113.0,0.68,2.22,0.23,4.94,0.0,4312453.3,108128.0,131892.0,3535445.29,,,,,,,,,,,,,,,,,,3.59,,,,2.68,2.68,3926593.0,128387233.12,,131.32,2.66,12.88,0.4927,67.78,0.0365
2016-09-13,147143.0,4795887.96,0.68,2.29,0.23,4.93,0.0,4298806.3,108128.0,131892.0,3524257.18,,,,,,,,,,,,,,,,,,3.58,,,,2.67,2.67,3939997.0,128417826.1,,130.66,2.67,12.78,0.495,67.98,0.0363
2016-09-14,157642.0,5093812.12,0.72,2.31,0.25,5.27,0.0,4601013.7,108128.0,142391.0,3493889.43,,,,0.36,,,,,10499.0,,,,0.36,,,,,3.55,,,,2.66,2.66,3954097.0,127766884.63,,130.53,2.65,18.79,0.4503,63.31,0.0388
2016-09-15,161210.0,5239287.12,0.74,2.43,0.25,5.39,0.0,4743633.2,108128.0,145959.0,3514134.59,,,,0.12,,,,,3568.0,,,,0.12,,,,,3.56,,,,2.6,2.6,4058093.0,131887068.96,,133.21,2.6,20.53,0.4403,62.02,0.0387
2016-09-16,161210.0,5574487.11,0.74,2.55,0.25,5.48,0.0,5047122.17,108128.0,145959.0,3738962.49,,,,,,,,,,,,,,,,,,3.75,,,,2.49,2.49,4235008.0,146442513.04,,141.66,2.58,20.34,0.4388,61.94,0.0371
2016-09-19,155298.0,5402193.52,0.71,2.25,0.24,5.46,0.0,5393462.24,93128.0,155047.0,3239548.99,,,,0.36,,,,0.49,9088.0,15000.0,,,0.36,,,,,3.29,,,,2.14,2.14,4251675.0,147898692.49,,149.22,2.16,21.86,0.4772,64.3,0.0357
2016-09-20,140885.0,4970239.91,0.65,1.98,0.22,5.01,0.0,4970239.91,85827.0,140885.0,3027865.15,,,,,,1189.0,,0.26,,7301.0,,,,,0.04,,15351.0,3.08,0.51,,,1.98,1.98,4258830.0,150245993.93,,150.88,2.0,13.86,0.5331,70.4,0.0324
2016-09-21,142141.0,4999142.13,0.65,1.97,0.22,5.05,0.0,4954968.23,87083.0,140885.0,3062735.55,,,,,,,,,,,,,,,,1256.0,,3.1,,,,2.01,2.01,4247854.0,149398314.97,,151.86,2.0,14.39,0.5243,69.6,0.0328
2016-09-22,140214.0,5079213.3,0.64,1.94,0.22,5.01,0.0,5033715.05,87083.0,138958.0,3154557.55,,,,0.05,,2900.0,,,1273.0,,,,0.05,,0.1,,6100.0,3.21,0.2,,,1.99,1.99,4296047.0,155623112.3,,153.59,2.04,15.42,0.5298,70.41,0.032
2016-09-23,141214.0,4964451.89,0.65,1.94,0.22,5.03,0.0,4920296.56,87083.0,139958.0,3061448.33,,,,,,1000.0,,,,,,,,,0.04,,,3.11,,,,1.99,1.99,4290187.0,150823763.7,,157.03,1.94,15.73,0.5197,69.66,0.0323
2016-09-26,136810.0,4748284.85,0.63,1.82,0.21,4.89,0.0,4704692.67,85156.0,135554.0,2955521.85,,,,,,,,0.07,,1927.0,,,,,,,4404.0,3.0,0.17,,,1.94,1.94,4313162.0,149697549.69,,153.37,1.92,13.54,0.5554,72.61,0.0311
2016-09-27,131834.0,4595069.23,0.61,1.74,0.21,4.72,0.0,4551291.4,84142.0,130578.0,2932766.32,,,,,,,,0.04,,1014.0,,,,,,,4976.0,2.97,0.18,,,1.89,1.89,4362631.0,152059343.32,,154.16,1.89,11.56,0.5922,75.56,0.0296
