,ALTXC FP Equity_DX_SI_QTY,ALTXC FP Equity_DX_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTXC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTXC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTXC FP Equity_DX_SI_MV,ALTXC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTXC FP Equity_DX_SUPPLY_SI_QTY,ALTXC FP Equity_DX_BROKER_SI_QTY,ALTXC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTXC FP Equity_DX_SUPPLY_SI_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_UTILIZATION_QUANTITY,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTXC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTXC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTXC FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTXC FP Equity_DX_BROKER_SI_CON_RATIO,ALTXC FP Equity_DX_DEMAND_SUPPLY_RATIO,ALTXC FP Equity_PX_LAST
2023-03-01,,,,,,,,,,,,,,,,,,,,9.0
2023-03-02,,,,,,,,,,,,,,,,,,,,9.35
2023-03-03,,,,,,,,,,,,,,,,,,,,9.35
2023-03-06,,,,,,,,,,,,,,,,,,,,8.8
2023-03-07,,,,,,,,,,,,,,,,,,,,9.35
2023-03-08,,,,,,,,,,,,,,,,,,,,9.35
2023-03-09,,,,,,,,,,,,,,,,,,,,9.35
2023-03-10,,,,,,,,,,,,,,,,,,,,9.35
2023-03-13,,,,,,,,,,,,,,,,,,,,9.35
2023-03-14,,,,,,,,,,,,,,,,,,,,9.35
2023-03-15,,,,,,,,,,,,,,,,,,,,9.35
2023-03-16,,,,,,,,,,,,,,,,,,,,9.35
2023-03-17,,,,,,,,,,,,,,,,,,,,9.35
2023-03-20,,,,,,,,,,,,,,,,,,,,9.35
2023-03-21,,,,,,,,,,,,,,,,,,,,9.35
2023-03-22,,,,,,,,,,,,,,,,,,,,9.45
2023-03-23,,,,,,,,,,,,,,,,,,,,9.6
2023-03-24,,,,,,,,,,,,,,,,,,,,9.8
2023-03-27,,,,,,,,,,,,,,,,,,,,9.35
2023-03-28,,,,,,,,,,,,,,,,,,,,10.0
2023-03-29,,,,,,,,,,,,,,,,,,,,10.0
2023-03-30,,,,,,,,,,,,,,,,,,,,10.0
2023-03-31,,,,,,,,,,,,,,,,,,,,9.9
2023-04-03,,,,,,,,,,,,,,,,,,,,10.0
2023-04-04,,,,,,,,,,,,,,,,,,,,9.1
2023-04-05,,,,,,,,,,,,,,,,,,,,10.1
2023-04-06,,,,,,,,,,,,,,,,,,,,9.8
2023-04-11,,,,,,,,,,,,,,,,,,,,9.8
2023-04-12,,,,,,,,,,,,,,,,,,,,9.85
2023-04-13,,,,,,,,,,,,,,,,,,,,9.85
2023-04-14,,,,,,,,,,,,,,,,,,,,9.85
2023-04-17,,,,,,,,,,,,,,,,,,,,9.85
2023-04-18,,,,,,,,,,,,,,,,,,,,9.85
2023-04-19,,,,,,,,,,,,,,,,,,,,10.2
2023-04-20,,,,,,,,,,,,,,,,,,,,9.8
2023-04-21,,,,,,,,,,,,,,,,,,,,9.8
2023-04-24,,,,,,,,,,,,,,,,,,,,10.0
2023-04-25,,,,,,,,,,,,,,,,,,,,9.8
2023-04-26,,,,,,,,,,,,,,,,,,,,9.8
2023-04-27,,,,,,,,,,,,,,,,,,,,8.5
2023-04-28,,,,,,,,,,,,,,,,,,,,8.6
2023-05-02,,,,,,,,,,,,,,,,,,,,8.7
2023-05-03,,,,,,,,,,,,,,,,,,,,8.7
2023-05-04,,,,,,,,,,,,,,,,,,,,8.25
2023-05-05,,,,,,,,,,,,,,,,,,,,8.2
2023-05-08,,,,,,,,,,,,,,,,,,,,8.5
2023-05-09,,,,,,,,,,,,,,,,,,,,8.4
2023-05-10,,,,,,,,,,,,,,,,,,,,8.5
2023-05-11,,,,,,,,,,,,,,,,,,,,8.3
2023-05-12,,,,,,,,,,,,,,,,,,,,8.75
2023-05-15,,,,,,,,,,,,,,,,,,,,8.7
2023-05-16,,,,,,,,,,,,,,,,,,,,8.8
2023-05-17,,,,,,,,,,,,,,,,,,,,8.8
2023-05-18,,,,,,,,,,,,,,,,,,,,8.9
2023-05-19,,,,,,,,,,,,,,,,,,,,9.1
2023-05-22,,,,,,,,,,,,,,,,,,,,9.1
2023-05-23,,,,,,,,,,,,,,,,,,,,9.1
2023-05-24,,,,,,,,,,,,,,,,,,,,9.1
2023-05-25,,,,,,,,,,,,,,,,,,,,9.1
2023-05-26,,,,,,,,,,,,,,,,,,,,9.1
2023-05-29,,,,,,,,,,,,,,,,,,,,9.1
2023-05-30,,,,,,,,,,,,,,,,,,,,8.9
2023-05-31,,,,,,,,,,,,,,,,,,,,8.9
2023-06-01,,,,,,,,,,,,,,,,,,,,9.2
2023-06-02,,,,,,,,,,,,,,,,,,,,9.3
2023-06-05,,,,,,,,,,,,,,,,,,,,9.2
2023-06-06,,,,,,,,,,,,,,,,,,,,8.55
2023-06-07,,,,,,,,,,,,,,,,,,,,9.15
2023-06-08,,,,,,,,,,,,,,,,,,,,9.05
2023-06-09,,,,,,,,,,,,,,,,,,,,9.15
2023-06-12,,,,,,,,,,,,,,,,,,,,9.15
2023-06-13,,,,,,,,,,,,,,,,,,,,9.15
2023-06-14,,,,,,,,,,,,,,,,,,,,9.15
2023-06-15,,,,,,,,,,,,,,,,,,,,9.15
2023-06-16,,,,,,,,,,,,,,,,,,,,9.15
2023-06-19,,,,,,,,,,,,,,,,,,,,8.75
2023-06-20,,,,,,,,,,,,,,,,,,,,8.75
2023-06-21,,,,,,,,,,,,,,,,,,,,8.55
2023-06-22,,,,,,,,,,,,,,,,,,,,8.55
2023-06-23,,,,,,,,,,,,,,,,,,,,9.15
2023-06-26,,,,,,,,,,,,,,,,,,,,9.15
2023-06-27,,,,,,,,,,,,,,,,,,,,9.15
2023-06-28,,,,,,,,,,,,,,,,,,,,9.15
2023-06-29,,,,,,,,,,,,,,,,,,,,9.15
2023-06-30,,,,,,,,,,,,,,,,,,,,9.4
2023-07-03,,,,,,,,,,,,,,,,,,,,9.9
2023-07-04,,,,,,,,,,,,,,,,,,,,10.0
2023-07-05,,,,,,,,,,,,,,,,,,,,10.3
2023-07-06,,,,,,,,,,,,,,,,,,,,10.4
2023-07-07,,,,,,,,,,,,,,,,,,,,10.2
2023-07-10,,,,,,,,,,,,,,,,,,,,10.2
2023-07-11,,,,,,,,,,,,,,,,,,,,10.2
2023-07-12,,,,,,,,,,,,,,,,,,,,10.8
2023-07-13,,,,,,,,,,,,,,,,,,,,9.7
2023-07-14,,,,,,,,,,,,,,,,,,,,9.7
2023-07-17,,,,,,,,,,,,,,,,,,,,10.0
2023-07-18,,,,,,,,,,,,,,,,,,,,10.0
2023-07-19,,,,,,,,,,,,,,,,,,,,11.0
2023-07-20,,,,,,,,,,,,,,,,,,,,10.6
2023-07-21,,,,,,,,,,,,,,,,,,,,10.8
2023-07-24,,,,,,,,,,,,,,,,,,,,11.0
2023-07-25,,,,,,,,,,,,,,,,,,,,12.4
2023-07-26,,,,,,,,,,,,,,,,,,,,13.1
2023-07-27,,,,,,,,,,,,,,,,,,,,13.0
2023-07-28,,,,,,,,,,,,,,,,,,,,12.9
2023-07-31,,,,,,,,,,,,,,,,,,,,12.5
2023-08-01,,,,,,,,,,,,,,,,,,,,12.9
2023-08-02,,,,,,,,,,,,,,,,,,,,12.5
2023-08-03,,,,,,,,,,,,,,,,,,,,12.5
2023-08-04,,,,,,,,,,,,,,,,,,,,12.5
2023-08-07,,,,,,,,,,,,,,,,,,,,12.5
2023-08-08,,,,,,,,,,,,,,,,,,,,12.5
2023-08-09,,,,,,,,,,,,,,,,,,,,12.5
2023-08-10,,,,,,,,,,,,,,,,,,,,12.5
2023-08-11,,,,,,,,,,,,,,,,,,,,12.5
2023-08-14,,,,,,,,,,,,,,,,,,,,12.5
2023-08-15,,,,,,,,,,,,,,,,,,,,12.5
2023-08-16,,,,,,,,,,,,,,,,,,,,11.9
2023-08-17,,,,,,,,,,,,,,,,,,,,12.0
2023-08-18,,,,,,,,,,,,,,,,,,,,12.4
2023-08-21,,,,,,,,,,,,,,,,,,,,12.4
2023-08-22,,,,,,,,,,,,,,,,,,,,12.4
2023-08-23,,,,,,,,,,,,,,,,,,,,12.4
2023-08-24,,,,,,,,,,,,,,,,,,,,12.3
2023-08-25,,,,,,,,,,,,,,,,,,,,12.3
2023-08-28,,,,,,,,,,,,,,,,,,,,12.3
2023-08-29,,,,,,,,,,,,,,,,,,,,12.3
2023-08-30,,,,,,,,,,,,,,,,,,,,11.9
2023-08-31,,,,,,,,,,,,,,,,,,,,11.8
2023-09-01,,,,,,,,,,,,,,,,,,,,11.8
2023-09-04,,,,,,,,,,,,,,,,,,,,11.8
2023-09-05,,,,,,,,,,,,,,,,,,,,11.7
2023-09-06,,,,,,,,,,,,,,,,,,,,11.7
2023-09-07,,,,,,,,,,,,,,,,,,,,11.1
2023-09-08,,,,,,,,,,,,,,,,,,,,11.3
2023-09-11,,,,,,,,,,,,,,,,,,,,11.2
2023-09-12,,,,,,,,,,,,,,,,,,,,11.3
2023-09-13,,,,,,,,,,,,,,,,,,,,11.5
2023-09-14,,,,,,,,,,,,,,,,,,,,11.5
2023-09-15,,,,,,,,,,,,,,,,,,,,11.6
2023-09-18,,,,,,,,,,,,,,,,,,,,11.9
2023-09-19,,,,,,,,,,,,,,,,,,,,12.1
2023-09-20,,,,,,,,,,,,,,,,,,,,11.7
2023-09-21,,,,,,,,,,,,,,,,,,,,12.0
2023-09-22,,,,,,,,,,,,,,,,,,,,12.0
2023-09-25,,,,,,,,,,,,,,,,,,,,11.8
2023-09-26,,,,,,,,,,,,,,,,,,,,11.8
2023-09-27,,,,,,,,,,,,,,,,,,,,11.8
2023-09-28,,,,,,,,,,,,,,,,,,,,11.4
2023-09-29,,,,,,,,,,,,,,,,,,,,11.4
2023-10-02,,,,,,,,,,,,,,,,,,,,11.5
2023-10-03,,,,,,,,,,,,,,,,,,,,11.5
2023-10-04,,,,,,,,,,,,,,,,,,,,11.5
2023-10-05,,,,,,,,,,,,,,,,,,,,11.5
2023-10-06,,,,,,,,,,,,,,,,,,,,11.5
2023-10-09,,,,,,,,,,,,,,,,,,,,11.5
2023-10-10,,,,,,,,,,,,,,,,,,,,11.5
2023-10-11,,,,,,,,,,,,,,,,,,,,11.0
2023-10-12,,,,,,,,,,,,,,,,,,,,11.0
2023-10-13,,,,,,,,,,,,,,,,,,,,10.9
2023-10-16,,,,,,,,,,,,,,,,,,,,10.9
2023-10-17,,,,,,,,,,,,,,,,,,,,11.0
2023-10-18,,,,,,,,,,,,,,,,,,,,11.0
2023-10-19,,,,,,,,,,,,,,,,,,,,11.0
2023-10-20,,,,,,,,,,,,,,,,,,,,11.0
2023-10-23,,,,,,,,,,,,,,,,,,,,11.1
2023-10-24,,,,,,,,,,,,,,,,,,,,11.1
2023-10-25,,,,,,,,,,,,,,,,,,,,10.9
2023-10-26,,,,,,,,,,,,,,,,,,,,11.2
2023-10-27,,,,,,,,,,,,,,,,,,,,11.5
2023-10-30,,,,,,,,,,,,,,,,,,,,11.0
2023-10-31,,,,,,,,,,,,,,,,,,,,11.0
2023-11-01,,,,,,,,,,,,,,,,,,,,11.0
2023-11-02,,,,,,,,,,,,,,,,,,,,11.5
2023-11-03,,,,,,,,,,,,,,,,,,,,11.4
2023-11-06,,,,,,,,,,,,,,,,,,,,11.4
2023-11-07,,,,,,,,,,,,,,,,,,,,11.8
2023-11-08,,,,,,,,,,,,,,,,,,,,11.8
2023-11-09,,,,,,,,,,,,,,,,,,,,11.7
2023-11-10,,,,,,,,,,,,,,,,,,,,11.9
2023-11-13,,,,,,,,,,,,,,,,,,,,11.9
2023-11-14,,,,,,,,,,,,,,,,,,,,11.9
2023-11-15,,,,,,,,,,,,,,,,,,,,11.7
2023-11-16,,,,,,,,,,,,,,,,,,,,11.7
2023-11-17,,,,,,,,,,,,,,,,,,,,11.7
2023-11-20,,,,,,,,,,,,,,,,,,,,11.7
2023-11-21,,,,,,,,,,,,,,,,,,,,11.6
2023-11-22,,,,,,,,,,,,,,,,,,,,11.6
2023-11-23,,,,,,,,,,,,,,,,,,,,11.7
2023-11-24,,,,,,,,,,,,,,,,,,,,11.7
2023-11-27,,,,,,,,,,,,,,,,,,,,11.6
2023-11-28,,,,,,,,,,,,,,,,,,,,11.7
2023-11-29,,,,,,,,,,,,,,,,,,,,11.7
2023-11-30,,,,,,,,,,,,,,,,,,,,11.7
2023-12-01,,,,,,,,,,,,,,,,,,,,11.4
2023-12-04,,,,,,,,,,,,,,,,,,,,11.4
2023-12-05,,,,,,,,,,,,,,,,,,,,11.6
2023-12-06,,,,,,,,,,,,,,,,,,,,11.5
2023-12-07,,,,,,,,,,,,,,,,,,,,11.5
2023-12-08,,,,,,,,,,,,,,,,,,,,11.5
2023-12-11,,,,,,,,,,,,,,,,,,,,11.5
2023-12-12,,,,,,,,,,,,,,,,,,,,11.5
2023-12-13,,,,,,,,,,,,,,,,,,,,11.5
2023-12-14,,,,,,,,,,,,,,,,,,,,11.5
2023-12-15,,,,,,,,,,,,,,,,,,,,11.5
2023-12-18,,,,,,,,,,,,,,,,,,,,11.4
2023-12-19,,,,,,,,,,,,,,,,,,,,11.5
2023-12-20,,,,,,,,,,,,,,,,,,,,11.5
2023-12-21,,,,,,,,,,,,,,,,,,,,11.5
2023-12-22,,,,,,,,,,,,,,,,,,,,11.7
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,580.0,0.0,0.0,0.0,0.0,11.6
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,580.0,0.0,0.0,0.0,0.0,11.6
2024-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,580.0,0.0,0.0,0.0,0.0,11.6
2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,580.0,0.0,0.0,0.0,0.0,11.6
2024-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,565.0,0.0,0.0,0.0,0.0,11.3
2024-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,560.0,0.0,0.0,0.0,0.0,11.2
2024-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,560.0,0.0,0.0,0.0,0.0,11.2
2024-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,555.0,0.0,0.0,0.0,0.0,11.1
2024-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,555.0,0.0,0.0,0.0,0.0,11.1
2024-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,555.0,0.0,0.0,0.0,0.0,11.1
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,555.0,0.0,0.0,0.0,0.0,11.1
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,560.0,0.0,0.0,0.0,0.0,11.2
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,555.0,0.0,0.0,0.0,0.0,11.1
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,570.0,0.0,0.0,0.0,0.0,11.4
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,565.0,0.0,0.0,0.0,0.0,11.3
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,585.0,0.0,0.0,0.0,0.0,11.7
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,595.0,0.0,0.0,0.0,0.0,11.9
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,595.0,0.0,0.0,0.0,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,595.0,0.0,0.0,0.0,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,595.0,0.0,0.0,0.0,0.0,11.9
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,575.0,0.0,0.0,0.0,0.0,11.5
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,580.0,0.0,0.0,0.0,0.0,11.6
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,590.0,0.0,0.0,0.0,0.0,11.8
