,AWAT FP Equity_DX_SI_QTY,AWAT FP Equity_DX_SHORT_INTEREST_VALUE,AWAT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AWAT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AWAT FP Equity_DX_SI_MV,AWAT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AWAT FP Equity_DX_SUPPLY_SI_QTY,AWAT FP Equity_DX_BROKER_SI_QTY,AWAT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AWAT FP Equity_DX_SUPPLY_SI_QTY_INC_x,AWAT FP Equity_DX_BROKER_SI_MV_INC_x,AWAT FP Equity_DX_BROKER_SI_QTY_ADD,AWAT FP Equity_DX_SUPPLY_SI_MV_DEC,AWAT FP Equity_DX_BROKER_SI_QTY_INC,AWAT FP Equity_DX_SUPPLY_SI_QTY_DEC,AWAT FP Equity_DX_BROKER_SI_MV_INC_y,AWAT FP Equity_DX_SUPPLY_SI_QTY_INC_y,AWAT FP Equity_DX_BROKER_SI_MV_ADD,AWAT FP Equity_DX_SUPPLY_SI_QTY_ADD,AWAT FP Equity_DX_BROKER_SI_QTY_DEC,AWAT FP Equity_DX_SUPPLY_SI_MV,AWAT FP Equity_DX_BROKER_SI_MV_DEC,AWAT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AWAT FP Equity_DX_UTILIZATION_QUANTITY,AWAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AWAT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AWAT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AWAT FP Equity_DX_ACTIVE_UTILIZATION_MV,AWAT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AWAT FP Equity_DX_BROKER_SI_CON_RATIO,AWAT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AWAT FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-08-21,108.0,2697.08,0.01,0.0,0.0,2697.08,108.0,108.0,2697.08,,,,,,,,,,,,0.0,,100.0,5.99,0.0,0.0,0.0,100.0,,1.0,100.0,0.0599
2023-08-22,108.0,2714.15,0.01,0.0,0.0,2714.15,108.0,108.0,2714.15,,,,,,,,,,,,0.0,,100.0,4.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0469
2023-08-23,108.0,2738.77,0.01,0.0,0.0,2738.77,108.0,108.0,2738.77,,,,,,,,,,,,0.0,,100.0,4.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0469
2023-08-24,108.0,2727.0,0.01,0.0,0.0,2727.0,108.0,108.0,2727.0,,,,,,,,,,,,0.0,,100.0,4.69,0.0,0.0,0.0,100.0,,1.0,100.0,0.0469
2023-08-25,708.0,17916.65,0.07,0.02,0.02,10324.85,408.0,408.0,10324.85,,,300.0,,,,,,0.01,300.0,,0.01,,100.0,17.71,0.0,0.0,0.0,100.0,15.25,0.7415,84.75,0.3073
2023-08-28,4708.0,120501.26,0.45,0.16,0.12,61632.76,2408.0,2408.0,61632.76,2000.0,0.05,,,2000.0,,0.05,2000.0,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-08-29,4708.0,120826.11,0.45,0.16,0.12,61798.91,2408.0,2408.0,61798.91,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-08-30,4708.0,121000.31,0.45,0.16,0.12,61888.01,2408.0,2408.0,61888.01,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-08-31,4708.0,121730.05,0.46,0.16,0.12,62261.25,2408.0,2408.0,62261.25,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-01,4708.0,122431.54,0.47,0.16,0.12,62620.04,2408.0,2408.0,62620.04,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-04,4708.0,122257.34,0.46,0.16,0.12,62530.94,2408.0,2408.0,62530.94,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-05,4708.0,121593.52,0.45,0.16,0.12,62191.42,2408.0,2408.0,62191.42,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-06,4708.0,120689.58,0.49,0.15,0.12,61729.08,2408.0,2408.0,61729.08,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-07,108.0,2753.35,0.01,0.0,0.0,2753.35,108.0,108.0,2753.35,,,,0.06,,2300.0,,,,,2300.0,0.0,0.06,100.0,4.9,0.0,0.0,0.0,100.0,,1.0,100.0,0.049
2023-09-08,708.0,18090.82,0.07,0.02,0.02,10425.22,408.0,408.0,10425.22,,,300.0,,,,,,0.01,300.0,,0.01,,100.0,25.44,0.0,0.0,0.0,100.0,15.26,0.7414,84.74,0.4414
2023-09-11,4508.0,115030.64,0.47,0.15,0.12,58893.24,2308.0,2308.0,58893.24,1900.0,0.05,,,1900.0,,0.05,1900.0,,,,0.06,,100.0,72.03,0.0,0.0,0.0,100.0,2.4,0.9532,97.6,1.407
2023-09-12,4508.0,115012.6,0.47,0.15,0.12,58884.0,2308.0,2308.0,58884.0,,,,,,,,,,,,0.06,,100.0,72.03,0.0,0.0,0.0,100.0,2.4,0.9532,97.6,1.407
2023-09-13,4508.0,114597.87,0.47,0.15,0.11,58671.67,2308.0,2308.0,58671.67,,,,,,,,,,,,0.06,,100.0,72.03,0.0,0.0,0.0,100.0,2.4,0.9532,97.6,1.407
2023-09-14,4508.0,116117.06,0.47,0.14,0.11,59449.46,2308.0,2308.0,59449.46,,,,,,,,,,,,0.06,,100.0,72.03,0.0,0.0,0.0,100.0,2.4,0.9532,97.6,1.407
2023-09-15,108.0,2776.9,0.01,0.0,0.0,2776.9,108.0,108.0,2776.9,,,,0.06,,2200.0,,,,,2200.0,0.0,0.06,100.0,3.37,0.0,0.0,0.0,100.0,,1.0,100.0,0.0337
2023-09-18,108.0,2768.26,0.01,0.0,0.0,2768.26,108.0,108.0,2768.26,,,,,,,,,,,,0.0,,100.0,3.85,0.0,0.0,0.0,100.0,,1.0,100.0,0.0385
2023-09-19,108.0,2752.7,0.01,0.0,0.0,2752.7,108.0,108.0,2752.7,,,,,,,,,,,,0.0,,100.0,10.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.1076
2023-09-20,4708.0,120435.35,0.5,0.15,0.12,61599.05,2408.0,2408.0,61599.05,,,2300.0,,,,,,0.06,2300.0,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-21,4708.0,118519.19,0.5,0.15,0.12,60618.99,2408.0,2408.0,60618.99,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-22,4708.0,117935.4,0.49,0.15,0.12,60320.4,2408.0,2408.0,60320.4,,,,,,,,,,,,0.06,,100.0,72.88,0.0,0.0,0.0,100.0,2.29,0.9552,97.71,1.4249
2023-09-25,4808.0,120719.26,0.5,0.15,0.12,62970.86,2508.0,2508.0,62970.86,100.0,0.0,,,100.0,,0.0,100.0,,,,0.06,,100.0,73.68,0.0,0.0,0.0,100.0,4.33,0.9172,95.67,1.4125
2023-09-26,4808.0,120166.34,0.49,0.15,0.12,62682.44,2508.0,2508.0,62682.44,,,,,,,,,,,,0.06,,100.0,73.68,0.0,0.0,0.0,100.0,4.33,0.9172,95.67,1.4125
2023-09-27,4808.0,120704.84,0.48,0.15,0.12,62963.34,2508.0,2508.0,62963.34,,,,,,,,,,,,0.06,,100.0,73.68,0.0,0.0,0.0,100.0,4.33,0.9172,95.67,1.4125
2023-09-28,200.0,5009.6,0.02,0.01,0.01,2504.8,100.0,100.0,2504.8,,,,0.06,,2408.0,,,,,2408.0,0.0,0.06,100.0,2.94,0.0,0.0,0.0,100.0,8.02,1.0,100.0,0.0588
2023-09-29,200.0,5027.0,0.02,0.01,0.01,2513.5,100.0,100.0,2513.5,,,,,,,,,,,,0.0,,100.0,2.94,0.0,0.0,0.0,100.0,,1.0,100.0,0.0588
2023-10-02,200.0,4979.2,0.02,0.01,0.01,2489.6,100.0,100.0,2489.6,,,,,,,,,,,,0.0,,100.0,9.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1812
2023-10-03,200.0,4899.8,0.02,0.01,0.0,2449.9,100.0,100.0,2449.9,,,,,,,,,,,,0.0,,100.0,9.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1812
2023-10-04,100.0,2443.7,0.01,0.0,0.0,2443.7,0.0,100.0,0.0,,,,0.0,,100.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0996
2023-10-05,200.0,4914.2,0.02,0.01,0.0,2457.1,100.0,100.0,2457.1,,,,,,,,,,100.0,,0.0,,100.0,9.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.1812
2023-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,100.0,,,,,100.0,0.0,0.0,0.0,0.0,1104.0,27174.96,0.03,0.0,,0.0,,0.0
2023-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,27241.2,0.03,0.0,,0.0,,0.0
2023-10-10,600.0,15096.6,0.06,0.02,0.01,7548.3,300.0,300.0,7548.3,,,300.0,,,,,,0.01,300.0,,0.01,,100.0,23.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.4601
2023-10-11,600.0,15069.6,0.06,0.02,0.02,7534.8,300.0,300.0,7534.8,,,,,,,,,,,,0.01,,100.0,23.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.4601
2023-10-12,600.0,15096.0,0.06,0.02,0.02,7548.0,300.0,300.0,7548.0,,,,,,,,,,,,0.01,,100.0,13.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.2722
2023-10-13,600.0,14955.6,0.06,0.02,0.02,7477.8,300.0,300.0,7477.8,,,,,,,,,,,,0.01,,100.0,13.61,0.0,0.0,0.0,100.0,,1.0,100.0,0.2722
2023-10-16,600.0,15031.2,0.06,0.02,0.01,7515.6,300.0,300.0,7515.6,,,,,,,,,,,,0.01,,100.0,11.52,0.0,0.0,0.0,100.0,,1.0,100.0,0.2304
2023-10-17,600.0,15120.0,0.07,0.02,0.02,7560.0,300.0,300.0,7560.0,,,,,,,,,,,,0.01,,100.0,10.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.214
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,300.0,,,,,300.0,0.0,0.01,0.0,0.0,2904.0,71737.51,0.07,0.0,,0.0,,0.0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2904.0,70811.14,0.07,0.0,,0.0,,0.0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2904.0,69864.43,0.07,0.0,,0.0,,0.0
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,67284.78,0.07,0.0,,0.0,,0.0
2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,67396.94,0.07,0.0,,0.0,,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,67189.45,0.07,0.0,,0.0,,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,67680.15,0.07,0.0,,0.0,,0.0
2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,67368.9,0.07,0.0,,0.0,,0.0
2023-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1204.0,28799.68,0.03,0.0,,0.0,,0.0
2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1204.0,29117.54,0.03,0.0,,0.0,,0.0
2023-11-01,60.0,1456.14,0.01,0.0,0.0,1456.14,60.0,60.0,1456.14,,,60.0,,,,,,0.0,60.0,,0.0,,100.0,5.64,0.0,0.0,0.0,100.0,,1.0,100.0,0.0564
2023-11-02,4060.0,100237.34,0.52,0.13,0.1,50859.34,2060.0,2060.0,50859.34,2000.0,,2000.0,,,,,2000.0,0.05,,,0.05,,100.0,67.23,0.0,0.0,0.0,100.0,1.48,0.9709,98.52,1.3251
2023-11-03,4060.0,102060.28,0.54,0.12,0.1,51784.28,2060.0,2060.0,51784.28,,,,,,,,,,,,0.05,,100.0,67.23,0.0,0.0,0.0,100.0,1.48,0.9709,98.52,1.3251
2023-11-06,60.0,1492.92,0.01,0.0,0.0,1492.92,60.0,60.0,1492.92,,,,0.05,,2000.0,,,,,2000.0,0.0,0.05,100.0,1.96,0.0,0.0,0.0,100.0,,1.0,100.0,0.0196
2023-11-07,60.0,1493.88,0.01,0.0,0.0,1493.88,60.0,60.0,1493.88,,,,,,,,,,,,0.0,,100.0,2.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0214
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,60.0,,,,,60.0,0.0,0.0,0.0,0.0,2804.0,69466.3,0.07,0.0,,0.0,,0.0
2023-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,70301.89,0.07,0.0,,0.0,,0.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,70167.3,0.07,0.0,,0.0,,0.0
2023-11-13,39.0,976.25,0.01,0.0,0.0,976.25,39.0,39.0,976.25,,,39.0,,,,,,0.0,39.0,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139
2023-11-14,39.0,1001.99,0.01,0.0,0.0,1001.99,39.0,39.0,1001.99,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139
2023-11-15,39.0,1004.84,0.01,0.0,0.0,1004.84,39.0,39.0,1004.84,,,,,,,,,,,,0.0,,100.0,1.39,0.0,0.0,0.0,100.0,,1.0,100.0,0.0139
2023-11-16,39.0,994.89,0.01,0.0,0.0,994.89,39.0,39.0,994.89,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-11-17,39.0,997.19,0.01,0.0,0.0,997.19,39.0,39.0,997.19,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,39.0,,,,,39.0,0.0,0.0,0.0,0.0,2804.0,71431.9,0.07,0.0,,0.0,,0.0
2023-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,71350.58,0.07,0.0,,0.0,,0.0
2023-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,71544.06,0.07,0.0,,0.0,,0.0
2023-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,71925.4,0.07,0.0,,0.0,,0.0
2023-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,72099.25,0.07,0.0,,0.0,,0.0
2023-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,72003.92,0.07,0.0,,0.0,,0.0
2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,71802.03,0.07,0.0,,0.0,,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,72006.72,0.07,0.0,,0.0,,0.0
2023-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2704.0,69822.69,0.07,0.0,,0.0,,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2704.0,70817.76,0.07,0.0,,0.0,,0.0
2023-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2704.0,71272.03,0.07,0.0,,0.0,,0.0
2023-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,74205.06,0.07,0.0,,0.0,,0.0
2023-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2804.0,74785.48,0.07,0.0,,0.0,,0.0
2023-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2904.0,77182.51,0.08,0.0,,0.0,,0.0
2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2904.0,77931.74,0.08,0.0,,0.0,,0.0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404.0,64186.8,0.06,0.0,,0.0,,0.0
2023-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404.0,64602.69,0.06,0.0,,0.0,,0.0
2023-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2404.0,64696.45,0.07,0.0,,0.0,,0.0
2023-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2304.0,63002.88,0.06,0.0,,0.0,,0.0
2023-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2304.0,63348.48,0.06,0.0,,0.0,,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2104.0,57216.18,0.06,0.0,,0.0,,0.0
2023-12-19,75.0,2049.82,0.01,0.0,0.0,2049.82,75.0,75.0,2049.82,,,75.0,,,,,,0.0,75.0,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-12-20,75.0,2067.75,0.01,0.0,0.0,2067.75,75.0,75.0,2067.75,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-12-21,75.0,2047.95,0.01,0.0,0.0,2047.95,75.0,75.0,2047.95,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-12-22,75.0,2058.75,0.01,0.0,0.0,2058.75,75.0,75.0,2058.75,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-12-25,75.0,2058.75,0.01,0.0,0.0,2058.75,75.0,75.0,2058.75,,,,,,,,,,,,0.0,,100.0,3.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0374
2023-12-26,75.0,2058.75,0.01,0.0,0.0,2058.75,75.0,75.0,2058.75,,,,,,,,,,,,0.0,,100.0,3.56,0.0,0.0,0.0,100.0,,1.0,100.0,0.0356
2023-12-27,75.0,2058.98,0.01,0.0,0.0,2058.98,75.0,75.0,2058.98,,,,,,,,,,,,0.0,,100.0,3.4,0.0,0.0,0.0,100.0,,1.0,100.0,0.034
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,75.0,,,,,75.0,0.0,0.0,0.0,0.0,2204.0,60378.58,0.06,0.0,,0.0,,0.0
2023-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,60726.81,0.06,0.0,,0.0,,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,60726.81,0.06,0.0,,0.0,,0.0
2024-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,60297.03,0.06,0.0,,0.0,,0.0
2024-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,59717.38,0.06,0.0,,0.0,,0.0
2024-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,59243.52,0.06,0.0,,0.0,,0.0
2024-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2204.0,59254.54,0.06,0.0,,0.0,,0.0
2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29651.23,0.03,0.0,,0.0,,0.0
2024-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29808.0,0.03,0.0,,0.0,,0.0
2024-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29806.9,0.03,0.0,,0.0,,0.0
2024-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29587.2,0.03,0.0,,0.0,,0.0
2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,30029.9,0.03,0.0,,0.0,,0.0
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29968.08,0.03,0.0,,0.0,,0.0
2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29966.98,0.03,0.0,,0.0,,0.0
2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29631.36,0.03,0.0,,0.0,,0.0
2024-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29736.24,0.03,0.0,,0.0,,0.0
2024-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,29667.79,0.03,0.0,,0.0,,0.0
2024-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,30274.99,0.03,0.0,,0.0,,0.0
2024-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1104.0,30236.35,0.03,0.0,,0.0,,0.0
2024-01-24,31.0,843.17,0.0,0.0,0.0,843.17,31.0,31.0,843.17,,,31.0,,,,,,0.0,31.0,,0.0,,100.0,3.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.03
2024-01-25,4431.0,121059.35,0.7,0.14,0.12,60953.15,2231.0,2231.0,60953.15,2200.0,,2200.0,,,,,2200.0,0.06,,,0.06,,100.0,68.96,0.0,0.0,0.0,100.0,0.7,0.9861,99.3,1.3697
2024-01-26,4431.0,121630.95,0.72,0.14,0.12,61240.95,2231.0,2231.0,61240.95,,,,,,,,,,,,0.06,,100.0,69.83,0.0,0.0,0.0,100.0,0.7,0.9861,99.3,1.3869
2024-01-29,53.0,1454.27,0.01,0.0,0.0,1454.27,53.0,53.0,1454.27,,0.0,,0.06,22.0,2178.0,0.0,,,,2200.0,0.0,0.06,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-01-30,53.0,1462.75,0.01,0.0,0.0,1462.75,53.0,53.0,1462.75,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-01-31,53.0,1461.48,0.01,0.0,0.0,1461.48,53.0,53.0,1461.48,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-02-01,53.0,1460.04,0.01,0.0,0.0,1460.04,53.0,53.0,1460.04,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-02-02,53.0,1466.78,0.01,0.0,0.0,1466.78,53.0,53.0,1466.78,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-02-05,53.0,1461.32,0.01,0.0,0.0,1461.32,53.0,53.0,1461.32,,,,,,,,,,,,0.0,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0284
2024-02-06,53.0,1471.17,0.01,0.0,0.0,1471.17,53.0,53.0,1471.17,,,,,,,,,,,,0.0,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027
2024-02-07,53.0,1486.12,0.01,0.0,0.0,1486.12,53.0,53.0,1486.12,,,,,,,,,,,,0.0,,100.0,2.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.027
2024-02-08,53.0,1488.66,0.01,0.0,0.0,1488.66,53.0,53.0,1488.66,,,,,,,,,,,,0.0,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0284
2024-02-09,53.0,1492.8,0.01,0.0,0.0,1492.8,53.0,53.0,1492.8,,,,,,,,,,,,0.0,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0284
2024-02-12,53.0,1510.5,0.01,0.0,0.0,1510.5,53.0,53.0,1510.5,,,,,,,,,,,,0.0,,100.0,2.84,0.0,0.0,0.0,100.0,,1.0,100.0,0.0284
2024-02-13,53.0,1505.04,0.01,0.0,0.0,1505.04,53.0,53.0,1505.04,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
2024-02-14,53.0,1507.32,0.01,0.0,0.0,1507.32,53.0,53.0,1507.32,,,,,,,,,,,,0.0,,100.0,4.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.0498
