,ITP FP Equity_DX_SI_QTY,ITP FP Equity_DX_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ITP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ITP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ITP FP Equity_DX_SI_MV,ITP FP Equity_DX_DSS,ITP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY,ITP FP Equity_DX_BROKER_SI_QTY,ITP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ITP FP Equity_DX_BROKER_SI_MV_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ITP FP Equity_DX_BROKER_SI_MV_INC_x,ITP FP Equity_DX_SUPPLY_SI_MV_NEW,ITP FP Equity_DX_BROKER_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_NEW,ITP FP Equity_DX_SUPPLY_SI_MV_DEC,ITP FP Equity_DX_BROKER_SI_QTY_INC,ITP FP Equity_DX_SUPPLY_SI_QTY_DEC,ITP FP Equity_DX_BROKER_SI_MV_NEW_y,ITP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ITP FP Equity_DX_BROKER_SI_MV_INC_y,ITP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ITP FP Equity_DX_BROKER_SI_MV_ADD,ITP FP Equity_DX_SUPPLY_SI_QTY_ADD,ITP FP Equity_DX_BROKER_SI_QTY_DEC,ITP FP Equity_DX_SUPPLY_SI_MV,ITP FP Equity_DX_BROKER_SI_MV_DEC,ITP FP Equity_DX_SUPPLY_SI_MV_RMV,ITP FP Equity_DX_BROKER_SI_MV_RMV,ITP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ITP FP Equity_DX_UTILIZATION_QUANTITY,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ITP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ITP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ITP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ITP FP Equity_DX_ACTIVE_UTILIZATION_MV,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ITP FP Equity_DX_BROKER_SI_CON_RATIO,ITP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ITP FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-01-09,2500.0,38363.9,0.07,1.28,0.02,0.06,0.0,25320.17,850.0,1650.0,13043.73,,,,,,,,,,,,,,,,,,0.02,,,,1.34,1.34,62640.0,961245.84,,1.17,1.34,26.92,0.6065,73.08,0.0394
2009-01-12,2500.0,38260.77,0.07,1.32,0.02,0.06,0.0,25252.11,850.0,1650.0,13008.66,,,,,,,,,,,,,,,,,,0.02,,,,1.34,1.34,62640.0,958661.84,,1.16,1.34,26.77,0.6079,73.23,0.0394
2009-01-13,2500.0,38198.89,0.07,1.3,0.02,0.06,0.0,25211.27,850.0,1650.0,12987.62,,,,,,,,,,,,,,,,,,0.02,,,,1.34,1.34,62640.0,957111.45,,1.16,1.34,26.76,0.608,73.24,0.0394
2009-01-14,2500.0,37992.63,0.07,1.3,0.02,0.06,0.0,25075.14,850.0,1650.0,12917.5,,,,,,,,,,,,,,,,,,0.02,,,,1.34,1.34,62640.0,951943.46,,1.16,1.34,26.77,0.6079,73.23,0.0394
2009-01-15,2500.0,38033.89,0.07,1.32,0.02,0.06,0.0,25102.36,850.0,1650.0,12931.52,,,,,,,,,,,,,,,,,,0.02,,,,1.35,1.35,61917.0,941977.66,,1.14,1.36,26.7,0.6086,73.3,0.0398
2009-01-16,2500.0,37126.35,0.07,1.34,0.02,0.06,0.0,24503.39,850.0,1650.0,12622.96,,,,,,,,,,,,,,,,,,0.02,,,,1.35,1.35,62308.0,925307.53,,1.13,1.34,26.25,0.6128,73.75,0.0396
2009-01-19,2500.0,36713.84,0.07,1.31,0.02,0.06,0.0,24231.13,850.0,1650.0,12482.7,,,,,,,,,,,,,,,,,,0.02,,,,1.27,1.27,66060.0,970126.46,,1.18,1.27,26.2,0.6133,73.8,0.0374
2009-01-20,2500.0,36899.47,0.07,1.27,0.02,0.06,0.0,24353.65,850.0,1650.0,12545.82,,,,,,,,,,,,,,,,,,0.02,,,,1.34,1.34,62808.0,927032.76,,1.12,1.33,26.28,0.6126,73.72,0.0393
2009-01-21,2500.0,34857.52,0.07,1.23,0.02,0.06,0.0,23005.96,850.0,1650.0,11851.56,,,,,,,,,,,,,,,,,,0.01,,,,1.33,1.33,63022.0,878716.26,,1.07,1.33,25.25,0.6225,74.75,0.0391
2009-01-22,2500.0,33434.34,0.07,1.14,0.02,0.06,0.0,22066.67,850.0,1650.0,11367.68,,,,,,,,,,,,,,,,,,0.01,,,,1.33,1.33,63244.0,845808.65,,1.04,1.36,25.63,0.6188,74.37,0.039
2009-01-23,2500.0,32959.95,0.07,1.1,0.02,0.05,0.0,21753.57,850.0,1650.0,11206.38,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,835126.06,,1.01,1.33,24.84,0.6266,75.16,0.0389
2009-01-26,2500.0,31969.92,0.07,1.04,0.02,0.05,0.0,21100.14,850.0,1650.0,10869.77,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,810040.93,,0.99,1.35,24.93,0.6257,75.07,0.0389
2009-01-27,2500.0,31784.28,0.07,1.03,0.02,0.05,0.0,20977.63,850.0,1650.0,10806.66,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,805337.46,,0.98,1.33,24.55,0.6296,75.45,0.0389
2009-01-28,2500.0,31763.66,0.07,1.06,0.02,0.05,0.0,20964.01,850.0,1650.0,10799.64,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,804814.86,,0.98,1.32,24.48,0.6303,75.52,0.0389
2009-01-29,2500.0,31763.66,0.07,0.87,0.02,0.05,0.0,20964.01,850.0,1650.0,10799.64,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,804814.86,,0.98,1.32,24.47,0.6304,75.53,0.0389
2009-01-30,2500.0,31763.66,0.07,0.82,0.02,0.06,0.0,20964.01,850.0,1650.0,10799.64,,,,,,,,,,,,,,,,,,0.02,,,,1.32,1.32,63344.0,804814.86,,1.03,1.44,27.07,0.6051,72.93,0.0389
2009-02-02,2500.0,31144.89,0.07,0.8,0.02,0.05,0.0,20555.62,850.0,1650.0,10589.26,,,,,,,,,,,,,,,,,,0.01,,,,1.32,1.32,63344.0,789136.64,,0.96,1.34,24.47,0.6304,75.53,0.0389
2009-02-03,2500.0,32485.56,0.07,0.89,0.02,0.05,0.0,21440.47,850.0,1650.0,11045.09,,,,,,,,,,,,,,,,,,0.01,,,,1.3,1.3,64524.0,838439.29,,0.99,1.27,24.22,0.6329,75.78,0.0382
2009-02-04,2500.0,32176.17,0.07,0.9,0.02,0.05,0.0,21236.27,850.0,1650.0,10939.9,,,,,,,,,,,,,,,,,,0.01,,,,1.3,1.3,64524.0,830454.15,,1.01,1.3,24.57,0.6293,75.43,0.0382
2009-02-05,2500.0,32217.42,0.07,0.91,0.02,0.05,0.0,21263.5,850.0,1650.0,10953.92,,,,,,,,,,,,,,,,,,0.01,,,,1.3,1.3,64524.0,831518.84,,1.01,1.3,24.63,0.6287,75.37,0.0382
2009-02-06,2500.0,32031.79,0.07,0.92,0.02,0.05,0.0,21140.98,850.0,1650.0,10890.81,,,,,,,,,,,,,,,,,,0.01,,,,1.28,1.28,65624.0,840821.74,,1.02,1.28,24.54,0.6297,75.46,0.0376
2009-02-09,2500.0,32114.3,0.07,0.91,0.02,0.05,0.0,21195.44,850.0,1650.0,10918.86,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,853919.12,,1.03,1.26,24.57,0.6293,75.43,0.0371
2009-02-10,2500.0,32011.17,0.07,0.9,0.02,0.05,0.0,21127.37,850.0,1650.0,10883.8,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,851176.93,,1.04,1.26,24.54,0.6296,75.46,0.0371
2009-02-11,2500.0,31722.41,0.07,0.88,0.02,0.05,0.0,20936.79,850.0,1650.0,10785.62,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,843498.78,,1.02,1.26,24.4,0.6311,75.6,0.0371
2009-02-12,2500.0,31908.04,0.07,0.86,0.02,0.05,0.0,21059.31,850.0,1650.0,10848.73,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,848434.73,,1.02,1.25,24.34,0.6317,75.66,0.0371
2009-02-13,2500.0,32320.55,0.07,0.85,0.02,0.05,0.0,21331.57,850.0,1650.0,10988.99,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,859403.51,,1.04,1.26,24.76,0.6274,75.24,0.0371
2009-02-16,2500.0,32176.17,0.07,0.82,0.02,0.05,0.0,21236.27,850.0,1650.0,10939.9,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,855564.44,,1.04,1.26,24.6,0.629,75.4,0.0371
2009-02-17,2500.0,31866.79,0.07,0.84,0.02,0.05,0.0,21032.08,850.0,1650.0,10834.71,,,,,,,,,,,,,,,,,,0.01,,,,1.26,1.26,66475.0,847337.85,,1.03,1.27,24.63,0.6287,75.37,0.0371
2009-02-18,2500.0,31846.16,0.07,0.84,0.02,0.05,0.0,21018.47,850.0,1650.0,10827.69,,,,,,,,,,,,,,,,,,0.01,,,,1.25,1.25,67101.0,854763.69,,1.04,1.26,24.73,0.6277,75.27,0.0368
2009-02-19,2500.0,31866.79,0.07,0.82,0.02,0.05,0.0,21032.08,850.0,1650.0,10834.71,,,,,,,,,,,,,,,,,,0.01,,,,1.25,1.25,67101.0,855317.3,,1.04,1.25,24.5,0.6301,75.5,0.0368
2009-02-20,2500.0,31969.92,0.07,0.77,0.02,0.05,0.0,21100.14,850.0,1650.0,10869.77,,,,,,,,,,,,,,,,,,0.01,,,,0.75,0.75,112101.0,1433543.79,,1.72,0.76,24.57,0.6294,75.43,0.0221
2009-02-23,1650.0,21018.47,0.05,0.52,0.01,0.04,0.0,21018.47,0.0,1650.0,0.0,,,,,,,,0.01,,850.0,,,,,,,,0.0,,,,0.0,0.0,112951.0,1438822.28,,1.74,0.0,,1.0,100.0,0.0146
2009-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1650.0,0.0,0.04,,,0.0,0.0,114851.0,1460182.7,,1.76,0.0,,0.0,,0.0
2009-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114851.0,1459235.14,,1.77,0.0,,0.0,,0.0
2009-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114851.0,1421332.93,,1.74,0.0,,0.0,,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,112601.0,1388843.21,,1.69,0.0,,0.0,,0.0
2009-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,67601.0,823765.11,,1.0,0.0,,0.0,,0.0
2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,113801.0,1367966.33,,1.67,0.0,,0.0,,0.0
2009-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,113801.0,1384866.4,,1.66,0.0,,0.0,,0.0
2009-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,113797.0,1382940.0,,1.68,0.0,,0.0,,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,113797.0,1354774.22,,1.65,0.0,,0.0,,0.0
2009-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114969.0,1358293.28,,1.66,0.0,,0.0,,0.0
2009-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114969.0,1459785.86,,1.69,0.0,,0.0,,0.0
2009-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114969.0,1451249.1,,1.76,0.0,,0.0,,0.0
2009-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114879.0,1469068.76,,1.76,0.0,,0.0,,0.0
2009-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114879.0,1473807.69,,1.78,0.0,,0.0,,0.0
2009-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114879.0,1483285.56,,1.79,0.0,,0.0,,0.0
2009-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,114879.0,1473807.69,,1.79,0.0,,0.0,,0.0
2009-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115214.0,1487610.98,,1.76,0.0,,0.0,,0.0
2009-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,118466.0,1529599.9,,1.81,0.0,,0.0,,0.0
2009-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115214.0,1553198.94,,1.82,0.0,,0.0,,0.0
2009-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115214.0,1553198.94,,1.88,0.0,,0.0,,0.0
2009-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115214.0,1520880.24,,1.88,0.0,,0.0,,0.0
2009-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116964.0,1504416.56,,1.85,0.0,,0.0,,0.0
2009-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116964.0,1493801.69,,1.82,0.0,,0.0,,0.0
2009-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,116964.0,1490906.73,,1.82,0.0,,0.0,,0.0
2009-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126801.0,1611065.43,,1.96,0.0,,0.0,,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,182916.0,2331578.05,,2.83,0.0,,0.0,,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1604522.78,,1.96,0.0,,0.0,,0.0
2009-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1599292.91,,1.93,0.0,,0.0,,0.0
2009-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1662051.3,,1.97,0.0,,0.0,,0.0
2009-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1647407.67,,2.01,0.0,,0.0,,0.0
2009-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1650545.59,,2.01,0.0,,0.0,,0.0
2009-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126780.0,1663097.27,,2.01,0.0,,0.0,,0.0
2009-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126558.0,1660185.08,,2.02,0.0,,0.0,,0.0
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126558.0,1660185.08,,2.01,0.0,,0.0,,0.0
2009-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126558.0,1660185.08,,2.0,0.0,,0.0,,0.0
2009-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127058.0,1662551.0,,2.02,0.0,,0.0,,0.0
2009-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,128768.0,1721047.05,,2.06,0.0,,0.0,,0.0
2009-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,128768.0,1727421.3,,2.09,0.0,,0.0,,0.0
2009-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,128768.0,1710423.31,,2.09,0.0,,0.0,,0.0
2009-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,128261.0,1683583.19,,2.06,0.0,,0.0,,0.0
2009-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,128141.0,1688351.25,,2.04,0.0,,0.0,,0.0
2009-04-22,20000.0,259884.47,0.61,6.44,0.15,0.32,0.0,0.0,20000.0,0.0,259884.47,,,,,,,,,,,,,,,,20000.0,,0.32,,,,100.0,15.61,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1561
2009-04-23,20000.0,264009.62,0.61,6.4,0.15,0.32,0.0,0.0,20000.0,0.0,264009.62,,,,,,,,,,,,,,,,,,0.32,,,,100.0,15.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.157
2009-04-24,20000.0,282160.28,0.61,5.07,0.15,0.34,0.0,0.0,20000.0,0.0,282160.28,,,,,,,,,,,,,,,,,,0.34,,,,100.0,15.74,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1574
2009-04-27,20000.0,290260.57,0.61,4.16,0.15,0.34,0.0,0.0,20000.0,0.0,290260.57,,,,,,,,,,,,,,,,,,0.34,,,,100.0,15.76,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1576
2009-04-28,20000.0,289754.31,0.61,4.29,0.15,0.34,0.0,0.0,20000.0,0.0,289754.31,,,,,,,,,,,,,,,,,,0.34,,,,100.0,23.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2352
2009-04-29,20000.0,287729.23,0.61,4.35,0.15,0.34,0.0,0.0,20000.0,0.0,287729.23,,,,,,,,,,,,,,,,,,0.34,,,,100.0,23.03,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2303
2009-04-30,57700.0,831072.56,1.75,12.34,0.43,0.98,0.0,543005.81,20000.0,37700.0,288066.74,,,,,,37700.0,,,,,,,,,0.64,,,0.34,,,,100.0,20.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5847
2009-05-01,57700.0,831072.56,1.75,12.02,0.43,0.99,0.0,543005.81,20000.0,37700.0,288066.74,,,,,,,,,,,,,,,,,,0.34,,,,100.0,20.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5847
2009-05-04,57700.0,831072.56,1.75,12.02,0.43,0.98,0.0,543005.81,20000.0,37700.0,288066.74,,,,,,,,,,,,,,,,,,0.34,,,,100.0,20.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5848
2009-05-05,57700.0,835941.17,1.75,12.18,0.43,0.98,0.0,546186.87,20000.0,37700.0,289754.31,,,,,,,,,,,,,,,,,,0.34,,,,100.0,22.51,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6495
2009-05-06,57700.0,844217.82,1.75,12.05,0.43,0.99,0.0,551594.66,20000.0,37700.0,292623.16,,,,,,,,,,,,,,,,,,0.34,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-07,57700.0,847138.98,1.75,12.69,0.43,0.99,0.0,553503.29,20000.0,37700.0,293635.7,,,,,,,,,,,,,,,,,,0.35,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-08,57700.0,852007.6,1.75,12.8,0.43,0.99,0.0,556684.34,20000.0,37700.0,295323.26,,,,,,,,,,,,,,,,,,0.35,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-11,57700.0,847138.98,1.75,12.89,0.43,1.0,0.0,553503.29,20000.0,37700.0,293635.7,,,,,,,,,,,,,,,,,,0.35,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-12,57700.0,847625.85,1.75,12.84,0.43,0.99,0.0,553821.39,20000.0,37700.0,293804.45,,,,,,,,,,,,,,,,,,0.35,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-13,20000.0,295154.5,0.61,4.44,0.15,0.35,0.0,0.0,20000.0,0.0,295154.5,,,,,,,,,,,,,,,,,37700.0,0.35,0.65,,,100.0,21.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2196
2009-05-14,57700.0,882193.01,1.75,11.7,0.43,1.01,0.0,576406.87,20000.0,37700.0,305786.14,,,,,,37700.0,,,,,,,,,0.66,,,0.35,,,,100.0,21.96,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6335
2009-05-15,57700.0,900693.75,1.75,11.54,0.43,1.03,0.0,588494.87,20000.0,37700.0,312198.87,,,,,,,,,,,,,,,,,,0.37,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-18,57700.0,895825.13,1.75,11.26,0.43,1.06,0.0,585313.82,20000.0,37700.0,310511.31,,,,,,,,,,,,,,,,,,0.37,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-19,57700.0,866613.44,1.75,11.41,0.43,1.07,0.0,566227.5,20000.0,37700.0,300385.94,,,,,,,,,,,,,,,,,,0.37,,,,100.0,22.77,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6569
2009-05-20,57700.0,848112.71,1.75,11.0,0.43,1.04,0.0,554139.5,20000.0,37700.0,293973.21,,,,,,,,,,,,,,,,,,0.36,,,,100.0,22.7,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6548
2009-05-21,20000.0,293804.45,0.61,3.81,0.15,0.35,0.0,0.0,20000.0,0.0,293804.45,,,,,,,,,,,,,,,,,37700.0,0.35,0.68,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-05-22,20000.0,293804.45,0.61,3.88,0.15,0.35,0.0,0.0,20000.0,0.0,293804.45,,,,,,,,,,,,,,,,,,0.35,,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-05-25,20000.0,291779.38,0.61,3.92,0.15,0.35,0.0,0.0,20000.0,0.0,291779.38,,,,,,,,,,,,,,,,,,0.35,,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-05-26,20000.0,288573.01,0.61,4.31,0.15,0.35,0.0,0.0,20000.0,0.0,288573.01,,,,,,,,,,,,,,,,,,0.35,,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-05-27,20000.0,286885.45,0.61,4.33,0.15,0.34,0.0,0.0,20000.0,0.0,286885.45,,,,,,,,,,,,,,,,,,0.34,,,,100.0,14.67,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1467
2009-05-28,20000.0,279966.45,0.61,4.26,0.15,0.33,0.0,0.0,20000.0,0.0,279966.45,,,,,,,,,,,,,,,,,,0.33,,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-05-29,20000.0,279628.94,0.61,4.22,0.15,0.33,0.0,0.0,20000.0,0.0,279628.94,,,,,,,,,,,,,,,,,,0.33,,,,100.0,15.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1502
2009-06-01,20000.0,280135.2,0.61,4.31,0.15,0.33,0.0,0.0,20000.0,0.0,280135.2,,,,,,,,,,,,,,,,,,0.33,,,,100.0,15.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1504
2009-06-02,20000.0,283510.33,0.61,4.34,0.15,0.33,0.0,0.0,20000.0,0.0,283510.33,,,,,,,,,,,,,,,,,,0.33,,,,100.0,15.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1504
2009-06-03,20000.0,289416.79,0.61,4.26,0.15,0.34,0.0,0.0,20000.0,0.0,289416.79,,,,,,,,,,,,,,,,,,0.34,,,,100.0,15.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1504
2009-06-04,20000.0,295323.26,0.61,4.06,0.15,0.34,0.0,0.0,20000.0,0.0,295323.26,,,,,,,,,,,,,,,,,,0.34,,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1509
2009-06-05,20000.0,304773.6,0.61,3.91,0.15,0.36,0.0,0.0,20000.0,0.0,304773.6,,,,,,,,,,,,,,,,,,0.36,,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1509
2009-06-08,20000.0,305617.38,0.61,5.08,0.15,0.28,0.0,0.0,20000.0,0.0,305617.38,,,,,,,,,,,,,,,,,,0.28,,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1509
2009-06-09,20000.0,309498.77,0.61,6.37,0.15,0.36,0.0,0.0,20000.0,0.0,309498.77,,,,,,,,,,,,,,,,,,0.36,,,,100.0,15.09,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1509
