,NK FP Equity_DX_SI_QTY,NK FP Equity_DX_SHORT_INTEREST_VALUE,NK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,NK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NK FP Equity_DX_SI_MV,NK FP Equity_DX_DSS,NK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY,NK FP Equity_DX_BROKER_SI_QTY,NK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NK FP Equity_DX_BROKER_SI_MV_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NK FP Equity_DX_SUPPLY_SI_QTY_INC_x,NK FP Equity_DX_BROKER_SI_MV_INC_x,NK FP Equity_DX_SUPPLY_SI_MV_NEW,NK FP Equity_DX_BROKER_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_NEW,NK FP Equity_DX_SUPPLY_SI_MV_DEC,NK FP Equity_DX_BROKER_SI_QTY_INC,NK FP Equity_DX_SUPPLY_SI_QTY_DEC,NK FP Equity_DX_BROKER_SI_MV_NEW_y,NK FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NK FP Equity_DX_BROKER_SI_MV_INC_y,NK FP Equity_DX_SUPPLY_SI_QTY_INC_y,NK FP Equity_DX_BROKER_SI_MV_ADD,NK FP Equity_DX_SUPPLY_SI_QTY_ADD,NK FP Equity_DX_BROKER_SI_QTY_DEC,NK FP Equity_DX_SUPPLY_SI_MV,NK FP Equity_DX_BROKER_SI_MV_DEC,NK FP Equity_DX_SUPPLY_SI_MV_RMV,NK FP Equity_DX_BROKER_SI_MV_RMV,NK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NK FP Equity_DX_UTILIZATION_QUANTITY,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NK FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NK FP Equity_DX_ACTIVE_UTILIZATION_MV,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NK FP Equity_DX_BROKER_SI_CON_RATIO,NK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NK FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-01-29,756527.0,24499424.05,1.3,7.03,1.0,30.88,1.0,15582502.5,573471.0,481178.0,18571325.56,,,33533.0,2.86,,,,,70481.0,,,,2.86,33533.0,,21260.0,,23.27,,,,10.83,10.83,4720877.0,152881215.77,,191.15,10.85,16.95,0.1675,31.81,0.1429
2010-02-01,805083.0,26230543.6,1.38,7.46,1.07,32.58,1.0,16738672.24,602118.0,513753.0,19617707.06,,,26434.0,1.2,,,,,32575.0,,,,1.2,26434.0,,2213.0,,24.24,,,,11.32,11.32,4717622.0,153705629.8,,190.11,11.31,17.44,0.1593,30.04,0.1513
2010-02-02,869845.0,28581984.76,1.49,8.07,1.15,35.42,1.0,17394119.68,667813.0,529361.0,21943473.82,,,88007.0,1.02,,4826.0,,0.99,22575.0,24546.0,,,1.02,88007.0,0.21,2234.0,11793.0,27.03,0.47,,,12.44,12.44,4698489.0,154386288.35,,190.32,12.44,20.62,0.1655,29.75,0.1621
2010-02-03,925965.0,30396219.01,1.59,8.48,1.23,38.06,1.0,17824970.6,732352.0,543005.0,24040575.82,,,34865.0,1.4,,,,0.01,29882.0,824.0,,,1.4,34865.0,,30498.0,16238.0,29.95,0.66,,,13.64,13.64,4637828.0,152243805.79,,189.4,13.65,19.81,0.1639,29.39,0.1724
2010-02-04,897594.0,28071263.08,1.54,8.22,1.19,36.78,1.0,16482000.93,721888.0,527021.0,22576251.58,,,19186.0,0.7,,,,1.21,14926.0,29650.0,,,0.7,19186.0,,,30910.0,29.42,1.24,,,13.44,13.44,4649827.0,145418214.7,,188.25,13.52,19.27,0.1591,28.01,0.1671
2010-02-05,899498.0,27902867.63,1.54,8.3,1.19,36.02,1.0,16389271.99,719148.0,528337.0,22308322.47,,,4210.0,0.21,,,,0.66,4847.0,6950.0,,,0.21,4210.0,,,3531.0,28.01,0.16,,,13.55,13.55,4588613.0,142341018.13,,178.43,13.57,18.59,0.1619,28.63,0.1695
2010-02-08,899278.0,27950301.5,1.54,8.02,1.19,35.05,1.0,16453691.08,731231.0,529384.0,22727262.22,,,20231.0,0.14,,,,0.31,23105.0,8153.0,,,0.14,20231.0,,5.0,22058.0,28.21,0.89,,,13.82,13.82,4558914.0,141694804.96,,175.95,13.82,18.77,0.1698,30.17,0.17
2010-02-09,908777.0,28073732.85,1.56,7.88,1.21,35.25,1.0,16297232.91,742555.0,527559.0,22938840.55,,,7813.0,0.21,,,,0.2,5061.0,5165.0,,,0.21,7813.0,,8676.0,6886.0,28.61,0.36,,,14.08,14.08,4531923.0,139999136.88,,174.29,14.1,18.38,0.1682,30.48,0.1723
2010-02-10,925424.0,28506095.53,1.59,7.93,1.23,35.86,1.0,16799616.61,758042.0,545384.0,23350180.74,,,13000.0,0.69,,,,0.05,17825.0,1178.0,,,0.69,13000.0,,3665.0,,29.12,,,,14.46,14.46,4485370.0,138164112.55,,172.12,14.47,17.99,0.1687,30.48,0.1765
2010-02-11,936792.0,29014528.29,1.61,7.83,1.24,36.36,1.0,17844520.89,760688.0,576146.0,23560196.39,,,22040.0,1.4,,,,0.76,34671.0,19394.0,,,1.4,22040.0,,,3909.0,29.15,0.16,,,14.62,14.62,4441729.0,137570209.52,,170.45,14.6,17.05,0.1694,29.75,0.1801
2010-02-12,943451.0,28643946.67,1.62,7.68,1.25,36.55,1.0,17612403.18,783781.0,580103.0,23796234.42,,,35574.0,0.33,,,,1.16,11013.0,30687.0,,,0.33,35574.0,,18206.0,7056.0,30.13,0.23,,,15.08,15.08,4412252.0,133959591.94,,168.99,15.13,17.06,0.1699,29.42,0.1816
2010-02-15,914961.0,27940900.45,1.57,7.17,1.21,35.1,1.0,17074236.36,774228.0,559118.0,23643223.56,,,,,,,,0.45,,10731.0,,,,,,1178.0,20985.0,29.37,0.95,,,14.9,14.9,4421696.0,135028889.49,,167.5,14.92,17.79,0.1709,28.8,0.1761
2010-02-16,875653.0,27297027.56,1.5,6.86,1.16,33.52,1.0,16339941.91,769869.0,524164.0,23999387.1,,,2579.0,0.15,,,,0.26,6626.0,6938.0,,,0.15,2579.0,,,41580.0,29.15,1.68,,,14.81,14.81,4428293.0,138044677.59,,168.31,14.76,18.99,0.1585,24.85,0.1685
2010-02-17,850748.0,26934719.99,1.46,6.54,1.13,33.41,1.0,15742165.89,741983.0,497225.0,23491215.19,,,3359.0,,,,,1.4,,41245.0,,,,3359.0,,10000.0,26939.0,28.88,0.8,,,14.29,14.29,4450718.0,140909932.3,,173.4,14.28,19.73,0.1544,22.59,0.1638
2010-02-18,808730.0,25588163.18,1.39,6.1,1.07,32.03,1.0,15776461.69,684761.0,498625.0,21665792.3,,,10150.0,0.51,,,,2.63,11443.0,68336.0,,,0.51,10150.0,,964.0,10043.0,26.94,0.44,,,13.12,13.12,4535749.0,143510795.37,,178.65,13.11,19.19,0.1547,25.33,0.1549
2010-02-19,806543.0,25239964.46,1.38,6.08,1.07,31.84,1.0,15546050.37,688404.0,496774.0,21542921.45,,,9150.0,0.21,,,,0.46,5953.0,11498.0,,,0.21,9150.0,,5991.0,7804.0,27.01,0.27,,,13.19,13.19,4529387.0,141742680.7,,177.36,13.22,18.82,0.1569,25.93,0.1546
2010-02-22,767070.0,23810313.52,1.32,5.75,1.02,30.12,1.0,14463460.98,662552.0,465953.0,20566012.02,,,10455.0,,,,,1.44,,36307.0,,,,10455.0,,,30821.0,25.72,1.25,,,12.59,12.59,4598402.0,142737159.98,,178.2,12.61,19.32,0.152,23.29,0.1458
2010-02-23,811529.0,24938999.03,1.39,6.09,1.08,31.74,1.0,15012249.22,708398.0,488507.0,21769692.81,,,29861.0,1.07,,,,0.07,26409.0,1832.0,,,1.07,29861.0,,17817.0,3855.0,27.35,0.18,,,13.51,13.51,4535955.0,139393881.61,,175.04,13.51,18.1,0.1575,25.62,0.1547
2010-02-24,766210.0,23238108.63,1.32,5.89,1.02,29.6,1.0,14487173.31,660878.0,477673.0,20043532.13,,,3905.0,,,,,2.08,,51425.0,,,,3905.0,,,10834.0,25.22,0.48,,,12.6,12.6,4582114.0,138969294.15,,174.99,12.6,17.81,0.1606,27.14,0.1461
2010-02-25,731297.0,21685065.3,1.26,5.69,0.97,27.83,0.0,13755172.38,631040.0,463873.0,18712156.08,,,6000.0,,,,,1.47,,36699.0,,,,6000.0,,861.0,13800.0,23.71,0.55,,,12.05,12.05,4605579.0,136568701.01,,173.01,12.05,17.07,0.1671,28.52,0.1397
2010-02-26,728988.0,22220641.68,1.25,5.74,0.97,27.47,0.0,14159353.97,628731.0,464523.0,19164658.76,,,903.0,0.0,,,,0.14,650.0,3229.0,,,0.0,903.0,,17.0,,23.36,,,,11.96,11.96,4626052.0,141008965.68,,172.75,11.91,17.77,0.1676,28.27,0.1387
2010-03-01,739467.0,22724470.47,1.27,5.78,0.98,28.34,0.0,14620830.02,638210.0,475770.0,19612753.92,,,10247.0,0.69,,,,0.0,11247.0,768.0,,,0.69,10247.0,,,,24.12,,,,12.22,12.22,4585045.0,140902460.44,,172.92,12.24,17.39,0.1724,29.85,0.1416
2010-03-02,759006.0,24231662.15,1.3,5.94,1.01,29.53,1.0,16004583.04,645594.0,501310.0,20610924.94,,,41835.0,1.03,,,,1.24,25540.0,34451.0,,,1.03,41835.0,,,,24.79,,,,12.49,12.49,4525319.0,144473167.69,,173.83,12.48,17.26,0.1833,32.34,0.1468
2010-03-03,743766.0,24525950.72,1.28,5.79,0.99,29.82,0.0,15745206.22,641496.0,477484.0,21153560.77,,,10725.0,,,,,0.65,,24823.0,,,,10725.0,,10000.0,23826.0,25.56,0.46,,,12.42,12.42,4521814.0,149108439.1,,180.22,12.42,15.03,0.1816,33.31,0.144
2010-03-04,716384.0,23856425.71,1.23,5.65,0.95,29.73,0.0,15105244.42,634352.0,453595.0,21124664.09,,,6417.0,,,,,0.42,,13561.0,,,,6417.0,,,23889.0,26.1,0.58,,,12.29,12.29,4525903.0,150717867.35,,186.45,12.28,15.86,0.177,31.77,0.1388
2010-03-05,748947.0,25257128.34,1.29,6.13,0.99,31.36,0.0,15577062.01,648367.0,461905.0,21865216.8,,,17839.0,0.38,,1300.0,,0.74,9000.0,19238.0,,,0.38,17839.0,0.05,15414.0,1990.0,26.88,0.07,,,12.56,12.56,4512323.0,152171410.13,,187.12,12.56,15.62,0.1708,30.39,0.1451
2010-03-08,804491.0,27182042.79,1.38,6.73,1.07,33.95,1.0,17269592.01,705536.0,511118.0,23838563.44,,,56331.0,2.11,,,,0.06,50000.0,2983.0,,,2.11,56331.0,,3821.0,787.0,29.56,0.0,,,13.6,13.6,4480449.0,151384858.8,,187.59,13.61,21.41,0.1727,28.34,0.1551
2010-03-09,818303.0,27931791.18,1.4,6.99,1.09,34.73,1.0,17565731.51,709191.0,514614.0,24207383.97,,,11823.0,0.1,,1983.0,,0.33,2400.0,8168.0,,,0.1,11823.0,0.08,,887.0,29.87,0.03,,,13.62,13.62,4495956.0,153464064.24,,189.47,13.62,21.03,0.1679,27.69,0.1572
2010-03-10,935534.0,31760229.95,1.61,7.97,1.24,40.04,1.0,20991340.16,795460.0,618324.0,27004889.73,,,77417.0,5.8,,,,0.14,130804.0,3331.0,,,5.8,77417.0,,12183.0,27094.0,33.63,1.11,,,15.26,15.26,4418023.0,149986453.07,,186.6,15.27,18.12,0.1318,20.72,0.1794
2010-03-11,923567.0,31365109.77,1.59,8.07,1.23,39.53,1.0,20973636.55,784152.0,617583.0,26630459.47,,,2844.0,,,,,0.63,,14789.0,,,,2844.0,,637.0,741.0,33.06,0.01,,,14.9,14.9,4477268.0,152051775.67,,188.74,14.91,18.1,0.1315,20.63,0.1755
2010-03-12,967333.0,33275555.31,1.66,8.8,1.28,41.48,1.0,22457636.44,825863.0,652852.0,28409089.66,,,31885.0,1.54,,,,0.29,35351.0,6800.0,,,1.54,31885.0,,16626.0,82.0,34.87,0.03,,,15.11,15.11,4640461.0,159628500.89,,195.95,15.11,19.64,0.1351,21.04,0.177
2010-03-15,980769.0,33465538.15,1.68,8.99,1.3,42.35,1.0,22663109.24,837967.0,664184.0,28592886.4,,,11726.0,0.39,,2949.0,,,10000.0,,,,0.39,11726.0,0.13,378.0,1617.0,35.69,0.0,,,15.26,15.26,4651928.0,158731846.06,,198.39,15.25,20.21,0.136,21.13,0.1787
2010-03-16,971413.0,33705050.39,1.67,8.96,1.29,41.84,1.0,22741271.07,837858.0,655426.0,29071101.7,,,86.0,0.1,,,,0.06,2400.0,2301.0,,,0.1,86.0,,2106.0,11158.0,35.53,0.64,,,15.23,15.23,4662929.0,161789328.45,,198.58,15.18,20.28,0.1342,20.59,0.1766
2010-03-17,979841.0,34245776.73,1.68,9.22,1.3,42.78,1.0,23163198.47,830140.0,662746.0,29013675.79,,,56272.0,0.56,,,,2.91,7587.0,73828.0,,,0.56,56272.0,,9838.0,267.0,35.83,0.03,,,15.11,15.11,4664577.0,163028555.14,,201.59,15.09,20.28,0.1357,21.23,0.1783
2010-03-18,970440.0,33964050.16,1.67,9.01,1.29,42.9,1.0,22390885.12,843720.0,639765.0,29529026.42,,,7000.0,,,,,0.58,,13420.0,,,,7000.0,,20000.0,22981.0,36.75,0.65,,,15.37,15.37,4646170.0,162609487.39,,202.43,15.36,18.44,0.1337,21.62,0.1768
2010-03-19,985323.0,34084638.13,1.69,9.12,1.31,43.32,1.0,22521487.87,838250.0,651054.0,28997037.43,,,3594.0,0.4,,,,0.39,12924.0,9064.0,,,0.4,3594.0,,,1635.0,36.42,0.01,,,15.29,15.29,4645190.0,160688038.54,,201.39,15.31,18.84,0.135,21.86,0.1797
2010-03-22,1027289.0,34982634.92,1.76,9.69,1.36,44.62,1.0,22170571.66,880124.0,651054.0,29971173.23,,,45085.0,,,,,0.18,,3350.0,,,,45085.0,,139.0,,37.72,,,,16.16,16.16,4564631.0,155440990.62,,195.23,16.19,17.82,0.1249,20.73,0.1887
2010-03-23,976128.0,33570244.25,1.68,9.17,1.29,42.27,1.0,21455554.57,856844.0,623867.0,29467920.57,,,6213.0,0.0,,519.0,,1.3,694.0,29493.0,,,0.0,6213.0,0.02,,28400.0,36.37,1.22,,,15.9,15.9,4532748.0,155886786.88,,192.55,15.89,18.97,0.1322,21.62,0.1811
2010-03-24,944432.0,32351018.82,1.62,8.7,1.25,41.19,1.0,21446313.42,822927.0,626088.0,28188929.29,,,11807.0,0.26,,,,2.35,2221.0,55961.0,,,0.26,11807.0,,10237.0,,35.36,,,,15.28,15.28,4564400.0,156351108.73,,196.2,15.27,18.69,0.1328,22.02,0.1753
2010-03-25,916960.0,32261988.6,1.57,8.59,1.22,40.09,1.0,21065569.88,798618.0,598732.0,28098286.53,,,4795.0,,,,,1.34,,30270.0,,,,4795.0,,1166.0,27356.0,34.24,1.1,,,14.83,14.83,4587320.0,161398605.79,,197.05,14.8,16.95,0.1296,22.06,0.1703
2010-03-26,1039560.0,37068918.56,1.78,9.79,1.38,45.76,1.0,21522694.22,851287.0,603582.0,30355427.75,,,130480.0,0.19,,,,5.89,4850.0,137811.0,,,0.19,130480.0,,60000.0,,37.18,,,,15.52,15.52,4633432.0,165220202.26,,202.3,15.53,17.52,0.1334,19.64,0.1895
2010-03-29,1026475.0,36746840.05,1.76,9.75,1.36,45.52,1.0,21283829.9,847248.0,594536.0,30330681.93,,,,0.16,,,,0.29,2904.0,6540.0,,,0.16,,,2501.0,11950.0,37.38,0.45,,,15.45,15.45,4635681.0,165953021.97,,205.04,15.42,18.13,0.1345,19.02,0.1872
2010-03-30,1022378.0,36468575.18,1.75,9.63,1.36,45.59,1.0,21207303.77,839617.0,594536.0,29949427.4,,,7352.0,,,,,0.31,,9609.0,,,,7352.0,,,,37.39,,0.24,,15.69,15.69,4510400.0,160887520.55,5374.0,200.87,15.69,18.16,0.1345,18.96,0.1911
2010-03-31,1042492.0,38276302.5,1.79,10.04,1.38,46.78,1.0,21913525.74,857431.0,596836.0,31481573.31,,,3708.0,,,2300.0,,0.01,,213.0,,,,3708.0,0.1,14319.0,,38.02,,,,15.78,15.78,4576804.0,168042665.44,,203.87,15.72,17.65,0.1313,18.73,0.1918
2010-04-01,1048756.0,39096879.83,1.8,9.91,1.39,47.9,1.0,22374881.18,860335.0,600196.0,32072678.59,,,2904.0,0.29,,,,,6264.0,,,,0.29,2904.0,,,2904.0,39.21,0.13,,,15.8,15.8,4583466.0,170868361.57,,209.1,15.79,17.23,0.1291,18.68,0.1927
2010-04-02,1048756.0,39096879.83,1.8,9.76,1.39,48.35,1.0,22374881.18,860335.0,600196.0,32072678.59,,,34.0,,,,,0.0,,34.0,,,,34.0,,,,39.94,,,,15.76,15.76,4600098.0,171488390.73,,212.94,15.79,17.22,0.129,18.57,0.1921
2010-04-05,1051903.0,39214197.76,1.81,9.79,1.4,48.57,1.0,22492199.11,860335.0,603343.0,32072678.59,,,,0.31,,,,0.0,6507.0,34.0,,,0.31,,,34.0,3360.0,39.95,0.15,,,15.61,15.61,4650969.0,173384825.53,,215.19,15.66,17.2,0.1306,19.15,0.1909
2010-04-06,1136980.0,42806556.18,1.95,10.58,1.51,52.99,1.0,25092951.88,862989.0,666491.0,32490973.55,,,18986.0,2.99,,,,1.55,63148.0,33566.0,,,2.99,18986.0,,17234.0,,40.2,,,,15.47,15.47,4716568.0,177575712.02,,219.7,15.47,16.43,0.1227,18.82,0.2038
2010-04-07,1184912.0,43800919.23,2.03,10.98,1.57,55.05,1.0,25545853.92,906340.0,691072.0,33503353.11,,,29480.0,1.07,,,,0.01,24581.0,692.0,,,1.07,29480.0,,14563.0,,42.36,,,,15.46,15.46,4955567.0,183185240.69,,231.09,15.49,15.83,0.1205,17.88,0.2021
2010-04-08,1204379.0,44874172.62,2.07,11.09,1.6,55.62,1.0,25838532.64,925189.0,693481.0,34471782.47,,,27434.0,0.08,,,,0.47,2409.0,10376.0,,,0.08,27434.0,,1791.0,,42.56,,,,15.32,15.32,5112634.0,190492544.85,,234.93,15.34,15.71,0.1206,18.03,0.1995
2010-04-09,1401807.0,52709457.2,2.41,12.82,1.86,64.87,1.0,26882516.16,1116776.0,714940.0,41991983.75,,,41459.0,1.1,,,,1.53,21459.0,33071.0,,,1.1,41459.0,,183199.0,,51.49,,,,18.38,18.38,4959579.0,186485526.91,,229.21,18.34,14.23,0.109,15.61,0.2307
2010-04-12,1418569.0,52837598.14,2.43,12.99,1.88,65.77,1.0,26990747.09,1123838.0,724640.0,41859719.63,,,4469.0,0.46,,,,0.03,9700.0,805.0,,,0.46,4469.0,,3398.0,,52.21,,,,18.78,18.78,4860209.0,181028747.99,,225.66,18.79,14.02,0.1075,15.44,0.2371
2010-04-13,1754668.0,64495249.24,3.01,16.2,2.33,80.87,1.0,39277466.67,1116744.0,1068589.0,41047470.3,15.82,,9916.0,0.02,,,341620.0,1.04,2329.0,20657.0,15.82,,0.02,9916.0,,3647.0,,51.61,,,,18.66,18.66,4866692.0,178881995.65,,224.4,18.7,12.37,0.151,30.51,0.2933
2010-04-14,1741679.0,63751605.09,2.99,16.16,2.31,79.47,1.0,39080750.51,1104667.0,1067677.0,40434715.2,,,4454.0,0.0,,,,0.81,1288.0,16531.0,,,0.0,4454.0,,,2200.0,50.27,0.1,,,18.33,18.33,4920534.0,180108929.6,,224.18,18.32,12.56,0.1518,30.55,0.2891
2010-04-15,1814401.0,66887869.28,3.11,16.24,2.41,83.14,1.0,40257229.38,1148071.0,1092018.0,42323622.49,,,19699.0,,,30000.0,,0.28,,6295.0,,,,19699.0,1.37,30000.0,5659.0,52.38,0.21,,,19.17,19.17,4839461.0,178406666.87,,220.93,19.17,12.01,0.1421,29.36,0.303
2010-04-16,1777132.0,65857065.32,3.05,16.0,2.36,81.73,1.0,39464833.39,1121874.0,1064946.0,41574474.66,,,5921.0,,,,,1.52,,33880.0,,,,5921.0,,1762.0,27072.0,51.59,1.14,,,18.75,18.75,4861214.0,180147162.93,,223.09,18.78,12.1,0.1436,29.82,0.297
2010-04-19,1755248.0,64248278.43,5.41,15.78,2.33,80.7,1.0,39256593.88,1098647.0,1072481.0,40214361.93,,,22000.0,2.03,,12992.0,,2.66,41870.0,58219.0,,,2.03,22000.0,0.6,12992.0,47327.0,50.58,2.29,,,18.38,18.38,4877339.0,178527839.99,,223.94,18.42,11.45,0.1423,30.19,0.2937
2010-04-20,1755148.0,65077680.16,5.41,16.01,2.33,80.51,1.0,39646911.12,1143925.0,1069279.0,42414648.38,,,75022.0,,,1931.0,,1.55,,32074.0,,,,75022.0,0.09,2330.0,5133.0,52.19,0.18,,,18.81,18.81,4936349.0,183030799.33,,225.67,18.78,11.36,0.1659,34.18,0.2887
2010-04-21,1694035.0,62689069.28,5.22,15.65,2.25,78.37,1.0,46166178.08,1149937.0,1247540.0,42554303.93,,,6068.0,7.56,,20000.0,,0.05,159556.0,1140.0,,,7.56,6068.0,0.92,1084.0,1295.0,53.15,0.0,,,50.01,19.19,1149693.0,42545274.52,,53.13,50.01,11.69,0.1428,29.8,0.2827
2010-04-22,1750076.0,64593962.91,5.4,15.96,2.32,80.91,1.0,48006584.49,1152852.0,1300666.0,42550883.12,,,3299.0,2.78,,161.0,,0.02,61488.0,384.0,,,2.78,3299.0,0.01,,8523.0,53.31,0.39,,,50.39,19.33,1134826.0,41885557.28,,52.4,50.43,11.24,0.155,32.29,0.2934
2010-04-23,1735495.0,66736415.27,5.35,16.25,2.3,80.53,1.0,50298137.12,1616658.0,1308014.0,62166678.46,,,5392.0,0.95,,3256.0,,2.03,21634.0,41586.0,,,0.95,5392.0,0.16,500000.0,17542.0,75.16,0.48,,,49.16,23.15,1672145.0,64300365.66,,76.92,49.42,11.35,0.1543,32.24,0.2486
2010-04-26,2322332.0,89806969.2,7.16,21.41,3.08,110.79,1.0,72075064.72,1623795.0,1863800.0,62793824.29,,,,28.14,,,,1.14,585000.0,31187.0,,,28.14,,,38324.0,29214.0,77.1,1.23,,,23.15,23.15,5389948.0,208434837.92,,257.17,23.07,24.62,0.1845,31.78,0.3311
2010-04-27,4099936.0,153782718.45,12.64,37.89,5.44,193.89,2.0,97932314.22,3103117.0,2610932.0,116393467.59,,,1426876.0,31.73,,60000.0,,0.22,692840.0,5974.0,,,31.73,1426876.0,3.1,58420.0,5708.0,147.32,0.35,,,64.53,38.49,1705519.0,63971571.31,,82.12,64.21,27.31,0.2072,32.28,0.5086
2010-04-28,7253778.0,271203487.46,22.36,67.14,9.62,338.41,2.0,104490715.8,5655011.0,2794774.0,211428955.34,,,2436353.0,8.78,,,,2.17,196000.0,40567.0,,,8.78,2436353.0,,156108.0,12158.0,263.01,0.6,,,74.65,53.7,1919992.0,71784458.57,,89.84,74.54,20.27,0.1921,33.42,0.6888
2010-04-29,9964439.0,384533501.7,30.72,88.26,13.22,478.41,3.0,207100488.24,5827158.0,5366607.0,224873419.44,,,173962.0,123.18,,60000.0,,3.99,2534833.0,82913.0,,,123.18,173962.0,2.78,81098.0,23000.0,276.98,0.0,,,74.97,55.3,1945520.0,75078749.36,,90.45,75.38,14.57,0.284,49.12,0.9457
2010-04-30,10623067.0,395037616.21,32.75,90.07,14.09,503.41,3.0,210632706.18,6138504.0,5664183.0,228271175.1,,,161290.0,16.15,,30000.0,,4.67,375576.0,113600.0,,,16.15,161290.0,1.51,263656.0,108000.0,287.14,7.23,,,75.05,58.23,2041009.0,75898545.12,,97.53,74.65,12.64,0.2572,46.89,1.0076
2010-05-03,10827660.0,398551805.77,33.38,88.9,14.36,509.5,3.0,224465661.19,6048007.0,6098173.0,222619117.26,,,62711.0,27.92,,,,9.66,607954.0,192900.0,,,27.92,62711.0,,39692.0,173964.0,277.89,8.0,,,73.97,55.28,2127866.0,78323925.64,,98.76,73.78,16.35,0.2602,46.25,0.9896
2010-05-04,10976648.0,397280585.35,33.84,89.79,14.56,508.23,3.0,221873790.63,6221025.0,6130253.0,225159124.49,,,74215.0,5.04,,,,1.64,102356.0,34205.0,,,5.04,74215.0,,133008.0,70276.0,282.84,4.21,,,72.97,57.19,2304519.0,83408036.52,,106.18,72.71,16.04,0.2537,45.63,1.0091
2010-05-05,11822074.0,423979979.1,36.44,95.76,15.68,540.23,4.0,227878774.72,6644791.0,6354073.0,238304915.81,,,278993.0,17.5,,,,3.47,382259.0,71297.0,,,17.5,278993.0,,216070.0,158439.0,298.19,8.12,,,76.78,61.57,2009973.0,72084501.46,,91.23,76.57,17.0,0.2319,42.74,1.0955
2010-05-06,11568727.0,415703321.1,35.66,91.38,15.35,520.66,4.0,217329176.11,6774838.0,6048116.0,243442744.95,,1282.0,79411.0,6.91,0.06,,,0.46,158468.0,10081.0,,1282.0,6.91,79411.0,,64702.0,464425.0,298.68,23.41,0.24,,83.15,64.42,1373121.0,49340861.79,5267.0,61.88,82.84,13.55,0.2309,43.6,1.1001
2010-05-07,11436632.0,394109972.14,35.26,88.79,15.17,499.61,4.0,203056112.56,6665620.0,5892462.0,229699382.87,,,29735.0,0.6,,2481.0,,8.62,34370.0,185068.0,,,0.6,29735.0,0.11,46115.0,192505.0,282.64,10.82,,,82.82,63.68,1382343.0,47635978.95,,59.92,82.51,12.68,0.2392,44.8,1.0927
2010-05-10,11577467.0,434357776.17,35.69,85.99,15.36,513.23,4.0,224867671.05,6617109.0,5993672.0,248257477.21,,5830.0,71217.0,0.0,0.24,,,5.77,176526.0,130008.0,,5830.0,0.0,71217.0,,10280.0,75316.0,293.34,0.0,0.25,,82.55,63.97,1398716.0,52476346.62,5830.0,59.26,83.19,13.06,0.2423,45.03,1.1193
2010-05-11,11341469.0,413463801.41,34.96,83.49,15.04,520.16,4.0,215323378.62,6503510.0,5906402.0,237091506.15,,,530.0,1.35,,,,3.08,54000.0,121032.0,,,1.35,530.0,,6903.0,141270.0,292.15,2.26,,,80.27,62.78,1598708.0,58282387.14,,72.96,80.02,12.96,0.2523,46.27,1.0948
2010-05-12,11068340.0,419264337.79,34.12,81.13,14.68,508.86,3.0,217469837.79,6366681.0,5741080.0,241167356.02,,,67571.0,2.22,,,,10.41,22196.0,227850.0,,,2.22,67571.0,,16056.0,187518.0,289.78,9.01,,,79.95,61.41,1596628.0,60479636.61,,71.72,80.16,13.71,0.262,47.22,1.0676
2010-05-13,9681010.0,369302043.78,29.84,69.85,12.84,454.29,3.0,217580858.8,6387450.0,5703739.0,243662421.54,,,122117.0,2.58,,7000.0,,4.3,45659.0,101348.0,,,2.58,122117.0,0.32,,90000.0,295.69,3.72,,,80.73,61.7,1524430.0,58152518.65,,70.64,80.72,13.22,0.3257,54.56,0.9351
2010-05-14,9034274.0,324854927.59,27.85,65.02,11.98,415.27,3.0,185876502.98,4854014.0,5169259.0,174540905.72,,,765.0,1.43,,,,78.46,30766.0,1535449.0,,,1.43,765.0,,1248.0,565246.0,217.12,26.48,,,72.8,51.91,1813182.0,65198499.33,,83.59,72.2,13.4,0.3542,57.15,0.9662
2010-05-17,3909056.0,138744509.9,12.05,28.43,5.19,172.05,2.0,94190129.75,2227151.0,2653759.0,79048489.96,,,1798.0,,,,,118.01,,2664961.0,,,,1798.0,,36300.0,2515500.0,96.85,124.03,,,54.87,31.78,1831652.0,65011004.97,,79.97,54.77,13.5,0.1559,32.45,0.5577
