,CNDF FP Equity_DX_SI_QTY,CNDF FP Equity_DX_SHORT_INTEREST_VALUE,CNDF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CNDF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CNDF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CNDF FP Equity_DX_SI_MV,CNDF FP Equity_DX_DSS,CNDF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CNDF FP Equity_DX_SUPPLY_SI_QTY,CNDF FP Equity_DX_BROKER_SI_QTY,CNDF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CNDF FP Equity_DX_BROKER_SI_MV_NEW_x,CNDF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CNDF FP Equity_DX_SUPPLY_SI_QTY_INC_x,CNDF FP Equity_DX_BROKER_SI_MV_INC_x,CNDF FP Equity_DX_SUPPLY_SI_MV_NEW,CNDF FP Equity_DX_BROKER_SI_QTY_ADD,CNDF FP Equity_DX_BROKER_SI_QTY_NEW,CNDF FP Equity_DX_SUPPLY_SI_MV_DEC,CNDF FP Equity_DX_BROKER_SI_QTY_INC,CNDF FP Equity_DX_SUPPLY_SI_QTY_DEC,CNDF FP Equity_DX_BROKER_SI_MV_NEW_y,CNDF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CNDF FP Equity_DX_BROKER_SI_MV_INC_y,CNDF FP Equity_DX_SUPPLY_SI_QTY_INC_y,CNDF FP Equity_DX_BROKER_SI_MV_ADD,CNDF FP Equity_DX_SUPPLY_SI_QTY_ADD,CNDF FP Equity_DX_BROKER_SI_QTY_DEC,CNDF FP Equity_DX_SUPPLY_SI_MV,CNDF FP Equity_DX_BROKER_SI_MV_DEC,CNDF FP Equity_DX_SUPPLY_SI_MV_RMV,CNDF FP Equity_DX_BROKER_SI_MV_RMV,CNDF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CNDF FP Equity_DX_UTILIZATION_QUANTITY,CNDF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CNDF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CNDF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CNDF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CNDF FP Equity_DX_ACTIVE_UTILIZATION_MV,CNDF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CNDF FP Equity_DX_BROKER_SI_CON_RATIO,CNDF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CNDF FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3120.0,50961.22,,0.09,0.0,,0.0,,0.0
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3124.0,51351.89,,0.09,0.0,,0.0,,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3117.0,51253.91,,0.09,0.0,,0.0,,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3117.0,50604.7,,0.09,0.0,,0.0,,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3123.0,50325.52,,0.09,0.0,,0.0,,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3122.0,50788.54,,0.09,0.0,,0.0,,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3118.0,50757.65,,0.09,0.0,,0.0,,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3122.0,49967.17,,0.09,0.0,,0.0,,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49628.53,,0.09,0.0,,0.0,,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3121.0,49609.03,,0.09,0.0,,0.0,,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3123.0,49640.82,,0.09,0.0,,0.0,,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3115.0,50196.6,,0.09,0.0,,0.0,,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3120.0,49268.21,,0.09,0.0,,0.0,,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3121.0,48753.7,,0.09,0.0,,0.0,,0.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3110.0,49604.64,,0.09,0.0,,0.0,,0.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3138.0,49707.25,,0.09,0.0,,0.0,,0.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3113.0,50181.44,,0.09,0.0,,0.0,,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3118.0,50262.04,,0.09,0.0,,0.0,,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3120.0,49593.13,,0.09,0.0,,0.0,,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3135.0,49487.9,,0.09,0.0,,0.0,,0.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3115.0,49342.92,,0.09,0.0,,0.0,,0.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3121.0,50276.19,,0.09,0.0,,0.0,,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3115.0,49513.66,,0.09,0.0,,0.0,,0.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3115.0,49513.66,,0.09,0.0,,0.0,,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3118.0,49646.79,,0.09,0.0,,0.0,,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3115.0,49684.39,,0.09,0.0,,0.0,,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3123.0,49401.17,,0.09,0.0,,0.0,,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49235.33,,0.09,0.0,,0.0,,0.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49235.33,,0.09,0.0,,0.0,,0.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49577.24,,0.09,0.0,,0.0,,0.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49577.24,,0.09,0.0,,0.0,,0.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50243.97,,0.09,0.0,,0.0,,0.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49662.72,,0.09,0.0,,0.0,,0.0
2006-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49491.76,,0.09,0.0,,0.0,,0.0
2006-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49577.24,,0.09,0.0,,0.0,,0.0
2006-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49662.72,,0.09,0.0,,0.0,,0.0
2006-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49320.8,,0.09,0.0,,0.0,,0.0
2006-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49286.61,,0.09,0.0,,0.0,,0.0
2006-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49748.19,,0.09,0.0,,0.0,,0.0
2006-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49902.06,,0.09,0.0,,0.0,,0.0
2006-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49679.81,,0.09,0.0,,0.0,,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50055.92,,0.09,0.0,,0.0,,0.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49355.0,,0.09,0.0,,0.0,,0.0
2006-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,48722.46,,0.09,0.0,,0.0,,0.0
2006-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,48534.41,,0.09,0.0,,0.0,,0.0
2006-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47867.68,,0.09,0.0,,0.0,,0.0
2006-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47611.24,,0.09,0.0,,0.0,,0.0
2006-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47696.72,,0.09,0.0,,0.0,,0.0
2006-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47696.72,,0.09,0.0,,0.0,,0.0
2006-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47525.77,,0.09,0.0,,0.0,,0.0
2006-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,47611.24,,0.09,0.0,,0.0,,0.0
2006-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,48893.41,,0.09,0.0,,0.0,,0.0
2006-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49748.19,,0.09,0.0,,0.0,,0.0
2006-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,49081.47,,0.09,0.0,,0.0,,0.0
2006-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50261.06,,0.09,0.0,,0.0,,0.0
2006-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50602.97,,0.09,0.0,,0.0,,0.0
2006-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50261.06,,0.09,0.0,,0.0,,0.0
2006-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50859.41,,0.09,0.0,,0.0,,0.0
2006-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,50944.89,,0.09,0.0,,0.0,,0.0
2006-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52312.53,,0.1,0.0,,0.0,,0.0
2006-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52637.35,,0.1,0.0,,0.0,,0.0
2006-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52654.45,,0.1,0.0,,0.0,,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52654.45,,0.1,0.0,,0.0,,0.0
2006-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51662.9,,0.09,0.0,,0.0,,0.0
2006-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51970.62,,0.09,0.0,,0.0,,0.0
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51269.7,,0.09,0.0,,0.0,,0.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51269.7,,0.09,0.0,,0.0,,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51799.67,,0.09,0.0,,0.0,,0.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51286.8,,0.09,0.0,,0.0,,0.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51628.71,,0.09,0.0,,0.0,,0.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51286.8,,0.09,0.0,,0.0,,0.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51355.18,,0.09,0.0,,0.0,,0.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52996.36,,0.1,0.0,,0.0,,0.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52825.4,,0.1,0.0,,0.0,,0.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52996.36,,0.1,0.0,,0.0,,0.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51799.67,,0.09,0.0,,0.0,,0.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,51799.67,,0.09,0.0,,0.0,,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3119.0,52654.45,,0.1,0.0,,0.0,,0.0
