,SRP FP Equity_DX_SI_QTY,SRP FP Equity_DX_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRP FP Equity_DX_SI_MV,SRP FP Equity_DX_DSS,SRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY,SRP FP Equity_DX_BROKER_SI_QTY,SRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRP FP Equity_DX_BROKER_SI_MV_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRP FP Equity_DX_BROKER_SI_MV_INC_x,SRP FP Equity_DX_SUPPLY_SI_MV_NEW,SRP FP Equity_DX_BROKER_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_NEW,SRP FP Equity_DX_SUPPLY_SI_MV_DEC,SRP FP Equity_DX_BROKER_SI_QTY_INC,SRP FP Equity_DX_SUPPLY_SI_QTY_DEC,SRP FP Equity_DX_BROKER_SI_MV_NEW_y,SRP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SRP FP Equity_DX_BROKER_SI_MV_INC_y,SRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRP FP Equity_DX_BROKER_SI_MV_ADD,SRP FP Equity_DX_SUPPLY_SI_QTY_ADD,SRP FP Equity_DX_BROKER_SI_QTY_DEC,SRP FP Equity_DX_SUPPLY_SI_MV,SRP FP Equity_DX_BROKER_SI_MV_DEC,SRP FP Equity_DX_SUPPLY_SI_MV_RMV,SRP FP Equity_DX_BROKER_SI_MV_RMV,SRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRP FP Equity_DX_UTILIZATION_QUANTITY,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRP FP Equity_DX_ACTIVE_UTILIZATION_MV,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRP FP Equity_DX_BROKER_SI_CON_RATIO,SRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRP FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-02-26,469412.0,8519827.8,3.33,9.13,1.43,8.67,1.0,8483527.8,151495.0,467412.0,2749634.25,,,,1.04,,20000.0,,0.0,56766.0,230.0,,,1.04,,0.38,,230.0,2.79,0.0,,,63.79,55.06,85981.0,1560555.15,,1.58,63.79,25.22,0.2243,29.74,1.7059
2016-02-29,461688.0,8305767.12,3.27,9.23,1.41,8.41,1.0,8269787.12,136347.0,459688.0,2452882.53,,,,0.04,,,,0.31,2516.0,15148.0,,,0.04,,,,10240.0,2.47,0.23,,,58.63,49.55,96221.0,1731015.79,,1.75,58.62,24.05,0.2209,30.07,1.6778
2016-03-01,541711.0,9550364.93,3.84,10.8,1.65,9.77,1.0,9004857.47,139883.0,510769.0,2466137.29,,,3536.0,0.91,,,,,51081.0,,,,0.91,3536.0,,,,2.52,,,,59.25,50.84,96221.0,1696376.23,,1.73,59.23,25.54,0.2414,34.84,1.9687
2016-03-02,454641.0,7783453.92,3.22,9.01,1.39,8.01,1.0,7749213.92,104113.0,452641.0,1782414.56,,,,0.11,,,,0.68,6919.0,35770.0,,,0.11,,,,65047.0,1.83,1.34,,,42.94,37.84,138347.0,2368500.64,,2.44,42.91,24.77,0.2124,26.61,1.6522
2016-03-03,454641.0,7792546.74,3.22,9.22,1.39,7.85,1.0,7758266.74,103194.0,452641.0,1768745.16,,,,,,,,0.02,,919.0,,,,,,,,1.77,,,,42.72,37.5,138347.0,2371267.58,,2.37,42.72,24.52,0.2128,27.18,1.6522
2016-03-04,456567.0,7615537.56,3.24,9.18,1.39,7.87,1.0,7582177.56,102716.0,454567.0,1713302.88,,,,0.04,,,,0.01,2404.0,478.0,,,0.04,,,,478.0,1.76,0.01,,,42.53,37.33,138825.0,2315601.0,,2.38,42.51,24.5,0.2108,26.83,1.6592
2016-03-07,476567.0,8063513.64,3.38,9.87,1.45,8.05,1.0,8029673.64,102716.0,474567.0,1737954.72,,,,0.28,,,,,20000.0,,,,0.28,,,,,1.71,,,,42.53,37.33,138825.0,2348919.0,,2.32,42.54,26.16,0.215,27.44,1.7319
2016-03-08,477958.0,8173081.8,3.39,10.83,1.46,8.22,1.0,8138881.8,147716.0,475958.0,2525943.6,,,45000.0,0.03,,,,,1391.0,,,,0.03,45000.0,,,,2.5,,,,65.29,53.68,78527.0,1342811.7,,1.33,65.3,26.39,0.2148,27.28,1.737
2016-03-09,445622.0,7535468.02,3.16,10.26,1.36,7.66,1.0,7501648.02,146349.0,443622.0,2474761.59,,,,0.0,,,,0.01,2631.0,1367.0,,,0.0,,,,34967.0,2.5,0.57,,,64.78,53.19,79577.0,1345647.07,,1.36,64.77,28.07,0.2197,29.59,1.6195
2016-03-10,450579.0,7344437.7,3.19,10.84,1.37,7.61,1.0,7311837.7,151198.0,448579.0,2464527.4,,,4849.0,0.05,,,,,4957.0,,,,0.05,4849.0,,,,2.56,,,,65.52,54.95,79577.0,1297105.1,,1.35,65.5,27.27,0.2204,30.51,1.6375
2016-03-11,498554.0,8141386.82,3.54,11.77,1.52,8.23,1.0,8108726.82,150948.0,496554.0,2464980.84,,,,0.58,,10000.0,,0.04,38369.0,250.0,,,0.58,,0.16,,394.0,2.46,0.12,,,65.41,54.86,79827.0,1303574.91,,1.3,65.41,25.82,0.2068,27.22,1.8118
2016-03-14,498554.0,8500345.7,3.54,11.81,1.52,8.35,1.0,8466245.7,150948.0,496554.0,2573663.4,,,,,,,,,,,,,,,,,,2.47,,,,65.41,54.86,79827.0,1361050.35,,1.3,65.43,26.72,0.2078,26.86,1.8118
2016-03-15,556195.0,9522058.4,3.94,12.95,1.7,9.55,1.0,9487818.4,156994.0,554195.0,2687737.28,,,11559.0,1.17,,,,0.05,59641.0,5513.0,,,1.17,11559.0,,,2000.0,2.68,0.03,,,64.78,57.05,85340.0,1461020.8,,1.46,64.79,24.11,0.2259,33.34,2.0213
2016-03-16,599724.0,10153327.32,4.25,14.12,1.83,10.32,1.0,10119467.32,156220.0,597724.0,2644804.6,,,1000.0,0.81,,,,0.03,45303.0,1774.0,,,0.81,1000.0,,,1774.0,2.67,0.02,,,64.2,56.77,87114.0,1474840.02,,1.49,64.2,22.07,0.2046,31.38,2.1795
2016-03-17,604291.0,10303161.55,4.28,13.88,1.84,10.35,1.0,10269061.55,157023.0,602291.0,2677242.15,,,1500.0,0.08,,,,0.02,5234.0,697.0,,,0.08,1500.0,,,667.0,2.66,0.03,,,64.15,57.06,87766.0,1496410.3,,1.49,64.15,22.16,0.203,31.08,2.1961
2016-03-18,604261.0,10411417.03,4.28,14.39,1.84,10.43,1.0,10376957.03,157023.0,602261.0,2705506.29,,,,,,,,,,,,,,,,,30.0,2.68,0.0,,,64.15,57.06,87766.0,1512208.18,,1.5,64.15,22.22,0.2031,31.07,2.196
2016-03-21,603328.0,10491873.92,4.28,14.71,1.84,10.51,1.0,10457093.92,156074.0,601328.0,2714126.86,,,,,,,,0.01,,949.0,,,,,,,933.0,2.69,0.0,,,63.76,56.72,88699.0,1542475.61,,1.53,63.77,22.26,0.2034,31.1,2.1926
2016-03-22,542917.0,9332743.23,3.85,13.23,1.66,9.5,1.0,9298363.23,143995.0,540917.0,2475274.05,,,,0.07,,,,0.19,3738.0,12079.0,,,0.07,,,,64149.0,2.5,1.09,,,61.81,52.33,88956.0,1529153.64,,1.55,61.81,24.59,0.2,27.42,1.973
2016-03-23,518348.0,8713429.88,3.68,12.65,1.58,8.95,1.0,8679809.88,120700.0,516348.0,2028967.0,,,,,,,,0.41,,23295.0,,,,,,,24569.0,2.07,0.47,,,100.0,43.86,0.0,0.0,,0.0,100.0,25.9,0.2182,28.81,1.8838
2016-03-24,500310.0,8360180.1,3.51,12.45,1.52,8.41,1.0,8326760.1,120700.0,498310.0,2016897.0,,,,0.01,,,,,2023.0,,,,0.01,,,,20061.0,2.03,0.44,,,100.0,43.86,0.0,0.0,,0.0,100.0,22.38,0.2151,30.0,1.8182
2016-03-25,500310.0,8360180.1,3.51,12.43,1.52,8.41,1.0,8326760.1,120700.0,498310.0,2016897.0,,,,,,,,,,,,,,,,,,2.02,,,,100.0,43.86,0.0,0.0,,0.0,100.0,22.75,0.215,29.84,1.8182
2016-03-28,504210.0,8425349.1,3.54,12.53,1.53,8.47,1.0,8391929.1,120700.0,502210.0,2016897.0,,,,0.07,,,,,3900.0,,,,0.07,,,,,2.02,,,,100.0,43.86,0.0,0.0,,0.0,100.0,22.57,0.2129,29.62,1.8324
2016-03-29,499163.0,8241181.13,3.5,12.41,1.52,8.37,1.0,8208161.13,120653.0,497163.0,1991981.03,,,,,,,,0.0,,47.0,,,,,,,5047.0,2.02,0.08,,,100.0,43.85,0.0,0.0,,0.0,100.0,22.83,0.2129,29.86,1.814
2016-03-30,509163.0,8472472.32,3.57,12.65,1.55,8.46,1.0,8439192.32,120653.0,507163.0,2007665.92,,,,0.17,,,,,10000.0,,,,0.17,,,,,1.99,,,,100.0,43.85,0.0,0.0,,0.0,100.0,22.5,0.2064,29.23,1.8504
2016-03-31,519163.0,8670022.1,3.64,12.91,1.58,8.66,1.0,8469622.1,136273.0,507163.0,2275759.1,,,15620.0,,,,,,,,,,,15620.0,,,,2.27,,,,59.16,49.52,94056.0,1570735.2,,1.57,59.16,22.06,0.1991,28.77,1.8867
2016-04-01,522299.0,8879083.0,3.67,12.98,1.59,8.8,1.0,8709083.0,134273.0,512299.0,2282641.0,,,,0.1,,,,0.03,5620.0,2000.0,,,0.1,,,,484.0,2.24,0.0,,,58.3,49.21,96056.0,1632952.0,,1.6,58.3,22.1,0.1981,28.41,1.9142
2016-04-04,520150.0,8956983.0,3.65,14.43,1.58,8.92,1.0,8784783.0,134273.0,510150.0,2312181.06,,,,,,,,,,,,,,,,,2149.0,2.28,0.02,,,58.3,49.63,96056.0,1654084.32,,1.63,58.3,22.1,0.1988,28.6,1.9225
2016-04-05,532039.0,9044663.0,3.74,16.03,1.61,9.17,1.0,8840663.0,146273.0,520039.0,2486641.0,,,12000.0,0.16,,,,,10000.0,,,,0.16,12000.0,,,111.0,2.52,0.0,,,63.51,54.06,84056.0,1428952.0,,1.45,63.51,21.22,0.1927,28.14,1.9664
2016-04-06,535568.0,9142145.76,3.76,16.42,1.63,9.16,1.0,8869025.76,150273.0,519568.0,2565160.11,,,4000.0,,,,,,,,,,,4000.0,,,471.0,2.55,0.02,,,65.24,55.54,80056.0,1366555.92,,1.36,65.24,21.33,0.1902,27.83,1.9795
2016-04-07,537238.0,9143790.76,3.77,17.18,1.63,9.2,1.0,8871470.76,150273.0,521238.0,2557646.46,,,,0.04,,,,,1670.0,,,,0.04,,,,,2.57,,,,65.24,55.54,80056.0,1362553.12,,1.37,65.24,21.16,0.19,27.81,1.9857
2016-04-08,538338.0,9442448.52,3.78,17.76,1.63,9.28,1.0,9144268.52,151273.0,521338.0,2653328.42,,,1000.0,0.0,,,,,100.0,,,,0.0,1000.0,,,,2.57,,,,65.68,55.91,79056.0,1386642.24,,1.35,65.68,21.62,0.1891,27.49,1.9897
2016-04-11,538337.0,9507031.42,3.78,18.01,1.63,9.51,1.0,9206811.42,151273.0,521337.0,2671481.18,,,,,,,,,,,,,,,,,1.0,2.65,0.0,,,65.68,55.91,79056.0,1396128.96,,1.39,65.68,21.26,0.1893,27.7,1.9897
2016-04-12,538337.0,9636232.3,3.78,17.99,1.63,9.59,1.0,9331932.3,151273.0,521337.0,2707786.7,,,,,,,,,,,,,,,,,,2.67,,,,65.68,56.38,79056.0,1415102.4,,1.4,65.68,21.36,0.1893,27.64,2.0065
2016-04-13,549922.0,10008580.4,3.86,17.97,1.67,9.93,1.0,9699180.4,155653.0,532922.0,2832884.6,,,4380.0,0.24,,,,,11613.0,,,,0.24,4380.0,,,28.0,2.79,0.0,,,67.58,58.7,74676.0,1359103.2,,1.34,67.58,20.84,0.185,27.09,2.0739
2016-04-14,548196.0,10114216.2,3.85,17.5,1.66,10.07,1.0,9800566.2,161273.0,531196.0,2975486.85,,,5620.0,,,,,,,,,,,5620.0,,,1726.0,2.94,0.01,,,70.02,60.82,69056.0,1274083.2,,1.26,70.02,21.03,0.1854,27.1,2.0674
2016-04-15,545027.0,10301010.3,3.82,17.52,1.65,10.18,1.0,9979710.3,161273.0,528027.0,3048059.7,,,,,,,,,,,,,,,,,3169.0,2.98,0.02,,,70.02,60.82,69056.0,1305158.4,,1.27,70.08,21.25,0.1857,27.2,2.0554
2016-04-18,548624.0,10012388.0,3.85,16.81,1.66,10.31,1.0,9702138.0,161273.0,531624.0,2943232.25,,,,0.12,,,,,5000.0,,,,0.12,,,,1403.0,3.02,0.0,,,70.02,60.82,69056.0,1260272.0,,1.28,70.28,20.32,0.1853,27.52,2.069
2016-04-19,548624.0,9902663.2,3.85,16.29,1.66,10.03,1.0,9595813.2,166273.0,531624.0,3001227.65,,,5000.0,,,,,,,,,,,5000.0,,,,3.03,,,,72.19,62.71,64056.0,1156210.8,,1.17,72.19,20.6,0.1848,27.31,2.069
2016-04-20,542248.0,9733351.6,3.8,17.23,1.65,9.82,1.0,9446151.6,164925.0,526248.0,2960403.75,,,,,,,,0.04,,1348.0,,,,,,,5376.0,2.98,0.11,,,71.6,62.48,65404.0,1174001.8,,1.18,71.6,20.92,0.1866,27.59,2.0543
2016-04-21,542248.0,9662859.36,3.8,17.62,1.65,9.76,1.0,9377739.36,164925.0,526248.0,2938963.5,,,,,,,,,,,,,,,,,,2.96,,,,71.6,62.73,65404.0,1165499.28,,1.17,71.6,20.83,0.1865,27.58,2.0624
2016-04-22,544453.0,9876377.42,3.82,17.97,1.65,9.81,1.0,9531717.42,166955.0,525453.0,3028563.7,,,2030.0,,,,,,,,,,,2030.0,,,795.0,2.98,0.02,,,72.49,63.81,63374.0,1149604.36,,1.13,72.49,21.19,0.185,27.3,2.0809
2016-04-25,544453.0,9919933.66,3.82,17.73,1.65,9.91,1.0,9573753.66,166955.0,525453.0,3041920.1,,,,,,,,,,,,,,,,,,3.03,,,,72.49,64.03,63374.0,1154674.28,,1.15,72.49,21.07,0.185,27.46,2.0879
2016-04-26,561601.0,10142514.06,3.94,19.32,1.7,10.25,1.0,9799374.06,172955.0,542601.0,3123567.3,,,6000.0,0.2,,6000.0,,,11148.0,,,,0.2,6000.0,0.11,,,3.15,,,,73.18,66.33,63374.0,1144534.44,,1.15,73.18,20.16,0.178,26.66,2.1537
2016-04-27,561601.0,10041425.88,3.94,21.04,1.7,10.15,1.0,9701705.88,172955.0,542601.0,3092435.4,,,,,,,,,,,,,,,,,,3.12,,,,73.18,66.33,63374.0,1133127.12,,1.14,73.18,20.15,0.178,26.66,2.1537
2016-04-28,563101.0,10135818.0,3.95,23.99,1.71,10.14,1.0,9793818.0,172955.0,544101.0,3113190.0,,,,0.01,,,,,1500.0,,,,0.01,,,,,3.09,,,,73.18,66.33,63374.0,1140732.0,,1.13,73.18,20.39,0.178,26.44,2.1594
2016-04-29,568040.0,10207678.8,3.99,23.68,1.72,10.23,1.0,9866248.8,172955.0,549040.0,3108001.35,,,,0.1,,,,,4939.0,,,,0.1,,,,,3.11,,,,73.18,66.33,63374.0,1138830.78,,1.14,73.18,20.1,0.1769,26.34,2.1784
2016-05-02,563109.0,10062757.83,3.95,24.93,1.71,10.14,1.0,9723227.83,163439.0,544109.0,2920654.93,,,,,,,,0.17,,9516.0,,,,,,,4931.0,2.94,0.07,,,69.22,62.79,72676.0,1298720.12,,1.31,69.22,20.16,0.178,26.54,2.1633
2016-05-03,563109.0,9685474.8,3.95,26.01,1.71,10.0,1.0,9358674.8,169059.0,544109.0,2907814.8,,,5620.0,,,,,,,,,,,5620.0,,,,3.02,,,,71.6,65.4,67056.0,1153363.2,,1.2,71.6,19.69,0.1783,26.78,2.1783
2016-05-04,555975.0,9729562.5,3.9,24.4,1.69,9.66,1.0,9397062.5,163059.0,536975.0,2853532.5,,,,,,,,0.12,,6000.0,,,,,,,7134.0,2.8,0.17,,,70.86,64.68,67056.0,1173480.0,,1.15,70.86,20.74,0.1819,26.71,2.2053
2016-05-05,555248.0,9783469.76,3.89,23.6,1.68,9.78,1.0,9448689.76,163059.0,536248.0,2873099.58,,,,,,,,,,,,,,,,,727.0,2.85,0.0,,,70.86,64.68,67056.0,1181526.72,,1.17,70.86,20.61,0.1822,26.86,2.2024
2016-05-06,550120.0,9819642.0,3.86,24.33,1.67,9.78,1.0,9480492.0,163059.0,531120.0,2910603.15,,,,,,,,,,,,,,,,,5128.0,2.87,0.08,,,70.86,64.68,67056.0,1196949.6,,1.18,70.86,20.91,0.1834,27.01,2.1821
2016-05-09,546171.0,9934850.49,3.83,23.86,1.66,9.85,1.0,9589240.49,163059.0,527171.0,2966043.21,,,,,,,,,,,,,,,,,3949.0,2.91,0.06,,,70.86,65.2,67056.0,1219748.64,,1.2,70.86,21.13,0.1846,27.18,2.1839
2016-05-10,543797.0,10196193.75,3.81,23.62,1.65,10.03,1.0,9839943.75,163059.0,524797.0,3057356.25,,,,,,,,,,,,,,,,,2374.0,2.95,0.0,,,70.86,65.2,67056.0,1257300.0,,1.2,71.04,21.39,0.1854,27.22,2.1744
2016-05-11,540174.0,10047236.4,3.79,20.16,1.64,10.15,1.0,9731036.4,159736.0,523174.0,2971089.6,,,,,,,,0.0,,3323.0,,,,,,,1623.0,3.0,0.0,,,69.42,63.87,70379.0,1309049.4,,1.32,69.42,20.98,0.187,27.69,2.1599
2016-05-12,540126.0,10051744.86,3.79,19.37,1.64,10.1,1.0,9703737.86,159782.0,521426.0,2973543.02,,,46.0,,,,,,,,,,,46.0,,,1748.0,2.97,0.06,,,69.44,63.89,70333.0,1308897.13,,1.31,69.44,21.09,0.1862,27.65,2.1597
2016-05-13,534394.0,9763378.38,3.75,19.03,1.62,9.93,1.0,9421729.38,159050.0,515694.0,2905843.5,,,,0.02,,,,0.01,1000.0,732.0,,,0.02,,,,6732.0,2.96,0.16,,,69.12,63.6,71065.0,1298357.55,,1.32,69.12,19.94,0.1862,28.1,2.1368
2016-05-16,534244.0,9808719.84,3.75,19.13,1.62,9.82,1.0,9465387.84,158900.0,515544.0,2917404.0,,,,,,,,0.03,,150.0,,,,,,,150.0,2.9,0.02,,,69.05,63.54,71215.0,1307507.4,,1.3,69.05,20.27,0.186,27.9,2.1362
2016-05-17,531380.0,9564840.0,3.73,19.22,1.61,9.74,1.0,9228240.0,157547.0,512680.0,2835846.0,,,,,,,,0.02,,1353.0,,,,,,,2864.0,2.89,0.04,,,68.46,63.0,72568.0,1306224.0,,1.33,68.46,20.03,0.1867,28.28,2.1248
2016-05-18,530818.0,9501642.2,3.72,19.27,1.61,9.59,1.0,9166912.2,157431.0,512118.0,2818014.9,,,,,,,,0.03,,116.0,,,,,,,562.0,2.83,0.06,,,68.41,62.95,72684.0,1301043.6,,1.31,68.41,20.24,0.1868,28.24,2.1225
2016-05-19,525552.0,9391614.24,3.69,18.83,1.59,9.45,1.0,9128925.24,152639.0,510852.0,2727658.93,,,,,,,,0.09,,4792.0,,,,,,,1266.0,2.73,0.04,,,66.33,61.03,77476.0,1384496.12,,1.39,66.33,20.51,0.1894,28.44,2.1015
2016-05-20,556205.0,10006127.95,3.9,19.67,1.69,10.0,1.0,9741674.95,148936.0,541505.0,2679358.64,,,,,,35000.0,,0.07,,3703.0,,,,,0.63,,4347.0,2.66,0.08,,,64.87,59.55,80672.0,1451289.28,,1.44,64.87,19.49,0.1848,26.76,2.224
2016-05-23,549217.0,10078131.95,3.85,19.97,1.67,9.99,1.0,9808386.95,147052.0,534517.0,2698404.2,,,,,,,,0.03,,1884.0,,,,,,,6988.0,2.65,0.07,,,64.04,58.46,82556.0,1514902.6,,1.49,64.04,19.08,0.1854,26.98,2.1835
2016-05-24,547894.0,10108644.3,3.84,19.79,1.66,10.12,1.0,9837429.3,145622.0,533194.0,2686725.9,,,,,,,,0.0,,1430.0,,,,,,,1323.0,2.67,0.01,,,63.45,57.42,83879.0,1547567.55,,1.54,63.45,18.96,0.1861,27.28,2.1606
2016-05-25,576877.0,10960663.0,4.05,20.62,1.75,10.81,1.0,10681363.0,170622.0,562177.0,3241818.0,,,25000.0,0.59,,,,,29486.0,,,,0.59,25000.0,,,503.0,3.15,0.0,,,74.34,66.99,58879.0,1118701.0,,1.09,74.34,21.09,0.185,25.61,2.2649
2016-05-26,576300.0,10943937.0,4.04,19.99,1.75,10.99,1.0,10664784.0,170045.0,561600.0,3229154.55,,,,,,,,0.0,,577.0,,,,,,,577.0,3.23,0.0,,,74.09,66.06,59456.0,1129069.44,,1.13,74.09,20.73,0.1849,25.9,2.2388
2016-05-27,580515.0,11006564.4,4.07,19.65,1.76,11.07,1.0,10633052.4,174260.0,560815.0,3303969.6,,,4366.0,,,,,0.0,,151.0,,,,4366.0,,,785.0,3.31,0.02,,,75.98,67.58,55090.0,1044506.4,,1.05,75.98,20.56,0.1824,25.75,2.2514
2016-05-30,584048.0,11184519.2,4.1,20.82,1.77,11.16,1.0,10807264.2,174260.0,564348.0,3337079.0,,,,0.07,,,,,3533.0,,,,0.07,,,,,3.3,,,,75.98,67.58,55090.0,1054973.5,,1.04,75.98,20.58,0.1812,25.47,2.2651
2016-05-31,585048.0,11373333.12,4.1,21.76,1.78,11.27,1.0,10990365.12,174260.0,565348.0,3387614.4,,,,0.03,,,,,1000.0,,,,0.03,,,,,3.34,,,,75.98,67.58,55090.0,1070949.6,,1.06,75.98,20.69,0.1809,25.45,2.269
2016-06-01,584426.0,11215134.94,4.1,17.25,1.77,11.35,1.0,10837091.94,174260.0,564726.0,3344049.4,,,,,,,,,,,,,,,,,622.0,3.39,0.0,,,75.98,67.58,55090.0,1057177.1,,1.07,75.98,20.3,0.1808,25.63,2.2666
2016-06-02,620426.0,11788094.0,4.35,17.98,1.88,11.91,1.0,10938794.0,199260.0,575726.0,3785940.0,,,25000.0,0.07,,6000.0,,,5000.0,,,,0.07,25000.0,0.12,,,3.82,,,,100.0,67.69,0.0,0.0,,0.0,100.0,19.14,0.1668,24.17,2.1075
2016-06-03,659095.0,12628260.2,4.62,19.02,2.0,12.6,1.0,11742819.12,237079.0,612882.0,4542433.64,,,30090.0,0.72,,,,0.04,38410.0,1254.0,,,0.72,30090.0,,8983.0,1254.0,4.51,0.05,,,100.0,67.01,0.0,0.0,,0.0,100.0,18.24,0.1586,22.54,1.8629
2016-06-06,655807.0,12571820.19,4.6,19.42,1.99,12.62,1.0,11781766.98,232079.0,614594.0,4448954.43,,,,0.04,,,,0.07,1712.0,5000.0,,,0.04,,,,,4.45,,,,100.0,64.53,0.0,0.0,,0.0,100.0,18.24,0.16,22.76,1.8234
2016-06-07,661327.0,12697478.4,4.64,19.31,2.01,12.75,1.0,11800204.8,237599.0,614594.0,4561900.8,,,,,,,,,,,,,,,,5520.0,,4.56,,,,100.0,66.06,0.0,0.0,,0.0,100.0,18.08,0.1583,22.57,1.8388
2016-06-08,636046.0,12218443.66,4.46,19.27,1.93,12.26,1.0,11800952.73,212318.0,614313.0,4078628.78,,,,,,,,0.48,,25281.0,,,,,,,281.0,4.08,0.01,,,100.0,59.03,0.0,0.0,,0.0,100.0,18.8,0.1675,23.46,1.7685
2016-06-09,615606.0,11696514.0,4.32,18.6,1.87,11.84,1.0,11327021.0,199589.0,596159.0,3792191.0,,,,,,2289.0,,0.24,,12729.0,,,,,0.05,,20443.0,3.83,0.4,,,83.13,55.49,40504.0,769576.0,,0.78,83.12,16.89,0.1669,24.33,1.7117
2016-06-10,607883.0,11227599.01,4.26,18.0,1.84,11.5,1.0,10940372.04,195594.0,592332.0,3612621.18,,,,,,,,0.1,,3995.0,,,,,,,3827.0,3.71,0.09,,,81.5,54.45,44400.0,820068.0,,0.84,81.49,17.21,0.1709,24.77,1.6923
2016-06-13,610527.0,11288644.23,4.28,17.99,1.85,11.33,1.0,11001106.24,196594.0,594976.0,3635023.06,,,1000.0,0.0,,,,,2735.0,,,,0.0,1000.0,,,91.0,3.63,0.0,,,81.58,54.73,44400.0,820956.0,,0.82,81.58,16.97,0.1709,24.54,1.6997
2016-06-14,620511.0,11398787.07,4.35,18.41,1.88,11.53,1.0,11113115.2,206578.0,604960.0,3794837.86,,,10000.0,0.2,,,,0.0,10000.0,16.0,,,0.2,10000.0,,,16.0,3.82,0.0,,,82.31,57.51,44400.0,815628.0,,0.82,82.31,16.69,0.1737,25.87,1.7275
2016-06-15,617228.0,11387856.6,4.33,18.84,1.87,11.42,1.0,11100940.65,203295.0,601677.0,3750792.75,,,,,,,,0.07,,3283.0,,,,,,,3283.0,3.73,0.07,,,81.0,56.6,47683.0,879751.35,,0.88,81.0,16.79,0.174,25.93,1.7184
2016-06-16,608083.0,10909009.02,4.25,18.83,1.84,11.18,1.0,10630024.08,204405.0,592532.0,3667025.7,,,3000.0,0.06,,,,0.02,3000.0,1890.0,,,0.06,3000.0,,,12145.0,3.77,0.2,,,80.5,56.91,49516.0,888317.04,,0.91,80.47,17.17,0.1715,25.23,1.6929
2016-06-17,608177.0,10643097.5,4.25,18.64,1.84,10.88,1.0,10370955.0,204379.0,592626.0,3576632.5,,,,0.0,,,,0.04,1301.0,26.0,,,0.0,,,,1207.0,3.66,0.08,,,80.5,56.9,49516.0,866530.0,,0.89,80.48,17.14,0.1719,25.19,1.6932
2016-06-20,611891.0,10879421.98,4.28,18.37,1.85,10.85,1.0,10602925.2,223379.0,596340.0,3971678.62,,,14729.0,0.03,,,,,4264.0,,,,0.03,14729.0,,4271.0,550.0,3.91,0.06,,,81.86,62.19,49516.0,880394.48,,0.87,81.87,17.03,0.1733,25.58,1.7035
2016-06-21,615990.0,11229497.7,4.3,18.36,1.87,11.11,1.0,11004958.79,230145.0,603673.0,4195543.35,,,,0.26,,,,0.05,10915.0,3234.0,,,0.26,,,10000.0,3582.0,4.1,0.03,,,82.29,64.09,49516.0,902676.68,,0.88,82.31,16.85,0.1776,26.96,1.7155
2016-06-22,614074.0,11642843.04,4.29,20.45,1.86,11.42,1.0,11409312.72,228514.0,601757.0,4332625.44,,,,,,,,0.0,,1631.0,,,,,,,1916.0,4.17,0.0,,,81.8,63.64,50835.0,963831.6,,0.93,81.83,17.25,0.1775,26.75,1.7102
2016-06-23,605643.0,11628345.6,4.23,20.4,1.83,11.64,1.0,11391859.2,230983.0,593326.0,4434873.6,,,2469.0,,,,,,,,,,,2469.0,,,8431.0,4.38,0.0,,,82.69,64.39,48366.0,928627.2,,0.92,82.69,17.14,0.1773,26.78,1.6884
2016-06-24,607990.0,11369413.0,4.25,20.22,1.84,11.63,1.0,11139085.1,225144.0,595673.0,4210192.8,,,4217.0,0.14,,,,0.17,5742.0,10056.0,,,0.14,4217.0,,,3395.0,4.32,0.07,,,81.84,62.76,49964.0,934326.8,,0.96,81.82,16.71,0.1747,26.15,1.6949
2016-06-27,607502.0,11062611.42,4.24,19.76,1.84,11.33,1.0,10838318.85,224819.0,595185.0,4093953.99,,,,,,,,0.05,,325.0,,,,,,,488.0,4.2,0.05,,,81.72,62.68,50289.0,915762.69,,0.94,81.7,16.71,0.175,26.23,1.6937
