,ALINV FP Equity_DX_SI_QTY,ALINV FP Equity_DX_SHORT_INTEREST_VALUE,ALINV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINV FP Equity_DX_SI_MV,ALINV FP Equity_DX_DSS,ALINV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINV FP Equity_DX_SUPPLY_SI_QTY,ALINV FP Equity_DX_BROKER_SI_QTY,ALINV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINV FP Equity_DX_BROKER_SI_MV_INC_x,ALINV FP Equity_DX_BROKER_SI_QTY_ADD,ALINV FP Equity_DX_SUPPLY_SI_MV_DEC,ALINV FP Equity_DX_BROKER_SI_QTY_INC,ALINV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINV FP Equity_DX_BROKER_SI_MV_INC_y,ALINV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINV FP Equity_DX_BROKER_SI_MV_ADD,ALINV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINV FP Equity_DX_BROKER_SI_QTY_DEC,ALINV FP Equity_DX_SUPPLY_SI_MV,ALINV FP Equity_DX_BROKER_SI_MV_DEC,ALINV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINV FP Equity_DX_UTILIZATION_QUANTITY,ALINV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINV FP Equity_DX_BROKER_SI_CON_RATIO,ALINV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINV FP Equity_PX_LAST
2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,523809.0,0.52,0.0,0.0,,0.0,
2019-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,514285.2,0.52,0.0,0.0,,0.0,5.4
2019-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,514285.2,0.52,0.0,0.0,,0.0,
2019-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,514285.2,0.51,0.0,0.0,,0.0,
2019-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.51,0.0,0.0,,0.0,5.3
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,
2019-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,5.3
2019-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,5.3
2019-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,5.3
2019-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,
2019-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.5,0.0,0.0,,0.0,5.3
2019-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,523809.0,0.5,0.0,0.0,,0.0,5.5
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,504761.4,0.52,0.0,0.0,,0.0,5.3
2019-11-25,400.0,2080.0,0.02,0.74,0.02,0.0,0.0,0.0,400.0,0.0,2080.0,,,,,,,,,,400.0,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,1.0,100.0,0.0042,5.2
2019-11-26,400.0,2080.0,0.02,0.68,0.02,0.0,0.0,0.0,400.0,0.0,2080.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,1.0,100.0,0.0042,
2019-11-27,400.0,2000.0,0.02,0.68,0.02,0.0,0.0,0.0,400.0,0.0,2000.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,1.0,100.0,0.0042,5.0
2019-11-28,400.0,2180.0,0.02,0.68,0.02,0.0,0.0,0.0,400.0,0.0,2180.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,1.0,100.0,0.0042,5.45
2019-11-29,400.0,2180.0,0.02,0.67,0.02,0.0,0.0,0.0,400.0,0.0,2180.0,,,,,,,,,,,,0.0,,100.0,0.42,0.0,0.0,0.0,100.0,1.0,100.0,0.0042,5.45
2019-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,400.0,,,,,,0.0,,0.0,0.0,95238.0,519047.1,0.52,0.0,0.0,,0.0,5.45
2019-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,523809.0,0.52,0.0,0.0,,0.0,5.5
2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,523809.0,0.52,0.0,0.0,,0.0,5.5
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,523809.0,0.52,0.0,0.0,,0.0,
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,480951.9,0.52,0.0,0.0,,0.0,5.05
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,476190.0,0.48,0.0,0.0,,0.0,5.0
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,462856.68,0.48,0.0,0.0,,0.0,4.86
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.46,0.0,0.0,,0.0,4.76
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,4.76
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,453332.88,0.45,0.0,0.0,,0.0,
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,392380.56,0.45,0.0,0.0,,0.0,4.12
2019-12-23,250.0,1130.0,0.01,0.28,0.01,0.0,0.0,0.0,250.0,0.0,1130.0,,,,,,,,,,250.0,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,4.52
2019-12-24,250.0,1130.0,0.01,0.28,0.01,0.0,0.0,0.0,250.0,0.0,1130.0,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,
2019-12-25,250.0,1130.0,0.01,0.28,0.01,0.0,0.0,0.0,250.0,0.0,1130.0,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,
2019-12-26,250.0,1130.0,0.01,0.28,0.01,0.0,0.0,0.0,250.0,0.0,1130.0,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,
2019-12-27,250.0,1170.0,0.01,0.28,0.01,0.0,0.0,0.0,250.0,0.0,1170.0,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,4.68
2019-12-30,250.0,1170.0,0.01,0.27,0.01,0.0,0.0,0.0,250.0,0.0,1170.0,,,,,,,,,,,,0.0,,100.0,0.26,0.0,0.0,0.0,100.0,1.0,100.0,0.0026,4.68
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,250.0,,,,,,0.0,,0.0,0.0,95238.0,445713.84,0.45,0.0,0.0,,0.0,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,445713.84,0.45,0.0,0.0,,0.0,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,445713.84,0.45,0.0,0.0,,0.0,
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,445713.84,0.45,0.0,0.0,,0.0,
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,428571.0,0.45,0.0,0.0,,0.0,4.5
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,447618.6,0.43,0.0,0.0,,0.0,4.7
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,447618.6,0.45,0.0,0.0,,0.0,
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,447618.6,0.45,0.0,0.0,,0.0,4.7
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,447618.6,0.45,0.0,0.0,,0.0,4.7
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,447618.6,0.45,0.0,0.0,,0.0,
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,95238.0,428571.0,0.45,0.0,0.0,,0.0,4.5
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.45
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.05
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2021-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2021-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0
2021-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
