,LVC FP Equity_DX_SI_QTY,LVC FP Equity_DX_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVC FP Equity_DX_SI_MV,LVC FP Equity_DX_DSS,LVC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SUPPLY_SI_QTY,LVC FP Equity_DX_BROKER_SI_QTY,LVC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVC FP Equity_DX_BROKER_SI_MV_NEW_x,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVC FP Equity_DX_BROKER_SI_MV_INC_x,LVC FP Equity_DX_BROKER_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_NEW,LVC FP Equity_DX_SUPPLY_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_QTY_INC,LVC FP Equity_DX_SUPPLY_SI_QTY_DEC,LVC FP Equity_DX_BROKER_SI_MV_NEW_y,LVC FP Equity_DX_BROKER_SI_MV_INC_y,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVC FP Equity_DX_BROKER_SI_MV_ADD,LVC FP Equity_DX_SUPPLY_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_DEC,LVC FP Equity_DX_SUPPLY_SI_MV,LVC FP Equity_DX_BROKER_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_MV_RMV,LVC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVC FP Equity_DX_UTILIZATION_QUANTITY,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVC FP Equity_DX_ACTIVE_UTILIZATION_MV,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVC FP Equity_DX_BROKER_SI_CON_RATIO,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVC FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,50000.0,521472.46,0.6,0.0,,0.0,,0.0
2008-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,50000.0,506734.25,0.58,0.0,,0.0,,0.0
2008-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,50000.0,530575.47,0.61,0.0,,0.0,,0.0
2008-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,50000.0,458184.86,0.53,0.0,,0.0,,0.0
2008-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,144000.0,1273381.12,1.47,0.0,,0.0,,0.0
2008-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94000.0,730997.75,0.84,0.0,,0.0,,0.0
2008-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,144000.0,1051163.63,1.21,0.0,,0.0,,0.0
2008-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94000.0,596533.28,0.69,0.0,,0.0,,0.0
2008-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,64000.0,493816.64,0.57,0.0,,0.0,,0.0
2008-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,67000.0,543102.94,0.63,0.0,,0.0,,0.0
2008-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,71263.57,0.09,0.0,,0.0,,0.0
2008-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,62507.34,0.08,0.0,,0.0,,0.0
2008-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,67882.45,0.07,0.0,,0.0,,0.0
2008-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,72650.69,0.08,0.0,,0.0,,0.0
2008-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,73691.04,0.08,0.0,,0.0,,0.0
2008-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,66928.8,0.08,0.0,,0.0,,0.0
2008-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,67622.36,0.08,0.0,,0.0,,0.0
2008-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,63460.99,0.08,0.0,,0.0,,0.0
2008-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,57565.7,0.07,0.0,,0.0,,0.0
2008-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,58345.96,0.07,0.0,,0.0,,0.0
2008-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,69789.75,0.07,0.0,,0.0,,0.0
2008-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,69356.27,0.08,0.0,,0.0,,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,71957.13,0.08,0.0,,0.0,,0.0
2008-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,74644.69,0.08,0.0,,0.0,,0.0
2008-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10000.0,80539.97,0.08,0.0,,0.0,,0.0
2008-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,351896.38,0.41,0.0,,0.0,,0.0
2008-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,307811.8,0.36,0.0,,0.0,,0.0
2008-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,322636.7,0.37,0.0,,0.0,,0.0
2008-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,330049.15,0.38,0.0,,0.0,,0.0
2008-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,45000.0,301179.6,0.35,0.0,,0.0,,0.0
2008-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,47216.0,296772.01,0.35,0.0,,0.0,,0.0
2008-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,47216.0,297590.69,0.34,0.0,,0.0,,0.0
2008-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77216.0,498722.91,0.57,0.0,,0.0,,0.0
2008-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,77216.0,474623.54,0.55,0.0,,0.0,,0.0
2008-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,117216.0,732686.02,0.84,0.0,,0.0,,0.0
2008-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,117216.0,675778.37,0.78,0.0,,0.0,,0.0
2008-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,57216.0,306054.24,0.36,0.0,,0.0,,0.0
2008-11-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,59216.0,297757.56,0.35,0.0,,0.0,,0.0
2008-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,59216.0,348581.7,0.34,0.0,,0.0,,0.0
2008-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89216.0,539875.86,0.62,0.0,,0.0,,0.0
2008-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,89216.0,535235.1,0.62,0.0,,0.0,,0.0
2008-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55216.0,344183.13,0.39,0.0,,0.0,,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55216.0,348491.4,0.4,0.0,,0.0,,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,55216.0,314025.22,0.37,0.0,,0.0,,0.0
2008-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,23216.0,136059.8,0.16,0.0,,0.0,,0.0
2008-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,53216.0,316030.17,0.36,0.0,,0.0,,0.0
2008-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,83216.0,485531.76,0.56,0.0,,0.0,,0.0
2008-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63216.0,337052.75,0.39,0.0,,0.0,,0.0
2008-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,103216.0,629068.72,0.72,0.0,,0.0,,0.0
2008-12-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,93216.0,587517.24,0.68,0.0,,0.0,,0.0
2008-12-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,93216.0,597214.91,0.69,0.0,,0.0,,0.0
2008-12-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,93216.0,593982.36,0.68,0.0,,0.0,,0.0
2008-12-12,3000.0,18154.0,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,18154.0,,,,,,,,,,,,,3000.0,,0.02,,,100.0,3.3,0.0,0.0,0.0,100.0,,1.0,100.0,0.033
2008-12-15,3000.0,17789.88,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,17789.88,,,,,,,,,,,,,,,0.02,,,100.0,4.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.0492
2008-12-16,3000.0,18596.15,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,18596.15,,,,,,,,,,,,,,,0.02,,,100.0,5.88,0.0,0.0,0.0,100.0,,1.0,100.0,0.0588
2008-12-17,3000.0,18492.12,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,18492.12,,,,,,,,,,,,,,,0.02,,,100.0,7.32,0.0,0.0,0.0,100.0,,1.0,100.0,0.0732
2008-12-18,3000.0,18336.06,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,18336.06,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-19,3000.0,18206.02,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,18206.02,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-22,3000.0,17373.75,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,17373.75,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-23,3000.0,17191.69,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,17191.69,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-24,3000.0,16931.6,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,16931.6,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-25,3000.0,16931.6,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,16931.6,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-26,3000.0,16931.6,0.0,0.02,0.02,1.0,0.0,3000.0,0.0,16931.6,,,,,,,,,,,,,,,0.02,,,100.0,7.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0706
2008-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,3000.0,,,,,,,0.0,,,0.0,0.0,42500.0,244654.24,0.28,0.0,,0.0,,0.0
2008-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,42500.0,255339.44,0.29,0.0,,0.0,,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,405296.37,0.47,0.0,,0.0,,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,405296.37,0.47,0.0,,0.0,,0.0
2009-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,423168.61,0.47,0.0,,0.0,,0.0
2009-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,438158.24,0.5,0.0,,0.0,,0.0
2009-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,443923.48,0.51,0.0,,0.0,,0.0
2009-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,66500.0,431239.95,0.5,0.0,,0.0,,0.0
2009-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,42500.0,272656.84,0.32,0.0,,0.0,,0.0
2009-01-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,42500.0,269340.74,0.31,0.0,,0.0,,0.0
2009-01-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22500.0,137910.61,0.16,0.0,,0.0,,0.0
2009-01-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,22500.0,134009.32,0.16,0.0,,0.0,,0.0
2009-01-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,52500.0,284013.93,0.33,0.0,,0.0,,0.0
2009-01-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,87500.0,458184.86,0.53,0.0,,0.0,,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,103500.0,547351.01,0.63,0.0,,0.0,,0.0
2009-01-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,103500.0,540172.64,0.62,0.0,,0.0,,0.0
2009-01-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,63500.0,318748.41,0.37,0.0,,0.0,,0.0
2009-01-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,64500.0,317057.85,0.37,0.0,,0.0,,0.0
2009-01-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94500.0,450599.02,0.52,0.0,,0.0,,0.0
2009-01-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,94500.0,444864.12,0.51,0.0,,0.0,,0.0
2009-01-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65500.0,330207.37,0.38,0.0,,0.0,,0.0
2009-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65500.0,332762.71,0.38,0.0,,0.0,,0.0
2009-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65500.0,357748.31,0.41,0.0,,0.0,,0.0
2009-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65500.0,343835.88,0.4,0.0,,0.0,,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,65500.0,335601.99,0.41,0.0,,0.0,,0.0
2009-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10500.0,52160.25,0.06,0.0,,0.0,,0.0
2009-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,70500.0,360914.86,0.41,0.0,,0.0,,0.0
2009-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71500.0,387419.79,0.44,0.0,,0.0,,0.0
2009-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71500.0,388659.53,0.45,0.0,,0.0,,0.0
2009-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,71500.0,401366.9,0.45,0.0,,0.0,,0.0
2009-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31500.0,178874.16,0.21,0.0,,0.0,,0.0
2009-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31500.0,163990.73,0.2,0.0,,0.0,,0.0
2009-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31500.0,166585.09,0.19,0.0,,0.0,,0.0
2009-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31500.0,160167.47,0.19,0.0,,0.0,,0.0
2009-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,31500.0,163581.1,0.19,0.0,,0.0,,0.0
2009-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,192100.0,975934.62,1.13,0.0,,0.0,,0.0
2009-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,192700.0,925523.01,1.07,0.0,,0.0,,0.0
2009-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,192700.0,922181.77,1.06,0.0,,0.0,,0.0
2009-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,192700.0,921346.46,1.06,0.0,,0.0,,0.0
2009-02-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,193700.0,855597.59,0.99,0.0,,0.0,,0.0
2009-02-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,194300.0,841402.96,0.97,0.0,,0.0,,0.0
2009-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,194900.0,829638.84,0.96,0.0,,0.0,,0.0
