,LVC FP Equity_DX_SI_QTY,LVC FP Equity_DX_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LVC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LVC FP Equity_DX_SI_MV,LVC FP Equity_DX_DSS,LVC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LVC FP Equity_DX_SUPPLY_SI_QTY,LVC FP Equity_DX_BROKER_SI_QTY,LVC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LVC FP Equity_DX_BROKER_SI_MV_NEW_x,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_x,LVC FP Equity_DX_BROKER_SI_MV_INC_x,LVC FP Equity_DX_BROKER_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_NEW,LVC FP Equity_DX_SUPPLY_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_QTY_INC,LVC FP Equity_DX_SUPPLY_SI_QTY_DEC,LVC FP Equity_DX_BROKER_SI_MV_NEW_y,LVC FP Equity_DX_BROKER_SI_MV_INC_y,LVC FP Equity_DX_SUPPLY_SI_QTY_INC_y,LVC FP Equity_DX_BROKER_SI_MV_ADD,LVC FP Equity_DX_SUPPLY_SI_QTY_ADD,LVC FP Equity_DX_BROKER_SI_QTY_DEC,LVC FP Equity_DX_SUPPLY_SI_MV,LVC FP Equity_DX_BROKER_SI_MV_DEC,LVC FP Equity_DX_BROKER_SI_MV_RMV,LVC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LVC FP Equity_DX_UTILIZATION_QUANTITY,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LVC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LVC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LVC FP Equity_DX_ACTIVE_UTILIZATION_MV,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LVC FP Equity_DX_BROKER_SI_CON_RATIO,LVC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LVC FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-08-27,350000.0,4602500.0,0.18,1.48,4.31,,2630000.0,150000.0,200000.0,1972500.0,,,,,,,,,,,,,,,1.85,,,42.86,42.86,200000.0,2630000.0,2.46,42.86,42.86,0.5102,57.14,1.0
2015-08-28,350000.0,4638550.0,0.18,1.48,4.49,,2650600.0,150000.0,200000.0,1987950.0,,,,,,,,,,,,,,,1.86,,,42.86,42.86,200000.0,2650600.0,2.48,42.86,41.36,0.5149,58.64,1.0
2015-08-31,350000.0,4596900.0,0.18,1.46,4.64,,2626800.0,150000.0,200000.0,1970100.0,,,,,,,,,,,,,,,1.99,,,27.27,27.27,400000.0,5253600.0,5.31,27.27,42.86,0.5102,57.14,0.6364
2015-09-01,350000.0,4373250.0,0.18,1.46,4.62,,2499000.0,150000.0,200000.0,1874250.0,,,,,,,,,,,,,,,1.98,,,27.27,27.27,400000.0,4998000.0,5.28,27.27,42.86,0.5102,57.14,0.6364
2015-09-02,150000.0,1887150.0,0.08,0.62,1.87,,0.0,150000.0,0.0,1887150.0,,,,,,,,,,,,,,200000.0,1.87,2.65,,27.27,27.27,400000.0,5032400.0,5.0,27.27,,1.0,100.0,0.2727
2015-09-03,150000.0,1967850.0,0.08,0.62,1.89,,0.0,150000.0,0.0,1967850.0,,,,,,,,,,,,,,,1.89,,,27.27,27.27,400000.0,5247600.0,5.04,27.27,,1.0,100.0,0.2727
2015-09-04,150000.0,1859700.0,0.07,0.63,1.97,,0.0,150000.0,0.0,1859700.0,,,,,,,,,,,,,,,1.97,,,27.27,27.27,400000.0,4959200.0,5.25,27.27,,1.0,100.0,0.2727
2015-09-07,150000.0,1879500.0,0.07,0.63,1.97,,0.0,150000.0,0.0,1879500.0,,,,,,,,,,,,,,,1.97,,,27.27,27.27,400000.0,5012000.0,5.25,27.27,,1.0,100.0,0.2727
2015-09-08,150000.0,1919250.0,0.07,0.63,1.88,,0.0,150000.0,0.0,1919250.0,,,,,,,,,,,,,,,1.88,,,27.27,27.27,400000.0,5118000.0,5.02,27.27,,1.0,100.0,0.2727
2015-09-09,150000.0,1974150.0,0.07,0.63,1.93,,0.0,150000.0,0.0,1974150.0,,,,,,,,,,,,,,,1.93,,,27.27,27.27,400000.0,5264400.0,5.14,27.27,,1.0,100.0,0.2727
2015-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,1.91,,150000.0,,,,,,,0.0,,,0.0,0.0,550000.0,7033950.0,7.25,0.0,,0.0,,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6878850.0,7.03,0.0,,0.0,,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6788650.0,6.88,0.0,,0.0,,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6939900.0,6.78,0.0,,0.0,,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,7172550.0,6.93,0.0,,0.0,,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,7201700.0,7.26,0.0,,0.0,,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6835950.0,7.16,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6985000.0,7.19,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,550000.0,6508150.0,6.98,0.0,,0.0,,0.0
2015-09-23,50000.0,592650.0,0.02,0.21,0.59,,0.0,50000.0,0.0,592650.0,,,,,,,,,,,,,50000.0,,0.59,,,9.09,9.09,500000.0,5926500.0,5.92,9.09,,1.0,100.0,0.0909
2015-09-24,50000.0,569750.0,0.02,0.21,0.59,,0.0,50000.0,0.0,569750.0,,,,,,,,,,,,,,,0.59,,,9.09,9.09,500000.0,5697500.0,5.91,9.09,,1.0,100.0,0.0909
2015-09-25,355000.0,4289465.0,0.15,1.41,4.07,,3685315.0,50000.0,305000.0,604150.0,,,,305000.0,,,,,,,,3.48,,,0.59,,,9.09,9.09,500000.0,6041500.0,5.93,9.09,14.55,0.7513,85.45,0.6455
2015-09-28,355000.0,4071140.0,0.15,1.41,4.29,,3497740.0,50000.0,305000.0,573400.0,,,,,,,,,,,,,,,0.6,,,9.09,9.09,500000.0,5734000.0,6.05,9.09,14.08,0.758,85.92,0.6455
2015-09-29,467000.0,5318196.0,0.19,1.8,5.35,,4612140.0,62000.0,405000.0,706056.0,,12000.0,,100000.0,,,,,,,12000.0,1.15,,,0.71,,,11.27,11.27,488000.0,5557344.0,5.59,11.27,21.41,0.4845,65.31,0.8491
2015-09-30,467000.0,5590924.0,0.19,1.8,5.32,,4848660.0,62000.0,405000.0,742264.0,,,,,,,,,,,,,,,0.71,,,11.27,11.27,488000.0,5842336.0,5.56,11.27,21.41,0.4845,65.31,0.8491
2015-10-01,467000.0,5518072.0,0.19,1.8,5.55,,4785480.0,62000.0,405000.0,732592.0,,,,,,,,,,,,,,,0.71,,,11.27,11.27,488000.0,5766208.0,5.55,11.27,21.56,0.4898,65.75,0.8491
2015-10-02,417000.0,5000664.0,0.17,1.6,4.97,,4856760.0,12000.0,405000.0,143904.0,,,,,,0.56,,50000.0,,,,,,,0.14,,,2.18,2.18,538000.0,6451696.0,6.43,2.18,23.74,0.5955,73.37,0.7582
2015-10-05,379000.0,4856127.0,0.15,1.5,4.55,,1281300.0,279000.0,100000.0,3574827.0,,267000.0,,,,,,,,,267000.0,,,305000.0,3.35,3.66,,50.73,50.73,271000.0,3472323.0,3.25,50.73,26.39,0.5669,70.45,0.6891
2015-10-06,379000.0,4952014.0,0.16,1.54,4.86,,1306600.0,279000.0,100000.0,3645414.0,,,,,,,,,,,,,,,3.58,,,50.73,50.73,271000.0,3540886.0,3.47,50.73,26.39,0.5669,70.45,0.6891
2015-10-07,379000.0,4967174.0,0.16,1.59,4.95,,1310600.0,279000.0,100000.0,3656574.0,,,,,,,,,,,,,,,3.64,,,55.8,55.8,221000.0,2896426.0,2.89,55.8,26.39,0.5669,70.45,0.758
2015-10-08,279000.0,3672756.0,0.12,1.2,3.66,,0.0,279000.0,0.0,3672756.0,,,,,,,,,,,,,,100000.0,3.66,1.3,,50.73,50.73,271000.0,3567444.0,3.55,50.73,4.3,0.9177,95.7,0.5073
2015-10-09,12000.0,159540.0,0.01,0.05,0.16,,0.0,12000.0,0.0,159540.0,,,,,,3.47,,267000.0,,,,,,,0.16,,,2.4,2.4,488000.0,6487960.0,6.41,2.4,4.3,1.0,100.0,0.024
2015-10-12,12000.0,158952.0,0.01,0.05,0.16,,0.0,12000.0,0.0,158952.0,,,,,,,,,,,,,,,0.16,,,2.4,2.4,488000.0,6464048.0,6.48,2.4,,1.0,100.0,0.024
2015-10-13,12000.0,155952.0,0.01,0.05,0.16,,0.0,12000.0,0.0,155952.0,,,,,,,,,,,,,,,0.16,,,2.4,2.4,488000.0,6342048.0,6.46,2.4,,1.0,100.0,0.024
2015-10-14,12000.0,153828.0,0.01,0.05,0.16,,0.0,12000.0,0.0,153828.0,,,,,,,,,,,,,,,0.16,,,2.4,2.4,488000.0,6255672.0,6.36,2.4,,1.0,100.0,0.024
2015-10-15,12000.0,158040.0,0.01,0.06,0.15,,0.0,12000.0,0.0,158040.0,,,,,,,,,,,,,,,0.15,,,2.4,2.4,488000.0,6426960.0,6.24,2.4,,1.0,100.0,0.024
2015-10-16,12000.0,159936.0,0.01,0.06,0.16,,0.0,12000.0,0.0,159936.0,,,,,,,,,,,,,,,0.16,,,2.4,2.4,488000.0,6504064.0,6.41,2.4,,1.0,100.0,0.024
2015-10-19,12000.0,160008.0,0.01,0.06,0.16,,0.0,12000.0,0.0,160008.0,,,,,,,,,,,,,,,0.16,,,2.4,2.4,488000.0,6506992.0,6.45,2.4,,1.0,100.0,0.024
2015-11-17,23000.0,336904.0,0.02,0.13,0.32,,336904.0,0.0,23000.0,0.0,,,,23000.0,,,,,,,,0.32,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-18,23000.0,332718.0,0.02,0.13,0.34,,332718.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-19,23000.0,334167.0,0.02,0.13,0.33,,334167.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-20,23000.0,333615.0,0.02,0.14,0.33,,333615.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-23,23000.0,330947.0,0.02,0.14,0.33,,330947.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-24,23000.0,321448.0,0.02,0.14,0.33,,321448.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-25,23000.0,330993.0,0.02,0.14,0.32,,330993.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-26,97000.0,1425027.0,0.07,0.55,1.4,,1425027.0,0.0,97000.0,0.0,,,1.07,,,,74000.0,,,1.07,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-11-27,97000.0,1416976.0,0.07,0.55,1.42,,1416976.0,0.0,97000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6467
2015-11-30,74300.0,1096519.4,0.05,0.42,1.09,,1096519.4,0.0,74300.0,0.0,,,,,,,,,,,,,,22700.0,0.0,0.34,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-01,74300.0,1079430.4,0.05,0.42,1.1,,1079430.4,0.0,74300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-02,74300.0,1075566.8,0.05,0.44,1.08,,1075566.8,0.0,74300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-03,74300.0,1003050.0,0.05,0.44,1.08,,1003050.0,0.0,74300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-07,100000.0,1358000.0,0.06,0.48,1.33,,1358000.0,0.0,100000.0,0.0,,,,100000.0,,,,,,,,1.33,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-08,100000.0,1316500.0,0.06,0.47,1.32,,1316500.0,0.0,100000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-12-09,100000.0,1291500.0,0.06,0.47,1.32,,1291500.0,0.0,100000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5
2015-12-10,100000.0,1290000.0,0.06,0.45,1.29,,1290000.0,0.0,100000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5
2015-12-11,200000.0,2485600.0,0.11,0.86,2.58,,2485600.0,0.0,200000.0,0.0,,,,100000.0,,,,,,,,1.29,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,1.0
2015-12-14,200000.0,2409800.0,0.1,0.86,2.53,,2409800.0,0.0,200000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.07,0.5002,50.93,0.5
2015-12-15,125000.0,1594500.0,0.06,0.51,1.51,,1594500.0,0.0,125000.0,0.0,,,,25000.0,,,,,,,,0.3,,100000.0,0.0,1.3,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.3125
2015-12-16,125000.0,1605125.0,0.06,0.5,1.57,,1605125.0,0.0,125000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.09,0.6911,80.91,0.3125
2015-12-17,125000.0,1639000.0,0.06,0.5,1.59,,1639000.0,0.0,125000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.01,0.6921,80.99,0.3125
2015-12-18,125000.0,1602375.0,0.06,0.5,1.64,,1602375.0,0.0,125000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.3125
2015-12-21,125000.0,1567000.0,0.06,0.5,1.61,,1567000.0,0.0,125000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.27,0.6768,79.73,0.3125
2015-12-22,410000.0,5140170.0,0.19,1.65,5.13,,1567125.0,285000.0,125000.0,3573045.0,,,,,,,,,,,,,285000.0,,3.57,,,71.25,71.25,115000.0,1441755.0,1.44,71.25,24.39,0.5464,69.51,1.025
2015-12-23,446000.0,5846168.0,0.2,1.73,5.61,,2110388.0,285000.0,161000.0,3735780.0,,,0.45,,,,36000.0,,,0.45,,,,,3.58,,,71.25,71.25,115000.0,1507420.0,1.45,71.25,30.48,0.5041,63.88,1.115
2015-12-24,446000.0,5851520.0,0.2,1.72,5.84,,2112320.0,285000.0,161000.0,3739200.0,,,,,,,,,,,,,,,3.74,,,71.25,71.25,115000.0,1508800.0,1.51,71.25,30.56,0.5064,64.04,1.115
2015-12-25,446000.0,5851520.0,0.2,1.72,5.84,,2112320.0,285000.0,161000.0,3739200.0,,,,,,,,,,,,,,,3.74,,,71.25,71.25,115000.0,1508800.0,1.51,71.25,30.53,0.5066,64.07,1.115
2015-12-28,246000.0,3145602.0,0.11,0.95,3.23,,2058707.0,85000.0,161000.0,1086895.0,,,,,,2.62,,200000.0,,,,,,,1.11,,,21.25,21.25,315000.0,4027905.0,4.13,21.25,34.55,0.4354,55.28,0.615
2015-12-29,231000.0,3072300.0,0.11,0.9,3.06,,811300.0,170000.0,61000.0,2261000.0,,85000.0,,,,,,,,,85000.0,,,100000.0,2.28,1.33,,42.5,42.5,230000.0,3059000.0,2.96,43.56,15.01,0.5893,74.56,0.5775
2015-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,2.29,,170000.0,,,,,,61000.0,0.0,0.78,,0.0,0.0,400000.0,5252800.0,5.12,0.0,,0.0,100.0,0.0
2015-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,5169600.0,5.11,0.0,,0.0,,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,5169600.0,5.26,0.0,,0.0,,0.0
2016-01-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,4900000.0,5.18,0.0,,0.0,,0.0
2016-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,4935600.0,4.9,0.0,,0.0,,0.0
2016-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,4824000.0,4.95,0.0,,0.0,,0.0
2016-01-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,4653600.0,4.86,0.0,,0.0,,0.0
2016-01-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400000.0,4505600.0,4.67,0.0,,0.0,,0.0
2016-01-11,60000.0,668460.0,0.03,0.21,0.67,,668460.0,0.0,60000.0,0.0,,,,60000.0,,,,,,,,0.67,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0857
2016-01-12,66500.0,763287.0,0.03,0.22,0.74,,763287.0,0.0,66500.0,0.0,,,,6500.0,,,,,,,,0.07,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.77,0.8236,90.23,0.095
2016-01-13,60000.0,692520.0,0.02,0.2,0.69,,692520.0,0.0,60000.0,0.0,,,,,,,,,,,,,,6500.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0857
2016-01-14,60000.0,668820.0,0.02,0.2,0.69,,668820.0,0.0,60000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.06
2016-01-15,89000.0,940997.0,0.03,0.28,0.99,,940997.0,0.0,89000.0,0.0,,,0.3,,,,29000.0,,,0.3,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-18,89000.0,933432.0,0.03,0.27,0.94,,933432.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-19,89000.0,970812.0,0.03,0.27,0.93,,970812.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-20,89000.0,904863.0,0.03,0.27,0.97,,904863.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-21,89000.0,939306.0,0.03,0.26,0.91,,939306.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-22,89000.0,996533.0,0.03,0.26,0.94,,996533.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-25,89000.0,986120.0,0.03,0.26,1.0,,986120.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-26,89000.0,1006857.0,0.03,0.26,0.99,,1006857.0,0.0,89000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.089
2016-01-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,89000.0,0.0,0.99,,0.0,0.0,1000000.0,11395000.0,10.99,0.0,,0.0,,0.0
2016-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11134000.0,11.31,0.0,,0.0,,0.0
2016-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11590000.0,11.38,0.0,,0.0,,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11509000.0,11.59,0.0,,0.0,,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,10954000.0,11.52,0.0,,0.0,,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,10654000.0,11.55,0.0,,0.0,,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,10665000.0,10.97,0.0,,0.0,,0.0
2016-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,10530000.0,10.67,0.0,,0.0,,0.0
2016-02-08,140000.0,1380260.0,0.05,0.44,1.48,,1380260.0,0.0,140000.0,0.0,,,,140000.0,,,,,,,,1.48,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,0.14
2016-02-09,190000.0,1807090.0,0.07,0.58,1.87,,1807090.0,80000.0,190000.0,760880.0,,,0.45,,,,50000.0,,,0.45,,,80000.0,,0.84,,,8.0,8.0,920000.0,8750120.0,9.67,8.0,31.58,0.5679,68.42,0.19
2016-02-10,190000.0,1865420.0,0.06,0.55,1.82,,1865420.0,80000.0,190000.0,785440.0,,,,,,,,,,,,,,,0.79,,,8.0,8.0,920000.0,9032560.0,9.12,8.0,31.58,0.5679,68.42,0.19
2016-02-11,198000.0,1788732.0,0.07,0.57,1.94,,1788732.0,80000.0,198000.0,722720.0,,,0.1,,,,8000.0,,,0.1,,,,,0.76,,,8.0,8.0,920000.0,8311280.0,8.75,8.0,34.34,0.549,65.66,0.198
2016-02-12,198000.0,1876248.0,0.06,0.56,1.79,,1876248.0,80000.0,198000.0,758080.0,,,,,,,,,,,,,,,0.79,,,8.0,8.0,920000.0,8717920.0,9.04,8.0,34.34,0.549,65.66,0.198
2016-02-15,198000.0,1988118.0,0.06,0.56,1.84,,1988118.0,80000.0,198000.0,803280.0,,,,,,,,,,,,,,,0.76,,,8.0,8.0,920000.0,9237720.0,8.72,8.0,35.0,0.545,65.0,0.198
2016-02-16,278000.0,2786672.0,0.09,0.78,2.71,,1182832.0,160000.0,118000.0,1603840.0,,80000.0,,,,,,,,,80000.0,,,80000.0,1.56,0.72,,16.0,16.0,840000.0,8420160.0,7.93,16.4,25.19,0.6231,74.81,0.278
2016-02-17,68000.0,721752.0,0.02,0.19,0.68,,721752.0,0.0,68000.0,0.0,,,,,,1.55,,160000.0,,,,,,50000.0,0.0,0.47,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.068
2016-02-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,68000.0,0.0,0.68,,0.0,0.0,1000000.0,10648000.0,10.61,0.0,,0.0,,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,10566000.0,10.65,0.0,,0.0,,0.0
2016-02-22,8.0,87.5,0.0,0.0,0.0,0.0,87.5,0.0,8.0,0.0,,,,8.0,,,,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-02-23,8.0,85.13,0.0,0.0,0.0,0.0,85.13,0.0,8.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-02-24,8.0,81.73,0.0,0.0,0.0,0.0,81.73,0.0,8.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-02-25,8.0,85.38,0.0,0.0,0.0,0.0,85.38,0.0,8.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-02-26,8.0,88.06,0.0,0.0,0.0,,88.06,0.0,8.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-02-29,8.0,89.68,0.0,0.0,0.0,,89.68,0.0,8.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,8.0,0.0,0.0,,0.0,0.0,1000000.0,11480000.0,11.01,0.0,,0.0,,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11570000.0,11.23,0.0,,0.0,,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11522000.0,11.49,0.0,,0.0,,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11735000.0,11.53,0.0,,0.0,,0.0
2016-03-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000000.0,11659000.0,11.73,0.0,,0.0,,0.0
