,CC1 FP Equity_DX_SI_QTY,CC1 FP Equity_DX_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CC1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CC1 FP Equity_DX_SI_MV,CC1 FP Equity_DX_DSS,CC1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY,CC1 FP Equity_DX_BROKER_SI_QTY,CC1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CC1 FP Equity_DX_BROKER_SI_MV_INC_x,CC1 FP Equity_DX_SUPPLY_SI_MV_NEW,CC1 FP Equity_DX_BROKER_SI_QTY_ADD,CC1 FP Equity_DX_SUPPLY_SI_MV_DEC,CC1 FP Equity_DX_BROKER_SI_QTY_INC,CC1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CC1 FP Equity_DX_BROKER_SI_MV_INC_y,CC1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CC1 FP Equity_DX_BROKER_SI_MV_ADD,CC1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CC1 FP Equity_DX_BROKER_SI_QTY_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV,CC1 FP Equity_DX_BROKER_SI_MV_DEC,CC1 FP Equity_DX_SUPPLY_SI_MV_RMV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CC1 FP Equity_DX_UTILIZATION_QUANTITY,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CC1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CC1 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CC1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CC1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CC1 FP Equity_DX_BROKER_SI_CON_RATIO,CC1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CC1 FP Equity_DX_DEMAND_SUPPLY_RATIO,CC1 FP Equity_PX_LAST
2011-11-08,5100.0,896325.0,2.44,1.41,0.9,,896325.0,0.0,5100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.04,0.5002,50.96,0.0,175.75
2011-11-09,2500.0,439000.0,1.13,0.69,0.44,,439000.0,0.0,2500.0,0.0,,,,,,,,,,,,,,2600.0,0.0,0.46,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,175.6
2011-11-10,2500.0,432725.0,1.08,0.69,0.43,,432725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.09
2011-11-11,2500.0,436775.0,1.21,0.69,0.44,,436775.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,174.71
2011-11-14,2500.0,437725.0,1.3,0.69,0.44,,437725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,175.09
2011-11-15,2500.0,440375.0,1.52,0.69,0.44,,440375.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,176.15
2011-11-16,2500.0,433950.0,1.6,0.69,0.43,,433950.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.58
2011-11-17,2500.0,424925.0,1.72,0.69,0.42,,424925.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.97
2011-11-18,2500.0,413550.0,1.81,0.69,0.41,,413550.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,165.42
2011-11-21,2500.0,396250.0,1.81,0.69,0.4,,396250.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,158.5
2011-11-22,2500.0,396600.0,1.81,0.69,0.4,,396600.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,158.64
2011-11-23,2500.0,395175.0,1.89,0.69,0.39,,395175.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,158.07
2011-11-24,2500.0,399625.0,1.9,0.69,0.4,,399625.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,159.85
2011-11-25,2500.0,402275.0,2.02,0.69,0.4,,402275.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,160.91
2011-11-28,2500.0,414050.0,2.03,0.69,0.41,,414050.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,165.62
2011-11-29,2500.0,413650.0,1.88,0.69,0.41,,413650.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,165.46
2011-11-30,2500.0,427725.0,2.05,0.69,0.43,,427725.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.09
2011-12-01,2500.0,432325.0,1.81,0.69,0.43,,432325.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.93
2011-12-02,2500.0,440200.0,1.56,0.69,0.44,,440200.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,176.08
2011-12-05,2500.0,439925.0,1.42,0.69,0.44,,439925.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,175.97
2011-12-06,2500.0,434925.0,1.26,0.69,0.44,,434925.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.97
2011-12-07,2500.0,437650.0,1.25,0.69,0.44,,437650.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,175.06
2011-12-08,2500.0,432100.0,1.22,0.69,0.43,,432100.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.84
2011-12-09,5500.0,956670.0,2.75,1.52,0.96,,956670.0,0.0,5500.0,0.0,,,0.53,,,,3000.0,,,0.53,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.94
2011-12-12,5500.0,925925.0,2.79,1.52,0.93,,925925.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,168.35
2011-12-13,5500.0,945780.0,2.75,1.52,0.94,,945780.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.96
2011-12-14,5500.0,929335.0,2.84,1.52,0.93,,929335.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,168.97
2011-12-15,5500.0,932360.0,2.85,1.52,0.93,,932360.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,169.52
2011-12-16,5500.0,945010.0,2.91,1.52,0.95,,945010.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,171.82
2011-12-19,5500.0,925650.0,3.07,1.52,0.92,,925650.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,168.3
2011-12-20,5500.0,947925.0,2.93,1.52,0.95,,947925.0,0.0,5500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.35
2011-12-21,4300.0,731516.0,2.48,1.19,0.73,,731516.0,0.0,4300.0,0.0,,,,,,,,,,,,,,1200.0,0.0,0.22,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,170.12
2011-12-22,4300.0,750178.0,2.68,1.19,0.75,,750178.0,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,174.46
2011-12-23,4300.0,753145.0,2.5,1.19,0.75,,753145.0,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,175.15
2011-12-26,4300.0,753145.0,2.5,1.19,0.75,,753145.0,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2011-12-27,4300.0,750694.0,2.5,1.19,0.75,,750694.0,0.0,4300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,174.58
2011-12-28,2500.0,431925.0,1.46,0.69,0.43,,431925.0,0.0,2500.0,0.0,,,,,,,,,,,,,,1800.0,0.0,0.33,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,172.77
2011-12-29,2500.0,436625.0,1.49,0.69,0.44,,436625.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,174.65
2011-12-30,2500.0,434250.0,1.48,0.69,0.43,,434250.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,173.7
2012-01-02,2500.0,445650.0,1.52,0.69,0.45,,445650.0,0.0,2500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,178.26
2012-01-03,200.0,35744.0,0.12,0.06,0.04,,35744.0,0.0,200.0,0.0,,,,,,,,,,,,,,2300.0,0.0,0.41,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,178.72
2012-01-04,200.0,35426.0,0.12,0.06,0.04,,35426.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,177.13
2012-01-05,200.0,35824.0,0.12,0.06,0.04,,35824.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,179.12
2012-01-06,200.0,35768.0,0.12,0.06,0.04,,35768.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,178.84
2012-01-09,3200.0,580224.0,1.99,0.88,0.58,,580224.0,0.0,3200.0,0.0,,,0.27,,1500.0,,1500.0,,,0.27,,0.27,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.88,0.502,53.13,0.0,181.32
2012-01-10,3000.0,561840.0,1.88,0.83,0.56,,561840.0,0.0,3000.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.03,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,187.28
2012-01-11,3000.0,561210.0,2.0,0.83,0.56,,561210.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,187.07
2012-01-12,3000.0,562620.0,1.97,0.83,0.56,,562620.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,187.54
2012-01-13,3000.0,563910.0,2.08,0.83,0.57,,563910.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.79,0.5,50.21,0.0,187.97
2012-01-16,3000.0,565860.0,2.43,0.83,0.57,,565860.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,188.62
2012-01-17,1600.0,310064.0,1.4,0.44,0.31,,310064.0,0.0,1600.0,0.0,,,,,,,,,,,,,,1400.0,0.0,0.25,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,193.79
2012-01-18,500.0,97065.0,0.54,0.14,0.1,,97065.0,0.0,500.0,0.0,,,,,,,,,,,,,,1100.0,0.0,0.21,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0,194.13
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.79
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.46
2012-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.26
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.06
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.12
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.77
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.59
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.38
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.55
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.4
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.38
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.16
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.97
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.92
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4
2012-02-09,1500.0,298410.0,0.69,0.34,0.3,,298410.0,0.0,1500.0,0.0,,,,,1500.0,,,,,,,0.3,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,198.94
2012-02-10,2300.0,447534.0,1.07,0.38,0.45,,447534.0,0.0,2300.0,0.0,,,0.15,,,,800.0,,,0.15,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,194.58
2012-02-13,2300.0,452456.0,1.01,0.38,0.45,,452456.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,196.72
2012-02-14,2300.0,453491.0,1.01,0.38,0.45,,453491.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,197.17
2012-02-15,18100.0,3661087.0,8.08,3.0,3.59,,3661087.0,0.0,18100.0,0.0,,,0.17,,15000.0,,800.0,,,0.17,,2.96,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.49,0.7113,82.51,0.0,202.27
2012-02-16,18100.0,3652761.0,8.08,3.0,3.67,,3652761.0,0.0,18100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,17.09,0.7166,82.91,0.0,201.81
2012-02-17,18600.0,3748086.0,8.27,3.09,3.75,,3748086.0,0.0,18600.0,0.0,,,0.1,,,,500.0,,,0.1,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.33,0.6881,80.67,0.0,201.51
2012-02-20,18600.0,3718512.0,8.28,3.09,3.74,,3718512.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.23,0.6893,80.77,0.0,199.92
2012-02-21,18600.0,3726138.0,8.25,3.09,3.72,,3726138.0,0.0,18600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.39,0.6874,80.61,0.0,200.33
2012-02-22,16800.0,3374448.0,7.44,2.79,3.37,,3374448.0,0.0,16800.0,0.0,,,,,,,,,,,,,,1800.0,0.0,0.35,,0.0,0.0,0.0,0.0,,0.0,0.0,21.47,0.6628,78.53,0.0,200.86
2012-02-23,15800.0,3157788.0,6.81,2.62,3.18,,3157788.0,0.0,15800.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.17,,0.0,0.0,0.0,0.0,,0.0,0.0,22.7,0.6491,77.3,0.0,199.86
2012-02-24,15800.0,3138512.0,6.94,2.62,3.15,,3138512.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.68,0.6493,77.32,0.0,198.64
2012-02-27,15800.0,3100276.0,6.96,2.62,3.13,,3100276.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.57,0.6505,77.43,0.0,196.22
2012-02-28,15800.0,3133298.0,7.16,2.62,3.11,,3133298.0,0.0,15800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,22.97,0.6461,77.03,0.0,198.31
2012-02-29,13900.0,2773884.0,6.32,2.31,2.76,,2773884.0,0.0,13900.0,0.0,,,,,,,,,,,,,,1900.0,0.0,0.38,,0.0,0.0,0.0,0.0,,0.0,0.0,26.02,0.615,73.98,0.0,199.56
2012-03-01,13900.0,2772633.0,6.32,2.31,2.77,,2772633.0,0.0,13900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.89,0.6163,74.11,0.0,199.47
2012-03-02,11800.0,2387848.0,5.65,1.96,2.36,,2387848.0,0.0,11800.0,0.0,,,,,,,,,,,,,,2100.0,0.0,0.42,,0.0,0.0,0.0,0.0,,0.0,0.0,12.87,0.7757,87.13,0.0,202.36
2012-03-05,11800.0,2310086.0,5.64,1.96,2.38,,2310086.0,0.0,11800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,12.35,0.7835,87.65,0.0,195.77
2012-03-06,10300.0,1952365.0,4.92,1.71,2.02,,1952365.0,0.0,10300.0,0.0,,,,,,,,,,,,,,1500.0,0.0,0.3,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,189.55
2012-03-07,10300.0,1963592.0,5.04,1.71,1.95,,1963592.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,190.64
2012-03-08,10300.0,1981823.0,5.08,1.71,1.97,,1981823.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,192.41
2012-03-09,10300.0,2027864.0,4.71,1.71,1.98,,2027864.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,196.88
2012-03-12,10300.0,1998097.0,4.94,1.71,2.03,,1998097.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,193.99
2012-03-13,10300.0,2041563.0,4.93,1.71,2.02,,2041563.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,198.21
2012-03-14,10300.0,2030130.0,5.45,1.71,2.03,,2030130.0,0.0,10300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,197.1
2012-03-15,12300.0,2402067.0,6.48,2.04,2.41,,2402067.0,0.0,12300.0,0.0,,,0.4,,,,2000.0,,,0.4,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,195.29
2012-03-16,12300.0,2392596.0,6.48,2.04,2.4,,2392596.0,0.0,12300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,194.52
2012-03-19,10300.0,1958133.0,5.11,1.71,2.0,,1958133.0,0.0,10300.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.38,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,190.11
2012-03-20,12800.0,2370176.0,9.91,2.12,2.42,,2370176.0,0.0,12800.0,0.0,,,,,2500.0,,,,,,,0.46,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.12,0.6907,80.88,0.0,185.17
2012-03-21,12800.0,2374784.0,9.47,2.12,2.37,,2374784.0,0.0,12800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.56,0.6853,80.44,0.0,185.53
2012-03-22,10800.0,1971216.0,12.22,1.79,2.0,,1971216.0,0.0,10800.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.37,,0.0,0.0,0.0,0.0,,0.0,0.0,22.86,0.6473,77.14,0.0,182.52
2012-03-23,10800.0,1963224.0,8.75,1.79,1.97,,1963224.0,0.0,10800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.08,0.645,76.92,0.0,181.78
2012-03-26,6600.0,1201002.0,5.8,1.1,1.2,,1201002.0,0.0,6600.0,0.0,,,,,,,,,,,,,,4200.0,0.0,0.76,,0.0,0.0,0.0,0.0,,0.0,0.0,37.9,0.5293,62.1,0.0,181.97
2012-03-27,6600.0,1209120.0,5.8,1.1,1.2,,1209120.0,0.0,6600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.04,0.5286,61.96,0.0,183.2
2012-03-28,4100.0,740337.0,3.28,0.68,0.75,,740337.0,0.0,4100.0,0.0,,,,,,,,,,,,,,2500.0,0.0,0.46,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,180.57
2012-03-29,3300.0,583968.0,2.65,0.55,0.6,,583968.0,0.0,3300.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.16,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,176.96
2012-03-30,3300.0,595089.0,2.41,0.55,0.58,,595089.0,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,180.33
2012-04-02,3300.0,602019.0,2.41,0.54,0.59,,602019.0,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,182.43
2012-04-03,3300.0,606441.0,2.44,0.54,0.59,,606441.0,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,183.77
2012-04-04,3300.0,603735.0,2.41,0.54,0.6,,603735.0,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,182.95
2012-04-05,1300.0,242710.0,1.01,0.21,0.23,,242710.0,0.0,1300.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.36,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,186.7
2012-04-06,1300.0,242710.0,1.05,0.21,0.23,,242710.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2012-04-09,1300.0,242710.0,1.05,0.21,0.23,,242710.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,
2012-04-10,1300.0,236171.0,1.05,0.21,0.24,,236171.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,181.67
2012-04-11,1300.0,236509.0,1.05,0.21,0.24,,236509.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,181.93
2012-04-12,1300.0,242840.0,1.05,0.21,0.24,,242840.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,186.8
2012-04-13,1300.0,244777.0,1.05,0.21,0.24,,244777.0,0.0,1300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,188.29
2012-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.42
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.03
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.48
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.33
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.06
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.43
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.97
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.6
2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.9
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.12
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.78
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.42
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.49
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.38
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.36
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.98
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.43
