,CG9 FP Equity_DX_SI_QTY,CG9 FP Equity_DX_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CG9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CG9 FP Equity_DX_SI_MV,CG9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CG9 FP Equity_DX_SUPPLY_SI_QTY,CG9 FP Equity_DX_BROKER_SI_QTY,CG9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CG9 FP Equity_DX_BROKER_SI_MV_INC_x,CG9 FP Equity_DX_BROKER_SI_QTY_ADD,CG9 FP Equity_DX_SUPPLY_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_QTY_INC,CG9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CG9 FP Equity_DX_BROKER_SI_MV_INC_y,CG9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CG9 FP Equity_DX_BROKER_SI_MV_ADD,CG9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CG9 FP Equity_DX_BROKER_SI_QTY_DEC,CG9 FP Equity_DX_SUPPLY_SI_MV,CG9 FP Equity_DX_BROKER_SI_MV_DEC,CG9 FP Equity_DX_BROKER_SI_MV_RMV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CG9 FP Equity_DX_UTILIZATION_QUANTITY,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CG9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CG9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CG9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CG9 FP Equity_DX_BROKER_SI_CON_RATIO,CG9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CG9 FP Equity_DX_DEMAND_SUPPLY_RATIO,CG9 FP Equity_PX_LAST
2014-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.23
2014-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.54
2014-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.12
2014-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.23
2014-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.51
2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.38
2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.41
2014-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.22
2014-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.56
2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.19
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.98
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.61
2014-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.37
2014-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.03
2014-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.23
2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.63
2014-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.29
2014-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.04
2014-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.89
2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.53
2014-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.8
2014-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.58
2014-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.1
2014-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.04
2014-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.26
2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.07
2014-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.15
2014-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11
2014-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.38
2014-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.82
2014-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.16
2014-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.69
2014-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.94
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.28
2014-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.3
2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.96
2014-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.41
2014-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.14
2014-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.34
2014-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.3
2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.79
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.22
2014-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
2014-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7
2014-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.41
2014-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.22
2014-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.21
2014-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26
2014-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.09
2014-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.31
2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.59
2014-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.67
2014-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.53
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.21
2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.52
2014-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.31
2014-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.66
2014-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.32
2014-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.54
2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.06
2014-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.54
2014-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.57
2014-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.02
2014-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.85
2014-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.21
2014-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.99
2014-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.57
2014-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.75
2014-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.48
2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.23
2014-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.35
2014-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.98
2014-12-31,250.0,38245.0,0.17,0.27,0.04,38245.0,0.0,250.0,0.0,,,250.0,,,,,,0.04,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-01,250.0,38245.0,0.18,0.27,0.04,38245.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-01-02,250.0,38262.5,0.18,0.27,0.04,38262.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,153.05
2015-01-05,250.0,37667.5,0.18,0.27,0.04,37667.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,150.67
2015-01-06,250.0,37335.0,0.16,0.27,0.04,37335.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,149.34
2015-01-07,250.0,37567.5,0.16,0.27,0.04,37567.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,150.27
2015-01-08,250.0,38645.0,0.16,0.27,0.04,38645.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.58
2015-01-09,250.0,38237.5,0.16,0.27,0.04,38237.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,152.95
2015-01-12,250.0,38530.0,0.16,0.27,0.04,38530.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.12
2015-01-13,250.0,39047.5,0.16,0.27,0.04,39047.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,156.19
2015-01-14,250.0,38572.5,0.77,0.27,0.04,38572.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,154.29
2015-01-15,250.0,39632.5,0.77,0.27,0.04,39632.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,158.53
2015-01-16,250.0,39970.0,0.65,0.27,0.04,39970.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,159.88
2015-01-19,250.0,40042.5,0.64,0.27,0.04,40042.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,160.17
2015-01-20,250.0,40367.5,0.56,0.27,0.04,40367.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,161.47
2015-01-21,250.0,40525.0,0.41,0.27,0.04,40525.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,162.1
2015-01-22,250.0,41010.0,0.37,0.27,0.04,41010.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,164.04
2015-01-23,250.0,41790.0,0.37,0.27,0.04,41790.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.16
2015-01-26,250.0,42147.5,0.37,0.27,0.04,42147.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,168.59
2015-01-27,250.0,41785.0,0.3,0.27,0.04,41785.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.14
2015-01-28,250.0,41837.5,0.3,0.27,0.04,41837.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.35
2015-01-29,250.0,41825.0,0.26,0.27,0.04,41825.0,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,167.3
2015-01-30,250.0,41657.5,0.26,0.27,0.04,41657.5,0.0,250.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,166.63
2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.23
2015-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.45
2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.18
2015-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.21
2015-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4
2015-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.33
2015-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7
2015-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.35
2015-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.39
2015-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.93
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.86
2015-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.36
2015-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.6
2015-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7
2015-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.24
2015-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.96
2015-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.51
2015-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2
2015-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.66
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.21
2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.12
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.32
2015-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.72
2015-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.45
2015-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.99
2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.48
2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.78
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.99
2015-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.16
2015-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.85
2015-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.3
2015-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0
2015-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.03
2015-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.86
2015-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.86
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.07
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.56
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.97
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.88
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.21
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.08
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.24
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.21
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.92
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.55
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.89
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.14
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.09
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.17
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1
2015-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.87
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.5
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.98
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.67
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.51
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.56
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.06
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.89
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.48
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.02
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.56
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.39
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.61
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.42
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.9
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.6
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.11
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.52
2015-05-14,1000.0,183680.0,2.82,0.89,0.18,183680.0,0.0,1000.0,0.0,,,1000.0,,,,,,0.18,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.68
2015-05-15,1000.0,182570.0,2.78,0.89,0.18,182570.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.57
2015-05-18,1000.0,183910.0,2.78,0.89,0.18,183910.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.91
2015-05-19,1000.0,187100.0,3.13,0.89,0.18,187100.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,187.1
2015-05-20,1000.0,187780.0,3.12,0.89,0.19,187780.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,187.78
2015-05-21,1000.0,188460.0,3.12,1.18,0.19,188460.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.46
2015-05-22,1000.0,188260.0,3.13,1.18,0.19,188260.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,188.26
2015-05-25,1000.0,188260.0,3.13,1.18,0.19,188260.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-05-26,1000.0,187040.0,3.13,1.18,0.19,187040.0,0.0,1000.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,187.04
2015-05-27,1600.0,302960.0,5.01,1.89,0.3,302960.0,0.0,1600.0,0.0,,0.11,,,600.0,,0.11,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.35
2015-05-28,1600.0,302448.0,5.02,1.89,0.3,302448.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,189.03
2015-05-29,1600.0,296400.0,5.03,1.89,0.3,296400.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,185.25
2015-06-01,1600.0,297616.0,5.03,1.89,0.3,297616.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,186.01
2015-06-02,1600.0,293776.0,5.04,1.89,0.3,293776.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.61
2015-06-03,1600.0,293136.0,4.58,1.89,0.29,293136.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,183.21
2015-06-04,1600.0,291616.0,4.38,1.89,0.29,291616.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.26
2015-06-05,1600.0,288256.0,4.38,1.89,0.29,288256.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.16
2015-06-08,1600.0,286048.0,4.42,1.89,0.29,286048.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.78
2015-06-09,1600.0,284896.0,4.43,1.89,0.29,284896.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,178.06
2015-06-10,1600.0,289856.0,4.46,1.89,0.29,289856.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,181.16
2015-06-11,1600.0,291680.0,4.46,1.89,0.29,291680.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,182.3
2015-06-12,1600.0,289328.0,4.51,1.89,0.29,289328.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,180.83
2015-06-15,1600.0,284480.0,3.12,1.89,0.29,284480.0,0.0,1600.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,177.8
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.26
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.3
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.65
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.28
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.14
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.56
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.37
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.16
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.14
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.88
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.07
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.28
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.1
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.13
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.53
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.97
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.06
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.24
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.82
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.02
2015-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.25
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.73
2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.45
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.64
2015-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.48
2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.21
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.15
2015-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.51
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.93
2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.64
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.52
2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.3
2015-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.19
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.52
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.25
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.1
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.18
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.59
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.48
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.63
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.79
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.25
