,MLCVG FP Equity_DX_SI_QTY,MLCVG FP Equity_DX_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCVG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCVG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCVG FP Equity_DX_SI_MV,MLCVG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCVG FP Equity_DX_SUPPLY_SI_QTY,MLCVG FP Equity_DX_BROKER_SI_QTY,MLCVG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCVG FP Equity_DX_SUPPLY_SI_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_UTILIZATION_QUANTITY,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCVG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCVG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCVG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCVG FP Equity_DX_BROKER_SI_CON_RATIO,MLCVG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCVG FP Equity_PX_LAST
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5750.0,0.01,0.0,0.0,0.0,5750.0
2023-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6300.0,0.01,0.0,0.0,0.0,6300.0
2023-02-28,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-01,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-02,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-03,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-06,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-07,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-08,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-09,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-10,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-13,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-14,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-15,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-16,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-17,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-20,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-21,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-22,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-23,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-24,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-27,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-28,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-29,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-30,,,,,,,,,,,,,,,,,,,,6300.0
2023-03-31,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-03,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-04,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-05,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-06,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-11,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-12,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-13,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-14,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-17,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-18,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-19,,,,,,,,,,,,,,,,,,,,6300.0
2023-04-20,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-21,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-24,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-25,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-26,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-27,,,,,,,,,,,,,,,,,,,,7050.0
2023-04-28,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-02,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-03,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-04,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-05,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-08,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-09,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-10,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-11,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-12,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-15,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-16,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-17,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-18,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-19,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-22,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-23,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-24,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-25,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-26,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-29,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-30,,,,,,,,,,,,,,,,,,,,7050.0
2023-05-31,,,,,,,,,,,,,,,,,,,,7400.0
2023-06-01,,,,,,,,,,,,,,,,,,,,7400.0
2023-06-02,,,,,,,,,,,,,,,,,,,,7400.0
2023-06-05,,,,,,,,,,,,,,,,,,,,7400.0
2023-06-06,,,,,,,,,,,,,,,,,,,,7400.0
2023-06-07,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-08,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-09,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-12,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-13,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-14,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-15,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-16,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-19,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-20,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-21,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-22,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-23,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-26,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-27,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-28,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-29,,,,,,,,,,,,,,,,,,,,6350.0
2023-06-30,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-03,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-04,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-05,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-06,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-07,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-10,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-11,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-12,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-13,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-14,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-17,,,,,,,,,,,,,,,,,,,,6350.0
2023-07-18,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-19,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-20,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-21,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-24,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-25,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-26,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-27,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-28,,,,,,,,,,,,,,,,,,,,6850.0
2023-07-31,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-01,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-02,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-03,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-04,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-07,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-08,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-09,,,,,,,,,,,,,,,,,,,,6850.0
2023-08-10,,,,,,,,,,,,,,,,,,,,6300.0
2023-08-11,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-14,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-15,,,,,,,,,,,,,,,,,,,,6300.0
2023-08-16,,,,,,,,,,,,,,,,,,,,6300.0
2023-08-17,,,,,,,,,,,,,,,,,,,,6300.0
2023-08-18,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-21,,,,,,,,,,,,,,,,,,,,6250.0
2023-08-22,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-23,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-24,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-25,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-28,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-29,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-30,,,,,,,,,,,,,,,,,,,,6900.0
2023-08-31,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-01,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-04,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-05,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-06,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-07,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-08,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-11,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-12,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-13,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-14,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-15,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-18,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-19,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-20,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-21,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-22,,,,,,,,,,,,,,,,,,,,6900.0
2023-09-25,,,,,,,,,,,,,,,,,,,,6350.0
2023-09-26,,,,,,,,,,,,,,,,,,,,6350.0
2023-09-27,,,,,,,,,,,,,,,,,,,,6350.0
2023-09-28,,,,,,,,,,,,,,,,,,,,6350.0
2023-09-29,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-02,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-03,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-04,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-05,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-06,,,,,,,,,,,,,,,,,,,,6350.0
2023-10-09,,,,,,,,,,,,,,,,,,,,6200.0
2023-10-10,,,,,,,,,,,,,,,,,,,,6200.0
2023-10-11,,,,,,,,,,,,,,,,,,,,6200.0
2023-10-12,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-13,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-16,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-17,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-18,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-19,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-20,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-23,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-24,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-25,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-26,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-27,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-30,,,,,,,,,,,,,,,,,,,,6500.0
2023-10-31,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-01,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-02,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-03,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-06,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-07,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-08,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-09,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-10,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-13,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-14,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-15,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-16,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-17,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-20,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-21,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-22,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-23,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-24,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-27,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-28,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-29,,,,,,,,,,,,,,,,,,,,6500.0
2023-11-30,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-01,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-04,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-05,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-06,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-07,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-08,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-11,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-12,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-13,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-14,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-15,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-18,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-19,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-20,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-21,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-22,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-27,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-28,,,,,,,,,,,,,,,,,,,,6350.0
2023-12-29,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-02,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-03,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-04,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-05,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-08,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-09,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-10,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-11,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-12,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-15,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-16,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-17,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-18,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-19,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-22,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-23,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-24,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-25,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-26,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-29,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-30,,,,,,,,,,,,,,,,,,,,6350.0
2024-01-31,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-01,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-02,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-05,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-06,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-07,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-08,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-09,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-12,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-13,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-14,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-15,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-16,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-19,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-20,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-21,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-22,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-23,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-26,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-27,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-28,,,,,,,,,,,,,,,,,,,,6350.0
2024-02-29,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-01,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-04,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-05,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-06,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-07,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-08,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-11,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-12,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-13,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-14,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-15,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-18,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-19,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-20,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-21,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-22,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-25,,,,,,,,,,,,,,,,,,,,6350.0
2024-03-26,,,,,,,,,,,,,,,,,,,,6950.0
2024-03-27,,,,,,,,,,,,,,,,,,,,6950.0
2024-03-28,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-02,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-03,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-04,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-05,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-08,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-09,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-10,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-11,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-12,,,,,,,,,,,,,,,,,,,,6950.0
2024-04-15,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-16,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-17,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-18,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-19,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-22,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-23,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-24,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-25,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-26,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-29,,,,,,,,,,,,,,,,,,,,6450.0
2024-04-30,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-02,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-03,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-06,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-07,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-08,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-09,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-10,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-13,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-14,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-15,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-16,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-17,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-20,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-21,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-22,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-23,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-24,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-27,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-28,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-29,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-30,,,,,,,,,,,,,,,,,,,,6450.0
2024-05-31,,,,,,,,,,,,,,,,,,,,6450.0
2024-06-03,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-04,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-05,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-06,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-07,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-10,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-11,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-12,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-13,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-14,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-17,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-18,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-19,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-20,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-21,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-24,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-25,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-26,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-27,,,,,,,,,,,,,,,,,,,,7600.0
2024-06-28,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-01,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-02,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-03,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-04,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-05,,,,,,,,,,,,,,,,,,,,7600.0
2024-07-08,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-09,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-10,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-11,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-12,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-15,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-16,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-17,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-18,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-19,,,,,,,,,,,,,,,,,,,,7950.0
2024-07-22,,,,,,,,,,,,,,,,,,,,7950.0
