,WLN FP Equity_DX_SI_QTY,WLN FP Equity_DX_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,WLN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,WLN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,WLN FP Equity_DX_SI_MV,WLN FP Equity_DX_DSS,WLN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY,WLN FP Equity_DX_BROKER_SI_QTY,WLN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,WLN FP Equity_DX_BROKER_SI_MV_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_x,WLN FP Equity_DX_BROKER_SI_MV_INC_x,WLN FP Equity_DX_SUPPLY_SI_MV_NEW,WLN FP Equity_DX_BROKER_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_NEW,WLN FP Equity_DX_SUPPLY_SI_MV_DEC,WLN FP Equity_DX_BROKER_SI_QTY_INC,WLN FP Equity_DX_SUPPLY_SI_QTY_DEC,WLN FP Equity_DX_BROKER_SI_MV_NEW_y,WLN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,WLN FP Equity_DX_BROKER_SI_MV_INC_y,WLN FP Equity_DX_SUPPLY_SI_QTY_INC_y,WLN FP Equity_DX_BROKER_SI_MV_ADD,WLN FP Equity_DX_SUPPLY_SI_QTY_ADD,WLN FP Equity_DX_BROKER_SI_QTY_DEC,WLN FP Equity_DX_SUPPLY_SI_MV,WLN FP Equity_DX_BROKER_SI_MV_DEC,WLN FP Equity_DX_SUPPLY_SI_MV_RMV,WLN FP Equity_DX_BROKER_SI_MV_RMV,WLN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,WLN FP Equity_DX_UTILIZATION_QUANTITY,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,WLN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,WLN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,WLN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,WLN FP Equity_DX_ACTIVE_UTILIZATION_MV,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,WLN FP Equity_DX_BROKER_SI_CON_RATIO,WLN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,WLN FP Equity_DX_DEMAND_SUPPLY_RATIO,WLN FP Equity_PX_LAST
2023-02-01,3638657.0,152932753.71,1.66,6.85,1.29,150.8,1.0,121936259.16,2879671.0,2901172.0,121032572.13,,,529.0,5.15,,,,7.29,124814.0,171149.0,,,5.15,529.0,,47671.0,48740.0,118.62,1.94,,,3.32,3.32,83891400.0,3525955542.0,,3470.85,3.3,27.49,0.2299,35.93,0.0419,42.03
2023-02-02,3467983.0,154117164.52,1.58,6.55,1.23,145.86,1.0,123927117.16,2784047.0,2788639.0,123723048.68,,,2000.0,0.86,,,,5.55,20255.0,143788.0,,,0.86,2000.0,,46164.0,132788.0,116.79,4.93,,,3.21,3.21,83985000.0,3732293400.0,,3574.05,3.16,28.21,0.2363,36.38,0.04,44.44
2023-02-03,3278542.0,144321418.84,1.49,6.06,1.16,145.19,1.0,123326960.24,2639433.0,2801612.0,116187840.66,,,23500.0,9.35,,,,8.53,142000.0,202414.0,,,9.35,23500.0,,34300.0,129027.0,117.28,2.77,,,3.04,3.04,84143000.0,3703974860.0,,3757.49,3.03,28.36,0.2797,42.09,0.0378,44.02
2023-02-06,3373364.0,146505198.52,1.54,6.24,1.2,148.57,1.0,118331723.22,2636454.0,2724654.0,114501197.22,,,1310.0,3.15,,,,8.01,69664.0,177092.0,,,3.15,1310.0,,172803.0,146622.0,116.52,7.08,,,3.04,3.04,84130560.0,3653790220.8,,3715.58,3.04,27.89,0.2462,37.92,0.0389,43.43
2023-02-07,3357064.0,145562295.04,1.53,6.14,1.19,145.95,1.0,115227725.76,2703659.0,2657466.0,117230654.24,,,116939.0,2.55,,,,5.51,74990.0,123878.0,,,2.55,116939.0,,74144.0,142178.0,117.58,6.83,,,3.1,3.1,84454560.0,3661949721.6,,3666.69,3.11,30.34,0.256,37.2,0.0385,43.36
2023-02-08,3537769.0,150885847.85,1.61,6.41,1.26,153.5,1.0,120836619.75,2861364.0,2833215.0,122037174.6,,,108889.0,7.61,,,,0.07,175749.0,1486.0,,,7.61,108889.0,,50302.0,,124.21,,,,3.31,3.31,83678624.0,3568893313.6,,3611.52,3.32,30.11,0.2615,38.42,0.0409,42.65
2023-02-09,3509128.0,148681753.36,1.6,6.1,1.25,150.07,1.0,118997839.8,2857398.0,2808540.0,121067953.26,,,,1.41,,,,0.19,47000.0,3966.0,,,1.41,,,,71675.0,122.3,3.7,,,3.29,3.29,84060952.0,3561662536.24,,3582.3,3.3,28.33,0.2638,40.0,0.0404,42.37
2023-02-10,3965531.0,159572967.44,1.81,6.82,1.41,165.0,1.0,112891589.68,3050868.0,2805457.0,122766928.32,,,139523.0,0.0,,231371.0,,11.81,3200.0,266156.0,,,0.0,139523.0,10.04,320103.0,237654.0,129.45,10.53,,,3.51,3.51,83806944.0,3372391426.56,,3527.66,3.54,19.54,0.2009,34.55,0.0457,40.24
2023-02-13,4203399.0,167085110.25,1.91,6.93,1.49,169.8,1.0,115527849.75,3282736.0,2906361.0,130488756.0,,,113104.0,3.9,,,,0.29,106804.0,5900.0,,,3.9,113104.0,,124664.0,5900.0,131.84,0.24,,,3.77,3.77,83890056.0,3334629726.0,,3361.41,3.77,18.2,0.1961,33.5,0.0482,39.75
2023-02-14,4427069.0,179074941.05,2.02,7.12,1.57,176.7,1.0,127116511.55,3653966.0,3142559.0,147802924.7,,,293946.0,8.38,,6821.0,,7.89,231216.0,196258.0,,,8.38,293946.0,0.27,273542.0,1839.0,145.71,0.49,,,4.19,4.19,83562000.0,3380082900.0,,3329.97,4.19,17.2,0.1834,31.79,0.0508,40.45
2023-02-15,4679526.0,191579794.44,2.13,7.5,1.66,190.29,1.0,134416950.98,3960939.0,3283267.0,162160842.66,,,114835.0,5.89,,23859.0,,0.03,122849.0,1839.0,,,5.89,114835.0,1.01,193977.0,6000.0,160.54,0.17,,,4.56,4.56,82921816.0,3394819147.04,,3367.15,4.55,17.17,0.1842,32.15,0.0539,40.94
2023-02-16,4722965.0,197703314.9,2.15,7.61,1.68,195.23,1.0,129127383.84,3993123.0,3084744.0,167152128.78,,,29325.0,8.26,,,,13.38,176018.0,334541.0,,,8.26,29325.0,,337400.0,374541.0,163.7,15.02,,,4.6,4.6,82882656.0,3469467980.16,,3408.5,4.58,19.78,0.2029,35.18,0.0544,41.86
2023-02-17,4633599.0,190487254.89,2.11,7.46,1.64,192.95,1.0,123936208.06,4003613.0,3014746.0,164588530.43,,,90082.0,5.44,,,,4.03,126032.0,110241.0,,,5.44,90082.0,,30649.0,196030.0,167.33,7.94,,,4.59,4.59,83209392.0,3420738105.12,,3466.04,4.61,20.25,0.2052,35.1,0.0531,41.11
2023-02-20,4908726.0,202043162.16,2.23,7.79,1.74,202.07,1.0,130468638.72,4407435.0,3169792.0,181410024.6,,,135971.0,6.3,,,,1.9,155046.0,46332.0,,,6.3,135971.0,,314183.0,,181.76,,,,5.04,5.04,83077120.0,3419454259.2,,3413.74,5.06,19.82,0.1871,32.87,0.0561,41.16
2023-02-21,5271502.0,208593334.14,2.4,8.45,1.87,217.47,1.0,140833626.57,4522543.0,3559101.0,178957026.51,,,97198.0,21.53,,,,6.36,500939.0,155649.0,,,21.53,97198.0,,177032.0,111630.0,186.84,4.53,0.15,,5.16,5.16,83143432.0,3289985604.24,3473.0,3402.42,5.21,19.51,0.1963,33.19,0.0601,39.57
2023-02-22,5045658.0,196023813.3,2.3,7.85,1.79,200.41,1.0,129707912.25,4296699.0,3338685.0,166926756.15,,,43379.0,0.0,,,,12.79,35180.0,282689.0,,,0.0,43379.0,,13466.0,255596.0,170.98,12.27,,,4.88,4.88,83745976.0,3253531167.6,,3315.16,4.9,20.41,0.2087,34.06,0.0573,38.85
2023-02-23,5182938.0,203430316.5,2.36,7.91,1.84,202.21,1.0,118399234.25,4273610.0,3016541.0,167739192.5,,,106917.0,8.59,,,,24.0,218306.0,598209.0,,,8.59,106917.0,,468203.0,540450.0,166.79,22.55,,,4.85,4.85,83805176.0,3289353158.0,,3267.65,4.86,24.24,0.1759,24.36,0.0588,39.25
2023-02-24,4782875.0,180505702.5,2.18,7.35,1.7,187.05,1.0,100136787.42,3923330.0,2653333.0,148066474.2,,,,0.52,,,,13.86,13000.0,356379.0,,,0.52,,,6099.0,376208.0,153.85,13.82,,,4.43,4.43,84592384.0,3192516572.16,,3304.48,4.45,20.0,0.1712,26.16,0.054,37.74
2023-02-27,4656465.0,179739549.0,2.12,6.89,1.65,176.98,1.0,96647297.6,3787015.0,2503816.0,146178779.0,,,928.0,1.81,,,,9.19,37907.0,208749.0,,,1.81,928.0,,71506.0,187424.0,143.48,8.85,,,4.32,4.32,83930224.0,3239706646.4,,3170.98,4.33,20.38,0.1717,27.61,0.0531,38.6
2023-02-28,4362444.0,172403786.88,1.99,6.39,1.55,169.83,1.0,96872174.88,3543843.0,2451219.0,140052675.36,,,16728.0,6.83,,,,14.34,158285.0,376771.0,,,6.83,16728.0,,116871.0,210882.0,137.71,7.45,,,4.04,4.04,84125056.0,3324622213.12,,3266.87,4.04,19.7,0.1663,24.55,0.0498,39.52
2023-03-01,4051204.0,158604636.6,1.85,5.74,1.44,159.69,1.0,88173003.6,3180608.0,2252184.0,124520803.2,,,169285.0,,,204448.0,,21.91,,571134.0,,,,169285.0,8.17,38614.0,403483.0,125.06,15.03,,,3.63,3.63,84338816.0,3301864646.4,,3317.04,3.63,17.38,0.1455,23.18,0.0463,39.15
2023-03-02,3808573.0,149410318.79,1.74,5.41,1.35,149.44,1.0,80175488.67,3312649.0,2043729.0,129955220.27,,,163640.0,12.67,,,,8.81,325001.0,223110.0,,,12.67,163640.0,,191511.0,533456.0,129.58,21.23,,,3.79,3.79,84095536.0,3299067877.28,,3306.94,3.77,21.81,0.1702,24.21,0.0436,39.23
2023-03-03,3901782.0,155407977.06,1.78,5.65,1.38,153.8,1.0,88265789.29,3502696.0,2216063.0,139512381.68,,,204259.0,7.59,,,,4.03,189334.0,101973.0,,,7.59,204259.0,,87761.0,17000.0,137.61,0.66,,,4.0,4.0,84093376.0,3349439166.08,,3304.31,4.0,21.3,0.1583,21.77,0.0445,39.83
2023-03-06,4000843.0,162634267.95,1.82,5.71,1.42,160.08,1.0,94538973.3,3600908.0,2325682.0,146376910.2,,,606.0,5.06,,,,0.3,122491.0,10930.0,,,5.06,606.0,,108536.0,12872.0,143.44,0.36,,,4.12,4.12,83806976.0,3406753574.4,,3339.28,4.12,20.81,0.1526,20.99,0.0458,40.65
2023-03-07,3886833.0,157766551.47,1.77,5.56,1.38,158.04,1.0,88807672.8,3698986.0,2187920.0,150141841.74,,,132483.0,0.9,,,,3.94,16442.0,103114.0,,,0.9,132483.0,,68709.0,154204.0,150.57,5.93,,,4.24,4.24,83619128.0,3394100405.52,,3420.9,4.22,20.46,0.1451,22.5,0.0445,40.59
2023-03-08,3871737.0,155566392.66,1.77,5.48,1.37,156.84,1.0,86566885.86,3607125.0,2154477.0,144934282.5,,,77887.0,1.39,,79577.0,,7.17,34989.0,169748.0,,,1.39,77887.0,3.41,,148009.0,146.14,6.21,,,4.11,4.11,84082480.0,3378434046.4,,3413.69,4.11,20.61,0.1452,22.54,0.0442,40.18
2023-03-09,3525593.0,143597402.89,1.61,4.96,1.25,142.42,1.0,83221205.93,3501655.0,2043241.0,142622408.15,,,3009.0,0.27,,,,4.81,8509.0,110977.0,,,0.27,3009.0,,2498.0,119745.0,140.99,4.73,,,3.97,3.97,84770800.0,3452714684.0,,3409.63,3.97,22.67,0.152,24.5,0.0399,40.73
2023-03-10,3565593.0,141161826.87,1.63,5.02,1.27,144.56,1.0,85936548.17,3538763.0,2170663.0,140099627.17,,,19996.0,5.78,,,,4.18,141760.0,107088.0,,,5.78,19996.0,,124200.0,14338.0,143.5,0.48,,,3.99,3.99,85146536.0,3370951360.24,,3432.29,4.01,22.67,0.1546,24.18,0.0402,39.59
2023-03-13,3504501.0,134537793.39,1.6,4.92,1.24,138.22,1.0,78805456.4,3474522.0,2052760.0,133386899.58,,,6304.0,0.0,,,,5.89,6304.0,134237.0,,,0.0,6304.0,,63692.0,124207.0,137.14,5.66,,,3.92,3.92,85089480.0,3266585137.2,,3341.75,3.94,23.11,0.1637,26.22,0.0396,38.39
2023-03-14,4199753.0,163706371.94,1.91,5.78,1.49,162.24,1.0,99277577.3,4040898.0,2546885.0,157514204.04,,,335344.0,25.13,,25487.0,,4.3,657459.0,106454.0,,,25.13,335344.0,0.98,337486.0,188821.0,155.32,7.34,,,4.54,4.54,84919440.0,3310159771.2,,3269.35,4.54,20.0,0.1542,21.66,0.0472,38.98
2023-03-15,4493139.0,169481203.08,2.05,6.15,1.59,174.96,1.0,107901982.88,4207637.0,2860604.0,158712067.64,,,92648.0,15.19,,,,3.77,374994.0,105461.0,,,15.19,92648.0,,179552.0,61275.0,164.24,2.52,,,4.75,4.75,84427472.0,3184604243.84,,3293.42,4.75,19.04,0.1535,20.19,0.0507,37.72
2023-03-16,4630590.0,177675738.3,2.11,6.23,1.64,175.45,1.0,110836080.81,4326880.0,2888613.0,166022385.6,,,148411.0,1.45,,,,1.87,61995.0,36630.0,,,1.45,148411.0,,7462.0,33986.0,163.56,1.8,,,4.86,4.86,84662376.0,3248495367.12,,3191.95,4.87,18.39,0.1589,22.11,0.052,38.37
2023-03-17,4599230.0,174540778.5,2.1,6.29,1.63,175.88,1.0,108290818.35,4107922.0,2853513.0,155895639.9,,,4743.0,7.89,,,,8.49,196529.0,225653.0,,,7.89,4743.0,,1952.0,231629.0,156.64,8.41,,,4.62,4.62,84877936.0,3221117671.2,,3242.12,4.61,17.49,0.1493,22.34,0.0517,37.95
2023-03-20,4789594.0,181429820.72,2.18,6.43,1.7,181.92,1.0,115230429.68,4089727.0,3041986.0,154918858.76,,,28678.0,8.88,,,,9.12,242632.0,233511.0,,,8.88,28678.0,,186638.0,54159.0,155.01,2.25,,,4.6,4.6,84860080.0,3214499830.4,,3207.01,4.61,16.88,0.1439,21.29,0.0538,37.88
2023-03-21,4688343.0,184251879.9,2.14,6.27,1.66,178.63,1.0,122757165.6,4113237.0,3123592.0,161650214.1,,,173301.0,4.42,,,,8.05,95261.0,212791.0,,,4.42,173301.0,,63000.0,13655.0,155.99,0.8,,,4.62,4.62,84860960.0,3335035728.0,,3230.95,4.61,16.99,0.1404,20.56,0.0527,39.3
2023-03-22,5114486.0,200385561.48,2.33,6.78,1.82,199.58,1.0,135166651.02,4476512.0,3449889.0,175389740.16,,,219010.0,8.76,,148535.0,,0.8,185421.0,35465.0,,,8.76,219010.0,5.84,179730.0,7659.0,173.08,0.32,,,5.03,5.03,84548112.0,3312595028.16,,3308.6,4.97,15.79,0.1331,18.73,0.0575,39.18
2023-03-23,5061037.0,196924949.67,2.31,6.84,1.8,198.04,1.0,134199111.42,4440629.0,3448962.0,172784874.39,,,60978.0,4.84,,,,5.05,117117.0,130231.0,,,4.84,60978.0,,33370.0,118044.0,171.92,4.48,,,4.99,4.99,84586056.0,3291243438.96,,3306.29,4.94,15.8,0.1323,18.9,0.0568,38.91
2023-03-24,5138534.0,193260263.74,2.34,6.99,1.82,199.01,1.0,131188042.76,4463011.0,3488116.0,167853843.71,,,,4.36,,3473.0,,2.32,113979.0,52556.0,,,4.36,,0.14,74938.0,78298.0,172.17,3.44,,,5.05,5.05,83850656.0,3153623172.16,,3263.34,5.01,15.31,0.1299,19.4,0.0582,37.61
2023-03-27,5012464.0,189571388.48,2.29,6.99,1.78,189.6,1.0,127434943.84,4301989.0,3369512.0,162701223.98,,,,0.02,,,,6.84,2000.0,164022.0,,,0.02,,,3000.0,120604.0,161.95,5.82,,,4.87,4.87,83973784.0,3175888510.88,,3158.36,4.88,15.64,0.1298,19.59,0.0568,37.82
2023-03-28,5156413.0,191766999.47,2.35,7.37,1.83,194.4,1.0,124180533.96,4400621.0,3339084.0,163659094.99,,,171278.0,7.31,,23924.0,,9.97,190607.0,266346.0,,,7.31,171278.0,0.95,193700.0,244959.0,165.73,9.83,,,4.98,4.98,83964080.0,3122624135.2,,3154.92,4.99,14.98,0.1122,15.24,0.0584,37.19
2023-03-29,4701800.0,176881716.0,2.14,6.81,1.67,175.5,1.0,113869419.84,4102182.0,3026832.0,154324086.84,,,11159.0,0.67,,,,12.35,35718.0,327863.0,,,0.67,11159.0,,18265.0,347970.0,153.35,12.97,,,4.64,4.64,84227288.0,3168630574.56,,3137.76,4.66,13.85,0.1132,16.51,0.0532,37.62
2023-03-30,4214989.0,161307629.03,1.92,6.15,1.5,158.98,1.0,98420451.53,3732189.0,2571739.0,142830873.03,,,9350.0,1.2,,,,14.05,31002.0,379343.0,,,1.2,9350.0,,,486095.0,140.53,17.89,,,4.23,4.23,84521880.0,3234652347.6,,3179.32,4.23,15.26,0.1176,18.5,0.0478,38.27
2023-03-31,4230783.0,165465923.13,1.93,6.17,1.5,163.41,1.0,99225785.45,3849379.0,2537095.0,150549212.69,,,279572.0,0.74,,,,7.1,3800.0,197945.0,,,0.74,279572.0,,35563.0,38444.0,148.3,1.25,,,4.37,4.37,84307984.0,3297285254.24,,3251.17,4.36,16.37,0.1216,18.53,0.048,39.11
2023-04-03,4040999.0,153921651.91,1.84,5.93,1.43,157.4,1.0,92248304.59,3650475.0,2421851.0,139046592.75,,3473.0,42830.0,1.64,0.14,,,7.29,38456.0,195118.0,,3473.0,1.64,42830.0,,15489.0,153700.0,142.33,5.75,2.53,,4.16,4.16,84204944.0,3207366316.96,65578.0,3276.18,4.16,15.99,0.1191,19.63,0.046,38.09
2023-04-04,3588166.0,136601479.62,1.64,5.26,1.27,136.68,1.0,72474696.54,3206532.0,1903722.0,122072673.24,,65578.0,,0.55,2.48,,,22.67,18772.0,544247.0,,65578.0,0.55,,,34726.0,536901.0,122.0,22.01,,,3.66,3.66,84359088.0,3211550480.16,,3203.39,3.67,13.42,0.1195,19.59,0.041,38.07
2023-04-05,3916711.0,147268333.6,1.79,5.97,1.39,149.3,1.0,84651624.8,3148057.0,2251373.0,118366943.2,,,177037.0,17.21,,13662.0,,9.49,451946.0,250512.0,,,17.21,177037.0,0.54,15000.0,117957.0,120.1,4.48,,,3.61,3.61,84169176.0,3164761017.6,,3206.95,3.61,18.05,0.1369,22.66,0.0449,37.6
2023-04-06,3840643.0,145445150.41,1.75,5.93,1.36,145.07,1.0,72524003.86,3339890.0,1915078.0,126481634.3,,,278234.0,1.77,,,,5.54,47000.0,133401.0,,,1.77,278234.0,,47000.0,383295.0,125.53,14.93,,,3.83,3.83,83964168.0,3179723042.16,,3160.12,3.82,23.26,0.1682,25.32,0.044,37.87
2023-04-07,3840643.0,145445150.41,1.75,5.99,1.36,145.38,1.0,72524003.86,3339890.0,1915078.0,126481634.3,,,,,,,,,,,,,,,,,,126.12,,,,3.81,3.81,84299168.0,3192409492.16,,3194.11,3.8,23.18,0.168,25.33,0.0438,
2023-04-10,3826657.0,144915500.59,1.74,5.96,1.36,145.26,1.0,72524003.86,3325904.0,1915078.0,125951984.48,,,,,,,,0.53,,13986.0,,,,,,,,126.14,,,,3.8,3.8,84312704.0,3192922100.48,,3202.82,3.79,23.01,0.1679,25.48,0.0437,
2023-04-11,3624639.0,136358919.18,1.65,5.65,1.29,136.93,1.0,62786500.92,3150802.0,1668966.0,118533171.24,,,66417.0,1.82,,,,9.23,48100.0,243519.0,,,1.82,66417.0,,2000.0,294212.0,118.83,11.24,,,3.63,3.63,83725328.0,3149746839.36,,3155.24,3.63,22.72,0.1846,28.7,0.0417,37.62
2023-04-12,3632327.0,134759331.7,1.66,5.79,1.29,135.92,1.0,60496892.4,3149112.0,1630644.0,116832055.2,,,43632.0,0.22,,2378.0,,1.8,6000.0,47700.0,,,0.22,43632.0,0.09,2378.0,46700.0,117.8,2.05,,,3.57,3.57,84957712.0,3151931115.2,,3176.16,3.58,22.72,0.1868,29.72,0.0412,37.1
2023-04-13,2959233.0,111119199.15,1.35,4.48,1.05,109.83,1.0,41363728.2,2934197.0,1101564.0,110179097.35,,,55499.0,,,,,11.11,,281414.0,,,,55499.0,,11000.0,529080.0,108.65,20.14,,,3.63,3.63,77787728.0,2920929186.4,,2884.85,3.63,15.51,0.1779,31.31,0.0367,37.55
2023-04-14,2869072.0,109885457.6,1.31,4.25,1.02,108.46,1.0,40881496.6,2826499.0,1067402.0,108254911.7,,,,0.41,,,,3.33,11000.0,107698.0,,,0.41,,,,45162.0,106.53,1.66,,,3.26,3.26,83937280.0,3214797824.0,,3172.49,3.25,15.8,0.1815,31.64,0.0331,38.3
2023-04-17,2636318.0,103185486.52,1.2,3.85,0.94,101.66,0.0,36052949.92,2554726.0,921128.0,99991975.64,,,41448.0,3.16,,,,11.1,70346.0,313221.0,,,3.16,41448.0,,,216620.0,98.41,8.25,,,2.97,2.97,83469280.0,3266987619.2,,3222.5,2.96,17.22,0.1852,30.84,0.0306,39.14
2023-04-18,2273482.0,89120494.4,1.04,3.25,0.81,88.87,0.0,22980255.2,2139698.0,586231.0,83876161.6,,,,2.11,,,,16.56,52128.0,446234.0,,,2.11,,,31206.0,387025.0,83.6,14.77,,,2.48,2.48,83985784.0,3292242732.8,,3279.26,2.49,19.83,0.2029,34.38,0.0264,39.2
2023-04-19,2229723.0,88207841.88,1.02,3.2,0.79,87.69,0.0,21130222.36,2101939.0,534131.0,83152706.84,,,13670.0,,,,,2.26,,58100.0,,,,13670.0,,6671.0,52100.0,82.62,2.04,,,2.46,2.46,83353376.0,3297459554.56,,3274.23,2.46,20.26,0.2144,35.75,0.0261,39.56
2023-04-20,2257640.0,86761105.2,1.03,3.03,0.8,88.49,0.0,19093445.91,2131331.0,496837.0,81907050.33,,,76211.0,0.42,,,,1.78,9525.0,46819.0,,,0.42,76211.0,,,46819.0,83.7,1.85,,,2.49,2.49,83489224.0,3208490878.32,,3280.92,2.49,19.93,0.2337,38.74,0.0264,38.43
2023-04-21,2356874.0,91211023.8,1.07,3.17,0.84,90.65,0.0,17749097.1,2240090.0,458633.0,86691483.0,,,132061.0,,,,,3.22,,77204.0,,,,132061.0,,53902.0,38204.0,86.09,1.53,,,2.62,2.62,83317208.0,3224375949.6,,3204.73,2.62,19.17,0.2601,42.87,0.0275,38.7
2023-04-24,2885511.0,111149883.72,1.32,3.88,1.02,111.24,1.0,34672044.6,2768727.0,900105.0,106651364.04,,,559486.0,16.83,,6572.0,,1.93,434900.0,50421.0,,,16.83,559486.0,0.25,19572.0,,106.64,,,,3.2,3.2,83791288.0,3227640413.76,,3229.24,3.2,15.74,0.2225,38.32,0.0333,38.52
2023-04-25,2978949.0,113766062.31,1.36,3.97,1.06,114.85,1.0,35107341.39,2862165.0,919281.0,109306081.35,,,100681.0,1.66,,,,0.28,43274.0,7243.0,,,1.66,100681.0,,,24098.0,110.42,0.93,,,3.3,3.3,83746640.0,3198284181.6,,3228.77,3.31,15.17,0.2287,39.73,0.0344,38.19
2023-04-26,2782252.0,107394927.2,1.27,3.73,0.99,106.37,0.0,28300400.6,2755679.0,733171.0,106369209.4,,,31400.0,,,,,5.91,,147186.0,,,,31400.0,,9300.0,186110.0,105.05,7.28,,,3.18,3.18,83927984.0,3239620182.4,,3202.35,3.18,16.41,0.2584,42.52,0.0321,38.6
2023-04-27,2400282.0,93803020.56,1.09,3.2,0.85,92.97,0.0,30084917.32,2336425.0,769829.0,91307489.0,,,16372.0,1.19,,9284.0,,16.22,28000.0,435626.0,,,1.19,16372.0,0.36,,626.0,90.46,0.0,,,2.69,2.69,84434912.0,3299716360.96,,3269.82,2.69,18.78,0.3188,49.77,0.0277,39.08
2023-04-28,2724957.0,107308806.66,1.24,3.62,0.97,106.98,0.0,33411252.16,2655036.0,848432.0,104555317.68,,,308813.0,3.08,,,,0.12,78603.0,3229.0,,,3.08,308813.0,,13027.0,,104.22,,,,3.06,3.06,84158224.0,3314150861.12,,3291.71,3.07,16.65,0.3327,52.58,0.0314,39.38
2023-05-01,2727477.0,107408044.26,1.24,3.66,0.97,107.8,0.0,33411252.16,2657556.0,848432.0,104654555.28,,,,,,,,,,,,,,,,2520.0,,105.16,,,,3.06,3.06,84114736.0,3312438303.68,,3321.37,3.07,16.52,0.3339,52.74,0.0314,
2023-05-02,2522808.0,98112003.12,1.15,3.39,0.9,99.1,0.0,24623164.61,2330857.0,633149.0,90647028.73,,,88402.0,6.53,,43628.0,,17.03,167789.0,426385.0,,,6.53,88402.0,1.72,11284.0,426700.0,91.62,16.8,,,2.7,2.7,83895352.0,3262690239.28,,3292.48,2.71,16.44,0.327,52.74,0.0293,38.89
2023-05-03,2293028.0,89129998.36,1.05,3.09,0.81,88.91,0.0,22728999.28,2106877.0,584744.0,81894308.99,,,6917.0,0.23,,,,10.23,8923.0,248300.0,,,0.23,6917.0,,17403.0,57328.0,81.63,2.36,,,2.44,2.44,84094624.0,3268758034.88,,3257.1,2.44,18.07,0.3059,49.64,0.0266,38.87
2023-05-04,2298724.0,88914644.32,1.05,3.19,0.82,89.49,0.0,27896557.52,2001446.0,721214.0,77415931.28,,,94510.0,4.96,,9597.0,,7.53,126873.0,199941.0,,,4.96,94510.0,0.39,,,77.95,,,,2.33,2.33,84015224.0,3249708864.32,,3268.23,2.33,21.83,0.2505,40.24,0.0267,38.68
2023-05-05,2286850.0,90261969.5,1.04,3.2,0.81,89.14,0.0,30055102.49,1966671.0,761467.0,77624504.37,,,23388.0,1.54,,,,4.23,40253.0,106180.0,,,1.54,23388.0,,48017.0,,76.47,,,,2.29,2.29,84065576.0,3318068284.72,,3258.14,2.29,24.77,0.2299,35.64,0.0266,39.47
2023-05-08,2247220.0,90068577.6,1.02,3.17,0.8,89.39,0.0,29935711.92,1939191.0,746899.0,77722775.28,,,,,,32.0,,0.82,,27512.0,,,,,0.0,32.0,14600.0,76.97,0.56,,,2.26,2.26,83955096.0,3364920247.68,,3323.88,2.26,25.21,0.2301,35.16,0.0262,40.08
2023-05-09,2155194.0,86121552.24,0.98,3.06,0.76,86.68,0.0,28805845.32,1873165.0,720867.0,74851673.4,,,,,,,,3.93,,101226.0,,,,,,35200.0,26032.0,75.35,1.01,,,2.18,2.18,84126272.0,3361685829.12,,3376.63,2.18,26.32,0.2179,31.93,0.0251,39.96
2023-05-10,2207544.0,87043459.92,1.01,3.14,0.78,88.12,0.0,31241926.77,1861685.0,792339.0,73406239.55,,,55731.0,2.5,,15200.0,,3.03,65869.0,74349.0,,,2.5,55731.0,0.61,7138.0,9597.0,74.37,0.41,,,2.16,2.16,84226392.0,3321046636.56,,3352.0,2.17,28.21,0.2168,30.34,0.0256,39.43
2023-05-11,2405507.0,94897251.15,1.1,3.48,0.85,94.89,0.0,31920296.85,2010542.0,809133.0,79315881.9,,,187308.0,1.87,,,,1.61,53010.0,39122.0,,,1.87,187308.0,,671.0,36216.0,79.34,1.42,,,2.34,2.34,84071896.0,3316636297.2,,3324.27,2.33,24.44,0.2075,31.97,0.0279,39.45
2023-05-12,2380805.0,94113221.65,1.09,3.44,0.84,93.93,0.0,38116960.62,1844819.0,964254.0,72925695.07,,,3000.0,9.41,,,,8.12,238923.0,205855.0,,,9.41,3000.0,,37132.0,83802.0,72.86,3.33,,,2.14,2.14,84323184.0,3333295463.52,,3338.33,2.14,24.71,0.1911,28.74,0.0276,39.53
