,SRIE FP Equity_DX_SI_QTY,SRIE FP Equity_DX_SHORT_INTEREST_VALUE,SRIE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIE FP Equity_DX_SI_MV,SRIE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIE FP Equity_DX_SUPPLY_SI_QTY,SRIE FP Equity_DX_BROKER_SI_QTY,SRIE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIE FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIE FP Equity_DX_BROKER_SI_MV_INC_x,SRIE FP Equity_DX_BROKER_SI_QTY_ADD,SRIE FP Equity_DX_SUPPLY_SI_MV_DEC,SRIE FP Equity_DX_BROKER_SI_QTY_INC,SRIE FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIE FP Equity_DX_BROKER_SI_MV_INC_y,SRIE FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIE FP Equity_DX_BROKER_SI_MV_ADD,SRIE FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIE FP Equity_DX_BROKER_SI_QTY_DEC,SRIE FP Equity_DX_SUPPLY_SI_MV,SRIE FP Equity_DX_BROKER_SI_MV_DEC,SRIE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIE FP Equity_DX_UTILIZATION_QUANTITY,SRIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIE FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SRIE FP Equity_DX_BROKER_SI_CON_RATIO,SRIE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIE FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIE FP Equity_PX_LAST
2022-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1809207.34,1.79,0.0,,0.0,,0.0,26.0828
2022-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1827380.71,1.81,0.0,,0.0,,0.0,26.3448
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1807896.36,1.83,0.0,,0.0,,0.0,26.0639
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1785484.85,1.81,0.0,,0.0,,0.0,25.7408
2022-06-02,130200.0,3380044.08,17.35,0.25,3.35,3380044.08,0.0,130200.0,0.0,,,130200.0,,,,,,3.35,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.9683,25.9604
2022-06-03,130200.0,3366268.92,17.62,0.25,3.38,3366268.92,0.0,130200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,1.8771,25.8546
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,130200.0,0.0,3.39,0.0,0.0,69364.0,1812016.58,1.81,0.0,,0.0,,0.0,26.1233
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1801265.16,1.81,0.0,,0.0,,0.0,25.9683
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1785353.06,1.8,0.0,,0.0,,0.0,25.7389
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1765938.08,1.78,0.0,,0.0,,0.0,25.459
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1724673.43,1.78,0.0,,0.0,,0.0,24.8641
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1687688.55,1.76,0.0,,0.0,,0.0,24.3309
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1657813.47,1.75,0.0,,0.0,,0.0,23.9002
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1688382.19,1.78,0.0,,0.0,,0.0,24.3409
2022-06-16,82600.0,1962006.06,11.79,0.16,2.01,1962006.06,0.0,82600.0,0.0,,,82600.0,,,,,,2.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,1.1908,23.7531
2022-06-17,82600.0,1969597.0,11.62,0.16,1.97,1969597.0,0.0,82600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,1.1908,23.845
2022-06-20,123900.0,2972125.59,18.22,0.24,2.95,1981417.06,41300.0,82600.0,990708.53,,,,,,,,,,41300.0,,0.98,,100.0,37.32,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.1196,23.9881
2022-06-21,123900.0,2975805.42,18.49,0.24,2.97,1983870.28,41300.0,82600.0,991935.14,,,,,,,,,,,,0.99,,100.0,37.32,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.1196,24.0178
2022-06-22,84900.0,2024041.47,13.94,0.16,2.04,1349360.98,28300.0,56600.0,674680.49,,,,0.31,,13000.0,,,,,26000.0,0.68,0.62,100.0,28.98,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.8693,23.8403
2022-06-23,84900.0,2009557.53,14.51,0.16,2.03,1339705.02,28300.0,56600.0,669852.51,,,,,,,,,,,,0.68,,100.0,28.98,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.8693,23.6697
2022-06-24,28300.0,688768.23,4.91,0.05,0.67,0.0,28300.0,0.0,688768.23,,,,,,,,,,,56600.0,0.67,1.35,100.0,28.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.2898,24.3381
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.67,,28300.0,,,,,,0.0,,0.0,0.0,69364.0,1697427.25,1.78,0.0,,0.0,,0.0,24.4713
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1699244.59,1.78,0.0,,0.0,,0.0,24.4975
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1690137.1,1.79,0.0,,0.0,,0.0,24.3662
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1671013.44,1.79,0.0,,0.0,,0.0,24.0905
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1675646.96,1.79,0.0,,0.0,,0.0,24.1573
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1681986.83,1.79,0.0,,0.0,,0.0,24.2487
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1663431.96,1.79,0.0,,0.0,,0.0,23.9812
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1693577.55,1.66,0.0,,0.0,,0.0,24.4158
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1720650.32,1.69,0.0,,0.0,,0.0,24.8061
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1728772.84,1.72,0.0,,0.0,,0.0,24.9232
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1719720.84,1.72,0.0,,0.0,,0.0,24.7927
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1729383.25,1.72,0.0,,0.0,,0.0,24.932
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1717175.18,1.72,0.0,,0.0,,0.0,24.756
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1695984.48,1.72,0.0,,0.0,,0.0,24.4505
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1719457.26,1.7,0.0,,0.0,,0.0,24.7889
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1735029.48,1.72,0.0,,0.0,,0.0,25.0134
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1754416.72,1.73,0.0,,0.0,,0.0,25.2929
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1754298.8,1.75,0.0,,0.0,,0.0,25.2912
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1771653.67,1.76,0.0,,0.0,,0.0,25.5414
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1772846.73,1.76,0.0,,0.0,,0.0,25.5586
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,69364.0,1770162.34,1.77,0.0,,0.0,,0.0,25.5199
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2757007.72,2.76,0.0,,0.0,,0.0,25.4421
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2770184.79,2.78,0.0,,0.0,,0.0,25.5637
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2813617.08,2.77,0.0,,0.0,,0.0,25.9645
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2855413.07,2.76,0.0,,0.0,,0.0,26.3502
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2850070.73,2.75,0.0,,0.0,,0.0,26.3009
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2838107.34,2.75,0.0,,0.0,,0.0,26.1905
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2848326.07,2.76,0.0,,0.0,,0.0,26.2848
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2858978.25,2.85,0.0,,0.0,,0.0,26.3831
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2819891.35,2.86,0.0,,0.0,,0.0,26.0224
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2840751.42,2.82,0.0,,0.0,,0.0,26.2149
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2818200.88,2.82,0.0,,0.0,,0.0,26.0068
2022-08-10,41400.0,1093552.02,19.7,0.09,1.07,729034.68,13800.0,27600.0,364517.34,,,27600.0,,,,,,0.72,13800.0,,0.36,,100.0,10.15,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.3045,26.4143
2022-08-11,41400.0,1094715.36,17.14,0.09,1.09,729810.24,13800.0,27600.0,364905.12,,,,,,,,,,,,0.36,,100.0,11.3,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.3389,26.4424
2022-08-12,158000.0,4172811.6,61.25,0.32,4.18,2268636.18,72100.0,85900.0,1904175.42,58300.0,1.54,,,58300.0,,1.54,58300.0,,,,1.91,,100.0,30.2,0.0,0.0,0.0,100.0,45.64,0.5038,54.36,0.6617,26.4102
2022-08-15,158000.0,4194062.6,61.36,0.32,4.17,2280189.73,72100.0,85900.0,1913872.87,,,,,,,,,,,,1.9,,100.0,39.95,0.0,0.0,0.0,100.0,45.62,0.5038,54.38,0.8755,26.5447
2022-08-16,27600.0,731366.88,10.59,0.06,0.73,731366.88,0.0,27600.0,0.0,,,,1.9,,72100.0,,,,,58300.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.2547,26.4988
2022-08-17,13800.0,362278.98,5.36,0.03,0.37,362278.98,0.0,13800.0,0.0,,,,,,,,,,,13800.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.1459,26.2521
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13800.0,0.0,0.37,0.0,0.0,108364.0,2852281.35,2.84,0.0,,0.0,,0.0,26.3213
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2830305.13,2.85,0.0,,0.0,,0.0,26.1185
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2801025.18,2.83,0.0,,0.0,,0.0,25.8483
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2777141.76,2.83,0.0,,0.0,,0.0,25.6279
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2784716.4,2.78,0.0,,0.0,,0.0,25.6978
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2789657.8,2.79,0.0,,0.0,,0.0,25.7434
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2735508.31,2.79,0.0,,0.0,,0.0,25.2437
2022-08-29,176100.0,4394804.43,105.61,0.36,4.44,2929869.62,58700.0,117400.0,1464934.81,,,117400.0,,,,,,2.96,58700.0,,1.48,,100.0,25.97,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.779,24.9563
2022-08-30,176100.0,4368724.02,106.05,0.36,4.39,2912482.68,58700.0,117400.0,1456241.34,,,,,,,,,,,,1.46,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.8082
2022-08-31,176100.0,4322198.4,92.64,0.36,4.37,2881465.6,58700.0,117400.0,1440732.8,,,,,,,,,,,,1.46,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.544
2022-09-01,176100.0,4244767.23,88.61,0.36,4.33,2829844.82,58700.0,117400.0,1414922.41,,,,,,,,,,,,1.44,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.1043
2022-09-02,176100.0,4324258.77,77.86,0.36,4.24,2882839.18,58700.0,117400.0,1441419.59,,,,,,,,,,,,1.41,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.5557
2022-09-05,176100.0,4276746.99,74.95,0.36,4.33,2851164.66,58700.0,117400.0,1425582.33,,,,,,,,,,,,1.44,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.2859
2022-09-06,176100.0,4293494.1,76.27,0.35,4.28,2862329.4,58700.0,117400.0,1431164.7,,,,,,,,,,,,1.43,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.381
2022-09-07,176100.0,4275549.51,58.36,0.35,4.31,2850366.34,58700.0,117400.0,1425183.17,,,,,,,,,,,,1.44,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.2791
2022-09-08,176100.0,4291768.32,40.47,0.35,4.29,2861178.88,58700.0,117400.0,1430589.44,,,,,,,,,,,,1.43,,100.0,35.14,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,1.0541,24.3712
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.42,,58700.0,,,,,117400.0,0.0,2.83,0.0,0.0,167064.0,4131258.83,4.13,0.0,,0.0,,0.0,24.7286
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2729580.8,2.68,0.0,,0.0,,0.0,25.189
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2679180.7,2.73,0.0,,0.0,,0.0,24.7239
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2650789.33,2.67,0.0,,0.0,,0.0,24.4619
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2633548.62,2.65,0.0,,0.0,,0.0,24.3028
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2595111.91,2.64,0.0,,0.0,,0.0,23.9481
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2586226.06,2.6,0.0,,0.0,,0.0,23.8661
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2552644.06,2.59,0.0,,0.0,,0.0,23.5562
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2578131.27,2.55,0.0,,0.0,,0.0,23.7914
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2519463.0,2.58,0.0,,0.0,,0.0,23.25
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2465075.11,2.52,0.0,,0.0,,0.0,22.7481
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2457543.81,2.46,0.0,,0.0,,0.0,22.6786
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2435719.3,2.46,0.0,,0.0,,0.0,22.4772
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2442925.51,2.45,0.0,,0.0,,0.0,22.5437
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2393186.43,2.46,0.0,,0.0,,0.0,22.0847
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2430734.56,2.46,0.0,,0.0,,0.0,22.4312
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2453209.25,2.44,0.0,,0.0,,0.0,22.6386
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2538285.83,2.46,0.0,,0.0,,0.0,23.4237
2022-10-05,109400.0,2524722.26,15.72,0.25,2.57,1758535.98,33200.0,76200.0,766186.28,,,76200.0,,,,,,1.79,33200.0,,0.78,,100.0,19.0,0.0,0.0,0.0,100.0,39.31,0.5229,60.69,0.626,23.0779
2022-10-06,99600.0,2284674.6,14.33,0.23,2.3,1523116.4,33200.0,66400.0,761558.2,,,,,,,,,,,9800.0,0.77,0.25,100.0,25.2,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.7559,22.9385
2022-10-07,99600.0,2244276.84,14.32,0.23,2.28,1496184.56,33200.0,66400.0,748092.28,,,,,,,,,,,,0.76,,100.0,23.45,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.7036,22.5329
2022-10-10,99600.0,2244914.28,14.33,0.23,2.25,1496609.52,33200.0,66400.0,748304.76,,,,,,,,,,,,0.75,,100.0,23.45,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.7036,22.5393
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.74,,33200.0,,,,,66400.0,0.0,1.49,0.0,0.0,75164.0,1683974.26,1.69,0.0,,0.0,,0.0,22.404
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2406060.07,2.43,0.0,,0.0,,0.0,22.2035
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2428122.98,2.41,0.0,,0.0,,0.0,22.4071
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2445873.01,2.43,0.0,,0.0,,0.0,22.5709
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2495915.5,2.45,0.0,,0.0,,0.0,23.0327
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2509493.51,2.5,0.0,,0.0,,0.0,23.158
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2489088.57,2.51,0.0,,0.0,,0.0,22.9697
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2496760.74,2.49,0.0,,0.0,,0.0,23.0405
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2471501.09,2.5,0.0,,0.0,,0.0,22.8074
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2511953.37,2.47,0.0,,0.0,,0.0,23.1807
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2563935.59,2.52,0.0,,0.0,,0.0,23.6604
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2574685.29,2.57,0.0,,0.0,,0.0,23.7596
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2568931.17,2.57,0.0,,0.0,,0.0,23.7065
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2565062.57,2.58,0.0,,0.0,,0.0,23.6708
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2566406.28,2.57,0.0,,0.0,,0.0,23.6832
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2572875.62,2.57,0.0,,0.0,,0.0,23.7429
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2566492.98,2.56,0.0,,0.0,,0.0,23.684
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2533962.1,2.57,0.0,,0.0,,0.0,23.3838
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2579193.24,2.54,0.0,,0.0,,0.0,23.8012
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2597539.26,2.58,0.0,,0.0,,0.0,23.9705
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2635358.3,2.59,0.0,,0.0,,0.0,24.3195
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2630611.95,2.63,0.0,,0.0,,0.0,24.2757
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2729634.98,2.65,0.0,,0.0,,0.0,25.1895
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2731748.08,2.73,0.0,,0.0,,0.0,25.209
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2736721.98,2.73,0.0,,0.0,,0.0,25.2549
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,108364.0,2744675.9,2.72,0.0,,0.0,,0.0,25.3283
