,UCRP FP Equity_DX_SI_QTY,UCRP FP Equity_DX_SHORT_INTEREST_VALUE,UCRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,UCRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,UCRP FP Equity_DX_SI_MV,UCRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,UCRP FP Equity_DX_SUPPLY_SI_QTY,UCRP FP Equity_DX_BROKER_SI_QTY,UCRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,UCRP FP Equity_DX_BROKER_SI_QTY_ADD,UCRP FP Equity_DX_SUPPLY_SI_MV_DEC,UCRP FP Equity_DX_SUPPLY_SI_QTY_DEC,UCRP FP Equity_DX_BROKER_SI_MV_ADD,UCRP FP Equity_DX_SUPPLY_SI_QTY_ADD,UCRP FP Equity_DX_BROKER_SI_QTY_DEC,UCRP FP Equity_DX_SUPPLY_SI_MV,UCRP FP Equity_DX_BROKER_SI_MV_DEC,UCRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,UCRP FP Equity_DX_UTILIZATION_QUANTITY,UCRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,UCRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,UCRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,UCRP FP Equity_DX_ACTIVE_UTILIZATION_MV,UCRP FP Equity_DX_BROKER_SI_CON_RATIO,UCRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,UCRP FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,118882.87,0.12,0.0,0.0,,0.0
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,124727.04,0.12,0.0,0.0,,0.0
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,129962.5,0.12,0.0,0.0,,0.0
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,134134.5,0.13,0.0,0.0,,0.0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,133107.14,0.13,0.0,0.0,,0.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,132962.78,0.13,0.0,0.0,,0.0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2406.0,134456.9,0.13,0.0,0.0,,0.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5925.0,332481.38,0.33,0.0,0.0,,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,6525.0,363383.78,0.37,0.0,0.0,,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7325.0,408735.0,0.41,0.0,0.0,,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,10325.0,571457.78,0.58,0.0,0.0,,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16425.0,915003.9,0.92,0.0,0.0,,0.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16425.0,924037.65,0.92,0.0,0.0,,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16425.0,937506.15,0.92,0.0,0.0,,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16725.0,980937.98,0.95,0.0,0.0,,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16725.0,980937.98,0.95,0.0,0.0,,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16725.0,980937.98,0.95,0.0,0.0,,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16725.0,979198.58,0.95,0.0,0.0,,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16727.0,977676.42,0.98,0.0,0.0,,0.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16727.0,985002.85,0.98,0.0,0.0,,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16729.0,986057.45,0.99,0.0,0.0,,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16731.0,978479.07,0.99,0.0,0.0,,0.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16731.0,983029.91,0.98,0.0,0.0,,0.0
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16731.0,972757.07,0.98,0.0,0.0,,0.0
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16731.0,986944.96,0.97,0.0,0.0,,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16731.0,985372.25,0.99,0.0,0.0,,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16733.0,980520.33,0.99,0.0,0.0,,0.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16733.0,979851.01,0.98,0.0,0.0,,0.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16733.0,983716.34,0.98,0.0,0.0,,0.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16733.0,982896.42,0.98,0.0,0.0,,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16733.0,982896.42,0.98,0.0,0.0,,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16936.0,990129.37,1.0,0.0,0.0,,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16936.0,992788.32,0.99,0.0,0.0,,0.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16940.0,985874.12,0.99,0.0,0.0,,0.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,998393.11,1.0,0.0,0.0,,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,996910.13,1.0,0.0,0.0,,0.0
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,990926.46,1.0,0.0,0.0,,0.0
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,998772.48,0.99,0.0,0.0,,0.0
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,1000721.05,1.0,0.0,0.0,,0.0
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17244.0,1002031.6,1.0,0.0,0.0,,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15144.0,880366.15,0.88,0.0,0.0,,0.0
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15147.0,886478.18,0.88,0.0,0.0,,0.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15150.0,888350.55,0.89,0.0,0.0,,0.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15144.0,891330.41,0.89,0.0,0.0,,0.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15144.0,896252.21,0.89,0.0,0.0,,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15347.0,907468.11,0.91,0.0,0.0,,0.0
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,908548.94,0.91,0.0,0.0,,0.0
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,910068.68,0.91,0.0,0.0,,0.0
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,911035.8,0.91,0.0,0.0,,0.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,911097.2,0.91,0.0,0.0,,0.0
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,914228.81,0.91,0.0,0.0,,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15351.0,915195.92,0.91,0.0,0.0,,0.0
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15551.0,930774.0,0.93,0.0,0.0,,0.0
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15543.0,932160.34,0.93,0.0,0.0,,0.0
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15535.0,929443.52,0.93,0.0,0.0,,0.0
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15785.0,946231.83,0.94,0.0,0.0,,0.0
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15785.0,948268.09,0.95,0.0,0.0,,0.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15985.0,962185.11,0.96,0.0,0.0,,0.0
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15985.0,961657.6,0.96,0.0,0.0,,0.0
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16155.0,969833.12,0.97,0.0,0.0,,0.0
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16155.0,967426.02,0.97,0.0,0.0,,0.0
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16385.0,984017.56,0.98,0.0,0.0,,0.0
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16385.0,992685.23,0.98,0.0,0.0,,0.0
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16385.0,986377.0,0.99,0.0,0.0,,0.0
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16535.0,1001177.72,1.0,0.0,0.0,,0.0
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16535.0,1004567.39,1.0,0.0,0.0,,0.0
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16835.0,1020504.03,1.02,0.0,0.0,,0.0
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16985.0,1030649.8,1.03,0.0,0.0,,0.0
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16985.0,1027439.64,1.03,0.0,0.0,,0.0
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16985.0,1026930.09,1.03,0.0,0.0,,0.0
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,15985.0,967891.75,0.97,0.0,0.0,,0.0
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16135.0,979701.07,0.98,0.0,0.0,,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16435.0,999905.4,1.0,0.0,0.0,,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16735.0,1021102.76,1.02,0.0,0.0,,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16735.0,1026859.6,1.02,0.0,0.0,,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,16935.0,1038792.9,1.04,0.0,0.0,,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1052089.0,1.05,0.0,0.0,,0.0
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1051249.39,1.05,0.0,0.0,,0.0
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1054162.34,1.05,0.0,0.0,,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1055207.57,1.05,0.0,0.0,,0.0
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1059988.24,1.06,0.0,0.0,,0.0
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1058394.68,1.06,0.0,0.0,,0.0
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17135.0,1057520.8,1.06,0.0,0.0,,0.0
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1120906.22,1.12,0.0,0.0,,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1126781.96,1.12,0.0,0.0,,0.0
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1127489.22,1.13,0.0,0.0,,0.0
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1128033.27,1.13,0.0,0.0,,0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1133945.28,1.13,0.0,0.0,,0.0
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1134580.0,1.13,0.0,0.0,,0.0
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,18135.0,1134199.17,1.13,0.0,0.0,,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19335.0,1210254.99,1.21,0.0,0.0,,0.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19335.0,1208804.87,1.21,0.0,0.0,,0.0
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19335.0,1206020.63,1.21,0.0,0.0,,0.0
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,19335.0,1207760.77,1.21,0.0,0.0,,0.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17235.0,1079858.93,1.08,0.0,0.0,,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17235.0,1079721.05,1.08,0.0,0.0,,0.0
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17235.0,1080410.45,1.08,0.0,0.0,,0.0
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17235.0,1083822.98,1.08,0.0,0.0,,0.0
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17635.0,1109911.63,1.11,0.0,0.0,,0.0
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,17635.0,1113703.16,1.11,0.0,0.0,,0.0
