,ADOC FP Equity_DX_SI_QTY,ADOC FP Equity_DX_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ADOC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ADOC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ADOC FP Equity_DX_SI_MV,ADOC FP Equity_DX_DSS,ADOC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY,ADOC FP Equity_DX_BROKER_SI_QTY,ADOC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ADOC FP Equity_DX_BROKER_SI_MV_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_x,ADOC FP Equity_DX_BROKER_SI_MV_INC_x,ADOC FP Equity_DX_SUPPLY_SI_MV_NEW,ADOC FP Equity_DX_BROKER_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_NEW,ADOC FP Equity_DX_SUPPLY_SI_MV_DEC,ADOC FP Equity_DX_BROKER_SI_QTY_INC,ADOC FP Equity_DX_SUPPLY_SI_QTY_DEC,ADOC FP Equity_DX_BROKER_SI_MV_NEW_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ADOC FP Equity_DX_BROKER_SI_MV_INC_y,ADOC FP Equity_DX_SUPPLY_SI_QTY_INC_y,ADOC FP Equity_DX_BROKER_SI_MV_ADD,ADOC FP Equity_DX_SUPPLY_SI_QTY_ADD,ADOC FP Equity_DX_BROKER_SI_QTY_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV,ADOC FP Equity_DX_BROKER_SI_MV_DEC,ADOC FP Equity_DX_SUPPLY_SI_MV_RMV,ADOC FP Equity_DX_BROKER_SI_MV_RMV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ADOC FP Equity_DX_UTILIZATION_QUANTITY,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ADOC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ADOC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ADOC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ADOC FP Equity_DX_ACTIVE_UTILIZATION_MV,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ADOC FP Equity_DX_BROKER_SI_CON_RATIO,ADOC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ADOC FP Equity_DX_DEMAND_SUPPLY_RATIO,ADOC FP Equity_PX_LAST
2014-09-05,1723.0,28791.33,0.06,0.03,0.03,0.03,0.0,28791.33,0.0,1723.0,0.0,,,,,,,,0.03,,1500.0,,,,,,,1500.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.27,1.0,100.0,0.0746,16.71
2014-09-08,1723.0,28395.04,0.06,0.03,0.03,0.03,0.0,28395.04,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0746,16.48
2014-09-09,1723.0,31100.15,0.06,0.02,0.03,0.03,0.0,31100.15,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0746,18.05
2014-09-10,1723.0,39284.4,0.06,0.02,0.03,0.03,0.0,39284.4,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0746,22.8
2014-09-11,1723.0,36355.3,0.06,0.02,0.03,0.04,0.0,36355.3,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1149,21.1
2014-09-12,1723.0,37871.54,0.06,0.01,0.03,0.04,0.0,37871.54,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1149,21.98
2014-09-15,1723.0,47175.74,0.06,0.01,0.03,0.04,0.0,47175.74,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1149,27.38
2014-09-16,1723.0,48020.01,0.06,0.01,0.03,0.05,0.0,48020.01,0.0,1723.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1412,27.87
2014-09-17,917.0,24648.96,0.03,0.01,0.01,0.03,0.0,24648.96,0.0,917.0,0.0,,,,,,,,,,,,,,,,,806.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0752,26.88
2014-09-18,917.0,26492.13,0.03,0.01,0.01,0.03,0.0,26492.13,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0603,28.89
2014-09-19,917.0,28243.6,0.03,0.0,0.01,0.03,0.0,28243.6,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0503,30.8
2014-09-22,917.0,28344.47,0.03,0.0,0.01,0.03,0.0,28344.47,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0407,30.91
2014-09-23,917.0,27830.95,0.03,0.0,0.01,0.03,0.0,27830.95,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0446,30.35
2014-09-24,917.0,32085.83,0.03,0.0,0.01,0.03,0.0,32085.83,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0446,34.99
2014-09-25,917.0,33828.13,0.03,0.0,0.01,0.03,0.0,33828.13,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0611,36.89
2014-09-26,917.0,35029.4,0.03,0.0,0.01,0.04,0.0,35029.4,0.0,917.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0611,38.2
2014-09-29,1167.0,42245.4,0.04,0.0,0.02,0.05,0.0,42245.4,0.0,1167.0,0.0,,,,,,250.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.05,0.6794,79.95,0.0778,36.2
2014-09-30,1167.0,43820.85,0.04,0.0,0.02,0.04,0.0,43820.85,0.0,1167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.54,0.6736,79.46,0.0816,37.55
2014-10-01,1167.0,41440.17,0.04,0.0,0.02,0.05,0.0,41440.17,0.0,1167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.61,0.6728,79.39,0.0816,35.51
2014-10-02,3667.0,121084.34,0.14,0.01,0.06,0.13,0.0,121084.34,0.0,3667.0,0.0,,,,0.09,,,,,2500.0,,,,0.09,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.85,0.6166,74.15,0.225,33.02
2014-10-03,3667.0,129151.74,0.14,0.01,0.06,0.12,0.0,129151.74,0.0,3667.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.17,0.6136,73.83,0.225,35.22
2014-10-06,6167.0,209739.67,0.23,0.02,0.1,0.22,0.0,209739.67,0.0,6167.0,0.0,,,,0.09,,,,,2500.0,,,,0.09,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.3,0.7408,84.7,0.3784,34.01
2014-10-07,6167.0,196172.27,0.23,0.02,0.1,0.21,0.0,196172.27,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.49,0.7382,84.51,0.3465,31.81
2014-10-08,6167.0,178041.29,0.23,0.02,0.1,0.2,0.0,178041.29,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.43,0.739,84.57,0.3465,28.87
2014-10-09,6167.0,171195.92,0.23,0.02,0.1,0.18,0.0,171195.92,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.54,0.7375,84.46,0.3465,27.76
2014-10-10,6167.0,178657.99,0.23,0.02,0.1,0.17,0.0,178657.99,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.56,0.7372,84.44,0.3465,28.97
2014-10-13,6167.0,163548.84,0.24,0.02,0.1,0.18,0.0,163548.84,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.37,0.7399,84.63,0.4313,26.52
2014-10-14,6167.0,159663.63,0.24,0.02,0.1,0.16,0.0,159663.63,0.0,6167.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,15.59,0.7369,84.41,0.2538,25.89
2014-10-15,5250.0,136500.0,0.2,0.02,0.08,0.14,0.0,136500.0,0.0,5250.0,0.0,,,,,,,,,,,,,,,,,917.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2161,26.0
2014-10-16,17250.0,428317.5,0.67,0.06,0.28,0.46,0.0,428317.5,0.0,17250.0,0.0,,,,,,12000.0,,,,,,,,,0.33,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.39,0.5849,70.61,0.7099,24.83
2014-10-17,17250.0,478687.5,0.67,0.05,0.28,0.44,0.0,478687.5,0.0,17250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.35,0.5853,70.65,0.7099,27.75
2014-10-20,17250.0,469200.0,0.67,0.05,0.28,0.48,0.0,469200.0,0.0,17250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.22,0.6038,72.78,0.7099,27.2
2014-10-21,17250.0,487140.0,0.67,0.05,0.28,0.49,0.0,487140.0,0.0,17250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.28,0.5859,70.72,0.7099,28.24
2014-10-22,27250.0,858647.5,1.06,0.09,0.44,0.8,0.0,858647.5,0.0,27250.0,0.0,,,,,,10000.0,,,,,,,,,0.3,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.96,0.3694,44.57,1.1214,31.51
2014-10-23,26493.0,848040.93,1.03,0.09,0.43,0.85,0.0,848040.93,0.0,26493.0,0.0,,,,,,,,,,,,,,,,,757.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.88,0.3725,43.7,1.0903,32.01
2014-10-24,23993.0,772574.6,0.93,0.09,0.39,0.8,0.0,772574.6,0.0,23993.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.95,0.4096,47.07,0.995,32.2
2014-10-27,23993.0,746422.23,0.93,0.09,0.39,0.81,0.0,746422.23,0.0,23993.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.95,0.4095,47.06,0.9874,31.11
2014-10-28,18253.0,538098.44,0.71,0.07,0.29,0.59,0.0,538098.44,0.0,18253.0,0.0,,,,,,,,,,,,,,,,,5740.0,0.0,0.2,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.3,0.4178,55.23,0.7512,29.48
2014-10-29,18253.0,542296.63,0.71,0.08,0.29,0.56,0.0,542296.63,0.0,18253.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.53,0.4171,55.05,0.7512,29.71
2014-10-30,25253.0,784863.24,0.98,0.11,0.41,0.67,0.0,784863.24,7000.0,25253.0,217560.0,,,,,,7000.0,,,,,,,,,0.11,7000.0,,0.1,,,,100.0,28.81,0.0,0.0,,0.0,100.0,25.56,0.3205,46.37,1.0393,31.08
2014-10-31,25253.0,797994.8,0.98,0.12,0.41,0.7,0.0,797994.8,7000.0,25253.0,221200.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,28.81,0.0,0.0,,0.0,100.0,25.85,0.3228,46.67,1.0393,31.6
2014-11-03,25253.0,757590.0,0.98,0.13,0.41,0.71,0.0,757590.0,7000.0,25253.0,210000.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,28.81,0.0,0.0,,0.0,100.0,25.87,0.324,46.86,1.0393,30.0
2014-11-04,25253.0,745973.62,0.98,0.14,0.41,0.68,0.0,745973.62,7000.0,25253.0,206780.0,,,,,,,,,,,,,,,,,,0.1,,,,100.0,28.81,0.0,0.0,,0.0,100.0,25.54,0.322,46.63,1.0393,29.54
2014-11-05,32003.0,909845.29,1.24,0.18,0.52,0.87,0.0,810340.29,10500.0,28503.0,298515.0,,,,0.1,,,,,3500.0,,,,0.1,,,3500.0,250.0,0.2,0.01,,,100.0,43.21,0.0,0.0,,0.0,100.0,19.71,0.4142,59.4,1.3171,28.43
2014-11-06,27503.0,767333.7,1.07,0.16,0.44,0.74,0.0,669683.7,8500.0,24003.0,237150.0,,,,,,,,0.03,,2000.0,,,,,,,4500.0,0.17,0.1,,,100.0,34.98,0.0,0.0,,0.0,100.0,22.38,0.5128,67.22,1.1319,27.9
2014-11-07,27503.0,735980.28,1.07,0.18,0.44,0.72,0.0,642320.28,8500.0,24003.0,227460.0,,,,,,,,,,,,,,,,,,0.24,,,,100.0,34.98,0.0,0.0,,0.0,100.0,22.11,0.5146,67.44,1.1319,26.76
2014-11-10,30093.0,999087.6,1.17,0.2,0.48,0.83,0.0,882887.6,11090.0,26593.0,368188.0,,,2590.0,0.13,,,,,2590.0,,,,0.13,2590.0,,,,0.3,,,,100.0,45.64,0.0,0.0,,0.0,100.0,25.18,0.414,56.22,1.2384,33.2
2014-11-11,25136.0,775445.6,0.97,0.16,0.4,0.86,0.0,667470.6,6090.0,21636.0,187876.5,,,,0.09,,,,0.12,43.0,5000.0,,,0.09,,,,5000.0,0.2,0.12,,,100.0,24.71,0.0,0.0,,0.0,100.0,22.23,0.5189,67.79,1.0198,30.85
2014-11-12,35633.0,1049035.52,1.38,0.23,0.57,1.12,0.0,798795.52,16590.0,27133.0,488409.6,,,10500.0,,,5500.0,,,,,,,,10500.0,0.17,,3.0,0.51,0.01,,,100.0,93.52,0.0,0.0,,0.0,100.0,15.9,0.3042,48.19,2.0086,29.44
2014-11-13,26987.0,766970.54,1.05,0.18,0.43,0.81,0.0,629019.86,12944.0,22133.0,367868.48,,,,,,,,0.13,,3646.0,,,,,,,5000.0,0.38,0.17,,,100.0,65.88,0.0,0.0,,0.0,100.0,20.94,0.2953,44.76,1.3735,28.42
2014-11-14,25633.0,763863.4,0.99,0.18,0.41,0.74,0.0,659563.4,11590.0,22133.0,345382.0,,,,,,,,0.05,,1354.0,,,,,,,,0.33,,,,100.0,72.42,0.0,0.0,,0.0,100.0,22.03,0.3241,47.09,1.6018,29.8
2014-11-17,25633.0,742331.68,0.99,0.18,0.41,0.78,0.0,640971.68,11590.0,22133.0,335646.4,,,,,,,,,,,,,,,,,,0.33,,,,100.0,79.12,0.0,0.0,,0.0,100.0,22.14,0.323,46.87,1.7498,28.96
2014-11-18,25633.0,740793.7,0.99,0.18,0.41,0.76,0.0,639643.7,11590.0,22133.0,334951.0,,,,,,,,,,,,,,,,,,0.33,,,,100.0,79.12,0.0,0.0,,0.0,100.0,22.6,0.323,46.81,1.7498,28.9
2014-11-19,20668.0,598131.92,0.8,0.15,0.33,0.6,0.0,496841.92,11590.0,17168.0,335414.6,,,,,,,,,,,,,,,,,4965.0,0.33,0.16,,,100.0,79.12,0.0,0.0,,0.0,100.0,26.23,0.4298,58.74,1.4109,28.94
2014-11-20,20668.0,603505.6,0.8,0.16,0.33,0.61,0.0,501305.6,11590.0,17168.0,338428.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,79.12,0.0,0.0,,0.0,100.0,26.26,0.4295,58.7,1.4109,29.2
2014-11-21,20668.0,593791.64,0.8,0.16,0.33,0.61,0.0,493236.64,11590.0,17168.0,332980.7,,,,,,,,,,,,,,,,,,0.34,,,,100.0,79.12,0.0,0.0,,0.0,100.0,26.22,0.4285,58.6,1.4109,28.73
2014-11-24,20133.0,580837.05,0.78,0.17,0.32,0.59,0.0,479862.05,11590.0,16633.0,334371.5,,,,,,,,,,,,,,,,,535.0,0.33,0.02,,,100.0,79.12,0.0,0.0,,0.0,100.0,27.31,0.4513,60.07,1.3744,28.85
2014-11-25,20133.0,578823.75,0.78,0.18,0.32,0.59,0.0,478198.75,11590.0,16633.0,333212.5,,,,,,,,,,,,,,,,,,0.33,,,,100.0,79.12,0.0,0.0,,0.0,100.0,26.93,0.4533,60.39,1.3744,28.75
2014-11-26,20133.0,614660.49,0.78,0.18,0.32,0.59,0.0,507805.49,11590.0,16633.0,353842.7,,,,,,,,,,,,,,,,,,0.33,,,,100.0,79.12,0.0,0.0,,0.0,100.0,26.85,0.454,60.49,1.3744,30.53
2014-11-27,21033.0,628886.7,0.82,0.2,0.34,0.64,0.0,524236.7,12490.0,17533.0,373451.0,,,900.0,0.04,,,,,900.0,,,,0.04,900.0,,,,0.38,,,,100.0,85.26,0.0,0.0,,0.0,100.0,30.8,0.4322,56.72,1.4358,29.9
2014-11-28,20990.0,632428.7,0.81,0.21,0.34,0.64,0.0,526973.7,12490.0,17490.0,376323.7,,,,,,,,,,,,,,,,,43.0,0.37,0.0,,,100.0,85.26,0.0,0.0,,0.0,100.0,30.19,0.4378,57.6,1.4329,30.13
2014-12-01,20990.0,640195.0,0.81,0.22,0.34,0.64,0.0,533445.0,12490.0,17490.0,380945.0,,,,,,,,,,,,,,,,,,0.38,,,,100.0,85.26,0.0,0.0,,0.0,100.0,30.07,0.4387,57.74,1.4329,30.5
2014-12-02,18490.0,585948.1,0.72,0.2,0.3,0.57,0.0,475033.1,12490.0,14990.0,395808.1,,,,,,,,,,,,,,,,,2500.0,0.38,0.08,,,100.0,85.26,0.0,0.0,,0.0,100.0,34.51,0.404,51.52,1.2622,31.69
2014-12-03,18490.0,544715.4,0.72,0.2,0.3,0.59,0.0,441605.4,12490.0,14990.0,367955.4,,,,,,,,,,,,,,,,,,0.4,,,,100.0,85.26,0.0,0.0,,0.0,100.0,34.47,0.4042,51.56,1.2622,29.46
2014-12-04,13500.0,390555.0,0.52,0.16,0.22,0.4,0.0,289300.0,10000.0,10000.0,289300.0,,,,,,,,0.1,,2490.0,,,,,,,4990.0,0.29,0.17,,,100.0,68.26,0.0,0.0,,0.0,100.0,47.27,0.4938,51.99,0.9216,28.93
2014-12-05,13500.0,397170.0,0.52,0.16,0.22,0.39,0.0,294200.0,10000.0,10000.0,294200.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,68.26,0.0,0.0,,0.0,100.0,47.56,0.4935,51.69,0.9216,29.42
2014-12-08,13500.0,392040.0,0.52,0.16,0.22,0.4,0.0,290400.0,10000.0,10000.0,290400.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,68.26,0.0,0.0,,0.0,100.0,47.35,0.4937,51.91,0.9216,29.04
2014-12-09,13500.0,376245.0,0.52,0.16,0.22,0.39,0.0,278700.0,10000.0,10000.0,278700.0,,,,,,,,,,,,,,,,,,0.29,,,,100.0,68.26,0.0,0.0,,0.0,100.0,47.31,0.4938,51.96,0.9216,27.87
2014-12-10,13500.0,378000.0,0.52,0.16,0.22,0.38,0.0,280000.0,10000.0,10000.0,280000.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,68.26,0.0,0.0,,0.0,100.0,47.27,0.4938,51.99,0.9216,28.0
2014-12-11,13500.0,367740.0,0.52,0.16,0.22,0.38,0.0,272400.0,10000.0,10000.0,272400.0,,,,,,,,,,,,,,,,,,0.28,,,,100.0,56.66,0.0,0.0,,0.0,100.0,47.47,0.4936,51.79,0.7649,27.24
2014-12-12,17000.0,464440.0,0.66,0.21,0.27,0.46,0.0,273200.0,13500.0,10000.0,368820.0,,,3500.0,0.12,,,,,4400.0,,,,0.12,3500.0,,,,0.37,,,,100.0,76.49,0.0,0.0,,0.0,100.0,37.32,0.5249,62.1,0.9632,27.32
2014-12-15,21500.0,557065.0,0.83,0.26,0.35,0.59,0.0,375695.0,13500.0,14500.0,349785.0,,,,0.12,,,,,4500.0,,,,0.12,,,,,0.37,,,,100.0,76.49,0.0,0.0,,0.0,100.0,29.72,0.5758,69.82,1.2182,25.91
2014-12-16,21500.0,537285.0,0.83,0.27,0.35,0.56,0.0,362355.0,13500.0,14500.0,337365.0,,,,,,,,,,,,,,,,,,0.36,,,,100.0,73.57,0.0,0.0,,0.0,100.0,29.58,0.5769,69.96,1.1717,24.99
2014-12-17,21500.0,558785.0,0.83,0.26,0.35,0.54,0.0,376855.0,13500.0,14500.0,350865.0,,,,,,,,,,,,,,,,,,0.34,,,,100.0,73.57,0.0,0.0,,0.0,100.0,29.92,0.5741,69.61,1.1717,25.99
2014-12-18,23700.0,645588.0,0.92,0.29,0.38,0.62,0.0,454908.0,15700.0,16700.0,427668.0,,,2200.0,0.06,,,,,2200.0,,,,0.06,2200.0,,,,0.41,,,,100.0,85.56,0.0,0.0,,0.0,100.0,36.27,0.5323,63.3,1.2916,27.24
2014-12-19,23700.0,886380.0,0.92,0.29,0.38,0.65,0.0,624580.0,15700.0,16700.0,587180.0,,,,,,,,,,,,,,,,,,0.43,,,,100.0,85.56,0.0,0.0,,0.0,100.0,36.3,0.5322,63.28,1.2916,37.4
2014-12-22,20200.0,929200.0,0.78,0.18,0.33,0.67,0.0,602600.0,15700.0,13100.0,722200.0,,,,,,,,,,,,,,,,,3600.0,0.59,0.05,,,100.0,85.56,0.0,0.0,,0.0,100.0,34.95,0.5381,64.49,1.1009,46.0
2014-12-23,15600.0,653640.0,0.6,0.12,0.25,0.64,0.0,506990.0,12100.0,12100.0,506990.0,,,,,,,,0.03,,3600.0,,,,,,,1000.0,0.56,0.01,,,100.0,65.94,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.8502,41.9
2014-12-24,15600.0,683436.0,0.6,0.12,0.25,0.63,0.0,530101.0,12100.0,12100.0,530101.0,,,,,,,,,,,,,,,,,,0.51,,,,100.0,81.49,0.0,0.0,,0.0,100.0,48.94,0.5002,51.06,1.0506,43.81
2014-12-25,15600.0,683436.0,0.6,0.12,0.25,0.69,0.0,530101.0,12100.0,12100.0,530101.0,,,,,,,,,,,,,,,,,,0.51,,,,100.0,81.49,0.0,0.0,,0.0,100.0,45.47,0.5041,54.53,1.0506,
2014-12-26,15600.0,683436.0,0.6,0.12,0.25,0.68,0.0,530101.0,12100.0,12100.0,530101.0,,,,,,,,,,,,,,,,,,0.51,,,,100.0,81.49,0.0,0.0,,0.0,100.0,44.83,0.5054,55.17,1.0506,
2014-12-29,15600.0,744120.0,0.6,0.12,0.25,0.68,0.0,577170.0,12100.0,12100.0,577170.0,,,,,,,,,,,,,,,,,,0.53,,,,100.0,81.49,0.0,0.0,,0.0,100.0,44.82,0.5054,55.18,1.0506,47.7
2014-12-30,15600.0,740220.0,0.6,0.12,0.25,0.74,0.0,574145.0,12100.0,12100.0,574145.0,,,,,,,,,,,,,,,,,,0.58,,,,100.0,81.49,0.0,0.0,,0.0,100.0,44.88,0.5052,55.12,1.0506,47.45
2014-12-31,15600.0,752700.0,0.6,0.11,0.25,0.74,0.0,583825.0,12100.0,12100.0,583825.0,,,,,,,,,,,,,,,,,,0.58,,,,100.0,80.56,0.0,0.0,,0.0,100.0,44.9,0.5052,55.1,1.0387,48.25
2015-01-01,15600.0,752700.0,0.6,0.11,0.25,0.75,0.0,583825.0,12100.0,12100.0,583825.0,,,,,,,,,,,,,,,,,,0.58,,,,100.0,80.56,0.0,0.0,,0.0,100.0,44.65,0.5057,55.35,1.0387,
2015-01-02,26643.0,1404086.1,1.03,0.19,0.43,1.07,0.0,1219636.1,12100.0,23143.0,637670.0,,,,0.27,,1000.0,,,10043.0,,,,0.27,,0.05,,,0.59,,,,100.0,80.56,0.0,0.0,,0.0,100.0,39.28,0.4731,56.29,1.774,52.7
2015-01-05,16600.0,954500.0,0.64,0.11,0.27,0.88,0.0,753250.0,12100.0,13100.0,695750.0,,,,,,,,,,,,,,,,,10043.0,0.64,0.25,,,100.0,82.49,0.0,0.0,,0.0,100.0,42.04,0.4503,51.95,1.1316,57.5
2015-01-06,9600.0,544320.0,0.37,0.06,0.15,0.55,0.0,544320.0,8600.0,9600.0,487620.0,,,,,,,,0.18,,3500.0,,,,,,,3500.0,0.5,0.18,,,100.0,58.19,0.0,0.0,,0.0,100.0,10.38,0.814,89.62,0.6496,56.7
2015-01-07,9600.0,528000.0,0.37,0.06,0.15,0.55,0.0,528000.0,8600.0,9600.0,473000.0,,,,,,,,,,,,,,,,,,0.49,,,,100.0,58.19,0.0,0.0,,0.0,100.0,10.36,0.8143,89.64,0.6496,55.0
2015-01-08,10100.0,630038.0,0.39,0.06,0.16,0.56,0.0,630038.0,8600.0,10100.0,536468.0,,,,0.03,,,,,500.0,,,,0.03,,,,,0.47,,,,100.0,59.31,0.0,0.0,,0.0,100.0,14.92,0.7461,85.08,0.6966,62.38
2015-01-09,10100.0,636300.0,0.39,0.05,0.16,0.56,0.0,636300.0,8600.0,10100.0,541800.0,,,,,,,,,,,,,,,,,,0.53,,,,100.0,58.95,0.0,0.0,,0.0,100.0,16.58,0.7234,83.42,0.6923,63.0
2015-01-12,1500.0,98910.0,0.06,0.01,0.02,0.09,0.0,98910.0,0.0,1500.0,0.0,,,,,,,,0.53,,8600.0,,,,,,,8600.0,0.0,0.47,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.71,1.0,100.0,0.3268,65.94
2015-01-13,1500.0,94725.0,0.06,0.01,0.02,0.1,0.0,94725.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3268,63.15
2015-01-14,1500.0,95445.0,0.06,0.01,0.02,0.09,0.0,95445.0,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3268,63.63
2015-01-15,500.0,31050.0,0.02,0.0,0.01,0.03,0.0,31050.0,0.0,500.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1089,62.1
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,500.0,0.0,0.03,,,0.0,0.0,4590.0,275400.0,,0.28,0.0,,0.0,,0.0,60.0
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4590.0,290088.0,,0.28,0.0,,0.0,,0.0,63.2
