,PSP5 FP Equity_DX_SI_QTY,PSP5 FP Equity_DX_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PSP5 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PSP5 FP Equity_DX_SI_MV,PSP5 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PSP5 FP Equity_DX_SUPPLY_SI_QTY,PSP5 FP Equity_DX_BROKER_SI_QTY,PSP5 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_x,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_x,PSP5 FP Equity_DX_BROKER_SI_MV_INC_x,PSP5 FP Equity_DX_BROKER_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_NEW,PSP5 FP Equity_DX_SUPPLY_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_QTY_INC,PSP5 FP Equity_DX_SUPPLY_SI_QTY_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_NEW_y,PSP5 FP Equity_DX_BROKER_SI_MV_INC_y,PSP5 FP Equity_DX_SUPPLY_SI_QTY_INC_y,PSP5 FP Equity_DX_BROKER_SI_MV_ADD,PSP5 FP Equity_DX_SUPPLY_SI_QTY_ADD,PSP5 FP Equity_DX_BROKER_SI_QTY_DEC,PSP5 FP Equity_DX_SUPPLY_SI_MV,PSP5 FP Equity_DX_BROKER_SI_MV_DEC,PSP5 FP Equity_DX_BROKER_SI_MV_RMV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_UTILIZATION_QUANTITY,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PSP5 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PSP5 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PSP5 FP Equity_DX_ACTIVE_UTILIZATION_MV,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PSP5 FP Equity_DX_BROKER_SI_CON_RATIO,PSP5 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PSP5 FP Equity_DX_DEMAND_SUPPLY_RATIO,PSP5 FP Equity_PX_LAST
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38
2015-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23
2015-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88
2015-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2015-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2015-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
2015-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2015-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2015-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89
2015-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85
2015-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2015-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2015-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2015-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12
2015-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2015-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05
2015-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2015-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94
2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2015-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.94
2015-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91
2015-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86
2015-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2015-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88
2015-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18
2015-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26
2015-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.37
2015-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.52
2015-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58
2015-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62
2015-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47
2015-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46
2015-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34
2015-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2015-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2015-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2015-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2015-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27
2015-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32
2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27
2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46
2015-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2015-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11
2015-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27
2015-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05
2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73
2015-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96
2015-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2015-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2015-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21
2015-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2015-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2015-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2015-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32
2015-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.72
2015-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39
2015-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12
2015-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85
2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82
2015-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2015-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.92
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.82
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.01
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.83
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.73
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.17
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.51
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.35
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.54
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.81
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.78
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.07
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.87
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.32
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.22
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.91
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.33
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.19
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.02
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.37
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.86
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.49
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.05
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.29
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.16
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.35
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.73
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.83
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.04
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.98
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.49
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.56
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.65
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.77
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.17
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.33
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.13
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.14
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.03
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06
