,ALMCP FP Equity_DX_SI_QTY,ALMCP FP Equity_DX_SHORT_INTEREST_VALUE,ALMCP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMCP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMCP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMCP FP Equity_DX_SI_MV,ALMCP FP Equity_DX_DSS,ALMCP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMCP FP Equity_DX_SUPPLY_SI_QTY,ALMCP FP Equity_DX_BROKER_SI_QTY,ALMCP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMCP FP Equity_DX_BROKER_SI_MV_NEW_x,ALMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMCP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMCP FP Equity_DX_BROKER_SI_MV_INC_x,ALMCP FP Equity_DX_SUPPLY_SI_MV_NEW,ALMCP FP Equity_DX_BROKER_SI_QTY_ADD,ALMCP FP Equity_DX_BROKER_SI_QTY_NEW,ALMCP FP Equity_DX_SUPPLY_SI_MV_DEC,ALMCP FP Equity_DX_BROKER_SI_QTY_INC,ALMCP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMCP FP Equity_DX_BROKER_SI_MV_NEW_y,ALMCP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMCP FP Equity_DX_BROKER_SI_MV_INC_y,ALMCP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMCP FP Equity_DX_BROKER_SI_MV_ADD,ALMCP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMCP FP Equity_DX_BROKER_SI_QTY_DEC,ALMCP FP Equity_DX_SUPPLY_SI_MV,ALMCP FP Equity_DX_BROKER_SI_MV_DEC,ALMCP FP Equity_DX_SUPPLY_SI_MV_RMV,ALMCP FP Equity_DX_BROKER_SI_MV_RMV,ALMCP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMCP FP Equity_DX_UTILIZATION_QUANTITY,ALMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMCP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMCP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMCP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMCP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMCP FP Equity_DX_BROKER_SI_CON_RATIO,ALMCP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMCP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMCP FP Equity_PX_LAST
2014-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8460.0,82231.2,,0.08,0.0,,0.0,,0.0,9.72
2014-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71
2014-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75
2014-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2014-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.98
2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2014-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5
2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96
2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45
2014-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.74
2014-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66
2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56
2014-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6
2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62
2014-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76
2014-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17
2014-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19
2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49
2014-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08
2014-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18
2014-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2014-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22
2014-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.18
2014-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3
2014-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06
2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.38
2014-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05
2014-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11
2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
2014-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22
2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.28
2014-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23
2014-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2014-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35
2014-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.31
2014-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23
2014-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.27
2014-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.17
2014-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08
2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77
2014-06-11,3000.0,38010.0,0.06,0.16,0.03,0.04,0.0,38010.0,0.0,3000.0,0.0,,,,,,3000.0,,,,,,,,,0.04,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.67
2014-06-12,3000.0,38190.0,0.06,0.15,0.03,0.04,0.0,38190.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.73
2014-06-13,3000.0,37200.0,0.06,0.15,0.03,0.04,0.0,37200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.4
2014-06-16,3000.0,36360.0,0.06,0.15,0.03,0.04,0.0,36360.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.12
2014-06-17,3000.0,36750.0,0.06,0.15,0.03,0.04,0.0,36750.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.25
2014-06-18,3000.0,36510.0,0.06,0.15,0.03,0.04,0.0,36510.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.17
2014-06-19,3000.0,36690.0,0.06,0.15,0.03,0.04,0.0,36690.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.23
2014-06-20,3000.0,36690.0,0.06,0.15,0.03,0.04,0.0,36690.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.23
2014-06-23,3000.0,37200.0,0.06,0.15,0.03,0.04,0.0,37200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.4
2014-06-24,3000.0,37170.0,0.06,0.15,0.03,0.04,0.0,37170.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.39
2014-06-25,3000.0,36300.0,0.06,0.15,0.03,0.04,0.0,36300.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.1
2014-06-26,3000.0,36600.0,0.07,0.15,0.03,0.04,0.0,36600.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.2
2014-06-27,3000.0,36420.0,0.07,0.15,0.03,0.04,0.0,36420.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.14
2014-06-30,3000.0,37110.0,0.07,0.15,0.03,0.04,0.0,37110.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.37
2014-07-01,3000.0,37200.0,0.07,0.15,0.03,0.04,0.0,37200.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.4
2014-07-02,3000.0,37350.0,0.07,0.15,0.03,0.04,0.0,37350.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.45
2014-07-03,3000.0,37500.0,0.07,0.15,0.03,0.04,0.0,37500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.5
2014-07-04,3000.0,37500.0,0.07,0.15,0.03,0.04,0.0,37500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,12.5
2014-07-07,3000.0,35460.0,0.07,0.15,0.03,0.04,0.0,35460.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,11.82
2014-07-08,3000.0,36000.0,0.07,0.14,0.03,0.04,0.0,36000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,12.0
2014-07-09,3000.0,34500.0,0.07,0.14,0.03,0.03,0.0,34500.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,11.5
2014-07-10,3000.0,32700.0,0.07,0.14,0.03,0.03,0.0,32700.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,10.9
2014-07-11,3000.0,31950.0,0.07,0.13,0.03,0.03,0.0,31950.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,10.65
2014-07-14,3000.0,32520.0,0.07,0.13,0.03,0.03,0.0,32520.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,10.84
2014-07-15,3000.0,33000.0,0.07,0.13,0.03,0.03,0.0,33000.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,11.0
2014-07-16,3000.0,34350.0,0.07,0.13,0.03,0.03,0.0,34350.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5,11.45
2014-07-17,1490.0,17462.8,0.03,0.06,0.02,0.02,0.0,17462.8,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,1510.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.72
2014-07-18,1490.0,17194.6,0.03,0.06,0.02,0.02,0.0,17194.6,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.54
2014-07-21,1490.0,17135.0,0.03,0.06,0.02,0.02,0.0,17135.0,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.5
2014-07-22,1490.0,17135.0,0.03,0.07,0.02,0.02,0.0,17135.0,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.5
2014-07-23,1490.0,17284.0,0.03,0.07,0.02,0.02,0.0,17284.0,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.6
2014-07-24,1490.0,17030.7,0.03,0.08,0.02,0.02,0.0,17030.7,0.0,1490.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.745,11.43
2014-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1490.0,0.0,0.02,,,0.0,0.0,2000.0,22980.0,,0.02,0.0,,0.0,100.0,0.0,11.49
2014-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,22840.0,,0.02,0.0,,0.0,,0.0,11.42
2014-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,22800.0,,0.02,0.0,,0.0,,0.0,11.4
2014-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21060.0,,0.02,0.0,,0.0,,0.0,10.53
2014-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21000.0,,0.02,0.0,,0.0,,0.0,10.5
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20560.0,,0.02,0.0,,0.0,,0.0,10.28
2014-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20960.0,,0.02,0.0,,0.0,,0.0,10.48
2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20820.0,,0.02,0.0,,0.0,,0.0,10.41
2014-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20620.0,,0.02,0.0,,0.0,,0.0,10.31
2014-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20720.0,,0.02,0.0,,0.0,,0.0,10.36
2014-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20500.0,,0.02,0.0,,0.0,,0.0,10.25
2014-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20500.0,,0.02,0.0,,0.0,,0.0,10.25
2014-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20580.0,,0.02,0.0,,0.0,,0.0,10.29
2014-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20600.0,,0.02,0.0,,0.0,,0.0,10.3
2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20540.0,,0.02,0.0,,0.0,,0.0,10.27
2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20500.0,,0.02,0.0,,0.0,,0.0,10.25
2014-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20640.0,,0.02,0.0,,0.0,,0.0,10.32
2014-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20720.0,,0.02,0.0,,0.0,,0.0,10.36
2014-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20600.0,,0.02,0.0,,0.0,,0.0,10.3
2014-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21300.0,,0.02,0.0,,0.0,,0.0,10.65
2014-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21020.0,,0.02,0.0,,0.0,,0.0,10.51
2014-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20720.0,,0.02,0.0,,0.0,,0.0,10.36
2014-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20460.0,,0.02,0.0,,0.0,,0.0,10.23
2014-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20900.0,,0.02,0.0,,0.0,,0.0,10.45
2014-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,20800.0,,0.02,0.0,,0.0,,0.0,10.4
2014-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21000.0,,0.02,0.0,,0.0,,0.0,10.5
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21880.0,,0.02,0.0,,0.0,,0.0,10.94
2014-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,22380.0,,0.02,0.0,,0.0,,0.0,11.19
2014-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21340.0,,0.02,0.0,,0.0,,0.0,10.67
2014-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,22000.0,,0.02,0.0,,0.0,,0.0,11.0
2014-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2000.0,21880.0,,0.02,0.0,,0.0,,0.0,10.94
