,TNO FP Equity_DX_DSS,TNO FP Equity_PX_LAST
2025-05-19,,97.119
2025-05-20,,97.07
2025-05-21,,97.61
2025-05-22,,96.977
2025-05-23,,95.396
2025-05-26,,96.607
2025-05-27,,97.823
2025-05-28,,96.924
2025-05-29,,96.803
2025-05-30,,96.095
2025-06-02,,95.207
2025-06-03,,96.141
2025-06-04,,97.3
2025-06-05,,97.741
2025-06-06,,98.216
2025-06-09,,98.753
2025-06-10,,99.117
2025-06-11,,99.111
2025-06-12,,97.827
2025-06-13,,96.316
2025-06-16,,97.209
2025-06-17,,96.404
2025-06-18,,95.945
2025-06-19,,94.365
2025-06-20,,94.519
2025-06-23,,95.144
2025-06-24,,97.006
2025-06-25,,96.584
2025-06-26,,95.935
2025-06-27,,97.459
2025-06-30,,97.295
2025-07-01,,96.287
2025-07-02,,96.059
2025-07-03,,97.672
2025-07-04,,96.176
2025-07-07,,97.403
2025-07-08,,98.359
2025-07-09,,98.648
2025-07-10,,99.278
2025-07-11,,98.283
2025-07-14,,97.824
2025-07-15,,98.676
2025-07-16,,96.521
2025-07-17,,98.448
2025-07-18,,97.952
2025-07-21,,97.704
2025-07-22,,96.099
2025-07-23,,95.024
2025-07-24,,94.214
2025-07-25,,93.612
2025-07-28,,94.275
2025-07-29,,94.703
2025-07-30,,95.1
2025-07-31,,94.158
2025-08-01,,91.736
2025-08-04,,92.161
2025-08-05,,92.344
2025-08-06,,91.807
2025-08-07,,93.448
2025-08-08,,92.998
2025-08-11,,93.01
2025-08-12,,91.092
2025-08-13,,92.289
2025-08-14,,92.534
2025-08-15,,92.106
2025-08-18,,91.97
2025-08-19,,92.32
2025-08-20,,91.887
2025-08-21,,91.41
2025-08-22,,92.227
2025-08-25,,92.24
2025-08-26,,91.806
2025-08-27,,92.478
2025-08-28,,92.37
2025-08-29,,90.651
