,SELER FP Equity_DX_SI_QTY,SELER FP Equity_DX_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SELER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SELER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SELER FP Equity_DX_SI_MV,SELER FP Equity_DX_DSS,SELER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SUPPLY_SI_QTY,SELER FP Equity_DX_BROKER_SI_QTY,SELER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SELER FP Equity_DX_BROKER_SI_MV_NEW_x,SELER FP Equity_DX_BROKER_SI_QTY_ADD,SELER FP Equity_DX_BROKER_SI_QTY_NEW,SELER FP Equity_DX_BROKER_SI_MV_NEW_y,SELER FP Equity_DX_BROKER_SI_MV_ADD,SELER FP Equity_DX_SUPPLY_SI_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SELER FP Equity_DX_UTILIZATION_QUANTITY,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SELER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_MV,SELER FP Equity_DX_BROKER_SI_CON_RATIO,SELER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SELER FP Equity_DX_DEMAND_SUPPLY_RATIO,SELER FP Equity_PX_LAST
2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3898830.36,4.21,0.0,0.0,,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.14,0.0,0.0,,0.0,68.0
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.18,0.0,0.0,,0.0,68.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.2,0.0,0.0,,0.0,68.0
2016-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.18,0.0,0.0,,0.0,68.0
2016-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.19,0.0,0.0,,0.0,68.0
2016-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.22,0.0,0.0,,0.0,68.0
2016-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3897692.01,4.23,0.0,0.0,,0.0,68.48
2016-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3897692.01,4.23,0.0,0.0,,0.0,68.48
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3897692.01,4.22,0.0,0.0,,0.0,68.48
2016-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.22,0.0,0.0,,0.0,68.0
2016-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.18,0.0,0.0,,0.0,68.0
2016-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.22,0.0,0.0,,0.0,68.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.21,0.0,0.0,,0.0,68.0
2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.22,0.0,0.0,,0.0,
2016-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.23,0.0,0.0,,0.0,68.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3898830.36,4.18,0.0,0.0,,0.0,68.5
2016-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3952901.73,4.22,0.0,0.0,,0.0,69.45
2016-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3952901.73,4.27,0.0,0.0,,0.0,69.45
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3949486.69,4.23,0.0,0.0,,0.0,69.39
2016-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3943794.97,4.25,0.0,0.0,,0.0,69.29
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3944364.14,4.28,0.0,0.0,,0.0,69.3
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3927288.97,4.29,0.0,0.0,,0.0,69.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3927288.97,4.29,0.0,0.0,,0.0,69.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3923873.94,4.25,0.0,0.0,,0.0,68.94
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3923873.94,4.27,0.0,0.0,,0.0,68.94
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3923873.94,4.26,0.0,0.0,,0.0,68.94
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3813454.51,4.24,0.0,0.0,,0.0,67.0
2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3814023.68,4.15,0.0,0.0,,0.0,67.01
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3814023.68,4.17,0.0,0.0,,0.0,67.01
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.13,0.0,0.0,,0.0,68.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3870371.74,4.2,0.0,0.0,,0.0,68.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3892569.46,4.24,0.0,0.0,,0.0,68.39
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3893138.63,4.25,0.0,0.0,,0.0,68.4
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3898830.36,4.21,0.0,0.0,,0.0,68.5
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3943794.97,4.22,0.0,0.0,,0.0,69.29
2016-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3944364.14,4.3,0.0,0.0,,0.0,69.3
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3943225.8,4.28,0.0,0.0,,0.0,69.28
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3943225.8,4.26,0.0,0.0,,0.0,69.28
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3939241.59,4.3,0.0,0.0,,0.0,69.21
2016-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3992033.79,4.27,0.0,0.0,,0.0,67.3
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,4015760.59,4.15,0.0,0.0,,0.0,67.7
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,4015760.59,4.15,0.0,0.0,,0.0,67.7
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,61690.0,3991440.62,4.18,0.0,0.0,,0.0,67.29
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4493817.88,4.62,0.0,0.0,,0.0,66.8
2016-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.66,0.0,0.0,,0.0,67.0
2016-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.69,0.0,0.0,,0.0,67.0
2016-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4500545.16,4.67,0.0,0.0,,0.0,66.9
2016-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4561090.61,4.71,0.0,0.0,,0.0,67.8
2016-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.78,0.0,0.0,,0.0,67.0
2016-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4493817.88,4.68,0.0,0.0,,0.0,66.8
2016-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4494490.61,4.71,0.0,0.0,,0.0,66.81
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507945.15,4.65,0.0,0.0,,0.0,67.01
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.69,0.0,0.0,,0.0,67.0
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507945.15,4.63,0.0,0.0,,0.0,67.01
2016-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507945.15,4.66,0.0,0.0,,0.0,67.01
2016-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.73,0.0,0.0,,0.0,67.0
2016-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507945.15,4.68,0.0,0.0,,0.0,67.01
2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507945.15,4.65,0.0,0.0,,0.0,67.01
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4507272.43,4.78,0.0,0.0,,0.0,67.0
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4574545.15,4.73,0.0,0.0,,0.0,68.0
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4573872.42,4.72,0.0,0.0,,0.0,67.99
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4635090.6,4.72,0.0,0.0,,0.0,68.9
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4635763.33,4.82,0.0,0.0,,0.0,68.91
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4668726.96,4.81,0.0,0.0,,0.0,69.4
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4668726.96,4.84,0.0,0.0,,0.0,69.4
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4540908.79,4.88,0.0,0.0,,0.0,67.5
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4608181.51,4.73,0.0,0.0,,0.0,68.5
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4607508.78,4.8,0.0,0.0,,0.0,68.49
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4574545.15,4.8,0.0,0.0,,0.0,68.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4575217.88,4.75,0.0,0.0,,0.0,68.01
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4575217.88,4.75,0.0,0.0,,0.0,68.01
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4655272.42,4.75,0.0,0.0,,0.0,69.2
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4681508.78,4.83,0.0,0.0,,0.0,69.59
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4680836.05,4.89,0.0,0.0,,0.0,69.58
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4715817.87,4.87,0.0,0.0,,0.0,70.1
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4608181.51,4.92,0.0,0.0,,0.0,68.5
2016-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4608854.24,4.79,0.0,0.0,,0.0,68.51
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4641817.87,4.78,0.0,0.0,,0.0,69.0
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4642490.6,4.84,0.0,0.0,,0.0,69.01
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4695636.05,4.82,0.0,0.0,,0.0,69.8
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4695636.05,4.88,0.0,0.0,,0.0,69.8
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4698999.69,4.85,0.0,0.0,,0.0,69.85
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4698999.69,4.85,0.0,0.0,,0.0,69.85
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4675454.23,4.85,0.0,0.0,,0.0,69.5
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4749454.23,4.87,0.0,0.0,,0.0,70.6
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4857090.59,4.92,0.0,0.0,,0.0,72.2
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4904181.49,5.08,0.0,0.0,,0.0,72.9
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4978181.49,5.12,0.0,0.0,,0.0,74.0
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4897454.22,5.2,0.0,0.0,,0.0,72.8
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,5011817.85,5.09,0.0,0.0,,0.0,74.5
2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,5031999.67,5.19,0.0,0.0,,0.0,74.8
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4924363.31,5.2,0.0,0.0,,0.0,73.2
2016-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4791163.32,5.13,0.0,0.0,,0.0,71.22
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,4.99,0.0,0.0,,0.0,71.0
2016-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4777036.05,4.96,0.0,0.0,,0.0,71.01
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,4.93,0.0,0.0,,0.0,71.0
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4777708.77,4.96,0.0,0.0,,0.0,71.02
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,4.93,0.0,0.0,,0.0,71.0
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4783090.59,4.97,0.0,0.0,,0.0,71.1
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4924363.31,4.98,0.0,0.0,,0.0,73.2
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4916963.31,5.13,0.0,0.0,,0.0,73.09
2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4916963.31,5.14,0.0,0.0,,0.0,73.09
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4917636.04,5.1,0.0,0.0,,0.0,73.1
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4920999.67,5.15,0.0,0.0,,0.0,73.15
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4783090.59,5.16,0.0,0.0,,0.0,71.1
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4877272.4,4.98,0.0,0.0,,0.0,72.5
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4877272.4,5.07,0.0,0.0,,0.0,72.5
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4904181.49,5.04,0.0,0.0,,0.0,72.9
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4904854.22,5.12,0.0,0.0,,0.0,72.91
2016-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,5.11,0.0,0.0,,0.0,71.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,4.92,0.0,0.0,,0.0,71.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4843636.04,4.97,0.0,0.0,,0.0,72.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.03,0.0,0.0,,0.0,73.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910236.04,5.13,0.0,0.0,,0.0,72.99
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.1,0.0,0.0,,0.0,73.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.11,0.0,0.0,,0.0,73.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4906872.4,5.1,0.0,0.0,,0.0,72.94
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4909563.31,5.1,0.0,0.0,,0.0,72.98
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.15,0.0,0.0,,0.0,73.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.1,0.0,0.0,,0.0,73.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.12,0.0,0.0,,0.0,73.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910236.04,5.1,0.0,0.0,,0.0,72.99
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910236.04,5.08,0.0,0.0,,0.0,72.99
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910236.04,5.11,0.0,0.0,,0.0,72.99
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.09,0.0,0.0,,0.0,73.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4910908.76,5.13,0.0,0.0,,0.0,73.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,5.1,0.0,0.0,,0.0,71.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4803945.13,4.95,0.0,0.0,,0.0,71.41
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4803272.41,4.99,0.0,0.0,,0.0,71.4
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,69964.0,4776363.32,5.01,0.0,0.0,,0.0,71.0
