,SELER FP Equity_DX_SI_QTY,SELER FP Equity_DX_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SELER FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SELER FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SELER FP Equity_DX_SI_MV,SELER FP Equity_DX_DSS,SELER FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SELER FP Equity_DX_SUPPLY_SI_QTY,SELER FP Equity_DX_BROKER_SI_QTY,SELER FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SELER FP Equity_DX_BROKER_SI_MV_NEW_x,SELER FP Equity_DX_BROKER_SI_QTY_ADD,SELER FP Equity_DX_BROKER_SI_QTY_NEW,SELER FP Equity_DX_BROKER_SI_MV_NEW_y,SELER FP Equity_DX_BROKER_SI_MV_ADD,SELER FP Equity_DX_SUPPLY_SI_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SELER FP Equity_DX_UTILIZATION_QUANTITY,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SELER FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SELER FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SELER FP Equity_DX_ACTIVE_UTILIZATION_MV,SELER FP Equity_DX_BROKER_SI_CON_RATIO,SELER FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SELER FP Equity_DX_DEMAND_SUPPLY_RATIO,SELER FP Equity_PX_LAST
2007-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02
2007-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05
2007-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2007-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,45.05
2007-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15
2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2
2007-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5
2007-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8
2007-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85
2007-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3
2007-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9
2007-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8
2007-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89
2007-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89
2007-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2007-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
2007-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1
2007-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
2007-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
2007-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2007-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1
2007-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,49.51
2007-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1
2007-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2007-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
2007-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,53.51
2007-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,53.95
2007-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2
2007-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2
2007-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2
2007-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2
2007-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75
2007-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75
2007-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,52.15
2007-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,51.05
2007-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2007-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,50.98
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,50.99
2007-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2007-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2007-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,51.21
2007-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,51.21
2007-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2007-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5
2007-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6
2007-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2007-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2007-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9
2007-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4
2007-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55
2007-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,53.56
2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9
2007-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2007-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2007-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2007-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8
2007-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,56.38
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,53.3
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
2007-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,54.85
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,54.85
2007-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5
2007-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1
2007-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,53.11
2007-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8
2007-07-02,14000.0,502135.73,2.41,224.84,1.15,0.75,,502135.73,0.0,14000.0,0.0,,14000.0,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,53.79
2007-07-03,14000.0,502229.08,2.41,217.17,1.15,0.75,,502229.08,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,53.8
2007-07-04,14000.0,504096.1,2.41,195.9,1.15,0.75,,504096.1,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,54.0
2007-07-05,14000.0,494760.99,1.78,191.69,0.98,0.75,,494760.99,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,53.0
2007-07-06,14000.0,491026.94,1.78,190.56,0.98,0.75,,491026.94,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.6
2007-07-09,14000.0,481691.83,1.78,188.34,0.98,0.75,,481691.83,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.6
2007-07-10,14000.0,481691.83,1.78,167.93,0.98,0.75,,481691.83,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.6
2007-07-11,14000.0,490000.08,1.78,170.52,0.98,0.75,,490000.08,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.49
2007-07-12,14000.0,477957.79,2.06,171.22,0.98,0.75,,477957.79,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.2
2007-07-13,14000.0,478051.14,2.06,173.63,0.98,0.75,,478051.14,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.21
2007-07-16,14000.0,478424.54,2.95,180.1,1.15,0.75,,478424.54,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.25
2007-07-17,14000.0,478984.65,2.95,187.33,1.15,0.75,,478984.65,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.31
2007-07-18,14000.0,478891.3,2.95,186.92,1.15,0.75,,478891.3,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.3
2007-07-19,14000.0,476090.76,2.95,184.13,1.15,0.75,,476090.76,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.0
2007-07-20,14000.0,476090.76,2.95,174.49,1.15,0.75,,476090.76,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.0
2007-07-23,14000.0,490093.43,2.95,183.65,1.15,0.75,,490093.43,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.5
2007-07-24,14000.0,490093.43,2.95,195.9,1.15,0.75,,490093.43,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.5
2007-07-25,14000.0,492893.97,2.95,206.39,1.15,0.75,,492893.97,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.8
2007-07-26,14000.0,492893.97,2.95,226.66,1.15,0.75,,492893.97,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.8
2007-07-27,14000.0,494480.94,2.95,241.1,1.15,0.75,,494480.94,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.97
2007-07-30,14000.0,482625.34,2.95,269.23,1.15,0.75,,482625.34,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.7
2007-07-31,14000.0,489159.92,2.95,253.16,1.15,0.75,,489159.92,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.4
2007-08-01,14000.0,466755.65,2.95,254.39,1.15,0.75,,466755.65,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,50.0
2007-08-02,14000.0,477957.79,2.95,233.07,1.15,0.75,,477957.79,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.2
2007-08-03,14000.0,474223.74,2.95,221.99,1.15,0.75,,474223.74,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,50.8
2007-08-06,14000.0,468622.67,1.97,193.46,0.96,0.75,,468622.67,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,50.2
2007-08-07,14000.0,476090.76,1.97,186.83,0.96,0.75,,476090.76,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,51.0
2007-08-08,14000.0,488226.41,1.97,164.96,0.96,0.75,,488226.41,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.3
2007-08-09,14000.0,488226.41,1.97,162.35,0.96,0.75,,488226.41,0.0,14000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,52.3
2007-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2007-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
2007-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3
2007-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,52.09
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,52.04
2007-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2
2007-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,51.24
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,51.23
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,51.24
2007-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,51.24
2007-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9
2007-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0
2007-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6
2007-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6
2007-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35
2007-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2007-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2007-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05
2007-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25
2007-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25
2007-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3
2007-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3
2007-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2007-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75
2007-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,50.74
2007-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,50.74
2007-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,50.49
2007-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,50.49
2007-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,50.49
2007-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8
2007-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
2007-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6
2007-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2
2007-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2
2007-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4
2007-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,49.55
2007-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7
2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6
2007-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65
2007-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2
2007-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
2007-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,50.09
2007-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,50.08
2007-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,50.09
2007-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,49.31
2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2007-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2007-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,50.11
2007-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5
2007-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2007-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
2007-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2
2007-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9
2007-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,49.91
2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,49.91
2007-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5
2007-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
2007-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9
2007-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9
2007-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
2007-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0
2007-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2
2007-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,48.21
2007-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8
2007-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,49.3
2007-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,49.29
2007-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0
2007-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,46.48
2007-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39
2008-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39
2008-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39
2008-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99
2008-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99
2008-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99
2008-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99
2008-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,47.99
2008-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6
2008-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0
2008-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,46.45
2008-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6
2008-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
2008-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2
2008-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6
2008-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6
2008-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2008-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2008-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2008-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,41.65
2008-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,41.61
2008-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,41.65
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6
2008-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2008-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2008-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2008-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2008-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2
2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2008-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2008-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4
2008-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2008-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2008-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5
2008-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.49
2008-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2
2008-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2
2008-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45
2008-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
2008-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2008-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
2008-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
2008-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
2008-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2008-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1
2008-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09
2008-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09
2008-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09
2008-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09
2008-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2
2008-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45
2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45
2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0
2008-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98
2008-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98
2008-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98
2008-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98
2008-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8
2008-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2008-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2008-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2008-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81
2008-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55
2008-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2008-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
2008-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2
2008-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
