,ASI FP Equity_DX_SI_QTY,ASI FP Equity_DX_SHORT_INTEREST_VALUE,ASI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASI FP Equity_DX_SI_MV,ASI FP Equity_DX_DSS,ASI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASI FP Equity_DX_SUPPLY_SI_QTY,ASI FP Equity_DX_BROKER_SI_QTY,ASI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASI FP Equity_DX_BROKER_SI_MV_NEW_x,ASI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASI FP Equity_DX_BROKER_SI_MV_INC_x,ASI FP Equity_DX_SUPPLY_SI_MV_NEW,ASI FP Equity_DX_BROKER_SI_QTY_ADD,ASI FP Equity_DX_BROKER_SI_QTY_NEW,ASI FP Equity_DX_SUPPLY_SI_MV_DEC,ASI FP Equity_DX_BROKER_SI_QTY_INC,ASI FP Equity_DX_SUPPLY_SI_QTY_DEC,ASI FP Equity_DX_BROKER_SI_MV_NEW_y,ASI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASI FP Equity_DX_BROKER_SI_MV_INC_y,ASI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASI FP Equity_DX_BROKER_SI_MV_ADD,ASI FP Equity_DX_SUPPLY_SI_QTY_ADD,ASI FP Equity_DX_BROKER_SI_QTY_DEC,ASI FP Equity_DX_SUPPLY_SI_MV,ASI FP Equity_DX_BROKER_SI_MV_DEC,ASI FP Equity_DX_SUPPLY_SI_MV_RMV,ASI FP Equity_DX_BROKER_SI_MV_RMV,ASI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASI FP Equity_DX_UTILIZATION_QUANTITY,ASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASI FP Equity_DX_ACTIVE_UTILIZATION_MV,ASI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASI FP Equity_DX_BROKER_SI_CON_RATIO,ASI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASI FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-07-10,59822.0,3786612.03,4.8,0.96,4.27,,3761799.22,392.0,59430.0,24812.81,,,,,,,,0.0,,6.0,,,,,,,,0.03,,,,5.39,5.39,6878.0,435363.54,,0.49,5.39,48.45,0.4933,50.85,8.2286
2006-07-11,59826.0,3773253.2,4.87,0.96,4.29,,3748277.3,396.0,59430.0,24975.9,,,5.0,,,,,,,,,,,5.0,,,,0.03,,,,5.37,5.37,6981.0,440294.86,,0.5,5.37,48.44,0.4933,50.86,8.1098
2006-07-12,59825.0,3786801.92,4.99,0.96,4.28,,3761799.22,395.0,59430.0,25002.7,,,,,,,,0.0,,1.0,,,,,,,,0.03,,,,5.39,5.39,6930.0,438655.03,,0.5,5.39,48.45,0.4933,50.85,8.1672
2006-07-13,59826.0,3712815.81,5.11,0.96,4.28,,3688239.95,396.0,59430.0,24575.85,,,1.0,,,,,,,,,,,1.0,,,,0.03,,,,5.41,5.41,6937.0,430511.87,,0.5,5.41,48.46,0.4935,50.85,8.1585
2006-07-14,59819.0,3693871.2,5.32,0.96,4.28,,3669850.14,389.0,59430.0,24021.06,,,,,,,,0.0,,8.0,,,,,,,,0.03,,,,5.37,5.37,6852.0,423116.49,,0.49,5.37,48.46,0.4935,50.85,8.2612
2006-07-17,59817.0,3656184.16,5.37,0.96,4.27,,3632529.63,387.0,59430.0,23654.53,,,,,,,,0.0,,2.0,,,,,,,,0.03,,,,5.37,5.37,6815.0,416552.07,,0.49,5.37,48.46,0.4936,50.86,8.3056
2006-07-18,59813.0,3682613.44,5.14,0.96,4.28,,3659032.6,383.0,59430.0,23580.84,,,,,,,,0.0,,4.0,,,,,,,,0.03,,,,5.39,5.39,6721.0,413803.77,,0.48,5.39,48.46,0.4935,50.86,8.4196
2006-07-19,59816.0,3783510.29,5.36,0.96,4.27,,3759094.83,386.0,59430.0,24415.46,,,3.0,,,,,,,,,,,3.0,,,,0.03,,,,5.39,5.39,6768.0,428092.78,,0.48,5.39,48.45,0.4933,50.85,8.3612
2006-07-20,59826.0,3814633.75,5.36,0.96,4.28,,3789383.94,396.0,59430.0,25249.81,,,11.0,,,,,,,,,,,11.0,,,,0.03,,,,5.43,5.43,6894.0,439576.19,,0.49,5.43,48.45,0.4933,50.84,8.2066
2006-07-21,59829.0,3743494.45,5.77,0.96,4.28,,3718529.06,399.0,59430.0,24965.39,,,3.0,,,,,,,,,,,3.0,,,,0.03,,,,5.42,5.42,6965.0,435799.34,,0.5,5.42,48.45,0.4934,50.85,8.1234
2006-07-24,59822.0,3805123.14,6.04,0.96,4.28,,3780189.04,392.0,59430.0,24934.11,,,,,,,,0.0,,7.0,,,,,,,,0.03,,,,5.38,5.38,6888.0,438127.92,,0.49,5.38,48.45,0.4933,50.84,8.2173
2006-07-25,60828.0,3875201.81,6.28,0.98,4.35,,3849846.21,1376.0,60430.0,87661.57,,,985.0,0.06,,,,,1000.0,,,,0.06,985.0,,,,0.1,,,,18.7,18.7,5986.0,381353.29,,0.43,18.7,49.28,0.4931,50.02,8.2624
2006-07-26,60829.0,3866961.38,6.76,0.98,4.37,,3841596.54,1379.0,60430.0,87664.43,,,2.0,,,,,,,,,,,2.0,,,,0.1,,,,18.7,18.7,5993.0,380981.1,,0.43,18.7,49.28,0.4931,50.02,8.2514
2006-07-27,60828.0,3880737.82,6.93,0.98,4.34,,3855346.0,1376.0,60430.0,87786.8,,,,,,,,0.0,,3.0,,,,,,,,0.1,,,,18.61,18.61,6016.0,383812.04,,0.43,18.61,49.28,0.4931,50.02,8.2289
2006-07-28,60830.0,3906331.86,7.04,0.98,4.35,,3880644.98,1381.0,60430.0,88683.94,,,5.0,,,,,,,,,,,5.0,,,,0.1,,,,18.72,18.72,5994.0,384917.86,,0.43,18.72,49.28,0.4931,50.01,8.2493
2006-07-31,60832.0,3849989.36,7.27,0.98,4.35,,3824547.23,1390.0,60430.0,87971.55,,,9.0,,,,,,,,,,,9.0,,,,0.1,,,,18.7,18.7,6042.0,382391.43,,0.43,18.7,49.29,0.4932,50.01,8.1862
2006-08-01,60827.0,3800403.3,7.29,0.98,4.35,,3775599.18,1370.0,60430.0,85596.08,,,,,,,,0.0,,20.0,,,,,,,,0.1,,,,18.43,18.43,6065.0,378934.45,,0.43,18.43,49.29,0.4933,50.03,8.1812
2006-08-02,60822.0,3846035.19,7.45,0.98,4.34,,3821247.36,1353.0,60430.0,85555.98,,,,,,,,0.0,,17.0,,,,,,,,0.1,,,,18.58,18.58,5929.0,374916.03,,0.42,18.58,49.27,0.4932,50.04,8.3535
2006-08-03,60826.0,3868431.41,8.41,0.98,4.35,,3843246.48,1369.0,60430.0,87066.1,,,16.0,,,,,,,,,,,16.0,,,,0.1,,,,18.85,18.85,5890.0,374594.1,,0.42,18.85,49.28,0.4931,50.03,8.3805
2006-08-04,60828.0,3869112.21,8.43,0.98,4.34,,3843796.46,1376.0,60430.0,87523.81,,,8.0,,,,,,,,,,,8.0,,,,0.1,,,,18.66,18.66,5998.0,381517.31,,0.43,18.66,49.28,0.4931,50.02,8.249
2006-08-07,60828.0,3808769.78,7.35,0.98,4.34,,3783848.85,1377.0,60430.0,86221.41,,,0.0,,,,,,,,,,,0.0,,,,0.1,,,,18.7,18.7,5985.0,374753.19,,0.43,18.7,49.29,0.4932,50.03,8.2624
2006-08-08,60834.0,3889425.43,6.8,0.98,4.22,,3863595.67,1395.0,60430.0,89189.41,,,19.0,,,,,,,,,,,19.0,,,,0.1,,,,18.76,18.76,6042.0,386295.63,,0.42,18.76,48.55,0.4931,50.73,8.1799
2006-08-09,60842.0,3947524.59,6.94,0.98,4.22,,3920793.38,1424.0,60430.0,92391.36,,,29.0,,,,,,,,,,,29.0,,,,0.1,,,,18.67,18.67,6203.0,402460.39,,0.43,18.67,48.53,0.493,50.74,7.9761
2006-08-10,60848.0,3952344.14,7.4,0.98,4.23,,3925193.2,1445.0,60430.0,93859.08,,,21.0,,,,,,,,,,,21.0,,,,0.1,,,,18.73,18.73,6270.0,407263.96,,0.44,18.73,48.52,0.493,50.75,7.887
2006-08-11,60430.0,3921343.36,8.12,0.97,4.19,,3921343.36,1028.0,60430.0,66707.61,,,,,,,,0.03,,417.0,,,,,,,,0.07,,,,13.34,13.34,6678.0,433339.91,,0.46,13.34,48.52,0.493,50.75,7.8419
2006-08-14,60430.0,4004940.02,8.25,0.97,4.19,,4004940.02,1027.0,60430.0,68063.44,,,,,,,,0.0,,1.0,,,,,,,,0.07,,,,13.24,13.24,6729.0,445957.99,,0.47,13.24,48.51,0.4929,50.74,7.7924
2006-08-15,60430.0,4036838.75,8.26,0.97,4.2,,4036838.75,1048.0,60430.0,70008.39,,,21.0,,,,,,,,,,,21.0,,,,0.07,,,,13.27,13.27,6852.0,457726.61,,0.48,13.27,48.49,0.4928,50.76,7.6494
2006-08-16,60042.0,4038241.95,7.91,0.97,4.17,,4038241.95,1057.0,60042.0,71090.6,,,9.0,,,,,,,,,,,9.0,,,388.0,0.07,0.03,,,13.11,13.11,7003.0,471000.44,,0.49,13.11,48.81,0.4995,51.11,7.4494
2006-08-17,60000.0,3986817.41,7.12,0.97,4.16,,3986817.41,1064.0,60000.0,70699.56,,,7.0,,,,,,,,,,,7.0,,,42.0,0.07,0.0,,,13.11,13.11,7050.0,468451.05,,0.49,13.11,48.84,0.5003,51.16,7.3946
2006-08-18,60000.0,3898901.02,6.22,0.97,4.17,,3898901.02,1051.0,60000.0,68295.75,,,,,,,,0.0,,13.0,,,,,,,,0.07,,,,12.99,12.99,7040.0,457471.05,,0.49,12.99,48.84,0.5003,51.16,7.4156
2006-08-21,60000.0,3821905.91,5.4,0.97,4.23,,3821905.91,1012.0,60000.0,64462.81,,,,,,,,0.0,,39.0,,,,,,,,0.07,,,,13.09,13.09,6719.0,427989.76,,0.47,13.09,49.69,0.5,50.31,7.761
2006-08-22,71146.0,4601819.19,6.26,1.14,5.03,,4601819.19,991.0,71146.0,64099.22,,,,,,11146.0,,0.0,,22.0,,,,,0.8,,,0.07,,,,13.05,13.05,6601.0,426961.58,,0.0,0.0,41.83,0.3793,42.34,9.3724
2006-08-23,71146.0,4564911.4,6.11,1.14,5.03,,4564911.4,1006.0,71146.0,64547.56,,,15.0,,,,,,,,,,,15.0,,,,0.07,,,,14.46,14.46,5951.0,381831.55,,0.0,0.0,41.83,0.3793,42.35,10.228
2006-08-24,76946.0,4954561.68,6.33,1.24,5.44,,4954561.68,0.0,76946.0,0.0,,,,0.4,,,,0.07,5800.0,1006.0,,,0.4,,,,,0.0,,,,0.0,0.0,6925.0,445901.54,,0.0,0.0,42.45,0.3858,42.92,11.1113
2006-08-25,64800.0,4140043.13,5.31,1.04,4.57,,4140043.13,0.0,64800.0,0.0,,,,,,,,,,,,,,,,,12146.0,0.0,0.87,,,0.0,0.0,6912.0,441604.6,,0.0,0.0,49.51,0.5,50.49,9.375
2006-08-28,64800.0,4157735.62,5.25,1.04,4.57,,4157735.62,0.0,64800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6873.0,440989.46,,0.0,0.0,49.51,0.5,50.49,9.4282
2006-08-29,65400.0,4221232.01,5.57,1.05,4.64,,4221232.01,0.0,65400.0,0.0,,,,0.06,,,,,600.0,,,,0.06,,,,,0.0,,,,0.0,0.0,6875.0,443745.72,,0.0,0.0,49.51,0.5,50.49,9.5127
2006-08-30,65400.0,4224208.06,5.61,1.05,4.61,,4224208.06,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6950.0,448902.84,,0.0,0.0,49.64,0.5,50.36,9.4101
2006-08-31,65400.0,4205756.54,5.81,1.05,4.61,,4205756.54,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6920.0,445012.77,,0.0,0.0,49.64,0.5,50.36,9.4509
2006-09-01,65400.0,4173019.97,5.83,1.05,4.6,,4173019.97,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6902.0,440400.36,,0.0,0.0,49.64,0.5,50.36,9.4755
2006-09-04,65400.0,4246826.05,5.79,1.05,4.6,,4246826.05,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6933.0,450202.52,,0.0,0.0,49.71,0.5,50.29,9.4331
2006-09-05,65400.0,4266468.0,5.79,1.05,4.6,,4266468.0,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7056.0,460308.84,,0.0,0.0,49.71,0.5,50.29,9.2687
2006-09-06,65400.0,4213494.27,5.7,2.02,4.6,,4213494.27,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7105.0,457750.41,,0.0,0.0,49.6,0.5,50.4,9.2048
2006-09-07,65400.0,4217065.54,5.68,2.02,4.67,,4217065.54,0.0,65400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6879.0,443565.65,,0.0,0.0,49.42,0.5001,50.58,9.5072
2006-09-08,3700.0,239758.75,0.32,0.11,0.26,,239758.75,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,61700.0,0.0,4.43,,,0.0,0.0,10675.0,691736.39,,0.0,0.0,46.45,0.5025,53.55,0.3466
2006-09-11,3700.0,238798.36,0.32,0.11,0.26,,238798.36,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10728.0,692386.16,,0.0,0.0,46.45,0.5025,53.55,0.3449
2006-09-12,3700.0,241336.58,0.32,0.11,0.26,,241336.58,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10490.0,684221.81,,0.0,0.0,46.45,0.5025,53.55,0.3527
2006-09-13,3700.0,241542.38,0.32,0.06,0.26,,241542.38,0.0,3700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10624.0,693553.04,,0.0,0.0,46.55,0.5024,53.45,0.3483
2006-09-14,300.0,19467.71,0.03,0.0,0.02,,19467.71,0.0,300.0,0.0,,,,,,,,,,,,,,,,,3400.0,0.0,0.24,,,0.0,0.0,10753.0,697787.66,,0.0,0.0,,1.0,100.0,0.0279
2006-09-15,300.0,19526.11,0.03,0.0,0.02,,19526.11,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15487.0,1008003.1,,0.0,0.0,,1.0,100.0,0.0194
2006-09-18,300.0,19673.51,0.03,0.0,0.02,,19673.51,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15533.0,1018628.9,,0.0,0.0,,1.0,100.0,0.0193
2006-09-19,300.0,19801.44,0.03,0.0,0.02,,19801.44,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15650.0,1032975.29,,0.0,0.0,,1.0,100.0,0.0192
2006-09-20,300.0,19887.66,0.03,0.0,0.02,,19887.66,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15752.0,1044234.6,,0.0,0.0,,1.0,100.0,0.019
2006-09-21,300.0,20023.93,0.03,0.0,0.02,,20023.93,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15821.0,1055995.4,,0.0,0.0,,1.0,100.0,0.019
2006-09-22,300.0,19706.89,0.03,0.0,0.02,,19706.89,0.0,300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15929.0,1046369.95,,0.0,0.0,,1.0,100.0,0.0188
2006-09-25,4300.0,283940.27,0.38,0.07,0.3,,283940.27,0.0,4300.0,0.0,,,,,,4000.0,,,,,,,,,0.28,,,0.0,,,,0.0,0.0,15582.0,1028920.31,,0.0,0.0,6.93,0.8709,93.07,0.276
2006-09-26,8900.0,583152.5,0.81,0.14,0.63,,583152.5,0.0,8900.0,0.0,,,,0.33,,,,,4600.0,,,,0.33,,,,,0.0,,,,0.0,0.0,15581.0,1020910.02,,1.11,0.0,3.33,0.9356,96.67,0.5712
2006-09-27,8900.0,590743.06,0.87,0.14,0.63,,590743.06,0.0,8900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15475.0,1027162.79,,1.09,0.0,3.37,0.9348,96.63,0.5751
2006-09-28,8900.0,592970.72,0.98,0.14,0.64,,592970.72,0.0,8900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15481.0,1031435.92,,1.11,0.0,3.33,0.9356,96.67,0.5749
2006-09-29,8600.0,568040.0,1.07,0.14,0.62,,568040.0,0.0,8600.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.02,,,0.0,0.0,15475.0,1022141.74,,1.11,0.0,,1.0,100.0,0.5557
2006-10-02,12010.0,797727.93,1.81,0.19,0.85,,797727.93,0.0,12010.0,0.0,,,,0.24,,,,,3410.0,,,,0.24,,,,,0.0,,,,0.0,0.0,15475.0,1027880.08,,1.1,0.0,,1.0,100.0,0.7761
2006-10-03,12010.0,795723.87,1.88,0.19,0.86,,795723.87,0.0,12010.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,15475.0,1025297.83,,1.11,0.0,,1.0,100.0,0.7761
2006-10-04,19010.0,1267263.72,3.1,0.31,1.36,,1267263.72,0.0,19010.0,0.0,,,,0.5,,,,,7000.0,,,,0.5,,,,,0.0,,,,0.0,0.0,15493.0,1032809.94,,1.11,0.0,,1.0,100.0,1.227
