,ALHYP FP Equity_DX_SI_QTY,ALHYP FP Equity_DX_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHYP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHYP FP Equity_DX_SI_MV,ALHYP FP Equity_DX_DSS,ALHYP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY,ALHYP FP Equity_DX_BROKER_SI_QTY,ALHYP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHYP FP Equity_DX_BROKER_SI_MV_INC_x,ALHYP FP Equity_DX_SUPPLY_SI_MV_NEW,ALHYP FP Equity_DX_BROKER_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_NEW,ALHYP FP Equity_DX_SUPPLY_SI_MV_DEC,ALHYP FP Equity_DX_BROKER_SI_QTY_INC,ALHYP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHYP FP Equity_DX_BROKER_SI_MV_INC_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHYP FP Equity_DX_BROKER_SI_MV_ADD,ALHYP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV,ALHYP FP Equity_DX_BROKER_SI_MV_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV_RMV,ALHYP FP Equity_DX_BROKER_SI_MV_RMV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHYP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHYP FP Equity_DX_BROKER_SI_CON_RATIO,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHYP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHYP FP Equity_PX_LAST
2024-04-10,4715.0,31401.9,0.23,1.49,0.1,0.03,0.0,20079.9,3015.0,3015.0,20079.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,6.66
2024-04-11,4715.0,33005.0,0.23,1.48,0.1,0.03,0.0,21105.0,3015.0,3015.0,21105.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,7.0
2024-04-12,4715.0,38097.2,0.23,1.4,0.1,0.03,0.0,24361.2,3015.0,3015.0,24361.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,8.08
2024-04-15,4715.0,37720.0,0.23,1.11,0.1,0.04,0.0,24120.0,3015.0,3015.0,24120.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,8.0
2024-04-16,4715.0,38002.9,0.23,1.08,0.1,0.04,0.0,24300.9,3015.0,3015.0,24300.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,8.06
2024-04-17,4715.0,38002.9,0.23,1.1,0.1,0.04,0.0,24300.9,3015.0,3015.0,24300.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,8.06
2024-04-18,4715.0,37908.6,0.23,1.12,0.1,0.04,0.0,24240.6,3015.0,3015.0,24240.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,13.25,0.0,0.0,,0.0,100.0,21.21,0.5694,72.11,0.2073,8.04
2024-04-19,10060.0,80480.0,0.5,3.19,0.2,0.08,0.0,67680.0,8460.0,8460.0,67680.0,,,5645.0,0.04,,,,0.0,5545.0,200.0,,,0.04,5645.0,,,100.0,0.07,0.0,,,100.0,29.78,0.0,0.0,,0.0,100.0,31.68,0.4515,58.43,0.3541,8.0
2024-04-22,1315.0,10520.0,0.06,0.44,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,0.06,,7145.0,,,,,,,7145.0,0.01,0.06,,,100.0,6.22,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0622,8.0
2024-04-23,1315.0,10520.0,0.06,0.43,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.22,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0622,8.0
2024-04-24,1315.0,10520.0,0.06,0.42,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.22,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0622,8.0
2024-04-25,1315.0,10730.4,0.06,0.43,0.03,0.01,0.0,10730.4,1315.0,1315.0,10730.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.22,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0622,8.16
2024-04-26,1315.0,10756.7,0.06,0.45,0.03,0.01,0.0,10756.7,1315.0,1315.0,10756.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.22,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0622,8.18
2024-04-29,4315.0,35383.0,0.21,1.45,0.09,0.04,0.0,23083.0,2815.0,2815.0,23083.0,,,,,,1500.0,,,,,,,,,0.01,1500.0,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.2
2024-04-30,4315.0,34951.5,0.21,1.45,0.09,0.04,0.0,22801.5,2815.0,2815.0,22801.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.1
2024-05-01,4315.0,34951.5,0.21,1.49,0.09,0.04,0.0,22801.5,2815.0,2815.0,22801.5,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.08,0.5437,69.66,0.1939,
2024-05-02,4315.0,34606.3,0.21,1.49,0.09,0.04,0.0,22576.3,2815.0,2815.0,22576.3,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.02
2024-05-03,4315.0,34778.9,0.21,1.53,0.09,0.03,0.0,22688.9,2815.0,2815.0,22688.9,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.06
2024-05-06,4315.0,35383.0,0.21,1.52,0.09,0.03,0.0,23083.0,2815.0,2815.0,23083.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.2
2024-05-07,2815.0,23477.1,0.14,1.0,0.06,0.02,0.0,10967.1,2815.0,1315.0,23477.1,,,,,,,,,,,,,,,,,1500.0,0.02,0.01,,,100.0,12.65,0.0,0.0,,0.0,100.0,35.52,0.4227,53.29,0.1265,8.34
2024-05-08,1315.0,10967.1,0.06,0.47,0.03,0.01,0.0,10967.1,1315.0,1315.0,10967.1,,,,,,,,0.01,,1500.0,,,,,,,,0.01,,,,100.0,6.34,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0634,8.34
2024-05-09,4315.0,35555.6,0.21,1.5,0.09,0.04,0.0,23195.6,2815.0,2815.0,23195.6,,,,,,1500.0,,,,,,,,,0.01,1500.0,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,22.96,0.5441,69.72,0.1939,8.24
2024-05-10,4315.0,35383.0,0.21,1.31,0.09,0.04,0.0,23083.0,2815.0,2815.0,23083.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.2
2024-05-13,4315.0,35124.1,0.21,1.33,0.09,0.04,0.0,22914.1,2815.0,2815.0,22914.1,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.14
2024-05-14,4315.0,34865.2,0.21,1.32,0.09,0.04,0.0,22745.2,2815.0,2815.0,22745.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.08
2024-05-15,4315.0,34433.7,0.21,1.29,0.09,0.03,0.0,22463.7,2815.0,2815.0,22463.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,7.98
2024-05-16,4315.0,34865.2,0.21,1.28,0.09,0.03,0.0,22745.2,2815.0,2815.0,22745.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,12.65,0.0,0.0,,0.0,100.0,23.17,0.5424,69.52,0.1939,8.08
2024-05-17,1315.0,10730.4,0.06,0.4,0.03,0.01,0.0,10730.4,1315.0,1315.0,10730.4,,,,,,,,0.01,,1500.0,,,,,,,1500.0,0.01,0.01,,,100.0,6.02,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0602,8.16
2024-05-20,1315.0,10598.9,0.06,0.39,0.03,0.01,0.0,10598.9,1315.0,1315.0,10598.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.06
2024-05-21,1315.0,10756.7,0.06,0.39,0.03,0.01,0.0,10756.7,1315.0,1315.0,10756.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.18
2024-05-22,1315.0,10598.9,0.06,0.4,0.03,0.01,0.0,10598.9,1315.0,1315.0,10598.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.06
2024-05-23,1315.0,10625.2,0.06,0.4,0.03,0.01,0.0,10625.2,1315.0,1315.0,10625.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.91,0.6361,76.09,0.0607,8.08
2024-05-24,1315.0,10598.9,0.06,0.4,0.03,0.01,0.0,10598.9,1315.0,1315.0,10598.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.06
2024-05-27,1315.0,10520.0,0.06,0.41,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.1,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.061,8.0
2024-05-28,1315.0,10520.0,0.06,0.58,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.1,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.061,8.0
2024-05-29,1315.0,10520.0,0.06,0.64,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.0
2024-05-30,1315.0,10520.0,0.06,0.65,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.0
2024-05-31,1315.0,10625.2,0.06,0.65,0.03,0.01,0.0,10625.2,1315.0,1315.0,10625.2,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.08
2024-06-03,1315.0,10598.9,0.06,0.64,0.03,0.01,0.0,10598.9,1315.0,1315.0,10598.9,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.06
2024-06-04,1315.0,10441.1,0.06,0.66,0.03,0.01,0.0,10441.1,1315.0,1315.0,10441.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,7.94
2024-06-05,1315.0,10520.0,0.06,0.68,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,8.0
2024-06-06,1315.0,10467.4,0.06,0.72,0.03,0.01,0.0,10467.4,1315.0,1315.0,10467.4,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,7.96
2024-06-07,1315.0,10414.8,0.06,0.75,0.03,0.01,0.0,10414.8,1315.0,1315.0,10414.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.07,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.0607,7.92
2024-06-10,1315.0,10520.0,0.06,0.73,0.03,0.01,0.0,10520.0,1315.0,1315.0,10520.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.1,0.0,0.0,,0.0,100.0,23.95,0.6357,76.05,0.061,8.0
2024-06-11,1559.0,11848.4,0.08,0.9,0.03,0.01,0.0,10921.2,1437.0,1437.0,10921.2,,,,,,122.0,,,,,,,,,0.0,122.0,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.6
2024-06-12,1559.0,11131.26,0.08,0.87,0.03,0.01,0.0,10260.18,1437.0,1437.0,10260.18,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.76,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0734,7.14
2024-06-13,1559.0,10913.0,0.08,0.81,0.03,0.01,0.0,10059.0,1437.0,1437.0,10059.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.32,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0685,7.0
2024-06-14,1559.0,9790.52,0.08,0.81,0.03,0.01,0.0,9024.36,1437.0,1437.0,9024.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.32,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0685,6.28
2024-06-17,1559.0,10538.84,0.08,0.75,0.03,0.01,0.0,9714.12,1437.0,1437.0,9714.12,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.32,0.0,0.0,,0.0,100.0,20.03,0.4712,63.58,0.0685,6.76
2024-06-18,1559.0,11100.08,0.08,0.74,0.03,0.01,0.0,10231.44,1437.0,1437.0,10231.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.12
2024-06-19,1559.0,11068.9,0.08,0.75,0.03,0.01,0.0,10202.7,1437.0,1437.0,10202.7,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.1
2024-06-20,1559.0,10913.0,0.08,0.78,0.03,0.01,0.0,10059.0,1437.0,1437.0,10059.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.0
2024-06-21,1559.0,11255.98,0.08,1.0,0.03,0.01,0.0,10375.14,1437.0,1437.0,10375.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.22
2024-06-24,1559.0,11318.34,0.08,0.99,0.03,0.01,0.0,10432.62,1437.0,1437.0,10432.62,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.83,0.0,0.0,,0.0,100.0,20.13,0.4779,64.27,0.0741,7.26
2024-06-25,1559.0,11100.08,0.08,1.02,0.03,0.01,0.0,10231.44,1437.0,1437.0,10231.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.12
2024-06-26,1559.0,11100.08,0.08,1.06,0.03,0.01,0.0,10231.44,1437.0,1437.0,10231.44,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.12
2024-06-27,1559.0,10913.0,0.08,1.12,0.03,0.01,0.0,10059.0,1437.0,1437.0,10059.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.43,0.4732,63.75,0.0727,7.0
2024-06-28,1559.0,10819.46,0.08,1.11,0.03,0.01,0.0,9972.78,1437.0,1437.0,9972.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,6.94
2024-07-01,1559.0,11037.72,0.08,1.13,0.03,0.01,0.0,10173.96,1437.0,1437.0,10173.96,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.7,0.0,0.0,,0.0,100.0,20.21,0.4768,64.14,0.0727,7.08
2024-07-02,7515.0,53055.9,0.37,5.47,0.15,0.05,0.0,31169.9,4415.0,4415.0,31169.9,,,2978.0,0.02,,,,,2978.0,,,,0.02,2978.0,,,,0.03,,,,100.0,18.51,0.0,0.0,,0.0,100.0,13.27,0.7005,82.53,0.3151,7.06
2024-07-03,7515.0,52905.6,0.37,5.47,0.15,0.05,0.0,31081.6,4415.0,4415.0,31081.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.51,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3151,7.04
2024-07-04,7515.0,52905.6,0.37,5.71,0.15,0.05,0.0,31081.6,4415.0,4415.0,31081.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.51,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3151,7.04
2024-07-05,7515.0,51552.9,0.37,5.76,0.15,0.05,0.0,30286.9,4415.0,4415.0,30286.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.86
2024-07-08,7515.0,48997.8,0.37,6.06,0.15,0.05,0.0,28785.8,4415.0,4415.0,28785.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.52
2024-07-09,7515.0,50500.8,0.37,5.75,0.15,0.05,0.0,29668.8,4415.0,4415.0,29668.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.72
2024-07-10,7515.0,51102.0,0.37,5.53,0.15,0.05,0.0,30022.0,4415.0,4415.0,30022.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.8
2024-07-11,7515.0,50049.9,0.37,5.58,0.15,0.05,0.0,29403.9,4415.0,4415.0,29403.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.66
2024-07-12,7515.0,50200.2,0.37,5.73,0.15,0.05,0.0,29492.2,4415.0,4415.0,29492.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.68
2024-07-15,7515.0,49749.3,0.37,5.87,0.15,0.05,0.0,29227.3,4415.0,4415.0,29227.3,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.62
2024-07-16,7515.0,49148.1,0.37,5.89,0.15,0.05,0.0,28874.1,4415.0,4415.0,28874.1,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.54
2024-07-17,7515.0,49298.4,0.37,5.92,0.15,0.05,0.0,28962.4,4415.0,4415.0,28962.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.56
2024-07-18,7515.0,51853.5,0.37,5.95,0.15,0.05,0.0,30463.5,4415.0,4415.0,30463.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.9
2024-07-19,7515.0,51703.2,0.37,5.86,0.15,0.05,0.0,30375.2,4415.0,4415.0,30375.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.88
2024-07-22,7515.0,51402.6,0.37,6.23,0.15,0.05,0.0,30198.6,4415.0,4415.0,30198.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,6.84
2024-07-23,7515.0,55460.7,0.37,6.48,0.15,0.05,0.0,32582.7,4415.0,4415.0,32582.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,7.38
2024-07-24,7515.0,55310.4,0.37,6.88,0.15,0.06,0.0,32494.4,4415.0,4415.0,32494.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,7.36
2024-07-25,7515.0,54859.5,0.37,7.88,0.15,0.06,0.0,32229.5,4415.0,4415.0,32229.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,7.3
2024-07-26,7515.0,55310.4,0.37,8.1,0.15,0.05,0.0,32494.4,4415.0,4415.0,32494.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.4,0.6989,82.41,0.3152,7.36
2024-07-29,7515.0,55460.7,0.37,10.68,0.15,0.06,0.0,32582.7,4415.0,4415.0,32582.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,7.38
2024-07-30,7515.0,56362.5,0.37,10.82,0.15,0.06,0.0,33112.5,4415.0,4415.0,33112.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,18.52,0.0,0.0,,0.0,100.0,13.31,0.7001,82.5,0.3152,7.5
2024-07-31,6815.0,52884.4,0.34,8.58,0.14,0.05,0.0,28828.4,4415.0,3715.0,34260.4,,,,,,,,,,,,,,,,,700.0,0.03,0.01,,,100.0,18.52,0.0,0.0,,0.0,100.0,14.76,0.6735,80.59,0.2859,7.76
2024-08-01,6115.0,45862.5,0.3,7.75,0.12,0.05,0.0,27862.5,3715.0,3715.0,27862.5,,,,,,,,0.0,,700.0,,,,,,,,0.03,,,,100.0,16.05,0.0,0.0,,0.0,100.0,16.35,0.6456,78.5,0.2643,7.5
2024-08-02,6115.0,42805.0,0.3,7.59,0.12,0.05,0.0,26005.0,3715.0,3715.0,26005.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,16.05,0.0,0.0,,0.0,100.0,15.22,0.6601,79.64,0.2643,7.0
2024-08-05,3815.0,26476.1,0.19,4.71,0.08,0.03,0.0,10514.1,3615.0,1515.0,25088.1,,,,,,,,0.0,,100.0,,,,,,,2200.0,0.03,0.02,,,100.0,15.69,0.0,0.0,,0.0,100.0,26.21,0.505,65.53,0.1656,6.94
2024-08-06,1715.0,12313.7,0.08,2.04,0.03,0.01,0.0,10877.7,1515.0,1515.0,10877.7,,,,,,,,0.01,,2100.0,,,,,,,,0.01,,,,100.0,7.23,0.0,0.0,,0.0,100.0,23.4,0.4277,58.25,0.0819,7.18
2024-08-07,1368.0,9576.0,0.07,1.59,0.03,0.01,0.0,9576.0,1368.0,1368.0,9576.0,,,53.0,,,,,0.0,,200.0,,,,53.0,,,147.0,0.01,0.0,,,100.0,6.6,0.0,0.0,,0.0,100.0,22.98,0.5867,72.95,0.066,7.0
2024-08-08,1510.0,10570.0,0.07,1.65,0.03,0.01,0.0,10073.0,1439.0,1439.0,10073.0,,,,0.0,,,,,71.0,,,,0.0,,,71.0,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,20.86,0.4988,66.23,0.0726,7.0
2024-08-09,1510.0,10811.6,0.07,1.71,0.03,0.01,0.0,10303.24,1439.0,1439.0,10303.24,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.91,0.0,0.0,,0.0,100.0,20.86,0.4988,66.23,0.0726,7.16
2024-08-12,6910.0,48784.6,0.34,7.97,0.14,0.05,0.0,28847.16,4139.0,4086.0,29221.34,,,2700.0,0.02,,,,,2647.0,,,,0.02,2700.0,,,,0.03,,,,100.0,17.6,0.0,0.0,,0.0,100.0,14.47,0.6786,80.97,0.2939,7.06
2024-08-13,6857.0,46901.88,0.34,7.87,0.14,0.05,0.0,27948.24,4086.0,4086.0,27948.24,,,,,,,,0.0,,53.0,,,,,,,,0.03,,,,100.0,17.38,0.0,0.0,,0.0,100.0,14.58,0.6766,80.82,0.2916,6.84
2024-08-14,6857.0,46764.74,0.34,7.5,0.14,0.05,0.0,27866.52,4086.0,4086.0,27866.52,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.38,0.0,0.0,,0.0,100.0,14.58,0.6766,80.82,0.2916,6.82
2024-08-15,6857.0,48684.7,0.34,7.13,0.14,0.05,0.0,29010.6,4086.0,4086.0,29010.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.38,0.0,0.0,,0.0,100.0,14.58,0.6766,80.82,0.2916,7.1
2024-08-16,6715.0,47676.5,0.33,6.76,0.14,0.05,0.0,28506.5,4015.0,4015.0,28506.5,,,,,,,,0.0,,71.0,,,,,,,71.0,0.03,0.0,,,100.0,17.08,0.0,0.0,,0.0,100.0,14.89,0.6711,80.42,0.2856,7.1
2024-08-19,6715.0,48213.7,0.33,6.87,0.14,0.05,0.0,28827.7,4015.0,4015.0,28827.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.08,0.0,0.0,,0.0,100.0,14.89,0.6711,80.42,0.2856,7.18
2024-08-20,6715.0,48213.7,0.33,7.6,0.14,0.05,0.0,28827.7,4015.0,4015.0,28827.7,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.13,0.0,0.0,,0.0,100.0,14.89,0.6711,80.42,0.2865,7.18
2024-08-21,6715.0,47945.1,0.33,8.15,0.14,0.05,0.0,28667.1,4015.0,4015.0,28667.1,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.13,0.0,0.0,,0.0,100.0,14.89,0.6711,80.42,0.2865,7.14
2024-08-22,6715.0,47810.8,0.33,8.22,0.14,0.05,0.0,28586.8,4015.0,4015.0,28586.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,17.13,0.0,0.0,,0.0,100.0,14.89,0.6711,80.42,0.2865,7.12
