,CEU2 FP Equity_DX_SI_QTY,CEU2 FP Equity_DX_SHORT_INTEREST_VALUE,CEU2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEU2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEU2 FP Equity_DX_SI_MV,CEU2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEU2 FP Equity_DX_SUPPLY_SI_QTY,CEU2 FP Equity_DX_BROKER_SI_QTY,CEU2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEU2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEU2 FP Equity_DX_BROKER_SI_MV_INC_x,CEU2 FP Equity_DX_BROKER_SI_QTY_ADD,CEU2 FP Equity_DX_SUPPLY_SI_MV_DEC,CEU2 FP Equity_DX_BROKER_SI_QTY_INC,CEU2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CEU2 FP Equity_DX_BROKER_SI_MV_INC_y,CEU2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEU2 FP Equity_DX_BROKER_SI_MV_ADD,CEU2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CEU2 FP Equity_DX_BROKER_SI_QTY_DEC,CEU2 FP Equity_DX_SUPPLY_SI_MV,CEU2 FP Equity_DX_BROKER_SI_MV_DEC,CEU2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEU2 FP Equity_DX_UTILIZATION_QUANTITY,CEU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEU2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEU2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEU2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CEU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEU2 FP Equity_DX_BROKER_SI_CON_RATIO,CEU2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEU2 FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-06-12,24600.0,1475163.6,1.3,1.32,1.47,1475163.6,0.0,24600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-13,24600.0,1475508.0,1.28,1.32,1.48,1475508.0,0.0,24600.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-14,28800.0,1751126.4,1.45,1.55,1.72,1751126.4,0.0,28800.0,0.0,,0.22,,,4200.0,,0.22,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-15,28800.0,1732147.2,1.44,1.55,1.75,1732147.2,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-18,28800.0,1719273.6,1.44,1.55,1.73,1719273.6,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-19,28800.0,1705910.4,1.44,1.55,1.72,1705910.4,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-20,28800.0,1711094.4,1.44,1.55,1.7,1711094.4,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-21,28800.0,1696060.8,1.44,1.55,1.71,1696060.8,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-22,28800.0,1716508.8,14.1,1.55,1.7,1716508.8,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-25,28800.0,1677628.8,13.48,1.55,1.72,1677628.8,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-26,28800.0,1680624.0,12.77,1.55,1.68,1680624.0,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-27,28800.0,1693008.0,12.51,1.55,1.68,1693008.0,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-28,28800.0,1679961.6,12.5,1.55,1.69,1679961.6,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-06-29,28800.0,1693584.0,12.85,1.55,1.68,1693584.0,0.0,28800.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-07-02,4200.0,244692.0,1.87,0.23,0.25,244692.0,0.0,4200.0,0.0,,,,,,,,,,,24600.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-07-03,4200.0,246947.4,1.87,0.22,0.24,246947.4,0.0,4200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-07-04,4200.0,247094.4,1.89,0.22,0.25,247094.4,0.0,4200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-07-05,4200.0,248085.6,1.89,0.22,0.25,248085.6,0.0,4200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-07-06,4200.0,248581.2,1.89,0.22,0.25,248581.2,0.0,4200.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-08-15,27400.0,1601667.0,0.34,0.79,1.47,1601667.0,0.0,27400.0,0.0,,,27400.0,,,,,,1.47,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-16,27400.0,1622408.8,0.34,0.79,1.47,1622408.8,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-19,27400.0,1640684.6,0.34,0.79,1.46,1640684.6,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-20,27400.0,1629998.6,0.34,0.79,1.46,1629998.6,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-21,27400.0,1651124.0,0.34,0.8,1.46,1651124.0,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-22,27400.0,1642465.6,0.34,0.8,1.46,1642465.6,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-23,27400.0,1625148.8,0.34,0.8,1.46,1625148.8,0.0,27400.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-09,20000.0,1349720.0,1.04,0.53,1.38,1349720.0,0.0,20000.0,0.0,,,20000.0,,,,,,1.38,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.85,0.5003,51.15,0.0
2020-01-10,20000.0,1347120.0,1.19,0.52,1.38,1347120.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.78,0.5003,51.22,0.0
2020-01-13,20000.0,1344720.0,1.06,0.52,1.38,1344720.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.79,0.5003,51.21,0.0
2020-01-14,20000.0,1348020.0,1.24,0.52,1.38,1348020.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.82,0.5003,51.18,0.0
2020-01-15,20000.0,1349360.0,1.17,0.52,1.38,1349360.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.86,0.5003,51.14,0.0
2020-01-16,20000.0,1352980.0,1.17,0.52,1.39,1352980.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.8,0.5003,51.2,0.0
2020-01-17,20000.0,1364860.0,1.2,0.52,1.39,1364860.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.05,0.5002,50.95,0.0
2020-01-20,20000.0,1363080.0,1.41,0.52,1.39,1363080.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.02,0.5002,50.98,0.0
2020-01-21,20000.0,1360420.0,1.41,0.52,1.39,1360420.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.74,0.5003,51.26,0.0
2020-01-22,20000.0,1359080.0,1.4,0.52,1.39,1359080.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.75,0.5003,51.25,0.0
2020-01-23,20000.0,1350400.0,1.4,0.52,1.39,1350400.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.54,0.5004,51.46,0.0
2020-01-24,20000.0,1362380.0,1.39,0.52,1.39,1362380.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.98,0.5002,51.02,0.0
2020-01-27,20000.0,1330540.0,1.39,0.52,1.38,1330540.0,0.0,20000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,48.18,0.5007,51.82,0.0
2020-01-28,10000.0,671660.0,0.62,0.26,0.67,671660.0,0.0,10000.0,0.0,,,,,,,,,,,10000.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,48.48,1.0,100.0,0.0
2020-01-29,10000.0,674290.0,0.62,0.26,0.67,674290.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-30,10000.0,668120.0,0.62,0.23,0.67,668120.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-01-31,40000.0,2638000.0,0.93,0.94,2.29,2638000.0,0.0,40000.0,0.0,,,30000.0,,,,,,1.63,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.84,0.5896,71.16,0.0
2020-02-03,40000.0,2643480.0,0.94,0.93,2.29,2643480.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.87,0.5893,71.13,0.0
2020-02-04,40000.0,2686720.0,0.94,0.93,2.3,2686720.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.5865,70.8,0.0
2020-02-05,40000.0,2721440.0,0.96,0.92,2.31,2721440.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.584,70.5,0.0
2020-02-06,40000.0,2732920.0,0.96,0.92,2.31,2732920.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.5833,70.4,0.0
2020-02-07,40000.0,2725120.0,0.96,0.92,2.31,2725120.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.52,0.5839,70.48,0.0
2020-02-10,40000.0,2727720.0,0.98,0.92,2.31,2727720.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.54,0.5837,70.46,0.0
2020-02-11,40000.0,2750920.0,0.98,0.92,2.32,2750920.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.65,0.5828,70.35,0.0
2020-02-12,40000.0,2769760.0,1.0,0.92,2.33,2769760.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.76,0.5819,70.24,0.0
2020-02-13,40000.0,2765000.0,1.0,0.9,2.33,2765000.0,0.0,40000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.5824,70.3,0.0
2020-02-14,10000.0,689390.0,0.22,0.23,0.69,689390.0,0.0,10000.0,0.0,,,,,,,,,,,30000.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-17,10000.0,692480.0,0.22,0.23,0.69,692480.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-18,10000.0,689850.0,0.22,0.22,0.69,689850.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-19,10000.0,695270.0,0.21,0.22,0.7,695270.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-20,10000.0,689280.0,0.22,0.22,0.69,689280.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-21,10000.0,686720.0,0.22,0.22,0.69,686720.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-24,10000.0,660060.0,0.23,0.22,0.66,660060.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-25,10000.0,648100.0,0.23,0.22,0.65,648100.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-26,10000.0,649980.0,0.19,0.22,0.65,649980.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-27,10000.0,627800.0,0.19,0.21,0.63,627800.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-02-28,10000.0,603770.0,0.18,0.21,0.61,603770.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-02,10000.0,604550.0,0.18,0.21,0.6,604550.0,0.0,10000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2020-03-03,11100.0,680996.1,0.2,0.23,0.68,680996.1,1100.0,11100.0,67486.1,,,1100.0,,,,,,0.07,1100.0,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.78,0.8235,90.22,5.0455
2020-03-04,11100.0,690286.8,0.18,0.19,0.69,690286.8,1100.0,11100.0,68406.8,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.79,0.8234,90.21,5.0455
2020-03-05,11100.0,680030.4,0.08,0.19,0.69,680030.4,1100.0,11100.0,67390.4,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,9.93,0.8211,90.07,5.0455
2020-03-06,11100.0,654533.7,0.05,0.19,0.66,654533.7,1100.0,11100.0,64863.7,,,,,,,,,,,,0.07,,100.0,50.0,0.0,0.0,0.0,100.0,10.26,0.8159,89.74,5.0455
2020-03-09,11100.0,604661.4,0.05,0.19,0.61,604661.4,1100.0,11100.0,59921.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.64,0.8098,89.36,5.0455
2020-03-10,11100.0,598756.2,0.05,0.19,0.6,598756.2,1100.0,11100.0,59336.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.0,0.82,90.0,5.0455
2020-03-11,11100.0,594205.2,0.05,0.19,0.59,594205.2,1100.0,11100.0,58885.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.98,0.8203,90.02,5.0455
2020-03-12,11100.0,525784.8,0.05,0.19,0.53,525784.8,1100.0,11100.0,52104.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,11.06,0.8033,88.94,5.0455
2020-03-13,11100.0,534798.0,0.06,0.19,0.54,534798.0,1100.0,11100.0,52998.0,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.76,0.8239,90.24,5.0455
2020-03-16,11100.0,510078.3,0.06,0.19,0.51,510078.3,1100.0,11100.0,50548.3,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,10.34,0.8146,89.66,5.0455
2020-03-17,11100.0,520812.0,0.06,0.19,0.52,520812.0,1100.0,11100.0,51612.0,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.73,0.8244,90.27,5.0455
2020-03-18,11100.0,497601.9,0.06,0.17,0.5,497601.9,1100.0,11100.0,49311.9,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,10.32,0.8148,89.68,5.0455
2020-03-19,11100.0,516272.1,0.05,0.17,0.51,516272.1,1100.0,11100.0,51162.1,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.59,0.8267,90.41,5.0455
2020-03-20,11100.0,524486.1,0.04,0.17,0.52,524486.1,1100.0,11100.0,51976.1,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.77,0.8237,90.23,5.0455
2020-03-23,11100.0,502574.7,0.04,0.17,0.5,502574.7,1100.0,11100.0,49804.7,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,10.3,0.8153,89.7,5.0455
2020-03-24,11100.0,545620.5,0.04,0.17,0.54,545620.5,1100.0,11100.0,54070.5,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.2,0.8329,90.8,5.0455
2020-03-25,11100.0,562736.7,0.04,0.17,0.56,562736.7,1100.0,11100.0,55766.7,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.64,0.8258,90.36,5.0455
2020-03-26,11100.0,575557.2,0.04,0.17,0.57,575557.2,1100.0,11100.0,57037.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.71,0.8246,90.29,5.0455
2020-03-27,11100.0,557486.4,0.04,0.17,0.56,557486.4,1100.0,11100.0,55246.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.2,0.8168,89.8,5.0455
2020-03-30,11100.0,563036.4,0.04,0.17,0.56,563036.4,1100.0,11100.0,55796.4,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.82,0.8229,90.18,5.0455
2020-03-31,11100.0,574125.3,0.04,0.17,0.58,574125.3,1100.0,11100.0,56895.3,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.74,0.8242,90.26,5.0455
2020-04-01,11100.0,556620.6,0.04,0.17,0.56,556620.6,1100.0,11100.0,55160.6,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.19,0.817,89.81,5.0455
2020-04-02,11100.0,559983.9,0.04,0.17,0.56,559983.9,1100.0,11100.0,55493.9,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.86,0.8223,90.14,5.0455
2020-04-03,11100.0,554311.8,0.04,0.17,0.56,554311.8,1100.0,11100.0,54931.8,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,10.0,0.82,90.0,5.0455
2020-04-06,11100.0,574702.5,0.04,0.17,0.57,574702.5,1100.0,11100.0,56952.5,,,,,,,,,,,,0.05,,100.0,50.0,0.0,0.0,0.0,100.0,9.59,0.8266,90.41,5.0455
2020-04-07,11100.0,585447.3,0.04,0.17,0.58,585447.3,1100.0,11100.0,58017.3,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.75,0.8241,90.25,5.0455
2020-04-08,11100.0,585214.2,0.04,0.17,0.58,585214.2,1100.0,11100.0,57994.2,,,,,,,,,,,,0.06,,100.0,50.0,0.0,0.0,0.0,100.0,9.91,0.8214,90.09,5.0455
