,ALHAF FP Equity_DX_SI_QTY,ALHAF FP Equity_DX_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHAF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHAF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHAF FP Equity_DX_SI_MV,ALHAF FP Equity_DX_DSS,ALHAF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHAF FP Equity_DX_SUPPLY_SI_QTY,ALHAF FP Equity_DX_BROKER_SI_QTY,ALHAF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHAF FP Equity_DX_BROKER_SI_MV_INC_x,ALHAF FP Equity_DX_BROKER_SI_QTY_ADD,ALHAF FP Equity_DX_SUPPLY_SI_MV_DEC,ALHAF FP Equity_DX_BROKER_SI_QTY_INC,ALHAF FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHAF FP Equity_DX_BROKER_SI_MV_INC_y,ALHAF FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHAF FP Equity_DX_BROKER_SI_MV_ADD,ALHAF FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHAF FP Equity_DX_BROKER_SI_QTY_DEC,ALHAF FP Equity_DX_SUPPLY_SI_MV,ALHAF FP Equity_DX_BROKER_SI_MV_DEC,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_UTILIZATION_QUANTITY,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHAF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHAF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHAF FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHAF FP Equity_DX_BROKER_SI_CON_RATIO,ALHAF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHAF FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHAF FP Equity_PX_LAST
2023-09-22,1697.0,2508.17,0.03,0.16,0.0,0.0,0.0,1918.44,798.0,1298.0,1179.44,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.25,0.5861,70.75,0.1616,1.478
2023-09-25,1697.0,2477.62,0.03,0.16,0.0,0.0,0.0,1895.08,798.0,1298.0,1165.08,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.82,0.5814,70.18,0.1616,1.46
2023-09-26,1697.0,2426.71,0.03,0.16,0.0,0.0,0.0,1856.14,798.0,1298.0,1141.14,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.83,0.5813,70.17,0.1616,1.43
2023-09-27,1697.0,2189.13,0.03,0.16,0.0,0.0,0.0,1674.42,798.0,1298.0,1029.42,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,31.14,0.5711,68.86,0.1616,1.29
2023-09-28,1697.0,2358.83,0.03,0.15,0.0,0.0,0.0,1804.22,798.0,1298.0,1109.22,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,28.38,0.5935,71.62,0.1616,1.39
2023-09-29,1697.0,2257.01,0.03,0.15,0.0,0.0,0.0,1726.34,798.0,1298.0,1061.34,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.08,0.5794,69.92,0.1616,1.33
2023-10-02,1697.0,2250.22,0.03,0.14,0.0,0.0,0.0,1721.15,798.0,1298.0,1058.15,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.71,0.5823,70.29,0.1616,1.326
2023-10-03,1697.0,2182.34,0.03,0.14,0.0,0.0,0.0,1669.23,798.0,1298.0,1026.23,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.07,0.5794,69.93,0.1616,1.286
2023-10-04,1697.0,2246.83,0.03,0.13,0.0,0.0,0.0,1718.55,798.0,1298.0,1056.55,,,,,,,,,,,,0.0,,100.0,8.06,0.0,0.0,0.0,100.0,29.05,0.5878,70.95,0.1714,1.324
2023-10-05,1697.0,2335.07,0.03,0.13,0.0,0.0,0.0,1786.05,798.0,1298.0,1098.05,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,28.98,0.5884,71.02,0.1616,1.376
2023-10-06,1697.0,2260.4,0.03,0.12,0.0,0.0,0.0,1728.94,798.0,1298.0,1062.94,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.35,0.5853,70.65,0.1616,1.332
2023-10-09,1697.0,2243.43,0.03,0.12,0.0,0.0,0.0,1715.96,798.0,1298.0,1054.96,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.6,0.5832,70.4,0.1616,1.322
2023-10-10,1697.0,2270.59,0.03,0.12,0.0,0.0,0.0,1736.72,798.0,1298.0,1067.72,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.26,0.586,70.74,0.1616,1.338
2023-10-11,1697.0,2138.22,0.03,0.12,0.0,0.0,0.0,1635.48,798.0,1298.0,1005.48,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.28,0.5778,69.72,0.1616,1.26
2023-10-12,1697.0,2134.83,0.03,0.12,0.0,0.0,0.0,1632.88,798.0,1298.0,1003.88,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.7,0.5825,70.3,0.1616,1.258
2023-10-13,1697.0,2202.71,0.03,0.12,0.0,0.0,0.0,1684.8,798.0,1298.0,1035.8,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.16,0.5869,70.84,0.1616,1.298
2023-10-16,1697.0,2226.46,0.03,0.12,0.0,0.0,0.0,1702.98,798.0,1298.0,1046.98,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.3,0.5857,70.7,0.1616,1.312
2023-10-17,1697.0,2223.07,0.03,0.12,0.0,0.0,0.0,1700.38,798.0,1298.0,1045.38,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.52,0.5839,70.48,0.1616,1.31
2023-10-18,1697.0,2206.1,0.03,0.12,0.0,0.0,0.0,1687.4,798.0,1298.0,1037.4,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.71,0.5823,70.29,0.1616,1.3
2023-10-19,1697.0,2240.04,0.03,0.18,0.0,0.0,0.0,1713.36,798.0,1298.0,1053.36,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.16,0.5868,70.84,0.1616,1.32
2023-10-20,1697.0,2240.04,0.03,0.18,0.0,0.0,0.0,1713.36,798.0,1298.0,1053.36,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.48,0.5842,70.52,0.1616,1.32
2023-10-23,1697.0,2138.22,0.03,0.17,0.0,0.0,0.0,1635.48,798.0,1298.0,1005.48,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.98,0.5802,70.02,0.1616,1.26
2023-10-24,1697.0,2039.79,0.03,0.15,0.0,0.0,0.0,1560.2,798.0,1298.0,959.2,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.36,0.5772,69.64,0.1616,1.202
2023-10-25,1697.0,1951.55,0.03,0.16,0.0,0.0,0.0,1492.7,798.0,1298.0,917.7,,,,,,,,,,,,0.0,,100.0,7.98,0.0,0.0,0.0,100.0,30.24,0.5781,69.76,0.1697,1.15
2023-10-26,1697.0,1917.61,0.03,0.15,0.0,0.0,0.0,1466.74,798.0,1298.0,901.74,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.8,0.5816,70.2,0.1616,1.13
2023-10-27,1697.0,1900.64,0.03,0.15,0.0,0.0,0.0,1453.76,798.0,1298.0,893.76,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.68,0.5826,70.32,0.1616,1.12
2023-10-30,1697.0,1883.67,0.03,0.16,0.0,0.0,0.0,1440.78,798.0,1298.0,885.78,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.61,0.5832,70.39,0.1616,1.11
2023-10-31,1697.0,1859.91,0.03,0.16,0.0,0.0,0.0,1422.61,798.0,1298.0,874.61,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.74,0.5821,70.26,0.1616,1.096
2023-11-01,1697.0,1863.31,0.03,0.16,0.0,0.0,0.0,1425.2,798.0,1298.0,876.2,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.46,0.5844,70.54,0.1616,1.098
2023-11-02,1697.0,1680.03,0.03,0.15,0.0,0.0,0.0,1285.02,798.0,1298.0,790.02,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.77,0.5739,69.23,0.1616,0.99
2023-11-03,1697.0,1863.31,0.03,0.14,0.0,0.0,0.0,1425.2,798.0,1298.0,876.2,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,27.98,0.597,72.02,0.1616,1.098
2023-11-06,1697.0,1866.7,0.03,0.13,0.0,0.0,0.0,1427.8,798.0,1298.0,877.8,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.5,0.5841,70.5,0.1616,1.1
2023-11-07,1697.0,1697.0,0.03,0.12,0.0,0.0,0.0,1298.0,798.0,1298.0,798.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,31.01,0.5721,68.99,0.1616,1.0
2023-11-08,1697.0,1695.3,0.03,0.11,0.0,0.0,0.0,1296.7,798.0,1298.0,797.2,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.46,0.5844,70.54,0.1616,0.999
2023-11-09,1697.0,1730.94,0.03,0.1,0.0,0.0,0.0,1323.96,798.0,1298.0,813.96,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.26,0.586,70.74,0.1616,1.02
2023-11-10,1697.0,1674.94,0.03,0.1,0.0,0.0,0.0,1281.13,798.0,1298.0,787.63,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.11,0.5792,69.89,0.1616,0.987
2023-11-13,1697.0,1697.0,0.03,0.1,0.0,0.0,0.0,1298.0,798.0,1298.0,798.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.49,0.5841,70.51,0.1616,1.0
2023-11-14,1697.0,1697.0,0.03,0.1,0.0,0.0,0.0,1298.0,798.0,1298.0,798.0,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.12,0.5872,70.88,0.1616,1.0
2023-11-15,1697.0,1663.06,0.03,0.1,0.0,0.0,0.0,1272.04,798.0,1298.0,782.04,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.85,0.5812,70.15,0.1616,0.98
2023-11-16,1697.0,1612.15,0.03,0.1,0.0,0.0,0.0,1233.1,798.0,1298.0,758.1,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,30.03,0.5798,69.97,0.1616,0.95
2023-11-17,1697.0,1613.85,0.03,0.1,0.0,0.0,0.0,1234.4,798.0,1298.0,758.9,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.5,0.5841,70.5,0.1616,0.951
2023-11-20,1697.0,1612.15,0.03,0.09,0.0,0.0,0.0,1233.1,798.0,1298.0,758.1,,,,,,,,,,,,0.0,,100.0,7.6,0.0,0.0,0.0,100.0,29.47,0.5843,70.53,0.1616,0.95
2023-11-21,1697.0,1561.24,0.03,0.09,0.0,0.0,0.0,827.08,798.0,899.0,734.16,,,,,,,,,,,399.0,0.0,0.0,100.0,7.6,0.0,0.0,0.0,100.0,29.73,0.5821,70.27,0.1616,0.92
2023-11-22,1298.0,1194.16,0.02,0.07,0.0,0.0,0.0,827.08,399.0,899.0,367.08,,,,0.0,,399.0,,,,,,0.0,,100.0,3.76,0.0,0.0,0.0,100.0,39.32,0.5228,60.68,0.1225,0.92
2023-11-23,1298.0,1194.16,0.02,0.06,0.0,0.0,0.0,827.08,399.0,899.0,367.08,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,39.34,0.5227,60.66,0.1236,0.92
2023-11-24,1298.0,1142.24,0.02,0.06,0.0,0.0,0.0,791.12,399.0,899.0,351.12,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,39.14,0.5236,60.86,0.1236,0.88
2023-11-27,1298.0,1038.4,0.02,0.06,0.0,0.0,0.0,719.2,399.0,899.0,319.2,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,39.78,0.5209,60.22,0.1236,0.8
2023-11-28,1298.0,1038.4,0.02,0.06,0.0,0.0,0.0,719.2,399.0,899.0,319.2,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,38.53,0.5263,61.47,0.1236,0.8
2023-11-29,1298.0,1038.4,0.02,0.06,0.0,0.0,0.0,719.2,399.0,899.0,319.2,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,38.58,0.5261,61.42,0.1236,0.8
2023-11-30,1298.0,1051.38,0.02,0.06,0.0,0.0,0.0,728.19,399.0,899.0,323.19,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,38.61,0.5259,61.39,0.1236,0.81
2023-12-01,1298.0,1143.54,0.02,0.06,0.0,0.0,0.0,792.02,399.0,899.0,351.52,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,37.73,0.5301,62.27,0.1236,0.881
2023-12-04,1298.0,1064.36,0.02,0.05,0.0,0.0,0.0,737.18,399.0,899.0,327.18,,,,,,,,,,,,0.0,,100.0,3.8,0.0,0.0,0.0,100.0,39.49,0.5221,60.51,0.1236,0.82
2023-12-05,1298.0,1038.4,0.02,0.05,0.0,0.0,0.0,719.2,399.0,899.0,319.2,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,38.92,0.5246,61.08,0.1248,0.8
2023-12-06,1298.0,1025.42,0.02,0.05,0.0,0.0,0.0,710.21,399.0,899.0,315.21,,,,,,,,,,,,0.0,,100.0,3.84,0.0,0.0,0.0,100.0,38.9,0.5246,61.1,0.1248,0.79
2023-12-07,1298.0,1077.34,0.02,0.05,0.0,0.0,0.0,746.17,399.0,899.0,331.17,,,,,,,,,,,,0.0,,100.0,3.87,0.0,0.0,0.0,100.0,38.13,0.5282,61.87,0.126,0.83
2023-12-08,1298.0,1015.04,0.02,0.05,0.0,0.0,0.0,703.02,399.0,899.0,312.02,,,,,,,,,,,,0.0,,100.0,3.87,0.0,0.0,0.0,100.0,39.37,0.5226,60.63,0.126,0.782
2023-12-11,1298.0,1004.65,0.02,0.04,0.0,0.0,0.0,695.83,399.0,899.0,308.83,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.87,0.5248,61.13,0.1273,0.774
2023-12-12,1298.0,1015.04,0.02,0.04,0.0,0.0,0.0,703.02,399.0,899.0,312.02,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.52,0.5263,61.48,0.1273,0.782
2023-12-13,1298.0,1012.44,0.02,0.04,0.0,0.0,0.0,701.22,399.0,899.0,311.22,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.53,0.5263,61.47,0.1273,0.78
2023-12-14,1298.0,1035.8,0.02,0.04,0.0,0.0,0.0,717.4,399.0,899.0,318.4,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.03,0.5287,61.97,0.1273,0.798
2023-12-15,1298.0,947.54,0.02,0.05,0.0,0.0,0.0,656.27,399.0,899.0,291.27,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.85,0.5206,60.15,0.1273,0.73
2023-12-18,1298.0,913.79,0.02,0.04,0.0,0.0,0.0,632.9,399.0,899.0,280.9,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,39.02,0.5241,60.98,1.1811,0.704
2023-12-19,1298.0,881.34,0.02,0.04,0.0,0.0,0.0,610.42,399.0,899.0,270.92,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,38.85,0.5249,61.15,1.1811,0.679
2023-12-20,1298.0,804.76,0.02,0.04,0.0,0.0,0.0,557.38,399.0,899.0,247.38,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,39.8,0.5208,60.2,1.1811,0.62
2023-12-21,1298.0,835.91,0.02,0.05,0.0,0.0,0.0,578.96,399.0,899.0,256.96,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,38.32,0.5273,61.68,1.1811,0.644
2023-12-22,1298.0,845.0,0.02,0.04,0.0,0.0,0.0,585.25,399.0,899.0,259.75,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,37.78,0.5299,62.22,1.1811,0.651
2023-12-25,1298.0,845.0,0.02,0.04,0.0,0.0,0.0,585.25,399.0,899.0,259.75,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,37.78,0.5299,62.22,1.1811,
2023-12-26,1298.0,845.0,0.02,0.04,0.0,0.0,0.0,585.25,399.0,899.0,259.75,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,38.69,0.5256,61.31,1.1811,
2023-12-27,1298.0,846.3,0.02,0.04,0.0,0.0,0.0,586.15,399.0,899.0,260.15,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.41,0.5269,61.59,0.1273,0.652
2023-12-28,1298.0,882.64,0.02,0.04,0.0,0.0,0.0,611.32,399.0,899.0,271.32,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,38.3,0.5274,61.7,1.1811,0.68
2023-12-29,1298.0,882.64,0.02,0.03,0.0,0.0,0.0,611.32,399.0,899.0,271.32,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,37.85,0.5295,62.15,1.1811,0.68
2024-01-01,1298.0,882.64,0.02,0.03,0.0,0.0,0.0,611.32,399.0,899.0,271.32,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,37.85,0.5295,62.15,1.1811,
2024-01-02,1298.0,877.45,0.02,0.03,0.0,0.0,0.0,607.72,399.0,899.0,269.72,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.1,0.5238,60.9,0.1273,0.676
2024-01-03,1298.0,882.64,0.02,0.03,0.0,0.0,0.0,611.32,399.0,899.0,271.32,,,,,,,,,,,,0.0,,100.0,4.03,0.0,0.0,0.0,100.0,38.83,0.525,61.17,0.1311,0.68
2024-01-04,1298.0,872.26,0.02,0.03,0.0,0.0,0.0,604.13,399.0,899.0,268.13,,,,,,,,,,,,0.0,,100.0,4.03,0.0,0.0,0.0,100.0,38.84,0.5249,61.16,0.1311,0.672
2024-01-05,1298.0,856.68,0.02,0.03,0.0,0.0,0.0,593.34,399.0,899.0,263.34,,,,,,,,,,,,0.0,,100.0,4.03,0.0,0.0,0.0,100.0,38.87,0.5248,61.13,0.1311,0.66
2024-01-08,1298.0,843.7,0.02,0.03,0.0,0.0,0.0,584.35,399.0,899.0,259.35,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.93,0.5245,61.07,0.1273,0.65
2024-01-09,1298.0,820.34,0.02,0.03,0.0,0.0,0.0,568.17,399.0,899.0,252.17,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.17,0.5235,60.83,0.1273,0.632
2024-01-10,1298.0,822.93,0.02,0.03,0.0,0.0,0.0,569.97,399.0,899.0,252.97,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,38.36,0.5271,61.64,0.1273,0.634
2024-01-11,1298.0,777.5,0.02,0.03,0.0,0.0,0.0,538.5,399.0,899.0,239.0,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.32,0.5228,60.68,0.1273,0.599
2024-01-12,1298.0,793.08,0.02,0.03,0.0,0.0,0.0,549.29,399.0,899.0,243.79,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.81,0.5208,60.19,0.1273,0.611
2024-01-15,1298.0,819.04,0.02,0.03,0.0,0.0,0.0,567.27,399.0,899.0,251.77,,,,,,,,,,,,0.0,,100.0,6.05,0.0,0.0,0.0,100.0,39.55,0.5218,60.45,0.1967,0.631
2024-01-16,1298.0,793.08,0.02,0.03,0.0,0.0,0.0,549.29,399.0,899.0,243.79,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,39.37,0.5226,60.63,0.1273,0.611
2024-01-17,1298.0,780.1,0.02,0.03,0.0,0.0,0.0,540.3,399.0,899.0,239.8,,,,,,,,,,,,0.0,,100.0,6.44,0.0,0.0,0.0,100.0,38.9,0.5246,61.1,0.2094,0.601
2024-01-18,1170.0,679.77,0.02,0.03,0.0,0.0,0.0,447.95,399.0,771.0,231.82,,,,,,,,,,,128.0,0.0,0.0,100.0,3.91,0.0,0.0,0.0,100.0,32.37,0.5622,67.63,0.1147,0.581
2024-01-19,1170.0,643.5,0.02,0.03,0.0,0.0,0.0,424.05,399.0,771.0,219.45,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.63,0.5604,67.37,0.1147,0.55
2024-01-22,1170.0,622.44,0.02,0.03,0.0,0.0,0.0,410.17,399.0,771.0,212.27,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.21,0.5633,67.79,0.1147,0.532
2024-01-23,1170.0,596.7,0.02,0.03,0.0,0.0,0.0,393.21,399.0,771.0,203.49,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.34,0.5624,67.66,0.1147,0.51
2024-01-24,1170.0,585.0,0.02,0.03,0.0,0.0,0.0,385.5,399.0,771.0,199.5,,,,,,,,,,,,0.0,,100.0,4.03,0.0,0.0,0.0,100.0,32.2,0.5634,67.8,0.1182,0.5
2024-01-25,1170.0,585.0,0.02,0.03,0.0,0.0,0.0,385.5,399.0,771.0,199.5,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.09,0.5641,67.91,0.1147,0.5
2024-01-26,1170.0,577.4,0.02,0.03,0.0,0.0,0.0,380.49,399.0,771.0,196.91,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.22,0.5632,67.78,0.1147,0.4935
2024-01-29,1170.0,561.6,0.02,0.03,0.0,0.0,0.0,370.08,399.0,771.0,191.52,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.31,0.5626,67.69,0.1147,0.48
2024-01-30,1170.0,546.39,0.02,0.03,0.0,0.0,0.0,360.06,399.0,771.0,186.33,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.07,0.5643,67.93,0.1147,0.467
2024-01-31,1170.0,535.28,0.02,0.03,0.0,0.0,0.0,352.73,399.0,771.0,182.54,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.22,0.5632,67.78,0.1147,0.4575
2024-02-01,1170.0,508.95,0.02,0.03,0.0,0.0,0.0,335.39,399.0,771.0,173.57,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.45,0.5616,67.55,0.1147,0.435
2024-02-02,1170.0,467.42,0.02,0.03,0.0,0.0,0.0,308.01,399.0,771.0,159.4,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.7,0.5599,67.3,0.1147,0.3995
2024-02-05,1170.0,528.26,0.02,0.03,0.0,0.0,0.0,348.11,399.0,771.0,180.15,,,,,,,,,,,,0.0,,100.0,36.31,0.0,0.0,0.0,100.0,30.98,0.5724,69.02,1.0646,0.4515
2024-02-06,1170.0,759.33,0.02,0.03,0.0,0.0,0.0,500.38,399.0,771.0,258.95,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,27.85,0.5982,72.15,0.1158,0.649
2024-02-07,1170.0,615.42,0.02,0.03,0.0,0.0,0.0,405.55,399.0,771.0,209.87,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,34.02,0.5511,65.98,0.1158,0.526
2024-02-08,1170.0,700.83,0.02,0.02,0.0,0.0,0.0,461.83,399.0,771.0,239.0,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,30.46,0.5763,69.54,0.1158,0.599
2024-02-09,1170.0,602.55,0.02,0.02,0.0,0.0,0.0,397.07,399.0,771.0,205.49,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,31.93,0.5653,68.07,0.1158,0.515
2024-02-12,1170.0,621.27,0.02,0.02,0.0,0.0,0.0,409.4,399.0,771.0,211.87,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,31.67,0.5672,68.33,0.1158,0.531
2024-02-13,1170.0,594.36,0.02,0.02,0.0,0.0,0.0,391.67,399.0,771.0,202.69,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.71,0.5598,67.29,0.1147,0.508
2024-02-14,1170.0,585.0,0.02,0.02,0.0,0.0,0.0,385.5,399.0,771.0,199.5,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,32.15,0.5637,67.85,0.1147,0.5
2024-02-15,1170.0,608.4,0.02,0.02,0.0,0.0,0.0,400.92,399.0,771.0,207.48,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,31.42,0.5691,68.58,0.1147,0.52
2024-02-16,1170.0,616.59,0.02,0.02,0.0,0.0,0.0,406.32,399.0,771.0,210.27,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,30.85,0.5733,69.15,0.1147,0.527
2024-02-19,1170.0,586.17,0.02,0.02,0.0,0.0,0.0,386.27,399.0,771.0,199.9,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,30.7,0.5745,69.3,0.1147,0.501
2024-02-20,1170.0,596.7,0.02,0.02,0.0,0.0,0.0,393.21,399.0,771.0,203.49,,,,,,,,,,,,0.0,,100.0,3.91,0.0,0.0,0.0,100.0,31.94,0.5652,68.06,0.1147,0.51
2024-02-21,1170.0,555.75,0.02,0.02,0.0,0.0,0.0,366.23,399.0,771.0,189.53,,,,,,,,,,,,0.0,,100.0,4.07,0.0,0.0,0.0,100.0,32.88,0.5586,67.12,0.1194,0.475
2024-02-22,1170.0,551.07,0.02,0.02,0.0,0.0,0.0,363.14,399.0,771.0,187.93,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,32.13,0.5638,67.87,0.1158,0.471
2024-02-23,1170.0,572.72,0.02,0.02,0.0,0.0,0.0,377.4,399.0,771.0,195.31,,,,,,,,,,,,0.0,,100.0,3.95,0.0,0.0,0.0,100.0,31.37,0.5694,68.63,0.1158,0.4895
