,COMO FP Equity_DX_SI_QTY,COMO FP Equity_DX_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,COMO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,COMO FP Equity_DX_SI_MV,COMO FP Equity_DX_DSS,COMO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY,COMO FP Equity_DX_BROKER_SI_QTY,COMO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,COMO FP Equity_DX_BROKER_SI_MV_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_x,COMO FP Equity_DX_BROKER_SI_MV_INC_x,COMO FP Equity_DX_SUPPLY_SI_MV_NEW,COMO FP Equity_DX_BROKER_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_NEW,COMO FP Equity_DX_SUPPLY_SI_MV_DEC,COMO FP Equity_DX_BROKER_SI_QTY_INC,COMO FP Equity_DX_SUPPLY_SI_QTY_DEC,COMO FP Equity_DX_BROKER_SI_MV_NEW_y,COMO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,COMO FP Equity_DX_BROKER_SI_MV_INC_y,COMO FP Equity_DX_SUPPLY_SI_QTY_INC_y,COMO FP Equity_DX_BROKER_SI_MV_ADD,COMO FP Equity_DX_SUPPLY_SI_QTY_ADD,COMO FP Equity_DX_BROKER_SI_QTY_DEC,COMO FP Equity_DX_SUPPLY_SI_MV,COMO FP Equity_DX_BROKER_SI_MV_DEC,COMO FP Equity_DX_SUPPLY_SI_MV_RMV,COMO FP Equity_DX_BROKER_SI_MV_RMV,COMO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,COMO FP Equity_DX_UTILIZATION_QUANTITY,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,COMO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,COMO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,COMO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,COMO FP Equity_DX_ACTIVE_UTILIZATION_MV,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,COMO FP Equity_DX_BROKER_SI_CON_RATIO,COMO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,COMO FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-10-16,1000.0,19200.0,0.02,0.01,0.02,0.0,0.0,1000.0,0.0,19200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.42,0.0,0.0,,0.0,100.0,,0.0,,0.1642
2008-10-17,1000.0,20230.0,0.02,0.01,0.02,0.0,0.0,1000.0,0.0,20230.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.42,0.0,0.0,,0.0,100.0,,0.0,,0.1642
2008-10-20,1000.0,20700.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20700.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.42,0.0,0.0,,0.0,100.0,,0.0,,0.1642
2008-10-21,1000.0,20580.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20580.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.42,0.0,0.0,,0.0,100.0,,0.0,,0.1642
2008-10-22,1000.0,20550.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20550.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.42,0.0,0.0,,0.0,100.0,,0.0,,0.1642
2008-10-23,1000.0,20270.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20270.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,19.65,0.0,0.0,,0.0,100.0,,0.0,,0.1965
2008-10-24,1000.0,19730.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19730.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,24.46,0.0,0.0,,0.0,100.0,,0.0,,0.2446
2008-10-27,1000.0,20150.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20150.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,24.46,0.0,0.0,,0.0,100.0,,0.0,,0.2446
2008-10-28,1000.0,20740.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20740.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,24.46,0.0,0.0,,0.0,100.0,,0.0,,0.2446
2008-10-29,1000.0,21050.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,21050.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,38.62,0.0,0.0,,0.0,100.0,,0.0,,0.3863
2008-10-30,1000.0,20380.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20380.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,38.62,0.0,0.0,,0.0,100.0,,0.0,,0.3863
2008-10-31,1000.0,20160.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20160.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,34.61,0.0,0.0,,0.0,100.0,,0.0,,0.3461
2008-11-03,1000.0,20500.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,34.61,0.0,0.0,,0.0,100.0,,0.0,,0.3461
2008-11-04,1000.0,20950.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20950.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,34.61,0.0,0.0,,0.0,100.0,,0.0,,0.3461
2008-11-05,1000.0,20300.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20300.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,34.61,0.0,0.0,,0.0,100.0,,0.0,,0.3461
2008-11-06,1000.0,19700.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19700.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,34.61,0.0,0.0,,0.0,100.0,,0.0,,0.3461
2008-11-07,1000.0,19540.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19540.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-10,1000.0,20000.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,20000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-11,1000.0,19470.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19470.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-12,1000.0,19270.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19270.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-13,1000.0,19200.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,19200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-14,1000.0,18890.0,0.02,0.02,0.02,0.0,0.0,1000.0,0.0,18890.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-17,1000.0,18970.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,18970.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-18,1000.0,18750.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,18750.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,33.46,0.0,0.0,,0.0,100.0,,0.0,,0.3346
2008-11-19,1000.0,18720.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,18720.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-20,1000.0,18200.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-21,1000.0,18000.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-24,1000.0,18440.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18440.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-25,1000.0,17850.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,17850.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-26,1000.0,18300.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18300.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-27,1000.0,18600.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18600.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-11-28,1000.0,18450.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18450.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-01,1000.0,18000.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,18000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-02,1000.0,17690.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,17690.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-03,1000.0,17580.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,17580.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-04,1000.0,17000.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,17000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-05,1000.0,16150.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,16150.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-08,1000.0,16570.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,16570.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-09,1000.0,16260.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,16260.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-10,1000.0,16280.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,16280.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-11,1000.0,16790.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,16790.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-12,1000.0,16250.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,16250.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-15,1000.0,16700.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,16700.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-16,1000.0,16010.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,16010.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-17,1000.0,15500.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,15500.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-18,1000.0,15270.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,15270.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-19,1000.0,15400.0,0.04,0.02,0.02,0.0,0.0,1000.0,0.0,15400.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-22,1000.0,15200.0,0.03,0.02,0.02,0.0,0.0,1000.0,0.0,15200.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-23,1000.0,15000.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,15000.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-24,1000.0,14800.0,0.03,0.01,0.01,0.0,0.0,1000.0,0.0,14800.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-25,1000.0,14800.0,0.03,0.01,0.01,0.0,0.0,1000.0,0.0,14800.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-26,1000.0,14800.0,0.03,0.01,0.01,0.0,0.0,1000.0,0.0,14800.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-29,1000.0,14930.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,14930.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,41.86,0.0,0.0,,0.0,100.0,,0.0,,0.4186
2008-12-30,1000.0,14930.0,0.03,0.01,0.01,0.0,0.0,1000.0,0.0,14930.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,22.78,0.0,0.0,,0.0,100.0,,0.0,,0.2278
2008-12-31,1000.0,15020.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,15020.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.78,0.0,0.0,,0.0,100.0,,0.0,,0.2278
2009-01-01,1000.0,15020.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,15020.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.78,0.0,0.0,,0.0,100.0,,0.0,,0.2278
2009-01-02,1000.0,16010.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,16010.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.78,0.0,0.0,,0.0,100.0,,0.0,,0.2278
2009-01-05,1000.0,16730.0,0.03,0.01,0.02,0.0,0.0,1000.0,0.0,16730.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,22.78,0.0,0.0,,0.0,100.0,,0.0,,0.2278
2009-01-06,500.0,8745.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8745.0,,,,,,,,0.01,,500.0,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-07,500.0,8360.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8360.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-08,500.0,8155.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8155.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-09,500.0,8270.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8270.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-12,500.0,8090.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8090.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-13,500.0,8195.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8195.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-14,500.0,8020.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8020.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-15,500.0,8060.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8060.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-16,500.0,8110.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8110.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-19,500.0,8140.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8140.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-20,500.0,8300.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8300.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-21,500.0,8190.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8190.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-22,500.0,8225.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8225.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-23,500.0,8345.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8345.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-26,500.0,8620.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8620.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-27,500.0,8185.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8185.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-28,500.0,8135.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8135.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,0.0,,0.1139
2009-01-29,1120.0,18368.0,0.03,0.01,0.02,0.0,10168.0,500.0,620.0,8200.0,,,,,,620.0,,,,,,,,,0.01,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2552
2009-01-30,1734.0,29235.24,0.04,0.02,0.03,0.0,20805.24,500.0,1234.0,8430.0,,,,0.01,,,,,614.0,,,,0.01,,,,,0.01,,,,100.0,11.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3951
2009-02-02,1114.0,18381.0,0.03,0.01,0.02,0.0,10131.0,500.0,614.0,8250.0,,,,,,,,,,,,,,,,,620.0,0.01,0.01,,,100.0,11.39,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2538
2009-02-03,500.0,8125.0,0.01,0.01,0.01,0.0,0.0,500.0,0.0,8125.0,,,,,,,,,,,,,,,,,614.0,0.01,0.01,,,100.0,10.66,0.0,0.0,,0.0,100.0,,0.0,,0.1066
2009-02-04,88574.0,1484500.24,2.17,1.01,1.44,0.0,1476120.24,500.0,88074.0,8380.0,,,,,,88074.0,,,,,,,,,1.43,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,2.38,0.9536,97.62,18.8897
2009-02-05,88574.0,1470328.4,2.4,1.01,1.48,0.0,1462028.4,500.0,88074.0,8300.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,2.35,0.9542,97.65,18.8897
2009-02-06,86500.0,1452335.0,2.36,0.98,1.44,0.0,1443940.0,500.0,86000.0,8395.0,,,,,,,,,,,,,,,,,2074.0,0.01,0.03,,,100.0,10.66,0.0,0.0,,0.0,100.0,,1.0,100.0,18.4474
2009-02-09,86500.0,1465310.0,2.29,0.98,1.45,0.0,1456840.0,500.0,86000.0,8470.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,,1.0,100.0,18.4474
2009-02-10,87307.0,1449296.2,2.25,0.99,1.48,0.0,1440996.2,500.0,86807.0,8300.0,,,,,,807.0,,,,,,,,,0.01,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,0.93,0.9815,99.07,18.6195
2009-02-11,87307.0,1431834.8,2.22,0.99,1.45,0.0,1423634.8,500.0,86807.0,8200.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,0.94,0.9813,99.06,18.6195
2009-02-12,86500.0,1417735.0,2.27,0.92,1.42,0.0,1409540.0,500.0,86000.0,8195.0,,,,,,,,,,,,,,,,,807.0,0.01,0.01,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6422
2009-02-13,96524.0,1570445.48,2.16,1.03,1.58,0.0,1562310.48,500.0,96024.0,8135.0,,,,,,10024.0,,,,,,,,,0.16,,,0.01,,,,100.0,0.37,0.0,0.0,,0.0,100.0,10.42,0.8134,89.58,0.7166
2009-02-16,97155.0,1560309.3,2.18,1.03,1.58,0.0,1552279.3,500.0,96655.0,8030.0,,,,0.01,,,,,631.0,,,,0.01,,,,,0.01,,,,100.0,0.37,0.0,0.0,,0.0,100.0,10.97,0.8047,89.03,0.7213
2009-02-17,97155.0,1533105.9,2.23,1.03,1.56,0.0,1525215.9,500.0,96655.0,7890.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.37,0.0,0.0,,0.0,100.0,11.06,0.8032,88.94,0.7213
2009-02-18,86500.0,1362375.0,1.56,0.92,1.37,0.0,1354500.0,500.0,86000.0,7875.0,,,,,,,,,,,,,,,,,10655.0,0.01,0.17,,,100.0,0.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6422
2009-02-19,86500.0,1351130.0,1.6,0.92,1.36,0.0,1343320.0,500.0,86000.0,7810.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,10.66,0.0,0.0,,0.0,100.0,,1.0,100.0,18.4474
2009-02-20,500.0,7730.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7730.0,,,,,,,,,,,,,,,,,86000.0,0.01,1.36,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-02-23,500.0,7755.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7755.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-02-24,500.0,7695.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7695.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-02-25,500.0,7810.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7810.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-02-26,500.0,8070.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8070.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-02-27,500.0,8000.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8000.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-02,500.0,7795.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7795.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-03,500.0,7860.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7860.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-04,500.0,8170.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8170.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-05,504.0,8109.36,0.01,0.0,0.01,0.0,64.36,500.0,4.0,8045.0,,,,,,4.0,,,,,,,,,0.0,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.099
2009-03-06,504.0,8064.0,0.01,0.0,0.01,0.0,64.0,500.0,4.0,8000.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.099
2009-03-09,500.0,8125.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8125.0,,,,,,,,,,,,,,,,,4.0,0.01,0.0,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-10,8089.0,129990.23,0.18,0.08,0.13,0.0,121955.23,500.0,7589.0,8035.0,,,,,,7589.0,,,,,,,,,0.12,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,1.5895
2009-03-11,8089.0,127563.53,0.18,0.08,0.13,0.0,119678.53,500.0,7589.0,7885.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,1.5895
2009-03-12,500.0,7855.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7855.0,,,,,,,,,,,,,,,,,7589.0,0.01,0.12,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-13,500.0,8050.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8050.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-16,500.0,7955.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7955.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-17,832.0,13461.76,0.02,0.01,0.01,0.0,5371.76,500.0,332.0,8090.0,,,,,,332.0,,,,,,,,,0.01,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1635
2009-03-18,832.0,13220.48,0.02,0.01,0.01,0.0,5275.48,500.0,332.0,7945.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1635
2009-03-19,500.0,7960.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,7960.0,,,,,,,,,,,,,,,,,332.0,0.01,0.01,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-20,500.0,8115.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8115.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
2009-03-23,500.0,8275.0,0.01,0.0,0.01,0.0,0.0,500.0,0.0,8275.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,9.83,0.0,0.0,,0.0,100.0,,0.0,,0.0983
