,LACR FP Equity_DX_SI_QTY,LACR FP Equity_DX_SHORT_INTEREST_VALUE,LACR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LACR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LACR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LACR FP Equity_DX_SI_MV,LACR FP Equity_DX_DSS,LACR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LACR FP Equity_DX_SUPPLY_SI_QTY,LACR FP Equity_DX_BROKER_SI_QTY,LACR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LACR FP Equity_DX_BROKER_SI_MV_NEW_x,LACR FP Equity_DX_SUPPLY_SI_QTY_INC_x,LACR FP Equity_DX_BROKER_SI_MV_INC_x,LACR FP Equity_DX_BROKER_SI_QTY_ADD,LACR FP Equity_DX_BROKER_SI_QTY_NEW,LACR FP Equity_DX_SUPPLY_SI_MV_DEC,LACR FP Equity_DX_BROKER_SI_QTY_INC,LACR FP Equity_DX_SUPPLY_SI_QTY_DEC,LACR FP Equity_DX_BROKER_SI_MV_NEW_y,LACR FP Equity_DX_BROKER_SI_MV_INC_y,LACR FP Equity_DX_SUPPLY_SI_QTY_INC_y,LACR FP Equity_DX_BROKER_SI_MV_ADD,LACR FP Equity_DX_SUPPLY_SI_QTY_ADD,LACR FP Equity_DX_BROKER_SI_QTY_DEC,LACR FP Equity_DX_SUPPLY_SI_MV,LACR FP Equity_DX_BROKER_SI_MV_DEC,LACR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LACR FP Equity_DX_UTILIZATION_QUANTITY,LACR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LACR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LACR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LACR FP Equity_DX_ACTIVE_UTILIZATION_MV,LACR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LACR FP Equity_DX_BROKER_SI_CON_RATIO,LACR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LACR FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,,0.0
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.01,10.0,,0.0,,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,50.21,,0.0,,0.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,50.02,,0.0,,0.0
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,49.69,,0.0,,0.0
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,50.18,,0.0,,0.0
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,50.11,,0.0,,0.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,99.96,,0.0,,0.0
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,99.74,,0.0,,0.0
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
2007-02-15,378.0,21966.02,0.44,0.13,0.03,0.03,,21966.02,0.0,378.0,0.0,,,,378.0,,,,,,,,0.03,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.45,0.5483,65.55,0.0
2007-02-16,378.0,21491.45,0.44,0.13,0.03,0.03,,21491.45,0.0,378.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.5519,66.1,0.0
2007-02-19,378.0,21160.6,0.44,0.14,0.03,0.03,,21160.6,0.0,378.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.5519,66.1,0.0
2007-02-20,378.0,21380.26,0.44,0.14,0.03,0.03,,21380.26,0.0,378.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.34,0.5555,66.66,0.0
2007-02-21,600.0,33639.91,0.7,0.26,0.05,0.05,,33639.91,0.0,600.0,0.0,,,0.02,,,,222.0,,,0.02,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.57,0.554,66.43,0.0
2007-02-22,600.0,33833.61,0.7,0.27,0.05,0.05,,33833.61,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.37,0.5553,66.63,0.0
2007-02-23,600.0,34221.02,0.7,0.29,0.05,0.05,,34221.02,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.5544,66.5,0.0
2007-02-26,600.0,34324.33,0.7,0.3,0.05,0.05,,34324.33,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.5528,66.25,0.0
2007-02-27,600.0,33575.34,0.7,0.33,0.05,0.05,,33575.34,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.82,0.5523,66.18,0.0
2007-02-28,600.0,33170.72,0.7,0.38,0.05,0.05,,33170.72,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.0
2007-03-01,600.0,32843.57,0.7,0.38,0.05,0.05,,32843.57,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.34,0.5555,66.66,0.0
2007-03-02,600.0,32486.3,0.7,0.36,0.05,0.05,,32486.3,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.84,0.5589,67.16,0.0
2007-03-05,600.0,31078.71,0.7,0.37,0.05,0.05,,31078.71,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.5605,67.4,0.0
2007-03-06,600.0,32197.89,0.7,0.37,0.05,0.05,,32197.89,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.5605,67.4,0.0
2007-03-07,600.0,31853.53,0.7,0.42,0.05,0.05,,31853.53,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.64,0.5674,68.36,0.0
2007-03-08,600.0,31853.53,0.7,0.42,0.05,0.05,,31853.53,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.41,0.5619,67.59,0.0
2007-03-09,600.0,33575.34,0.7,0.42,0.05,0.05,,33575.34,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.17,0.5636,67.83,0.0
2007-03-12,600.0,33790.57,0.7,0.71,0.05,0.05,,33790.57,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.17,0.5636,67.83,0.0
2007-03-13,600.0,33527.99,0.7,0.81,0.05,0.05,,33527.99,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.0
2007-03-14,600.0,32830.66,0.7,0.83,0.05,0.05,,32830.66,0.0,600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.47,0.5546,66.53,0.0
2007-03-15,602.0,33125.81,0.71,0.88,0.05,0.05,,33125.81,0.0,602.0,0.0,,,0.0,,,,2.0,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.19,0.5565,66.81,0.0
2007-03-16,602.0,33125.81,0.71,0.9,0.05,0.05,,33125.81,0.0,602.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.73,0.5597,67.27,0.0
2007-03-19,802.0,44211.61,0.94,1.23,0.06,0.06,,44211.61,0.0,802.0,0.0,,,0.02,,,,200.0,,,0.02,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.73,0.6277,75.27,0.0
2007-03-20,900.0,49555.91,1.06,1.4,0.07,0.07,,49555.91,0.0,900.0,0.0,,,0.01,,,,100.0,,,0.01,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,0.557,66.88,0.0
2007-03-21,900.0,50298.45,1.06,1.49,0.07,0.07,,50298.45,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.5571,66.9,0.0
2007-03-22,900.0,49691.51,1.06,1.7,0.07,0.07,,49691.51,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.43,0.5549,66.57,0.0
2007-03-23,900.0,50027.26,1.06,1.77,0.07,0.07,,50027.26,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.16,0.5567,66.84,0.0
2007-03-26,900.0,50621.29,1.06,1.7,0.07,0.07,,50621.29,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.31,0.5557,66.69,0.0
2007-03-27,900.0,50363.01,1.06,1.73,0.07,0.07,,50363.01,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.57,0.554,66.43,0.0
2007-03-28,900.0,50492.15,1.06,1.77,0.07,0.07,,50492.15,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.38,0.5553,66.62,0.0
2007-03-29,900.0,50621.29,1.06,1.82,0.07,0.07,,50621.29,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.51,0.5544,66.49,0.0
2007-03-30,900.0,50072.46,1.06,1.84,0.07,0.07,,50072.46,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.54,0.5542,66.46,0.0
2007-04-02,900.0,49394.49,1.06,1.92,0.07,0.07,,49394.49,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.5556,66.67,0.0
2007-04-03,900.0,49200.79,1.06,1.96,0.07,0.07,,49200.79,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.02,0.5576,66.98,0.0
2007-04-04,900.0,49717.33,1.06,1.99,0.07,0.07,,49717.33,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.94,0.5582,67.06,0.0
2007-04-05,900.0,49136.22,1.06,2.01,0.07,0.07,,49136.22,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5567,66.83,0.0
2007-04-06,900.0,49136.22,1.06,1.96,0.07,0.07,,49136.22,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.19,0.5565,66.81,0.0
2007-04-09,900.0,49136.22,1.06,1.96,0.07,0.07,,49136.22,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.91,0.5584,67.09,0.0
2007-04-10,900.0,49362.21,1.06,1.96,0.07,0.07,,49362.21,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.91,0.5584,67.09,0.0
2007-04-11,900.0,48852.12,1.06,2.02,0.07,0.07,,48852.12,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.01,0.5577,66.99,0.0
2007-04-12,900.0,48555.11,1.06,2.06,0.07,0.07,,48555.11,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.78,0.5593,67.22,0.0
2007-04-13,900.0,48819.84,1.06,1.85,0.07,0.07,,48819.84,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.65,0.5602,67.35,0.0
2007-04-16,900.0,49846.47,1.06,1.84,0.07,0.07,,49846.47,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.77,0.5594,67.23,0.0
2007-04-17,900.0,51234.68,1.06,1.76,0.07,0.07,,51234.68,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.23,0.5563,66.77,0.0
2007-04-18,900.0,51447.76,1.06,1.68,0.07,0.07,,51447.76,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.84,0.5522,66.16,0.0
2007-04-19,900.0,50867.17,1.06,1.72,0.07,0.07,,50867.17,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.93,0.5516,66.07,0.0
2007-04-20,900.0,50807.8,1.06,1.78,0.07,0.07,,50807.8,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5566,66.83,0.0
2007-04-23,900.0,50807.8,1.06,1.84,0.07,0.07,,50807.8,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5566,66.83,0.0
2007-04-24,900.0,50801.2,1.06,1.83,0.07,0.07,,50801.2,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5566,66.83,0.0
2007-04-25,900.0,50675.84,1.06,1.93,0.07,0.07,,50675.84,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5567,66.83,0.0
2007-04-26,900.0,51131.08,1.06,1.96,0.07,0.07,,51131.08,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.557,66.89,0.0
2007-04-27,900.0,50801.2,1.06,1.93,0.07,0.07,,50801.2,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.31,0.5557,66.69,0.0
2007-04-30,900.0,50418.54,1.06,1.96,0.07,0.07,,50418.54,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.5567,66.83,0.0
2007-05-01,900.0,50418.54,1.06,1.98,0.07,0.07,,50418.54,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.83,0.5589,67.17,0.0
2007-05-02,900.0,51065.1,1.06,1.98,0.07,0.07,,51065.1,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.76,0.5595,67.24,0.0
2007-05-03,900.0,50893.56,1.06,1.95,0.07,0.07,,50893.56,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.28,0.5559,66.72,0.0
2007-05-04,900.0,51460.95,1.06,1.91,0.07,0.07,,51460.95,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.28,0.5559,66.72,0.0
2007-05-07,900.0,52054.73,1.06,1.71,0.07,0.07,,52054.73,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.46,0.5547,66.54,0.0
2007-05-08,900.0,52582.54,1.06,1.67,0.07,0.07,,52582.54,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.96,0.5514,66.04,0.0
2007-05-09,900.0,52120.71,1.06,1.66,0.07,0.07,,52120.71,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.16,0.5502,65.84,0.0
2007-05-10,900.0,55280.94,1.06,1.63,0.07,0.07,,55280.94,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,33.54,0.5542,66.46,0.0
2007-05-11,900.0,54858.7,1.06,1.33,0.07,0.07,,54858.7,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.07,0.5446,64.93,0.0
2007-05-14,900.0,55122.6,1.06,1.29,0.07,0.07,,55122.6,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.72,0.5467,65.28,0.0
2007-05-15,900.0,55419.49,1.06,1.25,0.07,0.07,,55419.49,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.11,0.5443,64.89,0.0
2007-05-16,900.0,55419.49,1.06,1.16,0.07,0.07,,55419.49,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.12,0.5443,64.88,0.0
2007-05-17,900.0,54799.32,1.06,0.98,0.07,0.07,,54799.32,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.12,0.5443,64.88,0.0
2007-05-18,900.0,54964.26,1.06,0.98,0.07,0.07,,54964.26,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.87,0.5458,65.13,0.0
2007-05-21,900.0,55056.62,1.06,0.97,0.07,0.07,,55056.62,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.01,0.545,64.99,0.0
2007-05-22,900.0,55089.61,1.06,0.96,0.07,0.07,,55089.61,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.98,0.5451,65.02,0.0
2007-05-23,900.0,55419.49,1.06,0.97,0.07,0.07,,55419.49,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.545,65.0,0.0
2007-05-24,900.0,55485.46,1.06,0.96,0.07,0.07,,55485.46,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.12,0.5443,64.88,0.0
2007-05-25,900.0,55023.63,1.06,0.95,0.07,0.07,,55023.63,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.19,0.5439,64.81,0.0
2007-05-28,900.0,55023.63,1.06,0.99,0.07,0.07,,55023.63,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,35.14,0.5442,64.86,0.0
2007-05-29,900.0,55650.4,1.06,1.02,0.07,0.07,,55650.4,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.96,0.5452,65.04,0.0
2007-05-30,900.0,55419.49,1.06,1.19,0.07,0.07,,55419.49,0.0,900.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,34.96,0.5452,65.04,0.0
2007-05-31,300.0,18550.13,0.35,0.41,0.02,0.03,,18550.13,0.0,300.0,0.0,,,,,,,,,,,,,,600.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,302388.08,0.41,0.0,,0.0,,0.0
2007-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,304220.74,0.41,0.0,,0.0,,0.0
2007-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,299822.36,0.41,0.0,,0.0,,0.0
2007-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,294837.54,0.41,0.0,,0.0,,0.0
2007-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4937.0,295284.59,0.4,0.0,,0.0,,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,6893.0,406513.57,0.56,0.0,,0.0,,0.0
2007-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4132.0,246713.05,0.34,0.0,,0.0,,0.0
2007-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4132.0,247470.3,0.34,0.0,,0.0,,0.0
2007-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4132.0,243684.03,0.33,0.0,,0.0,,0.0
2007-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4132.0,245319.7,0.33,0.0,,0.0,,0.0
2007-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,4132.0,245228.83,0.33,0.0,,0.0,,0.0
2009-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,3.0,31.31,0.0,0.0,,0.0,,0.0
