,ALCOG FP Equity_DX_SI_QTY,ALCOG FP Equity_DX_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCOG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCOG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCOG FP Equity_DX_SI_MV,ALCOG FP Equity_DX_DSS,ALCOG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCOG FP Equity_DX_SUPPLY_SI_QTY,ALCOG FP Equity_DX_BROKER_SI_QTY,ALCOG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_x,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCOG FP Equity_DX_BROKER_SI_MV_INC_x,ALCOG FP Equity_DX_BROKER_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_NEW,ALCOG FP Equity_DX_SUPPLY_SI_MV_DEC,ALCOG FP Equity_DX_BROKER_SI_QTY_INC,ALCOG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCOG FP Equity_DX_BROKER_SI_MV_NEW_y,ALCOG FP Equity_DX_BROKER_SI_MV_INC_y,ALCOG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCOG FP Equity_DX_BROKER_SI_MV_ADD,ALCOG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCOG FP Equity_DX_BROKER_SI_QTY_DEC,ALCOG FP Equity_DX_SUPPLY_SI_MV,ALCOG FP Equity_DX_BROKER_SI_MV_DEC,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_UTILIZATION_QUANTITY,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCOG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCOG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCOG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCOG FP Equity_DX_BROKER_SI_CON_RATIO,ALCOG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCOG FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-02-20,2250.0,12105.0,0.13,1.6,0.07,0.01,0.0,5918.0,1150.0,1100.0,6187.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-21,2250.0,12240.0,0.13,1.57,0.07,0.01,0.0,5984.0,1150.0,1100.0,6256.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-24,2250.0,12330.0,0.13,1.53,0.07,0.01,0.0,6028.0,1150.0,1100.0,6302.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-25,2250.0,12195.0,0.13,1.53,0.07,0.01,0.0,5962.0,1150.0,1100.0,6233.0,,,,,,,,,,,,,,,0.01,,100.0,99.05,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.938
2025-02-26,3795.0,20568.9,0.21,2.54,0.11,0.02,0.0,10541.9,1995.0,1945.0,10812.9,,700.0,,845.0,,,,,,,700.0,0.0,145.0,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-02-27,3795.0,20872.5,0.21,2.44,0.11,0.02,0.0,10697.5,1995.0,1945.0,10972.5,,,,,,,,,,,,,,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-02-28,3795.0,20872.5,0.21,2.4,0.11,0.02,0.0,10697.5,1995.0,1945.0,10972.5,,,,,,,,,,,,,,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-03-03,3795.0,20796.6,0.21,2.39,0.11,0.02,0.0,10658.6,1995.0,1945.0,10932.6,,,,,,,,,,,,,,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-03-04,3795.0,20417.1,0.21,2.34,0.11,0.02,0.0,10464.1,1995.0,1945.0,10733.1,,,,,,,,,,,,,,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-03-05,3795.0,21100.2,0.21,2.29,0.11,0.02,0.0,10814.2,1995.0,1945.0,11092.2,,,,,,,,,,,,,,,0.01,,100.0,99.45,0.0,0.0,0.0,100.0,41.25,0.5003,57.44,1.8918
2025-03-06,3095.0,16713.0,0.17,1.78,0.09,0.02,0.0,6723.0,1995.0,1245.0,10773.0,,,,,,,,,,,,,,700.0,0.01,0.0,100.0,99.45,0.0,0.0,0.0,100.0,27.3,0.5801,71.08,1.5429
2025-03-07,2395.0,13076.7,0.13,1.29,0.07,0.01,0.0,6797.7,1295.0,1245.0,7070.7,,,,,,0.0,,700.0,,,,,,,0.01,,100.0,64.56,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.1939
2025-03-10,2395.0,12837.2,0.13,1.29,0.07,0.01,0.0,6673.2,1295.0,1245.0,6941.2,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-11,2395.0,12933.0,0.13,1.26,0.07,0.01,0.0,6723.0,1295.0,1245.0,6993.0,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-12,2395.0,13172.5,0.13,1.29,0.07,0.01,0.0,6847.5,1295.0,1245.0,7122.5,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-13,2395.0,12837.2,0.13,1.3,0.07,0.01,0.0,6673.2,1295.0,1245.0,6941.2,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-14,2395.0,13172.5,0.13,1.36,0.07,0.01,0.0,6847.5,1295.0,1245.0,7122.5,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-17,2395.0,12837.2,0.13,1.35,0.07,0.01,0.0,6673.2,1295.0,1245.0,6941.2,,,,,,,,,,,,,,,0.01,,100.0,99.16,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8338
2025-03-18,2395.0,12933.0,0.13,1.4,0.07,0.01,0.0,6723.0,1295.0,1245.0,6993.0,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-19,2395.0,12933.0,0.13,1.39,0.07,0.01,0.0,6723.0,1295.0,1245.0,6993.0,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-20,2395.0,12933.0,0.13,1.4,0.07,0.01,0.0,6723.0,1295.0,1245.0,6993.0,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-21,2395.0,13124.6,0.13,1.51,0.07,0.01,0.0,6822.6,1295.0,1245.0,7096.6,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-24,2395.0,12645.6,0.13,1.6,0.07,0.01,0.0,6573.6,1295.0,1245.0,6837.6,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-25,2395.0,12645.6,0.13,1.55,0.07,0.01,0.0,6573.6,1295.0,1245.0,6837.6,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-26,2395.0,12549.8,0.13,1.44,0.07,0.01,0.0,6523.8,1295.0,1245.0,6785.8,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-27,2395.0,12645.6,0.13,1.52,0.07,0.01,0.0,6573.6,1295.0,1245.0,6837.6,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-28,2395.0,12454.0,0.13,1.63,0.07,0.01,0.0,6474.0,1295.0,1245.0,6734.0,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-03-31,2395.0,11975.0,0.13,1.55,0.07,0.01,0.0,6225.0,1295.0,1245.0,6475.0,,,,,,,,,,,,,,,0.01,,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-04-01,2395.0,12070.8,0.13,1.44,0.07,0.01,0.0,5544.0,1295.0,1100.0,6526.8,,,,,,,,,,,,,,145.0,0.01,0.0,100.0,99.23,0.0,0.0,0.0,100.0,6.05,0.8479,91.86,1.8352
2025-04-02,2250.0,11250.0,0.13,1.37,0.07,0.01,0.0,5500.0,1150.0,1100.0,5750.0,,,,,,0.0,,145.0,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2025-04-03,2250.0,11430.0,0.13,1.37,0.07,0.01,0.0,5588.0,1150.0,1100.0,5842.0,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2025-04-04,2250.0,11092.5,0.13,1.42,0.07,0.01,0.0,5423.0,1150.0,1100.0,5669.5,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2025-04-07,2250.0,10663.88,0.13,1.4,0.07,0.01,0.0,5213.45,1150.0,1100.0,5450.43,,,,,,,,,,,,,,,0.01,,100.0,99.14,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9397
2025-04-08,2250.0,11790.0,0.13,1.38,0.07,0.01,0.0,5764.0,1150.0,1100.0,6026.0,,,,,,,,,,,,,,,0.01,,100.0,99.22,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9413
2025-04-09,2250.0,11655.0,0.13,1.32,0.07,0.01,0.0,5698.0,1150.0,1100.0,5957.0,,,,,,,,,,,,,,,0.01,,100.0,99.22,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9413
2025-04-10,2250.0,11970.0,0.13,1.3,0.07,0.01,0.0,5852.0,1150.0,1100.0,6118.0,,,,,,,,,,,,,,,0.01,,100.0,99.22,0.0,0.0,0.0,100.0,2.22,0.9565,97.78,1.9413
2025-04-11,50.0,262.45,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,262.45,,,,,,0.01,,1100.0,,,,,,1100.0,0.0,0.01,100.0,4.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0431
2025-04-14,50.0,265.0,0.0,0.03,0.0,0.0,0.0,0.0,50.0,0.0,265.0,,,,,,,,,,,,,,,0.0,,100.0,4.31,0.0,0.0,0.0,100.0,,1.0,100.0,0.0431
2025-04-15,195.0,1039.35,0.01,0.12,0.01,0.0,0.0,772.85,195.0,145.0,1039.35,,,,145.0,,,,,,,,0.0,145.0,,0.0,,100.0,95.59,0.0,0.0,0.0,100.0,25.64,0.6187,74.36,0.9559
2025-04-16,195.0,1057.88,0.01,0.12,0.01,0.0,0.0,786.63,195.0,145.0,1057.88,,,,,,,,,,,,,,,0.0,,100.0,76.77,0.0,0.0,0.0,100.0,25.64,0.6187,74.36,0.7677
2025-04-17,305.0,1647.0,0.02,0.19,0.01,0.0,0.0,1080.0,250.0,200.0,1350.0,,55.0,,55.0,,,,,,,55.0,0.0,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.28,0.3819,47.22,1.1776
2025-04-18,305.0,1647.0,0.02,0.21,0.01,0.0,0.0,1080.0,250.0,200.0,1350.0,,,,,,,,,,,,,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.24,0.3818,47.25,1.1776
2025-04-21,305.0,1647.0,0.02,0.21,0.01,0.0,0.0,1080.0,250.0,200.0,1350.0,,,,,,,,,,,,,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.09,0.3826,47.47,1.1776
2025-04-22,305.0,1650.05,0.02,0.21,0.01,0.0,0.0,1082.0,250.0,200.0,1352.5,,,,,,,,,,,,,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.07,0.383,47.54,1.1776
2025-04-23,305.0,1653.1,0.02,0.21,0.01,0.0,0.0,1084.0,250.0,200.0,1355.0,,,,,,,,,,,,,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.07,0.383,47.54,1.1776
2025-04-24,305.0,1651.27,0.02,0.22,0.01,0.0,0.0,1082.8,250.0,200.0,1353.5,,,,,,,,,,,,,,,0.0,,100.0,96.53,0.0,0.0,0.0,100.0,36.07,0.383,47.54,1.1776
2025-04-25,305.0,1642.43,0.02,0.22,0.01,0.0,0.0,296.18,250.0,55.0,1346.25,,,,,,,,,,,,,,145.0,0.0,0.0,100.0,96.53,0.0,0.0,0.0,100.0,36.07,0.383,47.54,1.1776
2025-04-28,160.0,873.6,0.01,0.11,0.0,0.0,0.0,300.3,105.0,55.0,573.3,,,,,,0.0,,145.0,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-04-29,160.0,880.0,0.01,0.11,0.0,0.0,0.0,302.5,105.0,55.0,577.5,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-04-30,160.0,870.4,0.01,0.11,0.0,0.0,0.0,299.2,105.0,55.0,571.2,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-01,160.0,870.4,0.01,0.1,0.0,0.0,0.0,299.2,105.0,55.0,571.2,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.37,0.5694,68.63,1.4035
2025-05-02,160.0,878.4,0.01,0.1,0.0,0.0,0.0,301.95,105.0,55.0,576.45,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-05,160.0,880.0,0.01,0.11,0.0,0.0,0.0,302.5,105.0,55.0,577.5,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.35,0.5696,68.65,1.4035
2025-05-06,160.0,880.0,0.01,0.1,0.0,0.0,0.0,302.5,105.0,55.0,577.5,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.36,0.5695,68.64,1.4035
2025-05-07,160.0,873.6,0.01,0.11,0.0,0.0,0.0,300.3,105.0,55.0,573.3,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.36,0.5695,68.64,1.4035
2025-05-08,160.0,870.4,0.01,0.11,0.0,0.0,0.0,299.2,105.0,55.0,571.2,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.24,0.5704,68.76,1.4035
2025-05-09,160.0,848.0,0.01,0.11,0.0,0.0,0.0,291.5,105.0,55.0,556.5,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-12,160.0,844.8,0.01,0.12,0.0,0.0,0.0,290.4,105.0,55.0,554.4,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-13,160.0,852.8,0.01,0.12,0.0,0.0,0.0,293.15,105.0,55.0,559.65,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-14,160.0,872.0,0.01,0.11,0.0,0.0,0.0,299.75,105.0,55.0,572.25,,,,,,,,,,,,,,,0.0,,100.0,92.11,0.0,0.0,0.0,100.0,31.25,0.5703,68.75,1.4035
2025-05-15,50.0,273.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,273.0,,,,,,0.0,,55.0,,,,,,55.0,0.0,0.0,100.0,45.87,0.0,0.0,0.0,100.0,48.12,1.0,100.0,0.4587
2025-05-16,50.0,267.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,267.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-19,50.0,272.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,272.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-20,50.0,269.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,269.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-21,50.0,269.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,269.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-22,50.0,268.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-23,50.0,267.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,267.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-26,50.0,266.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,266.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-27,50.0,266.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,266.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-28,50.0,266.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,266.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-29,50.0,270.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,270.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-05-30,50.0,268.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-02,50.0,268.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,268.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-03,50.0,262.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,262.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-04,50.0,263.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,263.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-05,50.0,262.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,262.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-06,50.0,260.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,260.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-09,50.0,256.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,256.0,,,,,,,,,,,,,,,0.0,,100.0,45.87,0.0,0.0,0.0,100.0,,1.0,100.0,0.4587
2025-06-10,50.0,258.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,258.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-11,50.0,259.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,259.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-12,50.0,259.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,259.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-13,50.0,250.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,250.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-16,50.0,259.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,259.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-17,50.0,245.0,0.0,0.05,0.0,0.0,0.0,0.0,50.0,0.0,245.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-18,50.0,250.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,250.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-19,50.0,249.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,249.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-20,50.0,251.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,251.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-23,50.0,250.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,250.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-24,50.0,249.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,249.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-25,50.0,246.5,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,246.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-26,50.0,246.5,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,246.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-27,50.0,248.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,248.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-06-30,50.0,250.0,0.0,0.04,0.0,0.0,0.0,0.0,50.0,0.0,250.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,0.8475
2025-07-01,100.0,502.0,0.01,0.09,0.0,0.0,0.0,251.0,50.0,50.0,251.0,0.0,,,,50.0,,,,0.0,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-02,100.0,510.0,0.01,0.1,0.0,0.0,0.0,255.0,50.0,50.0,255.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-03,100.0,504.0,0.01,0.1,0.0,0.0,0.0,252.0,50.0,50.0,252.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-04,100.0,510.0,0.01,0.09,0.0,0.0,0.0,255.0,50.0,50.0,255.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-07,100.0,510.0,0.01,0.09,0.0,0.0,0.0,255.0,50.0,50.0,255.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-08,100.0,499.0,0.01,0.09,0.0,0.0,0.0,249.5,50.0,50.0,249.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-09,100.0,500.0,0.01,0.08,0.0,0.0,0.0,250.0,50.0,50.0,250.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-10,100.0,498.0,0.01,0.07,0.0,0.0,0.0,249.0,50.0,50.0,249.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-11,100.0,475.0,0.01,0.07,0.0,0.0,0.0,237.5,50.0,50.0,237.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-14,100.0,492.0,0.01,0.06,0.0,0.0,0.0,246.0,50.0,50.0,246.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-15,100.0,493.0,0.01,0.06,0.0,0.0,0.0,246.5,50.0,50.0,246.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-16,100.0,494.0,0.01,0.07,0.0,0.0,0.0,247.0,50.0,50.0,247.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-17,100.0,494.0,0.01,0.07,0.0,0.0,0.0,247.0,50.0,50.0,247.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-18,100.0,492.0,0.01,0.07,0.0,0.0,0.0,246.0,50.0,50.0,246.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-21,100.0,481.0,0.01,0.07,0.0,0.0,0.0,240.5,50.0,50.0,240.5,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-22,100.0,480.0,0.01,0.06,0.0,0.0,0.0,240.0,50.0,50.0,240.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-23,100.0,468.0,0.01,0.06,0.0,0.0,0.0,234.0,50.0,50.0,234.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-24,100.0,478.0,0.01,0.06,0.0,0.0,0.0,239.0,50.0,50.0,239.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-25,100.0,490.0,0.01,0.05,0.0,0.0,0.0,245.0,50.0,50.0,245.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
2025-07-28,100.0,494.0,0.01,0.05,0.0,0.0,0.0,247.0,50.0,50.0,247.0,,,,,,,,,,,,,,,0.0,,100.0,84.75,0.0,0.0,0.0,100.0,,1.0,100.0,1.6949
