,ALAGR FP Equity_DX_SI_QTY,ALAGR FP Equity_DX_SHORT_INTEREST_VALUE,ALAGR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGR FP Equity_DX_SI_MV,ALAGR FP Equity_DX_DSS,ALAGR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGR FP Equity_DX_SUPPLY_SI_QTY,ALAGR FP Equity_DX_BROKER_SI_QTY,ALAGR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGR FP Equity_DX_BROKER_SI_MV_NEW_x,ALAGR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGR FP Equity_DX_BROKER_SI_MV_INC_x,ALAGR FP Equity_DX_BROKER_SI_QTY_ADD,ALAGR FP Equity_DX_BROKER_SI_QTY_NEW,ALAGR FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGR FP Equity_DX_BROKER_SI_QTY_INC,ALAGR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGR FP Equity_DX_BROKER_SI_MV_NEW_y,ALAGR FP Equity_DX_BROKER_SI_MV_INC_y,ALAGR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGR FP Equity_DX_BROKER_SI_MV_ADD,ALAGR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGR FP Equity_DX_BROKER_SI_QTY_DEC,ALAGR FP Equity_DX_SUPPLY_SI_MV,ALAGR FP Equity_DX_BROKER_SI_MV_DEC,ALAGR FP Equity_DX_BROKER_SI_MV_RMV,ALAGR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGR FP Equity_DX_UTILIZATION_QUANTITY,ALAGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGR FP Equity_DX_BROKER_SI_CON_RATIO,ALAGR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGR FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40947.8,0.04,0.0,,0.0,,0.0
2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40368.35,0.04,0.0,,0.0,,0.0
2010-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40175.2,0.04,0.0,,0.0,,0.0
2010-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40175.2,0.04,0.0,,0.0,,0.0
2010-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40947.8,0.04,0.0,,0.0,,0.0
2010-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40947.8,0.04,0.0,,0.0,,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40754.65,0.04,0.0,,0.0,,0.0
2010-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40561.5,0.04,0.0,,0.0,,0.0
2010-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40754.65,0.04,0.0,,0.0,,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41140.95,0.04,0.0,,0.0,,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41334.1,0.04,0.0,,0.0,,0.0
2011-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41140.95,0.04,0.0,,0.0,,0.0
2011-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43651.9,0.04,0.0,,0.0,,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43265.6,0.04,0.0,,0.0,,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43845.05,0.04,0.0,,0.0,,0.0
2011-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43265.6,0.04,0.0,,0.0,,0.0
2011-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43265.6,0.04,0.0,,0.0,,0.0
2011-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43458.75,0.04,0.0,,0.0,,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44231.35,0.04,0.0,,0.0,,0.0
2011-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44231.35,0.04,0.0,,0.0,,0.0
2011-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43651.9,0.04,0.0,,0.0,,0.0
2011-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44424.5,0.04,0.0,,0.0,,0.0
2011-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44424.5,0.04,0.0,,0.0,,0.0
2011-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44424.5,0.04,0.0,,0.0,,0.0
2011-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44038.2,0.04,0.0,,0.0,,0.0
2011-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44810.8,0.04,0.0,,0.0,,0.0
2011-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,45390.25,0.04,0.0,,0.0,,0.0
2011-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44231.35,0.05,0.0,,0.0,,0.0
2011-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,44231.35,0.04,0.0,,0.0,,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43845.05,0.04,0.0,,0.0,,0.0
2011-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43651.9,0.04,0.0,,0.0,,0.0
2011-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43265.6,0.04,0.0,,0.0,,0.0
2011-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42106.7,0.04,0.0,,0.0,,0.0
2011-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42493.0,0.04,0.0,,0.0,,0.0
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42299.85,0.04,0.0,,0.0,,0.0
2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41913.55,0.04,0.0,,0.0,,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42299.85,0.04,0.0,,0.0,,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42686.15,0.04,0.0,,0.0,,0.0
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42879.3,0.04,0.0,,0.0,,0.0
2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42299.85,0.04,0.0,,0.0,,0.0
2011-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42493.0,0.04,0.0,,0.0,,0.0
2011-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41913.55,0.04,0.0,,0.0,,0.0
2011-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,43072.45,0.04,0.0,,0.0,,0.0
2011-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41720.4,0.04,0.0,,0.0,,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41720.4,0.04,0.0,,0.0,,0.0
2011-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41527.25,0.04,0.0,,0.0,,0.0
2011-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41720.4,0.04,0.0,,0.0,,0.0
2011-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41720.4,0.04,0.0,,0.0,,0.0
2011-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42493.0,0.04,0.0,,0.0,,0.0
2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41913.55,0.04,0.0,,0.0,,0.0
2011-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42106.7,0.04,0.0,,0.0,,0.0
2011-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41527.25,0.04,0.0,,0.0,,0.0
2011-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,42299.85,0.04,0.0,,0.0,,0.0
2011-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,41720.4,0.04,0.0,,0.0,,0.0
2011-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,39209.45,0.04,0.0,,0.0,,0.0
2011-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,39402.6,0.04,0.0,,0.0,,0.0
2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,40368.35,0.04,0.0,,0.0,,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36505.35,0.04,0.0,,0.0,,0.0
2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35732.75,0.04,0.0,,0.0,,0.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35732.75,0.04,0.0,,0.0,,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35346.45,0.04,0.0,,0.0,,0.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35346.45,0.04,0.0,,0.0,,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36505.35,0.04,0.0,,0.0,,0.0
2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35346.45,0.04,0.0,,0.0,,0.0
2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35346.45,0.04,0.0,,0.0,,0.0
2012-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36505.35,0.04,0.0,,0.0,,0.0
2012-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36312.2,0.04,0.0,,0.0,,0.0
2012-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35925.9,0.04,0.0,,0.0,,0.0
2012-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35732.75,0.04,0.0,,0.0,,0.0
2012-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35732.75,0.04,0.0,,0.0,,0.0
2012-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,35539.6,0.04,0.0,,0.0,,0.0
2012-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,36119.05,0.04,0.0,,0.0,,0.0
2012-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,19315.0,37471.1,0.04,0.0,,0.0,,0.0
