,MAA FP Equity_DX_SI_QTY,MAA FP Equity_DX_SHORT_INTEREST_VALUE,MAA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MAA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MAA FP Equity_DX_SI_MV,MAA FP Equity_DX_DSS,MAA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MAA FP Equity_DX_SUPPLY_SI_QTY,MAA FP Equity_DX_BROKER_SI_QTY,MAA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MAA FP Equity_DX_BROKER_SI_MV_NEW_x,MAA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MAA FP Equity_DX_SUPPLY_SI_QTY_INC_x,MAA FP Equity_DX_BROKER_SI_MV_INC_x,MAA FP Equity_DX_SUPPLY_SI_MV_NEW,MAA FP Equity_DX_BROKER_SI_QTY_ADD,MAA FP Equity_DX_BROKER_SI_QTY_NEW,MAA FP Equity_DX_SUPPLY_SI_MV_DEC,MAA FP Equity_DX_BROKER_SI_QTY_INC,MAA FP Equity_DX_SUPPLY_SI_QTY_DEC,MAA FP Equity_DX_BROKER_SI_MV_NEW_y,MAA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MAA FP Equity_DX_BROKER_SI_MV_INC_y,MAA FP Equity_DX_SUPPLY_SI_QTY_INC_y,MAA FP Equity_DX_BROKER_SI_MV_ADD,MAA FP Equity_DX_SUPPLY_SI_QTY_ADD,MAA FP Equity_DX_BROKER_SI_QTY_DEC,MAA FP Equity_DX_SUPPLY_SI_MV,MAA FP Equity_DX_BROKER_SI_MV_DEC,MAA FP Equity_DX_BROKER_SI_MV_RMV,MAA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MAA FP Equity_DX_UTILIZATION_QUANTITY,MAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MAA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MAA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MAA FP Equity_DX_ACTIVE_UTILIZATION_MV,MAA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MAA FP Equity_DX_BROKER_SI_CON_RATIO,MAA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MAA FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-08-19,645.0,72859.2,0.11,0.01,0.07,0.0,0.0,645.0,0.0,72859.2,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2338272.0,2.34,3.03,,0.0,,0.0302
2010-08-20,645.0,73104.3,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73104.3,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2346138.0,2.34,3.05,,0.0,,0.0302
2010-08-23,645.0,73020.45,0.09,0.01,0.07,0.0,0.0,645.0,0.0,73020.45,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2343447.0,2.35,3.03,,0.0,,0.0302
2010-08-24,645.0,73420.35,0.09,0.01,0.07,0.0,0.0,645.0,0.0,73420.35,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2356281.0,2.34,3.03,,0.0,,0.0302
2010-08-25,645.0,73671.9,0.09,0.01,0.07,0.0,0.0,645.0,0.0,73671.9,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2364354.0,2.36,3.01,,0.0,,0.0302
2010-08-26,645.0,73736.4,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73736.4,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2675088.0,2.67,2.67,,0.0,,0.0268
2010-08-27,645.0,73497.75,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73497.75,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2666430.0,2.68,2.67,,0.0,,0.0268
2010-08-30,645.0,73768.65,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73768.65,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2676258.0,2.67,2.7,,0.0,,0.0268
2010-08-31,645.0,73775.1,0.09,0.01,0.07,0.0,0.0,645.0,0.0,73775.1,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2676492.0,2.68,2.68,,0.0,,0.0268
2010-09-01,645.0,73317.15,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73317.15,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2659878.0,2.68,2.65,,0.0,,0.0268
2010-09-02,645.0,73091.4,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73091.4,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2651688.0,2.66,2.68,,0.0,,0.0268
2010-09-03,645.0,72762.45,0.1,0.01,0.07,0.0,0.0,645.0,0.0,72762.45,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2639754.0,2.65,2.67,,0.0,,0.0268
2010-09-06,645.0,72781.8,0.09,0.01,0.07,0.0,0.0,645.0,0.0,72781.8,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2640456.0,2.64,2.69,,0.0,,0.0268
2010-09-07,645.0,73175.25,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73175.25,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2654730.0,2.64,2.72,,0.0,,0.0268
2010-09-08,645.0,73052.7,0.1,0.01,0.07,0.0,0.0,645.0,0.0,73052.7,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2650284.0,2.66,2.67,,0.0,,0.0268
2010-09-09,645.0,72872.1,0.14,0.01,0.07,0.0,0.0,645.0,0.0,72872.1,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2643732.0,2.65,2.69,,0.0,,0.0268
2010-09-10,645.0,72581.85,0.15,0.01,0.07,0.0,0.0,645.0,0.0,72581.85,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2633202.0,2.64,2.69,,0.0,,0.0268
2010-09-13,645.0,72420.6,0.14,0.01,0.07,0.0,0.0,645.0,0.0,72420.6,,,,,,,,,,,,,,,,,,0.07,,,2.68,2.68,23400.0,2627352.0,2.63,2.64,,0.0,,0.0268
2010-09-14,1011.0,113939.7,0.23,0.02,0.11,0.0,41248.2,645.0,366.0,72691.5,,,,,,366.0,,,,,,,,,0.04,,,0.07,,,100.0,2.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.042
2010-09-15,1111.0,124676.42,0.24,0.02,0.13,0.0,52294.52,645.0,466.0,72381.9,,,,0.01,,,,,100.0,,,,0.01,,,,,0.07,,,100.0,2.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.0462
2010-09-16,1111.0,123998.71,0.26,0.02,0.12,0.0,52010.26,645.0,466.0,71988.45,,,,,,,,,,,,,,,,,,0.07,,,100.0,2.68,0.0,0.0,0.0,100.0,,1.0,100.0,0.0462
2010-09-17,645.0,72252.9,0.15,0.01,0.07,0.0,0.0,645.0,0.0,72252.9,,,,,,,,,,,,,,,,,466.0,0.07,0.05,,3.02,3.02,20700.0,2318814.0,2.31,3.03,,0.0,,0.0302
2010-09-20,645.0,72059.4,0.14,0.01,0.07,0.0,0.0,645.0,0.0,72059.4,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2312604.0,2.32,3.02,,0.0,,0.0302
2010-09-21,645.0,72207.75,0.14,0.01,0.07,0.0,0.0,645.0,0.0,72207.75,,,,,,,,,,,,,,,,,,0.07,,,3.02,3.02,20700.0,2317365.0,2.31,2.98,,0.0,,0.0302
2010-09-22,2675.0,301124.75,0.59,0.04,0.3,0.0,228517.1,645.0,2030.0,72607.65,,,,,,2030.0,,,,,,,,,0.23,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1253
2010-09-23,2675.0,301980.75,0.58,0.05,0.3,0.0,229166.7,645.0,2030.0,72814.05,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1253
2010-09-24,2545.0,286159.8,0.54,0.04,0.29,0.0,213636.0,645.0,1900.0,72523.8,,,,,,,,,,,,,,,,,130.0,0.07,0.01,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-09-27,2545.0,287457.75,0.54,0.04,0.29,0.0,214605.0,645.0,1900.0,72852.75,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-09-28,2545.0,287686.8,0.53,0.04,0.29,0.0,214776.0,645.0,1900.0,72910.8,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-09-29,2545.0,287635.9,0.57,0.04,0.29,0.0,214738.0,645.0,1900.0,72897.9,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-09-30,2545.0,287203.25,0.6,0.04,0.29,0.0,214415.0,645.0,1900.0,72788.25,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-10-01,2545.0,287126.9,0.71,0.04,0.29,0.0,214358.0,645.0,1900.0,72768.9,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
2010-10-04,2545.0,287686.8,0.75,0.04,0.29,0.0,214776.0,645.0,1900.0,72910.8,,,,,,,,,,,,,,,,,,0.07,,,100.0,3.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.1192
