,ABVX FP Equity_DX_SI_QTY,ABVX FP Equity_DX_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ABVX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ABVX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ABVX FP Equity_DX_SI_MV,ABVX FP Equity_DX_DSS,ABVX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY,ABVX FP Equity_DX_BROKER_SI_QTY,ABVX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ABVX FP Equity_DX_BROKER_SI_MV_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ABVX FP Equity_DX_BROKER_SI_MV_INC_x,ABVX FP Equity_DX_SUPPLY_SI_MV_NEW,ABVX FP Equity_DX_BROKER_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_NEW,ABVX FP Equity_DX_SUPPLY_SI_MV_DEC,ABVX FP Equity_DX_BROKER_SI_QTY_INC,ABVX FP Equity_DX_SUPPLY_SI_QTY_DEC,ABVX FP Equity_DX_BROKER_SI_MV_NEW_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ABVX FP Equity_DX_BROKER_SI_MV_INC_y,ABVX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ABVX FP Equity_DX_BROKER_SI_MV_ADD,ABVX FP Equity_DX_SUPPLY_SI_QTY_ADD,ABVX FP Equity_DX_BROKER_SI_QTY_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV,ABVX FP Equity_DX_BROKER_SI_MV_DEC,ABVX FP Equity_DX_SUPPLY_SI_MV_RMV,ABVX FP Equity_DX_BROKER_SI_MV_RMV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ABVX FP Equity_DX_UTILIZATION_QUANTITY,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ABVX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ABVX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ABVX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ABVX FP Equity_DX_ACTIVE_UTILIZATION_MV,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ABVX FP Equity_DX_BROKER_SI_CON_RATIO,ABVX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ABVX FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,132746.0,2654920.0,,2.65,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,132746.0,2654920.0,,2.65,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,132746.0,2621733.5,,2.62,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,132656.0,2643834.08,,2.64,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127379.0,2547580.0,,2.55,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127115.0,2542300.0,,2.54,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127115.0,2533401.95,,2.53,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,127115.0,2483827.1,,2.48,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126905.0,2474647.5,,2.47,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126628.0,2465447.16,,2.47,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126628.0,2524962.32,,2.53,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126628.0,2532560.0,,2.53,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126628.0,2532560.0,,2.53,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126585.0,2531700.0,,2.53,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126502.0,2530040.0,,2.53,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125341.0,2519354.1,,2.52,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125108.0,2513419.72,,2.51,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123961.0,2541200.5,,2.54,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123157.0,2469297.85,,2.47,0.0,,0.0,,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,123125.0,2404631.25,,2.4,0.0,,0.0,,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,119358.0,2385966.42,,2.39,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111754.0,2235080.0,,2.24,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111754.0,2222787.06,,2.22,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111750.0,2235000.0,,2.24,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111641.0,2221655.9,,2.22,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111638.0,2221596.2,,2.22,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111105.0,2203212.15,,2.2,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111105.0,2076552.45,,2.08,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,111105.0,2143215.45,,2.14,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,1996643.88,,2.0,0.0,,0.0,,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2050217.4,,2.05,0.0,,0.0,,0.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2037854.28,,2.04,0.0,,0.0,,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2057429.22,,2.06,0.0,,0.0,,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2055368.7,,2.06,0.0,,0.0,,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2034763.5,,2.03,0.0,,0.0,,0.0
2015-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,103026.0,2035793.76,,2.04,0.0,,0.0,,0.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1958457.6,,1.96,0.0,,0.0,,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1961517.69,,1.96,0.0,,0.0,,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1980898.26,,1.98,0.0,,0.0,,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1980898.26,,1.98,0.0,,0.0,,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,2014559.25,,2.01,0.0,,0.0,,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,2004358.95,,2.0,0.0,,0.0,,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1999258.8,,2.0,0.0,,0.0,,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1999258.8,,2.0,0.0,,0.0,,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1997218.74,,2.0,0.0,,0.0,,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1968657.9,,1.97,0.0,,0.0,,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1968657.9,,1.97,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1948257.3,,1.95,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1989058.5,,1.99,0.0,,0.0,,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,2014559.25,,2.01,0.0,,0.0,,0.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,2002318.89,,2.0,0.0,,0.0,,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,2034959.85,,2.04,0.0,,0.0,,0.0
2015-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1961517.69,,1.96,0.0,,0.0,,0.0
2015-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,102003.0,1930916.79,,1.93,0.0,,0.0,,0.0
2015-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11119219.28,,10.98,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11113440.06,,10.97,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11113440.06,,10.98,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,10980518.0,,10.96,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,10980518.0,,10.96,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11113440.06,,10.98,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11096102.4,,10.98,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,11038310.2,,10.97,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,10997855.66,,10.96,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,10980518.0,,10.96,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577922.0,10980518.0,,10.96,0.0,,0.0,,0.0
2015-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10975973.13,,10.96,0.0,,0.0,,0.0
2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10721658.85,,10.91,0.0,,0.0,,0.0
2015-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10756338.07,,10.92,0.0,,0.0,,0.0
2015-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10721658.85,,10.91,0.0,,0.0,,0.0
2015-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10686979.63,,10.91,0.0,,0.0,,0.0
2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10496243.92,,10.87,0.0,,0.0,,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10345967.3,,10.85,0.0,,0.0,,0.0
2015-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10386426.39,,10.85,0.0,,0.0,,0.0
2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10432665.35,,10.86,0.0,,0.0,,0.0
2015-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10386426.39,,10.85,0.0,,0.0,,0.0
2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10334407.56,,10.84,0.0,,0.0,,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10317067.95,,10.84,0.0,,0.0,,0.0
2015-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,10213030.29,,10.82,0.0,,0.0,,0.0
2015-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,9999175.1,,10.78,0.0,,0.0,,0.0
2015-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,9739080.95,,10.74,0.0,,0.0,,0.0
2015-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,9247792.0,,10.65,0.0,,0.0,,0.0
2015-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8756503.05,,10.57,0.0,,0.0,,0.0
2015-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8461729.68,,10.51,0.0,,0.0,,0.0
2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8623566.04,,10.54,0.0,,0.0,,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8490629.03,,10.52,0.0,,0.0,,0.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8346132.28,,10.49,0.0,,0.0,,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,8958798.5,,10.6,0.0,,0.0,,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,9155314.08,,10.64,0.0,,0.0,,0.0
2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,577987.0,9322930.31,,9.24,0.0,,0.0,,0.0
