,CEC FP Equity_DX_SI_QTY,CEC FP Equity_DX_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CEC FP Equity_DX_SI_MV,CEC FP Equity_DX_DSS,CEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY,CEC FP Equity_DX_BROKER_SI_QTY,CEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CEC FP Equity_DX_BROKER_SI_MV_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_x,CEC FP Equity_DX_BROKER_SI_MV_INC_x,CEC FP Equity_DX_SUPPLY_SI_MV_NEW,CEC FP Equity_DX_BROKER_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_NEW,CEC FP Equity_DX_SUPPLY_SI_MV_DEC,CEC FP Equity_DX_BROKER_SI_QTY_INC,CEC FP Equity_DX_SUPPLY_SI_QTY_DEC,CEC FP Equity_DX_BROKER_SI_MV_NEW_y,CEC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CEC FP Equity_DX_BROKER_SI_MV_INC_y,CEC FP Equity_DX_SUPPLY_SI_QTY_INC_y,CEC FP Equity_DX_BROKER_SI_MV_ADD,CEC FP Equity_DX_SUPPLY_SI_QTY_ADD,CEC FP Equity_DX_BROKER_SI_QTY_DEC,CEC FP Equity_DX_SUPPLY_SI_MV,CEC FP Equity_DX_BROKER_SI_MV_DEC,CEC FP Equity_DX_SUPPLY_SI_MV_RMV,CEC FP Equity_DX_BROKER_SI_MV_RMV,CEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CEC FP Equity_DX_UTILIZATION_QUANTITY,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CEC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CEC FP Equity_DX_ACTIVE_UTILIZATION_MV,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CEC FP Equity_DX_BROKER_SI_CON_RATIO,CEC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CEC FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-06-15,53411.0,1087982.07,4.59,0.61,1.1,,1063538.07,1200.0,52211.0,24444.0,,,,0.33,,,,,16000.0,,,,0.33,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,2.235
2018-06-18,53411.0,1058606.02,4.47,0.61,1.09,,1034822.02,1200.0,52211.0,23784.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,2.51,0.9511,97.49,2.235
2018-06-19,72511.0,1420490.49,6.26,0.83,1.45,,1396982.49,1200.0,71311.0,23508.0,,,,0.35,,,,,19100.0,,,,0.35,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.83,0.964,98.17,3.0342
2018-06-20,72511.0,1442098.77,6.44,0.83,1.43,,1418233.17,1200.0,71311.0,23865.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.83,0.9641,98.17,3.0342
2018-06-21,72511.0,1431657.18,6.79,0.83,1.44,,1407964.38,1200.0,71311.0,23692.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0342
2018-06-22,72511.0,1439343.35,8.37,0.83,1.43,,1415523.35,1200.0,71311.0,23820.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0342
2018-06-25,72511.0,1423826.0,8.42,0.83,1.44,,1400262.8,1200.0,71311.0,23563.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0342
2018-06-26,72511.0,1429481.85,8.77,0.83,1.43,,1405825.05,1200.0,71311.0,23656.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,5.02,0.0,0.0,,0.0,100.0,1.83,0.964,98.17,3.0342
2018-06-27,56511.0,1106937.47,6.94,0.67,1.11,,1083431.87,1200.0,55311.0,23505.6,,,,,,,,,,,,,,,,,16000.0,0.02,0.32,,,100.0,5.02,0.0,0.0,,0.0,100.0,2.37,0.9538,97.63,2.3647
2018-06-28,21611.0,420204.28,2.64,0.26,0.42,,396871.48,1200.0,20411.0,23332.8,,,,,,,,,,,,,,,,,34900.0,0.02,0.69,,,100.0,5.02,0.0,0.0,,0.0,100.0,6.42,0.8798,93.58,0.9043
2018-06-29,2511.0,49290.93,0.3,0.03,0.05,,25734.93,1200.0,1311.0,23556.0,,,,,,,,,,,,,,,,,19100.0,0.02,0.37,,,100.0,5.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1051
2018-07-02,2511.0,48879.13,0.28,0.03,0.05,,25519.93,1200.0,1311.0,23359.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.92,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1029
2018-07-03,72511.0,1430206.96,8.31,0.87,1.41,,1406538.16,1200.0,71311.0,23668.8,,,,,,70000.0,,,,,,,,,1.36,,,0.02,,,,100.0,4.92,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,2.9726
2018-07-04,72511.0,1447609.6,8.9,0.87,1.43,,1423652.8,1200.0,71311.0,23956.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0153
2018-07-05,72511.0,1446014.36,9.23,0.86,1.45,,1422083.96,1200.0,71311.0,23930.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0153
2018-07-06,72511.0,1447609.6,9.2,0.86,1.44,,1423652.8,1200.0,71311.0,23956.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0153
2018-07-09,72511.0,1447754.63,9.54,0.86,1.44,,1423795.43,1200.0,71311.0,23959.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,1.85,0.9638,98.15,3.0153
2018-07-10,72511.0,1456020.88,10.23,0.86,1.45,,1431924.88,1200.0,71311.0,24096.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,1.84,0.9639,98.16,3.0153
2018-07-11,13911.0,274909.18,2.0,0.16,0.28,,251194.78,1200.0,12711.0,23714.4,,,,,,,,,,,,,,,,,58600.0,0.02,1.17,,,100.0,4.99,0.0,0.0,,0.0,100.0,10.3,0.8151,89.7,0.5785
2018-07-12,13911.0,277218.41,1.98,0.16,0.27,,253304.81,1200.0,12711.0,23913.6,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,10.31,0.815,89.69,0.5785
2018-07-13,18941.0,377380.48,2.68,0.22,0.38,,353471.68,1200.0,17741.0,23908.8,,,,0.1,,,,,5030.0,,,,0.1,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,7.39,0.8631,92.61,0.7876
2018-07-16,7541.0,149040.32,1.08,0.09,0.15,,125323.52,1200.0,6341.0,23716.8,,,,,,,,,,,,,,,,,11400.0,0.02,0.23,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.67,0.672,79.33,0.3136
2018-07-17,7541.0,150065.9,0.98,0.09,0.15,,126185.9,1200.0,6341.0,23880.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.65,0.6723,79.35,0.3136
2018-07-18,7541.0,149040.32,0.99,0.09,0.15,,125323.52,1200.0,6341.0,23716.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.73,0.6713,79.27,0.3136
2018-07-19,7541.0,148799.01,0.97,0.09,0.15,,125120.61,1200.0,6341.0,23678.4,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.66,0.6722,79.34,0.3136
2018-07-20,17601.0,351104.75,2.28,0.21,0.35,,327167.15,1200.0,16401.0,23937.6,,,,,,10060.0,,,,,,,,,0.2,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,30.45,0.4786,61.61,0.7319
2018-07-23,7541.0,152026.56,0.96,0.09,0.15,,127834.56,1200.0,6341.0,24192.0,,,,,,,,,,,,,,,,,10060.0,0.02,0.2,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.86,0.6698,79.14,0.3136
2018-07-24,7541.0,154665.91,0.89,0.09,0.15,,130053.91,1200.0,6341.0,24612.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.7,0.6718,79.3,0.3136
2018-07-25,7541.0,155269.19,0.96,0.09,0.16,,130561.19,1200.0,6341.0,24708.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,20.67,0.672,79.33,0.3136
2018-07-26,2511.0,52479.9,0.32,0.03,0.05,,27399.9,1200.0,1311.0,25080.0,,,,,,,,,,,,,,,,,5030.0,0.03,0.1,,,100.0,4.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1044
2018-07-27,42511.0,890180.34,4.88,0.51,0.89,,865052.34,1200.0,41311.0,25128.0,,,,,,40000.0,,,,,,,,,0.84,,,0.03,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.16,0.9387,96.84,1.7678
2018-07-30,42511.0,900595.54,5.07,0.51,0.89,,875173.54,1200.0,41311.0,25422.0,,,,,,,,,,,,,,,,,,0.02,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.17,0.9385,96.83,1.7678
2018-07-31,42511.0,896982.1,5.01,0.5,0.9,,871662.1,1200.0,41311.0,25320.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.18,0.9384,96.82,1.7678
2018-08-01,42511.0,900595.54,4.89,0.5,0.9,,875173.54,1200.0,41311.0,25422.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.17,0.9386,96.83,1.7678
2018-08-02,42511.0,894218.89,4.88,0.5,0.9,,868976.89,1200.0,41311.0,25242.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.17,0.9386,96.83,1.7678
2018-08-03,42511.0,899957.87,5.12,0.5,0.89,,874553.87,1200.0,41311.0,25404.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,4.99,0.0,0.0,,0.0,100.0,3.18,0.9384,96.82,1.7678
2018-08-06,2511.0,53459.19,0.31,0.03,0.05,,27911.19,1200.0,1311.0,25548.0,,,,,,,,,,,,,,,,,40000.0,0.03,0.84,,,100.0,4.99,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1044
2018-08-07,1311.0,27976.74,0.16,0.02,0.03,,27976.74,0.0,1311.0,0.0,,,,,,,,0.03,,1200.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0545
2018-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1311.0,0.0,0.03,,,0.0,0.0,24048.0,512102.16,,0.51,0.0,,0.0,,0.0
2018-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,510899.76,,0.5,0.0,,0.0,,0.0
2018-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,497913.84,,0.5,0.0,,0.0,,0.0
2018-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,493945.92,,0.49,0.0,,0.0,,0.0
2018-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,495388.8,,0.49,0.0,,0.0,,0.0
2018-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,486731.52,,0.49,0.0,,0.0,,0.0
2018-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,495509.04,,0.48,0.0,,0.0,,0.0
2018-08-17,4900.0,99813.0,0.6,0.06,0.1,,99813.0,0.0,4900.0,0.0,,,,,,4900.0,,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-20,4900.0,99984.5,0.59,0.06,0.1,,99984.5,0.0,4900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-21,4900.0,101797.5,0.59,0.06,0.1,,101797.5,0.0,4900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-22,4900.0,102410.0,0.63,0.06,0.1,,102410.0,0.0,4900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-23,4900.0,102557.0,0.64,0.06,0.1,,102557.0,0.0,4900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-24,4900.0,103243.0,0.61,0.06,0.1,,103243.0,0.0,4900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2038
2018-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4900.0,0.0,0.1,,,0.0,0.0,24048.0,513785.52,,0.5,0.0,,0.0,,0.0
2018-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,516551.04,,0.51,0.0,,0.0,,0.0
2018-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,514146.24,,0.51,0.0,,0.0,,0.0
2018-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,509336.64,,0.51,0.0,,0.0,,0.0
2018-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,506210.4,,0.5,0.0,,0.0,,0.0
2018-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,509817.6,,0.5,0.0,,0.0,,0.0
2018-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,503685.36,,0.5,0.0,,0.0,,0.0
2018-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,500559.12,,0.5,0.0,,0.0,,0.0
2018-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,501280.56,,0.49,0.0,,0.0,,0.0
2018-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,500198.4,,0.49,0.0,,0.0,,0.0
2018-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,501881.76,,0.49,0.0,,0.0,,0.0
2018-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,500318.64,,0.5,0.0,,0.0,,0.0
2018-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,497913.84,,0.49,0.0,,0.0,,0.0
2018-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,499597.2,,0.49,0.0,,0.0,,0.0
2018-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,499717.44,,0.49,0.0,,0.0,,0.0
2018-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,496711.44,,0.49,0.0,,0.0,,0.0
2018-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,501160.32,,0.49,0.0,,0.0,,0.0
2018-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,505849.68,,0.49,0.0,,0.0,,0.0
2018-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,504527.04,,0.5,0.0,,0.0,,0.0
2018-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,503925.84,,0.5,0.0,,0.0,,0.0
2018-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,502482.96,,0.5,0.0,,0.0,,0.0
2018-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,507052.08,,0.5,0.0,,0.0,,0.0
2018-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,508134.24,,0.5,0.0,,0.0,,0.0
2018-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,24048.0,510779.52,,0.5,0.0,,0.0,,0.0
2018-09-28,80200.0,1695428.0,11.49,1.04,1.7,,1695428.0,0.0,80200.0,0.0,,,,,,80200.0,,,,,,,,,1.7,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.75,0.53,62.25,3.335
2018-10-01,120200.0,2530811.0,17.64,1.56,2.54,,2530811.0,0.0,120200.0,0.0,,,,,,40000.0,,,,,,,,,0.85,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.35,0.3467,41.51,4.9983
2018-10-02,120200.0,2522998.0,16.47,1.56,2.53,,2522998.0,0.0,120200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,33.31,0.3466,41.5,3.8862
2018-10-03,125400.0,2652210.0,17.33,1.63,2.63,,2616255.0,1700.0,123700.0,35955.0,,,,,,3500.0,,,,,,,,,0.07,1700.0,,0.04,,,,100.0,5.5,0.0,0.0,,0.0,100.0,32.23,0.3284,40.6,4.0543
2018-10-04,125400.0,2633400.0,15.95,1.63,2.65,,2597700.0,1700.0,123700.0,35700.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,8.32,0.0,0.0,,0.0,100.0,32.41,0.3274,40.22,6.1347
2018-10-05,97400.0,2026894.0,12.81,1.26,2.04,,1991517.0,1700.0,95700.0,35377.0,,,,,,,,,,,,,,,,,28000.0,0.04,0.59,,,100.0,8.32,0.0,0.0,,0.0,100.0,31.64,0.3282,41.87,4.7649
2018-10-08,75400.0,1553994.0,8.92,0.97,1.57,,1518957.0,1700.0,73700.0,35037.0,,,,,,,,,,,,,,,,,22000.0,0.04,0.46,,,100.0,8.32,0.0,0.0,,0.0,100.0,41.02,0.4635,54.24,3.6887
2018-10-09,38942.0,810188.31,4.63,0.5,0.81,,774819.81,1700.0,37242.0,35368.5,,,,,,2500.0,,,,,,,,,0.05,,38958.0,0.04,0.81,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.76,0.6669,81.06,1.9051
2018-10-10,38942.0,794027.38,4.63,0.5,0.81,,759364.38,1700.0,37242.0,34663.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.58,0.6691,81.21,1.9051
2018-10-11,38942.0,782539.49,4.59,0.5,0.8,,748377.99,1700.0,37242.0,34161.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.61,0.6688,81.19,1.9051
2018-10-12,38942.0,793832.67,4.82,0.5,0.78,,759178.17,1700.0,37242.0,34654.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.8,0.6662,81.02,1.9051
2018-10-15,38942.0,795390.35,4.8,0.5,0.79,,760667.85,1700.0,37242.0,34722.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.72,0.6672,81.09,1.9051
2018-10-16,38942.0,808435.92,4.43,0.5,0.8,,773143.92,1700.0,37242.0,35292.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.81,0.6661,81.01,1.9051
2018-10-17,38942.0,804347.01,4.17,0.5,0.81,,769233.51,1700.0,37242.0,35113.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,8.32,0.0,0.0,,0.0,100.0,6.68,0.6689,81.2,1.9051
2018-10-18,36442.0,747425.42,3.88,0.47,0.75,,712558.42,1700.0,34742.0,34867.0,,,,,,,,,,,,,,,,,2500.0,0.03,0.05,,,100.0,8.32,0.0,0.0,,0.0,100.0,5.12,0.7626,86.99,1.7828
2018-10-19,35400.0,724638.0,3.86,0.46,0.72,,689839.0,1700.0,33700.0,34799.0,,,,,,,,,,,,,,,,,1042.0,0.03,0.02,,,100.0,8.32,0.0,0.0,,0.0,100.0,5.32,0.8087,89.63,1.7318
2018-10-22,35400.0,724284.0,3.71,0.46,0.73,,689502.0,1700.0,33700.0,34782.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,5.32,0.8088,89.64,1.7318
2018-10-23,33700.0,678549.5,3.52,0.44,0.69,,678549.5,0.0,33700.0,0.0,,,,,,,,0.03,,1700.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.33,0.8088,89.63,1.6486
2018-10-24,33700.0,671034.4,4.02,0.44,0.68,,671034.4,0.0,33700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.42,0.8073,89.54,1.6486
2018-10-25,3500.0,70017.5,0.38,0.05,0.07,,70017.5,0.0,3500.0,0.0,,,,,,,,,,,,,,,,,30200.0,0.0,0.61,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.89,0.5009,52.11,0.1712
2018-10-26,5200.0,102003.2,0.58,0.07,0.1,,68656.0,1700.0,3500.0,33347.2,,,,,,,,,,,,,,,,1700.0,,0.03,,,,100.0,8.32,0.0,0.0,,0.0,100.0,48.01,0.5008,51.99,0.2544
2018-10-29,3500.0,68621.0,0.59,0.05,0.07,,68621.0,0.0,3500.0,0.0,,,,,,,,0.03,,1700.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.52,0.5012,52.48,0.1712
2018-10-30,1800.0,35874.0,0.31,0.02,0.04,,35874.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,,,1700.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0881
2018-10-31,1800.0,36252.0,0.28,0.02,0.04,,36252.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.119
2018-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1800.0,0.0,0.04,,,0.0,0.0,14766.0,300266.61,,0.23,0.0,,0.0,,0.0
2018-11-02,8716.0,178285.78,1.35,0.11,0.18,,0.0,8716.0,0.0,178285.78,,,,,,,,,,,,,,,,8716.0,,0.18,,,,100.0,57.64,0.0,0.0,,0.0,100.0,,0.0,,0.5764
2018-11-05,8716.0,180813.42,1.38,0.11,0.18,,0.0,8716.0,0.0,180813.42,,,,,,,,,,,,,,,,,,0.18,,,,100.0,57.64,0.0,0.0,,0.0,100.0,,0.0,,0.5764
2018-11-06,8716.0,180551.94,1.38,0.11,0.18,,0.0,8716.0,0.0,180551.94,,,,,,,,,,,,,,,,,,0.18,,,,100.0,57.64,0.0,0.0,,0.0,100.0,,0.0,,0.5764
2018-11-07,3000.0,63570.0,0.48,0.04,0.06,,0.0,3000.0,0.0,63570.0,,,,,,,,0.12,,5716.0,,,,,,,,0.06,,,,100.0,19.84,0.0,0.0,,0.0,100.0,,0.0,,0.1984
2018-11-08,3000.0,63555.0,0.48,0.04,0.06,,0.0,3000.0,0.0,63555.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.84,0.0,0.0,,0.0,100.0,,0.0,,0.1984
2018-11-09,3000.0,62970.0,0.43,0.04,0.06,,0.0,3000.0,0.0,62970.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.84,0.0,0.0,,0.0,100.0,,0.0,,0.1984
2018-11-12,3000.0,62175.0,0.42,0.04,0.06,,0.0,3000.0,0.0,62175.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.84,0.0,0.0,,0.0,100.0,,0.0,,0.1984
2018-11-13,3000.0,62940.0,0.45,0.04,0.06,,0.0,3000.0,0.0,62940.0,,,,,,,,,,,,,,,,,,0.06,,,,100.0,19.84,0.0,0.0,,0.0,100.0,,0.0,,0.1984
2018-11-14,13800.0,288903.0,1.98,0.18,0.29,,113049.0,8400.0,5400.0,175854.0,,,5400.0,,,5400.0,,,,,,,,5400.0,0.11,,,0.18,,,,100.0,55.55,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9126
2018-11-15,20400.0,426564.0,3.1,0.26,0.43,,250920.0,8400.0,12000.0,175644.0,,,,,,6600.0,,,,,,,,,0.14,,,0.18,,,,100.0,55.55,0.0,0.0,,0.0,100.0,44.99,0.505,55.01,1.3491
2018-11-16,20400.0,420240.0,3.06,0.26,0.43,,247200.0,8400.0,12000.0,173040.0,,,,,,,,,,,,,,,,,,0.18,,,,100.0,55.55,0.0,0.0,,0.0,100.0,45.11,0.5048,54.89,1.3491
