,CL2 FP Equity_DX_SI_QTY,CL2 FP Equity_DX_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CL2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CL2 FP Equity_DX_SI_MV,CL2 FP Equity_DX_DSS,CL2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CL2 FP Equity_DX_SUPPLY_SI_QTY,CL2 FP Equity_DX_BROKER_SI_QTY,CL2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CL2 FP Equity_DX_BROKER_SI_MV_NEW_x,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CL2 FP Equity_DX_BROKER_SI_MV_INC_x,CL2 FP Equity_DX_BROKER_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_NEW,CL2 FP Equity_DX_SUPPLY_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_QTY_INC,CL2 FP Equity_DX_SUPPLY_SI_QTY_DEC,CL2 FP Equity_DX_BROKER_SI_MV_NEW_y,CL2 FP Equity_DX_BROKER_SI_MV_INC_y,CL2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CL2 FP Equity_DX_BROKER_SI_MV_ADD,CL2 FP Equity_DX_SUPPLY_SI_QTY_ADD,CL2 FP Equity_DX_BROKER_SI_QTY_DEC,CL2 FP Equity_DX_SUPPLY_SI_MV,CL2 FP Equity_DX_BROKER_SI_MV_DEC,CL2 FP Equity_DX_BROKER_SI_MV_RMV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CL2 FP Equity_DX_UTILIZATION_QUANTITY,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CL2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CL2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CL2 FP Equity_DX_ACTIVE_UTILIZATION_MV,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CL2 FP Equity_DX_BROKER_SI_CON_RATIO,CL2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CL2 FP Equity_DX_DEMAND_SUPPLY_RATIO,CL2 FP Equity_PX_LAST
2014-11-14,500.0,378565.0,1.62,1.03,0.38,,378565.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,757.13
2014-11-17,500.0,378270.0,1.8,1.03,0.38,,378270.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,756.54
2014-11-18,500.0,379610.0,1.85,1.03,0.38,,379610.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,759.22
2014-11-19,1000.0,754080.0,3.63,2.06,0.76,,754080.0,0.0,1000.0,0.0,,,0.38,,,,500.0,,,0.38,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,754.08
2014-11-20,1000.0,763270.0,3.6,2.06,0.75,,763270.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,763.27
2014-11-21,500.0,394320.0,1.83,1.03,0.38,,394320.0,0.0,500.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.38,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,788.64
2014-11-24,500.0,392235.0,1.89,1.03,0.39,,392235.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,784.47
2014-11-25,500.0,390245.0,1.94,1.03,0.39,,390245.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,780.49
2014-11-26,500.0,388870.0,1.98,1.03,0.39,,388870.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,777.74
2014-11-27,500.0,392640.0,1.91,1.03,0.39,,392640.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,785.28
2014-11-28,500.0,395310.0,1.97,1.03,0.39,,395310.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,790.62
2014-12-01,500.0,383645.0,1.96,1.03,0.39,,383645.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,767.29
2014-12-02,500.0,393045.0,1.87,1.03,0.38,,393045.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,786.09
2014-12-03,500.0,401460.0,1.88,1.03,0.39,,401460.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,802.92
2014-12-04,500.0,391255.0,1.86,0.79,0.4,,391255.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,782.51
2014-12-05,500.0,405070.0,1.83,0.79,0.39,,405070.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,810.14
2014-12-08,500.0,403390.0,1.79,0.79,0.41,,403390.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,806.78
2014-12-09,500.0,384800.0,1.68,0.79,0.4,,384800.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,769.6
2014-12-10,500.0,383975.0,1.58,0.79,0.39,,383975.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,767.95
2014-12-11,500.0,389075.0,1.53,0.79,0.38,,389075.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,778.15
2014-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.38,,0.0,0.0,1000.0,741130.0,0.76,0.0,,0.0,,0.0,741.13
2014-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,723850.0,0.72,0.0,,0.0,,0.0,723.85
2014-12-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,737720.0,0.72,0.0,,0.0,,0.0,737.72
2014-12-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,727590.0,0.74,0.0,,0.0,,0.0,727.59
2014-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,780170.0,0.74,0.0,,0.0,,0.0,780.17
2014-12-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,808310.0,0.81,0.0,,0.0,,0.0,808.31
2014-12-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,809850.0,0.81,0.0,,0.0,,0.0,809.85
2014-12-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,829650.0,0.81,0.0,,0.0,,0.0,829.65
2014-12-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,829650.0,0.83,0.0,,0.0,,0.0,
2014-12-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,829650.0,0.82,0.0,,0.0,,0.0,
2014-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,829650.0,0.83,0.0,,0.0,,0.0,
2014-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,836810.0,0.82,0.0,,0.0,,0.0,836.81
2014-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,831080.0,0.83,0.0,,0.0,,0.0,831.08
2014-12-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,831080.0,0.83,0.0,,0.0,,0.0,
2015-01-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,831080.0,0.83,0.0,,0.0,,0.0,
2015-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,828290.0,0.84,0.0,,0.0,,0.0,828.29
2015-01-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,818900.0,0.83,0.0,,0.0,,0.0,818.9
2015-01-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,803390.0,0.8,0.0,,0.0,,0.0,803.39
2015-01-07,150.0,124194.0,0.43,0.31,0.12,,124194.0,0.0,150.0,0.0,,,,150.0,,,,,,,,0.12,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.15,827.96
2015-01-08,150.0,129382.5,0.41,0.31,0.12,,129382.5,0.0,150.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.15,862.55
2015-01-09,150.0,126853.5,0.4,0.31,0.13,,126853.5,0.0,150.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.15,845.69
2015-01-12,150.0,125788.5,0.39,0.31,0.13,,125788.5,0.0,150.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.15,838.59
2015-01-13,852.0,730308.84,2.23,1.77,0.71,,730308.84,0.0,852.0,0.0,,,0.59,,,,702.0,,,0.59,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.852,857.17
2015-01-14,852.0,693136.08,2.17,1.64,0.73,,693136.08,0.0,852.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.852,813.54
2015-01-15,852.0,722819.76,2.14,1.64,0.69,,722819.76,0.0,852.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.852,848.38
2015-01-16,852.0,729150.12,2.15,1.64,0.72,,729150.12,0.0,852.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.852,855.81
2015-01-19,1152.0,983980.8,2.86,2.21,0.99,,983980.8,0.0,1152.0,0.0,,,0.27,,,,300.0,,,0.27,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.152,854.15
2015-01-20,1352.0,1158393.6,3.45,2.6,1.16,,1158393.6,0.0,1352.0,0.0,,,0.16,,,,200.0,,,0.16,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.352,856.8
2015-01-21,1352.0,1176848.4,3.47,2.6,1.16,,1176848.4,0.0,1352.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.352,870.45
2015-01-22,1352.0,1227751.2,3.48,2.6,1.18,,1227751.2,0.0,1352.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.352,908.1
2015-01-23,800.0,755608.0,2.07,1.54,0.72,,755608.0,0.0,800.0,0.0,,,,,,,,,,,,,,552.0,0.0,0.47,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8,944.51
2015-01-26,800.0,747648.0,2.11,1.54,0.75,,747648.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8,934.56
2015-01-27,800.0,723952.0,2.09,1.54,0.75,,723952.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8,904.94
2015-01-28,800.0,726152.0,2.02,1.54,0.72,,726152.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8,907.69
2015-01-29,800.0,709424.0,2.01,1.54,0.73,,709424.0,0.0,800.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.8,886.78
2015-01-30,500.0,447075.0,1.23,0.96,0.44,,447075.0,0.0,500.0,0.0,,,,,,,,,,,,,,300.0,0.0,0.29,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,894.15
2015-02-02,500.0,444395.0,1.24,0.96,0.45,,444395.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,888.79
2015-02-03,500.0,444315.0,1.22,0.96,0.44,,444315.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,888.63
2015-02-04,500.0,457315.0,1.25,0.96,0.44,,457315.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.5,914.63
2015-02-05,200.0,184314.0,0.52,0.37,0.18,,184314.0,0.0,200.0,0.0,,,,,,,,,,,,,,300.0,0.0,0.26,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,921.57
2015-02-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.19,,0.0,0.0,1000.0,946920.0,0.92,0.0,,0.0,,0.0,946.92
2015-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,933040.0,0.93,0.0,,0.0,,0.0,933.04
2015-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,938130.0,0.93,0.0,,0.0,,0.0,938.13
2015-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,950690.0,0.95,0.0,,0.0,,0.0,950.69
2015-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,947750.0,0.95,0.0,,0.0,,0.0,947.75
2015-02-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,957180.0,0.95,0.0,,0.0,,0.0,957.18
2015-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,963220.0,0.96,0.0,,0.0,,0.0,963.22
2015-02-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,962650.0,0.96,0.0,,0.0,,0.0,962.65
2015-02-18,400.0,387928.0,1.07,0.7,0.39,,387928.0,0.0,400.0,0.0,,,,400.0,,,,,,,,0.39,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,969.82
2015-02-19,400.0,387736.0,1.08,0.7,0.39,,387736.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,969.34
2015-02-20,400.0,387716.0,1.1,0.7,0.39,,387716.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,969.29
2015-02-23,400.0,393172.0,1.13,0.67,0.39,,393172.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,982.93
2015-02-24,400.0,396916.0,1.14,0.67,0.39,,396916.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,992.29
2015-02-25,400.0,395164.0,1.16,0.67,0.4,,395164.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,987.91
2015-02-26,400.0,404660.0,1.19,0.67,0.4,,404660.0,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4,1011.65
2015-02-27,200.0,201700.0,0.62,0.33,0.2,,201700.0,0.0,200.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1008.5
2015-03-02,200.0,203610.0,0.64,0.33,0.2,,203610.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1018.05
2015-03-03,200.0,200562.0,0.63,0.32,0.2,,200562.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1002.81
2015-03-04,200.0,204738.0,0.63,0.32,0.2,,204738.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1023.69
2015-03-05,200.0,207254.0,0.64,0.32,0.21,,207254.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1036.27
2015-03-06,200.0,209466.0,0.64,0.31,0.21,,209466.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1047.33
2015-03-09,200.0,208940.0,0.68,0.31,0.21,,208940.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1044.7
2015-03-10,200.0,209012.0,0.7,0.31,0.21,,209012.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1045.06
2015-03-11,200.0,213572.0,0.75,0.31,0.21,,213572.0,0.0,200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2,1067.86
2015-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,200.0,0.0,0.21,,0.0,0.0,1000.0,1079010.0,1.07,0.0,,0.0,,0.0,1079.01
2015-03-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1082440.0,1.09,0.0,,0.0,,0.0,1082.44
2015-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1094570.0,1.08,0.0,,0.0,,0.0,1094.57
2015-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1090910.0,1.1,0.0,,0.0,,0.0,1090.91
2015-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1078210.0,1.12,0.0,,0.0,,0.0,1078.21
2015-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1102250.0,1.06,0.0,,0.0,,0.0,1102.25
2015-03-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1083450.0,1.12,0.0,,0.0,,0.0,1083.45
2015-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1065780.0,1.1,0.0,,0.0,,0.0,1065.78
2015-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1059370.0,1.07,0.0,,0.0,,0.0,1059.37
2015-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1000.0,1019780.0,1.04,0.0,,0.0,,0.0,1019.78
2015-03-26,1000.0,1016070.0,3.28,1.39,1.02,,1016070.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,1.02,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1016.07
2015-03-27,1000.0,1017710.0,2.93,1.39,1.02,,1017710.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1017.71
2015-03-30,1000.0,1057780.0,2.96,1.51,1.02,,1057780.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1057.78
2015-03-31,1000.0,1071810.0,2.86,1.51,1.06,,1071810.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1071.81
2015-04-01,1000.0,1043120.0,2.85,1.51,1.07,,1043120.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1043.12
2015-04-02,1000.0,1035420.0,2.96,1.51,1.04,,1035420.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1035.42
2015-04-03,1000.0,1035420.0,3.01,1.51,1.04,,1035420.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-04-06,1000.0,1035420.0,3.01,1.51,1.04,,1035420.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.92
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.39
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.33
2015-04-10,300.0,336831.0,0.89,0.45,0.33,,336831.0,0.0,300.0,0.0,,,,300.0,,,,,,,,0.33,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1122.77
2015-04-13,300.0,339171.0,0.86,0.45,0.34,,339171.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1130.57
2015-04-14,300.0,331101.0,0.84,0.45,0.34,,331101.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1103.67
2015-04-15,300.0,337293.0,0.81,0.45,0.33,,337293.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1124.31
2015-04-16,300.0,330150.0,0.83,0.45,0.34,,330150.0,0.0,300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,1100.5
2015-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.81
2015-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.6
2015-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.04
2015-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.37
2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.72
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.87
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.54
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.89
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.54
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.46
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.87
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.23
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.53
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.44
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.15
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.11
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.41
2015-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.26
2015-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.71
2015-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.44
2015-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.18
2015-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.06
2015-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.31
2015-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.54
