,JPN FP Equity_DX_SI_QTY,JPN FP Equity_DX_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPN FP Equity_DX_SI_MV,JPN FP Equity_DX_DSS,JPN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY,JPN FP Equity_DX_BROKER_SI_QTY,JPN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPN FP Equity_DX_BROKER_SI_MV_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_x,JPN FP Equity_DX_BROKER_SI_MV_INC_x,JPN FP Equity_DX_SUPPLY_SI_MV_NEW,JPN FP Equity_DX_BROKER_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_NEW,JPN FP Equity_DX_SUPPLY_SI_MV_DEC,JPN FP Equity_DX_BROKER_SI_QTY_INC,JPN FP Equity_DX_SUPPLY_SI_QTY_DEC,JPN FP Equity_DX_BROKER_SI_MV_NEW_y,JPN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,JPN FP Equity_DX_BROKER_SI_MV_INC_y,JPN FP Equity_DX_SUPPLY_SI_QTY_INC_y,JPN FP Equity_DX_BROKER_SI_MV_ADD,JPN FP Equity_DX_SUPPLY_SI_QTY_ADD,JPN FP Equity_DX_BROKER_SI_QTY_DEC,JPN FP Equity_DX_SUPPLY_SI_MV,JPN FP Equity_DX_BROKER_SI_MV_DEC,JPN FP Equity_DX_SUPPLY_SI_MV_RMV,JPN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPN FP Equity_DX_UTILIZATION_QUANTITY,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,JPN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPN FP Equity_DX_ACTIVE_UTILIZATION_MV,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPN FP Equity_DX_BROKER_SI_CON_RATIO,JPN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPN FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-08,800.0,116912.0,0.57,0.02,0.11,,116912.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7313
2021-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,800.0,0.0,0.11,,0.0,0.0,1094.0,159494.26,,0.0,0.0,,0.0,,0.0
2021-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1094.0,158815.98,,0.0,0.0,,0.0,,0.0
2021-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1094.0,159592.72,,0.0,0.0,,0.0,,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1094.0,160347.58,,0.0,0.0,,0.0,,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1094.0,161693.2,,0.0,0.0,,0.0,,0.0
2021-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1094.0,161540.04,,0.0,0.0,,0.0,,0.0
2021-02-17,5200.0,767936.0,3.61,0.12,0.77,,383968.0,2600.0,2600.0,383968.0,,,,,,2600.0,,,,,,,,,0.38,2600.0,,0.38,,,100.0,70.38,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.4077
2021-02-18,5200.0,755196.0,4.49,0.12,0.77,,377598.0,2600.0,2600.0,377598.0,,,,,,,,,,,,,,,,,,0.39,,,100.0,70.23,0.0,0.0,,0.0,100.0,49.87,0.5,50.13,1.4046
2021-02-19,5200.0,758160.0,4.09,0.12,0.76,,379080.0,2600.0,2600.0,379080.0,,,,,,,,,,,,,,,,,,0.39,,,100.0,70.23,0.0,0.0,,0.0,100.0,49.46,0.5001,50.54,1.4046
2021-02-22,5200.0,758004.0,4.15,0.12,0.76,,379002.0,2600.0,2600.0,379002.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,70.23,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.4046
2021-02-23,5200.0,753792.0,4.17,0.12,0.76,,376896.0,2600.0,2600.0,376896.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,1.4009
2021-02-24,5200.0,747292.0,3.47,0.12,0.75,,373646.0,2600.0,2600.0,373646.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,1.4009
2021-02-25,5200.0,739908.0,3.5,0.12,0.75,,369954.0,2600.0,2600.0,369954.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.4009
2021-02-26,2600.0,365196.0,1.61,0.06,0.37,,0.0,2600.0,0.0,365196.0,,,,,,,,,,,,,,,,,2600.0,0.37,0.38,,100.0,70.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7004
2021-03-01,2600.0,372060.0,1.61,0.06,0.38,,0.0,2600.0,0.0,372060.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,70.04,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7004
2021-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.37,,2600.0,,,,,,,,0.0,,,0.0,0.0,1112.0,157459.2,,0.0,0.0,,0.0,,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1112.0,157659.36,,0.0,0.0,,0.0,,0.0
2021-03-04,5200.0,734240.0,3.13,0.12,0.74,,367120.0,2600.0,2600.0,367120.0,,,,,,2600.0,,,,,,,,,0.37,2600.0,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.4009
2021-03-05,5200.0,732472.0,3.88,0.11,0.73,,366236.0,2600.0,2600.0,366236.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,1.4009
2021-03-08,5200.0,741884.0,3.94,0.11,0.74,,370942.0,2600.0,2600.0,370942.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.77,0.5,50.23,1.4009
2021-03-09,5200.0,744380.0,3.95,0.11,0.74,,372190.0,2600.0,2600.0,372190.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,1.4009
2021-03-10,5200.0,745316.0,3.89,0.11,0.75,,372658.0,2600.0,2600.0,372658.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.04,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.4009
2021-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.37,,2600.0,,,,,,,2600.0,0.0,0.37,,0.0,0.0,1112.0,158804.72,,0.0,0.0,,0.0,,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1112.0,159816.64,,0.0,0.0,,0.0,,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1113.0,161318.22,,0.0,0.0,,0.0,,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1123.0,164878.86,,0.0,0.0,,0.0,,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1123.0,164530.73,,0.0,0.0,,0.0,,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1123.0,166889.03,,0.0,0.0,,0.0,,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1123.0,167192.24,,0.0,0.0,,0.0,,0.0
2021-03-22,5200.0,771160.0,3.89,0.11,0.77,,385580.0,2600.0,2600.0,385580.0,,,,,,2600.0,,,,,,,,,0.39,2600.0,,0.39,,,100.0,69.82,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.3963
2021-03-23,5200.0,765284.0,3.9,0.11,0.77,,382642.0,2600.0,2600.0,382642.0,,,,,,,,,,,,,,,,,,0.39,,,100.0,69.82,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.3963
2021-03-24,5200.0,758212.0,3.68,0.11,0.76,,379106.0,2600.0,2600.0,379106.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.82,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,1.3963
2021-03-25,5200.0,764920.0,3.74,0.11,0.76,,382460.0,2600.0,2600.0,382460.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.82,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,1.3963
2021-03-26,5200.0,770952.0,3.72,0.11,0.76,,385476.0,2600.0,2600.0,385476.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.82,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,1.3963
2021-03-29,5200.0,769288.0,3.64,0.11,0.77,,384644.0,2600.0,2600.0,384644.0,,,,,,,,,,,,,,,,,,0.39,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,1.396
2021-03-30,5200.0,768300.0,3.74,0.11,0.77,,384150.0,2600.0,2600.0,384150.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.84,0.5,50.16,1.396
2021-03-31,5200.0,761592.0,3.49,0.1,0.77,,380796.0,2600.0,2600.0,380796.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.396
2021-04-01,5200.0,761436.0,3.44,0.1,0.76,,380718.0,2600.0,2600.0,380718.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.396
2021-04-02,5200.0,761436.0,3.77,0.1,0.76,,380718.0,2600.0,2600.0,380718.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.396
2021-04-05,5200.0,761436.0,3.77,0.1,0.76,,380718.0,2600.0,2600.0,380718.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.396
2021-04-06,5200.0,755976.0,3.77,0.1,0.76,,377988.0,2600.0,2600.0,377988.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.396
2021-04-07,5200.0,754520.0,3.22,0.1,0.75,,377260.0,2600.0,2600.0,377260.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.396
2021-04-08,5200.0,754312.0,2.99,0.09,0.75,,377156.0,2600.0,2600.0,377156.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,69.8,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,1.396
2021-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.38,,2600.0,,,,,,,2600.0,0.0,0.38,,0.0,0.0,1125.0,164250.0,,0.0,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1126.0,163664.1,,0.0,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1126.0,163765.44,,0.0,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1127.0,164079.93,,0.0,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1127.0,164587.08,,0.0,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1127.0,164170.09,,0.0,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1127.0,162682.45,,0.0,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1132.0,159159.2,,0.0,0.0,,0.0,,0.0
2021-04-21,5200.0,735020.0,3.31,0.09,0.73,,367510.0,2600.0,2600.0,367510.0,,,,,,2600.0,,,,,,,,,0.37,2600.0,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.95,0.5,50.05,1.3945
2021-04-22,5200.0,744328.0,3.15,0.09,0.74,,372164.0,2600.0,2600.0,372164.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.3945
2021-04-23,5200.0,742924.0,3.19,0.09,0.74,,371462.0,2600.0,2600.0,371462.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,1.3945
2021-04-26,5200.0,740844.0,3.18,0.09,0.74,,370422.0,2600.0,2600.0,370422.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.3945
2021-04-27,5200.0,732420.0,3.17,0.09,0.74,,366210.0,2600.0,2600.0,366210.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.3945
2021-04-28,5200.0,730236.0,3.16,0.09,0.73,,365118.0,2600.0,2600.0,365118.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,1.3945
2021-04-29,5200.0,725660.0,3.16,0.09,0.73,,362830.0,2600.0,2600.0,362830.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,69.72,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.3945
2021-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.37,,2600.0,,,,,,,2600.0,0.0,0.37,,0.0,0.0,1119.0,156939.75,,0.0,0.0,,0.0,,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1119.0,157532.82,,0.0,0.0,,0.0,,0.0
2021-05-04,3800.0,529720.0,2.28,0.07,0.53,,264860.0,1900.0,1900.0,264860.0,,,,,,1900.0,,,,,,,,,0.27,1900.0,,0.27,,,100.0,62.93,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.2587
2021-05-05,3800.0,539448.0,2.34,0.07,0.53,,269724.0,1900.0,1900.0,269724.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,62.93,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.2587
2021-05-06,3800.0,538840.0,2.39,0.07,0.54,,269420.0,1900.0,1900.0,269420.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,62.93,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.2587
2021-05-07,3800.0,539980.0,2.29,0.07,0.54,,269990.0,1900.0,1900.0,269990.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,62.93,0.0,0.0,,0.0,100.0,49.9,0.5,50.1,1.2587
2021-05-10,3800.0,542906.0,1.79,0.07,0.54,,271453.0,1900.0,1900.0,271453.0,,,,,,,,,,,,,,,,,,0.27,,,100.0,60.63,0.0,0.0,,0.0,100.0,49.88,0.5,50.12,1.2125
2021-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.27,,1900.0,,,,,,,1900.0,0.0,0.27,,0.0,0.0,1091.0,151736.28,,0.02,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,149281.53,,0.02,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,148430.55,,0.02,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,150339.8,,0.02,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,148954.23,,0.02,0.0,,0.0,,0.0
2021-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,150798.02,,0.02,0.0,,0.0,,0.0
2021-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,149063.33,,0.02,0.0,,0.0,,0.0
2021-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,151027.13,,0.02,0.0,,0.0,,0.0
2021-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,151649.0,,0.02,0.0,,0.0,,0.0
2021-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,152369.06,,0.02,0.0,,0.0,,0.0
2021-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,151158.05,,0.02,0.0,,0.0,,0.0
2021-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,152009.03,,0.02,0.0,,0.0,,0.0
2021-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,151790.83,,0.02,0.0,,0.0,,0.0
2021-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,153394.6,,0.02,0.0,,0.0,,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,151899.93,,0.02,0.0,,0.0,,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1111.0,154595.65,,0.02,0.0,,0.0,,0.0
2021-06-02,5200.0,731276.0,1.9,0.09,0.72,,365638.0,2600.0,2600.0,365638.0,,,,,,2600.0,,,,,,,,,0.36,2600.0,,0.36,,,100.0,70.06,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.4012
2021-06-03,5200.0,734708.0,1.93,0.09,0.73,,367354.0,2600.0,2600.0,367354.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.06,0.0,0.0,,0.0,100.0,49.91,0.5,50.09,1.4012
2021-06-04,5200.0,740948.0,1.89,0.09,0.73,,370474.0,2600.0,2600.0,370474.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.06,0.0,0.0,,0.0,100.0,49.94,0.5,50.06,1.4012
2021-06-07,6200.0,881454.0,2.25,0.11,0.88,,511812.0,2600.0,3600.0,369642.0,,,,0.15,,,,,1000.0,,,,0.15,,,,,0.37,,,100.0,70.06,0.0,0.0,,0.0,100.0,41.98,0.5129,58.02,1.6707
2021-06-08,6200.0,882880.0,2.25,0.11,0.88,,512640.0,2600.0,3600.0,370240.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.06,0.0,0.0,,0.0,100.0,41.95,0.5129,58.05,1.6707
2021-06-09,6200.0,879284.0,2.25,0.11,0.88,,510552.0,2600.0,3600.0,368732.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,70.06,0.0,0.0,,0.0,100.0,42.0,0.5128,58.0,1.6707
2021-06-10,1000.0,142170.0,0.34,0.02,0.14,,142170.0,0.0,1000.0,0.0,,,,,,,,0.37,,2600.0,,,,,,,2600.0,0.0,0.37,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9001
2021-06-11,1000.0,142730.0,0.34,0.02,0.14,,142730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9001
2021-06-14,1000.0,142220.0,0.34,0.02,0.14,,142220.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.9001
2021-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.14,,0.0,0.0,1111.0,158717.46,,0.02,0.0,,0.0,,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1111.0,159439.61,,0.02,0.0,,0.0,,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1111.0,160917.24,,0.02,0.0,,0.0,,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1111.0,158239.73,,0.02,0.0,,0.0,,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1111.0,158295.28,,0.02,0.0,,0.0,,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,156503.95,,0.02,0.0,,0.0,,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,154736.53,,0.02,0.0,,0.0,,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1091.0,155871.17,,0.02,0.0,,0.0,,0.0
2021-06-25,3000.0,430560.0,1.13,0.05,0.43,,215280.0,1500.0,1500.0,215280.0,,,,,,1500.0,,,,,,,,,0.21,1500.0,,0.21,,,100.0,57.89,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.1579
2021-06-28,3000.0,429990.0,1.13,0.05,0.43,,214995.0,1500.0,1500.0,214995.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,57.89,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,1.1579
2021-06-29,3000.0,431940.0,1.13,0.05,0.43,,215970.0,1500.0,1500.0,215970.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,57.89,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,1.1579
2021-06-30,3000.0,428250.0,1.13,0.05,0.43,,214125.0,1500.0,1500.0,214125.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,39.42,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.7884
2021-07-01,3000.0,427320.0,1.16,0.05,0.43,,213660.0,1500.0,1500.0,213660.0,,,,,,,,,,,,,,,,,,0.21,,,100.0,0.26,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.0051
2021-07-02,3000.0,429780.0,1.24,0.05,0.43,,214890.0,1500.0,1500.0,214890.0,,,,,,,,,,,,,,,,,,0.21,,,100.0,0.26,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.0051
2021-07-05,3000.0,428118.17,1.29,0.05,0.43,,214059.08,1500.0,1500.0,214059.08,,,,,,,,,,,,,,,,,,0.21,,,100.0,0.26,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0051
2021-07-06,3000.0,426420.0,1.35,0.05,0.43,,213210.0,1500.0,1500.0,213210.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,0.26,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.0051
2021-07-07,3000.0,428670.0,1.3,0.05,0.43,,214335.0,1500.0,1500.0,214335.0,,,,,,,,,,,,,,,,,,0.21,,,100.0,0.26,0.0,0.0,,0.0,100.0,49.96,0.5,50.04,0.0051
2021-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.21,,1500.0,,,,,,,1500.0,0.0,0.21,,0.0,0.0,584011.0,81895862.53,,83.32,0.0,,0.0,,0.0
2021-07-09,5200.0,744484.0,2.61,0.09,0.73,,372242.0,2600.0,2600.0,372242.0,,,,,,2600.0,,,,,,,,,0.37,2600.0,,0.37,,,100.0,0.44,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0089
2021-07-12,5200.0,748280.0,2.97,0.09,0.74,,374140.0,2600.0,2600.0,374140.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,0.45,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.0089
2021-07-13,5200.0,751712.0,3.24,0.09,0.75,,375856.0,2600.0,2600.0,375856.0,,,,,,,,,,,,,,,,,,0.37,,,100.0,0.45,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.0089
2021-07-14,5200.0,753064.0,3.23,0.09,0.75,,376532.0,2600.0,2600.0,376532.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,0.45,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.0089
2021-07-15,5200.0,746772.0,3.15,0.09,0.75,,373386.0,2600.0,2600.0,373386.0,,,,,,,,,,,,,,,,,,0.38,,,100.0,0.45,0.0,0.0,,0.0,100.0,49.98,0.5,50.02,0.0089
