,ENAM FP Equity_DX_SI_QTY,ENAM FP Equity_DX_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENAM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENAM FP Equity_DX_SI_MV,ENAM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENAM FP Equity_DX_SUPPLY_SI_QTY,ENAM FP Equity_DX_BROKER_SI_QTY,ENAM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENAM FP Equity_DX_BROKER_SI_MV_NEW_x,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENAM FP Equity_DX_BROKER_SI_MV_INC_x,ENAM FP Equity_DX_BROKER_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_NEW,ENAM FP Equity_DX_SUPPLY_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_QTY_INC,ENAM FP Equity_DX_SUPPLY_SI_QTY_DEC,ENAM FP Equity_DX_BROKER_SI_MV_NEW_y,ENAM FP Equity_DX_BROKER_SI_MV_INC_y,ENAM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENAM FP Equity_DX_BROKER_SI_MV_ADD,ENAM FP Equity_DX_SUPPLY_SI_QTY_ADD,ENAM FP Equity_DX_BROKER_SI_QTY_DEC,ENAM FP Equity_DX_SUPPLY_SI_MV,ENAM FP Equity_DX_BROKER_SI_MV_DEC,ENAM FP Equity_DX_BROKER_SI_MV_RMV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENAM FP Equity_DX_UTILIZATION_QUANTITY,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENAM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENAM FP Equity_DX_ACTIVE_UTILIZATION_MV,ENAM FP Equity_DX_BROKER_SI_CON_RATIO,ENAM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENAM FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-10-12,5400.0,94881.78,1.16,0.19,0.1,0.0,5400.0,0.0,94881.78,,,,,,,,,,,,,,,0.1,,,100.0,11.85,0.0,0.0,0.0,100.0,1.0,100.0,0.1185
2021-10-13,5400.0,94374.72,1.16,0.19,0.1,0.0,5400.0,0.0,94374.72,,,,,,,,,,,,,,,0.1,,,100.0,11.85,0.0,0.0,0.0,100.0,1.0,100.0,0.1185
2021-10-14,5400.0,96136.2,1.06,0.19,0.09,0.0,5400.0,0.0,96136.2,,,,,,,,,,,,,,,0.09,,,100.0,11.85,0.0,0.0,0.0,100.0,1.0,100.0,0.1185
2021-10-15,45400.0,814775.64,8.85,1.61,0.81,717864.0,45400.0,40000.0,814775.64,,40000.0,,40000.0,,,,,,,40000.0,0.71,,,0.81,,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.9963
2021-10-18,45400.0,816414.58,8.85,1.61,0.81,719308.0,45400.0,40000.0,816414.58,,,,,,,,,,,,,,,0.81,,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.9963
2021-10-19,45400.0,821099.86,8.91,1.61,0.82,723436.0,45400.0,40000.0,821099.86,,,,,,,,,,,,,,,0.82,,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.9963
2021-10-20,45400.0,824005.46,8.91,1.61,0.82,725996.0,45400.0,40000.0,824005.46,,,,,,,,,,,,,,,0.82,,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.9963
2021-10-21,45400.0,823664.96,8.91,1.61,0.82,725696.0,45400.0,40000.0,823664.96,,,,,,,,,,,,,,,0.82,,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.9963
2021-10-22,7900.0,143561.96,1.56,0.28,0.14,45431.0,45400.0,2500.0,825026.96,,,,,,,,,,,,,,37500.0,0.82,0.68,,100.0,99.63,0.0,0.0,0.0,100.0,1.0,100.0,0.1734
2021-10-25,7900.0,144514.7,1.58,0.28,0.14,45732.5,7900.0,2500.0,144514.7,,,,,,0.68,,37500.0,,,,,,,0.14,,,17.34,17.34,37667.0,689042.43,0.68,17.34,1.0,100.0,0.1734
2021-10-26,7900.0,145694.17,1.58,0.28,0.14,46105.75,7900.0,2500.0,145694.17,,,,,,,,,,,,,,,0.14,,,17.34,17.34,37667.0,694666.11,0.69,17.34,1.0,100.0,0.1734
2021-10-27,7900.0,145014.77,1.44,0.28,0.15,45890.75,7900.0,2500.0,145014.77,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,691426.75,0.69,17.34,1.0,100.0,0.1734
2021-10-28,7900.0,144431.75,1.44,0.28,0.15,45706.25,7900.0,2500.0,144431.75,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,688646.93,0.69,17.34,1.0,100.0,0.1734
2021-10-29,7900.0,146251.12,1.44,0.28,0.14,46282.0,7900.0,2500.0,146251.12,,,,,,,,,,,,,,,0.14,,,17.34,17.34,37667.0,697321.64,0.69,17.34,1.0,100.0,0.1734
2021-11-01,7900.0,146289.83,1.42,0.28,0.15,46294.25,7900.0,2500.0,146289.83,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,697506.21,0.7,17.34,1.0,100.0,0.1734
2021-11-02,7900.0,146913.93,1.42,0.28,0.15,46491.75,7900.0,2500.0,146913.93,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,700481.9,0.7,17.34,1.0,100.0,0.1734
2021-11-03,7900.0,146823.87,1.42,0.28,0.15,46463.25,7900.0,2500.0,146823.87,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,700052.5,0.7,17.34,1.0,100.0,0.1734
2021-11-04,7900.0,148734.09,1.44,0.28,0.15,47067.75,7900.0,2500.0,148734.09,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,709160.38,0.7,17.34,1.0,100.0,0.1734
2021-11-05,7900.0,149507.5,1.19,0.28,0.15,47312.5,7900.0,2500.0,149507.5,,,,,,,,,,,,,,,0.15,,,17.34,17.34,37667.0,712847.98,0.71,17.34,1.0,100.0,0.1734
2021-11-08,7900.0,149088.8,1.15,0.28,0.15,47180.0,7900.0,2500.0,149088.8,,,,,,,,,,,,,,,0.15,,,17.32,17.32,37706.0,711587.63,0.71,17.32,1.0,100.0,0.1732
2021-11-09,7900.0,148646.4,1.14,0.27,0.15,47040.0,7900.0,2500.0,148646.4,,,,,,,,,,,,,,,0.15,,,17.32,17.32,37706.0,709476.1,0.71,17.32,1.0,100.0,0.1732
2021-11-10,7900.0,148907.89,2.57,0.27,0.15,47122.75,7900.0,2500.0,148907.89,,,,,,,,,,,,,,,0.15,,,17.32,17.32,37706.0,710724.16,0.71,17.32,1.0,100.0,0.1732
2021-11-11,40300.0,761125.95,12.45,1.4,0.76,659138.85,40300.0,34900.0,761125.95,,32400.0,0.61,,,,32400.0,,,0.61,32400.0,,,,0.76,,,100.0,88.37,0.0,0.0,0.0,100.0,1.0,100.0,0.8837
2021-11-12,37800.0,718865.28,11.61,1.31,0.71,616170.24,37800.0,32400.0,718865.28,,,,,,0.05,,2500.0,,,,,,2500.0,0.71,0.05,,100.0,82.88,0.0,0.0,0.0,100.0,1.0,100.0,0.8288
2021-11-15,37800.0,721753.2,11.67,1.31,0.72,618645.6,37800.0,32400.0,721753.2,,,,,,,,,,,,,,,0.72,,,100.0,82.88,0.0,0.0,0.0,100.0,1.0,100.0,0.8288
2021-11-16,38000.0,733510.2,12.33,1.31,0.73,629274.54,38000.0,32600.0,733510.2,,200.0,0.0,,,,200.0,,,0.0,200.0,,,,0.73,,,100.0,83.32,0.0,0.0,0.0,100.0,1.0,100.0,0.8332
2021-11-17,38000.0,733468.4,12.33,1.31,0.73,629238.68,38000.0,32600.0,733468.4,,,,,,,,,,,,,,,0.73,,,100.0,83.32,0.0,0.0,0.0,100.0,1.0,100.0,0.8332
2021-11-18,18000.0,345970.8,5.98,0.62,0.35,242179.56,18000.0,12600.0,345970.8,,,,,,0.38,,20000.0,,,,,,20000.0,0.35,0.38,,100.0,39.47,0.0,0.0,0.0,100.0,1.0,100.0,0.3947
2021-11-19,18000.0,348181.2,4.96,0.62,0.35,243726.84,18000.0,12600.0,348181.2,,,,,,,,,,,,,,,0.35,,,100.0,39.47,0.0,0.0,0.0,100.0,1.0,100.0,0.3947
2021-11-22,18000.0,350568.0,4.67,0.62,0.35,245397.6,18000.0,12600.0,350568.0,,,,,,,,,,,,,,,0.35,,,100.0,39.47,0.0,0.0,0.0,100.0,1.0,100.0,0.3947
2021-11-23,18000.0,345727.8,4.51,0.62,0.35,242009.46,18000.0,12600.0,345727.8,,,,,,,,,,,,,,,0.35,,,100.0,39.47,0.0,0.0,0.0,100.0,1.0,100.0,0.3947
2021-11-24,17800.0,346204.66,4.38,0.61,0.34,346204.66,15200.0,17800.0,295635.44,,,0.1,,,0.06,5200.0,2800.0,,0.1,,,,,0.29,,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3903
2021-11-25,15200.0,296205.44,3.71,0.52,0.3,190974.56,15200.0,9800.0,296205.44,,,,,,,,,,,,,,8000.0,0.3,0.15,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333
2021-11-26,15200.0,286434.88,3.73,0.52,0.3,184675.12,15200.0,9800.0,286434.88,,,,,,,,,,,,,,,0.3,,,33.33,33.33,30406.0,572982.83,0.59,33.33,1.0,100.0,0.3333
2021-11-29,15200.0,290330.64,3.66,0.52,0.29,187186.86,15200.0,9800.0,290330.64,,,,,,,,,,,,,,,0.29,,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333
2021-11-30,15200.0,286279.84,3.66,0.52,0.29,184575.16,15200.0,9800.0,286279.84,,,,,,,,,,,,,,,0.29,,,100.0,33.33,0.0,0.0,0.0,100.0,1.0,100.0,0.3333
2021-12-01,20500.0,389358.55,3.9,0.7,0.39,286795.81,20500.0,15100.0,389358.55,,5300.0,0.1,,,,5300.0,,,0.1,5300.0,,,,0.39,,,100.0,44.95,0.0,0.0,0.0,100.0,1.0,100.0,0.4495
2021-12-02,10900.0,203639.25,2.05,0.37,0.21,102753.75,5600.0,5500.0,104622.0,,,,,,0.28,,14900.0,,,,,,9600.0,0.11,0.18,,12.28,12.28,40006.0,747412.1,0.76,12.28,1.0,100.0,0.239
2021-12-03,5600.0,104263.04,0.97,0.19,0.1,3723.68,5600.0,200.0,104263.04,,,,,,,,,,,,,,5300.0,0.1,0.1,,12.28,12.28,40006.0,744847.71,0.75,12.28,1.0,100.0,0.1228
2021-12-06,11000.0,206895.7,1.9,0.38,0.2,105328.72,10800.0,5600.0,203133.96,,5200.0,0.1,,,,5400.0,,,0.1,5200.0,,,,0.2,,,23.68,23.68,34806.0,654655.61,0.65,23.68,1.0,100.0,0.2412
2021-12-07,10800.0,208933.56,1.86,0.37,0.2,104466.78,10800.0,5400.0,208933.56,,,,,,,,,,,,,,200.0,0.2,0.0,,100.0,41.66,0.0,0.0,0.0,100.0,1.0,100.0,0.4166
2021-12-08,10800.0,206975.52,1.94,0.37,0.21,103487.76,10800.0,5400.0,206975.52,,,,,,,,,,,,,,,0.21,,,100.0,41.66,0.0,0.0,0.0,100.0,1.0,100.0,0.4166
2021-12-09,10800.0,208619.28,1.95,0.37,0.21,104309.64,10800.0,5400.0,208619.28,,,,,,,,,,,,,,,0.21,,,100.0,41.66,0.0,0.0,0.0,100.0,1.0,100.0,0.4166
2021-12-10,10800.0,206891.28,1.78,0.37,0.21,103445.64,10800.0,5400.0,206891.28,,,,,,,,,,,,,,,0.21,,,100.0,41.66,0.0,0.0,0.0,100.0,1.0,100.0,0.4166
2021-12-13,35000.0,669637.5,5.74,1.2,0.67,283161.0,20200.0,14800.0,386476.5,,9400.0,0.18,,,,9400.0,,,0.18,9400.0,,,,0.39,,,100.0,77.93,0.0,0.0,0.0,100.0,1.0,100.0,1.3502
2021-12-14,35000.0,662707.5,5.68,1.2,0.67,280230.6,20200.0,14800.0,382476.9,,,,,,,,,,,,,,,0.39,,,100.0,77.93,0.0,0.0,0.0,100.0,1.0,100.0,1.3502
2021-12-15,35000.0,662665.5,5.67,1.2,0.66,280212.84,20200.0,14800.0,382452.66,0.28,,,,14800.0,,,,0.28,,,,,,0.38,,0.28,100.0,77.93,0.0,0.0,0.0,100.0,1.0,100.0,1.3502
2021-12-16,5400.0,103576.32,0.88,0.26,0.1,0.0,5400.0,0.0,103576.32,,,,,,0.28,,14800.0,,,,,,14800.0,0.1,0.28,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-17,5400.0,103064.94,1.09,0.26,0.1,0.0,5400.0,0.0,103064.94,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-20,5400.0,100195.92,1.09,0.26,0.1,0.0,5400.0,0.0,100195.92,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-21,5400.0,101975.22,1.11,0.26,0.1,0.0,5400.0,0.0,101975.22,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-22,5400.0,103241.52,1.07,0.26,0.1,0.0,5400.0,0.0,103241.52,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-23,5400.0,104428.98,1.1,0.26,0.1,0.0,5400.0,0.0,104428.98,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-24,5400.0,104224.32,1.12,0.26,0.1,0.0,5400.0,0.0,104224.32,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-27,5400.0,105111.54,1.12,0.26,0.1,0.0,5400.0,0.0,105111.54,,,,,,,,,,,,,,,0.1,,,100.0,20.83,0.0,0.0,0.0,100.0,1.0,100.0,0.2083
2021-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.1,,5400.0,,,,,,,0.0,,,0.0,0.0,25922.0,505841.91,0.5,0.0,0.0,,0.0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,504968.34,0.51,0.0,0.0,,0.0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,508273.39,0.51,0.0,0.0,,0.0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,505582.69,0.51,0.0,0.0,,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,505748.59,0.51,0.0,0.0,,0.0
2022-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,507407.6,0.51,0.0,0.0,,0.0
2022-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,504499.15,0.51,0.0,0.0,,0.0
2022-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,496058.95,0.5,0.0,0.0,,0.0
2022-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,492178.42,0.5,0.0,0.0,,0.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,485233.92,0.49,0.0,0.0,,0.0
2022-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,491592.58,0.49,0.0,0.0,,0.0
2022-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,492748.71,0.49,0.0,0.0,,0.0
2022-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,491569.25,0.49,0.0,0.0,,0.0
2022-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,483507.51,0.49,0.0,0.0,,0.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,487675.77,0.48,0.0,0.0,,0.0
2022-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,482678.01,0.49,0.0,0.0,,0.0
2022-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,479590.7,0.48,0.0,0.0,,0.0
2022-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,483660.45,0.48,0.0,0.0,,0.0
2022-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,472454.37,0.48,0.0,0.0,,0.0
2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,452141.89,0.47,0.0,0.0,,0.0
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,457411.84,0.45,0.0,0.0,,0.0
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,467721.01,0.46,0.0,0.0,,0.0
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,470634.65,0.47,0.0,0.0,,0.0
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,465512.46,0.47,0.0,0.0,,0.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,475331.71,0.47,0.0,0.0,,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,479181.13,0.48,0.0,0.0,,0.0
2022-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,480223.2,0.48,0.0,0.0,,0.0
2022-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,473374.6,0.48,0.0,0.0,,0.0
2022-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,468068.37,0.47,0.0,0.0,,0.0
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,471256.78,0.47,0.0,0.0,,0.0
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,474276.69,0.47,0.0,0.0,,0.0
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,480352.81,0.47,0.0,0.0,,0.0
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,477203.28,0.48,0.0,0.0,,0.0
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,473514.58,0.48,0.0,0.0,,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,469084.51,0.47,0.0,0.0,,0.0
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,472690.26,0.47,0.0,0.0,,0.0
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,469844.03,0.47,0.0,0.0,,0.0
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,467739.16,0.47,0.0,0.0,,0.0
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,461860.05,0.47,0.0,0.0,,0.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,456794.89,0.46,0.0,0.0,,0.0
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,458070.25,0.46,0.0,0.0,,0.0
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,455115.15,0.46,0.0,0.0,,0.0
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,451265.73,0.46,0.0,0.0,,0.0
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,465294.72,0.45,0.0,0.0,,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,468651.61,0.47,0.0,0.0,,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,466015.35,0.47,0.0,0.0,,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,472656.56,0.47,0.0,0.0,,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,473698.63,0.47,0.0,0.0,,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,471145.31,0.47,0.0,0.0,,0.0
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,470403.94,0.47,0.0,0.0,,0.0
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,458518.7,0.47,0.0,0.0,,0.0
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,460893.16,0.46,0.0,0.0,,0.0
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,458417.61,0.46,0.0,0.0,,0.0
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,464724.43,0.46,0.0,0.0,,0.0
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,457935.46,0.46,0.0,0.0,,0.0
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,463057.65,0.46,0.0,0.0,,0.0
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,472656.56,0.47,0.0,0.0,,0.0
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,25922.0,473431.63,0.47,0.0,0.0,,0.0
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10702.0,198393.68,0.2,0.0,0.0,,0.0
2022-03-21,20000.0,373724.0,1.59,0.64,0.37,186862.0,10000.0,10000.0,186862.0,,,,10000.0,,,,,,,,0.19,10000.0,,0.19,,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688
2022-03-22,10000.0,189525.0,0.79,0.32,0.19,189525.0,0.0,10000.0,0.0,,,,,,0.19,,10000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.9344
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10000.0,0.0,0.19,,0.0,0.0,10702.0,202226.06,0.2,0.0,0.0,,0.0
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10702.0,202290.27,0.2,0.0,0.0,,0.0
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,10702.0,203362.61,0.2,0.0,0.0,,0.0
2022-03-28,20000.0,382284.0,0.64,0.53,0.38,191142.0,10000.0,10000.0,191142.0,,,,10000.0,,,,,,,,0.19,10000.0,,0.19,,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688
2022-03-29,20000.0,385280.0,0.64,0.39,0.38,192640.0,10000.0,10000.0,192640.0,,,,,,,,,,,,,,,0.19,,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688
2022-03-30,20000.0,382458.0,0.64,0.39,0.38,191229.0,10000.0,10000.0,191229.0,,,,,,,,,,,,,,,0.19,,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688
2022-03-31,20000.0,383008.0,0.64,0.39,0.38,191504.0,10000.0,10000.0,191504.0,,,,,,,,,,,,,,,0.19,,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,1.8688
2022-04-01,10000.0,190469.0,0.32,0.16,0.19,0.0,10000.0,0.0,190469.0,,,,,,,,,,,,,,10000.0,0.19,0.19,,100.0,93.44,0.0,0.0,0.0,100.0,1.0,100.0,0.9344
