,ALINS FP Equity_DX_SI_QTY,ALINS FP Equity_DX_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINS FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINS FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINS FP Equity_DX_SI_MV,ALINS FP Equity_DX_DSS,ALINS FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINS FP Equity_DX_SUPPLY_SI_QTY,ALINS FP Equity_DX_BROKER_SI_QTY,ALINS FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINS FP Equity_DX_BROKER_SI_MV_INC_x,ALINS FP Equity_DX_BROKER_SI_QTY_ADD,ALINS FP Equity_DX_SUPPLY_SI_MV_DEC,ALINS FP Equity_DX_BROKER_SI_QTY_INC,ALINS FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINS FP Equity_DX_BROKER_SI_MV_INC_y,ALINS FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINS FP Equity_DX_BROKER_SI_MV_ADD,ALINS FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINS FP Equity_DX_BROKER_SI_QTY_DEC,ALINS FP Equity_DX_SUPPLY_SI_MV,ALINS FP Equity_DX_BROKER_SI_MV_DEC,ALINS FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINS FP Equity_DX_UTILIZATION_QUANTITY,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINS FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINS FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINS FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINS FP Equity_DX_BROKER_SI_CON_RATIO,ALINS FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINS FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINS FP Equity_PX_LAST
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2935
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2945
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.281
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2735
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2635
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2665
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3105
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3225
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3085
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3205
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2635
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2735
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2765
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2765
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2715
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2435
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2335
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.233
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2375
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2305
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2565
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2405
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2525
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2315
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2415
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2555
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2585
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2595
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2695
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2605
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2455
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2505
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.244
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2545
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2495
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2995
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.291
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2905
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3375
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.598
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519
2020-03-05,21964.0,10938.07,0.14,0.01,0.14,0.01,0.0,10938.07,0.0,21964.0,0.0,,,21964.0,,,,,,0.01,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.498
2020-03-06,21964.0,11135.75,0.14,0.01,0.14,0.01,0.0,11135.75,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.507
2020-03-09,21964.0,9158.99,0.14,0.01,0.14,0.01,0.0,9158.99,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.417
2020-03-10,21964.0,7907.04,0.14,0.01,0.14,0.01,0.0,7907.04,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.36
2020-03-11,21964.0,9839.87,0.14,0.01,0.14,0.01,0.0,9839.87,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.448
2020-03-12,21964.0,8170.61,0.14,0.01,0.14,0.01,0.0,8170.61,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.372
2020-03-13,21964.0,7852.13,0.14,0.01,0.14,0.01,0.0,7852.13,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.3575
2020-03-16,21964.0,6391.52,0.14,0.01,0.14,0.01,0.0,6391.52,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.291
2020-03-17,21964.0,7445.8,0.14,0.01,0.14,0.01,0.0,7445.8,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.339
2020-03-18,21964.0,7489.72,0.14,0.01,0.14,0.01,0.0,7489.72,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.341
2020-03-19,21964.0,7819.18,0.14,0.01,0.14,0.01,0.0,7819.18,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.356
2020-03-20,21964.0,8390.25,0.14,0.01,0.14,0.01,0.0,8390.25,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.382
2020-03-23,21964.0,8565.96,0.14,0.01,0.14,0.01,0.0,8565.96,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.39
2020-03-24,21964.0,8873.46,0.14,0.01,0.14,0.01,0.0,8873.46,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.404
2020-03-25,21964.0,8653.82,0.14,0.01,0.14,0.01,0.0,8653.82,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.394
2020-03-26,21964.0,9071.13,0.14,0.01,0.14,0.01,0.0,9071.13,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.413
2020-03-27,21964.0,10037.55,0.14,0.01,0.14,0.01,0.0,10037.55,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.457
2020-03-30,21964.0,15836.04,0.14,0.01,0.14,0.01,0.0,15836.04,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.721
2020-03-31,21964.0,17022.1,0.14,0.01,0.14,0.02,0.0,17022.1,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.775
2020-04-01,21964.0,15814.08,0.14,0.01,0.14,0.02,0.0,15814.08,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.72
2020-04-02,21964.0,14715.88,0.14,0.01,0.14,0.02,0.0,14715.88,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.67
2020-04-03,21964.0,15594.44,0.14,0.01,0.14,0.01,0.0,15594.44,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,21.986,0.71
2020-04-06,21964.0,15374.8,0.14,0.01,0.14,0.02,0.0,15374.8,0.0,21964.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.7
2020-04-07,21682.0,14266.76,0.14,0.01,0.14,0.02,0.0,14266.76,0.0,21682.0,0.0,,,,,,,,,,,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.658
2020-04-08,21682.0,13963.21,0.14,0.01,0.14,0.01,0.0,13963.21,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.644
2020-04-09,21682.0,17042.05,0.14,0.01,0.14,0.01,0.0,17042.05,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,0.786
2020-04-10,21682.0,17042.05,0.14,0.01,0.14,0.02,0.0,17042.05,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2020-04-13,21682.0,17042.05,0.14,0.01,0.14,0.02,0.0,17042.05,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2020-04-14,21682.0,32848.23,0.14,0.01,0.14,0.02,0.0,32848.23,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.9132,1.515
2020-04-15,21682.0,33715.51,0.14,0.01,0.14,0.03,0.0,33715.51,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.9132,1.555
2020-04-16,21682.0,48567.68,0.14,0.01,0.14,0.03,0.0,48567.68,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.9132,2.24
2020-04-17,21682.0,45315.38,0.14,0.01,0.14,0.05,0.0,45315.38,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,11.9132,2.09
2020-04-20,21682.0,41195.8,0.14,0.01,0.14,0.05,0.0,41195.8,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,7.6914,1.9
2020-04-21,21682.0,34908.02,0.14,0.01,0.14,0.04,0.0,34908.02,0.0,21682.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,7.6914,1.61
2020-04-22,21456.0,35616.96,0.14,0.01,0.14,0.04,0.0,35616.96,0.0,21456.0,0.0,,,,,,,,,,,226.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,7.6112,1.66
2020-04-23,11999.0,18958.42,0.08,0.0,0.08,0.02,0.0,18958.42,0.0,11999.0,0.0,,,,,,,,,,,9457.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.58
2020-04-24,11999.0,18718.44,0.08,0.0,0.08,0.02,0.0,18718.44,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.56
2020-04-27,11999.0,19318.39,0.08,0.0,0.08,0.02,0.0,19318.39,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.61
2020-04-28,11999.0,20398.3,0.08,0.0,0.08,0.02,0.0,20398.3,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.7
2020-04-29,11999.0,19798.35,0.08,0.0,0.08,0.02,0.0,19798.35,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.65
2020-04-30,11999.0,19558.37,0.08,0.0,0.08,0.02,0.0,19558.37,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.63
2020-05-01,11999.0,19558.37,0.08,0.0,0.08,0.02,0.0,19558.37,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,
2020-05-04,11999.0,19318.39,0.08,0.0,0.08,0.02,0.0,19318.39,0.0,11999.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,4.2565,1.61
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,11999.0,0.0,0.02,0.0,0.0,2819.0,4454.02,0.0,0.0,,0.0,,0.0,1.58
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2819.0,4284.88,0.0,0.0,,0.0,,0.0,1.52
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2819.0,3594.23,0.0,0.0,,0.0,,0.0,1.275
