,ALNN6 FP Equity_DX_SI_QTY,ALNN6 FP Equity_DX_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNN6 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNN6 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNN6 FP Equity_DX_SI_MV,ALNN6 FP Equity_DX_DSS,ALNN6 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNN6 FP Equity_DX_SUPPLY_SI_QTY,ALNN6 FP Equity_DX_BROKER_SI_QTY,ALNN6 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_x,ALNN6 FP Equity_DX_BROKER_SI_QTY_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_MV_DEC,ALNN6 FP Equity_DX_BROKER_SI_QTY_INC,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNN6 FP Equity_DX_BROKER_SI_MV_INC_y,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNN6 FP Equity_DX_BROKER_SI_MV_ADD,ALNN6 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNN6 FP Equity_DX_BROKER_SI_QTY_DEC,ALNN6 FP Equity_DX_SUPPLY_SI_MV,ALNN6 FP Equity_DX_BROKER_SI_MV_DEC,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_UTILIZATION_QUANTITY,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNN6 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNN6 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNN6 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNN6 FP Equity_DX_BROKER_SI_CON_RATIO,ALNN6 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNN6 FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-23,10000.0,9560.0,0.17,0.64,0.15,0.01,0.0,4780.0,5000.0,5000.0,4780.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-24,10000.0,9400.0,0.17,0.61,0.15,0.01,0.0,4700.0,5000.0,5000.0,4700.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-25,10000.0,9800.0,0.17,0.61,0.15,0.01,0.0,4900.0,5000.0,5000.0,4900.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-26,10000.0,10300.0,0.17,0.64,0.15,0.01,0.0,5150.0,5000.0,5000.0,5150.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-29,10000.0,10700.0,0.17,0.62,0.15,0.01,0.0,5350.0,5000.0,5000.0,5350.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-30,10000.0,10600.0,0.17,0.61,0.15,0.01,0.0,5300.0,5000.0,5000.0,5300.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-05-31,10000.0,11050.0,0.17,0.6,0.15,0.01,0.0,5525.0,5000.0,5000.0,5525.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-01,10000.0,10850.0,0.17,0.55,0.15,0.01,0.0,5425.0,5000.0,5000.0,5425.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-02,10000.0,11800.0,0.17,0.52,0.15,0.01,0.0,5900.0,5000.0,5000.0,5900.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-05,10000.0,13350.0,0.17,0.48,0.15,0.01,0.0,6675.0,5000.0,5000.0,6675.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-06,10000.0,13950.0,0.17,0.41,0.15,0.01,0.0,6975.0,5000.0,5000.0,6975.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-07,10000.0,12550.0,0.17,0.34,0.15,0.01,0.0,6275.0,5000.0,5000.0,6275.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-08,10000.0,12750.0,0.17,0.31,0.15,0.01,0.0,6375.0,5000.0,5000.0,6375.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-09,10000.0,12750.0,0.17,0.28,0.15,0.01,0.0,6375.0,5000.0,5000.0,6375.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-12,10000.0,12000.0,0.17,0.28,0.15,0.01,0.0,6000.0,5000.0,5000.0,6000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-13,10000.0,11700.0,0.17,0.27,0.15,0.01,0.0,5850.0,5000.0,5000.0,5850.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-14,10000.0,12200.0,0.17,0.28,0.15,0.01,0.0,6100.0,5000.0,5000.0,6100.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-15,10000.0,13400.0,0.17,0.26,0.15,0.01,0.0,6700.0,5000.0,5000.0,6700.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-16,10000.0,13250.0,0.17,0.24,0.15,0.01,0.0,6625.0,5000.0,5000.0,6625.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-19,10000.0,14350.0,0.17,0.23,0.15,0.01,0.0,7175.0,5000.0,5000.0,7175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-20,10000.0,16150.0,0.17,0.23,0.15,0.01,0.0,8075.0,5000.0,5000.0,8075.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-21,10000.0,15700.0,0.17,0.21,0.15,0.02,0.0,7850.0,5000.0,5000.0,7850.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-22,10000.0,15000.0,0.17,0.21,0.15,0.02,0.0,7500.0,5000.0,5000.0,7500.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-23,10000.0,14900.0,0.17,0.2,0.15,0.02,0.0,7450.0,5000.0,5000.0,7450.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-26,10000.0,15100.0,0.17,0.2,0.15,0.01,0.0,7550.0,5000.0,5000.0,7550.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-27,10000.0,16200.0,0.17,0.2,0.15,0.02,0.0,8100.0,5000.0,5000.0,8100.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-28,10000.0,16350.0,0.17,0.19,0.15,0.02,0.0,8175.0,5000.0,5000.0,8175.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-29,10000.0,16000.0,0.17,0.19,0.15,0.02,0.0,8000.0,5000.0,5000.0,8000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-06-30,10000.0,16000.0,0.17,0.19,0.15,0.02,0.0,8000.0,5000.0,5000.0,8000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-03,10000.0,15050.0,0.17,0.19,0.15,0.02,0.0,7525.0,5000.0,5000.0,7525.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-04,10000.0,14400.0,0.17,0.18,0.15,0.02,0.0,7200.0,5000.0,5000.0,7200.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-05,10000.0,13200.0,0.17,0.19,0.15,0.01,0.0,6600.0,5000.0,5000.0,6600.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-06,10000.0,12000.0,0.17,0.19,0.15,0.01,0.0,6000.0,5000.0,5000.0,6000.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-07,10000.0,11900.0,0.17,0.18,0.15,0.01,0.0,5950.0,5000.0,5000.0,5950.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-10,10000.0,11850.0,0.17,0.17,0.15,0.01,0.0,5925.0,5000.0,5000.0,5925.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-11,10000.0,11450.0,0.17,0.17,0.15,0.01,0.0,5725.0,5000.0,5000.0,5725.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-12,10000.0,11800.0,0.17,0.17,0.15,0.01,0.0,5900.0,5000.0,5000.0,5900.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-13,10000.0,11900.0,0.17,0.17,0.15,0.01,0.0,5950.0,5000.0,5000.0,5950.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-14,10000.0,11800.0,0.17,0.17,0.15,0.01,0.0,5900.0,5000.0,5000.0,5900.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-17,10000.0,11850.0,0.17,0.17,0.15,0.01,0.0,5925.0,5000.0,5000.0,5925.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-18,10000.0,11700.0,0.17,0.18,0.15,0.01,0.0,5850.0,5000.0,5000.0,5850.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-19,10000.0,10700.0,0.17,0.2,0.15,0.01,0.0,5350.0,5000.0,5000.0,5350.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-20,10000.0,12150.0,0.17,0.21,0.15,0.01,0.0,6075.0,5000.0,5000.0,6075.0,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,5000.0,,,,,5000.0,0.0,0.01,0.0,0.0,5000.0,5775.0,0.01,0.0,,0.0,,0.0
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,5000.0,6000.0,0.01,0.0,,0.0,,0.0
2024-04-09,3120.0,1996.8,0.05,0.44,0.05,0.0,0.0,998.4,1560.0,1560.0,998.4,,,1560.0,,,,,,0.0,1560.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-10,3120.0,1953.12,0.05,0.44,0.05,0.0,0.0,976.56,1560.0,1560.0,976.56,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-11,3120.0,1965.6,0.05,0.43,0.05,0.0,0.0,982.8,1560.0,1560.0,982.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-12,3120.0,1896.96,0.05,0.44,0.05,0.0,0.0,948.48,1560.0,1560.0,948.48,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-15,3120.0,1903.2,0.05,0.42,0.05,0.0,0.0,951.6,1560.0,1560.0,951.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-16,3120.0,1709.76,0.05,0.4,0.05,0.0,0.0,854.88,1560.0,1560.0,854.88,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-17,3120.0,1790.88,0.05,0.38,0.05,0.0,0.0,895.44,1560.0,1560.0,895.44,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-18,3120.0,1853.28,0.05,0.37,0.05,0.0,0.0,926.64,1560.0,1560.0,926.64,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-19,3120.0,1840.8,0.05,0.36,0.05,0.0,0.0,920.4,1560.0,1560.0,920.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-22,3120.0,1765.92,0.05,0.36,0.05,0.0,0.0,882.96,1560.0,1560.0,882.96,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-23,3120.0,1753.44,0.05,0.34,0.05,0.0,0.0,876.72,1560.0,1560.0,876.72,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-24,3120.0,1840.8,0.05,0.31,0.05,0.0,0.0,920.4,1560.0,1560.0,920.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-25,3120.0,1753.44,0.05,0.3,0.05,0.0,0.0,876.72,1560.0,1560.0,876.72,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-26,3120.0,1684.8,0.05,0.29,0.05,0.0,0.0,842.4,1560.0,1560.0,842.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-29,3120.0,1803.36,0.05,0.29,0.05,0.0,0.0,901.68,1560.0,1560.0,901.68,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-04-30,3120.0,1647.36,0.05,0.28,0.05,0.0,0.0,823.68,1560.0,1560.0,823.68,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-05-01,3120.0,1647.36,0.05,0.28,0.05,0.0,0.0,823.68,1560.0,1560.0,823.68,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-05-02,3120.0,1622.4,0.05,0.28,0.05,0.0,0.0,811.2,1560.0,1560.0,811.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-05-03,3120.0,2065.44,0.05,0.27,0.05,0.0,0.0,1032.72,1560.0,1560.0,1032.72,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-05-06,3120.0,1965.6,0.05,0.19,0.05,0.0,0.0,982.8,1560.0,1560.0,982.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-05-07,3120.0,2146.56,0.05,0.13,0.05,0.0,0.0,1073.28,1560.0,1560.0,1073.28,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3500.0,2275.0,0.0,0.0,,0.0,,0.0
2024-06-13,1808.0,1139.04,0.03,0.08,0.03,0.0,0.0,569.52,904.0,904.0,569.52,,,904.0,,,,,,0.0,904.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-14,1808.0,1048.64,0.03,0.08,0.03,0.0,0.0,524.32,904.0,904.0,524.32,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-17,1808.0,994.4,0.03,0.1,0.03,0.0,0.0,497.2,904.0,904.0,497.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-18,1808.0,1026.94,0.03,0.19,0.03,0.0,0.0,513.47,904.0,904.0,513.47,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-19,1808.0,979.94,0.03,0.21,0.03,0.0,0.0,489.97,904.0,904.0,489.97,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-20,1808.0,961.86,0.03,0.22,0.03,0.0,0.0,480.93,904.0,904.0,480.93,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-06-21,1808.0,958.24,0.03,0.25,0.03,0.0,0.0,479.12,904.0,904.0,479.12,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-07-24,896.0,525.06,0.02,0.16,0.01,0.0,0.0,262.53,448.0,448.0,262.53,,,448.0,,,,,,0.0,448.0,,0.0,,100.0,24.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.4978
2024-07-25,896.0,517.89,0.02,0.15,0.01,0.0,0.0,258.94,448.0,448.0,258.94,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-07-26,896.0,553.73,0.02,0.14,0.01,0.0,0.0,276.86,448.0,448.0,276.86,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-07-29,896.0,577.02,0.02,0.12,0.01,0.0,0.0,288.51,448.0,448.0,288.51,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-07-30,896.0,571.65,0.02,0.12,0.01,0.0,0.0,285.82,448.0,448.0,285.82,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-07-31,448.0,285.82,0.01,0.06,0.01,0.0,0.0,0.0,448.0,0.0,285.82,,,,,,,,,,,448.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,610.2,0.0,0.0,,0.0,,0.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,592.2,0.0,0.0,,0.0,,0.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,581.4,0.0,0.0,,0.0,,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,579.6,0.0,0.0,,0.0,,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,576.0,0.0,0.0,,0.0,,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,572.4,0.0,0.0,,0.0,,0.0
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,576.0,0.0,0.0,,0.0,,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,576.0,0.0,0.0,,0.0,,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,576.0,0.0,0.0,,0.0,,0.0
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,900.0,585.0,0.0,0.0,,0.0,,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4500.0,3096.0,0.0,0.0,,0.0,,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4500.0,3717.0,0.0,0.0,,0.0,,0.0
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4100.0,3214.4,0.0,0.0,,0.0,,0.0
2024-10-11,9200.0,6752.8,0.16,0.21,0.14,0.01,0.0,3376.4,4600.0,4600.0,3376.4,,,4600.0,,,,,,0.0,4600.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-14,9200.0,7139.2,0.16,0.2,0.14,0.01,0.0,3569.6,4600.0,4600.0,3569.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-15,9200.0,7176.0,0.16,0.2,0.14,0.01,0.0,3588.0,4600.0,4600.0,3588.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-16,9200.0,7433.6,0.16,0.19,0.14,0.01,0.0,3716.8,4600.0,4600.0,3716.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-17,9200.0,8096.0,0.16,0.19,0.14,0.01,0.0,4048.0,4600.0,4600.0,4048.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-18,9200.0,8206.4,0.16,0.18,0.14,0.01,0.0,4103.2,4600.0,4600.0,4103.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-21,9200.0,8408.8,0.16,0.18,0.14,0.01,0.0,4204.4,4600.0,4600.0,4204.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-22,9200.0,8280.0,0.16,0.18,0.14,0.01,0.0,4140.0,4600.0,4600.0,4140.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-23,9200.0,7985.6,0.16,0.18,0.14,0.01,0.0,3992.8,4600.0,4600.0,3992.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-24,9200.0,7985.6,0.16,0.17,0.14,0.01,0.0,3992.8,4600.0,4600.0,3992.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-25,9200.0,7985.6,0.16,0.17,0.14,0.01,0.0,3992.8,4600.0,4600.0,3992.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-28,9200.0,7948.8,0.16,0.17,0.14,0.01,0.0,3974.4,4600.0,4600.0,3974.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-29,9200.0,7985.6,0.16,0.17,0.14,0.01,0.0,3992.8,4600.0,4600.0,3992.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-30,9200.0,7948.8,0.16,0.17,0.14,0.01,0.0,3974.4,4600.0,4600.0,3974.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-10-31,9200.0,7912.0,0.16,0.18,0.14,0.01,0.0,3956.0,4600.0,4600.0,3956.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-01,9200.0,7875.2,0.16,0.18,0.14,0.01,0.0,3937.6,4600.0,4600.0,3937.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-04,9200.0,8022.4,0.16,0.18,0.14,0.01,0.0,4011.2,4600.0,4600.0,4011.2,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-05,9200.0,8188.0,0.16,0.18,0.14,0.01,0.0,4094.0,4600.0,4600.0,4094.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-06,9200.0,8224.8,0.16,0.18,0.14,0.01,0.0,4112.4,4600.0,4600.0,4112.4,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-07,9200.0,8280.0,0.16,0.18,0.14,0.01,0.0,4140.0,4600.0,4600.0,4140.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-08,9200.0,8188.0,0.16,0.18,0.14,0.01,0.0,4094.0,4600.0,4600.0,4094.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-11,9200.0,8280.0,0.16,0.18,0.14,0.01,0.0,4140.0,4600.0,4600.0,4140.0,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-12,9200.0,8261.6,0.16,0.18,0.14,0.01,0.0,4130.8,4600.0,4600.0,4130.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-13,9200.0,8077.6,0.16,0.19,0.14,0.01,0.0,4038.8,4600.0,4600.0,4038.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-14,9200.0,7985.6,0.16,0.2,0.14,0.01,0.0,3992.8,4600.0,4600.0,3992.8,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2024-11-15,9200.0,7967.2,0.16,0.2,0.14,0.01,0.0,3983.6,4600.0,4600.0,3983.6,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
