,ALTRI FP Equity_DX_SI_QTY,ALTRI FP Equity_DX_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTRI FP Equity_DX_SI_MV,ALTRI FP Equity_DX_DSS,ALTRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SUPPLY_SI_QTY,ALTRI FP Equity_DX_BROKER_SI_QTY,ALTRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTRI FP Equity_DX_BROKER_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV_DEC,ALTRI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTRI FP Equity_DX_BROKER_SI_MV_ADD,ALTRI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTRI FP Equity_DX_BROKER_SI_CON_RATIO,ALTRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-12-24,5000.0,86585.65,0.7,4.52,0.13,0.13,,86585.65,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-25,5000.0,86585.65,0.7,4.12,0.13,0.13,,86585.65,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-26,5000.0,86585.65,0.7,4.12,0.13,0.13,,86585.65,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-27,5000.0,90512.66,0.7,4.12,0.13,0.13,,90512.66,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-28,5000.0,90368.99,0.7,4.0,0.13,0.13,,90368.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-12-31,5000.0,99611.81,0.7,4.0,0.13,0.13,,99611.81,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-01,5000.0,99611.81,0.7,3.92,0.13,0.13,,99611.81,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-02,5000.0,99132.91,0.7,3.92,0.13,0.13,,99132.91,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-03,5000.0,99085.02,0.7,4.01,0.13,0.13,,99085.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-04,5000.0,99085.02,0.7,4.09,0.13,0.13,,99085.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-07,5000.0,92667.72,0.7,4.09,0.13,0.13,,92667.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-08,5000.0,92667.72,0.7,4.72,0.13,0.13,,92667.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-09,5000.0,94343.88,0.7,4.72,0.13,0.13,,94343.88,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-10,5000.0,88597.05,0.7,4.71,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-11,5000.0,91949.37,0.7,4.7,0.13,0.13,,91949.37,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-14,5000.0,90991.56,0.7,4.78,0.13,0.13,,90991.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-15,5000.0,84765.82,0.7,4.79,0.13,0.13,,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-16,5000.0,84047.47,0.7,4.78,0.13,0.13,,84047.47,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-17,5000.0,84047.47,0.7,4.7,0.13,0.13,,84047.47,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-18,5000.0,82371.31,0.7,4.9,0.13,0.13,,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-21,5000.0,79018.99,0.7,5.34,0.13,0.13,,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-22,5000.0,79497.89,0.7,5.36,0.13,0.13,,79497.89,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-23,5000.0,76624.47,0.7,5.29,0.13,0.13,,76624.47,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-24,5000.0,77151.27,0.7,5.29,0.13,0.13,,77151.27,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-25,5000.0,75427.21,0.7,5.27,0.13,0.13,,75427.21,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-28,5000.0,74229.96,0.7,5.24,0.13,0.13,,74229.96,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-29,5000.0,74229.96,0.7,5.33,0.13,0.13,,74229.96,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-01-30,5000.0,74229.96,0.7,5.4,0.13,0.13,,74229.96,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-07,7000.0,90512.66,0.98,12.15,0.19,0.1,,90512.66,0.0,7000.0,0.0,7000.0,,,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-08,7000.0,90512.66,0.98,12.08,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-09,7000.0,90445.61,0.98,12.2,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-10,7000.0,90445.61,0.98,12.35,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-11,7000.0,90445.61,0.98,12.35,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-14,7000.0,90445.61,0.98,15.59,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-15,7000.0,87160.34,0.98,19.86,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-16,7000.0,87160.34,0.98,19.98,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-17,7000.0,87093.29,0.98,19.9,0.19,0.1,,87093.29,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-18,7000.0,90177.43,0.98,20.47,0.19,0.1,,90177.43,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-21,7000.0,90110.38,0.98,21.32,0.19,0.1,,90110.38,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-22,7000.0,90512.66,0.98,19.96,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-23,7000.0,92188.82,0.98,11.86,0.19,0.1,,92188.82,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-24,7000.0,92188.82,0.98,18.88,0.19,0.1,,92188.82,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-25,7000.0,93864.98,0.98,20.85,0.19,0.1,,93864.98,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-28,7000.0,93864.98,0.98,20.15,0.19,0.1,,93864.98,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-29,7000.0,93864.98,0.98,20.26,0.19,0.1,,93864.98,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-30,7000.0,90512.66,0.98,19.49,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-07-31,7000.0,90110.38,0.98,18.84,0.19,0.1,,90110.38,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-01,7000.0,90043.33,0.98,18.51,0.19,0.1,,90043.33,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-04,7000.0,90043.33,0.98,18.4,0.19,0.1,,90043.33,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-05,7000.0,90110.38,0.98,18.43,0.19,0.1,,90110.38,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-06,7000.0,90445.61,0.98,18.56,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-07,7000.0,90445.61,0.98,16.98,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-08,7000.0,90445.61,0.98,16.98,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-11,7000.0,90445.61,0.98,17.55,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-12,7000.0,90512.66,0.98,17.59,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-13,7000.0,90512.66,0.98,16.55,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-14,7000.0,90512.66,0.98,4.62,0.19,0.1,,90512.66,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-15,7000.0,90445.61,0.98,4.58,0.19,0.1,,90445.61,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-18,7000.0,87160.34,0.98,4.58,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-19,7000.0,87160.34,0.98,4.1,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-20,7000.0,85886.46,0.98,4.1,0.19,0.1,,85886.46,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-21,7000.0,87160.34,0.98,4.09,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-22,7000.0,87160.34,0.98,4.06,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-25,7000.0,90177.43,0.98,4.05,0.19,0.1,,90177.43,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-26,7000.0,90110.38,0.98,3.99,0.19,0.1,,90110.38,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-27,7000.0,90110.38,0.98,4.0,0.19,0.1,,90110.38,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-28,7000.0,90177.43,0.98,4.0,0.19,0.1,,90177.43,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-08-29,7000.0,90043.33,0.98,3.99,0.19,0.1,,90043.33,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-01,7000.0,88836.5,0.98,3.99,0.19,0.1,,88836.5,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-02,7000.0,88769.45,0.98,4.06,0.19,0.1,,88769.45,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-03,7000.0,89775.15,0.98,4.76,0.19,0.1,,89775.15,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-04,7000.0,89775.15,0.98,4.76,0.19,0.1,,89775.15,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-05,7000.0,87160.34,0.98,4.76,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-08,7000.0,87160.34,0.98,4.78,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-09,7000.0,87830.8,0.98,4.77,0.19,0.1,,87830.8,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-10,7000.0,87830.8,0.98,4.82,0.19,0.1,,87830.8,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-11,7000.0,87830.8,0.98,4.86,0.19,0.1,,87830.8,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-12,7000.0,87830.8,0.98,4.88,0.19,0.1,,87830.8,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-15,7000.0,83808.02,0.98,4.89,0.19,0.1,,83808.02,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-16,7000.0,83137.55,0.98,4.89,0.19,0.1,,83137.55,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-17,7000.0,87160.34,0.98,4.87,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-18,7000.0,87160.34,0.98,4.97,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-19,7000.0,87160.34,0.98,4.97,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-22,7000.0,87160.34,0.98,4.95,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-23,7000.0,87160.34,0.98,4.95,0.19,0.1,,87160.34,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-24,7000.0,83740.97,0.98,5.04,0.19,0.1,,83740.97,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-25,7000.0,83740.97,0.98,13.43,0.19,0.1,,83740.97,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-26,7000.0,79114.77,0.98,13.72,0.19,0.1,,79114.77,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-29,7000.0,73751.05,0.98,12.96,0.19,0.1,,73751.05,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-09-30,7000.0,67046.41,0.98,18.66,0.19,0.1,,67046.41,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-01,7000.0,67046.41,0.98,15.58,0.19,0.1,,67046.41,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-02,7000.0,67046.41,0.98,15.66,0.19,0.1,,67046.41,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-03,7000.0,67046.41,0.98,15.91,0.19,0.1,,67046.41,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-06,7000.0,67113.46,0.98,14.61,0.19,0.1,,67113.46,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-07,7000.0,63761.14,0.98,15.32,0.19,0.07,,63761.14,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-08,7000.0,61682.7,0.98,14.79,0.19,0.07,,61682.7,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-09,7000.0,62889.54,0.98,14.48,0.19,0.07,,62889.54,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-10,7000.0,62286.12,0.98,14.41,0.19,0.07,,62286.12,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-13,7000.0,65705.48,0.98,13.91,0.19,0.07,,65705.48,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-14,7000.0,63694.09,0.98,13.73,0.19,0.07,,63694.09,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-15,7000.0,62286.12,0.98,13.46,0.19,0.07,,62286.12,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-16,7000.0,62219.07,0.98,13.0,0.19,0.07,,62219.07,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-17,7000.0,62152.02,0.98,13.02,0.19,0.07,,62152.02,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-20,7000.0,62152.02,0.98,13.18,0.19,0.07,,62152.02,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-21,7000.0,62152.02,0.98,13.18,0.19,0.07,,62152.02,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-22,7000.0,61682.7,0.98,13.1,0.19,0.07,,61682.7,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-23,7000.0,60341.77,0.98,13.07,0.19,0.07,,60341.77,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-24,7000.0,59671.31,0.98,12.68,0.19,0.07,,59671.31,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-27,7000.0,59604.26,0.98,12.55,0.19,0.07,,59604.26,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-28,7000.0,59537.21,0.98,12.59,0.19,0.07,,59537.21,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-29,7000.0,61615.65,0.98,12.69,0.19,0.07,,61615.65,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-30,7000.0,60945.19,0.98,12.8,0.19,0.07,,60945.19,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-10-31,7000.0,60542.91,0.98,12.8,0.19,0.07,,60542.91,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-03,7000.0,57659.92,0.98,12.89,0.19,0.07,,57659.92,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-04,7000.0,57659.92,0.98,10.8,0.19,0.07,,57659.92,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-05,7000.0,57592.87,0.98,5.79,0.19,0.07,,57592.87,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-06,7000.0,56922.4,0.98,7.16,0.19,0.07,,56922.4,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-07,7000.0,56922.4,0.98,7.16,0.19,0.07,,56922.4,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-10,7000.0,56922.4,0.98,7.39,0.19,0.07,,56922.4,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-11,7000.0,56922.4,0.98,7.56,0.19,0.07,,56922.4,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-12,7000.0,56989.45,0.98,8.22,0.19,0.07,,56989.45,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-13,7000.0,57190.59,0.98,8.08,0.19,0.07,,57190.59,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-14,7000.0,57056.5,0.98,7.9,0.19,0.07,,57056.5,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-17,7000.0,56989.45,0.98,8.31,0.19,0.07,,56989.45,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-18,7000.0,55648.52,0.98,8.31,0.19,0.07,,55648.52,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-19,7000.0,55648.52,0.98,8.44,0.19,0.07,,55648.52,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-20,7000.0,53503.04,0.98,8.41,0.19,0.07,,53503.04,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-21,7000.0,50687.09,0.98,7.97,0.19,0.07,,50687.09,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-24,7000.0,49949.58,0.98,7.87,0.19,0.07,,49949.58,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-25,7000.0,49815.48,0.98,7.79,0.19,0.07,,49815.48,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-26,7000.0,49748.44,0.98,7.82,0.19,0.07,,49748.44,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-27,7000.0,49547.3,0.98,7.98,0.19,0.07,,49547.3,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-11-28,7000.0,49413.21,0.98,7.98,0.19,0.07,,49413.21,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-12-01,7000.0,46597.26,0.98,7.99,0.19,0.07,,46597.26,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2008-12-02,7000.0,46597.26,0.98,7.68,0.19,0.07,,46597.26,0.0,7000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
