,ALTRI FP Equity_DX_SI_QTY,ALTRI FP Equity_DX_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTRI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTRI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTRI FP Equity_DX_SI_MV,ALTRI FP Equity_DX_DSS,ALTRI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTRI FP Equity_DX_SUPPLY_SI_QTY,ALTRI FP Equity_DX_BROKER_SI_QTY,ALTRI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTRI FP Equity_DX_BROKER_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV_DEC,ALTRI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTRI FP Equity_DX_BROKER_SI_MV_ADD,ALTRI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTRI FP Equity_DX_SUPPLY_SI_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_UTILIZATION_QUANTITY,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTRI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTRI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTRI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTRI FP Equity_DX_BROKER_SI_CON_RATIO,ALTRI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTRI FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-01-10,5000.0,124514.77,0.13,1.21,0.13,0.13,,124514.77,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-11,5000.0,126238.82,0.13,1.21,0.13,0.13,,126238.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-12,5000.0,125328.9,0.13,1.2,0.13,0.13,,125328.9,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-15,5000.0,124514.77,0.13,1.2,0.13,0.13,,124514.77,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-16,5000.0,122120.25,0.13,1.19,0.13,0.13,,122120.25,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-17,5000.0,123556.96,0.13,1.47,0.13,0.13,,123556.96,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-18,5000.0,121449.79,0.13,2.5,0.13,0.13,,121449.79,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-19,5000.0,124418.99,0.13,2.55,0.13,0.13,,124418.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-22,5000.0,126095.15,0.13,2.8,0.13,0.13,,126095.15,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-23,5000.0,126669.83,0.13,2.83,0.13,0.13,,126669.83,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-24,5000.0,127867.09,0.13,2.81,0.13,0.13,,127867.09,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-25,5000.0,128824.89,0.13,2.82,0.13,0.13,,128824.89,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-26,5000.0,130979.96,0.13,2.85,0.13,0.13,,130979.96,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-29,5000.0,130740.51,0.13,2.96,0.13,0.13,,130740.51,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-30,5000.0,129303.8,0.13,3.37,0.13,0.13,,129303.8,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-01-31,5000.0,129303.8,0.13,4.05,0.13,0.13,,129303.8,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-01,5000.0,129016.45,0.13,4.05,0.13,0.13,,129016.45,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-02,5000.0,129016.45,0.13,4.1,0.13,0.13,,129016.45,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-05,5000.0,119965.19,0.13,4.25,0.13,0.13,,119965.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-06,5000.0,117810.13,0.13,4.34,0.13,0.13,,117810.13,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-07,5000.0,118672.15,0.13,7.18,0.13,0.13,,118672.15,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-08,5000.0,116373.42,0.13,7.86,0.13,0.13,,116373.42,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-09,5000.0,116133.97,0.13,7.66,0.13,0.13,,116133.97,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-12,5000.0,117905.91,0.13,7.13,0.13,0.13,,117905.91,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-13,5000.0,118049.58,0.13,8.57,0.13,0.13,,118049.58,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-14,5000.0,116373.42,0.13,8.85,0.13,0.13,,116373.42,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-15,5000.0,119725.74,0.13,9.72,0.13,0.13,,119725.74,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-16,5000.0,102006.33,0.13,9.89,0.13,0.13,,102006.33,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-19,5000.0,100042.83,0.13,6.89,0.13,0.13,,100042.83,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-20,5000.0,96738.4,0.13,6.19,0.13,0.13,,96738.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-21,5000.0,96594.73,0.13,5.77,0.13,0.13,,96594.73,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-22,5000.0,98175.1,0.13,5.09,0.13,0.13,,98175.1,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-23,5000.0,96594.73,0.13,4.59,0.13,0.13,,96594.73,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-26,5000.0,97935.65,0.13,4.38,0.13,0.13,,97935.65,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-27,5000.0,94822.78,0.13,4.37,0.13,0.13,,94822.78,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-02-28,5000.0,91231.01,0.13,4.38,0.13,0.13,,91231.01,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-01,5000.0,90991.56,0.13,4.24,0.13,0.13,,90991.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-02,5000.0,94343.88,0.13,4.23,0.13,0.13,,94343.88,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-05,5000.0,89554.85,0.13,4.26,0.13,0.13,,89554.85,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-06,5000.0,90991.56,0.13,4.23,0.13,0.13,,90991.56,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-07,5000.0,89554.85,0.13,4.36,0.13,0.13,,89554.85,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-08,5000.0,93290.29,0.13,4.39,0.13,0.13,,93290.29,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-09,5000.0,93386.08,0.13,4.39,0.13,0.13,,93386.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-12,5000.0,93386.08,0.13,4.4,0.13,0.13,,93386.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-13,5000.0,92907.17,0.13,4.4,0.13,0.13,,92907.17,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-14,5000.0,88118.14,0.13,4.36,0.13,0.13,,88118.14,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-15,5000.0,92667.72,0.13,4.33,0.13,0.13,,92667.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-16,5000.0,91853.59,0.13,4.34,0.13,0.13,,91853.59,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-19,5000.0,90752.11,0.13,4.35,0.13,0.13,,90752.11,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-20,5000.0,87399.79,0.13,3.89,0.13,0.13,,87399.79,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-21,5000.0,89315.4,0.13,3.97,0.13,0.13,,89315.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-22,5000.0,88597.05,0.13,3.97,0.13,0.13,,88597.05,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-23,5000.0,88453.37,0.13,3.95,0.13,0.13,,88453.37,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-26,5000.0,88453.37,0.13,4.16,0.13,0.13,,88453.37,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-27,5000.0,86202.53,0.13,4.17,0.13,0.13,,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-28,5000.0,82371.31,0.13,4.16,0.13,0.13,,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-29,5000.0,81413.5,0.13,3.77,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-03-30,5000.0,83808.02,0.13,3.69,0.13,0.13,,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-02,5000.0,82131.86,0.13,4.16,0.13,0.13,,82131.86,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-03,5000.0,81413.5,0.13,4.48,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-04,5000.0,81413.5,0.13,4.55,0.13,0.13,,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-05,5000.0,81892.4,0.13,4.76,0.13,0.13,,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-06,5000.0,81892.4,0.13,5.16,0.13,0.13,,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-09,5000.0,81892.4,0.13,5.16,0.13,0.13,,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-10,5000.0,81652.95,0.13,5.16,0.13,0.13,,81652.95,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-11,5000.0,82562.87,0.13,5.58,0.13,0.13,,82562.87,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2007-04-12,5000.0,81892.4,0.13,5.51,0.13,0.13,0.0,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,183602.77,0.19,0.0,1.0,100.0,0.446
2007-04-13,5000.0,81892.4,0.13,5.19,0.13,0.13,0.0,81892.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,183602.77,0.19,0.0,1.0,100.0,0.446
2007-04-16,5000.0,82131.86,0.13,5.36,0.13,0.13,0.0,82131.86,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184139.62,0.19,0.0,1.0,100.0,0.446
2007-04-17,5000.0,82131.86,0.13,5.36,0.13,0.13,0.0,82131.86,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184139.62,0.19,0.0,1.0,100.0,0.446
2007-04-18,5000.0,82179.75,0.13,5.35,0.13,0.13,0.0,82179.75,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184246.99,0.19,0.0,1.0,100.0,0.446
2007-04-19,5000.0,82179.75,0.13,5.4,0.13,0.13,0.0,82179.75,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184246.99,0.19,0.0,1.0,100.0,0.446
2007-04-20,5000.0,80934.6,0.13,5.47,0.13,0.13,0.0,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,181455.37,0.19,0.0,1.0,100.0,0.446
2007-04-23,5000.0,79976.79,0.13,5.36,0.13,0.13,0.0,79976.79,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,179307.97,0.19,0.0,1.0,100.0,0.446
2007-04-24,5000.0,81413.5,0.13,5.31,0.13,0.13,0.0,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182529.07,0.19,0.0,1.0,100.0,0.446
2007-04-25,5000.0,81365.61,0.13,5.3,0.13,0.13,0.0,81365.61,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182421.7,0.19,0.0,1.0,100.0,0.446
2007-04-26,5000.0,80359.92,0.13,5.32,0.13,0.13,0.0,80359.92,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,180166.93,0.19,0.0,1.0,100.0,0.446
2007-04-27,5000.0,79018.99,0.13,5.26,0.13,0.13,0.0,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177160.57,0.19,0.0,1.0,100.0,0.446
2007-04-30,5000.0,81365.61,0.13,5.3,0.13,0.13,0.0,81365.61,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182421.7,0.19,0.0,1.0,100.0,0.446
2007-05-01,5000.0,81365.61,0.13,4.46,0.13,0.13,0.0,81365.61,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182421.7,0.19,0.0,1.0,100.0,0.446
2007-05-02,5000.0,79018.99,0.13,4.46,0.13,0.13,0.0,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177160.57,0.19,0.0,1.0,100.0,0.446
2007-05-03,5000.0,79018.99,0.13,4.24,0.13,0.13,0.0,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177160.57,0.19,0.0,1.0,100.0,0.446
2007-05-04,5000.0,78827.43,0.13,4.91,0.13,0.13,0.0,78827.43,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,176731.09,0.18,0.0,1.0,100.0,0.446
2007-05-07,5000.0,77390.72,0.13,5.02,0.13,0.13,0.0,77390.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,173509.99,0.18,0.0,1.0,100.0,0.446
2007-05-08,5000.0,79354.22,0.13,5.14,0.13,0.13,0.0,79354.22,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177912.16,0.19,0.0,1.0,100.0,0.446
2007-05-09,5000.0,79018.99,0.13,5.17,0.13,0.13,0.0,79018.99,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177160.57,0.19,0.0,1.0,100.0,0.446
2007-05-10,5000.0,79210.55,0.13,5.17,0.13,0.13,0.0,79210.55,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177590.05,0.19,0.0,1.0,100.0,0.446
2007-05-11,5000.0,79210.55,0.13,5.12,0.13,0.13,0.0,79210.55,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177590.05,0.19,0.0,1.0,100.0,0.446
2007-05-14,5000.0,77438.61,0.13,5.1,0.13,0.13,0.0,77438.61,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,173617.36,0.18,0.0,1.0,100.0,0.446
2007-05-15,5000.0,79066.88,0.13,5.87,0.13,0.13,0.0,79066.88,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177267.94,0.19,0.0,1.0,100.0,0.446
2007-05-16,5000.0,78540.08,0.13,6.05,0.13,0.13,0.0,78540.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,176086.87,0.18,0.0,1.0,100.0,0.446
2007-05-17,5000.0,78587.97,0.13,6.72,0.13,0.13,0.0,78587.97,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,176194.24,0.18,0.0,1.0,100.0,0.446
2007-05-18,5000.0,78540.08,0.13,6.79,0.13,0.13,0.0,78540.08,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,176086.87,0.18,0.0,1.0,100.0,0.446
2007-05-21,5000.0,77390.72,0.13,7.37,0.13,0.13,0.0,77390.72,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,173509.99,0.18,0.0,1.0,100.0,0.446
2007-05-22,5000.0,78061.18,0.13,8.29,0.13,0.13,0.0,78061.18,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,175013.17,0.18,0.0,1.0,100.0,0.446
2007-05-23,5000.0,78827.43,0.13,8.42,0.13,0.13,0.0,78827.43,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,176731.09,0.18,0.0,1.0,100.0,0.446
2007-05-24,5000.0,77965.4,0.13,8.4,0.13,0.13,0.0,77965.4,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,174798.43,0.18,0.0,1.0,100.0,0.446
2007-05-25,5000.0,78492.19,0.13,8.02,0.13,0.13,0.0,78492.19,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,175979.5,0.18,0.0,1.0,100.0,0.446
2007-05-28,5000.0,80216.24,0.13,8.5,0.13,0.13,0.0,80216.24,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,179844.82,0.19,0.0,1.0,100.0,0.446
2007-05-29,5000.0,80216.24,0.13,8.3,0.13,0.13,0.0,80216.24,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,179844.82,0.19,0.0,1.0,100.0,0.446
2007-05-30,5000.0,82371.31,0.13,8.39,0.13,0.13,0.0,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184676.47,0.19,0.0,1.0,100.0,0.446
2007-05-31,5000.0,83808.02,0.13,8.22,0.13,0.13,0.0,83808.02,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,187897.57,0.2,0.0,1.0,100.0,0.446
2007-06-01,5000.0,82371.31,0.13,6.51,0.13,0.13,0.0,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184676.47,0.19,0.0,1.0,100.0,0.446
2007-06-04,5000.0,82371.31,0.13,6.5,0.13,0.13,0.0,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184676.47,0.19,0.0,1.0,100.0,0.446
2007-06-05,5000.0,82371.31,0.13,6.73,0.13,0.13,0.0,82371.31,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,184676.47,0.19,0.0,1.0,100.0,0.446
2007-06-06,5000.0,86202.53,0.13,6.86,0.13,0.13,0.0,86202.53,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,193266.07,0.19,0.0,1.0,100.0,0.446
2007-06-07,5000.0,84765.82,0.13,6.82,0.13,0.13,0.0,84765.82,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,190044.97,0.2,0.0,1.0,100.0,0.446
2007-06-08,5000.0,83520.67,0.13,6.76,0.13,0.13,0.0,83520.67,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,187253.35,0.2,0.0,1.0,100.0,0.446
2007-06-11,5000.0,83520.67,0.13,6.86,0.13,0.13,0.0,83520.67,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,187253.35,0.2,0.0,1.0,100.0,0.446
2007-06-12,5000.0,81413.5,0.13,6.95,0.13,0.13,0.0,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182529.07,0.2,0.0,1.0,100.0,0.446
2007-06-13,5000.0,81413.5,0.13,8.69,0.13,0.13,0.0,81413.5,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,182529.07,0.19,0.0,1.0,100.0,0.446
2007-06-14,5000.0,80120.46,0.13,9.66,0.13,0.13,0.0,80120.46,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,179630.08,0.19,0.0,1.0,100.0,0.446
2007-06-15,5000.0,80934.6,0.13,9.6,0.13,0.13,0.0,80934.6,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,181455.37,0.19,0.0,1.0,100.0,0.446
2007-06-18,5000.0,79210.55,0.13,9.65,0.13,0.13,0.0,79210.55,0.0,5000.0,0.0,,,,,,0.0,0.0,0.0,11210.0,177590.05,0.19,0.0,1.0,100.0,0.446
