,BLEE FP Equity_PX_LAST
2004-09-15,350.0
2004-09-17,350.0
2004-09-27,361.0
2004-09-28,361.0
2004-09-29,363.0
2004-10-20,340.1
2004-10-22,369.0
2004-10-26,380.0
2004-11-02,370.0
2004-11-03,370.0
2004-11-04,379.8
2004-11-05,420.0
2004-11-09,381.0
2004-11-17,381.0
2004-11-24,357.1
2004-11-25,358.2
2004-12-01,360.2
2004-12-02,396.0
2004-12-03,390.0
2004-12-06,395.9
2004-12-07,414.0
2004-12-08,409.0
2004-12-09,410.0
2004-12-10,400.0
2004-12-13,405.0
2004-12-14,400.0
2004-12-15,403.0
2004-12-16,404.0
2004-12-17,404.0
2004-12-20,410.0
2004-12-21,414.0
2004-12-22,413.0
2004-12-27,414.0
2004-12-29,414.0
2005-01-03,450.0
2005-01-04,411.0
2005-01-18,380.3
2005-01-20,380.6
2005-02-04,373.0
2005-02-07,383.6
2005-03-01,413.7
2005-03-21,384.8
2005-04-08,395.0
2005-04-11,372.2
2005-04-26,372.0
2005-04-27,372.0
2005-04-29,372.1
2005-05-13,381.5
2005-05-30,375.0
2005-06-01,375.0
2005-06-16,375.0
2005-06-23,400.0
2005-06-24,400.0
2005-07-11,435.0
2005-07-21,385.6
2005-07-22,404.0
2005-09-12,381.1
2005-09-14,380.5
2005-09-22,382.1
2005-10-05,380.0
2005-10-17,385.0
2005-11-09,371.0
2005-11-10,356.0
2005-11-22,418.9
2005-11-24,398.4
2005-12-19,396.0
2006-01-10,394.4
2006-01-18,320.0
2006-01-19,352.0
2006-01-20,388.8
2006-01-23,386.9
2006-02-10,360.5
2006-02-21,394.5
2006-03-21,389.9
2006-03-28,366.0
2006-04-20,384.0
2006-04-21,385.0
2006-05-15,352.6
2006-12-22,440.1
2006-12-27,436.5
2006-12-28,437.1
2006-12-29,440.1
2007-01-02,445.1
2007-01-03,436.1
2007-01-04,443.0
2007-01-08,435.3
2007-01-10,440.0
2007-01-11,439.0
2007-01-12,442.0
2007-01-15,438.0
2007-01-16,443.0
2007-01-17,445.0
2007-01-18,446.0
2007-01-23,441.0
2007-01-24,485.0
2007-01-26,471.5
2007-01-30,471.2
