,MLCFM FP Equity_DX_SI_QTY,MLCFM FP Equity_DX_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCFM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCFM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCFM FP Equity_DX_SI_MV,MLCFM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCFM FP Equity_DX_SUPPLY_SI_QTY,MLCFM FP Equity_DX_BROKER_SI_QTY,MLCFM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCFM FP Equity_DX_SUPPLY_SI_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_UTILIZATION_QUANTITY,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCFM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCFM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCFM FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCFM FP Equity_DX_BROKER_SI_CON_RATIO,MLCFM FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCFM FP Equity_PX_LAST
1992-10-21,,,,,,,,,,,,,,,,,,,,147.266
1992-11-10,,,,,,,,,,,,,,,,,,,,139.948
1992-11-13,,,,,,,,,,,,,,,,,,,,146.808
1992-11-18,,,,,,,,,,,,,,,,,,,,146.351
1992-11-20,,,,,,,,,,,,,,,,,,,,146.351
1992-12-01,,,,,,,,,,,,,,,,,,,,146.351
1992-12-10,,,,,,,,,,,,,,,,,,,,146.351
1992-12-17,,,,,,,,,,,,,,,,,,,,146.808
1993-01-14,,,,,,,,,,,,,,,,,,,,146.351
1993-01-20,,,,,,,,,,,,,,,,,,,,146.351
1993-01-21,,,,,,,,,,,,,,,,,,,,146.351
1993-02-04,,,,,,,,,,,,,,,,,,,,146.351
1993-02-12,,,,,,,,,,,,,,,,,,,,146.351
1993-03-25,,,,,,,,,,,,,,,,,,,,146.351
1993-03-26,,,,,,,,,,,,,,,,,,,,146.351
1993-03-31,,,,,,,,,,,,,,,,,,,,146.351
1993-04-01,,,,,,,,,,,,,,,,,,,,146.351
1993-04-16,,,,,,,,,,,,,,,,,,,,146.351
1993-04-20,,,,,,,,,,,,,,,,,,,,146.351
1993-04-29,,,,,,,,,,,,,,,,,,,,146.046
1993-05-18,,,,,,,,,,,,,,,,,,,,146.351
1993-06-01,,,,,,,,,,,,,,,,,,,,146.351
1993-06-15,,,,,,,,,,,,,,,,,,,,146.351
1993-06-16,,,,,,,,,,,,,,,,,,,,146.351
1993-06-25,,,,,,,,,,,,,,,,,,,,147.113
1993-07-07,,,,,,,,,,,,,,,,,,,,143.302
1993-07-19,,,,,,,,,,,,,,,,,,,,143.302
1993-07-21,,,,,,,,,,,,,,,,,,,,143.302
1993-08-11,,,,,,,,,,,,,,,,,,,,143.302
1993-08-19,,,,,,,,,,,,,,,,,,,,157.632
1993-08-23,,,,,,,,,,,,,,,,,,,,173.335
1993-08-24,,,,,,,,,,,,,,,,,,,,182.939
1993-08-27,,,,,,,,,,,,,,,,,,,,181.719
1993-08-31,,,,,,,,,,,,,,,,,,,,175.316
1993-09-15,,,,,,,,,,,,,,,,,,,,157.785
1993-09-16,,,,,,,,,,,,,,,,,,,,155.498
1993-09-30,,,,,,,,,,,,,,,,,,,,149.4
1993-10-01,,,,,,,,,,,,,,,,,,,,144.827
1993-10-04,,,,,,,,,,,,,,,,,,,,144.827
1993-10-05,,,,,,,,,,,,,,,,,,,,144.827
1993-10-06,,,,,,,,,,,,,,,,,,,,146.351
1993-10-07,,,,,,,,,,,,,,,,,,,,146.351
1993-10-08,,,,,,,,,,,,,,,,,,,,147.876
1993-10-12,,,,,,,,,,,,,,,,,,,,147.113
1993-10-13,,,,,,,,,,,,,,,,,,,,146.351
1993-10-14,,,,,,,,,,,,,,,,,,,,146.351
1993-10-15,,,,,,,,,,,,,,,,,,,,146.656
1993-10-19,,,,,,,,,,,,,,,,,,,,146.351
1993-10-21,,,,,,,,,,,,,,,,,,,,147.113
1993-10-22,,,,,,,,,,,,,,,,,,,,146.656
1993-10-28,,,,,,,,,,,,,,,,,,,,150.925
1993-11-04,,,,,,,,,,,,,,,,,,,,146.351
1993-11-12,,,,,,,,,,,,,,,,,,,,160.986
1993-11-15,,,,,,,,,,,,,,,,,,,,152.449
1993-11-29,,,,,,,,,,,,,,,,,,,,152.449
1993-11-30,,,,,,,,,,,,,,,,,,,,148.79
1993-12-08,,,,,,,,,,,,,,,,,,,,149.4
1993-12-09,,,,,,,,,,,,,,,,,,,,134.612
1993-12-10,,,,,,,,,,,,,,,,,,,,146.351
1993-12-13,,,,,,,,,,,,,,,,,,,,149.4
1993-12-27,,,,,,,,,,,,,,,,,,,,164.34
1993-12-28,,,,,,,,,,,,,,,,,,,,164.34
1994-01-03,,,,,,,,,,,,,,,,,,,,180.652
1994-01-04,,,,,,,,,,,,,,,,,,,,198.641
1994-01-05,,,,,,,,,,,,,,,,,,,,218.459
1994-01-06,,,,,,,,,,,,,,,,,,,,240.26
1994-01-10,,,,,,,,,,,,,,,,,,,,237.363
1994-01-11,,,,,,,,,,,,,,,,,,,,213.734
1994-01-12,,,,,,,,,,,,,,,,,,,,198.641
1994-01-20,,,,,,,,,,,,,,,,,,,,176.841
1994-01-21,,,,,,,,,,,,,,,,,,,,194.525
1994-01-24,,,,,,,,,,,,,,,,,,,,175.164
1994-01-25,,,,,,,,,,,,,,,,,,,,167.694
1994-02-02,,,,,,,,,,,,,,,,,,,,167.694
1994-03-18,,,,,,,,,,,,,,,,,,,,167.694
1994-03-21,,,,,,,,,,,,,,,,,,,,184.463
1994-03-22,,,,,,,,,,,,,,,,,,,,202.91
1994-03-23,,,,,,,,,,,,,,,,,,,,182.634
1994-03-24,,,,,,,,,,,,,,,,,,,,164.492
1994-03-25,,,,,,,,,,,,,,,,,,,,152.449
1994-04-20,,,,,,,,,,,,,,,,,,,,152.601
1994-04-21,,,,,,,,,,,,,,,,,,,,150.162
1994-04-22,,,,,,,,,,,,,,,,,,,,135.222
1994-04-25,,,,,,,,,,,,,,,,,,,,148.638
1994-04-26,,,,,,,,,,,,,,,,,,,,150.162
1994-04-27,,,,,,,,,,,,,,,,,,,,149.4
1994-04-28,,,,,,,,,,,,,,,,,,,,160.224
1994-04-29,,,,,,,,,,,,,,,,,,,,156.26
1994-05-02,,,,,,,,,,,,,,,,,,,,153.974
1994-05-03,,,,,,,,,,,,,,,,,,,,154.278
1994-05-04,,,,,,,,,,,,,,,,,,,,154.126
1994-05-06,,,,,,,,,,,,,,,,,,,,154.126
1994-05-13,,,,,,,,,,,,,,,,,,,,155.498
1994-05-17,,,,,,,,,,,,,,,,,,,,155.193
1994-05-30,,,,,,,,,,,,,,,,,,,,161.139
1994-05-31,,,,,,,,,,,,,,,,,,,,161.139
1994-06-07,,,,,,,,,,,,,,,,,,,,164.645
1994-06-10,,,,,,,,,,,,,,,,,,,,165.712
1994-06-13,,,,,,,,,,,,,,,,,,,,165.712
1994-06-14,,,,,,,,,,,,,,,,,,,,168.456
1994-06-17,,,,,,,,,,,,,,,,,,,,168.456
1994-06-21,,,,,,,,,,,,,,,,,,,,168.456
1994-06-24,,,,,,,,,,,,,,,,,,,,155.65
1994-06-27,,,,,,,,,,,,,,,,,,,,155.955
1994-07-07,,,,,,,,,,,,,,,,,,,,171.505
1994-07-08,,,,,,,,,,,,,,,,,,,,168.456
1994-07-20,,,,,,,,,,,,,,,,,,,,185.226
1994-07-21,,,,,,,,,,,,,,,,,,,,203.672
1994-07-26,,,,,,,,,,,,,,,,,,,,183.396
1994-08-03,,,,,,,,,,,,,,,,,,,,165.102
1994-08-04,,,,,,,,,,,,,,,,,,,,181.567
1994-08-05,,,,,,,,,,,,,,,,,,,,190.561
1994-08-09,,,,,,,,,,,,,,,,,,,,190.561
1994-08-10,,,,,,,,,,,,,,,,,,,,198.031
1994-08-16,,,,,,,,,,,,,,,,,,,,178.365
1994-08-17,,,,,,,,,,,,,,,,,,,,163.12
1994-08-30,,,,,,,,,,,,,,,,,,,,152.449
1994-09-20,,,,,,,,,,,,,,,,,,,,152.449
1994-10-17,,,,,,,,,,,,,,,,,,,,152.754
1994-10-26,,,,,,,,,,,,,,,,,,,,152.754
1994-11-04,,,,,,,,,,,,,,,,,,,,152.449
1994-11-23,,,,,,,,,,,,,,,,,,,,167.694
1994-11-24,,,,,,,,,,,,,,,,,,,,152.754
1994-11-30,,,,,,,,,,,,,,,,,,,,152.449
1994-12-02,,,,,,,,,,,,,,,,,,,,152.449
1994-12-26,,,,,,,,,,,,,,,,,,,,165.407
1994-12-29,,,,,,,,,,,,,,,,,,,,167.846
1994-12-30,,,,,,,,,,,,,,,,,,,,166.169
1995-01-04,,,,,,,,,,,,,,,,,,,,182.786
1995-01-06,,,,,,,,,,,,,,,,,,,,167.694
1995-01-11,,,,,,,,,,,,,,,,,,,,182.177
1995-01-17,,,,,,,,,,,,,,,,,,,,183.091
1995-01-18,,,,,,,,,,,,,,,,,,,,189.647
1995-01-20,,,,,,,,,,,,,,,,,,,,170.743
1995-02-10,,,,,,,,,,,,,,,,,,,,167.694
1995-02-17,,,,,,,,,,,,,,,,,,,,179.89
1995-03-01,,,,,,,,,,,,,,,,,,,,167.694
1995-03-21,,,,,,,,,,,,,,,,,,,,164.645
1995-03-30,,,,,,,,,,,,,,,,,,,,181.109
1995-03-31,,,,,,,,,,,,,,,,,,,,164.645
1995-04-06,,,,,,,,,,,,,,,,,,,,180.652
1995-04-11,,,,,,,,,,,,,,,,,,,,198.641
1995-04-12,,,,,,,,,,,,,,,,,,,,178.823
1995-04-13,,,,,,,,,,,,,,,,,,,,167.846
1995-04-26,,,,,,,,,,,,,,,,,,,,184.616
1995-04-27,,,,,,,,,,,,,,,,,,,,190.561
1995-04-28,,,,,,,,,,,,,,,,,,,,171.505
1995-05-02,,,,,,,,,,,,,,,,,,,,167.846
1995-05-12,,,,,,,,,,,,,,,,,,,,169.371
1995-05-16,,,,,,,,,,,,,,,,,,,,171.505
1995-05-24,,,,,,,,,,,,,,,,,,,,169.371
1995-05-31,,,,,,,,,,,,,,,,,,,,169.371
1995-06-02,,,,,,,,,,,,,,,,,,,,170.743
1995-06-08,,,,,,,,,,,,,,,,,,,,175.316
1995-06-14,,,,,,,,,,,,,,,,,,,,169.676
1995-06-16,,,,,,,,,,,,,,,,,,,,175.316
1995-06-20,,,,,,,,,,,,,,,,,,,,179.28
1995-07-03,,,,,,,,,,,,,,,,,,,,183.244
1995-07-04,,,,,,,,,,,,,,,,,,,,183.244
1995-07-13,,,,,,,,,,,,,,,,,,,,185.988
1995-07-17,,,,,,,,,,,,,,,,,,,,195.897
1995-07-18,,,,,,,,,,,,,,,,,,,,183.244
1995-07-19,,,,,,,,,,,,,,,,,,,,175.316
1995-07-21,,,,,,,,,,,,,,,,,,,,175.316
1995-07-31,,,,,,,,,,,,,,,,,,,,167.999
1995-08-02,,,,,,,,,,,,,,,,,,,,184.768
1995-08-03,,,,,,,,,,,,,,,,,,,,195.897
1995-08-11,,,,,,,,,,,,,,,,,,,,179.89
1995-08-18,,,,,,,,,,,,,,,,,,,,168.456
1995-08-21,,,,,,,,,,,,,,,,,,,,185.226
1995-08-22,,,,,,,,,,,,,,,,,,,,203.672
1995-08-23,,,,,,,,,,,,,,,,,,,,185.226
1995-08-24,,,,,,,,,,,,,,,,,,,,195.745
1995-08-25,,,,,,,,,,,,,,,,,,,,176.231
1995-08-31,,,,,,,,,,,,,,,,,,,,168.609
1995-09-04,,,,,,,,,,,,,,,,,,,,179.89
1995-09-11,,,,,,,,,,,,,,,,,,,,167.999
1995-09-25,,,,,,,,,,,,,,,,,,,,168.151
1995-10-02,,,,,,,,,,,,,,,,,,,,168.151
1995-10-03,,,,,,,,,,,,,,,,,,,,182.939
1995-10-04,,,,,,,,,,,,,,,,,,,,167.999
1995-10-18,,,,,,,,,,,,,,,,,,,,184.463
1995-10-26,,,,,,,,,,,,,,,,,,,,195.745
1995-10-30,,,,,,,,,,,,,,,,,,,,186.14
1995-11-02,,,,,,,,,,,,,,,,,,,,190.561
1995-11-08,,,,,,,,,,,,,,,,,,,,190.561
1995-11-17,,,,,,,,,,,,,,,,,,,,187.512
1995-11-20,,,,,,,,,,,,,,,,,,,,176.231
1995-11-21,,,,,,,,,,,,,,,,,,,,176.079
1995-11-27,,,,,,,,,,,,,,,,,,,,167.694
1995-11-28,,,,,,,,,,,,,,,,,,,,167.694
1995-12-01,,,,,,,,,,,,,,,,,,,,167.694
1995-12-07,,,,,,,,,,,,,,,,,,,,167.694
1995-12-12,,,,,,,,,,,,,,,,,,,,152.449
1995-12-13,,,,,,,,,,,,,,,,,,,,152.449
1995-12-19,,,,,,,,,,,,,,,,,,,,167.694
1995-12-20,,,,,,,,,,,,,,,,,,,,176.841
1995-12-28,,,,,,,,,,,,,,,,,,,,182.939
1996-01-04,,,,,,,,,,,,,,,,,,,,190.561
1996-01-31,,,,,,,,,,,,,,,,,,,,198.184
1996-02-01,,,,,,,,,,,,,,,,,,,,190.409
1996-02-02,,,,,,,,,,,,,,,,,,,,190.561
1996-02-05,,,,,,,,,,,,,,,,,,,,171.505
1996-02-06,,,,,,,,,,,,,,,,,,,,171.505
1996-02-08,,,,,,,,,,,,,,,,,,,,176.841
1996-02-16,,,,,,,,,,,,,,,,,,,,173.792
1996-02-19,,,,,,,,,,,,,,,,,,,,173.639
1996-02-20,,,,,,,,,,,,,,,,,,,,170.743
1996-03-01,,,,,,,,,,,,,,,,,,,,182.939
1996-03-05,,,,,,,,,,,,,,,,,,,,182.939
1996-03-11,,,,,,,,,,,,,,,,,,,,182.939
1996-03-21,,,,,,,,,,,,,,,,,,,,182.786
1996-03-22,,,,,,,,,,,,,,,,,,,,182.786
1996-04-02,,,,,,,,,,,,,,,,,,,,164.95
1996-04-03,,,,,,,,,,,,,,,,,,,,165.255
1996-04-04,,,,,,,,,,,,,,,,,,,,165.255
1996-04-17,,,,,,,,,,,,,,,,,,,,179.89
1996-04-19,,,,,,,,,,,,,,,,,,,,179.89
1996-04-29,,,,,,,,,,,,,,,,,,,,184.463
1996-04-30,,,,,,,,,,,,,,,,,,,,184.463
1996-05-03,,,,,,,,,,,,,,,,,,,,189.037
1996-05-06,,,,,,,,,,,,,,,,,,,,184.463
1996-05-07,,,,,,,,,,,,,,,,,,,,182.939
1996-06-07,,,,,,,,,,,,,,,,,,,,184.463
1996-06-19,,,,,,,,,,,,,,,,,,,,202.91
1996-06-26,,,,,,,,,,,,,,,,,,,,181.414
1996-07-04,,,,,,,,,,,,,,,,,,,,182.939
1996-07-15,,,,,,,,,,,,,,,,,,,,186.75
1996-07-30,,,,,,,,,,,,,,,,,,,,168.151
1996-07-31,,,,,,,,,,,,,,,,,,,,152.449
1996-08-02,,,,,,,,,,,,,,,,,,,,154.736
1996-08-27,,,,,,,,,,,,,,,,,,,,160.071
1996-08-28,,,,,,,,,,,,,,,,,,,,167.694
1996-09-02,,,,,,,,,,,,,,,,,,,,175.316
1996-09-04,,,,,,,,,,,,,,,,,,,,175.316
1996-09-10,,,,,,,,,,,,,,,,,,,,175.316
1996-09-18,,,,,,,,,,,,,,,,,,,,192.848
1996-10-08,,,,,,,,,,,,,,,,,,,,192.696
1996-10-09,,,,,,,,,,,,,,,,,,,,182.939
1996-10-10,,,,,,,,,,,,,,,,,,,,182.939
1996-10-14,,,,,,,,,,,,,,,,,,,,182.939
1996-10-18,,,,,,,,,,,,,,,,,,,,164.645
1996-10-21,,,,,,,,,,,,,,,,,,,,181.109
1996-10-22,,,,,,,,,,,,,,,,,,,,182.939
1996-10-23,,,,,,,,,,,,,,,,,,,,183.091
1996-10-28,,,,,,,,,,,,,,,,,,,,183.091
1996-10-30,,,,,,,,,,,,,,,,,,,,183.091
1996-10-31,,,,,,,,,,,,,,,,,,,,183.091
1996-11-14,,,,,,,,,,,,,,,,,,,,182.939
1996-11-15,,,,,,,,,,,,,,,,,,,,183.244
1996-11-18,,,,,,,,,,,,,,,,,,,,183.244
1996-11-20,,,,,,,,,,,,,,,,,,,,183.244
1996-11-22,,,,,,,,,,,,,,,,,,,,183.244
1996-11-25,,,,,,,,,,,,,,,,,,,,183.244
1996-11-27,,,,,,,,,,,,,,,,,,,,183.244
1996-12-04,,,,,,,,,,,,,,,,,,,,183.396
1996-12-09,,,,,,,,,,,,,,,,,,,,183.549
1996-12-17,,,,,,,,,,,,,,,,,,,,182.939
1996-12-30,,,,,,,,,,,,,,,,,,,,185.378
1996-12-31,,,,,,,,,,,,,,,,,,,,185.378
1997-01-03,,,,,,,,,,,,,,,,,,,,203.519
1997-01-09,,,,,,,,,,,,,,,,,,,,192.238
1997-01-13,,,,,,,,,,,,,,,,,,,,192.238
1997-01-15,,,,,,,,,,,,,,,,,,,,220.594
1997-01-21,,,,,,,,,,,,,,,,,,,,198.641
1997-01-31,,,,,,,,,,,,,,,,,,,,198.184
1997-02-10,,,,,,,,,,,,,,,,,,,,198.336
1997-02-11,,,,,,,,,,,,,,,,,,,,190.561
1997-02-13,,,,,,,,,,,,,,,,,,,,199.708
1997-02-28,,,,,,,,,,,,,,,,,,,,189.037
1997-03-03,,,,,,,,,,,,,,,,,,,,202.147
1997-03-21,,,,,,,,,,,,,,,,,,,,204.282
1997-03-26,,,,,,,,,,,,,,,,,,,,203.215
1997-03-27,,,,,,,,,,,,,,,,,,,,221.051
1997-04-02,,,,,,,,,,,,,,,,,,,,243.156
1997-04-07,,,,,,,,,,,,,,,,,,,,218.917
1997-04-10,,,,,,,,,,,,,,,,,,,,214.953
1997-04-14,,,,,,,,,,,,,,,,,,,,214.191
1997-04-15,,,,,,,,,,,,,,,,,,,,213.429
1997-04-16,,,,,,,,,,,,,,,,,,,,198.336
1997-04-17,,,,,,,,,,,,,,,,,,,,218.155
1997-04-18,,,,,,,,,,,,,,,,,,,,198.946
1997-06-04,,,,,,,,,,,,,,,,,,,,218.764
1997-06-16,,,,,,,,,,,,,,,,,,,,201.233
1997-06-18,,,,,,,,,,,,,,,,,,,,201.385
1997-07-01,,,,,,,,,,,,,,,,,,,,203.824
1997-07-17,,,,,,,,,,,,,,,,,,,,224.1
1997-07-18,,,,,,,,,,,,,,,,,,,,227.911
1997-07-22,,,,,,,,,,,,,,,,,,,,250.626
1997-07-28,,,,,,,,,,,,,,,,,,,,281.726
1997-07-29,,,,,,,,,,,,,,,,,,,,281.421
1997-07-30,,,,,,,,,,,,,,,,,,,,281.573
1997-07-31,,,,,,,,,,,,,,,,,,,,304.898
1997-08-01,,,,,,,,,,,,,,,,,,,,335.388
1997-08-04,,,,,,,,,,,,,,,,,,,,334.626
1997-08-05,,,,,,,,,,,,,,,,,,,,334.626
1997-09-02,,,,,,,,,,,,,,,,,,,,301.239
1997-09-03,,,,,,,,,,,,,,,,,,,,271.207
1997-09-04,,,,,,,,,,,,,,,,,,,,244.223
1997-09-05,,,,,,,,,,,,,,,,,,,,221.051
1997-09-16,,,,,,,,,,,,,,,,,,,,240.869
1997-11-20,,,,,,,,,,,,,,,,,,,,216.783
1997-11-21,,,,,,,,,,,,,,,,,,,,229.131
1997-12-02,,,,,,,,,,,,,,,,,,,,229.131
1997-12-03,,,,,,,,,,,,,,,,,,,,229.131
1997-12-08,,,,,,,,,,,,,,,,,,,,229.131
1997-12-09,,,,,,,,,,,,,,,,,,,,206.264
1997-12-10,,,,,,,,,,,,,,,,,,,,206.568
1997-12-11,,,,,,,,,,,,,,,,,,,,227.149
1997-12-12,,,,,,,,,,,,,,,,,,,,229.283
1997-12-15,,,,,,,,,,,,,,,,,,,,229.131
1997-12-16,,,,,,,,,,,,,,,,,,,,229.283
1997-12-26,,,,,,,,,,,,,,,,,,,,228.826
1997-12-30,,,,,,,,,,,,,,,,,,,,228.826
1998-01-09,,,,,,,,,,,,,,,,,,,,228.674
1998-01-13,,,,,,,,,,,,,,,,,,,,214.953
1998-01-21,,,,,,,,,,,,,,,,,,,,228.826
1998-01-22,,,,,,,,,,,,,,,,,,,,228.978
1998-02-17,,,,,,,,,,,,,,,,,,,,230.198
1998-02-20,,,,,,,,,,,,,,,,,,,,228.978
1998-02-23,,,,,,,,,,,,,,,,,,,,228.978
1998-02-24,,,,,,,,,,,,,,,,,,,,228.978
1998-03-30,,,,,,,,,,,,,,,,,,,,234.771
1998-04-08,,,,,,,,,,,,,,,,,,,,236.296
1998-04-29,,,,,,,,,,,,,,,,,,,,259.926
1998-04-30,,,,,,,,,,,,,,,,,,,,263.584
1998-05-06,,,,,,,,,,,,,,,,,,,,263.584
1998-05-07,,,,,,,,,,,,,,,,,,,,268.31
1998-05-11,,,,,,,,,,,,,,,,,,,,285.842
1998-05-12,,,,,,,,,,,,,,,,,,,,283.555
1998-05-13,,,,,,,,,,,,,,,,,,,,304.136
1998-05-26,,,,,,,,,,,,,,,,,,,,304.136
1998-05-27,,,,,,,,,,,,,,,,,,,,297.276
1998-06-03,,,,,,,,,,,,,,,,,,,,267.548
1998-06-04,,,,,,,,,,,,,,,,,,,,253.065
1998-06-11,,,,,,,,,,,,,,,,,,,,236.296
1998-06-15,,,,,,,,,,,,,,,,,,,,212.666
1998-06-16,,,,,,,,,,,,,,,,,,,,259.926
1998-06-17,,,,,,,,,,,,,,,,,,,,285.842
1998-06-19,,,,,,,,,,,,,,,,,,,,257.334
1998-06-22,,,,,,,,,,,,,,,,,,,,257.334
1998-06-29,,,,,,,,,,,,,,,,,,,,257.334
1998-06-30,,,,,,,,,,,,,,,,,,,,237.82
1998-07-06,,,,,,,,,,,,,,,,,,,,231.723
1998-07-07,,,,,,,,,,,,,,,,,,,,251.541
1998-07-09,,,,,,,,,,,,,,,,,,,,251.541
1998-07-17,,,,,,,,,,,,,,,,,,,,251.541
1998-07-23,,,,,,,,,,,,,,,,,,,,234.009
1998-08-03,,,,,,,,,,,,,,,,,,,,257.334
1998-08-05,,,,,,,,,,,,,,,,,,,,282.945
1998-08-06,,,,,,,,,,,,,,,,,,,,297.276
1998-08-07,,,,,,,,,,,,,,,,,,,,297.276
1998-08-10,,,,,,,,,,,,,,,,,,,,297.276
1998-08-11,,,,,,,,,,,,,,,,,,,,297.276
1998-09-03,,,,,,,,,,,,,,,,,,,,297.276
1998-09-10,,,,,,,,,,,,,,,,,,,,297.276
1998-09-22,,,,,,,,,,,,,,,,,,,,297.276
1998-10-12,,,,,,,,,,,,,,,,,,,,297.276
1998-10-26,,,,,,,,,,,,,,,,,,,,297.276
1998-11-09,,,,,,,,,,,,,,,,,,,,298.038
1998-11-16,,,,,,,,,,,,,,,,,,,,297.276
1998-12-10,,,,,,,,,,,,,,,,,,,,267.548
1998-12-11,,,,,,,,,,,,,,,,,,,,240.869
1998-12-14,,,,,,,,,,,,,,,,,,,,224.405
1998-12-30,,,,,,,,,,,,,,,,,,,,231.875
1999-01-05,,,,,,,,,,,,,,,,,,,,250.0
1999-01-07,,,,,,,,,,,,,,,,,,,,225.0
1999-01-08,,,,,,,,,,,,,,,,,,,,203.0
1999-01-11,,,,,,,,,,,,,,,,,,,,223.3
1999-01-12,,,,,,,,,,,,,,,,,,,,231.0
1999-01-14,,,,,,,,,,,,,,,,,,,,235.1
1999-01-18,,,,,,,,,,,,,,,,,,,,250.0
1999-01-25,,,,,,,,,,,,,,,,,,,,250.0
1999-01-26,,,,,,,,,,,,,,,,,,,,250.0
1999-01-28,,,,,,,,,,,,,,,,,,,,250.0
1999-02-11,,,,,,,,,,,,,,,,,,,,225.0
1999-03-26,,,,,,,,,,,,,,,,,,,,230.2
1999-04-06,,,,,,,,,,,,,,,,,,,,231.1
1999-04-19,,,,,,,,,,,,,,,,,,,,230.0
1999-04-26,,,,,,,,,,,,,,,,,,,,253.0
1999-04-27,,,,,,,,,,,,,,,,,,,,278.3
1999-04-28,,,,,,,,,,,,,,,,,,,,306.1
1999-04-29,,,,,,,,,,,,,,,,,,,,306.1
1999-05-11,,,,,,,,,,,,,,,,,,,,306.0
1999-06-03,,,,,,,,,,,,,,,,,,,,275.4
1999-06-04,,,,,,,,,,,,,,,,,,,,248.0
1999-06-09,,,,,,,,,,,,,,,,,,,,224.0
1999-06-10,,,,,,,,,,,,,,,,,,,,202.0
1999-06-11,,,,,,,,,,,,,,,,,,,,220.0
1999-06-14,,,,,,,,,,,,,,,,,,,,240.0
1999-06-15,,,,,,,,,,,,,,,,,,,,250.0
1999-06-17,,,,,,,,,,,,,,,,,,,,272.0
1999-07-01,,,,,,,,,,,,,,,,,,,,265.0
1999-07-06,,,,,,,,,,,,,,,,,,,,264.0
