,ALOSM FP Equity_DX_SI_QTY,ALOSM FP Equity_DX_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALOSM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALOSM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALOSM FP Equity_DX_SI_MV,ALOSM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALOSM FP Equity_DX_SUPPLY_SI_QTY,ALOSM FP Equity_DX_BROKER_SI_QTY,ALOSM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALOSM FP Equity_DX_SUPPLY_SI_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_UTILIZATION_QUANTITY,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALOSM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALOSM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALOSM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALOSM FP Equity_DX_BROKER_SI_CON_RATIO,ALOSM FP Equity_DX_DEMAND_SUPPLY_RATIO,ALOSM FP Equity_PX_LAST
2023-05-25,,,,,,,,,,,,,,,,,,,,9.84
2023-05-26,,,,,,,,,,,,,,,,,,,,9.82
2023-05-29,,,,,,,,,,,,,,,,,,,,9.82
2023-05-30,,,,,,,,,,,,,,,,,,,,9.3
2023-05-31,,,,,,,,,,,,,,,,,,,,9.34
2023-06-01,,,,,,,,,,,,,,,,,,,,9.18
2023-06-02,,,,,,,,,,,,,,,,,,,,9.22
2023-06-05,,,,,,,,,,,,,,,,,,,,9.54
2023-06-06,,,,,,,,,,,,,,,,,,,,10.5
2023-06-07,,,,,,,,,,,,,,,,,,,,10.15
2023-06-08,,,,,,,,,,,,,,,,,,,,10.1
2023-06-09,,,,,,,,,,,,,,,,,,,,10.25
2023-06-12,,,,,,,,,,,,,,,,,,,,10.25
2023-06-13,,,,,,,,,,,,,,,,,,,,10.2
2023-06-14,,,,,,,,,,,,,,,,,,,,10.0
2023-06-15,,,,,,,,,,,,,,,,,,,,10.25
2023-06-16,,,,,,,,,,,,,,,,,,,,10.2
2023-06-19,,,,,,,,,,,,,,,,,,,,10.25
2023-06-20,,,,,,,,,,,,,,,,,,,,10.25
2023-06-21,,,,,,,,,,,,,,,,,,,,10.0
2023-06-22,,,,,,,,,,,,,,,,,,,,10.0
2023-06-23,,,,,,,,,,,,,,,,,,,,10.0
2023-06-26,,,,,,,,,,,,,,,,,,,,10.0
2023-06-27,,,,,,,,,,,,,,,,,,,,10.3
2023-06-28,,,,,,,,,,,,,,,,,,,,10.55
2023-06-29,,,,,,,,,,,,,,,,,,,,10.5
2023-06-30,,,,,,,,,,,,,,,,,,,,10.5
2023-07-03,,,,,,,,,,,,,,,,,,,,10.5
2023-07-04,,,,,,,,,,,,,,,,,,,,10.5
2023-07-05,,,,,,,,,,,,,,,,,,,,10.75
2023-07-06,,,,,,,,,,,,,,,,,,,,10.55
2023-07-07,,,,,,,,,,,,,,,,,,,,10.85
2023-07-10,,,,,,,,,,,,,,,,,,,,10.6
2023-07-11,,,,,,,,,,,,,,,,,,,,10.5
2023-07-12,,,,,,,,,,,,,,,,,,,,10.55
2023-07-13,,,,,,,,,,,,,,,,,,,,10.75
2023-07-14,,,,,,,,,,,,,,,,,,,,10.8
2023-07-17,,,,,,,,,,,,,,,,,,,,10.55
2023-07-18,,,,,,,,,,,,,,,,,,,,10.55
2023-07-19,,,,,,,,,,,,,,,,,,,,10.4
2023-07-20,,,,,,,,,,,,,,,,,,,,10.55
2023-07-21,,,,,,,,,,,,,,,,,,,,10.3
2023-07-24,,,,,,,,,,,,,,,,,,,,10.35
2023-07-25,,,,,,,,,,,,,,,,,,,,10.35
2023-07-26,,,,,,,,,,,,,,,,,,,,10.3
2023-07-27,,,,,,,,,,,,,,,,,,,,10.55
2023-07-28,,,,,,,,,,,,,,,,,,,,10.6
2023-07-31,,,,,,,,,,,,,,,,,,,,10.6
2023-08-01,,,,,,,,,,,,,,,,,,,,10.6
2023-08-02,,,,,,,,,,,,,,,,,,,,10.55
2023-08-03,,,,,,,,,,,,,,,,,,,,10.5
2023-08-04,,,,,,,,,,,,,,,,,,,,10.5
2023-08-07,,,,,,,,,,,,,,,,,,,,10.45
2023-08-08,,,,,,,,,,,,,,,,,,,,10.2
2023-08-09,,,,,,,,,,,,,,,,,,,,10.2
2023-08-10,,,,,,,,,,,,,,,,,,,,10.5
2023-08-11,,,,,,,,,,,,,,,,,,,,10.5
2023-08-14,,,,,,,,,,,,,,,,,,,,10.5
2023-08-15,,,,,,,,,,,,,,,,,,,,10.5
2023-08-16,,,,,,,,,,,,,,,,,,,,10.25
2023-08-17,,,,,,,,,,,,,,,,,,,,10.7
2023-08-18,,,,,,,,,,,,,,,,,,,,10.65
2023-08-21,,,,,,,,,,,,,,,,,,,,10.7
2023-08-22,,,,,,,,,,,,,,,,,,,,10.65
2023-08-23,,,,,,,,,,,,,,,,,,,,10.8
2023-08-24,,,,,,,,,,,,,,,,,,,,10.75
2023-08-25,,,,,,,,,,,,,,,,,,,,10.75
2023-08-28,,,,,,,,,,,,,,,,,,,,10.85
2023-08-29,,,,,,,,,,,,,,,,,,,,10.8
2023-08-30,,,,,,,,,,,,,,,,,,,,10.75
2023-08-31,,,,,,,,,,,,,,,,,,,,10.8
2023-09-01,,,,,,,,,,,,,,,,,,,,10.6
2023-09-04,,,,,,,,,,,,,,,,,,,,10.6
2023-09-05,,,,,,,,,,,,,,,,,,,,10.6
2023-09-06,,,,,,,,,,,,,,,,,,,,10.6
2023-09-07,,,,,,,,,,,,,,,,,,,,10.55
2023-09-08,,,,,,,,,,,,,,,,,,,,10.6
2023-09-11,,,,,,,,,,,,,,,,,,,,10.5
2023-09-12,,,,,,,,,,,,,,,,,,,,10.0
2023-09-13,,,,,,,,,,,,,,,,,,,,10.2
2023-09-14,,,,,,,,,,,,,,,,,,,,10.1
2023-09-15,,,,,,,,,,,,,,,,,,,,9.32
2023-09-18,,,,,,,,,,,,,,,,,,,,9.28
2023-09-19,,,,,,,,,,,,,,,,,,,,9.44
2023-09-20,,,,,,,,,,,,,,,,,,,,9.46
2023-09-21,,,,,,,,,,,,,,,,,,,,9.48
2023-09-22,,,,,,,,,,,,,,,,,,,,9.7
2023-09-25,,,,,,,,,,,,,,,,,,,,9.7
2023-09-26,,,,,,,,,,,,,,,,,,,,9.44
2023-09-27,,,,,,,,,,,,,,,,,,,,9.46
2023-09-28,,,,,,,,,,,,,,,,,,,,9.78
2023-09-29,,,,,,,,,,,,,,,,,,,,9.74
2023-10-02,,,,,,,,,,,,,,,,,,,,9.44
2023-10-03,,,,,,,,,,,,,,,,,,,,8.72
2023-10-04,,,,,,,,,,,,,,,,,,,,9.6
2023-10-05,,,,,,,,,,,,,,,,,,,,9.78
2023-10-06,,,,,,,,,,,,,,,,,,,,9.82
2023-10-09,,,,,,,,,,,,,,,,,,,,9.62
2023-10-10,,,,,,,,,,,,,,,,,,,,9.8
2023-10-11,,,,,,,,,,,,,,,,,,,,10.1
2023-10-12,,,,,,,,,,,,,,,,,,,,10.2
2023-10-13,,,,,,,,,,,,,,,,,,,,10.2
2023-10-16,,,,,,,,,,,,,,,,,,,,9.8
2023-10-17,,,,,,,,,,,,,,,,,,,,9.8
2023-10-18,,,,,,,,,,,,,,,,,,,,9.72
2023-10-19,,,,,,,,,,,,,,,,,,,,9.9
2023-10-20,,,,,,,,,,,,,,,,,,,,9.82
2023-10-23,,,,,,,,,,,,,,,,,,,,9.82
2023-10-24,,,,,,,,,,,,,,,,,,,,9.88
2023-10-25,,,,,,,,,,,,,,,,,,,,9.86
2023-10-26,,,,,,,,,,,,,,,,,,,,9.62
2023-10-27,,,,,,,,,,,,,,,,,,,,9.66
2023-10-30,,,,,,,,,,,,,,,,,,,,9.9
2023-10-31,,,,,,,,,,,,,,,,,,,,9.6
2023-11-01,,,,,,,,,,,,,,,,,,,,9.78
2023-11-02,,,,,,,,,,,,,,,,,,,,10.0
2023-11-03,,,,,,,,,,,,,,,,,,,,10.0
2023-11-06,,,,,,,,,,,,,,,,,,,,10.05
2023-11-07,,,,,,,,,,,,,,,,,,,,10.1
2023-11-08,,,,,,,,,,,,,,,,,,,,10.05
2023-11-09,,,,,,,,,,,,,,,,,,,,10.2
2023-11-10,,,,,,,,,,,,,,,,,,,,10.25
2023-11-13,,,,,,,,,,,,,,,,,,,,10.35
2023-11-14,,,,,,,,,,,,,,,,,,,,10.2
2023-11-15,,,,,,,,,,,,,,,,,,,,10.25
2023-11-16,,,,,,,,,,,,,,,,,,,,10.25
2023-11-17,,,,,,,,,,,,,,,,,,,,10.25
2023-11-20,,,,,,,,,,,,,,,,,,,,10.05
2023-11-21,,,,,,,,,,,,,,,,,,,,10.15
2023-11-22,,,,,,,,,,,,,,,,,,,,10.4
2023-11-23,,,,,,,,,,,,,,,,,,,,10.35
2023-11-24,,,,,,,,,,,,,,,,,,,,10.3
2023-11-27,,,,,,,,,,,,,,,,,,,,10.2
2023-11-28,,,,,,,,,,,,,,,,,,,,10.4
2023-11-29,,,,,,,,,,,,,,,,,,,,10.4
2023-11-30,,,,,,,,,,,,,,,,,,,,10.35
2023-12-01,,,,,,,,,,,,,,,,,,,,10.3
2023-12-04,,,,,,,,,,,,,,,,,,,,10.3
2023-12-05,,,,,,,,,,,,,,,,,,,,10.35
2023-12-06,,,,,,,,,,,,,,,,,,,,10.4
2023-12-07,,,,,,,,,,,,,,,,,,,,10.25
2023-12-08,,,,,,,,,,,,,,,,,,,,10.3
2023-12-11,,,,,,,,,,,,,,,,,,,,10.0
2023-12-12,,,,,,,,,,,,,,,,,,,,10.3
2023-12-13,,,,,,,,,,,,,,,,,,,,10.35
2023-12-14,,,,,,,,,,,,,,,,,,,,10.25
2023-12-15,,,,,,,,,,,,,,,,,,,,10.25
2023-12-18,,,,,,,,,,,,,,,,,,,,10.35
2023-12-19,,,,,,,,,,,,,,,,,,,,11.05
2023-12-20,,,,,,,,,,,,,,,,,,,,10.9
2023-12-21,,,,,,,,,,,,,,,,,,,,10.8
2023-12-22,,,,,,,,,,,,,,,,,,,,10.95
2023-12-27,,,,,,,,,,,,,,,,,,,,10.8
2023-12-28,,,,,,,,,,,,,,,,,,,,10.95
2023-12-29,,,,,,,,,,,,,,,,,,,,11.0
2024-01-02,,,,,,,,,,,,,,,,,,,,11.0
2024-01-03,,,,,,,,,,,,,,,,,,,,10.8
2024-01-04,,,,,,,,,,,,,,,,,,,,10.85
2024-01-05,,,,,,,,,,,,,,,,,,,,10.9
2024-01-08,,,,,,,,,,,,,,,,,,,,11.0
2024-01-09,,,,,,,,,,,,,,,,,,,,11.0
2024-01-10,,,,,,,,,,,,,,,,,,,,11.0
2024-01-11,,,,,,,,,,,,,,,,,,,,11.0
2024-01-12,,,,,,,,,,,,,,,,,,,,11.0
2024-01-15,,,,,,,,,,,,,,,,,,,,11.05
2024-01-16,,,,,,,,,,,,,,,,,,,,11.0
2024-01-17,,,,,,,,,,,,,,,,,,,,11.05
2024-01-18,,,,,,,,,,,,,,,,,,,,11.35
2024-01-19,,,,,,,,,,,,,,,,,,,,11.5
2024-01-22,,,,,,,,,,,,,,,,,,,,11.3
2024-01-23,,,,,,,,,,,,,,,,,,,,11.4
2024-01-24,,,,,,,,,,,,,,,,,,,,11.45
2024-01-25,,,,,,,,,,,,,,,,,,,,11.4
2024-01-26,,,,,,,,,,,,,,,,,,,,11.35
2024-01-29,,,,,,,,,,,,,,,,,,,,11.55
2024-01-30,,,,,,,,,,,,,,,,,,,,11.4
2024-01-31,,,,,,,,,,,,,,,,,,,,11.55
2024-02-01,,,,,,,,,,,,,,,,,,,,11.5
2024-02-02,,,,,,,,,,,,,,,,,,,,11.4
2024-02-05,,,,,,,,,,,,,,,,,,,,11.4
2024-02-06,,,,,,,,,,,,,,,,,,,,11.4
2024-02-07,,,,,,,,,,,,,,,,,,,,11.55
2024-02-08,,,,,,,,,,,,,,,,,,,,11.4
2024-02-09,,,,,,,,,,,,,,,,,,,,11.45
2024-02-12,,,,,,,,,,,,,,,,,,,,11.55
2024-02-13,,,,,,,,,,,,,,,,,,,,11.5
2024-02-14,,,,,,,,,,,,,,,,,,,,11.5
2024-02-15,,,,,,,,,,,,,,,,,,,,11.5
2024-02-16,,,,,,,,,,,,,,,,,,,,11.4
2024-02-19,,,,,,,,,,,,,,,,,,,,11.4
2024-02-20,,,,,,,,,,,,,,,,,,,,11.5
2024-02-21,,,,,,,,,,,,,,,,,,,,11.5
2024-02-22,,,,,,,,,,,,,,,,,,,,11.5
2024-02-23,,,,,,,,,,,,,,,,,,,,11.45
2024-02-26,,,,,,,,,,,,,,,,,,,,11.45
2024-02-27,,,,,,,,,,,,,,,,,,,,11.5
2024-02-28,,,,,,,,,,,,,,,,,,,,11.45
2024-02-29,,,,,,,,,,,,,,,,,,,,11.45
2024-03-01,,,,,,,,,,,,,,,,,,,,11.35
2024-03-04,,,,,,,,,,,,,,,,,,,,11.3
2024-03-05,,,,,,,,,,,,,,,,,,,,11.3
2024-03-06,,,,,,,,,,,,,,,,,,,,11.35
2024-03-07,,,,,,,,,,,,,,,,,,,,11.4
2024-03-08,,,,,,,,,,,,,,,,,,,,11.3
2024-03-11,,,,,,,,,,,,,,,,,,,,11.3
2024-03-12,,,,,,,,,,,,,,,,,,,,11.3
2024-03-13,,,,,,,,,,,,,,,,,,,,11.4
2024-03-14,,,,,,,,,,,,,,,,,,,,11.25
2024-03-15,,,,,,,,,,,,,,,,,,,,11.25
2024-03-18,,,,,,,,,,,,,,,,,,,,11.3
2024-03-19,,,,,,,,,,,,,,,,,,,,11.35
2024-03-20,,,,,,,,,,,,,,,,,,,,11.35
2024-03-21,,,,,,,,,,,,,,,,,,,,11.45
2024-03-22,,,,,,,,,,,,,,,,,,,,11.5
2024-03-25,,,,,,,,,,,,,,,,,,,,11.55
2024-03-26,,,,,,,,,,,,,,,,,,,,11.5
2024-03-27,,,,,,,,,,,,,,,,,,,,11.5
2024-03-28,,,,,,,,,,,,,,,,,,,,11.5
2024-04-02,,,,,,,,,,,,,,,,,,,,11.5
2024-04-03,,,,,,,,,,,,,,,,,,,,10.45
2024-04-04,,,,,,,,,,,,,,,,,,,,10.8
2024-04-05,,,,,,,,,,,,,,,,,,,,10.7
2024-04-08,,,,,,,,,,,,,,,,,,,,10.5
2024-04-09,,,,,,,,,,,,,,,,,,,,10.85
2024-04-10,,,,,,,,,,,,,,,,,,,,11.0
2024-04-11,,,,,,,,,,,,,,,,,,,,10.8
2024-04-12,,,,,,,,,,,,,,,,,,,,10.75
2024-04-15,,,,,,,,,,,,,,,,,,,,11.0
2024-04-16,,,,,,,,,,,,,,,,,,,,10.8
2024-04-17,,,,,,,,,,,,,,,,,,,,10.9
2024-04-18,,,,,,,,,,,,,,,,,,,,10.8
2024-04-19,,,,,,,,,,,,,,,,,,,,10.75
2024-04-22,,,,,,,,,,,,,,,,,,,,10.65
2024-04-23,,,,,,,,,,,,,,,,,,,,10.5
2024-04-24,,,,,,,,,,,,,,,,,,,,10.5
2024-04-25,,,,,,,,,,,,,,,,,,,,10.5
2024-04-26,,,,,,,,,,,,,,,,,,,,10.55
2024-04-29,,,,,,,,,,,,,,,,,,,,10.6
2024-04-30,,,,,,,,,,,,,,,,,,,,10.5
2024-05-02,,,,,,,,,,,,,,,,,,,,10.6
2024-05-03,,,,,,,,,,,,,,,,,,,,10.6
2024-05-06,,,,,,,,,,,,,,,,,,,,10.8
2024-05-07,,,,,,,,,,,,,,,,,,,,10.7
2024-05-08,,,,,,,,,,,,,,,,,,,,10.7
2024-05-09,,,,,,,,,,,,,,,,,,,,10.6
2024-05-10,,,,,,,,,,,,,,,,,,,,10.45
2024-05-13,,,,,,,,,,,,,,,,,,,,10.1
2024-05-14,,,,,,,,,,,,,,,,,,,,10.35
2024-05-15,,,,,,,,,,,,,,,,,,,,10.5
2024-05-16,,,,,,,,,,,,,,,,,,,,10.5
2024-05-17,,,,,,,,,,,,,,,,,,,,14.65
2024-05-20,,,,,,,,,,,,,,,,,,,,14.7
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,10255.0,0.01,0.0,0.0,0.0,14.65
2024-05-22,,,,,,,,,,,,,,,,,,,,14.7
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1465.0,0.0,0.0,0.0,0.0,14.65
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1470.0,0.0,0.0,0.0,0.0,14.7
2024-05-27,,,,,,,,,,,,,,,,,,,,14.75
2024-05-28,,,,,,,,,,,,,,,,,,,,14.7
2024-05-29,,,,,,,,,,,,,,,,,,,,14.8
2024-05-30,,,,,,,,,,,,,,,,,,,,14.8
2024-05-31,,,,,,,,,,,,,,,,,,,,14.7
2024-06-03,,,,,,,,,,,,,,,,,,,,14.7
2024-06-04,,,,,,,,,,,,,,,,,,,,14.7
2024-06-05,,,,,,,,,,,,,,,,,,,,14.65
2024-06-06,,,,,,,,,,,,,,,,,,,,14.8
2024-06-07,,,,,,,,,,,,,,,,,,,,14.85
2024-06-10,,,,,,,,,,,,,,,,,,,,14.85
2024-06-11,,,,,,,,,,,,,,,,,,,,14.9
2024-06-12,,,,,,,,,,,,,,,,,,,,15.0
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,63000.0,0.06,0.0,0.0,0.0,15.0
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,62370.0,0.06,0.0,0.0,0.0,14.85
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,62580.0,0.06,0.0,0.0,0.0,14.9
2024-06-18,,,,,,,,,,,,,,,,,,,,14.9
2024-06-19,,,,,,,,,,,,,,,,,,,,14.9
2024-06-20,,,,,,,,,,,,,,,,,,,,14.9
2024-06-21,,,,,,,,,,,,,,,,,,,,14.9
2024-06-24,,,,,,,,,,,,,,,,,,,,14.9
2024-06-25,,,,,,,,,,,,,,,,,,,,14.9
2024-06-26,,,,,,,,,,,,,,,,,,,,14.9
2024-06-27,,,,,,,,,,,,,,,,,,,,14.9
2024-06-28,,,,,,,,,,,,,,,,,,,,14.95
2024-07-01,,,,,,,,,,,,,,,,,,,,14.9
2024-07-02,,,,,,,,,,,,,,,,,,,,14.95
2024-07-03,,,,,,,,,,,,,,,,,,,,14.9
2024-07-04,,,,,,,,,,,,,,,,,,,,14.95
2024-07-05,,,,,,,,,,,,,,,,,,,,14.95
2024-07-08,,,,,,,,,,,,,,,,,,,,14.95
2024-07-09,,,,,,,,,,,,,,,,,,,,14.95
2024-07-10,,,,,,,,,,,,,,,,,,,,14.95
2024-07-11,,,,,,,,,,,,,,,,,,,,15.0
2024-07-12,,,,,,,,,,,,,,,,,,,,15.0
2024-07-15,,,,,,,,,,,,,,,,,,,,15.0
2024-07-16,,,,,,,,,,,,,,,,,,,,15.0
2024-07-17,,,,,,,,,,,,,,,,,,,,15.0
2024-07-18,,,,,,,,,,,,,,,,,,,,15.0
2024-07-19,,,,,,,,,,,,,,,,,,,,15.0
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,9000.0,0.01,0.0,0.0,0.0,15.0
2024-07-23,,,,,,,,,,,,,,,,,,,,15.0
2024-07-24,,,,,,,,,,,,,,,,,,,,15.0
2024-07-25,,,,,,,,,,,,,,,,,,,,15.0
2024-07-26,,,,,,,,,,,,,,,,,,,,15.0
2024-07-29,,,,,,,,,,,,,,,,,,,,15.0
2024-07-30,,,,,,,,,,,,,,,,,,,,15.0
2024-07-31,,,,,,,,,,,,,,,,,,,,15.0
2024-08-01,,,,,,,,,,,,,,,,,,,,15.0
2024-08-02,,,,,,,,,,,,,,,,,,,,15.0
2024-08-05,,,,,,,,,,,,,,,,,,,,15.0
2024-08-06,,,,,,,,,,,,,,,,,,,,15.0
2024-08-07,,,,,,,,,,,,,,,,,,,,15.0
2024-08-08,,,,,,,,,,,,,,,,,,,,15.0
2024-08-09,,,,,,,,,,,,,,,,,,,,15.0
2024-08-12,,,,,,,,,,,,,,,,,,,,15.0
