,BNKE FP Equity_DX_SI_QTY,BNKE FP Equity_DX_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNKE FP Equity_DX_SI_MV,BNKE FP Equity_DX_DSS,BNKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY,BNKE FP Equity_DX_BROKER_SI_QTY,BNKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNKE FP Equity_DX_BROKER_SI_MV_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNKE FP Equity_DX_BROKER_SI_MV_INC_x,BNKE FP Equity_DX_SUPPLY_SI_MV_NEW,BNKE FP Equity_DX_BROKER_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_NEW,BNKE FP Equity_DX_SUPPLY_SI_MV_DEC,BNKE FP Equity_DX_BROKER_SI_QTY_INC,BNKE FP Equity_DX_SUPPLY_SI_QTY_DEC,BNKE FP Equity_DX_BROKER_SI_MV_NEW_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNKE FP Equity_DX_BROKER_SI_MV_INC_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNKE FP Equity_DX_BROKER_SI_MV_ADD,BNKE FP Equity_DX_SUPPLY_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV,BNKE FP Equity_DX_BROKER_SI_MV_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV_RMV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNKE FP Equity_DX_UTILIZATION_QUANTITY,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_MV,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNKE FP Equity_DX_BROKER_SI_CON_RATIO,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNKE FP Equity_DX_DEMAND_SUPPLY_RATIO,BNKE FP Equity_PX_LAST
2016-11-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,43400.0,0.0,3.77,,0.0,0.0,3935.0,332074.65,,0.34,0.0,,0.0,,0.0,84.39
2016-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,338016.5,,0.33,0.0,,0.0,,0.0,85.9
2016-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,342541.75,,0.34,0.0,,0.0,,0.0,87.05
2016-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,347893.35,,0.34,0.0,,0.0,,0.0,88.41
2016-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,342699.15,,0.35,0.0,,0.0,,0.0,87.09
2016-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4935.0,434773.5,,0.43,0.0,,0.0,,0.0,88.1
2016-12-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,4935.0,460534.2,,0.44,0.0,,0.0,,0.0,93.32
2016-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,373982.4,,0.37,0.0,,0.0,,0.0,95.04
2016-12-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,387479.45,,0.37,0.0,,0.0,,0.0,98.47
2016-12-09,7000.0,679420.0,0.12,0.25,0.69,,679420.0,0.0,7000.0,0.0,,,,,,7000.0,,,,,,,,,0.69,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.7789,97.06
2016-12-12,7000.0,676620.0,0.13,0.25,0.68,,676620.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.7789,96.66
2016-12-13,36900.0,3622473.0,0.67,1.44,3.57,,3622473.0,0.0,36900.0,0.0,,,,1.45,,14900.0,,,15000.0,,,,1.45,,1.44,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.38,0.5185,59.62,9.3774,98.17
2016-12-14,36900.0,3555315.0,0.69,1.44,3.58,,3555315.0,0.0,36900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.38,0.5185,59.62,9.3774,96.35
2016-12-15,36900.0,3683727.0,0.7,1.44,3.56,,3683727.0,0.0,36900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.38,0.5185,59.62,9.3774,99.83
2016-12-16,31000.0,3083570.0,0.59,1.21,3.09,,3083570.0,0.0,31000.0,0.0,,,,,,,,,,,,,,,,,5900.0,0.0,0.51,,0.0,0.0,0.0,0.0,,0.0,0.0,47.97,0.5008,52.03,7.878,99.47
2016-12-19,29900.0,2918838.0,0.56,1.2,2.96,,2918838.0,0.0,29900.0,0.0,,,,,,,,,,,,,,,,,1100.0,0.0,0.12,,0.0,0.0,0.0,0.0,,0.0,0.0,49.83,0.5,50.17,7.5985,97.62
2016-12-20,19900.0,1979055.0,0.37,0.79,1.94,,1979055.0,0.0,19900.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.04,,0.0,0.0,0.0,0.0,,0.0,0.0,49.75,0.5,50.25,5.0572,99.45
2016-12-21,19900.0,1969105.0,0.37,0.79,1.96,,1969105.0,0.0,19900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.66,0.5,50.34,5.0572,98.95
2016-12-22,19900.0,1967314.0,0.37,0.79,1.94,,1967314.0,0.0,19900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.62,0.5,50.38,5.0572,98.86
2016-12-23,10000.0,988900.0,0.2,0.4,0.96,,988900.0,0.0,10000.0,0.0,,,,,,,,,,,,,,,,,9900.0,0.0,0.98,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.5413,98.89
2016-12-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,0.96,,0.0,0.0,3935.0,389132.15,,0.39,0.0,,0.0,100.0,0.0,
2016-12-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,387440.1,,0.39,0.0,,0.0,,0.0,98.46
2016-12-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,385118.45,,0.39,0.0,,0.0,,0.0,97.87
2016-12-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,381419.55,,0.39,0.0,,0.0,,0.0,96.93
2016-12-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,383544.45,,0.38,0.0,,0.0,,0.0,97.47
2017-01-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,387440.1,,0.38,0.0,,0.0,,0.0,98.46
2017-01-03,1600.0,161840.0,0.04,0.06,0.16,,161840.0,0.0,1600.0,0.0,,,,,,1600.0,,,,,,,,,0.16,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4066,101.15
2017-01-04,1600.0,162480.0,0.04,0.06,0.16,,162480.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4066,101.55
2017-01-05,1600.0,161952.0,0.04,0.06,0.16,,161952.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4066,101.22
2017-01-06,2600.0,264368.0,0.06,0.1,0.26,,264368.0,0.0,2600.0,0.0,,,,,,1000.0,,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.35,0.5271,61.65,0.6607,101.68
2017-01-09,5100.0,509490.0,0.13,0.2,0.52,,509490.0,0.0,5100.0,0.0,,,,0.26,,,,,2500.0,,,,0.26,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.37,0.5694,68.63,1.2961,99.9
2017-01-10,39800.0,3957712.0,1.01,1.55,3.97,,3957712.0,0.0,39800.0,0.0,,,,3.45,,,,,34700.0,,,,3.45,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.99,0.5002,51.01,10.1144,99.44
2017-01-11,39800.0,3932638.0,0.97,1.55,3.97,,3932638.0,0.0,39800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.99,0.5002,51.01,10.1144,98.81
2017-01-12,39800.0,3901992.0,0.98,1.56,3.92,,3901992.0,0.0,39800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.99,0.5002,51.01,11.5866,98.04
2017-01-13,38800.0,3905220.0,0.95,1.52,3.85,,3905220.0,0.0,38800.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.11,,0.0,0.0,0.0,0.0,,0.0,0.0,47.03,0.5018,52.97,11.2955,100.65
2017-01-16,38800.0,3829948.0,0.96,1.52,3.9,,3829948.0,0.0,38800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.68,0.5011,52.32,11.2955,98.71
2017-01-17,1600.0,157568.0,0.04,0.06,0.16,,157568.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,37200.0,0.0,3.71,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4658,98.48
2017-01-18,1600.0,156608.0,0.04,0.06,0.16,,156608.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4658,97.88
2017-01-19,1600.0,158016.0,0.04,0.06,0.16,,158016.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4658,98.76
2017-01-20,31400.0,3118334.0,0.78,1.18,3.12,,3118334.0,0.0,31400.0,0.0,,,,1.48,,15000.0,,,14800.0,,,,1.48,,1.49,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,47.66,0.5011,52.34,9.1412,99.31
2017-01-23,33400.0,3253160.0,0.82,1.26,3.33,,3253160.0,0.0,33400.0,0.0,,,,0.21,,,,,2000.0,,,,0.21,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.07,0.5002,50.93,9.7234,97.4
2017-01-24,33400.0,3299920.0,0.84,1.2,3.25,,3299920.0,0.0,33400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.09,0.5002,50.91,9.7234,98.8
2017-01-25,33400.0,3423834.0,0.83,1.2,3.3,,3423834.0,0.0,33400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.09,0.5002,50.91,9.7234,102.51
2017-01-26,33400.0,3400120.0,0.8,1.2,3.42,,3400120.0,0.0,33400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.11,0.5002,50.89,9.7234,101.8
2017-01-27,6600.0,670296.0,0.15,0.24,0.67,,670296.0,0.0,6600.0,0.0,,,,,,3000.0,,,,,,,,,0.31,,29800.0,0.0,3.06,,0.0,0.0,0.0,0.0,,0.0,0.0,30.32,0.3573,45.48,1.9214,101.56
2017-01-30,5600.0,556360.0,0.12,0.2,0.57,,556360.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.1,,0.0,0.0,0.0,0.0,,0.0,0.0,28.12,0.402,53.91,1.6303,99.35
2017-01-31,5600.0,548968.0,0.12,0.2,0.56,,548968.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.57,0.4005,53.57,1.6303,98.03
2017-02-01,5600.0,557144.0,0.12,0.2,0.55,,557144.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.57,0.4005,53.57,1.6303,99.49
2017-02-02,5600.0,556528.0,0.11,0.2,0.55,,556528.0,0.0,5600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,28.8,0.3984,53.2,1.6303,99.38
2017-02-03,2600.0,261066.0,0.05,0.09,0.26,,261066.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.29,,0.0,0.0,0.0,0.0,,0.0,0.0,38.22,0.5278,61.78,0.7569,100.41
2017-02-06,2600.0,254644.0,0.05,0.09,0.26,,254644.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.46,0.5266,61.54,0.7569,97.94
2017-02-07,2600.0,250198.0,0.05,0.09,0.25,,250198.0,0.0,2600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.46,0.5266,61.54,0.1803,96.23
2017-02-08,3600.0,341712.0,0.06,0.13,0.35,,341712.0,0.0,3600.0,0.0,,,,0.09,,,,,1000.0,,,,0.09,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,94.92
2017-02-09,3600.0,346356.0,0.05,0.13,0.34,,346356.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,96.21
2017-02-10,3600.0,340920.0,0.05,0.13,0.34,,340920.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.05,0.5071,55.95,0.2496,94.7
2017-02-13,3600.0,345636.0,0.05,0.13,0.34,,345636.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,96.01
2017-02-14,3600.0,349200.0,0.05,0.13,0.35,,349200.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,97.0
2017-02-15,3600.0,354168.0,0.05,0.13,0.35,,354168.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,98.38
2017-02-16,3600.0,350568.0,0.05,0.13,0.35,,350568.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,44.44,0.5062,55.56,0.2496,97.38
2017-02-17,4600.0,440864.0,0.07,0.17,0.45,,440864.0,0.0,4600.0,0.0,,,,0.09,,,,,1000.0,,,,0.09,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.42,0.5485,65.58,0.319,95.84
2017-02-20,4600.0,440910.0,0.07,0.16,0.44,,440910.0,0.0,4600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.78,0.5463,65.22,0.319,95.85
2017-02-21,18500.0,1770265.0,0.25,0.66,1.77,,1770265.0,0.0,18500.0,0.0,,,,1.33,,,,,13900.0,,,,1.33,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.95,0.5033,54.05,1.2829,95.69
2017-02-22,18500.0,1757130.0,0.25,0.66,1.77,,1757130.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.96,0.5033,54.04,1.2829,94.98
2017-02-23,18500.0,1751765.0,0.25,0.66,1.76,,1751765.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.95,0.5033,54.05,1.2829,94.69
2017-02-24,18500.0,1723090.0,0.25,0.66,1.74,,1723090.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.54,0.504,54.46,1.2829,93.14
2017-02-27,20200.0,1894154.0,0.27,0.72,1.88,,1894154.0,0.0,20200.0,0.0,,,,0.14,,,,,1700.0,,,,0.14,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.09,0.5125,57.91,1.4007,93.77
2017-02-28,6400.0,606464.0,0.09,0.23,0.6,,606464.0,0.0,6400.0,0.0,,,,,,,,,,,,,,,,,13800.0,0.0,1.28,,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.625,75.0,0.5953,94.76
2017-03-01,6400.0,629696.0,0.09,0.23,0.61,,629696.0,0.0,6400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.0,0.625,75.0,0.5953,98.39
2017-03-02,5400.0,530226.0,0.07,0.19,0.53,,530226.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.08,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,0.583,70.37,0.5023,98.19
2017-03-03,5400.0,542808.0,0.08,0.19,0.54,,542808.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.12,0.579,69.88,0.5023,100.52
2017-03-06,5400.0,536382.0,0.08,0.19,0.54,,536382.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,0.583,70.37,0.5023,99.33
2017-03-07,5400.0,535086.0,0.08,0.19,0.54,,535086.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,0.583,70.37,0.5023,99.09
2017-03-08,5400.0,541512.0,0.08,0.19,0.54,,541512.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,0.583,70.37,0.5023,100.28
2017-03-09,5400.0,552906.0,0.08,0.19,0.54,,552906.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.63,0.583,70.37,0.5023,102.39
2017-03-10,7800.0,815412.0,0.12,0.27,0.8,,815412.0,0.0,7800.0,0.0,,,,0.26,,,,,2400.0,,,,0.26,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.85,0.6699,79.15,0.7256,104.54
2017-03-13,7800.0,811902.0,0.12,0.27,0.81,,811902.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.7256,104.09
2017-03-14,7800.0,798174.0,0.12,0.27,0.81,,798174.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.6933,102.33
2017-03-15,7800.0,806520.0,0.13,0.27,0.81,,806520.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.6933,103.4
2017-03-16,7800.0,818766.0,0.13,0.27,0.81,,818766.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.1043,104.97
2017-03-17,7800.0,816972.0,0.13,0.27,0.82,,816972.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.48,0.6743,79.52,0.1043,104.74
2017-03-20,7800.0,811590.0,0.13,0.27,0.82,,811590.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.1043,104.05
2017-03-21,7800.0,816426.0,0.14,0.27,0.81,,816426.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.1043,104.67
2017-03-22,7800.0,811824.0,0.14,0.27,0.82,,811824.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.1043,104.08
2017-03-23,7800.0,820014.0,0.14,0.27,0.81,,820014.0,0.0,7800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.51,0.6739,79.49,0.1043,105.13
2017-03-24,70800.0,7400016.0,1.27,2.33,7.44,,815256.0,63000.0,7800.0,6584760.0,,,,,,,,,,,,,,,,63000.0,,6.62,,,100.0,84.28,0.0,0.0,,0.0,100.0,8.76,0.8002,88.99,0.9472,104.52
2017-03-27,70800.0,7369572.0,1.24,2.33,7.4,,811902.0,63000.0,7800.0,6557670.0,,,,,,,,,,,,,,,,,,6.58,,,100.0,84.28,0.0,0.0,,0.0,100.0,8.76,0.8,88.98,0.9472,104.09
2017-03-28,67500.0,7148925.0,1.2,2.23,7.01,,476595.0,63000.0,4500.0,6672330.0,,,,,,,,,,,,,,,,,3300.0,6.55,0.35,,100.0,94.12,0.0,0.0,,0.0,100.0,6.67,0.8756,93.33,1.0084,105.91
2017-03-29,63000.0,6640830.0,1.11,2.08,6.68,,0.0,63000.0,0.0,6640830.0,,,,,,,,,,,,,,,,,4500.0,6.68,0.47,,30.22,29.66,145500.0,15337155.0,,15.42,30.24,,1.0,100.0,0.2966,105.41
2017-03-30,80600.0,8506524.0,1.28,2.57,8.47,,928752.0,71800.0,8800.0,7577772.0,,,8800.0,,,8800.0,,,,,,,,8800.0,0.92,,,7.54,,,34.44,33.8,136700.0,14427318.0,,14.33,34.49,10.9,0.6352,78.19,0.3794,105.54
2017-03-31,113800.0,12063938.0,1.71,3.51,11.95,,2692654.0,88400.0,25400.0,9371284.0,,,16600.0,1.74,,,,,16600.0,,,,1.74,16600.0,,,,9.29,,,42.4,41.61,120100.0,12731801.0,,12.6,42.42,22.31,0.4063,55.38,0.5357,106.01
2017-04-03,88400.0,9183876.0,1.24,2.71,9.38,,2638806.0,63000.0,25400.0,6545070.0,,,,,,,,2.64,,25400.0,,,,,,,,6.68,,,100.0,94.12,0.0,0.0,,0.0,100.0,28.73,0.5905,71.27,1.3207,103.89
2017-04-04,25400.0,2634488.0,0.35,0.77,2.64,,2634488.0,0.0,25400.0,0.0,,,,,,,,6.68,,63000.0,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.4549,103.72
2017-04-05,25400.0,2643632.0,0.32,0.76,2.63,,2643632.0,0.0,25400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.4549,104.08
2017-04-06,25400.0,2659634.0,0.3,0.75,2.64,,2659634.0,0.0,25400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.4549,104.71
2017-04-07,25400.0,2667254.0,0.28,0.72,2.66,,2667254.0,0.0,25400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.4549,105.01
2017-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,25400.0,0.0,2.66,,0.0,0.0,3935.0,408334.95,,0.41,0.0,,0.0,,0.0,103.77
2017-04-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,403731.0,,0.41,0.0,,0.0,,0.0,102.6
2017-04-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,399756.65,,0.41,0.0,,0.0,,0.0,101.59
2017-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,394168.95,,0.4,0.0,,0.0,,0.0,100.17
2017-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,394168.95,,0.39,0.0,,0.0,,0.0,
2017-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,394168.95,,0.39,0.0,,0.0,,0.0,
2017-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,389801.1,,0.39,0.0,,0.0,,0.0,99.06
2017-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,401330.65,,0.39,0.0,,0.0,,0.0,101.99
2017-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,406603.55,,0.4,0.0,,0.0,,0.0,103.33
2017-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,410105.7,,0.41,0.0,,0.0,,0.0,104.22
2017-04-24,11900.0,1332800.0,0.1,0.34,1.25,,1332800.0,0.0,11900.0,0.0,,,,,,11900.0,,,,,,,,,1.25,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.0241,112.0
2017-04-25,25100.0,2826260.0,0.18,0.71,2.8,,2826260.0,0.0,25100.0,0.0,,,,1.57,,,,,13200.0,,,,1.57,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,112.6
