,BNKE FP Equity_DX_SI_QTY,BNKE FP Equity_DX_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,BNKE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,BNKE FP Equity_DX_SI_MV,BNKE FP Equity_DX_DSS,BNKE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY,BNKE FP Equity_DX_BROKER_SI_QTY,BNKE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,BNKE FP Equity_DX_BROKER_SI_MV_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_x,BNKE FP Equity_DX_BROKER_SI_MV_INC_x,BNKE FP Equity_DX_SUPPLY_SI_MV_NEW,BNKE FP Equity_DX_BROKER_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_NEW,BNKE FP Equity_DX_SUPPLY_SI_MV_DEC,BNKE FP Equity_DX_BROKER_SI_QTY_INC,BNKE FP Equity_DX_SUPPLY_SI_QTY_DEC,BNKE FP Equity_DX_BROKER_SI_MV_NEW_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,BNKE FP Equity_DX_BROKER_SI_MV_INC_y,BNKE FP Equity_DX_SUPPLY_SI_QTY_INC_y,BNKE FP Equity_DX_BROKER_SI_MV_ADD,BNKE FP Equity_DX_SUPPLY_SI_QTY_ADD,BNKE FP Equity_DX_BROKER_SI_QTY_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV,BNKE FP Equity_DX_BROKER_SI_MV_DEC,BNKE FP Equity_DX_SUPPLY_SI_MV_RMV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,BNKE FP Equity_DX_UTILIZATION_QUANTITY,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,BNKE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,BNKE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,BNKE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,BNKE FP Equity_DX_ACTIVE_UTILIZATION_MV,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,BNKE FP Equity_DX_BROKER_SI_CON_RATIO,BNKE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,BNKE FP Equity_DX_DEMAND_SUPPLY_RATIO,BNKE FP Equity_PX_LAST
2017-04-26,25100.0,2818228.0,0.17,0.71,2.83,,2818228.0,0.0,25100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,112.28
2017-04-27,25100.0,2773299.0,0.15,0.71,2.82,,2773299.0,0.0,25100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,110.49
2017-04-28,25100.0,2778821.0,0.15,0.66,2.79,,2778821.0,0.0,25100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,110.71
2017-05-01,25100.0,2778821.0,0.14,0.65,2.78,,2778821.0,0.0,25100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,
2017-05-02,25100.0,2805678.0,0.14,0.65,2.79,,2805678.0,0.0,25100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,6.3787,111.78
2017-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,25100.0,0.0,2.79,,0.0,0.0,3935.0,442923.6,,0.44,0.0,,0.0,,0.0,112.56
2017-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,450832.95,,0.44,0.0,,0.0,,0.0,114.57
2017-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,459411.25,,0.45,0.0,,0.0,,0.0,116.75
2017-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,455633.65,,0.46,0.0,,0.0,,0.0,115.79
2017-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,450754.25,,0.45,0.0,,0.0,,0.0,114.55
2017-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3935.0,450832.95,,0.45,0.0,,0.0,,0.0,114.57
2017-05-11,16000.0,1820640.0,0.07,0.39,1.82,,1820640.0,0.0,16000.0,0.0,,,,,,16000.0,,,,,,,,,1.82,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.0661,113.79
2017-05-12,16000.0,1824960.0,0.07,0.38,1.83,,1824960.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,4.0661,114.06
2017-05-15,16000.0,1843680.0,0.07,0.38,1.84,,1843680.0,0.0,16000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.7924,115.23
2017-05-16,8000.0,921360.0,0.03,0.19,0.92,,921360.0,0.0,8000.0,0.0,,,,,,,,,,,,,,,,,8000.0,0.0,0.9,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.2864,115.17
2017-05-17,16103.0,1802247.76,0.06,0.38,1.82,,1578407.76,2000.0,14103.0,223840.0,,,,0.44,,2000.0,,,4103.0,,,,0.44,,0.23,2000.0,,0.23,,,100.0,32.16,0.0,0.0,,0.0,100.0,12.69,0.589,74.62,2.5893,111.92
2017-05-18,17103.0,1897919.91,0.07,0.4,1.9,,1675979.91,2000.0,15103.0,221940.0,,,,0.1,,,,,1000.0,,,,0.1,,,,,0.22,,,100.0,32.16,0.0,0.0,,0.0,100.0,17.65,0.5433,70.59,2.7501,110.97
2017-05-19,5000.0,564900.0,0.02,0.12,0.56,,338940.0,2000.0,3000.0,225960.0,,,,,,,,,,,,,,,,,12103.0,0.22,1.33,,100.0,32.16,0.0,0.0,,0.0,100.0,39.58,0.5217,60.42,0.804,112.98
2017-05-22,5000.0,561100.0,0.02,0.12,0.56,,336660.0,2000.0,3000.0,224440.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,32.16,0.0,0.0,,0.0,100.0,40.01,0.52,59.99,0.804,112.22
2017-05-23,5000.0,568650.0,0.02,0.1,0.56,,341190.0,2000.0,3000.0,227460.0,,,,,,,,,,,,,,,,,,0.22,,,100.0,32.16,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.804,113.73
2017-05-24,5000.0,569700.0,0.02,0.1,0.57,,341820.0,2000.0,3000.0,227880.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,27.7,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6926,113.94
2017-05-25,5000.0,567800.0,0.02,0.09,0.57,,340680.0,2000.0,3000.0,227120.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,27.7,0.0,0.0,,0.0,100.0,40.04,0.5198,59.96,0.6926,113.56
2017-05-26,5000.0,564750.0,0.02,0.09,0.57,,338850.0,2000.0,3000.0,225900.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,27.7,0.0,0.0,,0.0,100.0,40.13,0.5195,59.87,0.6926,112.95
2017-05-29,5000.0,560900.0,0.02,0.09,0.56,,336540.0,2000.0,3000.0,224360.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,27.7,0.0,0.0,,0.0,100.0,40.0,0.52,60.0,0.6926,112.18
2017-05-30,1000.0,111070.0,0.0,0.02,0.11,,111070.0,0.0,1000.0,0.0,,,,,,,,0.23,,2000.0,,,,,,,2000.0,0.0,0.23,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,111.07
2017-05-31,1000.0,110230.0,0.0,0.02,0.11,,110230.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,110.23
2017-06-01,1000.0,110350.0,0.0,0.02,0.11,,110350.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,110.35
2017-06-02,1000.0,110460.0,0.0,0.02,0.11,,110460.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,110.46
2017-06-05,1000.0,110060.0,0.0,0.02,0.11,,110060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,110.06
2017-06-06,1000.0,109280.0,0.0,0.02,0.11,,109280.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,109.28
2017-06-07,1000.0,110040.0,0.0,0.02,0.11,,110040.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1385,110.04
2017-06-08,1000.0,112060.0,0.0,0.02,0.11,,112060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1488,112.06
2017-06-09,1000.0,113100.0,0.0,0.02,0.11,,113100.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,113.1
2017-06-12,1000.0,111430.0,0.0,0.02,0.11,,111430.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,111.43
2017-06-13,1000.0,111860.0,0.0,0.02,0.11,,111860.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,111.86
2017-06-14,1000.0,110020.0,0.0,0.02,0.11,,110020.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,110.02
2017-06-15,9900.0,1087614.0,0.03,0.18,1.09,,1087614.0,0.0,9900.0,0.0,,,,0.98,,,,,8900.0,,,,0.98,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,109.86
2017-06-16,9900.0,1085337.0,0.03,0.18,1.08,,1085337.0,0.0,9900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,109.63
2017-06-19,9900.0,1101078.0,0.04,0.18,1.08,,1101078.0,0.0,9900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,111.22
2017-06-20,9900.0,1086525.0,0.04,0.18,1.1,,1086525.0,0.0,9900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,109.75
2017-06-21,9900.0,1089594.0,0.04,0.18,1.09,,1089594.0,0.0,9900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,110.06
2017-06-22,9900.0,1085733.0,0.04,0.18,1.09,,1085733.0,0.0,9900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.4308,109.67
2017-06-23,1000.0,108680.0,0.0,0.02,0.11,,108680.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,8900.0,0.0,0.98,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,108.68
2017-06-26,1000.0,110020.0,0.0,0.02,0.11,,110020.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1445,110.02
2017-06-27,1000.0,111630.0,0.0,0.02,0.11,,111630.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,111.63
2017-06-28,1000.0,113670.0,0.0,0.02,0.11,,113670.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,113.67
2017-06-29,1000.0,112930.0,0.0,0.02,0.11,,112930.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,112.93
2017-06-30,1000.0,111630.0,0.0,0.02,0.11,,111630.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,111.63
2017-07-03,1000.0,115130.0,0.0,0.02,0.11,,115130.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,115.13
2017-07-04,1000.0,115170.0,0.01,0.02,0.11,,115170.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1314,115.17
2017-07-05,1450.0,166648.5,0.01,0.03,0.17,,166648.5,0.0,1450.0,0.0,,,,,,450.0,,,,,,,,,0.05,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.99,0.5723,69.01,0.1906,114.93
2017-07-06,1000.0,116240.0,0.01,0.02,0.12,,116240.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,450.0,0.0,0.05,,0.0,0.0,0.0,0.0,,0.0,0.0,30.98,1.0,100.0,0.1314,116.24
2017-07-07,1000.0,115900.0,0.01,0.02,0.12,,115900.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.217,115.9
2017-07-10,41000.0,4739190.0,0.27,0.7,4.75,,4739190.0,0.0,41000.0,0.0,,,,4.63,,,,,40000.0,,,,4.63,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.8956,115.59
2017-07-11,41000.0,4729350.0,0.27,0.68,4.75,,4729350.0,0.0,41000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.8956,115.35
2017-07-12,41000.0,4744520.0,0.26,0.68,4.72,,4744520.0,0.0,41000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.8956,115.72
2017-07-13,41000.0,4786340.0,0.27,0.66,4.75,,4786340.0,0.0,41000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.8956,116.74
2017-07-14,43900.0,5088888.0,0.29,0.71,5.08,,5088888.0,0.0,43900.0,0.0,,,,0.36,,,,,2900.0,,,,0.36,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.5248,115.92
2017-07-17,43900.0,5072206.0,0.3,0.7,5.09,,5072206.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.5248,115.54
2017-07-18,43900.0,4992747.0,0.32,0.69,5.07,,4992747.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,9.5248,113.73
2017-07-19,43900.0,4998015.0,0.31,0.68,5.0,,4998015.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,113.85
2017-07-20,43900.0,5007673.0,0.31,0.67,4.99,,5007673.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,114.07
2017-07-21,43900.0,4947969.0,0.32,0.67,5.0,,4947969.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,112.71
2017-07-24,43900.0,4998454.0,0.33,0.67,4.95,,4998454.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,113.86
2017-07-25,43900.0,5092400.0,0.32,0.66,4.99,,5092400.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,116.0
2017-07-26,43900.0,5121374.0,0.31,0.64,5.14,,5121374.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,116.66
2017-07-27,43900.0,5121374.0,0.31,0.59,5.12,,5121374.0,0.0,43900.0,0.0,5.12,,,,,,43900.0,,,,5.12,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,116.66
2017-07-28,43900.0,5102497.0,0.31,0.59,5.1,,5102497.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,116.23
2017-07-31,43900.0,5074401.0,0.32,0.58,5.11,,5074401.0,0.0,43900.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,7.4546,115.59
2017-08-01,50400.0,5881680.0,0.35,0.66,5.84,,5881680.0,0.0,50400.0,0.0,,,,0.73,,,,,6500.0,,,,0.73,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,8.5583,116.7
2017-08-02,51400.0,5938242.0,0.36,0.68,5.99,,5938242.0,1000.0,51400.0,115530.0,,,,,,1000.0,,,,,,,,,0.12,1000.0,,0.12,,,100.0,16.98,0.0,0.0,,0.0,100.0,1.95,0.9618,98.05,8.7281,115.53
2017-08-03,156545.0,18267236.05,1.08,2.02,18.27,,18267236.05,145.0,156545.0,16920.05,,,,,,106000.0,,0.1,,855.0,,,,,12.37,,855.0,0.02,0.1,,100.0,2.46,0.0,0.0,,0.0,100.0,32.19,0.5622,67.72,26.5826,116.69
2017-08-04,156400.0,18500556.0,1.06,2.01,18.36,,18500556.0,0.0,156400.0,0.0,,,,,,,,0.02,,145.0,,,,,,,145.0,0.0,0.02,,0.0,0.0,0.0,0.0,,0.0,0.0,32.52,0.5611,67.48,26.558,118.29
2017-08-07,116400.0,13841124.0,0.79,1.5,13.84,,13841124.0,0.0,116400.0,0.0,,,,,,,,,,,,,,,,,40000.0,0.0,4.72,,0.0,0.0,0.0,0.0,,0.0,0.0,8.89,0.838,91.11,19.7657,118.91
2017-08-08,116400.0,13878372.0,0.79,1.5,13.88,,13878372.0,0.0,116400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.91,0.8377,91.09,19.7657,119.23
2017-08-09,10400.0,1214304.0,0.07,0.13,1.24,,1214304.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,,,106000.0,0.0,12.65,,0.0,0.0,0.0,0.0,,0.0,0.0,8.93,1.0,100.0,1.766,116.76
2017-08-10,10400.0,1194648.0,0.07,0.13,1.21,,1194648.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.766,114.87
2017-08-11,10400.0,1177488.0,0.07,0.13,1.19,,1177488.0,0.0,10400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.766,113.22
2017-08-14,1000.0,115440.0,0.01,0.01,0.11,,115440.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,9400.0,0.0,1.08,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,115.44
2017-08-15,1000.0,115970.0,0.01,0.01,0.12,,115970.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,115.97
2017-08-16,1000.0,116760.0,0.01,0.01,0.12,,116760.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,116.76
2017-08-17,1000.0,114500.0,0.01,0.01,0.12,,114500.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,114.5
2017-08-18,1000.0,114680.0,0.01,0.01,0.11,,114680.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,114.68
2017-08-21,1000.0,113060.0,0.01,0.01,0.11,,113060.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4075,113.06
2017-08-22,1278.0,145104.12,0.01,0.02,0.14,,145104.12,0.0,1278.0,0.0,,,,,,278.0,,,,,,,,,0.03,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.75,0.6596,78.25,0.5208,113.54
2017-08-23,1278.0,143608.86,0.01,0.02,0.15,,143608.86,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.76,0.6595,78.24,0.5208,112.37
2017-08-24,1278.0,144324.54,0.01,0.02,0.14,,144324.54,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.75,0.6596,78.25,0.5208,112.93
2017-08-25,1278.0,144145.62,0.01,0.02,0.14,,144145.62,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.76,0.6595,78.24,0.5208,112.79
2017-08-28,1278.0,143826.12,0.01,0.02,0.14,,143826.12,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.73,0.6598,78.27,0.5208,112.54
2017-08-29,1278.0,141538.5,0.01,0.02,0.14,,141538.5,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.74,0.6597,78.26,0.5208,110.75
2017-08-30,1278.0,141909.12,0.01,0.02,0.14,,141909.12,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.77,0.6594,78.23,0.5208,111.04
2017-08-31,1278.0,143455.5,0.01,0.02,0.14,,143455.5,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.74,0.6597,78.26,0.5208,112.25
2017-09-01,1278.0,143953.92,0.01,0.02,0.14,,143953.92,0.0,1278.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.67,0.6605,78.33,0.5208,112.64
2017-09-04,3478.0,387762.22,0.03,0.04,0.39,,320868.22,600.0,2878.0,66894.0,,,,0.09,,800.0,,,800.0,,,,0.09,,0.09,600.0,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,27.79,0.4779,62.56,1.4173,111.49
2017-09-05,3478.0,381988.74,0.04,0.04,0.39,,316090.74,600.0,2878.0,65898.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,27.78,0.478,62.57,1.4173,109.83
2017-09-06,3478.0,381745.28,0.04,0.04,0.38,,315889.28,600.0,2878.0,65856.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,27.78,0.4779,62.56,1.4173,109.76
2017-09-07,3478.0,379102.0,0.04,0.04,0.38,,313702.0,600.0,2878.0,65400.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,27.79,0.4778,62.55,1.4173,109.0
2017-09-08,3078.0,338272.2,0.03,0.04,0.34,,272332.2,600.0,2478.0,65940.0,,,,,,,,,,,,,,,,,400.0,0.07,0.04,,100.0,24.45,0.0,0.0,,0.0,100.0,24.09,0.4897,64.75,1.2543,109.9
2017-09-11,3078.0,345813.3,0.04,0.04,0.34,,278403.3,600.0,2478.0,67410.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,24.22,0.4881,64.56,1.2543,112.35
2017-09-12,3078.0,351815.4,0.04,0.04,0.35,,283235.4,600.0,2478.0,68580.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,24.45,0.0,0.0,,0.0,100.0,24.21,0.4882,64.57,1.2543,114.3
2017-09-13,3078.0,353015.82,0.04,0.04,0.35,,284201.82,600.0,2478.0,68814.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.22,0.488,64.56,1.3915,114.69
2017-09-14,3078.0,354616.38,0.03,0.04,0.35,,285490.38,600.0,2478.0,69126.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.17,0.4886,64.62,1.3915,115.21
2017-09-15,3078.0,350830.44,0.03,0.04,0.35,,282442.44,600.0,2478.0,68388.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.36,0.4862,64.35,1.3915,113.98
2017-09-18,3078.0,352677.24,0.03,0.04,0.35,,283929.24,600.0,2478.0,68748.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.19,0.4884,64.6,1.3915,114.58
2017-09-19,3078.0,352615.68,0.03,0.04,0.35,,283879.68,600.0,2478.0,68736.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,24.2,0.4882,64.58,1.3915,114.56
2017-09-20,18078.0,2057999.52,0.19,0.2,2.05,,1989695.52,600.0,17478.0,68304.0,,,,1.7,,,,,15000.0,,,,1.7,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,3.43,0.9034,94.97,8.1727,113.84
2017-09-21,18078.0,2091082.26,0.18,0.2,2.06,,2021680.26,600.0,17478.0,69402.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,27.12,0.0,0.0,,0.0,100.0,3.43,0.9035,94.98,8.1727,115.67
