,C5E FP Equity_DX_SI_QTY,C5E FP Equity_DX_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,C5E FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,C5E FP Equity_DX_SI_MV,C5E FP Equity_DX_DSS,C5E FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY,C5E FP Equity_DX_BROKER_SI_QTY,C5E FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,C5E FP Equity_DX_BROKER_SI_MV_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_x,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_x,C5E FP Equity_DX_BROKER_SI_MV_INC_x,C5E FP Equity_DX_SUPPLY_SI_MV_NEW,C5E FP Equity_DX_BROKER_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_NEW,C5E FP Equity_DX_SUPPLY_SI_MV_DEC,C5E FP Equity_DX_BROKER_SI_QTY_INC,C5E FP Equity_DX_SUPPLY_SI_QTY_DEC,C5E FP Equity_DX_BROKER_SI_MV_NEW_y,C5E FP Equity_DX_SUPPLY_SI_QTY_NEW_y,C5E FP Equity_DX_BROKER_SI_MV_INC_y,C5E FP Equity_DX_SUPPLY_SI_QTY_INC_y,C5E FP Equity_DX_BROKER_SI_MV_ADD,C5E FP Equity_DX_SUPPLY_SI_QTY_ADD,C5E FP Equity_DX_BROKER_SI_QTY_DEC,C5E FP Equity_DX_SUPPLY_SI_MV,C5E FP Equity_DX_BROKER_SI_MV_DEC,C5E FP Equity_DX_SUPPLY_SI_MV_RMV,C5E FP Equity_DX_BROKER_SI_MV_RMV,C5E FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,C5E FP Equity_DX_UTILIZATION_QUANTITY,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,C5E FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,C5E FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,C5E FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,C5E FP Equity_DX_ACTIVE_UTILIZATION_MV,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_2,C5E FP Equity_DX_BROKER_SI_CON_RATIO,C5E FP Equity_DX_BROKER_SI_MARKET_SHARE_1,C5E FP Equity_DX_DEMAND_SUPPLY_RATIO,C5E FP Equity_PX_LAST
2013-06-28,14800.0,727124.0,4.89,0.76,0.73,,137564.0,12000.0,2800.0,589560.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14332400.12,,14.4,3.95,18.92,0.6932,81.08,0.0487,49.13
2013-07-01,14800.0,732748.0,5.02,0.76,0.73,,138628.0,12000.0,2800.0,594120.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14443255.24,,14.34,3.95,18.92,0.6932,81.08,0.0487,49.51
2013-07-02,14800.0,729788.0,6.35,0.76,0.73,,138068.0,12000.0,2800.0,591720.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14384910.44,,14.4,3.95,18.92,0.6932,81.08,0.0487,49.31
2013-07-03,14800.0,724312.0,6.97,0.76,0.73,,137032.0,12000.0,2800.0,587280.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14276972.56,,14.38,3.95,18.92,0.6932,81.08,0.0487,48.94
2013-07-04,14800.0,742072.0,7.98,0.76,0.72,,140392.0,12000.0,2800.0,601680.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14627041.36,,14.27,3.95,18.92,0.6932,81.08,0.0487,50.14
2013-07-05,12000.0,593880.0,5.45,0.61,0.58,,0.0,12000.0,0.0,593880.0,,,,,,,,,,,,,,,,,2800.0,0.58,0.14,,,3.95,3.95,291724.0,14437420.76,,14.19,3.95,,1.0,100.0,0.0395,49.49
2013-07-08,12000.0,600840.0,5.44,0.61,0.59,,0.0,12000.0,0.0,600840.0,,,,,,,,,,,,,,,,,,0.59,,,,3.95,3.95,291724.0,14606620.68,,14.44,3.95,,1.0,100.0,0.0395,50.07
2013-07-09,15500.0,783060.0,6.61,0.79,0.78,,176820.0,12000.0,3500.0,606240.0,,,,,,3500.0,,,,,,,,,0.18,,,0.6,,,,3.95,3.95,291724.0,14737896.48,,14.59,3.95,22.58,0.6504,77.42,0.051,50.52
2013-07-10,6500.0,328120.0,2.76,0.33,0.33,,328120.0,0.0,6500.0,0.0,,,,0.16,,,,0.6,3000.0,12000.0,,,0.16,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.48
2013-07-11,9500.0,482315.0,4.03,0.48,0.48,,482315.0,0.0,9500.0,0.0,,,,0.16,,,,,3000.0,,,,0.16,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,50.77
2013-07-12,9500.0,481935.0,4.01,0.48,0.48,,481935.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,50.73
2013-07-15,9500.0,483360.0,4.0,0.48,0.48,,483360.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,50.88
2013-07-16,9500.0,479560.0,3.87,0.48,0.48,,479560.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,50.48
2013-07-17,9500.0,482505.0,3.85,0.48,0.48,,482505.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,50.79
2013-07-18,9500.0,486115.0,3.82,0.48,0.48,,486115.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,51.17
2013-07-19,9500.0,485640.0,3.8,0.48,0.49,,485640.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,51.12
2013-07-22,9500.0,486400.0,3.75,0.48,0.49,,486400.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,51.2
2013-07-23,9500.0,485070.0,3.72,0.48,0.49,,485070.0,0.0,9500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0313,51.06
2013-07-24,6500.0,333320.0,2.54,0.33,0.33,,333320.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,51.28
2013-07-25,6500.0,331240.0,2.53,0.33,0.33,,331240.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.96
2013-07-26,6500.0,330395.0,2.49,0.33,0.33,,330395.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.83
2013-07-29,6500.0,330135.0,2.5,0.33,0.33,,330135.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.79
2013-07-30,6500.0,330135.0,2.47,0.33,0.33,,330135.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.79
2013-07-31,6500.0,331110.0,2.47,0.33,0.33,,331110.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,50.94
2013-08-01,6500.0,334945.0,2.45,0.33,0.33,,334945.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,51.53
2013-08-02,6500.0,335465.0,2.52,0.33,0.34,,335465.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,51.61
2013-08-05,6500.0,334880.0,2.64,0.33,0.34,,334880.0,0.0,6500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,51.52
2013-08-06,8500.0,436815.0,2.82,0.43,0.44,,436815.0,0.0,8500.0,0.0,,,,0.1,,,,,2000.0,,,,0.1,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.028,51.39
2013-08-07,12100.0,620851.0,4.07,0.62,0.62,,620851.0,0.0,12100.0,0.0,,,,0.19,,,,,3600.0,,,,0.19,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0398,51.31
2013-08-08,23000.0,1181050.0,7.69,1.17,1.18,,1181050.0,0.0,23000.0,0.0,,,,0.56,,,,,10900.0,,,,0.56,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0757,51.35
2013-08-09,23000.0,1189330.0,7.53,1.17,1.18,,1189330.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0757,51.71
2013-08-12,23000.0,1189790.0,7.42,1.17,1.19,,1189790.0,0.0,23000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0757,51.73
2013-08-13,24500.0,1275715.0,7.5,1.25,1.27,,1275715.0,0.0,24500.0,0.0,,,,0.07,,,,,1500.0,,,,0.07,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.07
2013-08-14,24500.0,1279635.0,7.53,1.25,1.28,,1279635.0,0.0,24500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.23
2013-08-15,21700.0,1120588.0,6.7,1.11,1.14,,1120588.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,2800.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.64
2013-08-16,21700.0,1123626.0,7.56,1.11,1.12,,1123626.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.78
2013-08-19,21700.0,1116899.0,8.63,1.11,1.12,,1116899.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.47
2013-08-20,21700.0,1110823.0,9.03,1.11,1.12,,1110823.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.19
2013-08-21,21700.0,1104530.0,9.06,1.11,1.11,,1104530.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,50.9
2013-08-22,21700.0,1113861.0,9.18,1.11,1.1,,1113861.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.33
2013-08-23,21700.0,1119069.0,9.14,1.11,1.11,,1119069.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.57
2013-08-26,21700.0,1121239.0,8.69,1.11,1.12,,1121239.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.67
2013-08-27,21700.0,1104096.0,7.83,1.11,1.12,,1104096.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,50.88
2013-08-28,21700.0,1100407.0,7.61,1.11,1.1,,1100407.0,0.0,21700.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,50.71
2013-08-29,10100.0,515302.0,3.54,0.52,0.51,,515302.0,0.0,10100.0,0.0,,,,,,,,,,,,,,,,,11600.0,0.0,0.6,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.02
2013-08-30,7100.0,359189.0,2.49,0.36,0.36,,359189.0,0.0,7100.0,0.0,,,,,,,,,,,,,,,,,3000.0,0.0,0.15,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,50.59
2013-09-02,4600.0,236716.0,1.61,0.23,0.23,,236716.0,0.0,4600.0,0.0,,,,,,,,,,,,,,,,,2500.0,0.0,0.13,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.46
2013-09-03,3600.0,184248.0,1.27,0.18,0.19,,184248.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.18
2013-09-04,3600.0,184932.0,1.28,0.18,0.18,,184932.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.37
2013-09-05,3600.0,186120.0,1.29,0.18,0.18,,186120.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.7
2013-09-06,3600.0,187128.0,1.3,0.18,0.19,,187128.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.98
2013-09-09,3600.0,186336.0,1.29,0.18,0.19,,186336.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,51.76
2013-09-10,3600.0,188280.0,1.3,0.18,0.19,,188280.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.3
2013-09-11,3600.0,188928.0,1.23,0.18,0.19,,188928.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.48
2013-09-12,3600.0,188892.0,1.23,0.18,0.19,,188892.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.47
2013-09-13,3600.0,189432.0,1.23,0.18,0.19,,189432.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,52.62
2013-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.91
2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.63
2013-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.85
2013-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16
2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1
2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.86
2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.01
2013-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.97
2013-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.01
2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6
2013-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16039664.44,,15.98,0.0,,0.0,,0.0,52.81
2013-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15942472.76,,16.03,0.0,,0.0,,0.0,52.49
2013-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15893876.92,,15.94,0.0,,0.0,,0.0,52.33
2013-10-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15915137.6,,15.9,0.0,,0.0,,0.0,52.4
2013-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15854392.8,,15.93,0.0,,0.0,,0.0,52.2
2013-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15723791.48,,15.86,0.0,,0.0,,0.0,51.77
2013-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15632674.28,,15.74,0.0,,0.0,,0.0,51.47
2013-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15890839.68,,15.63,0.0,,0.0,,0.0,52.32
2013-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,15988031.36,,15.9,0.0,,0.0,,0.0,52.64
2013-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16015366.52,,15.97,0.0,,0.0,,0.0,52.73
2013-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16167228.52,,16.05,0.0,,0.0,,0.0,53.23
2013-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16185451.96,,16.2,0.0,,0.0,,0.0,53.29
2013-10-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16234047.8,,16.2,0.0,,0.0,,0.0,53.45
2013-10-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16340351.2,,16.23,0.0,,0.0,,0.0,53.8
2013-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16364649.12,,16.35,0.0,,0.0,,0.0,53.88
2013-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16467915.28,,16.36,0.0,,0.0,,0.0,54.22
2013-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16385909.8,,16.46,0.0,,0.0,,0.0,53.95
2013-10-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16446654.6,,16.38,0.0,,0.0,,0.0,54.15
2013-10-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16449691.84,,16.46,0.0,,0.0,,0.0,54.16
2013-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16443617.36,,16.44,0.0,,0.0,,0.0,54.14
2013-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16504362.16,,16.45,0.0,,0.0,,0.0,54.34
2013-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16486138.72,,16.46,0.0,,0.0,,0.0,54.28
2013-10-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16577255.92,,16.47,0.0,,0.0,,0.0,54.58
2013-11-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16549920.76,,16.57,0.0,,0.0,,0.0,54.49
2013-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16586367.64,,16.56,0.0,,0.0,,0.0,54.61
2013-11-05,1000.0,54540.0,0.38,0.05,0.05,,54540.0,0.0,1000.0,0.0,,,,,,1000.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033,54.54
2013-11-06,1000.0,54750.0,0.39,0.05,0.05,,54750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033,54.75
2013-11-07,1000.0,54790.0,0.4,0.05,0.05,,54790.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033,54.79
2013-11-08,1000.0,54700.0,0.37,0.05,0.05,,54700.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033,54.7
2013-11-11,1000.0,54870.0,0.38,0.05,0.05,,54870.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033,54.87
2013-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.05,,,0.0,0.0,303724.0,16586367.64,,16.48,0.0,,0.0,,0.0,54.61
2013-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16495250.44,,16.71,0.0,,0.0,,0.0,54.31
2013-11-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16634963.48,,16.57,0.0,,0.0,,0.0,54.77
2013-11-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16692671.04,,16.52,0.0,,0.0,,0.0,54.96
2013-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16780751.0,,16.48,0.0,,0.0,,0.0,55.25
2013-11-19,19400.0,1064672.0,6.61,0.99,1.07,,1064672.0,0.0,19400.0,0.0,,,,,,19400.0,,,,,,,,,1.07,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0639,54.88
2013-11-20,38800.0,2136328.0,12.76,1.98,2.14,,1068164.0,19400.0,19400.0,1068164.0,,,,,,,,,,,,,,,,19400.0,,1.07,,,,6.39,6.39,284324.0,15654879.44,,15.71,6.39,,1.0,100.0,0.1277,55.06
2013-11-21,51800.0,2847446.0,17.3,2.64,2.86,,1423723.0,25900.0,25900.0,1423723.0,,,6500.0,0.37,,,,,6500.0,,,,0.37,6500.0,,,,1.43,,,,8.53,8.53,277824.0,15271985.28,,15.33,8.53,,1.0,100.0,0.1706,54.97
2013-11-22,51800.0,2846928.0,18.57,2.64,2.85,,1423464.0,25900.0,25900.0,1423464.0,,,,,,,,,,,,,,,,,,1.43,,,,8.53,8.53,277824.0,15269207.04,,15.3,8.53,,1.0,100.0,0.1706,54.96
2013-11-25,51800.0,2859360.0,18.67,2.64,2.85,,1429680.0,25900.0,25900.0,1429680.0,,,,,,,,,,,,,,,,,,1.42,,,,8.53,8.53,277824.0,15335884.8,,15.27,8.53,,1.0,100.0,0.1706,55.2
2013-11-26,13000.0,712790.0,4.05,0.66,0.72,,356395.0,6500.0,6500.0,356395.0,,,,,,,,1.06,,19400.0,,,,,,,19400.0,0.36,1.06,,,2.14,2.14,297224.0,16296791.92,,16.43,2.14,,1.0,100.0,0.0428,54.83
2013-11-27,13000.0,714870.0,3.94,0.66,0.71,,357435.0,6500.0,6500.0,357435.0,,,,,,,,,,,,,,,,,,0.36,,,,2.14,2.14,297224.0,16344347.76,,16.31,2.14,,1.0,100.0,0.0428,54.99
2013-11-28,6500.0,358540.0,2.03,0.33,0.36,,358540.0,0.0,6500.0,0.0,,,,,,,,0.36,,6500.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0214,55.16
2013-11-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6500.0,0.0,0.36,,,0.0,0.0,303724.0,16777713.76,,16.75,0.0,,0.0,,0.0,55.24
2013-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16723043.44,,16.77,0.0,,0.0,,0.0,55.06
2013-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16483101.48,,16.72,0.0,,0.0,,0.0,54.27
2013-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16370723.6,,16.48,0.0,,0.0,,0.0,53.9
2013-12-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,303724.0,16206712.64,,16.38,0.0,,0.0,,0.0,53.36
