,OREGE FP Equity_DX_SI_QTY,OREGE FP Equity_DX_SHORT_INTEREST_VALUE,OREGE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,OREGE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,OREGE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,OREGE FP Equity_DX_SI_MV,OREGE FP Equity_DX_DSS,OREGE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,OREGE FP Equity_DX_SUPPLY_SI_QTY,OREGE FP Equity_DX_BROKER_SI_QTY,OREGE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,OREGE FP Equity_DX_SUPPLY_SI_QTY_INC_x,OREGE FP Equity_DX_BROKER_SI_MV_INC_x,OREGE FP Equity_DX_BROKER_SI_QTY_ADD,OREGE FP Equity_DX_SUPPLY_SI_MV_DEC,OREGE FP Equity_DX_BROKER_SI_QTY_INC,OREGE FP Equity_DX_SUPPLY_SI_QTY_DEC,OREGE FP Equity_DX_BROKER_SI_MV_INC_y,OREGE FP Equity_DX_SUPPLY_SI_QTY_INC_y,OREGE FP Equity_DX_BROKER_SI_MV_ADD,OREGE FP Equity_DX_SUPPLY_SI_QTY_ADD,OREGE FP Equity_DX_BROKER_SI_QTY_DEC,OREGE FP Equity_DX_SUPPLY_SI_MV,OREGE FP Equity_DX_BROKER_SI_MV_DEC,OREGE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,OREGE FP Equity_DX_UTILIZATION_QUANTITY,OREGE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,OREGE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,OREGE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,OREGE FP Equity_DX_ACTIVE_UTILIZATION_MV,OREGE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,OREGE FP Equity_DX_BROKER_SI_CON_RATIO,OREGE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,OREGE FP Equity_DX_DEMAND_SUPPLY_RATIO
2013-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,62000.0,197780.0,0.19,0.0,,0.0,,0.0
2013-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,62000.0,203360.0,0.19,0.0,,0.0,,0.0
2013-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,62000.0,203360.0,0.19,0.0,,0.0,,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1061995.83,1.07,0.0,,0.0,,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1020992.13,1.06,0.0,,0.0,,0.0
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1078397.31,1.02,0.0,,0.0,,0.0
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1111200.27,1.08,0.0,,0.0,,0.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1180906.56,1.11,0.0,,0.0,,0.0
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1127601.75,1.18,0.0,,0.0,,0.0
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1221910.26,1.13,0.0,,0.0,,0.0
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1332620.25,1.22,0.0,,0.0,,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1480233.57,1.33,0.0,,0.0,,0.0
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1549939.86,1.48,0.0,,0.0,,0.0
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1508936.16,1.55,0.0,,0.0,,0.0
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1513036.53,1.51,0.0,,0.0,,0.0
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,820074.0,1607345.04,1.51,0.0,,0.0,,0.0
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864344.0,1789192.08,1.69,0.0,,0.0,,0.0
2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,864344.0,1694114.24,1.69,0.0,,0.0,,0.0
2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,934039.0,1690610.59,1.83,0.0,,0.0,,0.0
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1741960.68,1.7,0.0,,0.0,,0.0
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1624893.43,1.74,0.0,,0.0,,0.0
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1601479.98,1.74,0.0,,0.0,,0.0
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1554653.08,1.74,0.0,,0.0,,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1662354.95,1.55,0.0,,0.0,,0.0
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1741960.68,1.66,0.0,,0.0,,0.0
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1798152.96,1.66,0.0,,0.0,,0.0
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1854345.24,1.8,0.0,,0.0,,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1844979.86,1.85,0.0,,0.0,,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1859027.93,1.85,0.0,,0.0,,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1784104.89,1.86,0.0,,0.0,,0.0
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1741960.68,1.78,0.0,,0.0,,0.0
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1741960.68,1.74,0.0,,0.0,,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1751326.06,1.74,0.0,,0.0,,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1798152.96,1.75,0.0,,0.0,,0.0
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1713864.54,1.8,0.0,,0.0,,0.0
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1578066.53,1.71,0.0,,0.0,,0.0
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1610845.36,1.58,0.0,,0.0,,0.0
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1699816.47,1.61,0.0,,0.0,,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1648306.88,1.7,0.0,,0.0,,0.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1540605.01,1.65,0.0,,0.0,,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1685768.4,1.54,0.0,,0.0,,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1582749.22,1.69,0.0,,0.0,,0.0
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1601479.98,1.58,0.0,,0.0,,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1704499.16,1.6,0.0,,0.0,,0.0
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1676403.02,1.7,0.0,,0.0,,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1601479.98,1.68,0.0,,0.0,,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1601479.98,1.68,0.0,,0.0,,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1582749.22,1.6,0.0,,0.0,,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1592114.6,1.58,0.0,,0.0,,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1517191.56,1.59,0.0,,0.0,,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1526556.94,1.52,0.0,,0.0,,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1446951.21,1.53,0.0,,0.0,,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1460999.28,1.45,0.0,,0.0,,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1442268.52,1.46,0.0,,0.0,,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1418855.07,1.44,0.0,,0.0,,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1432903.14,1.42,0.0,,0.0,,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1432903.14,1.42,0.0,,0.0,,0.0
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1456316.59,1.43,0.0,,0.0,,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1479730.04,1.43,0.0,,0.0,,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1460999.28,1.43,0.0,,0.0,,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1451633.9,1.46,0.0,,0.0,,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1432903.14,1.45,0.0,,0.0,,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1437585.83,1.43,0.0,,0.0,,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1437585.83,1.43,0.0,,0.0,,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1446951.21,1.44,0.0,,0.0,,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1423537.76,1.45,0.0,,0.0,,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1423537.76,1.42,0.0,,0.0,,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1423537.76,1.42,0.0,,0.0,,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1423537.76,1.43,0.0,,0.0,,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1444141.6,1.41,0.0,,0.0,,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,936538.0,1447887.75,1.44,0.0,,0.0,,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,945967.0,1475708.52,1.46,0.0,,0.0,,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,945967.0,1475708.52,1.48,0.0,,0.0,,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,945967.0,1608143.9,1.48,0.0,,0.0,,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,945967.0,1551385.88,1.47,0.0,,0.0,,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,945967.0,1655442.25,1.55,0.0,,0.0,,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,987013.0,1677922.1,1.73,0.0,,0.0,,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1002135.0,1713650.85,1.7,0.0,,0.0,,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1002135.0,1735697.82,1.71,0.0,,0.0,,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1002135.0,1683586.8,1.71,0.0,,0.0,,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1027021.0,1727449.32,1.73,0.0,,0.0,,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1027021.0,1725395.28,1.73,0.0,,0.0,,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1028495.0,1727871.6,1.73,0.0,,0.0,,0.0
2021-04-26,6000.0,10080.0,0.07,0.31,0.01,0.01,0.0,0.0,6000.0,0.0,10080.0,,,,,,,,,,6000.0,,0.01,,0.73,0.58,814986.0,1369176.48,1.37,0.73,,1.0,100.0,0.0058
2021-04-27,6000.0,10080.0,0.07,0.34,0.01,0.01,0.0,0.0,6000.0,0.0,10080.0,,,,,,,,,,,,0.01,,0.66,0.54,900206.0,1512346.08,1.51,0.66,,1.0,100.0,0.0054
2021-04-28,6000.0,10020.0,0.07,0.35,0.01,0.01,0.0,0.0,6000.0,0.0,10020.0,,,,,,,,,,,,0.01,,0.66,0.54,904789.0,1510997.63,1.52,0.66,,1.0,100.0,0.0054
2021-04-29,6000.0,10200.0,0.07,0.33,0.01,0.01,0.0,0.0,6000.0,0.0,10200.0,,,,,,,,,,,,0.01,,0.66,0.53,907820.0,1543294.0,1.52,0.66,,1.0,100.0,0.0053
2021-04-30,6000.0,10272.0,0.07,0.33,0.01,0.01,0.0,0.0,6000.0,0.0,10272.0,,,,,,,,,,,,0.01,,0.66,0.53,908179.0,1554802.45,1.54,0.66,,1.0,100.0,0.0053
2021-05-03,6000.0,10272.0,0.07,0.32,0.01,0.01,0.0,0.0,6000.0,0.0,10272.0,,,,,,,,,,,,0.01,,0.66,0.53,908179.0,1554802.45,1.55,0.66,,1.0,100.0,0.0053
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.01,,6000.0,,,,,,0.0,,0.0,0.0,1158570.0,1946397.6,1.98,0.0,,0.0,,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158570.0,1951031.88,1.95,0.0,,0.0,,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1158570.0,1951031.88,1.95,0.0,,0.0,,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1186064.0,1987843.26,2.0,0.0,,0.0,,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1195967.0,2011616.49,2.0,0.0,,0.0,,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1193468.0,1909548.8,2.01,0.0,,0.0,,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1193468.0,1864197.02,1.91,0.0,,0.0,,0.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1193468.0,1837940.72,1.86,0.0,,0.0,,0.0
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1193468.0,1837940.72,1.84,0.0,,0.0,,0.0
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1193468.0,1837940.72,1.84,0.0,,0.0,,0.0
2021-05-18,200000.0,308400.0,2.41,10.15,0.4,0.31,1.0,0.0,200000.0,0.0,308400.0,,,,,,,,,,200000.0,,0.31,,19.62,16.76,819135.0,1263106.17,1.26,19.62,,1.0,100.0,0.1676
