,STQ FP Equity_DX_SI_QTY,STQ FP Equity_DX_SHORT_INTEREST_VALUE,STQ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STQ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STQ FP Equity_DX_SI_MV,STQ FP Equity_DX_DSS,STQ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STQ FP Equity_DX_SUPPLY_SI_QTY,STQ FP Equity_DX_BROKER_SI_QTY,STQ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STQ FP Equity_DX_BROKER_SI_MV_NEW_x,STQ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STQ FP Equity_DX_SUPPLY_SI_QTY_INC_x,STQ FP Equity_DX_BROKER_SI_MV_INC_x,STQ FP Equity_DX_SUPPLY_SI_MV_NEW,STQ FP Equity_DX_BROKER_SI_QTY_ADD,STQ FP Equity_DX_BROKER_SI_QTY_NEW,STQ FP Equity_DX_SUPPLY_SI_MV_DEC,STQ FP Equity_DX_BROKER_SI_QTY_INC,STQ FP Equity_DX_SUPPLY_SI_QTY_DEC,STQ FP Equity_DX_BROKER_SI_MV_NEW_y,STQ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STQ FP Equity_DX_BROKER_SI_MV_INC_y,STQ FP Equity_DX_SUPPLY_SI_QTY_INC_y,STQ FP Equity_DX_BROKER_SI_MV_ADD,STQ FP Equity_DX_SUPPLY_SI_QTY_ADD,STQ FP Equity_DX_BROKER_SI_QTY_DEC,STQ FP Equity_DX_SUPPLY_SI_MV,STQ FP Equity_DX_BROKER_SI_MV_DEC,STQ FP Equity_DX_SUPPLY_SI_MV_RMV,STQ FP Equity_DX_BROKER_SI_MV_RMV,STQ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STQ FP Equity_DX_UTILIZATION_QUANTITY,STQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STQ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STQ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STQ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STQ FP Equity_DX_ACTIVE_UTILIZATION_MV,STQ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STQ FP Equity_DX_BROKER_SI_CON_RATIO,STQ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STQ FP Equity_DX_DEMAND_SUPPLY_RATIO,STQ FP Equity_PX_LAST
2007-02-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2824.0,292651.1,,0.29,0.0,,0.0,,0.0,103.63
2007-02-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2871.0,283396.4,,0.28,0.0,,0.0,,0.0,98.71
2007-02-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1663.0,161760.0,,0.16,0.0,,0.0,,0.0,97.27
2007-03-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1631.0,156837.0,,0.16,0.0,,0.0,,0.0,96.16
2007-03-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1642.0,159783.0,,0.16,0.0,,0.0,,0.0,97.31
2007-03-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1651.0,155887.4,,0.16,0.0,,0.0,,0.0,94.42
2007-03-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1594.0,153725.4,,0.15,0.0,,0.0,,0.0,96.44
2007-03-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1611.0,155993.1,,0.16,0.0,,0.0,,0.0,96.83
2007-03-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1598.0,158521.6,,0.16,0.0,,0.0,,0.0,99.2
2007-03-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1623.0,159865.5,,0.16,0.0,,0.0,,0.0,98.5
2007-03-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1626.0,159819.5,,0.16,0.0,,0.0,,0.0,98.29
2007-03-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1636.0,161146.0,,0.16,0.0,,0.0,,0.0,98.5
2007-03-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1665.0,158208.3,,0.16,0.0,,0.0,,0.0,95.02
2007-03-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1609.0,155976.5,,0.16,0.0,,0.0,,0.0,96.94
2007-03-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1618.0,157609.4,,0.16,0.0,,0.0,,0.0,97.41
2007-03-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1613.0,157590.1,,0.16,0.0,,0.0,,0.0,97.7
2007-03-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1619.0,159843.9,,0.16,0.0,,0.0,,0.0,98.73
2007-03-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1597.0,160179.1,,0.16,0.0,,0.0,,0.0,100.3
2007-03-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1607.0,162740.9,,0.16,0.0,,0.0,,0.0,101.27
2007-03-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1633.0,164818.7,,0.16,0.0,,0.0,,0.0,100.93
2007-03-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1626.0,164843.9,,0.16,0.0,,0.0,,0.0,101.38
2007-03-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1632.0,164995.2,,0.17,0.0,,0.0,,0.0,101.1
2007-03-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1649.0,163943.6,,0.16,0.0,,0.0,,0.0,99.42
2007-03-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1637.0,162750.5,,0.16,0.0,,0.0,,0.0,
2007-03-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1614.0,164482.8,,0.16,0.0,,0.0,,0.0,101.91
2007-04-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1619.0,164895.1,,0.16,0.0,,0.0,,0.0,101.85
2007-04-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1617.0,166551.0,,0.17,0.0,,0.0,,0.0,103.0
2007-04-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1617.0,168168.0,,0.17,0.0,,0.0,,0.0,104.0
2007-04-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,169438.5,,0.17,0.0,,0.0,,0.0,103.95
2007-04-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1638.0,170270.1,,0.17,0.0,,0.0,,0.0,
2007-04-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1632.0,169646.4,,0.17,0.0,,0.0,,0.0,
2007-04-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1622.0,170391.1,,0.17,0.0,,0.0,,0.0,105.05
2007-04-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1616.0,170940.5,,0.17,0.0,,0.0,,0.0,105.78
2007-04-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1635.0,170759.4,,0.17,0.0,,0.0,,0.0,104.44
2007-04-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1614.0,169018.1,,0.17,0.0,,0.0,,0.0,104.72
2007-04-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1610.0,170660.0,,0.17,0.0,,0.0,,0.0,106.0
2007-04-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,171150.0,,0.17,0.0,,0.0,,0.0,105.0
2007-04-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,170856.6,,0.17,0.0,,0.0,,0.0,104.82
2007-04-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1634.0,170851.0,,0.17,0.0,,0.0,,0.0,104.56
2007-04-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1626.0,173169.0,,0.17,0.0,,0.0,,0.0,106.5
2007-04-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1617.0,174927.1,,0.17,0.0,,0.0,,0.0,108.18
2007-04-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1632.0,173808.0,,0.17,0.0,,0.0,,0.0,106.5
2007-04-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,174410.0,,0.17,0.0,,0.0,,0.0,107.0
2007-04-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1615.0,174856.0,,0.17,0.0,,0.0,,0.0,108.27
2007-04-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1631.0,175267.3,,0.18,0.0,,0.0,,0.0,107.46
2007-04-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1634.0,178236.7,,0.18,0.0,,0.0,,0.0,109.08
2007-05-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1623.0,177036.8,,0.18,0.0,,0.0,,0.0,
2007-05-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1628.0,176686.8,,0.18,0.0,,0.0,,0.0,108.53
2007-05-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1618.0,176895.9,,0.18,0.0,,0.0,,0.0,109.33
2007-05-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1606.0,177414.8,,0.18,0.0,,0.0,,0.0,110.47
2007-05-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1614.0,178637.5,,0.18,0.0,,0.0,,0.0,110.68
2007-05-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1634.0,177697.5,,0.18,0.0,,0.0,,0.0,108.75
2007-05-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1635.0,178264.0,,0.18,0.0,,0.0,,0.0,109.03
2007-05-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1631.0,177909.5,,0.18,0.0,,0.0,,0.0,109.08
2007-05-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1634.0,177256.3,,0.18,0.0,,0.0,,0.0,108.48
2007-05-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1635.0,176759.8,,0.18,0.0,,0.0,,0.0,108.11
2007-05-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,177018.0,,0.18,0.0,,0.0,,0.0,108.6
2007-05-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,177670.0,,0.18,0.0,,0.0,,0.0,109.0
2007-05-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1628.0,179780.0,,0.18,0.0,,0.0,,0.0,110.43
2007-05-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1624.0,180540.1,,0.18,0.0,,0.0,,0.0,111.17
2007-05-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1616.0,180992.0,,0.18,0.0,,0.0,,0.0,112.0
2007-05-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,181679.8,,0.18,0.0,,0.0,,0.0,111.46
2007-05-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1613.0,182591.6,,0.18,0.0,,0.0,,0.0,113.2
2007-05-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1614.0,183673.2,,0.18,0.0,,0.0,,0.0,113.8
2007-05-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1616.0,182414.1,,0.18,0.0,,0.0,,0.0,112.88
2007-05-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1622.0,183480.6,,0.18,0.0,,0.0,,0.0,113.12
2007-05-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,184385.6,,0.18,0.0,,0.0,,0.0,113.12
2007-05-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1638.0,183046.5,,0.18,0.0,,0.0,,0.0,111.75
2007-05-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1604.0,182872.0,,0.18,0.0,,0.0,,0.0,114.01
2007-06-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1614.0,185610.0,,0.19,0.0,,0.0,,0.0,115.0
2007-06-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1633.0,185884.4,,0.19,0.0,,0.0,,0.0,113.83
2007-06-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1639.0,185764.3,,0.19,0.0,,0.0,,0.0,113.34
2007-06-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1660.0,183911.4,,0.18,0.0,,0.0,,0.0,110.79
2007-06-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1636.0,180565.3,,0.18,0.0,,0.0,,0.0,110.37
2007-06-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1653.0,179433.2,,0.18,0.0,,0.0,,0.0,108.55
2007-06-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1598.0,177282.1,,0.18,0.0,,0.0,,0.0,110.94
2007-06-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1627.0,179474.4,,0.18,0.0,,0.0,,0.0,110.31
2007-06-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1632.0,179928.0,,0.18,0.0,,0.0,,0.0,110.25
2007-06-14,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1596.0,179518.1,,0.18,0.0,,0.0,,0.0,112.48
2007-06-15,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1608.0,184132.1,,0.18,0.0,,0.0,,0.0,114.51
2007-06-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1611.0,185877.2,,0.19,0.0,,0.0,,0.0,115.38
2007-06-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1643.0,187269.1,,0.19,0.0,,0.0,,0.0,113.98
2007-06-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1623.0,186726.2,,0.19,0.0,,0.0,,0.0,115.05
2007-06-21,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1645.0,186148.2,,0.19,0.0,,0.0,,0.0,113.16
2007-06-22,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1637.0,186241.5,,0.19,0.0,,0.0,,0.0,113.77
2007-06-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1626.0,184307.1,,0.18,0.0,,0.0,,0.0,113.35
2007-06-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1624.0,182992.3,,0.18,0.0,,0.0,,0.0,112.68
2007-06-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1627.0,181540.7,,0.18,0.0,,0.0,,0.0,111.58
2007-06-28,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1617.0,181912.5,,0.18,0.0,,0.0,,0.0,112.5
2007-06-29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1621.0,183821.4,,0.18,0.0,,0.0,,0.0,113.4
2007-07-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1618.0,184096.0,,0.18,0.0,,0.0,,0.0,113.78
2007-07-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1611.0,185184.4,,0.19,0.0,,0.0,,0.0,114.95
2007-07-04,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1618.0,187688.0,,0.19,0.0,,0.0,,0.0,116.0
2007-07-05,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1626.0,188843.6,,0.19,0.0,,0.0,,0.0,116.14
2007-07-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,189128.9,,0.19,0.0,,0.0,,0.0,116.03
2007-07-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,189895.0,,0.19,0.0,,0.0,,0.0,116.5
2007-07-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,187857.5,,0.19,0.0,,0.0,,0.0,115.25
2007-07-11,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,186846.9,,0.19,0.0,,0.0,,0.0,114.63
2007-07-12,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,190742.6,,0.19,0.0,,0.0,,0.0,117.02
2007-07-13,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,191476.1,,0.19,0.0,,0.0,,0.0,117.47
2007-07-16,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,191736.9,,0.19,0.0,,0.0,,0.0,117.63
2007-07-17,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,189895.0,,0.19,0.0,,0.0,,0.0,116.5
2007-07-18,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,187727.1,,0.19,0.0,,0.0,,0.0,115.17
2007-07-19,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,188379.1,,0.19,0.0,,0.0,,0.0,115.57
2007-07-20,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,188281.3,,0.19,0.0,,0.0,,0.0,115.51
2007-07-23,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,188265.0,,0.19,0.0,,0.0,,0.0,115.5
2007-07-24,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,186097.1,,0.19,0.0,,0.0,,0.0,114.17
2007-07-25,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,182380.7,,0.19,0.0,,0.0,,0.0,111.89
2007-07-26,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,177670.0,,0.18,0.0,,0.0,,0.0,109.0
2007-07-27,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,175697.7,,0.18,0.0,,0.0,,0.0,107.79
2007-07-30,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,175322.8,,0.18,0.0,,0.0,,0.0,107.56
2007-07-31,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,178387.2,,0.18,0.0,,0.0,,0.0,109.44
2007-08-01,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,176887.6,,0.18,0.0,,0.0,,0.0,108.52
2007-08-02,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,177849.3,,0.18,0.0,,0.0,,0.0,109.11
2007-08-03,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,175942.2,,0.18,0.0,,0.0,,0.0,107.94
2007-08-06,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,174002.5,,0.18,0.0,,0.0,,0.0,106.75
2007-08-07,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,174899.0,,0.17,0.0,,0.0,,0.0,107.3
2007-08-08,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,175991.1,,0.18,0.0,,0.0,,0.0,107.97
2007-08-09,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,173595.0,,0.17,0.0,,0.0,,0.0,106.5
2007-08-10,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1630.0,168069.3,,0.17,0.0,,0.0,,0.0,103.11
