,LOUP FP Equity_DX_SI_QTY,LOUP FP Equity_DX_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOUP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOUP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOUP FP Equity_DX_SI_MV,LOUP FP Equity_DX_DSS,LOUP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY,LOUP FP Equity_DX_BROKER_SI_QTY,LOUP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOUP FP Equity_DX_BROKER_SI_MV_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOUP FP Equity_DX_BROKER_SI_MV_INC_x,LOUP FP Equity_DX_SUPPLY_SI_MV_NEW,LOUP FP Equity_DX_BROKER_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_NEW,LOUP FP Equity_DX_SUPPLY_SI_MV_DEC,LOUP FP Equity_DX_BROKER_SI_QTY_INC,LOUP FP Equity_DX_SUPPLY_SI_QTY_DEC,LOUP FP Equity_DX_BROKER_SI_MV_NEW_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOUP FP Equity_DX_BROKER_SI_MV_INC_y,LOUP FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOUP FP Equity_DX_BROKER_SI_MV_ADD,LOUP FP Equity_DX_SUPPLY_SI_QTY_ADD,LOUP FP Equity_DX_BROKER_SI_QTY_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV,LOUP FP Equity_DX_BROKER_SI_MV_DEC,LOUP FP Equity_DX_SUPPLY_SI_MV_RMV,LOUP FP Equity_DX_BROKER_SI_MV_RMV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOUP FP Equity_DX_UTILIZATION_QUANTITY,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOUP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOUP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOUP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOUP FP Equity_DX_ACTIVE_UTILIZATION_MV,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOUP FP Equity_DX_BROKER_SI_CON_RATIO,LOUP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOUP FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30813.0,3469065.24,,3.51,0.0,,0.0,,0.0
2017-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30811.0,3467319.32,,3.52,0.0,,0.0,,0.0
2017-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30811.0,3465798.56,,3.48,0.0,,0.0,,0.0
2017-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30811.0,3465798.56,,3.49,0.0,,0.0,,0.0
2017-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30799.0,3462928.57,,3.49,0.0,,0.0,,0.0
2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30747.0,3457081.88,,3.5,0.0,,0.0,,0.0
2017-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30747.0,3454046.69,,3.51,0.0,,0.0,,0.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30747.0,3454046.69,,3.51,0.0,,0.0,,0.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30726.0,3451687.6,,3.5,0.0,,0.0,,0.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30716.0,3453596.35,,3.48,0.0,,0.0,,0.0
2017-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30716.0,3453596.35,,3.5,0.0,,0.0,,0.0
2017-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30716.0,3458144.55,,3.5,0.0,,0.0,,0.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30689.0,3453590.03,,3.48,0.0,,0.0,,0.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30689.0,3450560.57,,3.5,0.0,,0.0,,0.0
2017-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30664.0,3446236.16,,3.5,0.0,,0.0,,0.0
2017-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30653.0,3443486.95,,3.48,0.0,,0.0,,0.0
2017-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30651.0,3443262.27,,3.48,0.0,,0.0,,0.0
2017-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30651.0,3435697.99,,3.47,0.0,,0.0,,0.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30641.0,3433064.72,,3.49,0.0,,0.0,,0.0
2017-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30787.0,3388640.0,,3.45,0.0,,0.0,,0.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30787.0,3329376.79,,3.41,0.0,,0.0,,0.0
2017-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30757.0,3336759.14,,3.38,0.0,,0.0,,0.0
2017-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30757.0,3339795.32,,3.38,0.0,,0.0,,0.0
2017-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30940.0,3367302.26,,3.39,0.0,,0.0,,0.0
2017-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30940.0,3365775.14,,3.4,0.0,,0.0,,0.0
2017-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30940.0,3362720.89,,3.39,0.0,,0.0,,0.0
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30940.0,3318434.38,,3.37,0.0,,0.0,,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30940.0,3329124.23,,3.36,0.0,,0.0,,0.0
2017-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30648.0,3302243.34,,3.33,0.0,,0.0,,0.0
2017-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30648.0,3299217.92,,3.34,0.0,,0.0,,0.0
2017-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30644.0,3315424.95,,3.37,0.0,,0.0,,0.0
2017-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30644.0,3301812.35,,3.35,0.0,,0.0,,0.0
2017-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30644.0,3300299.84,,3.35,0.0,,0.0,,0.0
2017-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3225155.6,,3.26,0.0,,0.0,,0.0
2017-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3223676.85,,3.26,0.0,,0.0,,0.0
2017-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3223676.85,,3.25,0.0,,0.0,,0.0
2017-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3223676.85,,3.26,0.0,,0.0,,0.0
2017-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3223676.85,,3.27,0.0,,0.0,,0.0
2017-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3216283.1,,3.25,0.0,,0.0,,0.0
2017-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3222198.1,,3.26,0.0,,0.0,,0.0
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3217761.85,,3.26,0.0,,0.0,,0.0
2017-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3219240.6,,3.25,0.0,,0.0,,0.0
2017-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3219240.6,,3.27,0.0,,0.0,,0.0
2017-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3220719.35,,3.25,0.0,,0.0,,0.0
2017-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3220719.35,,3.27,0.0,,0.0,,0.0
2017-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3222198.1,,3.24,0.0,,0.0,,0.0
2017-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3222198.1,,3.24,0.0,,0.0,,0.0
2017-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3223696.0,,3.25,0.0,,0.0,,0.0
2017-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3226692.0,,3.25,0.0,,0.0,,0.0
2017-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3237178.0,,3.23,0.0,,0.0,,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3235680.0,,3.24,0.0,,0.0,,0.0
2017-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3237178.0,,3.23,0.0,,0.0,,0.0
2017-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3235680.0,,3.24,0.0,,0.0,,0.0
2017-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3234182.0,,3.24,0.0,,0.0,,0.0
2017-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3235680.0,,3.22,0.0,,0.0,,0.0
2017-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3237178.0,,3.23,0.0,,0.0,,0.0
2017-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3237178.0,,3.25,0.0,,0.0,,0.0
2017-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29960.0,3235680.0,,3.24,0.0,,0.0,,0.0
2017-09-13,928.0,100224.0,0.03,1.97,0.01,0.1,0.0,0.0,928.0,0.0,100224.0,,,,,,,,,,,,,,,,928.0,,0.1,,,,3.1,3.1,29013.0,3133404.0,,3.15,3.1,,1.0,100.0,0.031
2017-09-14,928.0,100224.0,0.03,2.09,0.01,0.1,0.0,0.0,928.0,0.0,100224.0,,,,,,,,,,,,,,,,,,0.1,,,,3.1,3.1,29000.0,3132000.0,,3.13,3.1,,1.0,100.0,0.031
2017-09-15,928.0,100270.4,0.03,2.09,0.01,0.1,0.0,0.0,928.0,0.0,100270.4,,,,,,,,,,,,,,,,,,0.1,,,,3.1,3.1,29000.0,3133450.0,,3.12,3.1,,1.0,100.0,0.031
2017-09-18,928.0,100316.8,0.03,2.12,0.01,0.1,0.0,0.0,928.0,0.0,100316.8,,,,,,,,,,,,,,,,,,0.1,,,,3.1,3.1,29000.0,3134900.0,,3.14,3.1,,1.0,100.0,0.031
2017-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.1,,928.0,,,,,,,,0.0,,,,0.0,0.0,29928.0,3265144.8,,3.24,0.0,,0.0,,0.0
2017-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29898.0,3258882.0,,3.28,0.0,,0.0,,0.0
2017-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29898.0,3272336.1,,3.27,0.0,,0.0,,0.0
2017-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3285855.75,,3.27,0.0,,0.0,,0.0
2017-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3287350.0,,3.31,0.0,,0.0,,0.0
2017-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3290338.5,,3.3,0.0,,0.0,,0.0
2017-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3296315.5,,3.3,0.0,,0.0,,0.0
2017-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3309763.75,,3.29,0.0,,0.0,,0.0
2017-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3332177.5,,3.31,0.0,,0.0,,0.0
2017-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3379993.5,,3.35,0.0,,0.0,,0.0
2017-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3451717.5,,3.4,0.0,,0.0,,0.0
2017-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3595165.5,,3.49,0.0,,0.0,,0.0
2017-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3608613.75,,3.61,0.0,,0.0,,0.0
2017-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3509993.25,,3.58,0.0,,0.0,,0.0
2017-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3495050.75,,3.5,0.0,,0.0,,0.0
2017-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3466660.0,,3.47,0.0,,0.0,,0.0
2017-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3436775.0,,3.45,0.0,,0.0,,0.0
2017-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3454706.0,,3.44,0.0,,0.0,,0.0
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3433786.5,,3.45,0.0,,0.0,,0.0
2017-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3442752.0,,3.44,0.0,,0.0,,0.0
2017-10-17,883.0,101721.6,0.03,0.8,0.01,0.1,0.0,0.0,883.0,0.0,101721.6,,,,,,,,,,,,,,,,883.0,,0.1,,,,2.95,2.95,29002.0,3341030.4,,3.35,2.96,,1.0,100.0,0.0295
2017-10-18,883.0,101368.4,0.03,0.77,0.01,0.1,0.0,0.0,883.0,0.0,101368.4,,,,,,,,,,,,,,,,,,0.1,,,,2.95,2.95,29002.0,3329429.6,,3.33,2.96,,1.0,100.0,0.0295
2017-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.1,,883.0,,,,,,,,0.0,,,,0.0,0.0,29885.0,3430798.0,,3.42,0.0,,0.0,,0.0
2017-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3436775.0,,3.45,0.0,,0.0,,0.0
2017-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,29885.0,3435280.75,,3.45,0.0,,0.0,,0.0
2017-10-24,885.0,101730.75,0.03,0.73,0.01,0.1,0.0,0.0,885.0,0.0,101730.75,,,,,,,,,,,,,,,,885.0,,0.1,,,,2.94,2.94,29185.0,3354815.75,,3.35,2.94,,1.0,100.0,0.0294
2017-10-25,885.0,102173.25,0.03,0.76,0.01,0.1,0.0,0.0,885.0,0.0,102173.25,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3369408.25,,3.35,2.94,,1.0,100.0,0.0294
2017-10-26,1770.0,204346.5,0.06,1.53,0.01,0.21,0.0,0.0,1770.0,0.0,204346.5,,,885.0,,,,,,,,,,,885.0,,,,0.21,,,,5.89,5.89,28300.0,3267235.0,,3.3,5.91,,1.0,100.0,0.0589
2017-10-27,885.0,101553.75,0.03,0.74,0.01,0.1,0.0,0.0,885.0,0.0,101553.75,,,,,,,,0.1,,885.0,,,,,,,,0.1,,,,2.94,2.94,29185.0,3348978.75,,3.38,2.95,,1.0,100.0,0.0294
2017-10-30,885.0,101686.5,0.03,0.73,0.01,0.1,0.0,0.0,885.0,0.0,101686.5,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3353356.5,,3.34,2.94,,1.0,100.0,0.0294
2017-10-31,885.0,101863.5,0.03,0.71,0.01,0.1,0.0,0.0,885.0,0.0,101863.5,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3359193.5,,3.35,2.94,,1.0,100.0,0.0294
2017-11-01,885.0,101775.0,0.03,0.72,0.01,0.1,0.0,0.0,885.0,0.0,101775.0,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3356275.0,,3.36,2.95,,1.0,100.0,0.0294
2017-11-02,885.0,101863.5,0.03,0.72,0.01,0.1,0.0,0.0,885.0,0.0,101863.5,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3359193.5,,3.35,2.94,,1.0,100.0,0.0294
2017-11-03,885.0,101907.75,0.03,0.68,0.01,0.1,0.0,0.0,885.0,0.0,101907.75,,,,,,,,,,,,,,,,,,0.1,,,,2.94,2.94,29185.0,3360652.75,,3.37,2.95,,1.0,100.0,0.0294
2017-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.1,,885.0,,,,,,,,0.0,,,,0.0,0.0,30070.0,3458050.0,,3.46,0.0,,0.0,,0.0
2017-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3464064.0,,3.46,0.0,,0.0,,0.0
2017-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3456546.5,,3.46,0.0,,0.0,,0.0
2017-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3444518.5,,3.44,0.0,,0.0,,0.0
2017-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3188923.5,,3.37,0.0,,0.0,,0.0
2017-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3300182.5,,3.22,0.0,,0.0,,0.0
2017-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3255077.5,,3.26,0.0,,0.0,,0.0
2017-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3265602.0,,3.25,0.0,,0.0,,0.0
2017-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3274623.0,,3.27,0.0,,0.0,,0.0
2017-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3343784.0,,3.29,0.0,,0.0,,0.0
2017-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3339273.5,,3.35,0.0,,0.0,,0.0
2017-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,30070.0,3342280.5,,3.34,0.0,,0.0,,0.0
2017-11-22,100.0,11200.0,0.0,0.1,0.0,0.01,0.0,11200.0,0.0,100.0,0.0,,,,,,100.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033
2017-11-23,100.0,10990.0,0.0,0.1,0.0,0.01,0.0,10990.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033
2017-11-24,100.0,10995.0,0.0,0.1,0.0,0.01,0.0,10995.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0033
2017-11-27,94.0,10330.6,0.0,0.09,0.0,0.01,0.0,10330.6,0.0,94.0,0.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0031
2017-11-28,94.0,10278.9,0.0,0.09,0.0,0.01,0.0,10278.9,0.0,94.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0031
