,ALSMA FP Equity_DX_SI_QTY,ALSMA FP Equity_DX_SHORT_INTEREST_VALUE,ALSMA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALSMA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALSMA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALSMA FP Equity_DX_SI_MV,ALSMA FP Equity_DX_DSS,ALSMA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALSMA FP Equity_DX_SUPPLY_SI_QTY,ALSMA FP Equity_DX_BROKER_SI_QTY,ALSMA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALSMA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALSMA FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALSMA FP Equity_DX_BROKER_SI_MV_INC_x,ALSMA FP Equity_DX_SUPPLY_SI_MV_NEW,ALSMA FP Equity_DX_BROKER_SI_QTY_ADD,ALSMA FP Equity_DX_SUPPLY_SI_MV_DEC,ALSMA FP Equity_DX_BROKER_SI_QTY_INC,ALSMA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALSMA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALSMA FP Equity_DX_BROKER_SI_MV_INC_y,ALSMA FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALSMA FP Equity_DX_BROKER_SI_MV_ADD,ALSMA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALSMA FP Equity_DX_BROKER_SI_QTY_DEC,ALSMA FP Equity_DX_SUPPLY_SI_MV,ALSMA FP Equity_DX_BROKER_SI_MV_DEC,ALSMA FP Equity_DX_SUPPLY_SI_MV_RMV,ALSMA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALSMA FP Equity_DX_UTILIZATION_QUANTITY,ALSMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALSMA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALSMA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALSMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALSMA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALSMA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALSMA FP Equity_DX_BROKER_SI_CON_RATIO,ALSMA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALSMA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,71532.39,,0.07,0.0,,0.0,,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74486.53,,0.07,0.0,,0.0,,0.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,75541.58,,0.07,0.0,,0.0,,0.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74908.55,,0.08,0.0,,0.0,,0.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,75752.59,,0.07,0.0,,0.0,,0.0
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74486.53,,0.08,0.0,,0.0,,0.0
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,75752.59,,0.07,0.0,,0.0,,0.0
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74275.52,,0.08,0.0,,0.0,,0.0
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74275.52,,0.07,0.0,,0.0,,0.0
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74486.53,,0.07,0.0,,0.0,,0.0
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74486.53,,0.07,0.0,,0.0,,0.0
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,21101.0,74486.53,,0.07,0.0,,0.0,,0.0
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7676.0,26712.48,,0.03,0.0,,0.0,,0.0
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,7676.0,26712.48,,0.03,0.0,,0.0,,0.0
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,400.0,1552.0,,0.0,0.0,,0.0,,0.0
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,200.0,772.0,,0.0,0.0,,0.0,,0.0
2025-07-23,6000.0,51000.0,0.11,1.73,0.11,0.05,0.0,25500.0,3000.0,3000.0,25500.0,,,,,3000.0,,,,,,,0.02,3000.0,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-07-24,6000.0,50400.0,0.11,1.6,0.11,0.05,0.0,25200.0,3000.0,3000.0,25200.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-07-25,6000.0,44400.0,0.11,1.56,0.11,0.05,0.0,22200.0,3000.0,3000.0,22200.0,,,,,,,,,,,,,,,0.03,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-07-28,6000.0,46800.0,0.11,1.43,0.11,0.05,0.0,23400.0,3000.0,3000.0,23400.0,,,,,,,,,,,,,,,0.02,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.02,,3000.0,,,,,,3000.0,0.0,0.03,,0.0,0.0,3600.0,28260.0,,0.03,0.0,,0.0,,0.0
2025-08-04,120.0,966.0,0.0,0.03,0.0,0.0,0.0,483.0,60.0,60.0,483.0,,,,,60.0,,,,,,,0.0,60.0,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-05,120.0,942.0,0.0,0.03,0.0,0.0,0.0,471.0,60.0,60.0,471.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-06,330.0,2524.5,0.01,0.1,0.01,0.0,0.0,1262.25,165.0,165.0,1262.25,,105.0,0.0,,,,105.0,,,0.0,105.0,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-07,330.0,2508.0,0.01,0.1,0.01,0.0,0.0,1254.0,165.0,165.0,1254.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-08,330.0,2524.5,0.01,0.1,0.01,0.0,0.0,1262.25,165.0,165.0,1262.25,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-11,330.0,2508.0,0.01,0.1,0.01,0.0,0.0,1254.0,165.0,165.0,1254.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-12,330.0,2178.0,0.01,0.1,0.01,0.0,0.0,1089.0,165.0,165.0,1089.0,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-13,330.0,2293.5,0.01,0.1,0.01,0.0,0.0,1146.75,165.0,165.0,1146.75,,,,,,,,,,,,,,,0.0,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,300.0,1905.0,,0.0,0.0,,0.0,,0.0
2025-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,300.0,2070.0,,0.0,0.0,,0.0,,0.0
2025-08-25,2000.0,13700.0,0.04,0.53,0.04,0.01,0.0,6850.0,1000.0,1000.0,6850.0,,,,,1000.0,,,,,,,0.01,1000.0,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-26,2000.0,13700.0,0.04,0.54,0.04,0.01,0.0,6850.0,1000.0,1000.0,6850.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-27,2000.0,13500.0,0.04,0.54,0.04,0.01,0.0,6750.0,1000.0,1000.0,6750.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
2025-08-28,2000.0,13300.0,0.04,0.54,0.04,0.01,0.0,6650.0,1000.0,1000.0,6650.0,,,,,,,,,,,,,,,0.01,,,100.0,100.0,0.0,0.0,,0.0,100.0,,1.0,100.0,2.0
