,ALTOU FP Equity_DX_SI_QTY,ALTOU FP Equity_DX_SHORT_INTEREST_VALUE,ALTOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALTOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALTOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALTOU FP Equity_DX_SI_MV,ALTOU FP Equity_DX_DSS,ALTOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALTOU FP Equity_DX_SUPPLY_SI_QTY,ALTOU FP Equity_DX_BROKER_SI_QTY,ALTOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALTOU FP Equity_DX_BROKER_SI_MV_NEW_x,ALTOU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALTOU FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALTOU FP Equity_DX_BROKER_SI_MV_INC_x,ALTOU FP Equity_DX_SUPPLY_SI_MV_NEW,ALTOU FP Equity_DX_BROKER_SI_QTY_ADD,ALTOU FP Equity_DX_BROKER_SI_QTY_NEW,ALTOU FP Equity_DX_SUPPLY_SI_MV_DEC,ALTOU FP Equity_DX_BROKER_SI_QTY_INC,ALTOU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALTOU FP Equity_DX_BROKER_SI_MV_NEW_y,ALTOU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALTOU FP Equity_DX_BROKER_SI_MV_INC_y,ALTOU FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALTOU FP Equity_DX_BROKER_SI_MV_ADD,ALTOU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALTOU FP Equity_DX_BROKER_SI_QTY_DEC,ALTOU FP Equity_DX_SUPPLY_SI_MV,ALTOU FP Equity_DX_BROKER_SI_MV_DEC,ALTOU FP Equity_DX_SUPPLY_SI_MV_RMV,ALTOU FP Equity_DX_BROKER_SI_MV_RMV,ALTOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALTOU FP Equity_DX_UTILIZATION_QUANTITY,ALTOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALTOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALTOU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALTOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALTOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALTOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALTOU FP Equity_DX_BROKER_SI_CON_RATIO,ALTOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALTOU FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-05-10,48000.0,885316.37,1.83,4.45,1.24,1.25,,885316.37,0.0,48000.0,0.0,,,,0.0,,45000.0,,,3000.0,,,,0.0,,1.17,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.25,0.8828,93.75,0.0
2006-05-17,48746.0,807925.13,1.86,4.13,1.25,1.27,,807925.13,0.0,48746.0,0.0,,,,,,1000.0,,,,,,,,,0.03,,254.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.63,0.8558,92.31,0.0
2006-05-24,48631.0,773296.1,1.86,6.22,1.25,1.26,,773296.1,0.0,48631.0,0.0,,,,,,,,,,,,,,,,,115.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.41,0.8596,92.53,0.0
2006-05-31,48595.0,764118.72,1.86,6.59,1.25,1.26,1.0,764118.72,0.0,48595.0,0.0,,,,,,,,,,,,,,,,,36.0,0.0,0.0,,,0.0,0.0,216.0,3396.43,,0.01,0.0,5.34,0.8608,92.6,224.9769
2006-06-07,48567.0,768494.43,1.85,6.79,1.25,1.26,1.0,768494.43,0.0,48567.0,0.0,,,,,,,,,,,,,,,,,28.0,0.0,0.0,,,0.0,0.0,216.0,3417.85,,0.01,0.0,5.29,0.8617,92.65,224.8472
2006-06-14,48382.0,712793.0,1.85,6.28,1.25,1.26,1.0,712793.0,0.0,48382.0,0.0,,,,,,,,,,,,,,,,,186.0,0.0,0.0,,,0.0,0.0,206.0,3034.92,,0.01,0.0,4.92,0.8679,93.01,234.8641
2006-06-21,48550.0,756533.55,1.85,6.38,1.25,1.26,1.0,756533.55,0.0,48550.0,0.0,,,,0.0,,,,,168.0,,,,0.0,,,,,0.0,,,,0.0,0.0,209.0,3256.76,,0.01,0.0,5.25,0.8623,92.69,232.2967
2006-06-28,48526.0,752378.77,1.85,11.4,1.25,1.26,1.0,752378.77,0.0,48526.0,0.0,,,,,,,,,,,,,,,,,24.0,0.0,0.0,,,0.0,0.0,211.0,3271.48,,0.01,0.0,5.21,0.8631,92.73,229.981
2006-07-03,48504.0,742074.63,1.85,13.76,1.25,1.26,1.0,742074.63,0.0,48504.0,0.0,,,,,,,,,,,,,,,,,22.0,0.0,0.0,,,0.0,0.0,209.0,3197.54,,0.01,0.0,5.16,0.8638,92.78,232.0766
2006-07-04,48492.0,741891.04,1.85,14.82,1.25,1.26,1.0,741891.04,0.0,48492.0,0.0,,,,,,,,,,,,,,,,,12.0,0.0,0.0,,,0.0,0.0,208.0,3182.24,,0.01,0.0,5.14,0.8641,92.79,233.1346
2006-07-05,47492.0,731301.18,1.81,15.08,1.22,1.23,1.0,731301.18,0.0,47492.0,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,1000.0,0.0,0.03,,,0.0,0.0,208.0,3202.87,,0.01,0.0,5.25,0.9006,94.75,228.3269
2006-07-06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,47492.0,0.0,1.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2006-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.06,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,0.0,,0.0
2006-07-28,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-02,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-03,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-04,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-07,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-08,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-09,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-10,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-11,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-14,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-15,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-16,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-17,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-18,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,0.0,,1.0,100.0,0.0
2006-08-21,9914.0,166165.59,0.38,3.88,0.26,0.23,0.0,166165.59,0.0,9914.0,0.0,,,,0.0,,,,,9914.0,,,,0.0,,,,,0.0,,,,0.0,0.0,386.0,6469.63,,0.01,0.0,,1.0,100.0,25.6839
2006-08-22,10109.0,170173.81,0.39,4.02,0.26,0.23,0.0,170173.81,0.0,10109.0,0.0,,,,0.01,,,,,195.0,,,,0.01,,,,,0.0,,,,0.0,0.0,391.0,6582.05,,0.01,0.0,,1.0,100.0,25.8542
2006-08-23,10220.0,170920.36,0.39,4.09,0.26,0.23,0.0,170920.36,0.0,10220.0,0.0,,,,0.0,,,,,111.0,,,,0.0,,,,,0.0,,,,0.0,0.0,394.0,6589.3,,0.01,0.0,,1.0,100.0,25.9391
2006-08-24,10043.0,169797.83,0.38,4.05,0.26,0.23,0.0,169797.83,0.0,10043.0,0.0,,,,,,,,,,,,,,,,,177.0,0.0,0.0,,,0.0,0.0,389.0,6576.86,,0.01,0.0,,1.0,100.0,25.8175
2006-08-25,10175.0,171657.2,0.39,4.71,0.26,0.23,0.0,171657.2,0.0,10175.0,0.0,,,,0.0,,,,,132.0,,,,0.0,,,,,0.0,,,,0.0,0.0,758.0,12787.83,,0.02,0.0,,1.0,100.0,13.4235
2006-08-28,9862.0,171285.04,0.38,4.45,0.25,0.23,0.0,171285.04,0.0,9862.0,0.0,,,,,,,,,,,,,,,,,313.0,0.0,0.0,,,0.0,0.0,990.0,17194.5,,0.02,0.0,,1.0,100.0,9.9616
2006-08-29,10123.0,176336.77,0.39,4.43,0.26,0.24,0.0,176336.77,0.0,10123.0,0.0,,,,0.01,,,,,261.0,,,,0.01,,,,,0.0,,,,0.0,0.0,996.0,17349.74,,0.02,0.0,,1.0,100.0,10.1637
2006-08-30,10153.0,176859.35,0.39,4.44,0.26,0.24,0.0,176859.35,0.0,10153.0,0.0,,,,0.0,,,,,30.0,,,,0.0,,,,,0.0,,,,0.0,0.0,2827.0,49244.69,,0.07,0.0,,1.0,100.0,3.5914
2006-08-31,10153.0,176859.35,0.39,4.41,0.26,0.24,0.0,176859.35,0.0,10153.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2827.0,49244.69,,0.07,0.0,,1.0,100.0,3.5914
2006-09-01,10132.0,176864.33,0.39,4.32,0.26,0.24,0.0,176864.33,0.0,10132.0,0.0,,,,,,,,,,,,,,,,,21.0,0.0,0.0,,,0.0,0.0,2826.0,49330.69,,0.07,0.0,,1.0,100.0,3.5853
2006-09-04,11893.0,207169.14,0.45,4.95,0.31,0.24,0.0,207169.14,0.0,11893.0,0.0,,,,0.0,,,,,1762.0,,,,0.0,,,,,0.0,,,,0.0,0.0,3584.0,62431.19,,0.07,0.0,,1.0,100.0,3.3184
2006-09-05,12015.0,207535.53,0.46,4.93,0.31,0.24,0.0,207535.53,0.0,12015.0,0.0,,,,0.0,,,,,122.0,,,,0.0,,,,,0.0,,,,0.0,0.0,3586.0,61941.11,,0.07,0.0,,1.0,100.0,3.3505
2006-09-06,11815.0,205378.05,0.45,4.62,0.3,0.24,0.0,205378.05,0.0,11815.0,0.0,,,,,,,,,,,,,,,,,200.0,0.0,0.0,,,0.0,0.0,3582.0,62265.27,,0.07,0.0,,1.0,100.0,3.2984
2006-09-07,12066.0,206650.22,0.46,5.24,0.31,0.24,0.0,206650.22,0.0,12066.0,0.0,,,,0.0,,,,,251.0,,,,0.0,,,,,0.0,,,,0.0,0.0,3588.0,61450.44,,0.07,0.0,,1.0,100.0,3.3629
2006-09-08,15129.0,260216.46,0.58,6.44,0.39,0.24,0.0,260216.46,0.0,15129.0,0.0,,,,0.0,,,,,3062.0,,,,0.0,,,,,0.0,,,,0.0,0.0,4619.0,79446.09,,0.07,0.0,,1.0,100.0,3.2754
2006-09-11,13360.0,229203.24,0.51,5.73,0.34,0.25,0.0,229203.24,0.0,13360.0,0.0,,,,,,,,,,,,,,,,,1769.0,0.0,0.0,,,0.0,0.0,6819.0,116986.29,,0.13,0.0,,1.0,100.0,1.9592
2006-09-12,13410.0,228588.8,0.51,5.9,0.35,0.25,0.0,228588.8,0.0,13410.0,0.0,,,,0.0,,,,,50.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6820.0,116254.71,,0.12,0.0,,1.0,100.0,1.9663
2006-09-13,13263.0,227150.82,0.51,5.98,0.34,0.24,0.0,227150.82,0.0,13263.0,0.0,,,,,,,,,,,,,,,,,148.0,0.0,0.0,,,0.0,0.0,6817.0,116752.41,,0.13,0.0,,1.0,100.0,1.9456
2006-09-14,13326.0,228229.8,0.51,6.07,0.34,0.24,0.0,228229.8,0.0,13326.0,0.0,,,,0.0,,,,,63.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6818.0,116769.53,,0.13,0.0,,1.0,100.0,1.9545
2006-09-15,13324.0,228195.55,0.51,6.14,0.34,0.24,0.0,228195.55,0.0,13324.0,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,0.0,0.0,6818.0,116769.53,,0.13,0.0,,1.0,100.0,1.9542
2006-09-18,13394.0,228218.03,0.51,6.36,0.34,0.24,0.0,228218.03,0.0,13394.0,0.0,,,,0.0,,,,,70.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6820.0,116204.79,,0.12,0.0,,1.0,100.0,1.9639
2006-09-19,13398.0,227011.39,0.51,6.34,0.34,0.24,0.0,227011.39,0.0,13398.0,0.0,,,,0.0,,,,,4.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6820.0,115555.88,,0.12,0.0,,1.0,100.0,1.9645
2006-09-20,13323.0,225740.62,0.51,6.37,0.34,0.24,0.0,225740.62,0.0,13323.0,0.0,,,,,,,,,,,,,,,,,75.0,0.0,0.0,,,0.0,0.0,6818.0,115521.99,,0.12,0.0,,1.0,100.0,1.9541
2006-09-21,13325.0,225774.51,0.51,6.77,0.34,0.24,0.0,225774.51,0.0,13325.0,0.0,,,,0.0,,,,,1.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6818.0,115521.99,,0.12,0.0,,1.0,100.0,1.9544
2006-09-22,13296.0,225769.71,0.51,6.82,0.34,0.24,0.0,225769.71,0.0,13296.0,0.0,,,,,,,,,,,,,,,,,29.0,0.0,0.0,,,0.0,0.0,6818.0,115771.5,,0.12,0.0,,1.0,100.0,1.9501
2006-09-25,13380.0,226216.76,0.51,6.97,0.34,0.24,0.0,226216.76,0.0,13380.0,0.0,,,,0.0,,,,,84.0,,,,0.0,,,,,0.0,,,,0.0,0.0,6820.0,115306.3,,0.12,0.0,,1.0,100.0,1.9619
2006-09-26,13345.0,225234.32,0.51,6.4,0.34,0.24,0.0,225234.32,0.0,13345.0,0.0,,,,,,,,,,,,,,,,,35.0,0.0,0.0,,,0.0,0.0,6819.0,115089.76,,0.12,0.0,,1.0,100.0,1.957
2006-09-27,13306.0,224868.25,0.51,5.99,0.34,0.24,0.0,224868.25,0.0,13306.0,0.0,,,,,,,,,,,,,,,,,39.0,0.0,0.0,,,0.0,0.0,6818.0,115222.59,,0.12,0.0,,1.0,100.0,1.9516
2006-09-28,12957.0,225229.23,0.49,5.58,0.33,0.24,0.0,225229.23,0.0,12957.0,0.0,,,,,,,,,,,,,,,,,349.0,0.0,0.0,,,0.0,0.0,8048.0,139896.96,,0.15,0.0,,1.0,100.0,1.61
2006-09-29,13024.0,231732.01,0.5,5.52,0.34,0.25,0.0,231732.01,0.0,13024.0,0.0,,,,0.01,,,,,67.0,,,,0.01,,,,,0.0,,,,0.0,0.0,8056.0,143337.92,,0.15,0.0,,1.0,100.0,1.6167
2006-10-02,13187.0,237238.17,0.5,4.86,0.34,0.25,0.0,237238.17,0.0,13187.0,0.0,,,,0.01,,,,,163.0,,,,0.01,,,,,0.0,,,,0.0,0.0,8075.0,145271.73,,0.16,0.0,,1.0,100.0,1.6331
2006-10-03,13430.0,239840.5,0.51,4.56,0.35,0.26,0.0,239840.5,0.0,13430.0,0.0,,,,0.0,,,,,243.0,,,,0.0,,,,,0.0,,,,0.0,0.0,8104.0,144725.8,,0.16,0.0,,1.0,100.0,1.6572
2006-10-04,12965.0,229163.97,0.49,4.36,0.33,0.26,0.0,229163.97,0.0,12965.0,0.0,,,,,,,,,,,,,,,,,465.0,0.0,0.0,,,0.0,0.0,9043.0,159840.32,,0.18,0.0,,1.0,100.0,1.4337
2006-10-05,12902.0,226633.95,0.49,4.22,0.33,0.25,0.0,226633.95,0.0,12902.0,0.0,,,,,,,,,,,,,,,,,62.0,0.0,0.0,,,0.0,0.0,9036.0,158724.57,,0.18,0.0,,1.0,100.0,1.4278
