,ALLAM FP Equity_DX_SI_QTY,ALLAM FP Equity_DX_SHORT_INTEREST_VALUE,ALLAM FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLAM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLAM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLAM FP Equity_DX_SI_MV,ALLAM FP Equity_DX_DSS,ALLAM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLAM FP Equity_DX_SUPPLY_SI_QTY,ALLAM FP Equity_DX_BROKER_SI_QTY,ALLAM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLAM FP Equity_DX_BROKER_SI_MV_NEW_x,ALLAM FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALLAM FP Equity_DX_BROKER_SI_MV_INC_x,ALLAM FP Equity_DX_BROKER_SI_QTY_ADD,ALLAM FP Equity_DX_BROKER_SI_QTY_NEW,ALLAM FP Equity_DX_SUPPLY_SI_MV_DEC,ALLAM FP Equity_DX_BROKER_SI_QTY_INC,ALLAM FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLAM FP Equity_DX_BROKER_SI_MV_NEW_y,ALLAM FP Equity_DX_BROKER_SI_MV_INC_y,ALLAM FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALLAM FP Equity_DX_BROKER_SI_MV_ADD,ALLAM FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLAM FP Equity_DX_BROKER_SI_QTY_DEC,ALLAM FP Equity_DX_SUPPLY_SI_MV,ALLAM FP Equity_DX_BROKER_SI_MV_DEC,ALLAM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLAM FP Equity_DX_UTILIZATION_QUANTITY,ALLAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLAM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLAM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLAM FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLAM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLAM FP Equity_DX_BROKER_SI_CON_RATIO,ALLAM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLAM FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,753162.9,0.77,0.0,,0.0,,0.0
2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,753162.9,0.75,0.0,,0.0,,0.0
2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,755769.0,0.75,0.0,,0.0,,0.0
2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,760981.2,0.76,0.0,,0.0,,0.0
2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,755769.0,0.76,0.0,,0.0,,0.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,755769.0,0.76,0.0,,0.0,,0.0
2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,729708.0,0.76,0.0,,0.0,,0.0
2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,737526.3,0.73,0.0,,0.0,,0.0
2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,716677.5,0.74,0.0,,0.0,,0.0
2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,672373.8,0.72,0.0,,0.0,,0.0
2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,729708.0,0.67,0.0,,0.0,,0.0
2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,792254.4,0.73,0.0,,0.0,,0.0
2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,792254.4,0.73,0.0,,0.0,,0.0
2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,833952.0,0.79,0.0,,0.0,,0.0
2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,823527.6,0.83,0.0,,0.0,,0.0
2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,818315.4,0.82,0.0,,0.0,,0.0
2021-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,797466.6,0.82,0.0,,0.0,,0.0
2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,807891.0,0.83,0.0,,0.0,,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,800072.7,0.82,0.0,,0.0,,0.0
2021-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,823527.6,0.82,0.0,,0.0,,0.0
2021-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,823527.6,0.82,0.0,,0.0,,0.0
2021-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,818315.4,0.82,0.0,,0.0,,0.0
2021-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,810497.1,0.82,0.0,,0.0,,0.0
2021-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,794860.5,0.81,0.0,,0.0,,0.0
2021-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,792254.4,0.79,0.0,,0.0,,0.0
2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,742738.5,0.8,0.0,,0.0,,0.0
2021-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,768799.5,0.8,0.0,,0.0,,0.0
2021-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,818315.4,0.8,0.0,,0.0,,0.0
2021-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,860013.0,0.8,0.0,,0.0,,0.0
2021-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,870437.4,0.79,0.0,,0.0,,0.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,800072.7,0.79,0.0,,0.0,,0.0
2021-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,852194.7,0.79,0.0,,0.0,,0.0
2021-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,846982.5,0.85,0.0,,0.0,,0.0
2021-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,846982.5,0.85,0.0,,0.0,,0.0
2021-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,846982.5,0.85,0.0,,0.0,,0.0
2021-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,865225.2,0.85,0.0,,0.0,,0.0
2021-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,878255.7,0.88,0.0,,0.0,,0.0
2021-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,951226.5,0.88,0.0,,0.0,,0.0
2021-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,951226.5,0.95,0.0,,0.0,,0.0
2021-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,925165.5,0.95,0.0,,0.0,,0.0
2021-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,925165.5,0.93,0.0,,0.0,,0.0
2021-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,919953.3,0.93,0.0,,0.0,,0.0
2021-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,919953.3,0.92,0.0,,0.0,,0.0
2021-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.92,0.0,,0.0,,0.0
2021-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,893892.3,0.91,0.0,,0.0,,0.0
2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,909528.9,0.89,0.0,,0.0,,0.0
2021-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,912135.0,0.91,0.0,,0.0,,0.0
2021-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,966863.1,0.91,0.0,,0.0,,0.0
2021-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,966863.1,0.97,0.0,,0.0,,0.0
2021-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,943408.2,0.97,0.0,,0.0,,0.0
2021-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,932983.8,0.94,0.0,,0.0,,0.0
2021-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,922559.4,0.93,0.0,,0.0,,0.0
2021-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,927771.6,0.92,0.0,,0.0,,0.0
2021-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,904316.7,0.93,0.0,,0.0,,0.0
2021-08-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,886074.0,0.9,0.0,,0.0,,0.0
2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,880861.8,0.89,0.0,,0.0,,0.0
2021-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,896498.4,0.88,0.0,,0.0,,0.0
2021-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,886074.0,0.9,0.0,,0.0,,0.0
2021-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,893892.3,0.89,0.0,,0.0,,0.0
2021-08-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,946014.3,0.89,0.0,,0.0,,0.0
2021-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,943408.2,0.95,0.0,,0.0,,0.0
2021-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,948620.4,0.94,0.0,,0.0,,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,940802.1,0.95,0.0,,0.0,,0.0
2021-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,935589.9,0.94,0.0,,0.0,,0.0
2021-09-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,938196.0,0.94,0.0,,0.0,,0.0
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,925165.5,0.94,0.0,,0.0,,0.0
2021-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,899104.5,0.93,0.0,,0.0,,0.0
2021-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,896498.4,0.9,0.0,,0.0,,0.0
2021-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,901710.6,0.9,0.0,,0.0,,0.0
2021-09-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,906922.8,0.9,0.0,,0.0,,0.0
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,886074.0,0.91,0.0,,0.0,,0.0
2021-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,862619.1,0.89,0.0,,0.0,,0.0
2021-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,839164.2,0.86,0.0,,0.0,,0.0
2021-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,873043.5,0.84,0.0,,0.0,,0.0
2021-09-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,846982.5,0.87,0.0,,0.0,,0.0
2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,846982.5,0.85,0.0,,0.0,,0.0
2021-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,260610.0,849588.6,0.85,0.0,,0.0,,0.0
2021-09-22,2000.0,6680.0,0.03,0.28,0.02,0.01,0.0,3340.0,1000.0,1000.0,3340.0,,,,1000.0,,,,,,,,0.0,1000.0,,0.0,,0.38,0.38,259610.0,867097.4,0.85,0.38,49.33,0.5001,50.67,0.0077
2021-09-23,2000.0,6660.0,0.03,0.3,0.02,0.01,0.0,3330.0,1000.0,1000.0,3330.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,864501.3,0.85,0.38,49.57,0.5,50.43,0.0077
2021-09-24,2000.0,6600.0,0.03,0.3,0.02,0.01,0.0,3300.0,1000.0,1000.0,3300.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,856713.0,0.86,0.38,49.77,0.5,50.23,0.0077
2021-09-27,2000.0,6800.0,0.03,0.31,0.02,0.01,0.0,3400.0,1000.0,1000.0,3400.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,882674.0,0.86,0.38,49.25,0.5001,50.75,0.0077
2021-09-28,2000.0,6720.0,0.03,0.31,0.02,0.01,0.0,3360.0,1000.0,1000.0,3360.0,,,,,,,,,,,,,,,0.0,,0.38,0.38,259610.0,872289.6,0.88,0.38,49.7,0.5,50.3,0.0077
