,AEEM FP Equity_DX_SI_QTY,AEEM FP Equity_DX_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEEM FP Equity_DX_SI_MV,AEEM FP Equity_DX_DSS,AEEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY,AEEM FP Equity_DX_BROKER_SI_QTY,AEEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEEM FP Equity_DX_BROKER_SI_MV_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEEM FP Equity_DX_BROKER_SI_MV_INC_x,AEEM FP Equity_DX_SUPPLY_SI_MV_NEW,AEEM FP Equity_DX_BROKER_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_NEW,AEEM FP Equity_DX_SUPPLY_SI_MV_DEC,AEEM FP Equity_DX_BROKER_SI_QTY_INC,AEEM FP Equity_DX_SUPPLY_SI_QTY_DEC,AEEM FP Equity_DX_BROKER_SI_MV_NEW_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEEM FP Equity_DX_BROKER_SI_MV_INC_y,AEEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEEM FP Equity_DX_BROKER_SI_MV_ADD,AEEM FP Equity_DX_SUPPLY_SI_QTY_ADD,AEEM FP Equity_DX_BROKER_SI_QTY_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV,AEEM FP Equity_DX_BROKER_SI_MV_DEC,AEEM FP Equity_DX_SUPPLY_SI_MV_RMV,AEEM FP Equity_DX_BROKER_SI_MV_RMV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEEM FP Equity_DX_UTILIZATION_QUANTITY,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEEM FP Equity_DX_ACTIVE_UTILIZATION_MV,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEEM FP Equity_DX_BROKER_SI_CON_RATIO,AEEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEEM FP Equity_DX_DEMAND_SUPPLY_RATIO,AEEM FP Equity_PX_LAST
2015-01-22,923800.0,3253623.6,3.23,0.7,3.29,,3253623.6,23800.0,923800.0,83823.6,,,,,,900000.0,,,,,,,,,3.2,,,0.08,,,,100.0,13.22,0.0,0.0,,0.0,100.0,32.82,0.3179,33.45,5.1322,3.522
2015-01-23,923800.0,3313670.6,3.33,0.7,3.37,,3313670.6,23800.0,923800.0,85370.6,,,,,,,,,,,,,,,,,,0.08,,,,100.0,13.22,0.0,0.0,,0.0,100.0,32.79,0.3179,33.5,5.1322,3.587
2015-01-26,1723800.0,6169480.2,6.18,1.31,6.33,,6169480.2,23800.0,1723800.0,85180.2,,,,2.96,,,,,800000.0,,,,2.96,,,,,0.09,,,,100.0,13.22,0.0,0.0,,0.0,100.0,35.6,0.3631,45.21,9.5767,3.579
2015-01-27,2039400.0,7205200.2,7.38,1.55,7.51,,7205200.2,23800.0,2039400.0,84085.4,,,,1.2,,,,,315600.0,,,,1.2,,,,,0.09,,,,100.0,100.0,0.0,0.0,,0.0,100.0,30.11,0.3286,38.6,85.6891,3.533
2015-01-28,2639400.0,9309163.8,9.29,2.0,9.58,,9309163.8,47600.0,2639400.0,167885.2,,,23800.0,2.14,,,,,600000.0,,,,2.14,23800.0,,,,0.17,,,,100.0,100.0,0.0,0.0,,0.0,100.0,34.42,0.3274,34.79,55.4496,3.527
2015-01-29,2615600.0,9125828.4,10.71,1.99,9.51,,9125828.4,0.0,2615600.0,0.0,,,,,,,,0.17,,47600.0,,,,,,,23800.0,0.0,0.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,34.56,0.333,35.14,0.0,3.489
2015-01-30,2415600.0,8309664.0,9.94,1.83,8.72,,8309664.0,0.0,2415600.0,0.0,,,,,,,,,,,,,,,,,200000.0,0.0,0.74,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.41,0.3431,37.96,0.0,3.44
2015-02-02,2115600.0,7355941.2,9.81,1.66,7.53,,7355941.2,0.0,2115600.0,0.0,,,,,,,,,,,,,,,,,300000.0,0.0,1.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,42.34,0.3858,43.21,0.0,3.477
2015-02-03,2206400.0,7682684.8,11.67,1.73,7.87,,7682684.8,0.0,2206400.0,0.0,,,,0.34,,,,,90800.0,,,,0.34,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.67,0.3626,41.34,12.2578,3.482
2015-02-04,2206400.0,7779766.4,12.45,1.73,7.92,,7779766.4,0.0,2206400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.95,0.3639,41.29,0.0,3.526
2015-02-05,2190800.0,7702852.8,11.9,1.72,7.99,,7702852.8,0.0,2190800.0,0.0,,,,,,,,,,,,,,,,,15600.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.93,0.3673,41.8,0.0,3.516
2015-02-06,2190800.0,7680944.8,11.19,1.76,8.0,,7680944.8,0.0,2190800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.29,0.3678,41.54,0.0,3.506
2015-02-09,2190800.0,7672181.6,10.99,1.76,7.95,,7672181.6,0.0,2190800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.1,0.3675,41.67,0.0,3.502
2015-02-10,2190800.0,7623984.0,10.46,1.82,7.95,,7623984.0,0.0,2190800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,41.09,0.3675,41.68,0.0,3.48
2015-02-11,2265800.0,7821541.6,12.1,1.85,8.19,,7821541.6,0.0,2265800.0,0.0,,,,,,75000.0,,,,,,,,,0.26,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,39.6,0.3456,40.55,0.0,3.452
2015-02-12,2217200.0,7744679.6,8.3,1.72,7.93,,7744679.6,0.0,2217200.0,0.0,,,,,,,,,,,,,,,,,48600.0,0.0,0.17,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.18,0.3566,41.6,0.0,3.493
2015-02-13,2218400.0,7875320.0,8.08,1.66,7.94,,7875320.0,0.0,2218400.0,0.0,,,,0.02,,,,,1200.0,,,,0.02,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.1,0.3553,41.46,0.0,3.55
2015-02-16,2218400.0,7837607.2,4.73,1.6,7.97,,7837607.2,0.0,2218400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,40.04,0.3544,41.35,0.0,3.533
2015-02-17,3273400.0,11558375.4,5.33,2.44,11.78,,11558375.4,0.0,3273400.0,0.0,,,,3.73,,,,,1055000.0,,,,3.73,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.96,0.3296,41.62,0.0,3.531
2015-02-18,2403400.0,8486405.4,3.87,1.92,8.53,,8486405.4,0.0,2403400.0,0.0,,,,3.29,,,,,930000.0,,,,3.29,,,,1800000.0,0.0,6.62,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.78,0.6346,77.1,0.0,3.531
2015-02-19,2403400.0,8505632.6,3.87,1.92,8.48,,8505632.6,0.0,2403400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.77,0.6345,77.1,0.0,3.539
2015-02-20,2403400.0,8517649.6,3.84,1.92,8.49,,8517649.6,0.0,2403400.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.74,0.6349,77.13,0.0,3.544
2015-02-23,2328200.0,8232515.2,3.76,1.86,8.25,,8232515.2,0.0,2328200.0,0.0,,,,,,,,,,,,,,,,,75200.0,0.0,0.27,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.35,0.6759,79.65,0.0,3.536
2015-02-24,2328200.0,8311674.0,3.76,1.92,8.25,,8311674.0,0.0,2328200.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.36,0.6757,79.64,0.0,3.57
2015-02-25,2327200.0,8284832.0,3.74,1.94,8.29,,8284832.0,0.0,2327200.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.24,0.6772,79.76,0.0,3.56
2015-02-26,2327200.0,8389556.0,2.93,1.94,8.34,,8389556.0,0.0,2327200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.13,0.6784,79.87,0.0,3.605
2015-02-27,2327200.0,8401192.0,2.8,1.94,8.35,,8401192.0,0.0,2327200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.08,0.679,79.92,0.0,3.61
2015-03-02,141634.0,509599.13,0.17,0.12,0.52,,509599.13,0.0,141634.0,0.0,,,,,,60000.0,,,,,,,,,0.23,,2245566.0,0.0,8.07,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.84,0.3973,54.96,0.0,3.598
2015-03-03,141634.0,506624.82,0.17,0.12,0.52,,506624.82,0.0,141634.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.81,0.3972,54.96,0.0,3.577
2015-03-04,141634.0,506341.55,0.17,0.13,0.52,,506341.55,0.0,141634.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.94,0.3966,54.86,0.0,3.575
2015-03-05,141634.0,510307.3,0.17,0.13,0.52,,510307.3,0.0,141634.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.85,0.3969,54.92,0.0,3.603
2015-03-06,111634.0,402217.3,0.13,0.1,0.41,,402217.3,0.0,111634.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.85,0.5719,70.29,0.0,3.603
2015-03-09,81634.0,293229.33,0.1,0.07,0.29,,293229.33,0.0,81634.0,0.0,,,,,,,,,,,,,,,,,30000.0,0.0,0.11,,,0.0,0.0,0.0,0.0,,0.0,0.0,2.58,0.9497,97.42,0.0,3.592
2015-03-10,2134.0,7599.17,0.0,0.0,0.01,,7599.17,0.0,2134.0,0.0,,,,,,,,,,,,,,,,,79500.0,0.0,0.29,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.561
2015-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.616
2015-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.637
2015-03-13,150000.0,542250.0,0.16,0.13,0.55,,542250.0,0.0,150000.0,0.0,,,,,,150000.0,,,,,,,,,0.55,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.615
2015-03-16,150000.0,543300.0,0.15,0.13,0.54,,543300.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.622
2015-03-17,150000.0,546900.0,0.15,0.14,0.54,,546900.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.646
2015-03-18,150000.0,548250.0,0.15,0.14,0.56,,548250.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.655
2015-03-19,150000.0,550800.0,0.15,0.14,0.55,,550800.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.672
2015-03-20,150000.0,550500.0,0.15,0.14,0.55,,550500.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.67
2015-03-23,150000.0,544500.0,0.15,0.14,0.55,,544500.0,0.0,150000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.63
2015-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.648
2015-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.604
2015-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.576
2015-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.578
2015-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.666
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.732
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.735
2015-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.795
2015-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.881
2015-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95
2015-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.987
2015-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01
2015-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.968
2015-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.982
2015-04-16,170000.0,676940.0,0.36,0.19,0.68,,676940.0,0.0,170000.0,0.0,,,,,,170000.0,,,,,,,,,0.68,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.982
2015-04-17,170000.0,661640.0,0.37,0.19,0.68,,661640.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.892
2015-04-20,170000.0,666060.0,0.33,0.2,0.66,,666060.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.918
2015-04-21,170000.0,670990.0,0.3,0.2,0.66,,670990.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.947
2015-04-22,170000.0,676770.0,0.29,0.2,0.67,,676770.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.981
2015-04-23,170000.0,674900.0,0.3,0.2,0.68,,674900.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.97
2015-04-24,170000.0,677280.0,0.28,0.14,0.68,,677280.0,0.0,170000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0,3.984
2015-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.995
2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.976
2015-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.885
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.816
2015-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.845
2015-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.825
2015-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73
2015-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.707
2015-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.785
2015-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78
2015-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.731
2015-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11634257.88,,11.62,0.0,,0.0,,0.0,3.708
2015-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11718973.35,,11.75,0.0,,0.0,,0.0,3.735
2015-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11671909.2,,11.69,0.0,,0.0,,0.0,3.72
2015-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11725248.57,,11.69,0.0,,0.0,,0.0,3.737
2015-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11938606.05,,11.94,0.0,,0.0,,0.0,3.805
2015-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11963706.93,,11.96,0.0,,0.0,,0.0,3.813
2015-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11919780.39,,11.9,0.0,,0.0,,0.0,3.799
2015-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,12060972.84,,12.04,0.0,,0.0,,0.0,3.844
2015-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,12060972.84,,11.91,0.0,,0.0,,0.0,
2015-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,12035871.96,,12.02,0.0,,0.0,,0.0,3.836
2015-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11969982.15,,12.0,0.0,,0.0,,0.0,3.815
2015-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11800551.21,,11.82,0.0,,0.0,,0.0,3.761
2015-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11681322.03,,11.7,0.0,,0.0,,0.0,3.723
2015-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11693872.47,,11.71,0.0,,0.0,,0.0,3.727
2015-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11474239.77,,11.45,0.0,,0.0,,0.0,3.657
2015-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11342460.15,,11.36,0.0,,0.0,,0.0,3.615
2015-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11176166.82,,11.13,0.0,,0.0,,0.0,3.562
2015-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11207542.92,,11.2,0.0,,0.0,,0.0,3.572
2015-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11122827.45,,11.18,0.0,,0.0,,0.0,3.545
2015-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11009873.49,,11.02,0.0,,0.0,,0.0,3.509
2015-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11110277.01,,11.13,0.0,,0.0,,0.0,3.541
2015-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11144790.72,,11.16,0.0,,0.0,,0.0,3.552
2015-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11116552.23,,11.11,0.0,,0.0,,0.0,3.543
2015-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,10987910.22,,10.99,0.0,,0.0,,0.0,3.502
2015-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11013011.1,,11.02,0.0,,0.0,,0.0,3.51
2015-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,10972222.17,,11.04,0.0,,0.0,,0.0,3.497
2015-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11022423.93,,11.01,0.0,,0.0,,0.0,3.513
2015-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11053800.03,,11.07,0.0,,0.0,,0.0,3.523
2015-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11144790.72,,11.12,0.0,,0.0,,0.0,3.552
2015-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11405212.35,,11.4,0.0,,0.0,,0.0,3.635
2015-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11370698.64,,11.39,0.0,,0.0,,0.0,3.624
2015-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,3137610.0,11333047.32,,11.33,0.0,,0.0,,0.0,3.612
2015-06-26,13525.0,48608.85,0.05,0.02,0.05,,48608.85,0.0,13525.0,0.0,,,,,,13525.0,,,,,,,,,0.05,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.78,0.5,50.22,0.0043,3.594
2015-06-29,13525.0,47526.85,0.05,0.02,0.05,,47526.85,0.0,13525.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,49.73,0.5,50.27,0.0043,3.514
2015-06-30,76525.0,271740.28,0.27,0.09,0.27,,271740.28,0.0,76525.0,0.0,,,,0.22,,,,,63000.0,,,,0.22,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,9.03,0.8358,90.97,0.0244,3.551
2015-07-01,461525.0,1654105.6,1.65,0.56,1.65,,1654105.6,0.0,461525.0,0.0,,,,0.36,,285000.0,,,100000.0,,,,0.36,,1.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,31.57,0.3258,36.47,0.1471,3.584
2015-07-02,724525.0,2603942.85,2.56,0.88,2.6,,2603942.85,0.0,724525.0,0.0,,,,0.95,,,,,263000.0,,,,0.95,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.01,0.4133,57.87,0.2309,3.594
2015-07-03,724525.0,2579309.0,2.8,0.88,2.61,,2579309.0,0.0,724525.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.85,0.4145,58.03,0.2309,3.56
2015-07-06,724525.0,2543082.75,2.8,0.88,2.57,,2543082.75,145000.0,724525.0,508950.0,,,,,,,,,,,,,,,,145000.0,,0.51,,,,4.62,4.62,2992610.0,10504061.1,,10.49,4.62,19.67,0.4143,58.01,0.2309,3.51
2015-07-07,711000.0,2433042.0,2.7,0.86,2.51,,2433042.0,0.0,711000.0,0.0,,,,,,,,0.51,,145000.0,,,,,,,13525.0,0.0,0.08,,,0.0,0.0,0.0,0.0,,0.0,0.0,20.22,0.4184,58.15,0.2266,3.422
2015-07-08,553000.0,1856974.0,2.07,0.67,1.92,,1856974.0,0.0,553000.0,0.0,,,,,,,,,,,,,,,,,158000.0,0.0,0.56,,,0.0,0.0,0.0,0.0,,0.0,0.0,26.27,0.5784,71.33,0.1762,3.358
2015-07-09,540000.0,1853280.0,1.99,0.65,1.85,,1853280.0,0.0,540000.0,0.0,,,,,,,,,,,,,,,,,13000.0,0.0,0.05,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.28,0.6032,72.72,0.1721,3.432
2015-07-10,1040000.0,3586960.0,4.79,1.26,3.61,,1862460.0,500000.0,540000.0,1724500.0,,,,,,,,,,,,,,,,500000.0,,1.73,,,,15.94,15.94,2637610.0,9097116.89,,9.13,15.94,38.12,0.3942,47.89,0.3315,3.449
2015-07-13,1040000.0,3663920.0,5.7,1.26,3.64,,1902420.0,500000.0,540000.0,1761500.0,,,,,,,,,,,,,,,,,,1.76,,,,15.94,15.94,2637610.0,9292300.03,,9.28,15.94,37.85,0.3959,48.33,0.3315,3.523
2015-07-14,1040000.0,3654560.0,5.8,1.26,3.67,,1897560.0,500000.0,540000.0,1757000.0,,,,,,,,,,,,,,,,,,1.76,,,,15.94,15.94,2637610.0,9268561.54,,9.27,15.94,38.4,0.3955,47.87,0.3315,3.514
