,EJAP FP Equity_DX_SI_QTY,EJAP FP Equity_DX_SHORT_INTEREST_VALUE,EJAP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EJAP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EJAP FP Equity_DX_SI_MV,EJAP FP Equity_DX_DSS,EJAP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EJAP FP Equity_DX_SUPPLY_SI_QTY,EJAP FP Equity_DX_BROKER_SI_QTY,EJAP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EJAP FP Equity_DX_BROKER_SI_MV_NEW_x,EJAP FP Equity_DX_SUPPLY_SI_QTY_INC_x,EJAP FP Equity_DX_BROKER_SI_MV_INC_x,EJAP FP Equity_DX_BROKER_SI_QTY_ADD,EJAP FP Equity_DX_BROKER_SI_QTY_NEW,EJAP FP Equity_DX_SUPPLY_SI_MV_DEC,EJAP FP Equity_DX_BROKER_SI_QTY_INC,EJAP FP Equity_DX_SUPPLY_SI_QTY_DEC,EJAP FP Equity_DX_BROKER_SI_MV_NEW_y,EJAP FP Equity_DX_BROKER_SI_MV_INC_y,EJAP FP Equity_DX_SUPPLY_SI_QTY_INC_y,EJAP FP Equity_DX_BROKER_SI_MV_ADD,EJAP FP Equity_DX_SUPPLY_SI_QTY_ADD,EJAP FP Equity_DX_BROKER_SI_QTY_DEC,EJAP FP Equity_DX_SUPPLY_SI_MV,EJAP FP Equity_DX_BROKER_SI_MV_DEC,EJAP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EJAP FP Equity_DX_UTILIZATION_QUANTITY,EJAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EJAP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EJAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EJAP FP Equity_DX_ACTIVE_UTILIZATION_MV,EJAP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EJAP FP Equity_DX_BROKER_SI_CON_RATIO,EJAP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EJAP FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-04-14,1600.0,214368.0,2.05,1.07,0.21,1.0,214368.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,0.0
2017-04-17,1600.0,214368.0,2.05,1.07,0.21,1.0,214368.0,0.0,1600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.74,0.5,50.26,0.0
2017-07-25,2000.0,262680.0,0.23,0.51,0.26,,262680.0,0.0,2000.0,0.0,,,,2000.0,,,,,,,,0.26,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-07-26,2000.0,262244.0,0.23,0.51,0.27,,262244.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-07-27,2000.0,263460.0,0.23,0.51,0.26,,263460.0,0.0,2000.0,0.0,0.26,,,,2000.0,,,,0.26,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-07-28,2000.0,262084.0,0.23,0.51,0.26,,262084.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,0.0
2017-07-31,2000.0,261942.0,0.23,0.47,0.26,,261942.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-01,2000.0,264378.0,0.2,0.47,0.26,,264378.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-02,3200.0,420025.6,0.32,0.75,0.42,,420025.6,0.0,3200.0,0.0,,,0.16,,,,1200.0,,,0.16,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-03,3200.0,420163.2,0.31,0.75,0.42,,420163.2,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,0.0
2017-08-04,3200.0,424156.8,0.31,0.75,0.42,,424156.8,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,0.0
2017-08-07,3200.0,422368.0,0.31,0.75,0.42,,422368.0,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-08,3200.0,423977.6,0.31,0.75,0.42,,423977.6,0.0,3200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-09,5400.0,710969.4,0.52,1.26,0.72,,710969.4,0.0,5400.0,0.0,,,0.29,,,,2200.0,,,0.29,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-10,5400.0,706854.6,0.52,1.26,0.71,,706854.6,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-11,5400.0,700245.0,0.52,1.26,0.7,,700245.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.77,0.5,50.23,0.0
2017-08-14,5400.0,705569.4,0.52,0.59,0.7,,705569.4,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-15,5400.0,707551.2,0.52,0.59,0.71,,707551.2,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-16,5400.0,709732.8,0.52,0.59,0.71,,709732.8,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-17,5400.0,707070.6,0.52,0.59,0.71,,707070.6,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-18,5400.0,708037.2,0.51,0.59,0.71,,708037.2,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0
2017-08-21,5400.0,702507.6,0.51,0.59,0.71,,702507.6,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-22,5400.0,706325.4,0.51,0.59,0.7,,706325.4,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-23,5400.0,703679.4,0.51,0.58,0.71,,703679.4,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-24,5400.0,701146.8,0.49,0.58,0.7,,701146.8,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-25,5400.0,698581.8,1.15,0.58,0.7,,698581.8,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.5,50.09,0.0
2017-08-28,5400.0,694062.0,1.15,0.58,0.7,,694062.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-29,5400.0,690379.2,1.15,0.58,0.69,,690379.2,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-30,5400.0,693981.0,1.14,0.58,0.69,,693981.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-08-31,5400.0,700839.0,1.36,0.58,0.7,,700839.0,0.0,5400.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-09-11,3200.0,417411.2,1.23,0.35,0.41,,417411.2,0.0,3200.0,0.0,,,,3200.0,,,,,,,,0.41,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2017-09-12,28000.0,3658060.0,21.43,3.0,3.65,,3658060.0,0.0,28000.0,0.0,,,3.24,,,,24800.0,,,3.24,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0
2017-09-13,28000.0,3665340.0,15.69,3.05,3.65,,3665340.0,0.0,28000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,0.0
2017-09-14,28000.0,3670772.0,15.72,3.05,3.67,,3670772.0,0.0,28000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0
2017-09-15,28000.0,3644116.0,15.75,3.05,3.66,,3644116.0,0.0,28000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0
2017-09-18,28000.0,3656576.0,15.87,3.05,3.64,,3656576.0,0.0,28000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,0.0
2017-09-19,28000.0,3672396.0,16.75,3.05,3.65,,3672396.0,0.0,28000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.85,0.5,50.15,0.0
2017-09-27,1800.0,240424.2,0.97,0.22,0.24,,240424.2,0.0,1800.0,0.0,,,,1800.0,,,,,,,,0.24,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.88,0.5,50.12,0.0
2017-09-28,1800.0,239850.0,0.32,0.23,0.24,,239850.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.85,0.5,50.15,0.0
2017-09-29,1800.0,239607.0,0.32,0.23,0.24,,239607.0,0.0,1800.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.86,0.5,50.14,0.0
2019-06-04,42600.0,418097.7,0.34,0.31,0.42,,418097.7,0.0,42600.0,0.0,,,,42600.0,,,,,,,,0.42,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0
2019-06-05,42600.0,420551.46,0.34,0.31,0.42,,420551.46,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,0.0
2019-06-06,42600.0,419418.3,0.34,0.31,0.42,,419418.3,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,0.0
2019-06-07,42600.0,421492.92,0.63,0.31,0.42,,421492.92,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,0.0
2019-06-10,42600.0,426387.66,4.35,0.31,0.42,,426387.66,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,0.0
2019-06-11,42600.0,426694.38,4.86,0.31,0.42,,426694.38,0.0,42600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.76,0.5,50.24,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,687160.0,6987317.74,6.99,0.0,,0.0,,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,687160.0,6905133.41,6.94,0.0,,0.0,,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7699728.52,7.69,0.0,,0.0,,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7684315.47,7.68,0.0,,0.0,,0.0
2019-07-23,196600.0,2027142.6,3.45,1.3,2.03,,2027142.6,0.0,196600.0,0.0,,,,196600.0,,,,,,,,2.03,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2602
2019-07-24,196600.0,2030425.82,2.55,1.25,2.03,,2030425.82,0.0,196600.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.2602
2019-07-25,393200.0,4032855.8,5.18,2.5,4.05,,4032855.8,196600.0,393200.0,2016427.9,,,,196600.0,,,,,,,,2.03,196600.0,,2.02,,26.02,26.02,558942.0,5732788.62,5.74,26.02,49.83,0.5,50.17,0.5204
2019-07-26,393200.0,4046578.48,5.19,2.5,4.03,,4046578.48,196600.0,393200.0,2023289.24,,,,,,,,,,,,,,,2.02,,26.02,26.02,558942.0,5752295.7,5.76,26.02,49.88,0.5,50.12,0.5204
2019-07-29,393200.0,4030693.2,5.35,2.5,4.03,,4030693.2,196600.0,393200.0,2015346.6,,,,,,,,,,,,,,,2.02,,26.02,26.02,558942.0,5729714.44,5.73,26.02,49.99,0.5,50.01,0.5204
2019-07-30,393200.0,4006000.24,5.29,2.5,4.01,,4006000.24,196600.0,393200.0,2003000.12,,,,,,,,,,,,,,,2.0,,26.02,26.02,558942.0,5694612.88,5.7,26.02,50.0,0.5,50.0,0.5204
2019-07-31,470400.0,4826068.8,6.42,2.97,4.79,,4826068.8,235200.0,470400.0,2413034.4,,38600.0,0.77,,,,77200.0,,,0.77,38600.0,,,,2.4,,31.13,31.13,520342.0,5338448.75,5.31,31.13,49.83,0.5,50.17,0.6226
2019-08-01,273800.0,2838895.3,3.73,1.73,2.82,,2838895.3,235200.0,273800.0,2438671.2,,,,,,,,,,,,,,196600.0,2.44,2.01,31.13,31.13,520342.0,5395166.03,5.4,31.13,14.23,0.756,85.77,0.3624
2019-08-02,312400.0,3158332.76,4.27,1.97,3.17,,780484.28,235200.0,77200.0,2377848.48,,,,,,,,,,,,,,196600.0,2.38,2.01,31.13,31.13,520342.0,5260605.59,5.26,31.13,12.63,0.7793,87.37,0.4135
2019-08-05,312400.0,3088042.76,4.31,1.97,3.09,,763114.28,235200.0,77200.0,2324928.48,,,,,,,,,,,,,,,2.32,,31.13,31.13,520342.0,5143528.64,5.14,31.13,12.6,0.7797,87.4,0.4135
2019-08-06,77200.0,761848.2,0.99,0.49,0.76,,761848.2,38600.0,77200.0,380924.1,,,,,,1.94,,196600.0,,,,,,,0.38,,5.11,5.11,716942.0,7075142.13,7.07,5.11,49.96,0.5,50.04,0.1022
2019-08-07,77200.0,767005.16,0.99,0.49,0.76,,767005.16,38600.0,77200.0,383502.58,,,,,,,,,,,,,,,0.38,,5.11,5.11,716942.0,7123033.85,7.11,5.11,49.83,0.5,50.17,0.1022
2019-08-08,38600.0,387621.2,0.48,0.24,0.38,,387621.2,0.0,38600.0,0.0,,,,,,0.38,,38600.0,,,,,,38600.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,49.97,1.0,100.0,0.0511
2019-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,38600.0,0.0,0.38,0.0,0.0,755542.0,7518625.1,7.51,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7486363.46,7.49,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7556326.65,7.55,0.0,,0.0,,0.0
2019-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7440879.83,7.44,0.0,,0.0,,0.0
2019-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,755542.0,7502456.51,7.51,0.0,,0.0,,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12772703.69,12.77,0.0,,0.0,,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12802817.5,12.79,0.0,,0.0,,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12758980.94,12.76,0.0,,0.0,,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12795193.75,12.78,0.0,,0.0,,0.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12755804.38,12.75,0.0,,0.0,,0.0
2019-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12631918.44,12.62,0.0,,0.0,,0.0
2019-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12801673.94,12.79,0.0,,0.0,,0.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12817937.94,12.81,0.0,,0.0,,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12810441.25,12.81,0.0,,0.0,,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12903705.13,12.92,0.0,,0.0,,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,12990107.63,12.98,0.0,,0.0,,0.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,13020475.56,13.02,0.0,,0.0,,0.0
2019-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,13042203.25,13.05,0.0,,0.0,,0.0
2019-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,13053893.0,13.06,0.0,,0.0,,0.0
2019-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,13149316.94,13.14,0.0,,0.0,,0.0
2019-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,1270625.0,13167486.88,13.1,0.0,,0.0,,0.0
2019-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5264504.13,5.26,0.0,,0.0,,0.0
2019-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5267632.51,5.27,0.0,,0.0,,0.0
2019-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5341300.75,5.34,0.0,,0.0,,0.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5359011.4,5.36,0.0,,0.0,,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5419812.93,5.42,0.0,,0.0,,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5423597.26,5.42,0.0,,0.0,,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5399226.19,5.4,0.0,,0.0,,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5387520.0,5.37,0.0,,0.0,,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5462298.31,5.46,0.0,,0.0,,0.0
2019-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5468605.53,5.48,0.0,,0.0,,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5445142.7,5.45,0.0,,0.0,,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5481774.99,5.48,0.0,,0.0,,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5490504.17,5.49,0.0,,0.0,,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5518104.53,5.52,0.0,,0.0,,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5458816.73,5.46,0.0,,0.0,,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,504577.0,5462046.03,5.46,0.0,,0.0,,0.0
