,EJAP FP Equity_DX_SI_QTY,EJAP FP Equity_DX_SHORT_INTEREST_VALUE,EJAP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EJAP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EJAP FP Equity_DX_SI_MV,EJAP FP Equity_DX_DSS,EJAP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EJAP FP Equity_DX_SUPPLY_SI_QTY,EJAP FP Equity_DX_BROKER_SI_QTY,EJAP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EJAP FP Equity_DX_BROKER_SI_MV_NEW_x,EJAP FP Equity_DX_SUPPLY_SI_QTY_INC_x,EJAP FP Equity_DX_BROKER_SI_MV_INC_x,EJAP FP Equity_DX_BROKER_SI_QTY_ADD,EJAP FP Equity_DX_BROKER_SI_QTY_NEW,EJAP FP Equity_DX_SUPPLY_SI_MV_DEC,EJAP FP Equity_DX_BROKER_SI_QTY_INC,EJAP FP Equity_DX_SUPPLY_SI_QTY_DEC,EJAP FP Equity_DX_BROKER_SI_MV_NEW_y,EJAP FP Equity_DX_BROKER_SI_MV_INC_y,EJAP FP Equity_DX_SUPPLY_SI_QTY_INC_y,EJAP FP Equity_DX_BROKER_SI_MV_ADD,EJAP FP Equity_DX_SUPPLY_SI_QTY_ADD,EJAP FP Equity_DX_BROKER_SI_QTY_DEC,EJAP FP Equity_DX_SUPPLY_SI_MV,EJAP FP Equity_DX_BROKER_SI_MV_DEC,EJAP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EJAP FP Equity_DX_UTILIZATION_QUANTITY,EJAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EJAP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EJAP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EJAP FP Equity_DX_ACTIVE_UTILIZATION_MV,EJAP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EJAP FP Equity_DX_BROKER_SI_CON_RATIO,EJAP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EJAP FP Equity_DX_DEMAND_SUPPLY_RATIO
2020-03-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,675671.0,6454414.79,6.49,0.0,,0.0,,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,675671.0,6225024.49,6.25,0.0,,0.0,,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,675671.0,6225632.59,6.23,0.0,,0.0,,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,675671.0,6159754.67,6.16,0.0,,0.0,,0.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,675671.0,6452928.32,6.45,0.0,,0.0,,0.0
2020-04-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8411219.22,8.41,0.0,,0.0,,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8245601.66,8.24,0.0,,0.0,,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8345023.44,8.34,0.0,,0.0,,0.0
2020-04-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8345023.44,8.34,0.0,,0.0,,0.0
2020-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8345023.44,8.35,0.0,,0.0,,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8430351.93,8.45,0.0,,0.0,,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8365693.61,8.36,0.0,,0.0,,0.0
2020-04-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8337507.02,8.34,0.0,,0.0,,0.0
2020-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8377907.8,8.39,0.0,,0.0,,0.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8401567.45,8.4,0.0,,0.0,,0.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8251409.81,8.26,0.0,,0.0,,0.0
2020-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8394478.09,8.4,0.0,,0.0,,0.0
2020-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8513203.41,8.49,0.0,,0.0,,0.0
2020-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8463236.28,8.49,0.0,,0.0,,0.0
2020-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8603144.25,8.61,0.0,,0.0,,0.0
2020-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8746383.36,8.73,0.0,,0.0,,0.0
2020-04-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8900128.38,8.92,0.0,,0.0,,0.0
2020-04-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8551895.91,8.57,0.0,,0.0,,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8551895.91,8.55,0.0,,0.0,,0.0
2020-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8299668.66,8.31,0.0,,0.0,,0.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8559839.4,8.56,0.0,,0.0,,0.0
2020-05-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8523026.01,8.51,0.0,,0.0,,0.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8601179.73,8.62,0.0,,0.0,,0.0
2020-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8694707.95,8.69,0.0,,0.0,,0.0
2020-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8802329.46,8.8,0.0,,0.0,,0.0
2020-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8763295.31,8.76,0.0,,0.0,,0.0
2020-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8735108.73,8.73,0.0,,0.0,,0.0
2020-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8588282.23,8.61,0.0,,0.0,,0.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8603998.39,8.61,0.0,,0.0,,0.0
2020-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8770384.67,8.77,0.0,,0.0,,0.0
2020-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8716659.32,8.71,0.0,,0.0,,0.0
2020-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,854139.0,8779951.02,8.78,0.0,,0.0,,0.0
2020-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7317266.95,7.31,0.0,,0.0,,0.0
2020-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7362917.84,7.37,0.0,,0.0,,0.0
2020-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7515592.28,7.52,0.0,,0.0,,0.0
2020-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7552228.38,7.56,0.0,,0.0,,0.0
2020-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7639779.99,7.66,0.0,,0.0,,0.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7745000.59,7.74,0.0,,0.0,,0.0
2020-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7558286.31,7.56,0.0,,0.0,,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7645982.17,7.65,0.0,,0.0,,0.0
2020-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7685647.23,7.65,0.0,,0.0,,0.0
2020-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7713701.25,7.65,0.0,,0.0,,0.0
2020-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7585619.15,7.59,0.0,,0.0,,0.0
2020-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7716802.34,7.72,0.0,,0.0,,0.0
2020-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7735985.8,7.74,0.0,,0.0,,0.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7693580.24,7.69,0.0,,0.0,,0.0
2020-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7714494.55,7.73,0.0,,0.0,,0.0
2020-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7485879.54,7.44,0.0,,0.0,,0.0
2020-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7572349.38,7.59,0.0,,0.0,,0.0
2020-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7448522.26,7.48,0.0,,0.0,,0.0
2020-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7648217.83,7.65,0.0,,0.0,,0.0
2020-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7740457.14,7.75,0.0,,0.0,,0.0
2020-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7718100.47,7.73,0.0,,0.0,,0.0
2020-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7765049.48,7.76,0.0,,0.0,,0.0
2020-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7682762.5,7.68,0.0,,0.0,,0.0
2020-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7721417.91,7.72,0.0,,0.0,,0.0
2020-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7550569.66,7.53,0.0,,0.0,,0.0
2020-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7625428.45,7.62,0.0,,0.0,,0.0
2020-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7608697.0,7.6,0.0,,0.0,,0.0
2020-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7576027.42,7.59,0.0,,0.0,,0.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7553959.22,7.55,0.0,,0.0,,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7461864.15,7.45,0.0,,0.0,,0.0
2020-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7572709.97,7.58,0.0,,0.0,,0.0
2020-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7494533.74,7.5,0.0,,0.0,,0.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7596076.3,7.6,0.0,,0.0,,0.0
2020-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7584537.37,7.57,0.0,,0.0,,0.0
2020-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7467633.61,7.46,0.0,,0.0,,0.0
2020-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7459556.36,7.46,0.0,,0.0,,0.0
2020-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7553093.8,7.56,0.0,,0.0,,0.0
2020-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7599610.1,7.58,0.0,,0.0,,0.0
2020-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7531891.02,7.53,0.0,,0.0,,0.0
2020-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7660189.47,7.66,0.0,,0.0,,0.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7557709.37,7.54,0.0,,0.0,,0.0
2020-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7548478.22,7.54,0.0,,0.0,,0.0
2020-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7545737.73,7.55,0.0,,0.0,,0.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7545809.85,7.55,0.0,,0.0,,0.0
2020-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7451839.7,7.45,0.0,,0.0,,0.0
2020-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7459412.12,7.44,0.0,,0.0,,0.0
2020-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7396020.14,7.41,0.0,,0.0,,0.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7450469.45,7.46,0.0,,0.0,,0.0
2020-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7449748.27,7.44,0.0,,0.0,,0.0
2020-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7375177.95,7.39,0.0,,0.0,,0.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7249331.52,7.28,0.0,,0.0,,0.0
2020-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7079853.51,7.07,0.0,,0.0,,0.0
2020-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7242191.8,7.25,0.0,,0.0,,0.0
2020-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7307242.51,7.32,0.0,,0.0,,0.0
2020-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7286111.85,7.28,0.0,,0.0,,0.0
2020-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7253658.61,7.26,0.0,,0.0,,0.0
2020-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7306304.97,7.32,0.0,,0.0,,0.0
2020-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7328589.53,7.32,0.0,,0.0,,0.0
2020-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7455229.26,7.44,0.0,,0.0,,0.0
2020-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7565209.67,7.56,0.0,,0.0,,0.0
2020-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7527780.27,7.52,0.0,,0.0,,0.0
2020-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7528862.05,7.53,0.0,,0.0,,0.0
2020-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7531746.78,7.53,0.0,,0.0,,0.0
2020-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7509750.7,7.51,0.0,,0.0,,0.0
2020-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7544944.43,7.52,0.0,,0.0,,0.0
2020-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7493091.37,7.5,0.0,,0.0,,0.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7493091.37,7.51,0.0,,0.0,,0.0
2020-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7583960.43,7.58,0.0,,0.0,,0.0
2020-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7557997.84,7.57,0.0,,0.0,,0.0
2020-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7593335.81,7.59,0.0,,0.0,,0.0
2020-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7551290.84,7.57,0.0,,0.0,,0.0
2020-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7494389.5,7.5,0.0,,0.0,,0.0
2020-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7445421.17,7.44,0.0,,0.0,,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7468426.91,7.45,0.0,,0.0,,0.0
2020-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7598095.61,7.61,0.0,,0.0,,0.0
2020-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7526265.79,7.54,0.0,,0.0,,0.0
2020-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7502034.04,7.51,0.0,,0.0,,0.0
2020-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7521938.69,7.52,0.0,,0.0,,0.0
2020-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7501889.8,7.49,0.0,,0.0,,0.0
2020-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7510039.17,7.51,0.0,,0.0,,0.0
2020-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7522371.4,7.5,0.0,,0.0,,0.0
2020-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7619947.46,7.63,0.0,,0.0,,0.0
2020-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7649588.08,7.65,0.0,,0.0,,0.0
2020-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7684204.87,7.68,0.0,,0.0,,0.0
2020-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7739880.19,7.73,0.0,,0.0,,0.0
2020-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7723148.75,7.74,0.0,,0.0,,0.0
2020-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7699349.71,7.68,0.0,,0.0,,0.0
2020-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,721183.0,7578263.08,7.6,0.0,,0.0,,0.0
2020-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,735115.0,7776928.61,7.78,0.0,,0.0,,0.0
2020-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,735115.0,7923804.59,7.91,0.0,,0.0,,0.0
2020-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,735115.0,7884475.93,7.89,0.0,,0.0,,0.0
2020-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,735115.0,7886240.21,7.89,0.0,,0.0,,0.0
