,ALECP FP Equity_DX_SI_QTY,ALECP FP Equity_DX_SHORT_INTEREST_VALUE,ALECP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALECP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALECP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALECP FP Equity_DX_SI_MV,ALECP FP Equity_DX_DSS,ALECP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALECP FP Equity_DX_SUPPLY_SI_QTY,ALECP FP Equity_DX_BROKER_SI_QTY,ALECP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALECP FP Equity_DX_BROKER_SI_MV_NEW_x,ALECP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALECP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALECP FP Equity_DX_BROKER_SI_MV_INC_x,ALECP FP Equity_DX_SUPPLY_SI_MV_NEW,ALECP FP Equity_DX_BROKER_SI_QTY_ADD,ALECP FP Equity_DX_BROKER_SI_QTY_NEW,ALECP FP Equity_DX_SUPPLY_SI_MV_DEC,ALECP FP Equity_DX_BROKER_SI_QTY_INC,ALECP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALECP FP Equity_DX_BROKER_SI_MV_NEW_y,ALECP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALECP FP Equity_DX_BROKER_SI_MV_INC_y,ALECP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALECP FP Equity_DX_BROKER_SI_MV_ADD,ALECP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALECP FP Equity_DX_BROKER_SI_QTY_DEC,ALECP FP Equity_DX_SUPPLY_SI_MV,ALECP FP Equity_DX_BROKER_SI_MV_DEC,ALECP FP Equity_DX_SUPPLY_SI_MV_RMV,ALECP FP Equity_DX_BROKER_SI_MV_RMV,ALECP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALECP FP Equity_DX_UTILIZATION_QUANTITY,ALECP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALECP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALECP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALECP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALECP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALECP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALECP FP Equity_DX_BROKER_SI_CON_RATIO,ALECP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALECP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALECP FP Equity_PX_LAST
2011-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,28584.24,,0.03,0.0,,0.0,,0.0,3.14
2011-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,29221.47,,0.03,0.0,,0.0,,0.0,3.21
2011-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,30040.76,,0.03,0.0,,0.0,,0.0,3.3
2011-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,29676.63,,0.03,0.0,,0.0,,0.0,3.26
2011-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,29585.6,,0.03,0.0,,0.0,,0.0,3.25
2011-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,28857.34,,0.03,0.0,,0.0,,0.0,3.17
2011-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,28402.17,,0.03,0.0,,0.0,,0.0,3.12
2011-09-22,2700.0,8048.74,0.05,0.62,0.01,0.01,0.0,0.0,2700.0,0.0,8048.74,,,,,,,,,,,,,,,,2700.0,,0.01,,,,100.0,28.8,0.0,0.0,,0.0,100.0,,1.0,100.0,0.288,3.07
2011-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,2700.0,,,,,,,,0.0,,,,0.0,0.0,9375.0,25398.1,,0.03,0.0,,0.0,,0.0,2.79
2011-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,25853.26,,0.03,0.0,,0.0,,0.0,2.84
2011-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,25489.13,,0.03,0.0,,0.0,,0.0,2.8
2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,24942.93,,0.03,0.0,,0.0,,0.0,2.74
2011-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,24305.71,,0.03,0.0,,0.0,,0.0,2.67
2011-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,23213.32,,0.02,0.0,,0.0,,0.0,2.55
2011-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9375.0,24032.61,,0.02,0.0,,0.0,,0.0,2.64
2011-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,27263.99,,0.03,0.0,,0.0,,0.0,2.52
2011-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28670.47,,0.03,0.0,,0.0,,0.0,2.65
2011-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,27588.56,,0.03,0.0,,0.0,,0.0,2.55
2011-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28670.47,,0.03,0.0,,0.0,,0.0,2.65
2011-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28129.51,,0.03,0.0,,0.0,,0.0,2.6
2011-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28670.47,,0.03,0.0,,0.0,,0.0,2.65
2011-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,29103.23,,0.03,0.0,,0.0,,0.0,2.69
2011-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28129.51,,0.03,0.0,,0.0,,0.0,2.6
2011-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28129.51,,0.03,0.0,,0.0,,0.0,2.6
2011-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26723.04,,0.03,0.0,,0.0,,0.0,2.47
2011-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26939.42,,0.03,0.0,,0.0,,0.0,2.49
2011-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26073.89,,0.03,0.0,,0.0,,0.0,2.41
2011-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25749.32,,0.03,0.0,,0.0,,0.0,2.38
2011-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25965.7,,0.03,0.0,,0.0,,0.0,2.4
2011-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26182.09,,0.03,0.0,,0.0,,0.0,2.42
2011-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26182.09,,0.03,0.0,,0.0,,0.0,2.42
2011-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,27372.18,,0.03,0.0,,0.0,,0.0,2.53
2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25965.7,,0.03,0.0,,0.0,,0.0,2.4
2011-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25965.7,,0.03,0.0,,0.0,,0.0,2.4
2011-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25749.32,,0.03,0.0,,0.0,,0.0,2.38
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25424.75,,0.03,0.0,,0.0,,0.0,2.35
2011-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25749.32,,0.03,0.0,,0.0,,0.0,2.38
2011-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25424.75,,0.03,0.0,,0.0,,0.0,2.35
2011-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25316.56,,0.03,0.0,,0.0,,0.0,2.34
2011-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24667.42,,0.03,0.0,,0.0,,0.0,2.28
2011-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24342.85,,0.03,0.0,,0.0,,0.0,2.25
2011-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24234.66,,0.03,0.0,,0.0,,0.0,2.24
2011-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,22395.42,,0.02,0.0,,0.0,,0.0,2.07
2011-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,20988.94,,0.02,0.0,,0.0,,0.0,1.94
2011-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21638.09,,0.02,0.0,,0.0,,0.0,2.0
2011-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,22287.23,,0.02,0.0,,0.0,,0.0,2.06
2011-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21854.47,,0.02,0.0,,0.0,,0.0,2.02
2011-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21638.09,,0.02,0.0,,0.0,,0.0,2.0
2011-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21313.52,,0.02,0.0,,0.0,,0.0,1.97
2011-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21638.09,,0.02,0.0,,0.0,,0.0,2.0
2011-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21097.13,,0.02,0.0,,0.0,,0.0,1.95
2011-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,19149.71,,0.02,0.0,,0.0,,0.0,1.77
2011-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,19041.52,,0.02,0.0,,0.0,,0.0,1.76
2011-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,19149.71,,0.02,0.0,,0.0,,0.0,1.77
2011-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,18825.14,,0.02,0.0,,0.0,,0.0,1.74
2011-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,19041.52,,0.02,0.0,,0.0,,0.0,1.76
2011-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,18716.95,,0.02,0.0,,0.0,,0.0,1.73
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,18825.14,,0.02,0.0,,0.0,,0.0,1.74
2011-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,19366.09,,0.02,0.0,,0.0,,0.0,1.79
2011-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,21962.66,,0.02,0.0,,0.0,,0.0,2.03
2011-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25965.7,,0.02,0.0,,0.0,,0.0,2.4
2011-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24991.99,,0.03,0.0,,0.0,,0.0,2.31
2011-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25641.13,,0.03,0.0,,0.0,,0.0,2.37
2011-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24991.99,,0.03,0.0,,0.0,,0.0,2.31
2011-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24559.23,,0.03,0.0,,0.0,,0.0,2.27
2011-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24667.42,,0.03,0.0,,0.0,,0.0,2.28
2011-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24126.47,,0.03,0.0,,0.0,,0.0,2.23
2011-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24559.23,,0.03,0.0,,0.0,,0.0,2.27
2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24667.42,,0.03,0.0,,0.0,,0.0,2.28
2011-12-19,375.0,826.58,0.01,0.02,0.0,0.0,0.0,826.58,375.0,375.0,826.58,,,,,,375.0,,,,,,,,,0.0,375.0,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.27
2011-12-20,375.0,830.22,0.01,0.02,0.0,0.0,0.0,830.22,375.0,375.0,830.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.28
2011-12-21,375.0,819.29,0.01,0.02,0.0,0.0,0.0,819.29,375.0,375.0,819.29,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.25
2011-12-22,375.0,822.93,0.01,0.02,0.0,0.0,0.0,822.93,375.0,375.0,822.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.26
2011-12-23,375.0,815.65,0.01,0.02,0.0,0.0,0.0,815.65,375.0,375.0,815.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.24
2011-12-26,375.0,815.65,0.01,0.02,0.0,0.0,0.0,815.65,375.0,375.0,815.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,
2011-12-27,375.0,830.22,0.01,0.02,0.0,0.0,0.0,830.22,375.0,375.0,830.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.28
2011-12-28,375.0,819.29,0.01,0.02,0.0,0.0,0.0,819.29,375.0,375.0,819.29,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.25
2011-12-29,375.0,830.22,0.01,0.02,0.0,0.0,0.0,830.22,375.0,375.0,830.22,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.28
2011-12-30,375.0,826.58,0.01,0.02,0.0,0.0,0.0,826.58,375.0,375.0,826.58,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.27
2012-01-02,375.0,837.5,0.01,0.02,0.0,0.0,0.0,837.5,375.0,375.0,837.5,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.3
2012-01-03,375.0,822.93,0.01,0.02,0.0,0.0,0.0,822.93,375.0,375.0,822.93,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.26
2012-01-04,375.0,815.65,0.01,0.02,0.0,0.0,0.0,815.65,375.0,375.0,815.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.24
2012-01-05,375.0,815.65,0.01,0.02,0.0,0.0,0.0,815.65,375.0,375.0,815.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.24
2012-01-06,375.0,815.65,0.01,0.02,0.0,0.0,0.0,815.65,375.0,375.0,815.65,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.24
2012-01-09,375.0,797.45,0.01,0.02,0.0,0.0,0.0,797.45,375.0,375.0,797.45,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.19
2012-01-10,375.0,790.16,0.01,0.02,0.0,0.0,0.0,790.16,375.0,375.0,790.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.17
2012-01-11,375.0,790.16,0.01,0.02,0.0,0.0,0.0,790.16,375.0,375.0,790.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.17
2012-01-12,375.0,793.8,0.01,0.02,0.0,0.0,0.0,793.8,375.0,375.0,793.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.18
2012-01-13,375.0,786.52,0.01,0.02,0.0,0.0,0.0,786.52,375.0,375.0,786.52,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.16
2012-01-16,375.0,793.8,0.01,0.02,0.0,0.0,0.0,793.8,375.0,375.0,793.8,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.18
2012-01-17,375.0,790.16,0.01,0.02,0.0,0.0,0.0,790.16,375.0,375.0,790.16,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.17
2012-01-18,375.0,819.29,0.01,0.02,0.0,0.0,0.0,819.29,375.0,375.0,819.29,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.25
2012-01-19,375.0,808.37,0.01,0.03,0.0,0.0,0.0,808.37,375.0,375.0,808.37,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.22
2012-01-20,375.0,819.29,0.01,0.04,0.0,0.0,0.0,819.29,375.0,375.0,819.29,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.25
2012-01-23,375.0,841.14,0.01,0.05,0.0,0.0,0.0,841.14,375.0,375.0,841.14,,,,,,,,,,,,,,,,,,0.0,,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.31
2012-01-24,375.0,815.65,0.01,0.05,0.0,0.0,0.0,0.0,375.0,0.0,815.65,,,,,,,,,,,,,,,,,375.0,0.0,0.0,,,100.0,3.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0337,2.24
2012-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,375.0,,,,,,,,0.0,,,,0.0,0.0,11142.0,24883.8,,0.03,0.0,,0.0,,0.0,2.3
2012-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24018.28,,0.03,0.0,,0.0,,0.0,2.22
2012-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24126.47,,0.02,0.0,,0.0,,0.0,2.23
2012-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24883.8,,0.03,0.0,,0.0,,0.0,2.3
2012-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,24559.23,,0.03,0.0,,0.0,,0.0,2.27
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25424.75,,0.03,0.0,,0.0,,0.0,2.35
2012-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,25965.7,,0.03,0.0,,0.0,,0.0,2.4
2012-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,28021.32,,0.03,0.0,,0.0,,0.0,2.59
2012-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,27263.99,,0.03,0.0,,0.0,,0.0,2.52
2012-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,27263.99,,0.03,0.0,,0.0,,0.0,2.52
2012-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26182.09,,0.03,0.0,,0.0,,0.0,2.42
2012-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26290.28,,0.03,0.0,,0.0,,0.0,2.43
2012-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26182.09,,0.03,0.0,,0.0,,0.0,2.42
2012-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,11142.0,26506.66,,0.03,0.0,,0.0,,0.0,2.45
