,TE FP Equity_DX_SI_QTY,TE FP Equity_DX_SHORT_INTEREST_VALUE,TE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TE FP Equity_DX_SI_MV,TE FP Equity_DX_DSS,TE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY,TE FP Equity_DX_BROKER_SI_QTY,TE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TE FP Equity_DX_BROKER_SI_MV_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,TE FP Equity_DX_SUPPLY_SI_QTY_INC_x,TE FP Equity_DX_BROKER_SI_MV_INC_x,TE FP Equity_DX_SUPPLY_SI_MV_NEW,TE FP Equity_DX_BROKER_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_NEW,TE FP Equity_DX_SUPPLY_SI_MV_DEC,TE FP Equity_DX_BROKER_SI_QTY_INC,TE FP Equity_DX_SUPPLY_SI_QTY_DEC,TE FP Equity_DX_BROKER_SI_MV_NEW_y,TE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,TE FP Equity_DX_BROKER_SI_MV_INC_y,TE FP Equity_DX_SUPPLY_SI_QTY_INC_y,TE FP Equity_DX_BROKER_SI_MV_ADD,TE FP Equity_DX_SUPPLY_SI_QTY_ADD,TE FP Equity_DX_BROKER_SI_QTY_DEC,TE FP Equity_DX_SUPPLY_SI_MV,TE FP Equity_DX_BROKER_SI_MV_DEC,TE FP Equity_DX_SUPPLY_SI_MV_RMV,TE FP Equity_DX_BROKER_SI_MV_RMV,TE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TE FP Equity_DX_UTILIZATION_QUANTITY,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,TE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TE FP Equity_DX_ACTIVE_UTILIZATION_MV,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TE FP Equity_DX_BROKER_SI_CON_RATIO,TE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TE FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-03-19,2513071.0,32468877.32,2.79,1.72,1.4,33.34,1.0,28439969.12,753373.0,2201236.0,9733579.16,,,108284.0,2.56,,,,2.06,252333.0,133818.0,,,2.56,108284.0,,132667.0,20622.0,10.18,0.32,,,5.63,5.63,12631591.0,163200155.72,,168.76,5.69,21.31,0.3288,51.75,0.1878
2021-03-22,2361719.0,31800546.34,2.62,1.56,1.31,31.26,1.0,28120952.32,654809.0,2088448.0,8817003.19,,,842.0,,,,,1.37,,99406.0,,,,842.0,,,112788.0,8.52,1.14,,,4.88,4.88,12776985.0,172042103.03,,167.11,4.85,21.02,0.338,52.72,0.1758
2021-03-23,2318748.0,30479942.46,2.58,1.5,1.29,30.95,1.0,26531302.77,691450.0,2018357.0,9089110.25,,,28520.0,,,,,0.23,,20185.0,,,,28520.0,,28306.0,70091.0,9.31,1.3,,,5.09,5.09,12899625.0,169565570.63,,170.46,5.18,22.16,0.3071,49.01,0.1706
2021-03-24,2455681.0,32034358.65,2.73,1.57,1.37,32.2,1.0,24787287.17,872808.0,1900137.0,11385780.36,,,14675.0,0.29,,,,1.32,23101.0,100000.0,,,0.29,14675.0,,266683.0,141321.0,11.5,2.12,,,6.29,6.29,13006491.0,169669675.1,,169.02,6.37,19.01,0.2508,42.49,0.1769
2021-03-25,2174430.0,27397818.0,2.42,1.37,1.21,27.96,1.0,19673740.8,914650.0,1561408.0,11524590.0,,,17138.0,0.07,,,,1.25,7018.0,94272.0,,,0.07,17138.0,,118976.0,345747.0,11.96,4.97,,,6.59,6.59,12963727.0,163342960.2,,164.94,6.76,20.69,0.2805,46.09,0.1567
2021-03-26,2093689.0,25783780.04,2.33,1.31,1.16,26.25,1.0,18457093.93,915017.0,1498749.0,11268434.36,,,45659.0,0.44,,,,0.65,36093.0,45292.0,,,0.44,45659.0,,,98752.0,11.64,1.6,,,6.56,6.56,13024641.0,160398453.92,,161.64,6.72,21.67,0.2926,47.15,0.1502
2021-03-29,2086671.0,25436519.49,2.32,1.28,1.16,25.87,1.0,18184200.89,890638.0,1491731.0,10856877.22,,,,0.2,,,,0.32,17361.0,24379.0,,,0.2,,,,24379.0,11.21,0.42,,,6.43,6.43,12950618.0,157868033.42,,159.6,6.56,21.83,0.2847,46.15,0.1508
2021-03-30,1591642.0,20532181.8,1.77,0.96,0.89,20.26,0.0,18064192.5,453838.0,1400325.0,5854510.2,,,,2.01,,5000.0,,3.29,103913.0,265006.0,,,2.01,,0.06,60258.0,181562.0,5.56,2.3,,,3.24,3.24,13536778.0,174624436.2,,168.33,3.2,14.52,0.4663,66.18,0.1138
2021-03-31,1700188.0,22017434.6,1.89,1.24,0.95,22.03,0.0,19430115.25,550784.0,1500395.0,7132652.8,,,37117.0,1.76,,,,0.21,119165.0,19095.0,,,1.76,37117.0,,78924.0,19095.0,7.11,0.22,,,3.94,3.94,13433924.0,173969315.8,,172.23,3.96,15.4,0.4177,61.66,0.1216
2021-04-01,1936647.0,24285553.38,2.15,1.47,1.08,24.72,1.0,23022825.54,594650.0,1835951.0,7456911.0,1.79,,52491.0,1.85,,31376.0,138209.0,0.11,175121.0,8625.0,1.79,,1.85,52491.0,0.4,,9150.0,7.69,0.12,,,4.2,4.2,13567490.0,170136324.6,,173.71,4.24,13.72,0.3951,59.63,0.1367
2021-04-02,1936647.0,24285553.38,2.15,1.49,1.08,24.5,1.0,23022825.54,594650.0,1835951.0,7456911.0,,,,,,,,,,,,,,,,,,7.49,,,,4.2,4.2,13565390.0,170109990.6,,169.42,4.23,13.41,0.4004,60.18,0.1368
2021-04-05,1965377.0,24645827.58,2.18,1.52,1.09,24.73,1.0,23775225.54,563380.0,1895951.0,7064785.2,,,,0.74,,,,0.4,60000.0,31270.0,,,0.74,,,,,7.05,,,,3.99,3.99,13569340.0,170159523.6,,168.62,4.01,13.23,0.391,59.39,0.1391
2021-04-06,2278379.0,28536696.98,2.94,1.76,1.27,28.66,1.0,27750440.1,630754.0,2215604.0,7900193.85,,,72402.0,0.97,,315000.0,,0.56,74025.0,44477.0,,,0.97,72402.0,3.95,39449.0,69372.0,7.86,0.9,,,4.38,4.38,13761845.0,172367108.63,,170.61,4.41,14.14,0.2836,47.96,0.1583
2021-04-07,2278595.0,27593785.45,2.95,1.83,1.27,28.31,1.0,27220858.0,610864.0,2247800.0,7397563.04,,,30685.0,2.53,,,,2.16,201530.0,173784.0,,,2.53,30685.0,,123209.0,169334.0,7.64,1.91,,,4.19,4.19,13951109.0,168947929.99,,171.84,4.25,13.48,0.2607,45.76,0.1565
2021-04-08,2178536.0,26937597.64,2.82,1.8,1.21,26.96,1.0,26556817.47,489570.0,2147741.0,6053533.05,,,27210.0,0.48,,,,1.9,39563.0,148504.0,,,0.48,27210.0,,,139622.0,5.92,1.83,,,3.34,3.34,14162918.0,175124481.07,,170.75,3.35,14.45,0.2709,46.83,0.1487
2021-04-09,2117154.0,25723421.1,2.74,1.85,1.18,25.9,1.0,25349261.85,423588.0,2086359.0,5146594.2,,,,0.51,,,,0.79,34200.0,65982.0,,,0.51,,,,95582.0,5.24,1.18,,,3.46,3.46,11832450.0,143764267.5,,144.26,3.5,14.78,0.2851,47.9,0.1727
2021-04-12,2585663.0,31415805.45,3.34,2.28,1.44,31.64,1.0,29219838.75,819679.0,2404925.0,9959099.85,,,162008.0,4.24,,,,0.04,343814.0,2710.0,,,4.24,162008.0,,236793.0,25248.0,9.95,0.26,,,6.54,6.54,11720628.0,142405630.2,,140.93,6.59,19.9,0.2402,40.64,0.2062
2021-04-13,2407772.0,29182196.64,3.11,2.3,1.34,29.29,1.0,25746261.48,980449.0,2124279.0,11883041.88,,,44108.0,0.32,,36106.0,,0.12,35484.0,9566.0,,,0.32,44108.0,0.44,126228.0,352236.0,11.88,4.34,,,6.57,6.57,13951199.0,169088531.88,,167.76,6.61,22.68,0.2957,47.05,0.1613
2021-04-14,2540087.0,30023828.34,3.28,2.59,1.41,30.48,1.0,26236168.44,1043662.0,2219642.0,12336084.84,,,54912.0,1.11,,,,0.35,119777.0,28651.0,,,1.11,54912.0,,36952.0,24414.0,12.62,0.31,,,6.86,6.86,14162407.0,167399650.74,,169.04,6.95,20.72,0.3174,50.34,0.167
2021-04-15,3117327.0,36815631.87,4.03,3.32,1.73,37.07,1.0,30912462.42,1200301.0,2617482.0,14175554.81,,120000.0,59267.0,5.26,1.42,9188.0,,0.6,436767.0,48475.0,,120000.0,5.26,59267.0,0.11,25847.0,48115.0,14.19,0.72,,,7.41,7.41,14987916.0,177007287.96,,175.76,7.47,15.46,0.2416,42.69,0.1926
2021-04-16,3347955.0,38836278.0,4.33,3.7,1.86,39.23,1.0,32331636.0,1088793.0,2787210.0,12629998.8,,,43265.0,4.29,,,,2.37,390550.0,198125.0,,,4.29,43265.0,,43352.0,220822.0,12.79,2.63,,,6.73,6.73,15101075.0,175172470.0,,176.39,6.76,12.98,0.303,51.41,0.2068
2021-04-19,3241915.0,37816938.48,4.19,3.55,1.8,37.86,1.0,31862329.26,1044206.0,2731447.0,12180662.99,,,43328.0,,,30900.0,,1.26,,107480.0,,,,43328.0,0.36,19565.0,86663.0,12.12,1.12,,,6.46,6.46,15129360.0,176483984.4,,174.1,6.51,12.07,0.3069,52.22,0.2004
2021-04-20,3428313.0,39511307.33,4.43,3.65,1.91,39.8,1.0,31549837.33,1240636.0,2737513.0,14298329.9,,,45957.0,0.22,,,,0.61,37560.0,52817.0,,,0.22,45957.0,,203290.0,31494.0,14.47,0.37,,,7.68,7.68,14915193.0,171897599.33,,172.19,7.75,11.24,0.3083,52.63,0.2122
2021-04-21,3315126.0,37792436.4,4.28,3.62,1.84,38.07,1.0,31619028.6,1281075.0,2773599.0,14604255.0,,,1562.0,0.43,,,,,36086.0,,,,0.43,1562.0,,38877.0,,14.76,,,,7.85,7.85,15036075.0,171411255.0,,171.65,7.92,11.61,0.2825,49.82,0.2032
2021-04-22,2944832.0,32599290.24,3.81,3.28,1.64,33.2,1.0,25906069.35,1519969.0,2340205.0,16826056.83,,,175800.0,1.05,,17294.0,,0.42,86202.0,36254.0,,,1.05,175800.0,0.19,99348.0,536890.0,17.31,6.67,,,9.11,9.11,15164887.0,167875299.09,,170.64,9.21,10.76,0.2925,50.77,0.1765
2021-04-23,3004727.0,35020093.19,3.88,3.28,1.67,34.35,1.0,27816533.96,1652039.0,2386661.0,19254514.55,,,13645.0,0.0,,96324.0,,1.03,31.0,83534.0,,,0.0,13645.0,1.11,201959.0,49899.0,18.26,0.0,,,9.93,9.93,14976517.0,174551305.64,,165.96,9.91,12.41,0.2912,50.49,0.1807
2021-04-26,3047619.0,36419047.05,3.94,3.28,1.69,36.07,1.0,28230417.1,2151854.0,2362378.0,25714655.3,,,183030.0,0.8,,,,0.94,31191.0,90021.0,,,0.8,183030.0,,406806.0,55474.0,25.1,0.61,,,12.81,12.81,14642302.0,174975508.9,,170.02,12.86,12.39,0.3165,53.29,0.1815
2021-04-27,3733517.0,44186173.7,4.82,4.03,2.08,44.47,1.0,32755966.2,2370934.0,2767720.0,28060003.89,,,115457.0,4.8,,,,1.48,421142.0,128515.0,,,4.8,115457.0,,232138.0,15800.0,28.32,0.11,,,13.87,13.87,14721894.0,174233615.49,,174.43,13.97,9.82,0.31,53.41,0.2184
2021-04-28,4283395.0,50115721.5,5.54,4.25,2.38,50.52,1.0,34518989.7,2868166.0,2950341.0,33557542.2,,,1162.0,2.05,,,,0.98,198155.0,80534.0,,,2.05,1162.0,,576604.0,15534.0,33.88,0.17,,,16.73,16.73,14277568.0,167047545.6,,167.35,16.84,10.02,0.2736,49.44,0.2498
2021-04-29,4018550.0,47358611.75,5.19,4.02,2.23,47.52,1.0,37169336.1,2631552.0,3153953.0,31012840.32,,,43843.0,2.43,,250000.0,,4.75,208820.0,401123.0,,,2.43,43843.0,3.07,120666.0,255208.0,30.81,2.83,,,15.25,15.25,14629040.0,172403236.4,,170.22,15.33,9.4,0.2412,45.6,0.2328
2021-04-30,2104616.0,24929176.52,2.72,2.14,1.17,24.98,1.0,14432789.0,1381240.0,1218471.0,16360787.8,,,2426.0,0.27,,,,14.64,21000.0,1252738.0,,,0.27,2426.0,,,1956482.0,16.31,23.15,,,7.46,7.46,17136450.0,202981250.25,,201.66,7.48,14.46,0.1028,14.47,0.1137
2021-05-03,1763755.0,20847584.1,2.28,1.76,0.98,20.9,0.0,10677348.78,1154770.0,903329.0,13649381.4,,,,,,,,2.67,,226470.0,,,,,,,315142.0,13.67,3.83,,,5.88,5.88,18495960.0,218622247.2,,217.57,5.91,16.9,0.1137,17.52,0.0898
2021-05-04,1672139.0,19179434.33,2.16,1.74,0.93,19.74,0.0,9411869.08,1145919.0,820564.0,13143690.93,,,,,,,,0.1,,8851.0,,,,,,,82765.0,13.56,0.98,,,5.56,5.56,19464700.0,223260109.0,,228.29,5.61,17.68,0.1245,18.56,0.0811
2021-05-05,1561012.0,17740901.38,1.44,1.68,0.87,17.89,0.0,8114053.12,1141405.0,713951.0,12972067.83,,,1400.0,,,,,0.07,,5914.0,,,,1400.0,,,106613.0,13.07,1.26,,,5.51,5.51,19587832.0,222615710.68,,223.06,5.54,19.19,0.1388,19.95,0.0753
2021-05-06,1554486.0,18241893.21,1.44,1.66,0.86,17.74,0.0,8361715.58,1083285.0,712545.0,12712349.48,,,1400.0,,,,,0.71,,59520.0,,,,1400.0,,,1406.0,12.3,0.0,,,5.21,5.21,19692928.0,231096510.08,,223.34,5.22,19.46,0.1401,19.93,0.0748
2021-05-07,1297170.0,15682785.3,1.2,1.37,0.72,15.28,0.0,7307546.61,1028169.0,604429.0,12430563.21,,,,,,,,1.69,,149200.0,,,,,,94084.0,108116.0,12.04,1.14,,,4.99,4.99,19567392.0,236569769.28,,228.66,5.0,20.52,0.1464,24.17,0.063
2021-05-10,1774978.0,22488971.26,1.86,1.82,0.99,21.8,0.0,12985102.9,1190737.0,1024870.0,15086637.79,,,150003.0,5.39,,,,0.0,420441.0,346.0,,,5.39,150003.0,,12911.0,,14.41,,,,5.74,5.74,19559480.0,247818611.6,,237.07,5.73,17.12,0.1789,32.57,0.0855
2021-05-11,2025964.0,24980136.12,2.12,2.03,1.13,25.42,1.0,15772572.99,1187390.0,1279203.0,14640518.7,,,,2.97,,,,0.04,254333.0,3347.0,,,2.97,,,,,15.05,,,,5.67,5.67,19745474.0,243461694.42,,247.64,5.73,15.31,0.2178,39.98,0.0968
2021-05-12,2025964.0,24453385.48,1.87,2.02,1.13,24.81,1.0,15439980.21,1187390.0,1279203.0,14331797.3,,,7800.0,,,,,0.11,,7800.0,,,,7800.0,,,,14.68,,,,5.66,5.66,19803122.0,239023682.54,,242.67,5.71,15.27,0.2184,40.09,0.0965
2021-05-13,2105358.0,24927438.72,1.95,2.12,1.17,25.23,1.0,15915363.52,1296849.0,1344203.0,15354692.16,,,43674.0,0.59,,,,0.37,65000.0,27734.0,,,0.59,43674.0,,93519.0,,15.65,,,,6.13,6.13,19852100.0,235048864.0,,237.38,6.18,14.67,0.2287,41.78,0.0995
2021-05-14,2191117.0,26622071.55,2.03,2.24,1.22,26.27,1.0,17374038.3,1382608.0,1429962.0,16798687.2,,,,1.3,,,,,85759.0,,,,1.3,,,85759.0,,16.35,,,,6.53,6.53,19800800.0,240579720.0,,233.55,6.54,13.8,0.2522,45.2,0.1034
2021-05-17,1998581.0,24562560.49,1.85,2.07,1.11,24.55,1.0,18384070.24,1403819.0,1495856.0,17252935.51,,,24110.0,,,250000.0,,0.01,,2899.0,,,,24110.0,3.18,,184106.0,17.02,2.13,,,6.64,6.64,19738564.0,242586951.56,,237.1,6.7,15.2,0.2171,39.73,0.0945
2021-05-18,1938581.0,24280727.03,1.79,2.03,1.08,24.17,1.0,18735596.4,1134060.0,1495856.0,14204101.5,,,1000.0,,,,,3.26,,270759.0,,,,1000.0,,,,13.92,,,,5.84,5.84,18274352.0,228886258.8,,222.82,5.88,15.65,0.2289,41.22,0.0999
2021-05-19,1678430.0,20325787.3,1.55,1.74,0.93,20.73,0.0,14843287.55,887160.0,1225705.0,10743507.6,,,,0.0,,,,3.16,21649.0,256900.0,,,0.0,,,10000.0,291800.0,11.13,3.66,,,4.56,4.56,18584176.0,225054371.36,,231.11,4.59,16.08,0.2754,47.62,0.0862
2021-05-20,1632354.0,19653542.16,1.51,1.7,0.91,19.74,0.0,14202733.16,822160.0,1179629.0,9898806.4,,,7445.0,,,,,0.92,,72445.0,,,,7445.0,,,46076.0,9.95,0.62,,,4.15,4.15,19007806.0,228853984.24,,228.54,4.17,16.34,0.2687,46.75,0.0823
2021-05-21,1568663.0,19059255.45,1.45,1.65,0.87,18.99,0.0,13189371.75,758469.0,1085545.0,9215398.35,,,,,,,,1.14,,94084.0,,,,,,30393.0,94084.0,9.15,1.07,,,3.83,3.83,19028384.0,231194865.6,,228.25,3.85,16.92,0.2372,42.76,0.0793
2021-05-24,1613437.0,19853342.29,1.49,1.72,0.9,19.72,0.0,14097100.2,785680.0,1145640.0,9667792.4,,,,0.72,,18532.0,,0.17,48886.0,15321.0,,,0.72,,0.22,42532.0,7323.0,9.54,0.08,,,3.93,3.93,19212504.0,236409861.72,,232.02,3.95,17.71,0.2438,43.52,0.0807
2021-05-25,1681810.0,21022625.0,1.56,1.83,0.94,20.83,0.0,15258325.0,853383.0,1220666.0,10667287.5,,,206481.0,0.02,,216481.0,,1.68,670.0,138778.0,,,0.02,206481.0,2.66,,142125.0,10.48,1.73,,,4.25,4.25,19243480.0,240543500.0,,235.35,4.26,16.94,0.2342,41.75,0.0837
